Region,Codigo region,region_residencia,fecha,positividad
,nan,0,2020-05-18,
,nan,0,2020-05-19,
,nan,0,2020-05-20,
,nan,0,2020-05-21,
,nan,0,2020-05-22,
,nan,0,2020-05-23,
,nan,0,2020-05-24,0.4166666666666667
,nan,0,2020-05-25,0.30952380952380953
,nan,0,2020-05-26,0.42857142857142855
,nan,0,2020-05-27,
,nan,0,2020-05-28,
,nan,0,2020-05-29,
,nan,0,2020-05-30,
,nan,0,2020-05-31,
,nan,0,2020-06-01,
,nan,0,2020-06-02,
,nan,0,2020-06-03,
,nan,0,2020-06-04,
,nan,0,2020-06-05,
,nan,0,2020-06-06,
,nan,0,2020-06-07,
,nan,0,2020-06-08,
,nan,0,2020-06-09,
,nan,0,2020-06-10,
,nan,0,2020-06-11,
,nan,0,2020-06-12,
,nan,0,2020-06-13,
,nan,0,2020-06-14,
,nan,0,2020-06-15,
,nan,0,2020-06-16,
,nan,0,2020-06-17,
,nan,0,2020-06-18,
,nan,0,2020-06-19,
,nan,0,2020-06-20,
,nan,0,2020-06-21,
,nan,0,2020-06-22,
,nan,0,2020-06-23,
,nan,0,2020-06-24,
,nan,0,2020-06-25,
,nan,0,2020-06-26,
,nan,0,2020-06-27,
,nan,0,2020-06-28,
,nan,0,2020-06-29,
,nan,0,2020-06-30,
,nan,0,2020-07-01,
,nan,0,2020-07-02,
,nan,0,2020-07-03,
,nan,0,2020-07-04,
,nan,0,2020-07-05,
,nan,0,2020-07-06,
,nan,0,2020-07-07,
,nan,0,2020-07-08,
,nan,0,2020-07-09,
,nan,0,2020-07-10,
,nan,0,2020-07-11,
,nan,0,2020-07-12,
,nan,0,2020-07-13,
,nan,0,2020-07-14,
,nan,0,2020-07-15,
,nan,0,2020-07-16,
,nan,0,2020-07-17,
,nan,0,2020-07-18,
,nan,0,2020-07-19,
,nan,0,2020-07-20,
,nan,0,2020-07-21,
,nan,0,2020-07-22,
,nan,0,2020-07-23,
,nan,0,2020-07-24,
,nan,0,2020-07-25,
,nan,0,2020-07-26,
,nan,0,2020-07-27,
,nan,0,2020-07-28,
,nan,0,2020-07-29,
,nan,0,2020-07-30,
,nan,0,2020-07-31,
,nan,0,2020-08-01,
,nan,0,2020-08-02,
,nan,0,2020-08-03,0.0
,nan,0,2020-08-04,0.0
,nan,0,2020-08-05,0.0
,nan,0,2020-08-06,0.0
,nan,0,2020-08-07,0.001152073732718894
,nan,0,2020-08-08,0.010080645161290322
,nan,0,2020-08-09,0.010080645161290322
,nan,0,2020-08-10,0.010080645161290322
,nan,0,2020-08-11,
,nan,0,2020-08-12,
,nan,0,2020-08-13,
,nan,0,2020-08-14,
,nan,0,2020-08-15,
,nan,0,2020-08-16,
,nan,0,2020-08-17,
,nan,0,2020-08-18,0.09173669467787114
,nan,0,2020-08-19,0.09173669467787114
,nan,0,2020-08-20,0.09173669467787114
,nan,0,2020-08-21,0.09173669467787114
,nan,0,2020-08-22,0.08333333333333333
,nan,0,2020-08-23,0.011904761904761904
,nan,0,2020-08-24,0.0
,nan,0,2020-08-25,0.01948051948051948
Antofagasta,2.0,Región de Antofagasta,2020-03-02,
Antofagasta,2.0,Región de Antofagasta,2020-03-03,
Antofagasta,2.0,Región de Antofagasta,2020-03-04,
Antofagasta,2.0,Región de Antofagasta,2020-03-05,
Antofagasta,2.0,Región de Antofagasta,2020-03-06,
Antofagasta,2.0,Región de Antofagasta,2020-03-07,
Antofagasta,2.0,Región de Antofagasta,2020-03-08,
Antofagasta,2.0,Región de Antofagasta,2020-03-09,
Antofagasta,2.0,Región de Antofagasta,2020-03-10,
Antofagasta,2.0,Región de Antofagasta,2020-03-11,
Antofagasta,2.0,Región de Antofagasta,2020-03-12,
Antofagasta,2.0,Región de Antofagasta,2020-03-13,
Antofagasta,2.0,Región de Antofagasta,2020-03-14,
Antofagasta,2.0,Región de Antofagasta,2020-03-15,0.08571428571428573
Antofagasta,2.0,Región de Antofagasta,2020-03-16,0.08571428571428573
Antofagasta,2.0,Región de Antofagasta,2020-03-17,0.08571428571428573
Antofagasta,2.0,Región de Antofagasta,2020-03-18,0.10303030303030304
Antofagasta,2.0,Región de Antofagasta,2020-03-19,0.02483481430849852
Antofagasta,2.0,Región de Antofagasta,2020-03-20,0.043267994032000816
Antofagasta,2.0,Región de Antofagasta,2020-03-21,0.05150975227375906
Antofagasta,2.0,Región de Antofagasta,2020-03-22,0.07373197449598129
Antofagasta,2.0,Región de Antofagasta,2020-03-23,0.07623824016014169
Antofagasta,2.0,Región de Antofagasta,2020-03-24,0.07941284333474488
Antofagasta,2.0,Región de Antofagasta,2020-03-25,0.07638254030444183
Antofagasta,2.0,Región de Antofagasta,2020-03-26,0.08139507163276262
Antofagasta,2.0,Región de Antofagasta,2020-03-27,0.0788349077822762
Antofagasta,2.0,Región de Antofagasta,2020-03-28,0.08158216052952895
Antofagasta,2.0,Región de Antofagasta,2020-03-29,0.06828850973587816
Antofagasta,2.0,Región de Antofagasta,2020-03-30,0.07082426087844045
Antofagasta,2.0,Región de Antofagasta,2020-03-31,0.0771734672276468
Antofagasta,2.0,Región de Antofagasta,2020-04-01,0.07517653942426737
Antofagasta,2.0,Región de Antofagasta,2020-04-02,0.06405963826046679
Antofagasta,2.0,Región de Antofagasta,2020-04-03,0.05132633981288263
Antofagasta,2.0,Región de Antofagasta,2020-04-04,0.048966283761551405
Antofagasta,2.0,Región de Antofagasta,2020-04-05,0.04003771233297998
Antofagasta,2.0,Región de Antofagasta,2020-04-06,0.04415320468376645
Antofagasta,2.0,Región de Antofagasta,2020-04-07,0.04615013248714586
Antofagasta,2.0,Región de Antofagasta,2020-04-08,0.05095536309882809
Antofagasta,2.0,Región de Antofagasta,2020-04-09,0.06371759897345154
Antofagasta,2.0,Región de Antofagasta,2020-04-10,0.0803581013282396
Antofagasta,2.0,Región de Antofagasta,2020-04-11,0.07783415249556594
Antofagasta,2.0,Región de Antofagasta,2020-04-12,0.0924861671475806
Antofagasta,2.0,Región de Antofagasta,2020-04-13,0.09863478043905102
Antofagasta,2.0,Región de Antofagasta,2020-04-14,0.11432492746560358
Antofagasta,2.0,Región de Antofagasta,2020-04-15,0.10492979830999538
Antofagasta,2.0,Región de Antofagasta,2020-04-16,0.1050388495640848
Antofagasta,2.0,Región de Antofagasta,2020-04-17,0.1054676890173145
Antofagasta,2.0,Región de Antofagasta,2020-04-18,0.11773002985108393
Antofagasta,2.0,Región de Antofagasta,2020-04-19,0.134824046945101
Antofagasta,2.0,Región de Antofagasta,2020-04-20,0.1443386636025748
Antofagasta,2.0,Región de Antofagasta,2020-04-21,0.1397758628725267
Antofagasta,2.0,Región de Antofagasta,2020-04-22,0.1477325522335307
Antofagasta,2.0,Región de Antofagasta,2020-04-23,0.15795371182707524
Antofagasta,2.0,Región de Antofagasta,2020-04-24,0.1604959753449485
Antofagasta,2.0,Región de Antofagasta,2020-04-25,0.16513104971367906
Antofagasta,2.0,Región de Antofagasta,2020-04-26,0.1493467099069929
Antofagasta,2.0,Región de Antofagasta,2020-04-27,0.1418225755410904
Antofagasta,2.0,Región de Antofagasta,2020-04-28,0.1434800474729526
Antofagasta,2.0,Región de Antofagasta,2020-04-29,0.15407929642836593
Antofagasta,2.0,Región de Antofagasta,2020-04-30,0.15821729952303293
Antofagasta,2.0,Región de Antofagasta,2020-05-01,0.15778740534313876
Antofagasta,2.0,Región de Antofagasta,2020-05-02,0.1590779499529641
Antofagasta,2.0,Región de Antofagasta,2020-05-03,0.17985095189116956
Antofagasta,2.0,Región de Antofagasta,2020-05-04,0.1891111237073952
Antofagasta,2.0,Región de Antofagasta,2020-05-05,0.20575794910422054
Antofagasta,2.0,Región de Antofagasta,2020-05-06,0.2025800459263174
Antofagasta,2.0,Región de Antofagasta,2020-05-07,0.20117148403917395
Antofagasta,2.0,Región de Antofagasta,2020-05-08,0.1977179799960473
Antofagasta,2.0,Región de Antofagasta,2020-05-09,0.2066330341288412
Antofagasta,2.0,Región de Antofagasta,2020-05-10,0.20212175593335246
Antofagasta,2.0,Región de Antofagasta,2020-05-11,0.21363405315993544
Antofagasta,2.0,Región de Antofagasta,2020-05-12,0.21192814002545085
Antofagasta,2.0,Región de Antofagasta,2020-05-13,0.2174733040812532
Antofagasta,2.0,Región de Antofagasta,2020-05-14,0.21889660098741612
Antofagasta,2.0,Región de Antofagasta,2020-05-15,0.22267676008280765
Antofagasta,2.0,Región de Antofagasta,2020-05-16,0.21519397265446666
Antofagasta,2.0,Región de Antofagasta,2020-05-17,0.2173112163130637
Antofagasta,2.0,Región de Antofagasta,2020-05-18,0.200714535167741
Antofagasta,2.0,Región de Antofagasta,2020-05-19,0.1960384791444557
Antofagasta,2.0,Región de Antofagasta,2020-05-20,0.2125291739666175
Antofagasta,2.0,Región de Antofagasta,2020-05-21,0.2289823439285594
Antofagasta,2.0,Región de Antofagasta,2020-05-22,0.2345951298700834
Antofagasta,2.0,Región de Antofagasta,2020-05-23,0.23530609450300166
Antofagasta,2.0,Región de Antofagasta,2020-05-24,0.2309354651323723
Antofagasta,2.0,Región de Antofagasta,2020-05-25,0.23709773291588115
Antofagasta,2.0,Región de Antofagasta,2020-05-26,0.2429684975918583
Antofagasta,2.0,Región de Antofagasta,2020-05-27,0.22502199198357528
Antofagasta,2.0,Región de Antofagasta,2020-05-28,0.2041065110989533
Antofagasta,2.0,Región de Antofagasta,2020-05-29,0.2023006679887624
Antofagasta,2.0,Región de Antofagasta,2020-05-30,0.23101817778650105
Antofagasta,2.0,Región de Antofagasta,2020-05-31,0.2458911971438253
Antofagasta,2.0,Región de Antofagasta,2020-06-01,0.2630429400295833
Antofagasta,2.0,Región de Antofagasta,2020-06-02,0.2742298069734861
Antofagasta,2.0,Región de Antofagasta,2020-06-03,0.2940268942855984
Antofagasta,2.0,Región de Antofagasta,2020-06-04,0.3111681758924985
Antofagasta,2.0,Región de Antofagasta,2020-06-05,0.3274177757719916
Antofagasta,2.0,Región de Antofagasta,2020-06-06,0.33757019116852993
Antofagasta,2.0,Región de Antofagasta,2020-06-07,0.3612714241621801
Antofagasta,2.0,Región de Antofagasta,2020-06-08,0.3608368953954303
Antofagasta,2.0,Región de Antofagasta,2020-06-09,0.35932322087260066
Antofagasta,2.0,Región de Antofagasta,2020-06-10,0.3753776829733619
Antofagasta,2.0,Región de Antofagasta,2020-06-11,0.3811057227688516
Antofagasta,2.0,Región de Antofagasta,2020-06-12,0.3937232252858726
Antofagasta,2.0,Región de Antofagasta,2020-06-13,0.3910899138968009
Antofagasta,2.0,Región de Antofagasta,2020-06-14,0.3964562769150132
Antofagasta,2.0,Región de Antofagasta,2020-06-15,0.4161633592905592
Antofagasta,2.0,Región de Antofagasta,2020-06-16,0.4264386007885081
Antofagasta,2.0,Región de Antofagasta,2020-06-17,0.4198397658742507
Antofagasta,2.0,Región de Antofagasta,2020-06-18,0.4254288210572734
Antofagasta,2.0,Región de Antofagasta,2020-06-19,0.4237304877650122
Antofagasta,2.0,Región de Antofagasta,2020-06-20,0.4151858027756765
Antofagasta,2.0,Región de Antofagasta,2020-06-21,0.403734634419386
Antofagasta,2.0,Región de Antofagasta,2020-06-22,0.3832256610070804
Antofagasta,2.0,Región de Antofagasta,2020-06-23,0.3814311198508371
Antofagasta,2.0,Región de Antofagasta,2020-06-24,0.3737385963367352
Antofagasta,2.0,Región de Antofagasta,2020-06-25,0.3717505608979956
Antofagasta,2.0,Región de Antofagasta,2020-06-26,0.3695487230106738
Antofagasta,2.0,Región de Antofagasta,2020-06-27,0.36437607277888623
Antofagasta,2.0,Región de Antofagasta,2020-06-28,0.3482673394832654
Antofagasta,2.0,Región de Antofagasta,2020-06-29,0.3596828365955095
Antofagasta,2.0,Región de Antofagasta,2020-06-30,0.34723676720463725
Antofagasta,2.0,Región de Antofagasta,2020-07-01,0.3457666343986237
Antofagasta,2.0,Región de Antofagasta,2020-07-02,0.3426586644296373
Antofagasta,2.0,Región de Antofagasta,2020-07-03,0.3332994753473397
Antofagasta,2.0,Región de Antofagasta,2020-07-04,0.31633984869568765
Antofagasta,2.0,Región de Antofagasta,2020-07-05,0.31192633444561163
Antofagasta,2.0,Región de Antofagasta,2020-07-06,0.3004208285947493
Antofagasta,2.0,Región de Antofagasta,2020-07-07,0.2968575091051557
Antofagasta,2.0,Región de Antofagasta,2020-07-08,0.2876687271824871
Antofagasta,2.0,Región de Antofagasta,2020-07-09,0.2846500652550136
Antofagasta,2.0,Región de Antofagasta,2020-07-10,0.2764548924841688
Antofagasta,2.0,Región de Antofagasta,2020-07-11,0.2767807802819857
Antofagasta,2.0,Región de Antofagasta,2020-07-12,0.2670705830717885
Antofagasta,2.0,Región de Antofagasta,2020-07-13,0.25863066384502664
Antofagasta,2.0,Región de Antofagasta,2020-07-14,0.2528062678104129
Antofagasta,2.0,Región de Antofagasta,2020-07-15,0.2504907140011581
Antofagasta,2.0,Región de Antofagasta,2020-07-16,0.2392691539097513
Antofagasta,2.0,Región de Antofagasta,2020-07-17,0.23622688125964664
Antofagasta,2.0,Región de Antofagasta,2020-07-18,0.2266680956090771
Antofagasta,2.0,Región de Antofagasta,2020-07-19,0.23499405877375
Antofagasta,2.0,Región de Antofagasta,2020-07-20,0.23320771513013566
Antofagasta,2.0,Región de Antofagasta,2020-07-21,0.2236573151655896
Antofagasta,2.0,Región de Antofagasta,2020-07-22,0.2156196020866938
Antofagasta,2.0,Región de Antofagasta,2020-07-23,0.20673822698207572
Antofagasta,2.0,Región de Antofagasta,2020-07-24,0.1948560743018995
Antofagasta,2.0,Región de Antofagasta,2020-07-25,0.18804957124985489
Antofagasta,2.0,Región de Antofagasta,2020-07-26,0.16810481915546874
Antofagasta,2.0,Región de Antofagasta,2020-07-27,0.159261351163108
Antofagasta,2.0,Región de Antofagasta,2020-07-28,0.1586644777983775
Antofagasta,2.0,Región de Antofagasta,2020-07-29,0.15389391502781471
Antofagasta,2.0,Región de Antofagasta,2020-07-30,0.14918510257617262
Antofagasta,2.0,Región de Antofagasta,2020-07-31,0.14814050683076052
Antofagasta,2.0,Región de Antofagasta,2020-08-01,0.141938425844692
Antofagasta,2.0,Región de Antofagasta,2020-08-02,0.13094556716275768
Antofagasta,2.0,Región de Antofagasta,2020-08-03,0.12673588619181095
Antofagasta,2.0,Región de Antofagasta,2020-08-04,0.11992765082252907
Antofagasta,2.0,Región de Antofagasta,2020-08-05,0.11995838712358188
Antofagasta,2.0,Región de Antofagasta,2020-08-06,0.1159247881911273
Antofagasta,2.0,Región de Antofagasta,2020-08-07,0.11647964051303135
Antofagasta,2.0,Región de Antofagasta,2020-08-08,0.11331407225839385
Antofagasta,2.0,Región de Antofagasta,2020-08-09,0.11180679575111734
Antofagasta,2.0,Región de Antofagasta,2020-08-10,0.1127182298278524
Antofagasta,2.0,Región de Antofagasta,2020-08-11,0.11041276449731284
Antofagasta,2.0,Región de Antofagasta,2020-08-12,0.10572013667140134
Antofagasta,2.0,Región de Antofagasta,2020-08-13,0.10643253428292644
Antofagasta,2.0,Región de Antofagasta,2020-08-14,0.09668485301012296
Antofagasta,2.0,Región de Antofagasta,2020-08-15,0.0976984595057682
Antofagasta,2.0,Región de Antofagasta,2020-08-16,0.10459361297626413
Antofagasta,2.0,Región de Antofagasta,2020-08-17,0.10061471120613198
Antofagasta,2.0,Región de Antofagasta,2020-08-18,0.09961233867472273
Antofagasta,2.0,Región de Antofagasta,2020-08-19,0.09677089393684668
Antofagasta,2.0,Región de Antofagasta,2020-08-20,0.0940320901566617
Antofagasta,2.0,Región de Antofagasta,2020-08-21,0.09373432801994724
Antofagasta,2.0,Región de Antofagasta,2020-08-22,0.09172924913263096
Antofagasta,2.0,Región de Antofagasta,2020-08-23,0.08636665363641081
Antofagasta,2.0,Región de Antofagasta,2020-08-24,0.08058196288197883
Antofagasta,2.0,Región de Antofagasta,2020-08-25,0.07802727365648816
Arica y Parinacota,15.0,Región de Arica y Parinacota,2020-03-16,
Arica y Parinacota,15.0,Región de Arica y Parinacota,2020-03-17,
Arica y Parinacota,15.0,Región de Arica y Parinacota,2020-03-18,
Arica y Parinacota,15.0,Región de Arica y Parinacota,2020-03-19,
Arica y Parinacota,15.0,Región de Arica y Parinacota,2020-03-20,
Arica y Parinacota,15.0,Región de Arica y Parinacota,2020-03-21,
Arica y Parinacota,15.0,Región de Arica y Parinacota,2020-03-22,0.045950286272866916
Arica y Parinacota,15.0,Región de Arica y Parinacota,2020-03-23,0.02473816506074571
Arica y Parinacota,15.0,Región de Arica y Parinacota,2020-03-24,0.012794371149738682
Arica y Parinacota,15.0,Región de Arica y Parinacota,2020-03-25,0.014895211485873137
Arica y Parinacota,15.0,Región de Arica y Parinacota,2020-03-26,0.014368549208058785
Arica y Parinacota,15.0,Región de Arica y Parinacota,2020-03-27,0.015035690286158766
Arica y Parinacota,15.0,Región de Arica y Parinacota,2020-03-28,0.019694075379326468
Arica y Parinacota,15.0,Región de Arica y Parinacota,2020-03-29,0.029595065478336367
Arica y Parinacota,15.0,Región de Arica y Parinacota,2020-03-30,0.037058025053972
Arica y Parinacota,15.0,Región de Arica y Parinacota,2020-03-31,0.049243949715584365
Arica y Parinacota,15.0,Región de Arica y Parinacota,2020-04-01,0.07479287896470335
Arica y Parinacota,15.0,Región de Arica y Parinacota,2020-04-02,0.09452077012116593
Arica y Parinacota,15.0,Región de Arica y Parinacota,2020-04-03,0.09793288312232004
Arica y Parinacota,15.0,Región de Arica y Parinacota,2020-04-04,0.11708402183867615
Arica y Parinacota,15.0,Región de Arica y Parinacota,2020-04-05,0.14040562310179247
Arica y Parinacota,15.0,Región de Arica y Parinacota,2020-04-06,0.14988128046477378
Arica y Parinacota,15.0,Región de Arica y Parinacota,2020-04-07,0.16551216558718435
Arica y Parinacota,15.0,Región de Arica y Parinacota,2020-04-08,0.16249293787385205
Arica y Parinacota,15.0,Región de Arica y Parinacota,2020-04-09,0.15654055692147112
Arica y Parinacota,15.0,Región de Arica y Parinacota,2020-04-10,0.15974086538493748
Arica y Parinacota,15.0,Región de Arica y Parinacota,2020-04-11,0.14467769726054486
Arica y Parinacota,15.0,Región de Arica y Parinacota,2020-04-12,0.1144312963746091
Arica y Parinacota,15.0,Región de Arica y Parinacota,2020-04-13,0.10346670541001812
Arica y Parinacota,15.0,Región de Arica y Parinacota,2020-04-14,0.07727622921954193
Arica y Parinacota,15.0,Región de Arica y Parinacota,2020-04-15,0.06256632226825568
Arica y Parinacota,15.0,Región de Arica y Parinacota,2020-04-16,0.05695407737029649
Arica y Parinacota,15.0,Región de Arica y Parinacota,2020-04-17,0.07499919015225139
Arica y Parinacota,15.0,Región de Arica y Parinacota,2020-04-18,0.0855578537721395
Arica y Parinacota,15.0,Región de Arica y Parinacota,2020-04-19,0.10267094901023473
Arica y Parinacota,15.0,Región de Arica y Parinacota,2020-04-20,0.1066477829870687
Arica y Parinacota,15.0,Región de Arica y Parinacota,2020-04-21,0.13360736407036114
Arica y Parinacota,15.0,Región de Arica y Parinacota,2020-04-22,0.17360067062993273
Arica y Parinacota,15.0,Región de Arica y Parinacota,2020-04-23,0.16962023548066646
Arica y Parinacota,15.0,Región de Arica y Parinacota,2020-04-24,0.15046795918553302
Arica y Parinacota,15.0,Región de Arica y Parinacota,2020-04-25,0.13513119384876765
Arica y Parinacota,15.0,Región de Arica y Parinacota,2020-04-26,0.12256070512696315
Arica y Parinacota,15.0,Región de Arica y Parinacota,2020-04-27,0.11523892341493755
Arica y Parinacota,15.0,Región de Arica y Parinacota,2020-04-28,0.09516099794747793
Arica y Parinacota,15.0,Región de Arica y Parinacota,2020-04-29,0.08492959614981108
Arica y Parinacota,15.0,Región de Arica y Parinacota,2020-04-30,0.08438714106190147
Arica y Parinacota,15.0,Región de Arica y Parinacota,2020-05-01,0.08943453489772203
Arica y Parinacota,15.0,Región de Arica y Parinacota,2020-05-02,0.08811178357497072
Arica y Parinacota,15.0,Región de Arica y Parinacota,2020-05-03,0.0987335761516505
Arica y Parinacota,15.0,Región de Arica y Parinacota,2020-05-04,0.09751243576935216
Arica y Parinacota,15.0,Región de Arica y Parinacota,2020-05-05,0.09631503583777502
Arica y Parinacota,15.0,Región de Arica y Parinacota,2020-05-06,0.06155860452961957
Arica y Parinacota,15.0,Región de Arica y Parinacota,2020-05-07,0.06682360979462484
Arica y Parinacota,15.0,Región de Arica y Parinacota,2020-05-08,0.06788501399306811
Arica y Parinacota,15.0,Región de Arica y Parinacota,2020-05-09,0.06890251501056913
Arica y Parinacota,15.0,Región de Arica y Parinacota,2020-05-10,0.052832318816149325
Arica y Parinacota,15.0,Región de Arica y Parinacota,2020-05-11,0.05927994003468461
Arica y Parinacota,15.0,Región de Arica y Parinacota,2020-05-12,0.05512193587668045
Arica y Parinacota,15.0,Región de Arica y Parinacota,2020-05-13,0.054091931398400114
Arica y Parinacota,15.0,Región de Arica y Parinacota,2020-05-14,0.05824777555424428
Arica y Parinacota,15.0,Región de Arica y Parinacota,2020-05-15,0.060576968100828125
Arica y Parinacota,15.0,Región de Arica y Parinacota,2020-05-16,0.08438649191035194
Arica y Parinacota,15.0,Región de Arica y Parinacota,2020-05-17,0.10111309101681376
Arica y Parinacota,15.0,Región de Arica y Parinacota,2020-05-18,0.10797614666035718
Arica y Parinacota,15.0,Región de Arica y Parinacota,2020-05-19,0.120767355451566
Arica y Parinacota,15.0,Región de Arica y Parinacota,2020-05-20,0.13666471110795778
Arica y Parinacota,15.0,Región de Arica y Parinacota,2020-05-21,0.14520403695065442
Arica y Parinacota,15.0,Región de Arica y Parinacota,2020-05-22,0.1370871538337713
Arica y Parinacota,15.0,Región de Arica y Parinacota,2020-05-23,0.13231155560022914
Arica y Parinacota,15.0,Región de Arica y Parinacota,2020-05-24,0.14037658998105298
Arica y Parinacota,15.0,Región de Arica y Parinacota,2020-05-25,0.14091771552217852
Arica y Parinacota,15.0,Región de Arica y Parinacota,2020-05-26,0.13699752398187526
Arica y Parinacota,15.0,Región de Arica y Parinacota,2020-05-27,0.13040282219335472
Arica y Parinacota,15.0,Región de Arica y Parinacota,2020-05-28,0.13900635349351526
Arica y Parinacota,15.0,Región de Arica y Parinacota,2020-05-29,0.14813401828155734
Arica y Parinacota,15.0,Región de Arica y Parinacota,2020-05-30,0.15519899380447685
Arica y Parinacota,15.0,Región de Arica y Parinacota,2020-05-31,0.15728187824030246
Arica y Parinacota,15.0,Región de Arica y Parinacota,2020-06-01,0.16888554694513844
Arica y Parinacota,15.0,Región de Arica y Parinacota,2020-06-02,0.18156294013153226
Arica y Parinacota,15.0,Región de Arica y Parinacota,2020-06-03,0.19189359413226298
Arica y Parinacota,15.0,Región de Arica y Parinacota,2020-06-04,0.1873951138891019
Arica y Parinacota,15.0,Región de Arica y Parinacota,2020-06-05,0.17567004650365714
Arica y Parinacota,15.0,Región de Arica y Parinacota,2020-06-06,0.1709081417417524
Arica y Parinacota,15.0,Región de Arica y Parinacota,2020-06-07,0.17866047815032196
Arica y Parinacota,15.0,Región de Arica y Parinacota,2020-06-08,0.16277924290556195
Arica y Parinacota,15.0,Región de Arica y Parinacota,2020-06-09,0.1660934698309
Arica y Parinacota,15.0,Región de Arica y Parinacota,2020-06-10,0.18135716151447
Arica y Parinacota,15.0,Región de Arica y Parinacota,2020-06-11,0.1806704565724459
Arica y Parinacota,15.0,Región de Arica y Parinacota,2020-06-12,0.18815461064363068
Arica y Parinacota,15.0,Región de Arica y Parinacota,2020-06-13,0.1828233477036721
Arica y Parinacota,15.0,Región de Arica y Parinacota,2020-06-14,0.19587099795643373
Arica y Parinacota,15.0,Región de Arica y Parinacota,2020-06-15,0.21397344928898446
Arica y Parinacota,15.0,Región de Arica y Parinacota,2020-06-16,0.20975612406102087
Arica y Parinacota,15.0,Región de Arica y Parinacota,2020-06-17,0.1883194959131456
Arica y Parinacota,15.0,Región de Arica y Parinacota,2020-06-18,0.1870385156847969
Arica y Parinacota,15.0,Región de Arica y Parinacota,2020-06-19,0.21404825967534935
Arica y Parinacota,15.0,Región de Arica y Parinacota,2020-06-20,0.22491387376034616
Arica y Parinacota,15.0,Región de Arica y Parinacota,2020-06-21,0.203387670686524
Arica y Parinacota,15.0,Región de Arica y Parinacota,2020-06-22,0.1981834755490697
Arica y Parinacota,15.0,Región de Arica y Parinacota,2020-06-23,0.199624987481418
Arica y Parinacota,15.0,Región de Arica y Parinacota,2020-06-24,0.22792388773330016
Arica y Parinacota,15.0,Región de Arica y Parinacota,2020-06-25,0.22494905935801413
Arica y Parinacota,15.0,Región de Arica y Parinacota,2020-06-26,0.2177176893441453
Arica y Parinacota,15.0,Región de Arica y Parinacota,2020-06-27,0.2255108643315113
Arica y Parinacota,15.0,Región de Arica y Parinacota,2020-06-28,0.2497703035569369
Arica y Parinacota,15.0,Región de Arica y Parinacota,2020-06-29,0.2727430204951711
Arica y Parinacota,15.0,Región de Arica y Parinacota,2020-06-30,0.2847221304940831
Arica y Parinacota,15.0,Región de Arica y Parinacota,2020-07-01,0.2728609177682212
Arica y Parinacota,15.0,Región de Arica y Parinacota,2020-07-02,0.2787854280405576
Arica y Parinacota,15.0,Región de Arica y Parinacota,2020-07-03,0.29632809479788397
Arica y Parinacota,15.0,Región de Arica y Parinacota,2020-07-04,0.284191044855956
Arica y Parinacota,15.0,Región de Arica y Parinacota,2020-07-05,0.27252923727578104
Arica y Parinacota,15.0,Región de Arica y Parinacota,2020-07-06,0.27683677642652577
Arica y Parinacota,15.0,Región de Arica y Parinacota,2020-07-07,0.2698496267683664
Arica y Parinacota,15.0,Región de Arica y Parinacota,2020-07-08,0.2678594264028422
