Region,Codigo region,Provincia,Codigo provincia,provincia_residencia,fecha,positividad
Biobío,8,Concepción,81,Concepción,2020-04-30,0.03719085370597732
Biobío,8,Concepción,81,Concepción,2020-05-01,0.04278162775917155
Biobío,8,Concepción,81,Concepción,2020-05-02,0.039417527815594745
Biobío,8,Concepción,81,Concepción,2020-05-03,0.0382557893657207
Biobío,8,Concepción,81,Concepción,2020-05-04,0.0433807092888469
Biobío,8,Concepción,81,Concepción,2020-05-05,0.04381754417739333
Biobío,8,Concepción,81,Concepción,2020-05-06,0.04587722314737129
Biobío,8,Concepción,81,Concepción,2020-05-07,0.04570921239468313
Biobío,8,Concepción,81,Concepción,2020-05-08,0.04322662926693872
Biobío,8,Concepción,81,Concepción,2020-05-09,0.049572012595410164
Biobío,8,Concepción,81,Concepción,2020-05-10,0.046338292702457436
Biobío,8,Concepción,81,Concepción,2020-05-11,0.04982787385614388
Biobío,8,Concepción,81,Concepción,2020-05-12,0.04882724332183458
Biobío,8,Concepción,81,Concepción,2020-05-13,0.04251546728368248
Biobío,8,Concepción,81,Concepción,2020-05-14,0.041661281774688405
Biobío,8,Concepción,81,Concepción,2020-05-15,0.040352229832725066
Biobío,8,Concepción,81,Concepción,2020-05-16,0.04043242458121652
Biobío,8,Concepción,81,Concepción,2020-05-17,0.04589444920800086
Biobío,8,Concepción,81,Concepción,2020-05-18,0.04627882327179566
Biobío,8,Concepción,81,Concepción,2020-05-19,0.04911239482574637
Biobío,8,Concepción,81,Concepción,2020-05-20,0.053677070038456634
Biobío,8,Concepción,81,Concepción,2020-05-21,0.058895171201688926
Biobío,8,Concepción,81,Concepción,2020-05-22,0.0633327388244692
Biobío,8,Concepción,81,Concepción,2020-05-23,0.06128419816581461
Biobío,8,Concepción,81,Concepción,2020-05-24,0.07382728106001933
Biobío,8,Concepción,81,Concepción,2020-05-25,0.08542277505392702
Biobío,8,Concepción,81,Concepción,2020-05-26,0.09116782372908196
Biobío,8,Concepción,81,Concepción,2020-05-27,0.09852221898775174
Biobío,8,Concepción,81,Concepción,2020-05-28,0.10366738859890832
Biobío,8,Concepción,81,Concepción,2020-05-29,0.10544507782429627
Biobío,8,Concepción,81,Concepción,2020-05-30,0.10941671676271264
Biobío,8,Concepción,81,Concepción,2020-05-31,0.10221503533272427
Biobío,8,Concepción,81,Concepción,2020-06-01,0.09474019972590596
Biobío,8,Concepción,81,Concepción,2020-06-02,0.08796129370527361
Biobío,8,Concepción,81,Concepción,2020-06-03,0.0813390044146863
Biobío,8,Concepción,81,Concepción,2020-06-04,0.0778115901118263
Biobío,8,Concepción,81,Concepción,2020-06-05,0.0760160514097026
Biobío,8,Concepción,81,Concepción,2020-06-06,0.08677170502249909
Biobío,8,Concepción,81,Concepción,2020-06-07,0.09657730148788936
Biobío,8,Concepción,81,Concepción,2020-06-08,0.10472582574510428
Biobío,8,Concepción,81,Concepción,2020-06-09,0.11410103092926648
Biobío,8,Concepción,81,Concepción,2020-06-10,0.12320045613996378
Biobío,8,Concepción,81,Concepción,2020-06-11,0.133035669115755
Biobío,8,Concepción,81,Concepción,2020-06-12,0.14951561053045045
Biobío,8,Concepción,81,Concepción,2020-06-13,0.15085122793749642
Biobío,8,Concepción,81,Concepción,2020-06-14,0.15229660608875692
Biobío,8,Concepción,81,Concepción,2020-06-15,0.15229838957368647
Biobío,8,Concepción,81,Concepción,2020-06-16,0.15650711124477906
Biobío,8,Concepción,81,Concepción,2020-06-17,0.16249123915245384
Biobío,8,Concepción,81,Concepción,2020-06-18,0.16229783612956458
Biobío,8,Concepción,81,Concepción,2020-06-19,0.15962683663713134
Biobío,8,Concepción,81,Concepción,2020-06-20,0.15607930302400005
Biobío,8,Concepción,81,Concepción,2020-06-21,0.15636022485396728
Biobío,8,Concepción,81,Concepción,2020-06-22,0.16000524287790624
Biobío,8,Concepción,81,Concepción,2020-06-23,0.16467892621932864
Biobío,8,Concepción,81,Concepción,2020-06-24,0.16430878394783704
Biobío,8,Concepción,81,Concepción,2020-06-25,0.1617459917592881
Biobío,8,Concepción,81,Concepción,2020-06-26,0.16013227393883506
Biobío,8,Concepción,81,Concepción,2020-06-27,0.16411599417236347
Biobío,8,Concepción,81,Concepción,2020-06-28,0.15635490662341406
Biobío,8,Concepción,81,Concepción,2020-06-29,0.1492623809414411
Biobío,8,Concepción,81,Concepción,2020-06-30,0.14390429990447595
Biobío,8,Concepción,81,Concepción,2020-07-01,0.1388011736228036
Biobío,8,Concepción,81,Concepción,2020-07-02,0.13479004548043255
Biobío,8,Concepción,81,Concepción,2020-07-03,0.13144786863079302
Biobío,8,Concepción,81,Concepción,2020-07-04,0.12811874161745546
Biobío,8,Concepción,81,Concepción,2020-07-05,0.12935849812927655
Biobío,8,Concepción,81,Concepción,2020-07-06,0.1303744690700595
Biobío,8,Concepción,81,Concepción,2020-07-07,0.125323529467825
Biobío,8,Concepción,81,Concepción,2020-07-08,0.12273413862301795
Biobío,8,Concepción,81,Concepción,2020-07-09,0.1270178639125664
Biobío,8,Concepción,81,Concepción,2020-07-10,0.12234538916410413
Biobío,8,Concepción,81,Concepción,2020-07-11,0.11822335592931672
Biobío,8,Concepción,81,Concepción,2020-07-12,0.11619445340376874
Biobío,8,Concepción,81,Concepción,2020-07-13,0.11499479496590913
Biobío,8,Concepción,81,Concepción,2020-07-14,0.12024182131267973
Biobío,8,Concepción,81,Concepción,2020-07-15,0.12049106349740578
Biobío,8,Concepción,81,Concepción,2020-07-16,0.11920276427012078
Biobío,8,Concepción,81,Concepción,2020-07-17,0.1239100118255244
Biobío,8,Concepción,81,Concepción,2020-07-18,0.13071332604347954
Biobío,8,Concepción,81,Concepción,2020-07-19,0.13767575249661862
Biobío,8,Concepción,81,Concepción,2020-07-20,0.14056747421764498
Biobío,8,Concepción,81,Concepción,2020-07-21,0.14075314944279346
Biobío,8,Concepción,81,Concepción,2020-07-22,0.1414931141296272
Biobío,8,Concepción,81,Concepción,2020-07-23,0.14051172463603415
Biobío,8,Concepción,81,Concepción,2020-07-24,0.13624835737757587
Biobío,8,Concepción,81,Concepción,2020-07-25,0.1310158775932093
Biobío,8,Concepción,81,Concepción,2020-07-26,0.1297399549870742
Biobío,8,Concepción,81,Concepción,2020-07-27,0.12861146554973532
Biobío,8,Concepción,81,Concepción,2020-07-28,0.12517388826866746
Biobío,8,Concepción,81,Concepción,2020-07-29,0.124171048108213
Biobío,8,Concepción,81,Concepción,2020-07-30,0.12418962766995682
Biobío,8,Concepción,81,Concepción,2020-07-31,0.12189582660654096
Biobío,8,Concepción,81,Concepción,2020-08-01,0.1230982769744432
Biobío,8,Concepción,81,Concepción,2020-08-02,0.1202074880140025
Biobío,8,Concepción,81,Concepción,2020-08-03,0.11922228694005035
Biobío,8,Concepción,81,Concepción,2020-08-04,0.12149641872292435
Biobío,8,Concepción,81,Concepción,2020-08-05,0.12062905598519187
Biobío,8,Concepción,81,Concepción,2020-08-06,0.12096139703344022
Biobío,8,Concepción,81,Concepción,2020-08-07,0.12278360220578947
Biobío,8,Concepción,81,Concepción,2020-08-08,0.11807804111178866
Biobío,8,Concepción,81,Concepción,2020-08-09,0.11911903564871812
Biobío,8,Concepción,81,Concepción,2020-08-10,0.118990833134466
Biobío,8,Concepción,81,Concepción,2020-08-11,0.11758966951592167
Biobío,8,Concepción,81,Concepción,2020-08-12,0.11942884079909925
Biobío,8,Concepción,81,Concepción,2020-08-13,0.11764048234736632
Biobío,8,Concepción,81,Concepción,2020-08-14,0.12030961916635904
Biobío,8,Concepción,81,Concepción,2020-08-15,0.12504447488403225
Biobío,8,Concepción,81,Concepción,2020-08-16,0.1275225757665097
Biobío,8,Concepción,81,Concepción,2020-08-17,0.12841399513618992
Biobío,8,Concepción,81,Concepción,2020-08-18,0.13056263758009698
Biobío,8,Concepción,81,Concepción,2020-08-19,0.12680410926202113
Biobío,8,Concepción,81,Concepción,2020-08-20,0.13002974896000272
Biobío,8,Concepción,81,Concepción,2020-08-21,0.13384627557064696
Biobío,8,Concepción,81,Concepción,2020-08-22,0.1324982134100029
Biobío,8,Concepción,81,Concepción,2020-08-23,0.13357517700842367
Biobío,8,Concepción,81,Concepción,2020-08-24,0.1368570977431746
Biobío,8,Concepción,81,Concepción,2020-08-25,0.13643304095452072
Atacama,3,Copiapó,31,Copiapó,2020-03-13,
Atacama,3,Copiapó,31,Copiapó,2020-03-14,
Atacama,3,Copiapó,31,Copiapó,2020-03-15,
Atacama,3,Copiapó,31,Copiapó,2020-03-16,
Atacama,3,Copiapó,31,Copiapó,2020-03-17,
Atacama,3,Copiapó,31,Copiapó,2020-03-18,
Atacama,3,Copiapó,31,Copiapó,2020-03-19,0.2
Atacama,3,Copiapó,31,Copiapó,2020-03-20,0.057142857142857134
Atacama,3,Copiapó,31,Copiapó,2020-03-21,0.021428571428571432
Atacama,3,Copiapó,31,Copiapó,2020-03-22,0.021428571428571432
Atacama,3,Copiapó,31,Copiapó,2020-03-23,0.021428571428571432
Atacama,3,Copiapó,31,Copiapó,2020-03-24,0.021428571428571432
Atacama,3,Copiapó,31,Copiapó,2020-03-25,0.009523809523809523
Atacama,3,Copiapó,31,Copiapó,2020-03-26,0.0
Atacama,3,Copiapó,31,Copiapó,2020-03-27,
Atacama,3,Copiapó,31,Copiapó,2020-03-28,
Atacama,3,Copiapó,31,Copiapó,2020-03-29,
Atacama,3,Copiapó,31,Copiapó,2020-03-30,
Atacama,3,Copiapó,31,Copiapó,2020-03-31,
Atacama,3,Copiapó,31,Copiapó,2020-04-01,
Atacama,3,Copiapó,31,Copiapó,2020-04-02,
Atacama,3,Copiapó,31,Copiapó,2020-04-03,0.048879551820728284
Atacama,3,Copiapó,31,Copiapó,2020-04-04,0.048879551820728284
Atacama,3,Copiapó,31,Copiapó,2020-04-05,0.048879551820728284
Atacama,3,Copiapó,31,Copiapó,2020-04-06,0.14411764705882352
Atacama,3,Copiapó,31,Copiapó,2020-04-07,
Atacama,3,Copiapó,31,Copiapó,2020-04-08,
Atacama,3,Copiapó,31,Copiapó,2020-04-09,
Atacama,3,Copiapó,31,Copiapó,2020-04-10,
Atacama,3,Copiapó,31,Copiapó,2020-04-11,
Atacama,3,Copiapó,31,Copiapó,2020-04-12,
Atacama,3,Copiapó,31,Copiapó,2020-04-13,
Atacama,3,Copiapó,31,Copiapó,2020-04-14,
Atacama,3,Copiapó,31,Copiapó,2020-04-15,
Atacama,3,Copiapó,31,Copiapó,2020-04-16,
Atacama,3,Copiapó,31,Copiapó,2020-04-17,
Atacama,3,Copiapó,31,Copiapó,2020-04-18,
Atacama,3,Copiapó,31,Copiapó,2020-04-19,
Atacama,3,Copiapó,31,Copiapó,2020-04-20,
Atacama,3,Copiapó,31,Copiapó,2020-04-21,0.14285714285714285
Atacama,3,Copiapó,31,Copiapó,2020-04-22,0.14285714285714285
Atacama,3,Copiapó,31,Copiapó,2020-04-23,0.14285714285714285
Atacama,3,Copiapó,31,Copiapó,2020-04-24,0.1619047619047619
Atacama,3,Copiapó,31,Copiapó,2020-04-25,0.3047619047619048
Atacama,3,Copiapó,31,Copiapó,2020-04-26,0.4476190476190477
Atacama,3,Copiapó,31,Copiapó,2020-04-27,0.4476190476190477
Atacama,3,Copiapó,31,Copiapó,2020-04-28,0.3047619047619048
Atacama,3,Copiapó,31,Copiapó,2020-04-29,0.3274891774891775
Atacama,3,Copiapó,31,Copiapó,2020-04-30,0.3274891774891775
Atacama,3,Copiapó,31,Copiapó,2020-05-01,
Atacama,3,Copiapó,31,Copiapó,2020-05-02,
Atacama,3,Copiapó,31,Copiapó,2020-05-03,
Atacama,3,Copiapó,31,Copiapó,2020-05-04,
Atacama,3,Copiapó,31,Copiapó,2020-05-05,
Atacama,3,Copiapó,31,Copiapó,2020-05-06,
Atacama,3,Copiapó,31,Copiapó,2020-05-07,
Atacama,3,Copiapó,31,Copiapó,2020-05-08,0.046341873300828534
Atacama,3,Copiapó,31,Copiapó,2020-05-09,0.05474523464536634
Atacama,3,Copiapó,31,Copiapó,2020-05-10,0.04339129008246655
Atacama,3,Copiapó,31,Copiapó,2020-05-11,0.04339129008246655
Atacama,3,Copiapó,31,Copiapó,2020-05-12,0.04339129008246655
Atacama,3,Copiapó,31,Copiapó,2020-05-13,0.05023652817770465
Atacama,3,Copiapó,31,Copiapó,2020-05-14,0.04564410567483439
Atacama,3,Copiapó,31,Copiapó,2020-05-15,0.04780860783933655
Atacama,3,Copiapó,31,Copiapó,2020-05-16,0.04386953220908445
Atacama,3,Copiapó,31,Copiapó,2020-05-17,0.04612900742774334
Atacama,3,Copiapó,31,Copiapó,2020-05-18,0.052564013862749774
Atacama,3,Copiapó,31,Copiapó,2020-05-19,0.060244505414209074
Atacama,3,Copiapó,31,Copiapó,2020-05-20,0.052238225979358205
Atacama,3,Copiapó,31,Copiapó,2020-05-21,0.04584163749321748
Atacama,3,Copiapó,31,Copiapó,2020-05-22,0.033795712403814133
Atacama,3,Copiapó,31,Copiapó,2020-05-23,0.03224687858457215
Atacama,3,Copiapó,31,Copiapó,2020-05-24,0.04784454622305611
Atacama,3,Copiapó,31,Copiapó,2020-05-25,0.05140953978804968
Atacama,3,Copiapó,31,Copiapó,2020-05-26,0.052387056894599035
Atacama,3,Copiapó,31,Copiapó,2020-05-27,0.05427088734985807
Atacama,3,Copiapó,31,Copiapó,2020-05-28,0.06437189745086817
Atacama,3,Copiapó,31,Copiapó,2020-05-29,0.07387134940556309
Atacama,3,Copiapó,31,Copiapó,2020-05-30,0.07498004237973466
Atacama,3,Copiapó,31,Copiapó,2020-05-31,0.06565800848142958
Atacama,3,Copiapó,31,Copiapó,2020-06-01,0.07076789859131967
Atacama,3,Copiapó,31,Copiapó,2020-06-02,0.08201621311832273
Atacama,3,Copiapó,31,Copiapó,2020-06-03,0.09505830495505742
Atacama,3,Copiapó,31,Copiapó,2020-06-04,0.10390773217183158
Atacama,3,Copiapó,31,Copiapó,2020-06-05,0.111449210301545
Atacama,3,Copiapó,31,Copiapó,2020-06-06,0.11582842677686753
Atacama,3,Copiapó,31,Copiapó,2020-06-07,0.1311389166636286
Atacama,3,Copiapó,31,Copiapó,2020-06-08,0.13772884572191207
Atacama,3,Copiapó,31,Copiapó,2020-06-09,0.13201362944323908
Atacama,3,Copiapó,31,Copiapó,2020-06-10,0.12691998014141306
Atacama,3,Copiapó,31,Copiapó,2020-06-11,0.132145366999453
Atacama,3,Copiapó,31,Copiapó,2020-06-12,0.1318401166942027
Atacama,3,Copiapó,31,Copiapó,2020-06-13,0.1423269560580474
Atacama,3,Copiapó,31,Copiapó,2020-06-14,0.13409969409944214
Atacama,3,Copiapó,31,Copiapó,2020-06-15,0.13766712468831424
Atacama,3,Copiapó,31,Copiapó,2020-06-16,0.14329434973903582
Atacama,3,Copiapó,31,Copiapó,2020-06-17,0.1410075266906314
Atacama,3,Copiapó,31,Copiapó,2020-06-18,0.14167642301170166
Atacama,3,Copiapó,31,Copiapó,2020-06-19,0.1420826222367985
Atacama,3,Copiapó,31,Copiapó,2020-06-20,0.14376385009984455
Atacama,3,Copiapó,31,Copiapó,2020-06-21,0.1495394105776221
Atacama,3,Copiapó,31,Copiapó,2020-06-22,0.15387319042160602
Atacama,3,Copiapó,31,Copiapó,2020-06-23,0.1533331580196619
Atacama,3,Copiapó,31,Copiapó,2020-06-24,0.15331779703655898
Atacama,3,Copiapó,31,Copiapó,2020-06-25,0.15167209973868778
Atacama,3,Copiapó,31,Copiapó,2020-06-26,0.14636784645235693
Atacama,3,Copiapó,31,Copiapó,2020-06-27,0.1421898605038792
Atacama,3,Copiapó,31,Copiapó,2020-06-28,0.24420866155180646
Atacama,3,Copiapó,31,Copiapó,2020-06-29,0.271750489093634
Atacama,3,Copiapó,31,Copiapó,2020-06-30,0.27332724688992555
Atacama,3,Copiapó,31,Copiapó,2020-07-01,0.2722161357788144
Atacama,3,Copiapó,31,Copiapó,2020-07-02,0.2713547749174536
Atacama,3,Copiapó,31,Copiapó,2020-07-03,0.2769419269731748
Atacama,3,Copiapó,31,Copiapó,2020-07-04,0.3020231387281041
Atacama,3,Copiapó,31,Copiapó,2020-07-05,0.18792837801680207
Atacama,3,Copiapó,31,Copiapó,2020-07-06,0.1628139906248346
Atacama,3,Copiapó,31,Copiapó,2020-07-07,0.16013157335419415
Atacama,3,Copiapó,31,Copiapó,2020-07-08,0.15921519305637058
Atacama,3,Copiapó,31,Copiapó,2020-07-09,0.16921343805461556
Atacama,3,Copiapó,31,Copiapó,2020-07-10,0.16870977248855146
Atacama,3,Copiapó,31,Copiapó,2020-07-11,0.1332957241712773
Atacama,3,Copiapó,31,Copiapó,2020-07-12,0.13899735594150522
Atacama,3,Copiapó,31,Copiapó,2020-07-13,0.11973484363742405
Atacama,3,Copiapó,31,Copiapó,2020-07-14,0.11562728905031368
Atacama,3,Copiapó,31,Copiapó,2020-07-15,0.11528859367445694
Atacama,3,Copiapó,31,Copiapó,2020-07-16,0.13314573653159986
Atacama,3,Copiapó,31,Copiapó,2020-07-17,0.12152239560644472
Atacama,3,Copiapó,31,Copiapó,2020-07-18,0.15327691559625886
Atacama,3,Copiapó,31,Copiapó,2020-07-19,0.16751644106695932
Atacama,3,Copiapó,31,Copiapó,2020-07-20,0.18156843101571551
Atacama,3,Copiapó,31,Copiapó,2020-07-21,0.18960826139140866
Atacama,3,Copiapó,31,Copiapó,2020-07-22,0.21567664677993045
Atacama,3,Copiapó,31,Copiapó,2020-07-23,0.19224358011919807
Atacama,3,Copiapó,31,Copiapó,2020-07-24,0.2022850650676078
Atacama,3,Copiapó,31,Copiapó,2020-07-25,0.18364684054703034
Atacama,3,Copiapó,31,Copiapó,2020-07-26,0.2050255007067464
Atacama,3,Copiapó,31,Copiapó,2020-07-27,0.20477898188261026
Atacama,3,Copiapó,31,Copiapó,2020-07-28,0.2071379741980986
Atacama,3,Copiapó,31,Copiapó,2020-07-29,0.20311907475135166
Atacama,3,Copiapó,31,Copiapó,2020-07-30,0.21226853696454515
Atacama,3,Copiapó,31,Copiapó,2020-07-31,0.2209270221227551
Atacama,3,Copiapó,31,Copiapó,2020-08-01,0.2213733545018606
Atacama,3,Copiapó,31,Copiapó,2020-08-02,0.19973263863001964
Atacama,3,Copiapó,31,Copiapó,2020-08-03,0.21214811956342888
Atacama,3,Copiapó,31,Copiapó,2020-08-04,0.2261078566987875
Atacama,3,Copiapó,31,Copiapó,2020-08-05,0.2293174617390561
Atacama,3,Copiapó,31,Copiapó,2020-08-06,0.2355848867418441
Atacama,3,Copiapó,31,Copiapó,2020-08-07,0.24217122163341415
Atacama,3,Copiapó,31,Copiapó,2020-08-08,0.26039585414376104
Atacama,3,Copiapó,31,Copiapó,2020-08-09,0.25664583014616715
Atacama,3,Copiapó,31,Copiapó,2020-08-10,0.239323686889904
Atacama,3,Copiapó,31,Copiapó,2020-08-11,0.2257092018750505
Atacama,3,Copiapó,31,Copiapó,2020-08-12,0.2188251528327637
Atacama,3,Copiapó,31,Copiapó,2020-08-13,0.19952774637017864
Atacama,3,Copiapó,31,Copiapó,2020-08-14,0.1853481602355586
Atacama,3,Copiapó,31,Copiapó,2020-08-15,0.16324212773991573
Atacama,3,Copiapó,31,Copiapó,2020-08-16,0.14925314513212434
Atacama,3,Copiapó,31,Copiapó,2020-08-17,0.14965389298728032
Atacama,3,Copiapó,31,Copiapó,2020-08-18,0.1429034234268578
Atacama,3,Copiapó,31,Copiapó,2020-08-19,0.1326210639983883
Atacama,3,Copiapó,31,Copiapó,2020-08-20,0.13448222221865966
Atacama,3,Copiapó,31,Copiapó,2020-08-21,0.1270530843240526
Atacama,3,Copiapó,31,Copiapó,2020-08-22,0.13363267897182907
Atacama,3,Copiapó,31,Copiapó,2020-08-23,0.14420004317241125
Atacama,3,Copiapó,31,Copiapó,2020-08-24,0.1386180455521971
Atacama,3,Copiapó,31,Copiapó,2020-08-25,0.1388743731222944
Metropolitana,13,Cordillera,132,Cordillera,2020-03-03,
Metropolitana,13,Cordillera,132,Cordillera,2020-03-04,
Metropolitana,13,Cordillera,132,Cordillera,2020-03-05,
Metropolitana,13,Cordillera,132,Cordillera,2020-03-06,
Metropolitana,13,Cordillera,132,Cordillera,2020-03-07,
Metropolitana,13,Cordillera,132,Cordillera,2020-03-08,
Metropolitana,13,Cordillera,132,Cordillera,2020-03-09,
Metropolitana,13,Cordillera,132,Cordillera,2020-03-10,
Metropolitana,13,Cordillera,132,Cordillera,2020-03-11,
Metropolitana,13,Cordillera,132,Cordillera,2020-03-12,
Metropolitana,13,Cordillera,132,Cordillera,2020-03-13,
Metropolitana,13,Cordillera,132,Cordillera,2020-03-14,
Metropolitana,13,Cordillera,132,Cordillera,2020-03-15,0.08388278388278388
Metropolitana,13,Cordillera,132,Cordillera,2020-03-16,0.09735987283157096
Metropolitana,13,Cordillera,132,Cordillera,2020-03-17,0.09735987283157096
Metropolitana,13,Cordillera,132,Cordillera,2020-03-18,0.1018950202238612
Metropolitana,13,Cordillera,132,Cordillera,2020-03-19,0.10877970180733797
Metropolitana,13,Cordillera,132,Cordillera,2020-03-20,0.10156612330663074
Metropolitana,13,Cordillera,132,Cordillera,2020-03-21,0.07775659949710692
Metropolitana,13,Cordillera,132,Cordillera,2020-03-22,0.06106958281009025
Metropolitana,13,Cordillera,132,Cordillera,2020-03-23,0.060092493861303185
Metropolitana,13,Cordillera,132,Cordillera,2020-03-24,0.07422122227574589
Metropolitana,13,Cordillera,132,Cordillera,2020-03-25,0.09412216510901956
Metropolitana,13,Cordillera,132,Cordillera,2020-03-26,0.12675116133709294
Metropolitana,13,Cordillera,132,Cordillera,2020-03-27,0.14272050020646376
Metropolitana,13,Cordillera,132,Cordillera,2020-03-28,0.15224430973027325
Metropolitana,13,Cordillera,132,Cordillera,2020-03-29,0.1760089945119072
Metropolitana,13,Cordillera,132,Cordillera,2020-03-30,0.1885716511535112
Metropolitana,13,Cordillera,132,Cordillera,2020-03-31,0.1887286370247828
Metropolitana,13,Cordillera,132,Cordillera,2020-04-01,0.1801655626722348
Metropolitana,13,Cordillera,132,Cordillera,2020-04-02,0.15708677740177185
Metropolitana,13,Cordillera,132,Cordillera,2020-04-03,0.13900562020771146
Metropolitana,13,Cordillera,132,Cordillera,2020-04-04,0.12608045013968422
Metropolitana,13,Cordillera,132,Cordillera,2020-04-05,0.12516328820557313
Metropolitana,13,Cordillera,132,Cordillera,2020-04-06,0.1258517045253425
Metropolitana,13,Cordillera,132,Cordillera,2020-04-07,0.1440335227071607
Metropolitana,13,Cordillera,132,Cordillera,2020-04-08,0.15613253480617278
Metropolitana,13,Cordillera,132,Cordillera,2020-04-09,0.1713371437032447
Metropolitana,13,Cordillera,132,Cordillera,2020-04-10,0.2075390538458328
Metropolitana,13,Cordillera,132,Cordillera,2020-04-11,0.2439822025338795
Metropolitana,13,Cordillera,132,Cordillera,2020-04-12,0.2583147168663938
Metropolitana,13,Cordillera,132,Cordillera,2020-04-13,0.2716356829770595
Metropolitana,13,Cordillera,132,Cordillera,2020-04-14,0.2766554858692028
Metropolitana,13,Cordillera,132,Cordillera,2020-04-15,0.2837404254694798
Metropolitana,13,Cordillera,132,Cordillera,2020-04-16,0.2878152097456064
Metropolitana,13,Cordillera,132,Cordillera,2020-04-17,0.2913457195728684
Metropolitana,13,Cordillera,132,Cordillera,2020-04-18,0.27208839258192163
Metropolitana,13,Cordillera,132,Cordillera,2020-04-19,0.27406179455532365
Metropolitana,13,Cordillera,132,Cordillera,2020-04-20,0.2707773764865113
Metropolitana,13,Cordillera,132,Cordillera,2020-04-21,0.2702574596732014
Metropolitana,13,Cordillera,132,Cordillera,2020-04-22,0.2669465238469282
Metropolitana,13,Cordillera,132,Cordillera,2020-04-23,0.2650085393508041
Metropolitana,13,Cordillera,132,Cordillera,2020-04-24,0.2407239651859427
Metropolitana,13,Cordillera,132,Cordillera,2020-04-25,0.2344583010255417
Metropolitana,13,Cordillera,132,Cordillera,2020-04-26,0.24307508107089315
Metropolitana,13,Cordillera,132,Cordillera,2020-04-27,0.2430017457819521
Metropolitana,13,Cordillera,132,Cordillera,2020-04-28,0.2426340911080773
Metropolitana,13,Cordillera,132,Cordillera,2020-04-29,0.25299332251994033
Metropolitana,13,Cordillera,132,Cordillera,2020-04-30,0.2609220904262026
Metropolitana,13,Cordillera,132,Cordillera,2020-05-01,0.2799640168201912
Metropolitana,13,Cordillera,132,Cordillera,2020-05-02,0.2903773296993664
Metropolitana,13,Cordillera,132,Cordillera,2020-05-03,0.2900093136404839
Metropolitana,13,Cordillera,132,Cordillera,2020-05-04,0.2947158474167851
Metropolitana,13,Cordillera,132,Cordillera,2020-05-05,0.2970026983621408
Metropolitana,13,Cordillera,132,Cordillera,2020-05-06,0.2947687028602447
Metropolitana,13,Cordillera,132,Cordillera,2020-05-07,0.2983975567787221
Metropolitana,13,Cordillera,132,Cordillera,2020-05-08,0.29687850160218604
Metropolitana,13,Cordillera,132,Cordillera,2020-05-09,0.3002119931296869
Metropolitana,13,Cordillera,132,Cordillera,2020-05-10,0.3074556932161237
Metropolitana,13,Cordillera,132,Cordillera,2020-05-11,0.3200026257118275
Metropolitana,13,Cordillera,132,Cordillera,2020-05-12,0.33473672320834513
Metropolitana,13,Cordillera,132,Cordillera,2020-05-13,0.35429134106518856
Metropolitana,13,Cordillera,132,Cordillera,2020-05-14,0.364906113289868
Metropolitana,13,Cordillera,132,Cordillera,2020-05-15,0.3880318302748197
Metropolitana,13,Cordillera,132,Cordillera,2020-05-16,0.4082308565021699
Metropolitana,13,Cordillera,132,Cordillera,2020-05-17,0.4176817030868605
Metropolitana,13,Cordillera,132,Cordillera,2020-05-18,0.4321425225291413
Metropolitana,13,Cordillera,132,Cordillera,2020-05-19,0.4460364873184949
Metropolitana,13,Cordillera,132,Cordillera,2020-05-20,0.455036644789218
Metropolitana,13,Cordillera,132,Cordillera,2020-05-21,0.4757772177002672
Metropolitana,13,Cordillera,132,Cordillera,2020-05-22,0.4884016172280516
Metropolitana,13,Cordillera,132,Cordillera,2020-05-23,0.4933850770332381
Metropolitana,13,Cordillera,132,Cordillera,2020-05-24,0.5013943184656601
Metropolitana,13,Cordillera,132,Cordillera,2020-05-25,0.5100894480512367
Metropolitana,13,Cordillera,132,Cordillera,2020-05-26,0.5173446612513893
Metropolitana,13,Cordillera,132,Cordillera,2020-05-27,0.524641668224003
Metropolitana,13,Cordillera,132,Cordillera,2020-05-28,0.5194906927818226
Metropolitana,13,Cordillera,132,Cordillera,2020-05-29,0.5119504272496724
Metropolitana,13,Cordillera,132,Cordillera,2020-05-30,0.5114980108136494
Metropolitana,13,Cordillera,132,Cordillera,2020-05-31,0.5128992002202297
Metropolitana,13,Cordillera,132,Cordillera,2020-06-01,0.5059655683961509
Metropolitana,13,Cordillera,132,Cordillera,2020-06-02,0.5052374899389699
Metropolitana,13,Cordillera,132,Cordillera,2020-06-03,0.492990289975495
Metropolitana,13,Cordillera,132,Cordillera,2020-06-04,0.4907820143383772
Metropolitana,13,Cordillera,132,Cordillera,2020-06-05,0.4940628621885452
Metropolitana,13,Cordillera,132,Cordillera,2020-06-06,0.4978584851702147
Metropolitana,13,Cordillera,132,Cordillera,2020-06-07,0.49506980041681997
Metropolitana,13,Cordillera,132,Cordillera,2020-06-08,0.4884937129896688
Metropolitana,13,Cordillera,132,Cordillera,2020-06-09,0.4732484101002596
Metropolitana,13,Cordillera,132,Cordillera,2020-06-10,0.470490698495597
Metropolitana,13,Cordillera,132,Cordillera,2020-06-11,0.4606844909200749
Metropolitana,13,Cordillera,132,Cordillera,2020-06-12,0.4472659016427186
Metropolitana,13,Cordillera,132,Cordillera,2020-06-13,0.437335495840873
Metropolitana,13,Cordillera,132,Cordillera,2020-06-14,0.4256455613424595
