date,Chuva,Pres,RS,Temp,UR,Dir_Vento,Vel_Vento,SO2,NO2,HCNM,HCT,CH4,CO,NO,NOx,O3,PM10,PM2_5
2020-03-07,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2020-03-08,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2020-03-09,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2020-03-10,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2020-03-11,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2020-03-12,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2020-03-13,0.0,1015.2218181818182,204.69727272727275,29.968000000000007,68.90900000000002,88.60545454545455,0.8936363636363637,nan,nan,nan,nan,nan,nan,nan,nan,nan,19.3,nan
2020-03-14,0.0,1015.7408333333333,211.69458333333333,28.594615384615388,78.48846153846154,100.66000000000001,1.0333333333333334,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.666666666666666,nan
2020-03-15,0.0,1013.2487500000001,210.72208333333333,29.952499999999997,69.66291666666667,163.20166666666668,0.6883333333333334,nan,nan,nan,nan,nan,0.1658333333333333,nan,nan,28.305416666666662,8.208333333333334,nan
2020-03-16,0.0,1011.5058333333332,180.875,31.37041666666667,62.32583333333332,186.23541666666665,0.7037500000000002,nan,nan,nan,nan,nan,0.49791666666666673,nan,nan,32.002500000000005,19.625,nan
2020-03-17,0.16666666666666666,1013.1954166666665,90.22166666666665,28.881249999999994,72.56333333333333,159.66625,0.7570833333333334,nan,nan,nan,nan,nan,0.23590909090909093,nan,nan,27.1615,22.40909090909091,nan
2020-03-18,0.0,1013.1829166666668,210.33041666666668,28.1525,79.64958333333333,138.20125,0.88125,nan,nan,nan,nan,nan,0.2020833333333334,nan,nan,46.6875,16.291666666666668,nan
2020-03-19,0.0,1008.165,163.8733333333333,29.96624999999999,70.82583333333334,156.79166666666666,0.8300000000000001,nan,nan,nan,nan,nan,0.25250000000000006,nan,nan,61.353749999999984,17.166666666666668,nan
2020-03-20,0.5833333333333334,1006.1945833333333,95.29458333333334,29.940416666666664,71.22708333333334,161.88125,0.6662499999999999,nan,nan,nan,nan,nan,0.43583333333333335,nan,nan,37.96583333333333,21.75,nan
2020-03-21,0.5416666666666665,1011.1354166666666,45.01208333333332,24.90041666666667,95.24791666666665,205.43708333333333,0.5558333333333333,nan,nan,nan,nan,nan,0.4083333333333334,nan,nan,38.70416666666667,7.285714285714286,nan
2020-03-22,0.09999999999999999,1016.0070833333335,113.30583333333334,25.79363636363636,81.66000000000001,177.5275,0.6725000000000002,nan,nan,nan,nan,nan,nan,nan,nan,48.21166666666667,8.571428571428571,nan
2020-03-23,0.17500000000000002,1018.6791666666664,207.70083333333332,nan,nan,167.5275,0.6449999999999999,nan,nan,nan,nan,nan,0.0025,nan,nan,36.87083333333333,10.375,nan
2020-03-24,0.0,1017.9883333333333,125.56958333333334,25.076666666666668,69.32888888888891,155.0625,0.7145833333333335,nan,nan,nan,nan,nan,0.11347826086956524,nan,nan,28.809583333333332,10.083333333333334,nan
2020-03-25,0.0,1016.3000000000001,204.47958333333335,25.722083333333334,71.075,166.47916666666666,0.6766666666666667,nan,nan,nan,nan,nan,0.08166666666666668,nan,nan,38.37666666666667,8.833333333333334,nan
2020-03-26,0.0,1015.8175,201.85458333333335,25.883750000000003,73.36916666666666,152.01416666666668,0.9104166666666669,nan,nan,nan,nan,nan,0.12374999999999999,nan,nan,43.13374999999999,14.714285714285714,nan
2020-03-27,0.0,1015.5054166666664,194.42375,26.83875,72.41416666666666,138.30541666666667,0.7875,nan,nan,nan,nan,nan,0.15500000000000003,nan,nan,38.28875,8.666666666666666,nan
2020-03-28,0.0,1016.3904166666667,191.9025,27.325000000000006,71.10291666666664,152.84083333333334,0.7525,nan,nan,nan,nan,nan,0.12208333333333332,nan,nan,46.25791666666666,10.833333333333334,nan
2020-03-29,0.075,1016.4383333333334,181.57625,27.357916666666664,77.21291666666667,122.46500000000002,0.8341666666666666,nan,nan,nan,nan,nan,0.1491666666666667,nan,nan,43.26333333333334,12.625,nan
2020-03-30,0.075,1015.0775,98.13124999999998,26.808749999999993,85.67791666666665,133.21625,0.6887500000000001,nan,nan,nan,nan,nan,0.22625000000000003,nan,nan,42.945,17.416666666666668,nan
2020-03-31,0.0,1013.6383333333333,134.96541666666664,27.20125,82.22625000000001,106.79124999999999,0.8833333333333333,nan,nan,nan,nan,nan,0.20956521739130435,nan,nan,43.029583333333335,10.909090909090908,nan
