Region,Antofagasta,Antofagasta,Antofagasta,Antofagasta,Antofagasta,Antofagasta,Antofagasta,Antofagasta,Antofagasta,Arica y Parinacota,Arica y Parinacota,Arica y Parinacota,Arica y Parinacota,Atacama,Atacama,Atacama,Atacama,Atacama,Atacama,Atacama,Atacama,Atacama,Aysén del General Carlos Ibáñez del Campo,Aysén del General Carlos Ibáñez del Campo,Aysén del General Carlos Ibáñez del Campo,Aysén del General Carlos Ibáñez del Campo,Aysén del General Carlos Ibáñez del Campo,Aysén del General Carlos Ibáñez del Campo,Aysén del General Carlos Ibáñez del Campo,Aysén del General Carlos Ibáñez del Campo,Aysén del General Carlos Ibáñez del Campo,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Magallanes y de la Antártica Chilena,Magallanes y de la Antártica Chilena,Magallanes y de la Antártica Chilena,Magallanes y de la Antártica Chilena,Magallanes y de la Antártica Chilena,Magallanes y de la Antártica Chilena,Magallanes y de la Antártica Chilena,Magallanes y de la Antártica Chilena,Magallanes y de la Antártica Chilena,Magallanes y de la Antártica Chilena,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Tarapacá,Tarapacá,Tarapacá,Tarapacá,Tarapacá,Tarapacá,Tarapacá,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble
Codigo region,2,2,2,2,2,2,2,2,2,15,15,15,15,3,3,3,3,3,3,3,3,3,11,11,11,11,11,11,11,11,11,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,14,14,14,14,14,14,14,14,14,14,14,14,12,12,12,12,12,12,12,12,12,12,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
Comuna,Antofagasta,Calama,María Elena,Mejillones,Ollagüe,San Pedro de Atacama,Sierra Gorda,Taltal,Tocopilla,Arica,Camarones,General Lagos,Putre,Alto del Carmen,Caldera,Chañaral,Copiapó,Diego de Almagro,Freirina,Huasco,Tierra Amarilla,Vallenar,Aysen,Chile Chico,Cisnes,Cochrane,Coihaique,Guaitecas,Lago Verde,Río Ibáñez,Tortel,Alto Biobío,Antuco,Arauco,Cabrero,Cañete,Chiguayante,Concepción,Contulmo,Coronel,Curanilahue,Florida,Hualpén,Hualqui,Laja,Lebu,Los Alamos,Los Angeles,Lota,Mulchén,Nacimiento,Negrete,Penco,Quilaco,Quilleco,San Pedro de la Paz,San Rosendo,Santa Bárbara,Santa Juana,Talcahuano,Tirúa,Tomé,Tucapel,Yumbel,Andacollo,Canela,Combarbalá,Coquimbo,Illapel,La Higuera,La Serena,Los Vilos,Monte Patria,Ovalle,Paiguano,Punitaqui,Río Hurtado,Salamanca,Vicuña,Angol,Carahue,Cholchol,Collipulli,Cunco,Curacautín,Curarrehue,Ercilla,Freire,Galvarino,Gorbea,Lautaro,Loncoche,Lonquimay,Los Sauces,Lumaco,Melipeuco,Nueva Imperial,Padre Las Casas,Perquenco,Pitrufquén,Pucón,Purén,Renaico,Saavedra,Temuco,Teodoro Schmidt,Toltén,Traiguén,Victoria,Vilcún,Villarrica,Chimbarongo,Chépica,Codegua,Coinco,Coltauco,Doñihue,Graneros,La Estrella,Las Cabras,Litueche,Lolol,Machalí,Malloa,Marchihue,Mostazal,Nancagua,Navidad,Olivar,Palmilla,Paredones,Peralillo,Peumo,Pichidegua,Pichilemu,Placilla,Pumanque,Quinta de Tilcoco,Rancagua,Rengo,Requínoa,San Fernando,San Vicente,Santa Cruz,Ancud,Calbuco,Castro,Chaitén,Chonchi,Cochamó,Curaco de Vélez,Dalcahue,Fresia,Frutillar,Futaleufú,Hualaihué,Llanquihue,Los Muermos,Maullín,Osorno,Palena,Puerto Montt,Puerto Octay,Puerto Varas,Puqueldón,Purranque,Puyehue,Queilén,Quellón,Quemchi,Quinchao,Río Negro,San Juan de la Costa,San Pablo,Corral,Futrono,La Unión,Lago Ranco,Lanco,Los Lagos,Mariquina,Máfil,Paillaco,Panguipulli,Río Bueno,Valdivia,Cabo de Hornos,Laguna Blanca,Natales,Porvenir,Primavera,Punta Arenas,Río Verde,San Gregorio,Timaukel,Torres del Paine,Cauquenes,Chanco,Colbún,Constitución,Curepto,Curicó,Empedrado,Hualañé,Licantén,Linares,Longaví,Maule,Molina,Parral,Pelarco,Pelluhue,Pencahue,Rauco,Retiro,Romeral,Río Claro,Sagrada Familia,San Clemente,San Javier,San Rafael,Talca,Teno,Vichuquén,Villa Alegre,Yerbas Buenas,Alhué,Buin,Calera de Tango,Cerrillos,Cerro Navia,Colina,Conchalí,Curacaví,El Bosque,El Monte,Estación Central,Huechuraba,Independencia,Isla de Maipo,La Cisterna,La Florida,La Granja,La Pintana,La Reina,Lampa,Las Condes,Lo Barnechea,Lo Espejo,Lo Prado,Macul,Maipú,María Pinto,Melipilla,Padre Hurtado,Paine,Pedro Aguirre Cerda,Peñaflor,Peñalolén,Pirque,Providencia,Pudahuel,Puente Alto,Quilicura,Quinta Normal,Recoleta,Renca,San Bernardo,San Joaquín,San José de Maipo,San Miguel,San Pedro,San Ramón,Santiago,Talagante,Tiltil,Vitacura,Ñuñoa,Alto Hospicio,Camiña,Colchane,Huara,Iquique,Pica,Pozo Almonte,Algarrobo,Cabildo,Calera,Calle Larga,Cartagena,Casablanca,Catemu,Concón,El Quisco,El Tabo,Hijuelas,Isla de Pascua,Juan Fernández,La Cruz,La Ligua,Limache,Llaillay,Los Andes,Nogales,Olmué,Panquehue,Papudo,Petorca,Puchuncaví,Putaendo,Quillota,Quilpué,Quintero,Rinconada,San Antonio,San Esteban,San Felipe,Santa María,Santo Domingo,Valparaíso,Villa Alemana,Viña del Mar,Zapallar,Bulnes,Chillán,Chillán Viejo,Cobquecura,Coelemu,Coihueco,El Carmen,Ninhue,Pemuco,Pinto,Portezuelo,Quillón,Quirihue,Ranquil,San Carlos,San Fabián,San Ignacio,San Nicolás,Treguaco,Yungay,Ñiquén
Codigo comuna,2101,2201,2302,2102,2202,2203,2103,2104,2301,15101,15102,15202,15201,3302,3102,3201,3101,3202,3303,3304,3103,3301,11201,11401,11202,11301,11101,11203,11102,11402,11303,8314,8302,8202,8303,8203,8103,8101,8204,8102,8205,8104,8112,8105,8304,8201,8206,8301,8106,8305,8306,8307,8107,8308,8309,8108,8310,8311,8109,8110,8207,8111,8312,8313,4103,4202,4302,4102,4201,4104,4101,4203,4303,4301,4105,4304,4305,4204,4106,9201,9102,9121,9202,9103,9203,9104,9204,9105,9106,9107,9108,9109,9205,9206,9207,9110,9111,9112,9113,9114,9115,9208,9209,9116,9101,9117,9118,9210,9211,9119,9120,6303,6302,6102,6103,6104,6105,6106,6202,6107,6203,6304,6108,6109,6204,6110,6305,6205,6111,6306,6206,6307,6112,6113,6201,6308,6309,6114,6101,6115,6116,6301,6117,6310,10202,10102,10201,10401,10203,10103,10204,10205,10104,10105,10402,10403,10107,10106,10108,10301,10404,10101,10302,10109,10206,10303,10304,10207,10208,10209,10210,10305,10306,10307,14102,14202,14201,14203,14103,14104,14106,14105,14107,14108,14204,14101,12201,12102,12401,12301,12302,12101,12103,12104,12303,12402,7201,7202,7402,7102,7103,7301,7104,7302,7303,7401,7403,7105,7304,7404,7106,7203,7107,7305,7405,7306,7108,7307,7109,7406,7110,7101,7308,7309,7407,7408,13502,13402,13403,13102,13103,13301,13104,13503,13105,13602,13106,13107,13108,13603,13109,13110,13111,13112,13113,13302,13114,13115,13116,13117,13118,13119,13504,13501,13604,13404,13121,13605,13122,13202,13123,13124,13201,13125,13126,13127,13128,13401,13129,13203,13130,13505,13131,13101,13601,13303,13132,13120,1107,1402,1403,1404,1101,1405,1401,5602,5402,5502,5302,5603,5102,5702,5103,5604,5605,5503,5201,5104,5504,5401,5802,5703,5301,5506,5803,5704,5403,5404,5105,5705,5501,5801,5107,5303,5601,5304,5701,5706,5606,5101,5804,5109,5405,16102,16101,16103,16202,16203,16302,16104,16204,16105,16106,16205,16107,16201,16206,16301,16304,16108,16305,16207,16109,16303
Superficie_km2,30683.5,15533.2,12330.1,3576.07,2925.54,23602.2,12883.0,20412.1,4120.83,4799.66,3922.22,2257.22,5885.18,6155.88,3680.47,5758.87,17782.9,18969.2,3222.55,1602.25,11251.1,7226.86,29879.3,5739.01,15418.3,8629.21,7280.46,631.38,5440.42,6019.41,19977.3,2124.77,1957.43,959.62,657.03,1088.57,71.4,220.2,638.95,281.27,1002.76,605.89,53.77,535.85,345.18,564.34,600.38,1749.02,114.69,1922.24,904.52,155.33,108.38,1124.64,1118.68,112.86,94.45,1251.76,777.43,92.55,626.54,494.32,914.28,727.1,514.2,2196.81,2296.04,1431.77,2629.06,4165.74,1901.22,1859.5,4211.35,3546.21,1513.94,1092.42,2204.5,3445.76,7579.04,1197.32,1336.81,427.14,1306.73,1890.34,1658.66,1167.15,498.91,870.08,567.86,690.43,906.29,971.27,3928.81,848.07,1109.98,1107.69,730.73,463.83,331.03,583.25,1248.06,463.96,265.49,398.35,466.89,656.17,851.8,897.07,1262.59,1416.48,1292.66,509.03,477.33,284.17,97.34,222.02,80.47,112.45,431.44,751.28,613.64,596.92,2593.18,220.65,657.65,525.72,151.21,301.4,44.22,235.79,572.51,283.03,155.15,319.47,715.89,144.4,441.31,86.75,260.94,585.04,677.18,2321.18,484.76,393.53,1754.07,587.38,471.38,8256.01,1361.08,3981.1,79.85,1229.21,1275.62,828.25,1236.22,2834.53,433.02,1229.62,822.95,954.57,2656.01,1670.35,1793.82,4028.8,96.58,1451.58,1635.28,330.88,3360.3,438.3,158.73,1281.02,1506.02,629.94,729.42,2090.51,2131.24,1763.14,533.04,1788.82,1319.22,579.15,901.57,3297.47,2172.28,1018.32,15720.3,3567.32,48938.2,7457.05,3946.46,17771.4,9147.57,6706.74,11011.8,6215.16,2126.16,528.01,2926.88,1339.62,1070.81,1334.33,565.5,629.36,273.01,1466.62,1453.37,243.05,1516.82,1638.81,330.93,369.56,956.23,306.73,827.42,1602.87,434.71,554.88,4500.58,1312.57,261.97,232.05,618.52,452.0,188.67,259.03,844.43,217.03,73.22,16.82,11.05,970.86,10.94,694.1,14.25,115.97,14.37,44.98,7.35,189.62,10.01,71.04,10.05,30.47,23.39,449.52,99.06,1023.61,8.25,6.54,12.81,136.8,394.3,1352.65,80.64,677.52,8.73,69.42,53.89,444.71,14.44,198.57,88.39,57.32,11.8,15.61,23.68,153.85,9.94,4982.37,9.63,793.11,6.31,23.18,125.23,654.65,28.59,16.89,571.19,2199.83,4007.84,10472.5,2289.53,8982.12,13765.8,176.3,1455.15,59.97,321.23,243.86,954.63,361.85,76.93,51.64,99.58,268.15,163.83,110.55,77.86,1163.02,294.88,348.83,1233.75,405.49,231.32,121.26,167.12,1515.74,299.68,1451.23,301.24,536.48,146.06,122.82,400.04,1374.51,186.82,165.71,536.92,310.87,96.37,120.56,288.27,426.4,477.58,262.61,569.21,342.32,1771.65,666.04,403.19,563.26,1102.7,289.24,406.52,589.85,247.42,877.81,1541.59,363.25,565.94,313.0,824.72,492.34
Poblacion,425725.0,190336.0,6814.0,14776.0,287.0,10434.0,1746.0,13657.0,28079.0,247552.0,1233.0,810.0,2515.0,5729.0,19426.0,13164.0,171766.0,14358.0,7681.0,11264.0,14312.0,57009.0,25002.0,5121.0,5828.0,3685.0,61210.0,1599.0,920.0,2699.0,572.0,6775.0,4306.0,38679.0,30725.0,37003.0,91180.0,238092.0,6330.0,125829.0,33892.0,11841.0,97273.0,26201.0,23873.0,27100.0,22524.0,218515.0,45750.0,31041.0,27944.0,10429.0,49865.0,4179.0,10032.0,145906.0,3611.0,14592.0,14779.0,158345.0,11019.0,58729.0,15205.0,22132.0,11791.0,9546.0,13884.0,256735.0,32801.0,4450.0,249656.0,23374.0,32527.0,121269.0,4675.0,12165.0,4372.0,29110.0,29741.0,56058.0,25486.0,12341.0,26148.0,18055.0,18178.0,7802.0,8458.0,25446.0,12633.0,15148.0,40746.0,24739.0,11049.0,7517.0,10050.0,6265.0,33777.0,82110.0,7223.0,26096.0,29782.0,12188.0,10833.0,12793.0,302931.0,15786.0,10055.0,19314.0,35467.0,30766.0,59103.0,37696.0,15925.0,14096.0,7831.0,21263.0,22700.0,36504.0,3114.0,26749.0,6765.0,7289.0,59913.0,14163.0,7632.0,27462.0,19141.0,6904.0,14624.0,13299.0,6349.0,11848.0,14952.0,20743.0,17882.0,9164.0,3531.0,13877.0,265211.0,63710.0,30371.0,78642.0,50617.0,41096.0,42458.0,36744.0,47607.0,5020.0,16013.0,4006.0,4066.0,15069.0,12656.0,20223.0,2806.0,9525.0,18621.0,17817.0,14894.0,173410.0,1827.0,269398.0,9192.0,48620.0,4201.0,21080.0,11787.0,5543.0,29309.0,8783.0,8298.0,14275.0,7639.0,10553.0,5447.0,15261.0,39538.0,10292.0,17652.0,20518.0,23250.0,7389.0,20798.0,35991.0,32925.0,176774.0,1983.0,264.0,23782.0,7323.0,694.0,141984.0,211.0,681.0,282.0,1021.0,44143.0,9331.0,22565.0,50348.0,9426.0,163626.0,4206.0,10222.0,6989.0,101073.0,32810.0,60000.0,49800.0,44544.0,9083.0,8092.0,8601.0,11248.0,21071.0,16170.0,14753.0,19469.0,46292.0,49451.0,9959.0,236724.0,30850.0,4381.0,17512.0,19200.0,7405.0,109641.0,28525.0,88956.0,142465.0,180353.0,139195.0,36430.0,172000.0,40014.0,206792.0,112528.0,142065.0,40171.0,100434.0,402433.0,122557.0,189335.0,100252.0,126898.0,330759.0,124076.0,103865.0,104403.0,134635.0,578605.0,14926.0,141612.0,74188.0,82766.0,107803.0,101058.0,266798.0,30433.0,157749.0,253139.0,645909.0,254694.0,136368.0,190075.0,160847.0,334836.0,103485.0,18644.0,133059.0,11953.0,86510.0,503147.0,81838.0,21477.0,96774.0,250192.0,129999.0,1375.0,1583.0,3000.0,223463.0,5958.0,17395.0,15174.0,20663.0,53591.0,16482.0,25357.0,29170.0,15213.0,45889.0,17742.0,14338.0,19099.0,8277.0,1033.0,25321.0,37739.0,49931.0,26533.0,68093.0,23490.0,19266.0,7633.0,6201.0,10558.0,20071.0,17645.0,97572.0,167085.0,36135.0,11263.0,96761.0,20643.0,83494.0,16367.0,11934.0,315732.0,139310.0,361371.0,7994.0,22607.0,198624.0,33827.0,5275.0,16845.0,28375.0,12334.0,5414.0,8639.0,11880.0,4940.0,18777.0,12192.0,6261.0,56252.0,4654.0,16624.0,12172.0,5696.0,18596.0,11567.0
2020-02-26,7.0355434298651955,5.776329243353782,3.604804521902968,6.902061855670103,0.4705882352941176,0.8317120622568094,5.239341899843881,0.08475336322869956,4.532450331125828,5.959450158305637,29.621951219512194,1.1454545454545455,5.382513661202187,1.7220371251784865,11.255527479469364,4.872609942638625,6.995724256460774,1.7195682131373449,3.4872241579558656,5.3674509803921575,5.834274378147414,6.757765451664026,4.229193017961043,0.9264516129032258,0.6261398176291793,1.0934579439252334,5.6832159422779585,0.3843137254901961,7.108433734939759,6.36842105263158,4.6,0.8465553235908142,9.187925998052581,5.490680460180148,6.848101265822784,6.1740765317407655,4.347681292148864,11.232884223719251,7.863543788187371,5.197738191403427,3.6412037037037033,6.7372881355932215,9.824062183169989,5.676675094816687,8.355658198614318,2.3171122994652404,3.7446457990115314,6.394203964096437,8.69295081967213,4.2021347565043365,3.552346570397112,5.89624808575804,9.523744911804613,2.885869565217391,5.194579945799458,7.081141481863504,3.9161862527716185,9.896739130434783,3.9063018242122722,9.395544726766444,3.4902981542830096,6.047481320800192,5.8743252361673415,5.380836086769143,11.226871526642695,10.371883656509695,3.781998831092928,9.416683859431949,7.043772732973786,10.759592034968431,10.220555215350073,6.7117095455638385,3.538393095471127,7.5915160016625105,6.3393412057178375,7.375024698676151,1.5881595881595882,4.13734835355286,4.61662315056571,5.562738095238094,7.753000631711941,5.9465374955148915,3.434083013347961,5.474153659031017,4.195064629847239,3.979501385041552,12.300751879699249,11.06560759232515,3.920328964276536,9.992877051718802,8.409301742509715,5.69283896764813,1.3421602787456446,6.382336182336182,3.4887005649717517,0.9276952872821176,6.630894308943089,8.00636746431139,15.356862745098038,8.981199889411114,11.824195710455765,3.597153804050356,3.927438731379144,8.834282460136674,8.674024416830171,5.72126677852349,2.6035087719298247,4.590970807875085,5.009212257943222,6.428619228195405,8.884366478082137,7.797966571670647,6.293704156479218,7.118676576360585,12.877278645833332,3.884404262189216,6.966823923299347,8.230511794955513,7.256009615384616,5.78199529727914,6.060738388249304,8.989147286821705,5.450975105598993,17.969299887682517,8.88394683026585,5.535015593989227,6.4699855930846795,4.611659614480488,12.59676195294713,5.157156910969012,3.446939674152356,10.171697657570633,5.469771478160253,10.407810320781033,5.971788602595447,9.025751072961373,11.522767593140154,8.236453201970443,7.384847231251108,7.975934738273285,14.531890542087192,6.812402161288693,6.152000631362956,7.478453930770008,7.150033772374197,8.096649342032512,6.45874195146112,3.2043519394512767,6.042744656917884,3.4342431761786605,5.777892561983472,6.584609266255717,6.951565557729943,8.883050538222951,0.20873362445414845,7.286964980544747,8.22236220472441,5.0690780527604025,7.3067975281715745,6.578596319285637,0.22432432432432434,6.710277220337779,9.11344537815126,9.973845635321874,7.815384615384616,6.685801178483177,6.0596115204286685,3.022309711286089,3.7540329889432655,4.220892774965485,6.758723828514457,9.86815476190476,5.102322661644696,6.4444083224967486,10.70281124497992,6.630597014925373,7.1730116391852565,10.612772837510104,4.860352155434123,7.3906724511930575,5.842690058479532,10.154564315352696,7.658492279745686,5.864244521337948,5.380917268839403,7.1352738236743685,0.12280701754385966,25.96276595744681,5.824920508744037,4.65098374679213,3.2919354838709682,6.690303810962068,0.8674698795180723,8.312741312741313,0.8076923076923077,7.808510638297872,3.993710691823899,8.613034623217922,5.99536045681656,6.5886946189102025,5.320539419087137,6.696758495546025,6.437876960193004,6.343225083986563,9.520325203252034,7.912247644683715,14.51787994891443,9.340921122286924,8.420287487749102,6.541229385307346,8.408842523596622,6.913929040735872,6.416352201257862,5.927272727272728,9.765368852459018,4.70278450363196,17.537953795379536,10.05710240679566,6.323007224194932,8.794951923076923,14.789709172259506,6.5973336047221665,8.926955702167765,4.583841463414634,20.540820734341253,7.608625336927225,0.17196531791907516,8.328425225516767,8.178619625988048,12.339740357953112,8.662144995916886,8.425522569309873,10.33437060403257,7.531114952463268,6.5001295504599055,8.385853583036681,16.464538192583518,11.90653130824444,9.515089672232527,7.822430977202427,12.497353497164465,10.648000914240937,10.733429891716673,6.5817184497117225,14.229110300748932,6.484332868433286,18.317062238060018,9.685377358490566,10.02810584541785,7.6921276734057065,10.121445926936357,6.871257485029941,8.071870701513067,6.376633082373783,6.9818004549886234,6.670552597760235,9.746051032806806,6.337619563255731,9.067478467478468,5.89994479712945,24.260460992907802,9.922594575919847,5.215589391953212,7.873675904449918,9.673702977357816,10.773859224009575,8.7138839502182,7.9340750832576425,12.216907490450092,6.715228966986157,10.171959067412176,4.673032407407407,8.838596105182088,18.17118212393621,7.538684613701029,11.764844012076486,17.308695330969265,12.649130232361284,5.8851438296459255,2.1437908496732025,0.1721311475409836,7.664375715922108,8.617746295869397,5.315829528158296,2.8716609760996183,14.745022753128556,4.1965209732467255,8.663114226450181,10.779945553539019,15.857327232195239,11.207746478873242,9.421653407125564,12.981773785645766,12.402014516367945,18.976486860304288,13.494143484626644,2.6902654867256643,0.0,9.208521780528443,9.48914798206278,12.19874731233056,8.659528392685274,9.25823471772066,8.696042281219272,7.56312826698834,18.916743245726884,21.19413680781759,4.372627372627372,17.023207011480064,5.651128818061088,9.57024987107965,8.450457439409341,13.6645617580197,26.683699870633887,9.603360147477792,8.936524453694071,10.5571362403229,9.662938681064404,15.281497326203208,11.177536115826902,8.952671913835957,13.21574720627841,34.936046511627914,7.864281956864808,7.8005505569291165,12.993,6.553017944535072,5.5457950289410975,4.272606863335342,6.593277310924369,9.238429752066118,7.29712858926342,4.336666666666667,7.661317100166022,3.7634606534744592,8.440149625935161,27.619848612279227,8.10598607888631,5.871794871794872,7.845410628019325,7.284829721362228,7.342426417803303,2.408275357012084,14.48132183908046
