Region,Antofagasta,Antofagasta,Antofagasta,Antofagasta,Antofagasta,Antofagasta,Antofagasta,Antofagasta,Antofagasta,Arica y Parinacota,Arica y Parinacota,Arica y Parinacota,Arica y Parinacota,Atacama,Atacama,Atacama,Atacama,Atacama,Atacama,Atacama,Atacama,Atacama,Aysén del General Carlos Ibáñez del Campo,Aysén del General Carlos Ibáñez del Campo,Aysén del General Carlos Ibáñez del Campo,Aysén del General Carlos Ibáñez del Campo,Aysén del General Carlos Ibáñez del Campo,Aysén del General Carlos Ibáñez del Campo,Aysén del General Carlos Ibáñez del Campo,Aysén del General Carlos Ibáñez del Campo,Aysén del General Carlos Ibáñez del Campo,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Magallanes y de la Antártica Chilena,Magallanes y de la Antártica Chilena,Magallanes y de la Antártica Chilena,Magallanes y de la Antártica Chilena,Magallanes y de la Antártica Chilena,Magallanes y de la Antártica Chilena,Magallanes y de la Antártica Chilena,Magallanes y de la Antártica Chilena,Magallanes y de la Antártica Chilena,Magallanes y de la Antártica Chilena,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Tarapacá,Tarapacá,Tarapacá,Tarapacá,Tarapacá,Tarapacá,Tarapacá,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble
Codigo region,2,2,2,2,2,2,2,2,2,15,15,15,15,3,3,3,3,3,3,3,3,3,11,11,11,11,11,11,11,11,11,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,14,14,14,14,14,14,14,14,14,14,14,14,12,12,12,12,12,12,12,12,12,12,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
Comuna,Antofagasta,Calama,María Elena,Mejillones,Ollagüe,San Pedro de Atacama,Sierra Gorda,Taltal,Tocopilla,Arica,Camarones,General Lagos,Putre,Alto del Carmen,Caldera,Chañaral,Copiapó,Diego de Almagro,Freirina,Huasco,Tierra Amarilla,Vallenar,Aysen,Chile Chico,Cisnes,Cochrane,Coihaique,Guaitecas,Lago Verde,Río Ibáñez,Tortel,Alto Biobío,Antuco,Arauco,Cabrero,Cañete,Chiguayante,Concepción,Contulmo,Coronel,Curanilahue,Florida,Hualpén,Hualqui,Laja,Lebu,Los Alamos,Los Angeles,Lota,Mulchén,Nacimiento,Negrete,Penco,Quilaco,Quilleco,San Pedro de la Paz,San Rosendo,Santa Bárbara,Santa Juana,Talcahuano,Tirúa,Tomé,Tucapel,Yumbel,Andacollo,Canela,Combarbalá,Coquimbo,Illapel,La Higuera,La Serena,Los Vilos,Monte Patria,Ovalle,Paiguano,Punitaqui,Río Hurtado,Salamanca,Vicuña,Angol,Carahue,Cholchol,Collipulli,Cunco,Curacautín,Curarrehue,Ercilla,Freire,Galvarino,Gorbea,Lautaro,Loncoche,Lonquimay,Los Sauces,Lumaco,Melipeuco,Nueva Imperial,Padre Las Casas,Perquenco,Pitrufquén,Pucón,Purén,Renaico,Saavedra,Temuco,Teodoro Schmidt,Toltén,Traiguén,Victoria,Vilcún,Villarrica,Chimbarongo,Chépica,Codegua,Coinco,Coltauco,Doñihue,Graneros,La Estrella,Las Cabras,Litueche,Lolol,Machalí,Malloa,Marchihue,Mostazal,Nancagua,Navidad,Olivar,Palmilla,Paredones,Peralillo,Peumo,Pichidegua,Pichilemu,Placilla,Pumanque,Quinta de Tilcoco,Rancagua,Rengo,Requínoa,San Fernando,San Vicente,Santa Cruz,Ancud,Calbuco,Castro,Chaitén,Chonchi,Cochamó,Curaco de Vélez,Dalcahue,Fresia,Frutillar,Futaleufú,Hualaihué,Llanquihue,Los Muermos,Maullín,Osorno,Palena,Puerto Montt,Puerto Octay,Puerto Varas,Puqueldón,Purranque,Puyehue,Queilén,Quellón,Quemchi,Quinchao,Río Negro,San Juan de la Costa,San Pablo,Corral,Futrono,La Unión,Lago Ranco,Lanco,Los Lagos,Mariquina,Máfil,Paillaco,Panguipulli,Río Bueno,Valdivia,Cabo de Hornos,Laguna Blanca,Natales,Porvenir,Primavera,Punta Arenas,Río Verde,San Gregorio,Timaukel,Torres del Paine,Cauquenes,Chanco,Colbún,Constitución,Curepto,Curicó,Empedrado,Hualañé,Licantén,Linares,Longaví,Maule,Molina,Parral,Pelarco,Pelluhue,Pencahue,Rauco,Retiro,Romeral,Río Claro,Sagrada Familia,San Clemente,San Javier,San Rafael,Talca,Teno,Vichuquén,Villa Alegre,Yerbas Buenas,Alhué,Buin,Calera de Tango,Cerrillos,Cerro Navia,Colina,Conchalí,Curacaví,El Bosque,El Monte,Estación Central,Huechuraba,Independencia,Isla de Maipo,La Cisterna,La Florida,La Granja,La Pintana,La Reina,Lampa,Las Condes,Lo Barnechea,Lo Espejo,Lo Prado,Macul,Maipú,María Pinto,Melipilla,Padre Hurtado,Paine,Pedro Aguirre Cerda,Peñaflor,Peñalolén,Pirque,Providencia,Pudahuel,Puente Alto,Quilicura,Quinta Normal,Recoleta,Renca,San Bernardo,San Joaquín,San José de Maipo,San Miguel,San Pedro,San Ramón,Santiago,Talagante,Tiltil,Vitacura,Ñuñoa,Alto Hospicio,Camiña,Colchane,Huara,Iquique,Pica,Pozo Almonte,Algarrobo,Cabildo,Calera,Calle Larga,Cartagena,Casablanca,Catemu,Concón,El Quisco,El Tabo,Hijuelas,Isla de Pascua,Juan Fernández,La Cruz,La Ligua,Limache,Llaillay,Los Andes,Nogales,Olmué,Panquehue,Papudo,Petorca,Puchuncaví,Putaendo,Quillota,Quilpué,Quintero,Rinconada,San Antonio,San Esteban,San Felipe,Santa María,Santo Domingo,Valparaíso,Villa Alemana,Viña del Mar,Zapallar,Bulnes,Chillán,Chillán Viejo,Cobquecura,Coelemu,Coihueco,El Carmen,Ninhue,Pemuco,Pinto,Portezuelo,Quillón,Quirihue,Ranquil,San Carlos,San Fabián,San Ignacio,San Nicolás,Treguaco,Yungay,Ñiquén
Codigo comuna,2101,2201,2302,2102,2202,2203,2103,2104,2301,15101,15102,15202,15201,3302,3102,3201,3101,3202,3303,3304,3103,3301,11201,11401,11202,11301,11101,11203,11102,11402,11303,8314,8302,8202,8303,8203,8103,8101,8204,8102,8205,8104,8112,8105,8304,8201,8206,8301,8106,8305,8306,8307,8107,8308,8309,8108,8310,8311,8109,8110,8207,8111,8312,8313,4103,4202,4302,4102,4201,4104,4101,4203,4303,4301,4105,4304,4305,4204,4106,9201,9102,9121,9202,9103,9203,9104,9204,9105,9106,9107,9108,9109,9205,9206,9207,9110,9111,9112,9113,9114,9115,9208,9209,9116,9101,9117,9118,9210,9211,9119,9120,6303,6302,6102,6103,6104,6105,6106,6202,6107,6203,6304,6108,6109,6204,6110,6305,6205,6111,6306,6206,6307,6112,6113,6201,6308,6309,6114,6101,6115,6116,6301,6117,6310,10202,10102,10201,10401,10203,10103,10204,10205,10104,10105,10402,10403,10107,10106,10108,10301,10404,10101,10302,10109,10206,10303,10304,10207,10208,10209,10210,10305,10306,10307,14102,14202,14201,14203,14103,14104,14106,14105,14107,14108,14204,14101,12201,12102,12401,12301,12302,12101,12103,12104,12303,12402,7201,7202,7402,7102,7103,7301,7104,7302,7303,7401,7403,7105,7304,7404,7106,7203,7107,7305,7405,7306,7108,7307,7109,7406,7110,7101,7308,7309,7407,7408,13502,13402,13403,13102,13103,13301,13104,13503,13105,13602,13106,13107,13108,13603,13109,13110,13111,13112,13113,13302,13114,13115,13116,13117,13118,13119,13504,13501,13604,13404,13121,13605,13122,13202,13123,13124,13201,13125,13126,13127,13128,13401,13129,13203,13130,13505,13131,13101,13601,13303,13132,13120,1107,1402,1403,1404,1101,1405,1401,5602,5402,5502,5302,5603,5102,5702,5103,5604,5605,5503,5201,5104,5504,5401,5802,5703,5301,5506,5803,5704,5403,5404,5105,5705,5501,5801,5107,5303,5601,5304,5701,5706,5606,5101,5804,5109,5405,16102,16101,16103,16202,16203,16302,16104,16204,16105,16106,16205,16107,16201,16206,16301,16304,16108,16305,16207,16109,16303
Superficie_km2,30683.5,15533.2,12330.1,3576.07,2925.54,23602.2,12883.0,20412.1,4120.83,4799.66,3922.22,2257.22,5885.18,6155.88,3680.47,5758.87,17782.9,18969.2,3222.55,1602.25,11251.1,7226.86,29879.3,5739.01,15418.3,8629.21,7280.46,631.38,5440.42,6019.41,19977.3,2124.77,1957.43,959.62,657.03,1088.57,71.4,220.2,638.95,281.27,1002.76,605.89,53.77,535.85,345.18,564.34,600.38,1749.02,114.69,1922.24,904.52,155.33,108.38,1124.64,1118.68,112.86,94.45,1251.76,777.43,92.55,626.54,494.32,914.28,727.1,514.2,2196.81,2296.04,1431.77,2629.06,4165.74,1901.22,1859.5,4211.35,3546.21,1513.94,1092.42,2204.5,3445.76,7579.04,1197.32,1336.81,427.14,1306.73,1890.34,1658.66,1167.15,498.91,870.08,567.86,690.43,906.29,971.27,3928.81,848.07,1109.98,1107.69,730.73,463.83,331.03,583.25,1248.06,463.96,265.49,398.35,466.89,656.17,851.8,897.07,1262.59,1416.48,1292.66,509.03,477.33,284.17,97.34,222.02,80.47,112.45,431.44,751.28,613.64,596.92,2593.18,220.65,657.65,525.72,151.21,301.4,44.22,235.79,572.51,283.03,155.15,319.47,715.89,144.4,441.31,86.75,260.94,585.04,677.18,2321.18,484.76,393.53,1754.07,587.38,471.38,8256.01,1361.08,3981.1,79.85,1229.21,1275.62,828.25,1236.22,2834.53,433.02,1229.62,822.95,954.57,2656.01,1670.35,1793.82,4028.8,96.58,1451.58,1635.28,330.88,3360.3,438.3,158.73,1281.02,1506.02,629.94,729.42,2090.51,2131.24,1763.14,533.04,1788.82,1319.22,579.15,901.57,3297.47,2172.28,1018.32,15720.3,3567.32,48938.2,7457.05,3946.46,17771.4,9147.57,6706.74,11011.8,6215.16,2126.16,528.01,2926.88,1339.62,1070.81,1334.33,565.5,629.36,273.01,1466.62,1453.37,243.05,1516.82,1638.81,330.93,369.56,956.23,306.73,827.42,1602.87,434.71,554.88,4500.58,1312.57,261.97,232.05,618.52,452.0,188.67,259.03,844.43,217.03,73.22,16.82,11.05,970.86,10.94,694.1,14.25,115.97,14.37,44.98,7.35,189.62,10.01,71.04,10.05,30.47,23.39,449.52,99.06,1023.61,8.25,6.54,12.81,136.8,394.3,1352.65,80.64,677.52,8.73,69.42,53.89,444.71,14.44,198.57,88.39,57.32,11.8,15.61,23.68,153.85,9.94,4982.37,9.63,793.11,6.31,23.18,125.23,654.65,28.59,16.89,571.19,2199.83,4007.84,10472.5,2289.53,8982.12,13765.8,176.3,1455.15,59.97,321.23,243.86,954.63,361.85,76.93,51.64,99.58,268.15,163.83,110.55,77.86,1163.02,294.88,348.83,1233.75,405.49,231.32,121.26,167.12,1515.74,299.68,1451.23,301.24,536.48,146.06,122.82,400.04,1374.51,186.82,165.71,536.92,310.87,96.37,120.56,288.27,426.4,477.58,262.61,569.21,342.32,1771.65,666.04,403.19,563.26,1102.7,289.24,406.52,589.85,247.42,877.81,1541.59,363.25,565.94,313.0,824.72,492.34
Poblacion,425725.0,190336.0,6814.0,14776.0,287.0,10434.0,1746.0,13657.0,28079.0,247552.0,1233.0,810.0,2515.0,5729.0,19426.0,13164.0,171766.0,14358.0,7681.0,11264.0,14312.0,57009.0,25002.0,5121.0,5828.0,3685.0,61210.0,1599.0,920.0,2699.0,572.0,6775.0,4306.0,38679.0,30725.0,37003.0,91180.0,238092.0,6330.0,125829.0,33892.0,11841.0,97273.0,26201.0,23873.0,27100.0,22524.0,218515.0,45750.0,31041.0,27944.0,10429.0,49865.0,4179.0,10032.0,145906.0,3611.0,14592.0,14779.0,158345.0,11019.0,58729.0,15205.0,22132.0,11791.0,9546.0,13884.0,256735.0,32801.0,4450.0,249656.0,23374.0,32527.0,121269.0,4675.0,12165.0,4372.0,29110.0,29741.0,56058.0,25486.0,12341.0,26148.0,18055.0,18178.0,7802.0,8458.0,25446.0,12633.0,15148.0,40746.0,24739.0,11049.0,7517.0,10050.0,6265.0,33777.0,82110.0,7223.0,26096.0,29782.0,12188.0,10833.0,12793.0,302931.0,15786.0,10055.0,19314.0,35467.0,30766.0,59103.0,37696.0,15925.0,14096.0,7831.0,21263.0,22700.0,36504.0,3114.0,26749.0,6765.0,7289.0,59913.0,14163.0,7632.0,27462.0,19141.0,6904.0,14624.0,13299.0,6349.0,11848.0,14952.0,20743.0,17882.0,9164.0,3531.0,13877.0,265211.0,63710.0,30371.0,78642.0,50617.0,41096.0,42458.0,36744.0,47607.0,5020.0,16013.0,4006.0,4066.0,15069.0,12656.0,20223.0,2806.0,9525.0,18621.0,17817.0,14894.0,173410.0,1827.0,269398.0,9192.0,48620.0,4201.0,21080.0,11787.0,5543.0,29309.0,8783.0,8298.0,14275.0,7639.0,10553.0,5447.0,15261.0,39538.0,10292.0,17652.0,20518.0,23250.0,7389.0,20798.0,35991.0,32925.0,176774.0,1983.0,264.0,23782.0,7323.0,694.0,141984.0,211.0,681.0,282.0,1021.0,44143.0,9331.0,22565.0,50348.0,9426.0,163626.0,4206.0,10222.0,6989.0,101073.0,32810.0,60000.0,49800.0,44544.0,9083.0,8092.0,8601.0,11248.0,21071.0,16170.0,14753.0,19469.0,46292.0,49451.0,9959.0,236724.0,30850.0,4381.0,17512.0,19200.0,7405.0,109641.0,28525.0,88956.0,142465.0,180353.0,139195.0,36430.0,172000.0,40014.0,206792.0,112528.0,142065.0,40171.0,100434.0,402433.0,122557.0,189335.0,100252.0,126898.0,330759.0,124076.0,103865.0,104403.0,134635.0,578605.0,14926.0,141612.0,74188.0,82766.0,107803.0,101058.0,266798.0,30433.0,157749.0,253139.0,645909.0,254694.0,136368.0,190075.0,160847.0,334836.0,103485.0,18644.0,133059.0,11953.0,86510.0,503147.0,81838.0,21477.0,96774.0,250192.0,129999.0,1375.0,1583.0,3000.0,223463.0,5958.0,17395.0,15174.0,20663.0,53591.0,16482.0,25357.0,29170.0,15213.0,45889.0,17742.0,14338.0,19099.0,8277.0,1033.0,25321.0,37739.0,49931.0,26533.0,68093.0,23490.0,19266.0,7633.0,6201.0,10558.0,20071.0,17645.0,97572.0,167085.0,36135.0,11263.0,96761.0,20643.0,83494.0,16367.0,11934.0,315732.0,139310.0,361371.0,7994.0,22607.0,198624.0,33827.0,5275.0,16845.0,28375.0,12334.0,5414.0,8639.0,11880.0,4940.0,18777.0,12192.0,6261.0,56252.0,4654.0,16624.0,12172.0,5696.0,18596.0,11567.0
2020-02-26,6.8948285825257445,5.63136219041127,1.9844559585492227,4.619587628865979,0.0,0.7169260700389105,3.822985468956407,0.0,3.965783664459161,5.904072682936423,1.0731707317073171,0.7272727272727273,4.005464480874316,1.4126606377915278,9.084017687934304,3.709847036328872,6.400075454297752,1.342443729903537,0.0,2.520392156862745,3.639249198840226,5.919492868462758,3.717429800151784,0.19225806451612906,0.29300911854103345,0.5856697819314641,5.4608314722556255,0.0,1.9698795180722888,0.9181286549707602,0.0,0.2922755741127349,3.103700097370984,3.4347632212610364,2.3102183085672348,3.8546781685467817,1.6475730580301393,6.883518721604261,2.1843177189409366,3.491985884953871,1.95,0.6990064289888954,2.692936802973977,2.112199747155499,0.0,0.9224598930481284,1.2740939044481054,5.081610146126276,4.133442622950819,0.7838559039359573,1.4938112429087158,2.0421133231240427,3.795906829488919,0.9278656126482212,0.4151761517615176,2.989857314767062,0.0,0.7065217391304348,1.4690436705362078,4.683780020884093,1.1699006152389966,3.1272595806218364,3.456140350877193,2.2921993966384138,4.998692383131743,1.426246537396122,2.284921098772648,6.626607523554088,5.987833939545967,6.543953375424963,7.842178675920255,5.56155325799471,2.570958270308746,6.445267040731506,3.1504039776258552,3.4267931238885594,0.277992277992278,3.7081889081455808,3.2515230635335075,4.306309523809524,4.007422615287428,1.0222461428058844,0.2388005119765953,4.092438678289073,3.216803760282022,2.095290858725762,0.8706766917293233,1.0478646585516815,1.1156515034695451,1.8615670486218645,3.1465463206719315,2.3276990185387127,1.0003484320557492,1.413105413105413,1.0448446327683616,0.0,3.2426377597109304,2.5130943822532608,0.0,2.7680398119988943,9.848123324396783,1.4548440065681445,0.9706871696299856,1.9225512528473805,7.031106932635709,1.926803691275168,0.9863157894736844,2.149355057705363,1.9174656890392927,1.0530894490296676,6.993935447108145,3.3206500808749904,2.5302567237163816,1.9887317190122276,0.8336588541666666,1.40700678075557,2.5531882514077004,3.275895845237124,0.4879807692307692,3.796859254282835,2.8721714966256453,0.0,2.615350049429316,0.9576937476600524,1.2014314928425358,0.5060958321519705,1.0105650712341925,3.9459332393041837,0.9200607133822414,0.3804722085587801,1.997357992073976,1.7985993721323352,0.16372577379230546,1.0867503486750352,4.798758698514201,1.5866952789699569,2.011827321111768,0.37530788177339897,5.37482024309044,3.725084976206662,4.683695765268963,3.9100641316972182,2.3884460579275517,4.8561913412049655,5.511482607227289,3.7546168306977767,4.913917781079743,1.7724692526017032,2.457442819647544,0.9718775847808104,0.0,1.6178166633525553,2.477495107632094,2.728516694033936,0.0,1.3788910505836576,0.3571653543307087,1.3513734022300792,1.3653217011995638,5.486088424262223,0.0,5.559963771333178,3.3564425770308124,5.578833838894505,1.2979757085020245,2.3014636000760307,3.9978231748158066,0.0,2.8533623346021386,1.4385641969627243,1.3270189431704886,1.8119047619047621,2.3308223477715004,1.2971391417425226,1.5240963855421688,0.9955223880597016,3.0474054316197865,2.662489894907033,1.3727990285367335,3.419522776572668,2.703703703703704,0.0,1.191946715107478,5.059054209919262,1.6431204837044684,6.219609775896559,0.0,7.196808510638298,5.6004570747217794,3.6874821785001424,0.8677419354838709,6.5450164342187085,0.15060240963855426,4.688545688545688,0.0,0.0,2.65318957771788,0.0,1.7869379014989293,5.604481412323884,1.175311203319502,4.6557654239524915,1.1737032569360677,1.4529675251959686,3.3154471544715447,5.438559892328398,0.9278416347381864,2.4126521969295918,2.0426331264292714,3.1154422788605696,2.4813710879284647,2.7325886990801576,3.191823899371069,0.03695014662756598,1.7026127049180328,0.0,0.8891089108910891,1.0434167059933932,2.9352271335863844,3.0867788461538463,0.0,5.050132302055769,0.99057492931197,2.9314024390243905,2.2673866090712744,0.14231805929919136,0.0,3.641317098822863,2.50125313283208,2.581232669523569,1.606523908901189,5.5652533395344035,2.3593929835031333,3.2173725151253243,1.6551366757351988,1.948614765516174,5.081387336344844,4.883848197644446,2.439146567717996,2.4329247336464657,2.4969281663516067,4.622957242910552,1.0017242568452998,1.270980140935298,4.483394110496803,2.3342166434216645,11.141049777000827,5.840182783018867,1.353191807445059,1.1995059481245531,2.566264546655868,3.7910489700211234,0.6977303988995873,5.315627767936227,1.4606434839129019,3.3487699651184135,1.4425121506682868,3.193421765024364,4.1546777546777545,2.787330941208942,12.050731382978725,4.054551736051131,3.1023999193304426,4.00557136366897,2.5491174897486184,3.3921408343794703,2.2681105543882336,4.1269452013321235,1.5338814150473343,2.428328008519702,3.053521820163871,2.5480324074074074,1.1418747937066784,10.701261015023915,3.2527358284088423,4.113720228111372,8.003472222222221,4.78435687984086,4.435764393341912,0.7202614379084967,0.016393442622950817,3.664375715922108,7.8440388121633795,2.28234398782344,1.0315324362321752,10.683020477815699,2.2248155895629202,2.89256848580216,1.2486388384754992,6.60213539833392,5.479394887845591,2.714804565894154,5.281677858201796,6.855428825359207,8.58143153526971,2.416300634455832,2.672566371681416,0.0,0.3727683884789336,4.607264573991031,5.372627839581192,1.0514918190567857,3.21723072284616,3.6799410029498527,3.727382388419783,1.7274398088586658,6.657003257328991,1.4113386613386614,9.46068386618936,1.6216467463479416,5.297641929586049,4.895404205232465,7.136482276669192,2.001940491591203,6.594729344729345,2.128511966701353,4.840203798054655,2.8011955264172768,6.6014973262032095,8.34506230180339,4.0435998342999175,10.001523294215136,6.9334038054968286,2.255128879537086,5.922157367522239,0.35600000000000004,4.955138662316477,2.3326523663602314,1.7502709211318483,0.8327731092436975,0.4140495867768595,1.3096129837702872,1.7263636363636363,0.0,0.6560055223193741,0.2475062344139651,6.1042893187552565,4.35953596287703,1.8433667781493868,1.2985507246376808,0.04643962848297214,0.4414931801866475,1.871841816184548,1.035919540229885
