Region,Codigo region,Publicacion,Semana Epidemiologica,Casos confirmados
Desconocido SEREMI,0,2020-07-31,SE19,14.0
Arica y Parinacota,15,2020-05-08,SE19,0.0
Tarapacá,01,2020-05-08,SE19,0.0
Antofagasta,02,2020-05-08,SE19,0.0
Atacama,03,2020-05-08,SE19,0.0
Coquimbo,04,2020-05-08,SE19,0.0
Valparaíso,05,2020-05-08,SE19,0.0
Metropolitana,13,2020-05-08,SE19,0.0
O’Higgins,06,2020-05-08,SE19,0.0
Maule,07,2020-05-08,SE19,0.0
Ñuble,16,2020-05-08,SE19,0.0
Biobío,08,2020-05-08,SE19,0.0
Araucanía,09,2020-05-08,SE19,0.0
Los Ríos,14,2020-05-08,SE19,0.0
Los Lagos,10,2020-05-08,SE19,0.0
Aysén,11,2020-05-08,SE19,0.0
Magallanes,12,2020-05-08,SE19,0.0
Desconocido Arica y Parinacota,15,2020-07-20,SE19,0.0
Desconocido Tarapaca,01,2020-07-20,SE19,95.0
Desconocido Antofagasta,02,2020-07-20,SE19,1.0
Desconocido Atacama,03,2020-07-20,SE19,0.0
Desconocido Coquimbo,04,2020-07-20,SE19,1.0
Desconocido Valparaiso,05,2020-07-20,SE19,11.0
Desconocido Metropolitana,13,2020-07-20,SE19,1591.0
Desconocido O’Higgins,06,2020-07-20,SE19,1.0
Desconocido Maule,07,2020-07-20,SE19,0.0
Desconocido Nuble,16,2020-07-20,SE19,0.0
Desconocido Biobio,08,2020-07-20,SE19,2.0
Desconocido Araucania,09,2020-07-20,SE19,0.0
Desconocido Los Rios,14,2020-07-20,SE19,0.0
Desconocido Los Lagos,10,2020-07-20,SE19,1.0
Desconocido Aysen,11,2020-07-20,SE19,0.0
Desconocido Magallanes,12,2020-07-20,SE19,1.0
Desconocido SEREMI,0,2020-07-20,SE19,1.0
Arica y Parinacota,15,2020-06-15,SE19,0.0
Tarapacá,01,2020-06-15,SE19,0.0
Antofagasta,02,2020-06-15,SE19,0.0
Atacama,03,2020-06-15,SE19,0.0
Coquimbo,04,2020-06-15,SE19,0.0
Valparaíso,05,2020-06-15,SE19,0.0
Metropolitana,13,2020-06-15,SE19,2.0
O’Higgins,06,2020-06-15,SE19,0.0
Maule,07,2020-06-15,SE19,0.0
Ñuble,16,2020-06-15,SE19,0.0
Biobío,08,2020-06-15,SE19,0.0
Araucanía,09,2020-06-15,SE19,0.0
Los Ríos,14,2020-06-15,SE19,0.0
Los Lagos,10,2020-06-15,SE19,0.0
Aysén,11,2020-06-15,SE19,0.0
Magallanes,12,2020-06-15,SE19,0.0
Desconocido Arica y Parinacota,15,2020-07-10,SE19,0.0
Desconocido Tarapaca,01,2020-07-10,SE19,95.0
Desconocido Antofagasta,02,2020-07-10,SE19,1.0
Desconocido Atacama,03,2020-07-10,SE19,0.0
Desconocido Coquimbo,04,2020-07-10,SE19,1.0
Desconocido Valparaiso,05,2020-07-10,SE19,11.0
Desconocido Metropolitana,13,2020-07-10,SE19,1645.0
Desconocido O’Higgins,06,2020-07-10,SE19,1.0
Desconocido Maule,07,2020-07-10,SE19,0.0
Desconocido Nuble,16,2020-07-10,SE19,0.0
Desconocido Biobio,08,2020-07-10,SE19,2.0
Desconocido Araucania,09,2020-07-10,SE19,1.0
Desconocido Los Rios,14,2020-07-10,SE19,0.0
Desconocido Los Lagos,10,2020-07-10,SE19,1.0
Desconocido Aysen,11,2020-07-10,SE19,0.0
Desconocido Magallanes,12,2020-07-10,SE19,1.0
Desconocido SEREMI,0,2020-07-10,SE19,1.0
Arica y Parinacota,15,2020-05-25,SE19,0.0
Tarapacá,01,2020-05-25,SE19,0.0
Antofagasta,02,2020-05-25,SE19,0.0
Atacama,03,2020-05-25,SE19,0.0
Coquimbo,04,2020-05-25,SE19,0.0
Valparaíso,05,2020-05-25,SE19,0.0
Metropolitana,13,2020-05-25,SE19,2.0
O’Higgins,06,2020-05-25,SE19,0.0
Maule,07,2020-05-25,SE19,0.0
Ñuble,16,2020-05-25,SE19,0.0
Biobío,08,2020-05-25,SE19,0.0
Araucanía,09,2020-05-25,SE19,0.0
Los Ríos,14,2020-05-25,SE19,0.0
Los Lagos,10,2020-05-25,SE19,0.0
Aysén,11,2020-05-25,SE19,0.0
Magallanes,12,2020-05-25,SE19,0.0
Desconocido Arica y Parinacota,15,2020-08-28,SE19,0.0
Desconocido Tarapaca,01,2020-08-28,SE19,95.0
Desconocido Antofagasta,02,2020-08-28,SE19,1.0
Desconocido Atacama,03,2020-08-28,SE19,0.0
Desconocido Coquimbo,04,2020-08-28,SE19,1.0
Desconocido Valparaiso,05,2020-08-28,SE19,11.0
Desconocido Metropolitana,13,2020-08-28,SE19,1364.0
Desconocido O’Higgins,06,2020-08-28,SE19,1.0
Desconocido Maule,07,2020-08-28,SE19,0.0
Desconocido Nuble,16,2020-08-28,SE19,0.0
Desconocido Biobio,08,2020-08-28,SE19,2.0
Desconocido Araucania,09,2020-08-28,SE19,0.0
Desconocido Los Rios,14,2020-08-28,SE19,0.0
Desconocido Los Lagos,10,2020-08-28,SE19,1.0
Desconocido Aysen,11,2020-08-28,SE19,0.0
Desconocido Magallanes,12,2020-08-28,SE19,0.0
Desconocido SEREMI,0,2020-08-28,SE19,4.0
Arica y Parinacota,15,2020-06-12,SE19,0.0
Tarapacá,01,2020-06-12,SE19,0.0
Antofagasta,02,2020-06-12,SE19,0.0
Atacama,03,2020-06-12,SE19,0.0
Coquimbo,04,2020-06-12,SE19,0.0
Valparaíso,05,2020-06-12,SE19,0.0
Metropolitana,13,2020-06-12,SE19,2.0
O’Higgins,06,2020-06-12,SE19,0.0
Maule,07,2020-06-12,SE19,0.0
Ñuble,16,2020-06-12,SE19,0.0
Biobío,08,2020-06-12,SE19,0.0
Araucanía,09,2020-06-12,SE19,0.0
Los Ríos,14,2020-06-12,SE19,0.0
Los Lagos,10,2020-06-12,SE19,0.0
Aysén,11,2020-06-12,SE19,0.0
Magallanes,12,2020-06-12,SE19,0.0
Arica y Parinacota,15,2020-05-11,SE19,0.0
Tarapacá,01,2020-05-11,SE19,0.0
Antofagasta,02,2020-05-11,SE19,0.0
Atacama,03,2020-05-11,SE19,0.0
Coquimbo,04,2020-05-11,SE19,0.0
Valparaíso,05,2020-05-11,SE19,0.0
Metropolitana,13,2020-05-11,SE19,0.0
O’Higgins,06,2020-05-11,SE19,0.0
Maule,07,2020-05-11,SE19,0.0
Ñuble,16,2020-05-11,SE19,0.0
Biobío,08,2020-05-11,SE19,0.0
Araucanía,09,2020-05-11,SE19,0.0
Los Ríos,14,2020-05-11,SE19,0.0
Los Lagos,10,2020-05-11,SE19,0.0
Aysén,11,2020-05-11,SE19,0.0
Magallanes,12,2020-05-11,SE19,0.0
Desconocido Arica y Parinacota,15,2020-08-10,SE19,0.0
Desconocido Tarapaca,01,2020-08-10,SE19,94.0
Desconocido Antofagasta,02,2020-08-10,SE19,1.0
Desconocido Atacama,03,2020-08-10,SE19,0.0
Desconocido Coquimbo,04,2020-08-10,SE19,1.0
Desconocido Valparaiso,05,2020-08-10,SE19,11.0
Desconocido Metropolitana,13,2020-08-10,SE19,1428.0
Desconocido O’Higgins,06,2020-08-10,SE19,1.0
Desconocido Maule,07,2020-08-10,SE19,0.0
Desconocido Nuble,16,2020-08-10,SE19,0.0
Desconocido Biobio,08,2020-08-10,SE19,2.0
Desconocido Araucania,09,2020-08-10,SE19,0.0
Desconocido Los Rios,14,2020-08-10,SE19,0.0
Desconocido Los Lagos,10,2020-08-10,SE19,1.0
Desconocido Aysen,11,2020-08-10,SE19,0.0
Desconocido Magallanes,12,2020-08-10,SE19,1.0
Desconocido SEREMI,0,2020-08-10,SE19,13.0
Desconocido Arica y Parinacota,15,2020-07-17,SE19,0.0
Desconocido Tarapaca,01,2020-07-17,SE19,95.0
Desconocido Antofagasta,02,2020-07-17,SE19,1.0
Desconocido Atacama,03,2020-07-17,SE19,0.0
Desconocido Coquimbo,04,2020-07-17,SE19,1.0
Desconocido Valparaiso,05,2020-07-17,SE19,11.0
Desconocido Metropolitana,13,2020-07-17,SE19,1602.0
Desconocido O’Higgins,06,2020-07-17,SE19,1.0
Desconocido Maule,07,2020-07-17,SE19,0.0
Desconocido Nuble,16,2020-07-17,SE19,0.0
Desconocido Biobio,08,2020-07-17,SE19,2.0
Desconocido Araucania,09,2020-07-17,SE19,0.0
Desconocido Los Rios,14,2020-07-17,SE19,0.0
Desconocido Los Lagos,10,2020-07-17,SE19,1.0
Desconocido Aysen,11,2020-07-17,SE19,0.0
Desconocido Magallanes,12,2020-07-17,SE19,1.0
Desconocido SEREMI,0,2020-07-17,SE19,1.0
Arica y Parinacota,15,2020-05-04,SE19,0.0
Tarapacá,01,2020-05-04,SE19,0.0
Antofagasta,02,2020-05-04,SE19,0.0
Atacama,03,2020-05-04,SE19,0.0
Coquimbo,04,2020-05-04,SE19,0.0
Valparaíso,05,2020-05-04,SE19,0.0
Metropolitana,13,2020-05-04,SE19,0.0
O’Higgins,06,2020-05-04,SE19,0.0
Maule,07,2020-05-04,SE19,0.0
Ñuble,16,2020-05-04,SE19,0.0
Biobío,08,2020-05-04,SE19,0.0
Araucanía,09,2020-05-04,SE19,0.0
Los Ríos,14,2020-05-04,SE19,0.0
Los Lagos,10,2020-05-04,SE19,0.0
Aysén,11,2020-05-04,SE19,0.0
Magallanes,12,2020-05-04,SE19,0.0
Arica y Parinacota,15,2020-05-22,SE19,0.0
Tarapacá,01,2020-05-22,SE19,0.0
Antofagasta,02,2020-05-22,SE19,0.0
Atacama,03,2020-05-22,SE19,0.0
Coquimbo,04,2020-05-22,SE19,0.0
Valparaíso,05,2020-05-22,SE19,0.0
Metropolitana,13,2020-05-22,SE19,2.0
O’Higgins,06,2020-05-22,SE19,0.0
Maule,07,2020-05-22,SE19,0.0
Ñuble,16,2020-05-22,SE19,0.0
Biobío,08,2020-05-22,SE19,0.0
Araucanía,09,2020-05-22,SE19,0.0
Los Ríos,14,2020-05-22,SE19,0.0
Los Lagos,10,2020-05-22,SE19,0.0
Aysén,11,2020-05-22,SE19,0.0
Magallanes,12,2020-05-22,SE19,0.0
Arica y Parinacota,15,2020-05-29,SE19,0.0
Tarapacá,01,2020-05-29,SE19,0.0
Antofagasta,02,2020-05-29,SE19,0.0
Atacama,03,2020-05-29,SE19,0.0
Coquimbo,04,2020-05-29,SE19,0.0
Valparaíso,05,2020-05-29,SE19,0.0
Metropolitana,13,2020-05-29,SE19,3.0
O’Higgins,06,2020-05-29,SE19,0.0
Maule,07,2020-05-29,SE19,0.0
Ñuble,16,2020-05-29,SE19,0.0
Biobío,08,2020-05-29,SE19,0.0
Araucanía,09,2020-05-29,SE19,0.0
Los Ríos,14,2020-05-29,SE19,0.0
Los Lagos,10,2020-05-29,SE19,0.0
Aysén,11,2020-05-29,SE19,0.0
Magallanes,12,2020-05-29,SE19,0.0
Desconocido Arica y Parinacota,15,2020-08-24,SE19,0.0
Desconocido Tarapaca,01,2020-08-24,SE19,95.0
Desconocido Antofagasta,02,2020-08-24,SE19,1.0
Desconocido Atacama,03,2020-08-24,SE19,0.0
Desconocido Coquimbo,04,2020-08-24,SE19,1.0
Desconocido Valparaiso,05,2020-08-24,SE19,11.0
Desconocido Metropolitana,13,2020-08-24,SE19,1396.0
Desconocido O’Higgins,06,2020-08-24,SE19,1.0
Desconocido Maule,07,2020-08-24,SE19,0.0
Desconocido Nuble,16,2020-08-24,SE19,0.0
Desconocido Biobio,08,2020-08-24,SE19,2.0
Desconocido Araucania,09,2020-08-24,SE19,0.0
Desconocido Los Rios,14,2020-08-24,SE19,0.0
Desconocido Los Lagos,10,2020-08-24,SE19,1.0
Desconocido Aysen,11,2020-08-24,SE19,0.0
Desconocido Magallanes,12,2020-08-24,SE19,0.0
Desconocido SEREMI,0,2020-08-24,SE19,13.0
Arica y Parinacota,15,2020-06-28,SE19,0.0
Tarapacá,01,2020-06-28,SE19,81.0
Antofagasta,02,2020-06-28,SE19,1.0
Atacama,03,2020-06-28,SE19,0.0
Coquimbo,04,2020-06-28,SE19,1.0
Valparaíso,05,2020-06-28,SE19,11.0
Metropolitana,13,2020-06-28,SE19,1662.0
O’Higgins,06,2020-06-28,SE19,1.0
Maule,07,2020-06-28,SE19,0.0
Ñuble,16,2020-06-28,SE19,0.0
Biobío,08,2020-06-28,SE19,2.0
Araucanía,09,2020-06-28,SE19,1.0
Los Ríos,14,2020-06-28,SE19,0.0
Los Lagos,10,2020-06-28,SE19,0.0
Aysén,11,2020-06-28,SE19,0.0
Magallanes,12,2020-06-28,SE19,1.0
Desconocido SEREMI,0,2020-06-28,SE19,6.0
Desconocido Arica y Parinacota,15,2020-07-13,SE19,0.0
Desconocido Tarapaca,01,2020-07-13,SE19,95.0
Desconocido Antofagasta,02,2020-07-13,SE19,1.0
Desconocido Atacama,03,2020-07-13,SE19,0.0
Desconocido Coquimbo,04,2020-07-13,SE19,1.0
Desconocido Valparaiso,05,2020-07-13,SE19,11.0
Desconocido Metropolitana,13,2020-07-13,SE19,1632.0
Desconocido O’Higgins,06,2020-07-13,SE19,1.0
Desconocido Maule,07,2020-07-13,SE19,0.0
Desconocido Nuble,16,2020-07-13,SE19,0.0
Desconocido Biobio,08,2020-07-13,SE19,2.0
Desconocido Araucania,09,2020-07-13,SE19,1.0
Desconocido Los Rios,14,2020-07-13,SE19,0.0
Desconocido Los Lagos,10,2020-07-13,SE19,1.0
Desconocido Aysen,11,2020-07-13,SE19,0.0
Desconocido Magallanes,12,2020-07-13,SE19,1.0
Desconocido SEREMI,0,2020-07-13,SE19,1.0
Arica y Parinacota,15,2020-07-01,SE19,0.0
Tarapacá,01,2020-07-01,SE19,95.0
Antofagasta,02,2020-07-01,SE19,1.0
Atacama,03,2020-07-01,SE19,0.0
Coquimbo,04,2020-07-01,SE19,1.0
Valparaíso,05,2020-07-01,SE19,11.0
Metropolitana,13,2020-07-01,SE19,1744.0
O’Higgins,06,2020-07-01,SE19,1.0
Maule,07,2020-07-01,SE19,0.0
Ñuble,16,2020-07-01,SE19,0.0
Biobío,08,2020-07-01,SE19,2.0
Araucanía,09,2020-07-01,SE19,1.0
Los Ríos,14,2020-07-01,SE19,0.0
Los Lagos,10,2020-07-01,SE19,0.0
Aysén,11,2020-07-01,SE19,0.0
Magallanes,12,2020-07-01,SE19,1.0
Desconocido SEREMI,0,2020-07-01,SE19,3.0
Desconocido Arica y Parinacota,15,2020-08-17,SE19,0.0
Desconocido Tarapaca,01,2020-08-17,SE19,95.0
Desconocido Antofagasta,02,2020-08-17,SE19,1.0
Desconocido Atacama,03,2020-08-17,SE19,0.0
Desconocido Coquimbo,04,2020-08-17,SE19,1.0
Desconocido Valparaiso,05,2020-08-17,SE19,11.0
Desconocido Metropolitana,13,2020-08-17,SE19,1416.0
Desconocido O’Higgins,06,2020-08-17,SE19,1.0
Desconocido Maule,07,2020-08-17,SE19,0.0
Desconocido Nuble,16,2020-08-17,SE19,0.0
Desconocido Biobio,08,2020-08-17,SE19,2.0
Desconocido Araucania,09,2020-08-17,SE19,0.0
Desconocido Los Rios,14,2020-08-17,SE19,0.0
Desconocido Los Lagos,10,2020-08-17,SE19,1.0
Desconocido Aysen,11,2020-08-17,SE19,0.0
Desconocido Magallanes,12,2020-08-17,SE19,1.0
Desconocido SEREMI,0,2020-08-17,SE19,13.0
Arica y Parinacota,15,2020-06-08,SE19,0.0
Tarapacá,01,2020-06-08,SE19,0.0
Antofagasta,02,2020-06-08,SE19,0.0
Atacama,03,2020-06-08,SE19,0.0
Coquimbo,04,2020-06-08,SE19,0.0
Valparaíso,05,2020-06-08,SE19,0.0
Metropolitana,13,2020-06-08,SE19,2.0
O’Higgins,06,2020-06-08,SE19,0.0
Maule,07,2020-06-08,SE19,0.0
Ñuble,16,2020-06-08,SE19,0.0
Biobío,08,2020-06-08,SE19,0.0
Araucanía,09,2020-06-08,SE19,0.0
Los Ríos,14,2020-06-08,SE19,0.0
Los Lagos,10,2020-06-08,SE19,0.0
Aysén,11,2020-06-08,SE19,0.0
Magallanes,12,2020-06-08,SE19,0.0
Desconocido Arica y Parinacota,15,2020-07-05,SE19,0.0
Desconocido Tarapaca,01,2020-07-05,SE19,96.0
Desconocido Antofagasta,02,2020-07-05,SE19,0.0
Desconocido Atacama,03,2020-07-05,SE19,0.0
Desconocido Coquimbo,04,2020-07-05,SE19,1.0
Desconocido Valparaiso,05,2020-07-05,SE19,11.0
Desconocido Metropolitana,13,2020-07-05,SE19,1573.0
Desconocido O’Higgins,06,2020-07-05,SE19,0.0
Desconocido Maule,07,2020-07-05,SE19,0.0
Desconocido Nuble,16,2020-07-05,SE19,0.0
Desconocido Biobio,08,2020-07-05,SE19,1.0
Desconocido Araucania,09,2020-07-05,SE19,0.0
Desconocido Los Rios,14,2020-07-05,SE19,0.0
Desconocido Los Lagos,10,2020-07-05,SE19,3.0
Desconocido Aysen,11,2020-07-05,SE19,0.0
Desconocido Magallanes,12,2020-07-05,SE19,1.0
Desconocido SEREMI,0,2020-07-05,SE19,17.0
Arica y Parinacota,15,2020-05-15,SE19,0.0
Tarapacá,01,2020-05-15,SE19,0.0
Antofagasta,02,2020-05-15,SE19,0.0
Atacama,03,2020-05-15,SE19,0.0
Coquimbo,04,2020-05-15,SE19,0.0
Valparaíso,05,2020-05-15,SE19,0.0
Metropolitana,13,2020-05-15,SE19,0.0
O’Higgins,06,2020-05-15,SE19,0.0
Maule,07,2020-05-15,SE19,0.0
Ñuble,16,2020-05-15,SE19,0.0
Biobío,08,2020-05-15,SE19,0.0
Araucanía,09,2020-05-15,SE19,0.0
Los Ríos,14,2020-05-15,SE19,0.0
Los Lagos,10,2020-05-15,SE19,0.0
Aysén,11,2020-05-15,SE19,0.0
Magallanes,12,2020-05-15,SE19,0.0
Desconocido Arica y Parinacota,15,2020-08-07,SE19,0.0
Desconocido Tarapaca,01,2020-08-07,SE19,94.0
Desconocido Antofagasta,02,2020-08-07,SE19,1.0
Desconocido Atacama,03,2020-08-07,SE19,0.0
Desconocido Coquimbo,04,2020-08-07,SE19,1.0
Desconocido Valparaiso,05,2020-08-07,SE19,11.0
Desconocido Metropolitana,13,2020-08-07,SE19,1469.0
Desconocido O’Higgins,06,2020-08-07,SE19,1.0
Desconocido Maule,07,2020-08-07,SE19,0.0
Desconocido Nuble,16,2020-08-07,SE19,0.0
Desconocido Biobio,08,2020-08-07,SE19,2.0
Desconocido Araucania,09,2020-08-07,SE19,0.0
Desconocido Los Rios,14,2020-08-07,SE19,0.0
Desconocido Los Lagos,10,2020-08-07,SE19,1.0
Desconocido Aysen,11,2020-08-07,SE19,0.0
Desconocido Magallanes,12,2020-08-07,SE19,1.0
Desconocido SEREMI,0,2020-08-07,SE19,13.0
Arica y Parinacota,15,2020-06-05,SE19,0.0
Tarapacá,01,2020-06-05,SE19,0.0
Antofagasta,02,2020-06-05,SE19,0.0
Atacama,03,2020-06-05,SE19,0.0
Coquimbo,04,2020-06-05,SE19,0.0
Valparaíso,05,2020-06-05,SE19,0.0
Metropolitana,13,2020-06-05,SE19,2.0
O’Higgins,06,2020-06-05,SE19,0.0
Maule,07,2020-06-05,SE19,0.0
Ñuble,16,2020-06-05,SE19,0.0
Biobío,08,2020-06-05,SE19,0.0
Araucanía,09,2020-06-05,SE19,0.0
Los Ríos,14,2020-06-05,SE19,0.0
Los Lagos,10,2020-06-05,SE19,0.0
Aysén,11,2020-06-05,SE19,0.0
Magallanes,12,2020-06-05,SE19,0.0
Arica y Parinacota,15,2020-06-01,SE19,0.0
Tarapacá,01,2020-06-01,SE19,0.0
Antofagasta,02,2020-06-01,SE19,0.0
Atacama,03,2020-06-01,SE19,0.0
Coquimbo,04,2020-06-01,SE19,0.0
Valparaíso,05,2020-06-01,SE19,0.0
Metropolitana,13,2020-06-01,SE19,2.0
O’Higgins,06,2020-06-01,SE19,0.0
Maule,07,2020-06-01,SE19,0.0
Ñuble,16,2020-06-01,SE19,0.0
Biobío,08,2020-06-01,SE19,0.0
Araucanía,09,2020-06-01,SE19,0.0
Los Ríos,14,2020-06-01,SE19,0.0
Los Lagos,10,2020-06-01,SE19,0.0
Aysén,11,2020-06-01,SE19,0.0
Magallanes,12,2020-06-01,SE19,0.0
Arica y Parinacota,15,2020-05-01,SE19,0.0
Tarapacá,01,2020-05-01,SE19,0.0
Antofagasta,02,2020-05-01,SE19,0.0
Atacama,03,2020-05-01,SE19,0.0
Coquimbo,04,2020-05-01,SE19,0.0
Valparaíso,05,2020-05-01,SE19,0.0
Metropolitana,13,2020-05-01,SE19,0.0
O’Higgins,06,2020-05-01,SE19,0.0
Maule,07,2020-05-01,SE19,0.0
Ñuble,16,2020-05-01,SE19,0.0
Biobío,08,2020-05-01,SE19,0.0
Araucanía,09,2020-05-01,SE19,0.0
Los Ríos,14,2020-05-01,SE19,0.0
Los Lagos,10,2020-05-01,SE19,0.0
Aysén,11,2020-05-01,SE19,0.0
Magallanes,12,2020-05-01,SE19,0.0
Desconocido Arica y Parinacota,15,2020-08-03,SE19,0.0
Desconocido Tarapaca,01,2020-08-03,SE19,94.0
Desconocido Antofagasta,02,2020-08-03,SE19,1.0
Desconocido Atacama,03,2020-08-03,SE19,0.0
Desconocido Coquimbo,04,2020-08-03,SE19,1.0
Desconocido Valparaiso,05,2020-08-03,SE19,11.0
Desconocido Metropolitana,13,2020-08-03,SE19,1483.0
Desconocido O’Higgins,06,2020-08-03,SE19,1.0
Desconocido Maule,07,2020-08-03,SE19,0.0
Desconocido Nuble,16,2020-08-03,SE19,0.0
Desconocido Biobio,08,2020-08-03,SE19,2.0
Desconocido Araucania,09,2020-08-03,SE19,0.0
Desconocido Los Rios,14,2020-08-03,SE19,0.0
Desconocido Los Lagos,10,2020-08-03,SE19,1.0
Desconocido Aysen,11,2020-08-03,SE19,0.0
Desconocido Magallanes,12,2020-08-03,SE19,1.0
Desconocido SEREMI,0,2020-08-03,SE19,13.0
Arica y Parinacota,15,2020-06-19,SE19,0.0
Tarapacá,01,2020-06-19,SE19,99.0
Antofagasta,02,2020-06-19,SE19,22.0
Atacama,03,2020-06-19,SE19,2.0
Coquimbo,04,2020-06-19,SE19,2.0
Valparaíso,05,2020-06-19,SE19,31.0
Metropolitana,13,2020-06-19,SE19,1954.0
O’Higgins,06,2020-06-19,SE19,2.0
Maule,07,2020-06-19,SE19,10.0
Ñuble,16,2020-06-19,SE19,0.0
Biobío,08,2020-06-19,SE19,6.0
Araucanía,09,2020-06-19,SE19,3.0
Los Ríos,14,2020-06-19,SE19,0.0
Los Lagos,10,2020-06-19,SE19,0.0
Aysén,11,2020-06-19,SE19,0.0
Magallanes,12,2020-06-19,SE19,3.0
Desconocido SEREMI,0,2020-06-19,SE19,8.0
Arica y Parinacota,15,2020-06-23,SE19,0.0
Tarapacá,01,2020-06-23,SE19,95.0
Antofagasta,02,2020-06-23,SE19,1.0
Atacama,03,2020-06-23,SE19,0.0
Coquimbo,04,2020-06-23,SE19,1.0
Valparaíso,05,2020-06-23,SE19,11.0
Metropolitana,13,2020-06-23,SE19,1817.0
O’Higgins,06,2020-06-23,SE19,1.0
Maule,07,2020-06-23,SE19,0.0
Ñuble,16,2020-06-23,SE19,0.0
Biobío,08,2020-06-23,SE19,1.0
Araucanía,09,2020-06-23,SE19,1.0
Los Ríos,14,2020-06-23,SE19,0.0
Los Lagos,10,2020-06-23,SE19,0.0
Aysén,11,2020-06-23,SE19,0.0
Magallanes,12,2020-06-23,SE19,1.0
Desconocido SEREMI,0,2020-06-23,SE19,20.0
Desconocido Arica y Parinacota,15,2020-07-24,SE19,0.0
Desconocido Tarapaca,01,2020-07-24,SE19,95.0
Desconocido Antofagasta,02,2020-07-24,SE19,1.0
Desconocido Atacama,03,2020-07-24,SE19,0.0
Desconocido Coquimbo,04,2020-07-24,SE19,1.0
Desconocido Valparaiso,05,2020-07-24,SE19,11.0
Desconocido Metropolitana,13,2020-07-24,SE19,1557.0
Desconocido O’Higgins,06,2020-07-24,SE19,1.0
Desconocido Maule,07,2020-07-24,SE19,0.0
Desconocido Nuble,16,2020-07-24,SE19,0.0
Desconocido Biobio,08,2020-07-24,SE19,2.0
Desconocido Araucania,09,2020-07-24,SE19,0.0
Desconocido Los Rios,14,2020-07-24,SE19,0.0
Desconocido Los Lagos,10,2020-07-24,SE19,1.0
Desconocido Aysen,11,2020-07-24,SE19,0.0
Desconocido Magallanes,12,2020-07-24,SE19,1.0
Desconocido SEREMI,0,2020-07-24,SE19,1.0
Desconocido Arica y Parinacota,15,2020-08-14,SE19,0.0
Desconocido Tarapaca,01,2020-08-14,SE19,95.0
Desconocido Antofagasta,02,2020-08-14,SE19,1.0
Desconocido Atacama,03,2020-08-14,SE19,0.0
Desconocido Coquimbo,04,2020-08-14,SE19,1.0
Desconocido Valparaiso,05,2020-08-14,SE19,11.0
Desconocido Metropolitana,13,2020-08-14,SE19,1424.0
Desconocido O’Higgins,06,2020-08-14,SE19,1.0
Desconocido Maule,07,2020-08-14,SE19,0.0
Desconocido Nuble,16,2020-08-14,SE19,0.0
Desconocido Biobio,08,2020-08-14,SE19,2.0
Desconocido Araucania,09,2020-08-14,SE19,0.0
Desconocido Los Rios,14,2020-08-14,SE19,0.0
Desconocido Los Lagos,10,2020-08-14,SE19,1.0
Desconocido Aysen,11,2020-08-14,SE19,0.0
Desconocido Magallanes,12,2020-08-14,SE19,1.0
Desconocido SEREMI,0,2020-08-14,SE19,13.0
Arica y Parinacota,15,2020-05-18,SE19,0.0
Tarapacá,01,2020-05-18,SE19,0.0
Antofagasta,02,2020-05-18,SE19,0.0
Atacama,03,2020-05-18,SE19,0.0
Coquimbo,04,2020-05-18,SE19,0.0
Valparaíso,05,2020-05-18,SE19,0.0
Metropolitana,13,2020-05-18,SE19,1.0
O’Higgins,06,2020-05-18,SE19,0.0
Maule,07,2020-05-18,SE19,0.0
Ñuble,16,2020-05-18,SE19,0.0
Biobío,08,2020-05-18,SE19,0.0
Araucanía,09,2020-05-18,SE19,0.0
Los Ríos,14,2020-05-18,SE19,0.0
Los Lagos,10,2020-05-18,SE19,0.0
Aysén,11,2020-05-18,SE19,0.0
Magallanes,12,2020-05-18,SE19,0.0
Desconocido Arica y Parinacota,15,2020-08-21,SE19,0.0
Desconocido Tarapaca,01,2020-08-21,SE19,95.0
Desconocido Antofagasta,02,2020-08-21,SE19,1.0
Desconocido Atacama,03,2020-08-21,SE19,0.0
Desconocido Coquimbo,04,2020-08-21,SE19,1.0
Desconocido Valparaiso,05,2020-08-21,SE19,11.0
Desconocido Metropolitana,13,2020-08-21,SE19,1410.0
Desconocido O’Higgins,06,2020-08-21,SE19,1.0
Desconocido Maule,07,2020-08-21,SE19,0.0
Desconocido Nuble,16,2020-08-21,SE19,0.0
Desconocido Biobio,08,2020-08-21,SE19,2.0
Desconocido Araucania,09,2020-08-21,SE19,0.0
Desconocido Los Rios,14,2020-08-21,SE19,0.0
Desconocido Los Lagos,10,2020-08-21,SE19,1.0
Desconocido Aysen,11,2020-08-21,SE19,0.0
Desconocido Magallanes,12,2020-08-21,SE19,0.0
Desconocido SEREMI,0,2020-08-21,SE19,13.0
Desconocido Arica y Parinacota,15,2020-07-27,SE20,0.0
Desconocido Tarapaca,01,2020-07-27,SE20,29.0
Desconocido Antofagasta,02,2020-07-27,SE20,1.0
Desconocido Atacama,03,2020-07-27,SE20,0.0
Desconocido Coquimbo,04,2020-07-27,SE20,3.0
Desconocido Valparaiso,05,2020-07-27,SE20,8.0
Desconocido Metropolitana,13,2020-07-27,SE20,2384.0
Desconocido O’Higgins,06,2020-07-27,SE20,2.0
Desconocido Maule,07,2020-07-27,SE20,1.0
Desconocido Nuble,16,2020-07-27,SE20,0.0
Desconocido Biobio,08,2020-07-27,SE20,4.0
