"fecha";"prob48.estimado";"prob48.linf";"prob48.lsup"
2020-03-08;0.03583256395315;0.02258549069841;0.0515769658156386
2020-03-15;0.03583256395315;0.02258549069841;0.0515769658156386
2020-03-22;0.0444922916751269;0.0354122167247331;0.0542047916627157
2020-03-29;0.0820554199843904;0.0699829428781436;0.094365330519766
2020-04-05;0.154724750528389;0.141074029108275;0.168223886365722
2020-04-12;0.219548757492363;0.204471490255407;0.235244277086176
2020-04-19;0.263219100510485;0.249180323337139;0.277449994496602
2020-04-26;0.213402317431273;0.20293547906832;0.224049504809525
2020-05-03;0.185186299885205;0.178632154944097;0.191783686072721
2020-05-10;0.127777852000405;0.123595860300081;0.132112423108203
2020-05-17;0.0789116774733219;0.0759487571923569;0.0819258023209742
2020-05-24;0.0924489092084819;0.089433859955251;0.0954684216457937
2020-05-31;0.112555333417342;0.108859939426064;0.116154003841672
2020-06-07;0.126531581065206;0.122958799226687;0.130090461860745
2020-06-14;0.171289744883123;0.167002702790133;0.17556099443265
2020-06-21;0.209272434985438;0.204402808468456;0.21409693031866
2020-06-28;0.25528109225371;0.249490429712505;0.261169118035057
2020-07-05;0.258775374270013;0.252466509474546;0.26518009602552
2020-07-12;0.312609654477315;0.305509432102422;0.319674146025956
2020-07-19;0.298510433288002;0.290970900202345;0.306236448201545
2020-07-26;0.317061257528149;0.309267202559613;0.324899268519466
2020-08-02;0.325763492324936;0.317648942367695;0.333928011083551
2020-08-09;0.327079890501869;0.274101331644088;0.358071778364122
2020-08-16;0.306249615987898;0.248246051312656;0.359426542393406
2020-08-23;0.283026353188156;0.217047911794856;0.344496604759886
2020-08-30;0.287795706433766;0.187152801448923;0.414152206772713
