"fecha";"region";"provincia";"prob48.estimado";"prob48.linf";"prob48.lsup"
2020-08-09;"01";"014";0.483737895228805;0.381276566493597;0.587219108736103
2020-08-16;"01";"014";0.420654671360475;0.303468620715229;0.537413058693944
2020-08-23;"01";"014";0.505379908202039;0.286969438845596;0.7061944479945
2020-08-30;"01";"014";0.387246126348925;0.158974074939325;0.686791796524779
2020-03-08;"02";"021";0.0599852316389305;0.0124483431880278;0.137199102529139
2020-03-15;"02";"021";0.0599852316389305;0.0124483431880278;0.137199102529139
2020-03-22;"02";"021";0.0220819415437684;0.000138995146424466;0.0944359080677517
2020-03-29;"02";"021";0.0155379892904017;0.00010499409289742;0.0729013158000957
2020-04-05;"02";"021";0.0626398370328556;0.0152124470230473;0.134889520830442
2020-04-12;"02";"021";0.0821918234941379;0.032678225107567;0.149357010917506
2020-04-19;"02";"021";0.109067051952986;0.0624097753299509;0.166101172685806
2020-04-26;"02";"021";0.210659086999967;0.158929120027628;0.267343137834907
2020-05-03;"02";"021";0.284750487882958;0.236696263053572;0.336665537607175
2020-05-10;"02";"021";0.109686191065046;0.0802163782177528;0.142817676125363
2020-05-17;"02";"021";0.115949928029658;0.08636316986386;0.148617195612719
2020-05-24;"02";"021";0.0996276797309453;0.0696999130579741;0.133047339296887
2020-05-31;"02";"021";0.116349811063268;0.0862619390487357;0.150568104842937
2020-06-07;"02";"021";0.0854322307039445;0.0630240269731438;0.111062990789147
2020-06-14;"02";"021";0.143884084393425;0.117686910905213;0.173016433621805
2020-06-21;"02";"021";0.138139163592061;0.114903904919627;0.164328115948731
2020-06-28;"02";"021";0.118284728466822;0.0972249646642344;0.14133653906723
2020-07-05;"02";"021";0.166368351201323;0.143423676135921;0.191144426670138
2020-07-12;"02";"021";0.262301933703086;0.231696010106381;0.294260824922599
2020-07-19;"02";"021";0.285097119352032;0.24988522361911;0.321790653344374
2020-07-26;"02";"021";0.291432439936329;0.255362502086649;0.328374006540285
2020-08-02;"02";"021";0.273037124779869;0.240025178410638;0.307317654300257
2020-08-09;"02";"021";0.272450327763243;0.228824104071126;0.313943695006108
2020-08-16;"02";"021";0.270529163507041;0.218330359197611;0.318711737090103
2020-08-23;"02";"021";0.285018461081441;0.190423192457355;0.388243877034871
2020-08-30;"02";"021";0.303087956545815;0.164495499953057;0.493323096675196
2020-03-08;"02";"022";0.0760460157652984;0.0172647445789981;0.173507739174273
2020-03-15;"02";"022";0.0760460157652984;0.0172647445789981;0.173507739174273
2020-03-22;"02";"022";0.0326101753896452;0.000191009551066961;0.148559653378448
2020-03-29;"02";"022";0.0549555664625877;0.000253248777619072;0.215024107525236
2020-04-05;"02";"022";0.0165005567477716;5.6974999352266e-05;0.0913260649899002
2020-04-12;"02";"022";0.0645165488246698;0.00526345326634087;0.175864288285777
2020-04-19;"02";"022";0.0252476231983922;6.90798498994477e-05;0.122409813356182
2020-04-26;"02";"022";0.125572420749455;0.0532956183212288;0.219485507986491
2020-05-03;"02";"022";0.0499076106084239;0.0119137726898309;0.111074749453252
2020-05-10;"02";"022";0.0500880770073858;0.0165842725830483;0.099545104064985
2020-05-17;"02";"022";0.0152819298090351;0.00329453329564315;0.0349403737453389
2020-05-24;"02";"022";0.0189651476772478;0.00477294616473399;0.0396373891197507
2020-05-31;"02";"022";0.0184983863641475;0.0067645448016432;0.0355011147704899
2020-06-07;"02";"022";0.0345583310952301;0.0226034166042219;0.0490063898087413
2020-06-14;"02";"022";0.0702277856896398;0.0551037547680869;0.0870491780701613
2020-06-21;"02";"022";0.195496904025542;0.170448499746567;0.221927196217693
2020-06-28;"02";"022";0.28568962186569;0.253507538627241;0.318651729807807
2020-07-05;"02";"022";0.318351947879064;0.283830088374457;0.353269082349417
2020-07-12;"02";"022";0.331652885336354;0.289950046386674;0.373278870827409
2020-07-19;"02";"022";0.373584391700475;0.327826600986225;0.420863638365295
2020-07-26;"02";"022";0.37890941277541;0.323677360619918;0.435398386156395
2020-08-02;"02";"022";0.556980275322173;0.49193659767706;0.621579178414404
2020-08-09;"02";"022";0.527039748079805;0.444217055501744;0.602384164449616
2020-08-16;"02";"022";0.447140035667438;0.349948245526239;0.535946747572514
2020-08-23;"02";"022";0.440481951085224;0.300877299516533;0.572460549638672
2020-08-30;"02";"022";0.450700631871514;0.248857856229637;0.694052659075159
2020-03-08;"02";"023";0.0911440367482883;0.0200418839317171;0.206841095476907
2020-03-15;"02";"023";0.0911440367482883;0.0200418839317171;0.206841095476907
2020-03-22;"02";"023";0.0542417819690225;0.000263666328962659;0.249991864349173
2020-03-29;"02";"023";0.104382054975542;0.000594676280827155;0.368852771815929
2020-04-05;"02";"023";0.0395136001000489;8.31725820782705e-05;0.272112992994277
2020-04-12;"02";"023";0.114270359169118;0.0124944863557688;0.279484275234598
2020-04-19;"02";"023";0.0322738391824246;7.88199002209057e-05;0.172461459919622
2020-04-26;"02";"023";0.093668594662234;0.0188747305572958;0.212481065097238
2020-05-03;"02";"023";0.0679796335068785;0.0198455546192984;0.141024428728248
2020-05-10;"02";"023";0.0134350597183249;0.000127859373319276;0.0548932217465134
2020-05-17;"02";"023";0.0120672358056279;9.65104612391306e-05;0.0570711141016583
2020-05-24;"02";"023";0.00992925473414293;5.00165127263885e-05;0.0595746769661869
2020-05-31;"02";"023";0.0463140020688264;0.00263085131739942;0.147056146479919
2020-06-07;"02";"023";0.0219670542178424;7.65515394303366e-05;0.0979951508391377
2020-06-14;"02";"023";0.0637507074897283;0.00484530446866702;0.168895492441969
2020-06-21;"02";"023";0.108221665499638;0.0516055057272174;0.180938726246265
2020-06-28;"02";"023";0.0820339763688829;0.0335984447632109;0.148355798985054
2020-07-05;"02";"023";0.218357525888348;0.130090614771393;0.321287570063177
2020-07-12;"02";"023";0.341067593142968;0.194023986576619;0.503534647312821
2020-07-19;"02";"023";0.373775597770445;0.239804539094257;0.51485503448639
2020-07-26;"02";"023";0.440249992283682;0.255828800809163;0.629545674070294
2020-08-02;"02";"023";0.42013310715007;0.253365172088409;0.593247106729112
2020-08-09;"02";"023";0.50077815676636;0.308013842380952;0.69299070550649
2020-08-16;"02";"023";0.359189246501815;0.167704432964088;0.584494324189152
2020-08-23;"02";"023";0.456634072188636;0.242184940889916;0.682445521252241
2020-08-30;"02";"023";0.210507091710005;0.0444767495223776;0.479662535248135
2020-03-08;"03";"031";0.0879487996043517;0.019200247797948;0.199341418520544
2020-03-15;"03";"031";0.0879487996043517;0.019200247797948;0.199341418520544
2020-03-22;"03";"031";0.110625741719793;0.000427784138396662;0.432231402921177
2020-03-29;"03";"031";0.0520460025284575;0.000263530744073286;0.219885611926348
2020-04-05;"03";"031";0.144181002253621;0.000255357927425559;0.489878720473973
2020-04-12;"03";"031";0.0436383424499776;0.000105889688132503;0.208054690546192
2020-04-19;"03";"031";0.192052606564964;0.000803546949165085;0.528663625364098
2020-04-26;"03";"031";0.0906510529819943;0.000261630080356473;0.276894797043264
2020-05-03;"03";"031";0.235997250613769;0.0949527095375935;0.414442046865528
2020-05-10;"03";"031";0.301333169510234;0.174335203576881;0.438184089656313
2020-05-17;"03";"031";0.354661350054394;0.197504036912204;0.530527522478737
2020-05-24;"03";"031";0.392958991732066;0.248569863912823;0.544685871132395
2020-05-31;"03";"031";0.285349108330308;0.192970276074982;0.388005119173626
2020-06-07;"03";"031";0.252325652020574;0.185785203689486;0.325743197205376
2020-06-14;"03";"031";0.117002526066996;0.0694880377153088;0.172739002447733
2020-06-21;"03";"031";0.180390143810228;0.126531583339046;0.241003873551401
2020-06-28;"03";"031";0.229860228068578;0.17230383183507;0.292128921063271
2020-07-05;"03";"031";0.311877173165609;0.25037976953091;0.376884281055806
2020-07-12;"03";"031";0.323944189943995;0.265463951169496;0.385891375468801
2020-07-19;"03";"031";0.315275270660416;0.267931757888431;0.364574347617755
2020-07-26;"03";"031";0.25974624134333;0.225460932801781;0.295330142820455
2020-08-02;"03";"031";0.222017439444601;0.19300491432625;0.252985827457451
2020-08-09;"03";"031";0.268335349608715;0.229375125566642;0.304561370845613
2020-08-16;"03";"031";0.284732335676257;0.197314853312029;0.360141290626649
2020-08-23;"03";"031";0.29320353220582;0.185582014507928;0.396814955913156
2020-08-30;"03";"031";0.386013554995535;0.201328038546188;0.618335665507074
2020-03-08;"03";"032";0.117648569202145;0.0284638020361443;0.253385589094947
2020-03-15;"03";"032";0.117648569202145;0.0284638020361443;0.253385589094947
2020-03-22;"03";"032";0.109166441313478;0.000583014279222352;0.441562840671042
2020-03-29;"03";"032";0.261389179812836;0.0312974122982688;0.595770598937962
2020-04-05;"03";"032";0.108856918141526;0.000179784245015202;0.464109027469832
2020-04-12;"03";"032";0.24448321332796;0.00395462992110578;0.64891730815208
2020-04-19;"03";"032";0.110871646870487;0.000172097718086781;0.46167150420724
2020-04-26;"03";"032";0.258728688835016;0.00151671102117985;0.686668538209106
2020-05-03;"03";"032";0.133636876621287;0.000272912593972121;0.455039654164732
2020-05-10;"03";"032";0.242835214452087;0.0019012115738661;0.629849384338423
2020-05-17;"03";"032";0.20283736977006;0.0291201147042388;0.459651064805963
2020-05-24;"03";"032";0.255035771467531;0.0526854883217279;0.540204565648946
2020-05-31;"03";"032";0.197322868695345;0.0361127114819161;0.434091627566229
2020-06-07;"03";"032";0.137602508807829;0.00400725717334264;0.367567832238638
2020-06-14;"03";"032";0.167389292973575;0.0475512510598237;0.337384425476795
2020-06-21;"03";"032";0.169099092137504;0.0430773752268912;0.345487108775245
2020-06-28;"03";"032";0.227337303708262;0.0629023836637161;0.455723127456621
2020-07-05;"03";"032";0.304959583821997;0.142527883992516;0.5011268450714
2020-07-12;"03";"032";0.151947539698928;0.0396076221064065;0.314663894572014
2020-07-19;"03";"032";0.249955367833659;0.0830084770340527;0.474669660214357
2020-07-26;"03";"032";0.127419670934274;0.0313625671371542;0.274044395755459
2020-08-02;"03";"032";0.173050218543014;0.0371063454063483;0.356252619401322
2020-08-09;"03";"032";0.156888508561697;0.0561923400370431;0.297785679568013
2020-08-16;"03";"032";0.187288879297329;0.101061880413204;0.289447939920405
2020-08-23;"03";"032";0.0901433830441154;0.0223666211773957;0.214450433510907
2020-08-30;"03";"032";0.377652374322364;0.140648136374529;0.668640241238001
2020-03-08;"03";"033";0.103943464432171;0.0228459760293611;0.236201386433158
2020-03-15;"03";"033";0.103943464432171;0.0228459760293611;0.236201386433158
2020-03-22;"03";"033";0.117211140592542;0.000596374888830641;0.454950022580324
2020-03-29;"03";"033";0.125309694341215;0.000773379545611058;0.444498653130746
2020-04-05;"03";"033";0.113808733216918;0.000249562079668662;0.417168107032711
2020-04-12;"03";"033";0.13830515831739;0.000506883772577557;0.441523812659082
2020-04-19;"03";"033";0.111070659810537;0.000659294976349082;0.339736705856634
2020-04-26;"03";"033";0.203435878100461;0.0373026723118125;0.422728393612773
2020-05-03;"03";"033";0.297994738504902;0.119704179657047;0.515668931542388
2020-05-10;"03";"033";0.366545000965934;0.185848509080705;0.578961572487406
2020-05-17;"03";"033";0.17832631329495;0.0139506807444449;0.423396941859799
2020-05-24;"03";"033";0.312921098470109;0.118104544654001;0.542987726441807
2020-05-31;"03";"033";0.136668857198841;0.0409262992323348;0.27395623477463
2020-06-07;"03";"033";0.274903128516022;0.16296134145222;0.402369680296184
2020-06-14;"03";"033";0.102445041019793;0.0402080411128291;0.184669389411816
2020-06-21;"03";"033";0.232854212650489;0.151767203750804;0.325124607967698
2020-06-28;"03";"033";0.263048441691729;0.169886598690762;0.367663359218661
2020-07-05;"03";"033";0.476463071707519;0.379524864751854;0.574425126619294
2020-07-12;"03";"033";0.646875840657689;0.548890651528785;0.739931106154269
2020-07-19;"03";"033";0.542357097018896;0.409179031606007;0.670772935935156
2020-07-26;"03";"033";0.34048125041003;0.229011577432132;0.461422899367282
2020-08-02;"03";"033";0.19907086179294;0.11110849307375;0.307172306575524
2020-08-09;"03";"033";0.197389811880253;0.112674639498651;0.29787507673259
2020-08-16;"03";"033";0.327663459215254;0.209125010503503;0.440886272523169
2020-08-23;"03";"033";0.254920384269964;0.13905424253517;0.378482703068922
2020-08-30;"03";"033";0.175773119012941;0.0513492655781268;0.369390880675843
2020-03-08;"04";"041";0.0764700624557357;0.0165080944952497;0.169372408379449
2020-03-15;"04";"041";0.0764700624557357;0.0165080944952497;0.169372408379449
2020-03-22;"04";"041";0.0706146619037905;0.000861471401267836;0.224803608011479
2020-03-29;"04";"041";0.0586684119127427;0.000510669247316438;0.196434018330385
2020-04-05;"04";"041";0.0746968027532245;0.000261453653253498;0.259314710170041
2020-04-12;"04";"041";0.0421829716852773;0.000134070844656692;0.183097680859497
2020-04-19;"04";"041";0.174877267471712;0.0432607543837429;0.358007669172363
2020-04-26;"04";"041";0.0573638607798937;0.00371015317865566;0.173543956626813
2020-05-03;"04";"041";0.140155444934383;0.0602285744880807;0.244932204524222
2020-05-10;"04";"041";0.0583874499327961;0.0152148402336558;0.109342184381253
2020-05-17;"04";"041";0.0414733659953333;0.0132046964315243;0.0830710778417166
2020-05-24;"04";"041";0.0783079654738578;0.0397259468004696;0.12642974278407
2020-05-31;"04";"041";0.0799610753735933;0.0493639211776123;0.115918269922333
2020-06-07;"04";"041";0.116622439808929;0.0801925028633651;0.158685360075413
2020-06-14;"04";"041";0.220849546975881;0.176730002218027;0.269291018929344
2020-06-21;"04";"041";0.26692969992706;0.22356605662705;0.313365930688574
2020-06-28;"04";"041";0.294806510720102;0.251185331871993;0.338963149393386
2020-07-05;"04";"041";0.196734211862394;0.161421971700599;0.234120969485697
2020-07-12;"04";"041";0.206429426569096;0.174795170685636;0.239299712688791
2020-07-19;"04";"041";0.158593969958995;0.13206273362772;0.187450806088156
2020-07-26;"04";"041";0.246087658944111;0.215500649627319;0.27839065032019
2020-08-02;"04";"041";0.290890900170496;0.256729297350684;0.325497872046583
2020-08-09;"04";"041";0.247698013025286;0.208495108812641;0.286253763723497
2020-08-16;"04";"041";0.252417508821403;0.196759840511115;0.304700034134634
2020-08-23;"04";"041";0.301764725504086;0.205363786046903;0.385637017353502
2020-08-30;"04";"041";0.332337003174403;0.175890509500546;0.534137421485866
2020-03-08;"04";"042";0.0875741445041691;0.0188728099464193;0.196365338090801
2020-03-15;"04";"042";0.0875741445041691;0.0188728099464193;0.196365338090801
2020-03-22;"04";"042";0.0637660854511673;0.00027187562922204;0.255522282466611
2020-03-29;"04";"042";0.0830506748282606;0.000487702414837417;0.293344149717811
2020-04-05;"04";"042";0.0501563329670889;0.000145896805625942;0.219320438792839
2020-04-12;"04";"042";0.206144089168216;0.0531497940874775;0.425930846816583
2020-04-19;"04";"042";0.126415401389236;0.00800099491891345;0.370503367611775
2020-04-26;"04";"042";0.132815266652575;0.00223321937214307;0.437065453919124
2020-05-03;"04";"042";0.174929785633944;0.0177623315686506;0.42575720608999
2020-05-10;"04";"042";0.0577134403856513;0.000183678630494707;0.252695784863224
2020-05-17;"04";"042";0.12861423886294;0.00157140930662876;0.35440363406986
2020-05-24;"04";"042";0.0349668497393477;8.36071454922863e-05;0.174089851740282
2020-05-31;"04";"042";0.199387879515287;0.0958902504013692;0.324442333173019
2020-06-07;"04";"042";0.127064309813438;0.0459650464623832;0.239539376006047
2020-06-14;"04";"042";0.25164785679039;0.131232001709232;0.396375089547675
2020-06-21;"04";"042";0.306672824432747;0.184409583232842;0.443373829450031
2020-06-28;"04";"042";0.297217412368141;0.20578965066659;0.396759663799745
2020-07-05;"04";"042";0.240869022695371;0.154820781649972;0.342554301655252
2020-07-12;"04";"042";0.327572247791419;0.240657979963821;0.419438206944
2020-07-19;"04";"042";0.0437220612940378;0.0062278890648475;0.112518542063434
2020-07-26;"04";"042";0.127318413619165;0.0693966101798271;0.199358039570389
2020-08-02;"04";"042";0.133985114670271;0.0754378253481146;0.205016467490396
2020-08-09;"04";"042";0.0645964934716793;0.0182392507205743;0.133804532806556
2020-08-16;"04";"042";0.216559496207691;0.129408461320823;0.314512815998998
2020-08-23;"04";"042";0.145472586906064;0.066218600851971;0.253556964836796
2020-08-30;"04";"042";0.356391999459925;0.137406721849391;0.638944371091153
2020-03-08;"04";"043";0.0901585738096149;0.0208941046600248;0.201256219798577
2020-03-15;"04";"043";0.0901585738096149;0.0208941046600248;0.201256219798577
2020-03-22;"04";"043";0.0549341487009726;0.000280777171646886;0.246710809352961
2020-03-29;"04";"043";0.145587906779991;0.0128254809444576;0.392695028624999
2020-04-05;"04";"043";0.0483180914891758;0.000110385249868237;0.235679462210051
2020-04-12;"04";"043";0.131659060011387;0.000816864967993253;0.44146445469843
2020-04-19;"04";"043";0.0628699740299753;0.000116111915105369;0.279025790065866
2020-04-26;"04";"043";0.146766982873118;0.00105976662706752;0.417030775703152
2020-05-03;"04";"043";0.0948844826287213;0.0173119870462536;0.215952322547536
2020-05-10;"04";"043";0.121147499551518;0.0473449668243902;0.220178252411744
2020-05-17;"04";"043";0.0694288873879457;0.0190130527217357;0.147737241935824
2020-05-24;"04";"043";0.00992482488072198;0.000183014415799327;0.0381844378986289
2020-05-31;"04";"043";0.0969188813943545;0.0535100130537512;0.149209330882848
2020-06-07;"04";"043";0.0571337027144632;0.026589617786582;0.0972284908745697
2020-06-14;"04";"043";0.165894950213239;0.118527574085708;0.218801035243476
2020-06-21;"04";"043";0.208906829439625;0.146368420715321;0.277486321970709
2020-06-28;"04";"043";0.271739752035993;0.199624713754075;0.348695358977069
2020-07-05;"04";"043";0.267560474056738;0.188373685417027;0.35524486268874
2020-07-12;"04";"043";0.278859188608281;0.1947654835932;0.370879549295515
2020-07-19;"04";"043";0.199650271350775;0.128692270778994;0.280493638474437
2020-07-26;"04";"043";0.213943901864065;0.142807707599796;0.29536117069423
2020-08-02;"04";"043";0.166673712491441;0.10918238047638;0.234657436610632
2020-08-09;"04";"043";0.0870138784864231;0.0511346590970507;0.130095196132856
2020-08-16;"04";"043";0.131786825052423;0.0891194076796578;0.180080179020466
2020-08-23;"04";"043";0.104000583516405;0.0639836818860086;0.152324748342107
2020-08-30;"04";"043";0.191115635421233;0.0925990551187018;0.333883951057881
2020-03-08;"05";"051";0.0730628661213963;0.0178296819855352;0.155534252988797
2020-03-15;"05";"051";0.0730628661213963;0.0178296819855352;0.155534252988797
2020-03-22;"05";"051";0.0684187730884691;0.0122175883661434;0.158285910315819
2020-03-29;"05";"051";0.0454798811437839;0.00785657195935277;0.110656924426358
2020-04-05;"05";"051";0.188419201810897;0.0930988613618511;0.302331371462845
2020-04-12;"05";"051";0.0140254730301507;7.98259253462529e-05;0.0659087344619345
2020-04-19;"05";"051";0.158821301419856;0.0775898175542303;0.259389608386217
2020-04-26;"05";"051";0.178545386277819;0.104277172020259;0.269513477690758
2020-05-03;"05";"051";0.114090309790623;0.0720147446136827;0.161780708622304
2020-05-10;"05";"051";0.124416972741567;0.0898650858062958;0.16321539731408
2020-05-17;"05";"051";0.0848362787596954;0.0596447169404342;0.113057631724124
2020-05-24;"05";"051";0.0550135836843254;0.0366417696789368;0.0768619520403069
2020-05-31;"05";"051";0.0884555623817847;0.0669382438755471;0.112803611035861
2020-06-07;"05";"051";0.119384194254697;0.096832517281125;0.143510846632367
2020-06-14;"05";"051";0.17610666558754;0.149039294557319;0.204974976779758
2020-06-21;"05";"051";0.170875545698127;0.14455858749985;0.199258498924678
2020-06-28;"05";"051";0.203240411595576;0.171242840459056;0.236661572882531
2020-07-05;"05";"051";0.217935609647583;0.183303764007426;0.254008224792804
2020-07-12;"05";"051";0.291210726510701;0.251696524722521;0.331536373989316
2020-07-19;"05";"051";0.30934976421772;0.268581470559591;0.351234852070059
2020-07-26;"05";"051";0.239225200762024;0.200762357239883;0.280293713080924
2020-08-02;"05";"051";0.243166746913876;0.201052125663257;0.287123503323686
2020-08-09;"05";"051";0.281400701055872;0.236969090446504;0.325436525628682
2020-08-16;"05";"051";0.236311106361311;0.186613599330974;0.284850786296985
2020-08-23;"05";"051";0.161075356857953;0.118543546383963;0.205003138548876
2020-08-30;"05";"051";0.136226537643951;0.0700086956884362;0.233702114392929
2020-03-08;"05";"052";0.10661534432743;0.0234906548874444;0.238118773047219
2020-03-15;"05";"052";0.10661534432743;0.0234906548874444;0.238118773047219
2020-03-22;"05";"052";0.185881609757385;0.00266074630377243;0.499149693723201
