"fecha";"region";"provincia";"prob48.estimado";"prob48.linf";"prob48.lsup"
2020-03-08;"15";"151";0.0789772675312741;0.0171934877755128;0.178036850328236
2020-03-15;"15";"151";0.0789772675312741;0.0171934877755128;0.178036850328236
2020-03-22;"15";"151";0.105491037243078;0.000789014551004557;0.330136656617253
2020-03-29;"15";"151";0.0389274397857121;0.000271465076258734;0.151749459881406
2020-04-05;"15";"151";0.1604796517213;0.0878342944127004;0.244792131539793
2020-04-12;"15";"151";0.351819156103721;0.249680166136037;0.461952625415354
2020-04-19;"15";"151";0.175239151246923;0.0933864566444261;0.274936387908128
2020-04-26;"15";"151";0.25406114716571;0.163823001941924;0.355396381468205
2020-05-03;"15";"151";0.238830635342658;0.143128721754652;0.350512973994468
2020-05-10;"15";"151";0.306672009394458;0.194976601568104;0.428943952774545
2020-05-17;"15";"151";0.263462278653619;0.184656938532997;0.350411765504631
2020-05-24;"15";"151";0.298073678258819;0.227722145812887;0.371791750764676
2020-05-31;"15";"151";0.274005248549533;0.214651059921623;0.337236294754523
2020-06-07;"15";"151";0.360923767979324;0.305278281683476;0.417313036356055
2020-06-14;"15";"151";0.351684709148786;0.297890122657825;0.408636921687204
2020-06-21;"15";"151";0.416362922951902;0.361786087297478;0.472045422977129
2020-06-28;"15";"151";0.362429552558733;0.312994180424767;0.412753496553191
2020-07-05;"15";"151";0.371297136981308;0.326968432719512;0.416235783747971
2020-07-12;"15";"151";0.347590661630381;0.312001756691332;0.384602511399743
2020-07-19;"15";"151";0.311167290055104;0.279137473274947;0.345059511816091
2020-07-26;"15";"151";0.295755708567035;0.263285817257004;0.329156287165615
2020-08-02;"15";"151";0.237668437999341;0.204145271855929;0.273291144311092
2020-08-09;"15";"151";0.262051364913495;0.222344696734791;0.301021018772717
2020-08-16;"15";"151";0.372518091907253;0.297640268144179;0.436802442809849
2020-08-23;"15";"151";0.38667019177536;0.271478886715339;0.489416897695305
2020-08-30;"15";"151";0.328633029952351;0.186385328651103;0.507949713613761
2020-03-08;"15";"152";0.0999571959653718;0.0219957640064078;0.222346000836808
2020-03-15;"15";"152";0.0999571959653718;0.0219957640064078;0.222346000836808
2020-03-22;"15";"152";0.103464700934974;0.000517232000731636;0.385024616099677
2020-03-29;"15";"152";0.108184779324975;0.00049146304095312;0.388006705828628
2020-04-05;"15";"152";0.101697662474901;0.00033667920169184;0.409090051042961
2020-04-12;"15";"152";0.143672206969735;0.000344218071099377;0.434190030061787
2020-04-19;"15";"152";0.136782490589727;0.000630570183217881;0.546321823283423
2020-04-26;"15";"152";0.145734179826233;0.000933343744523474;0.388234879900502
2020-05-03;"15";"152";0.16107437231296;0.000837996604566581;0.54308406690242
2020-05-10;"15";"152";0.111295831187287;0.00154911090089119;0.389311577816116
2020-05-17;"15";"152";0.191216196070143;0.000433160388856639;0.602135850134872
2020-05-24;"15";"152";0.0794848288475139;0.000329076606100116;0.307688657251957
2020-05-31;"15";"152";0.21279498113272;0.00067706763703291;0.620263961858385
2020-06-07;"15";"152";0.148641438931845;0.000839775826854878;0.396635197733613
2020-06-14;"15";"152";0.358999503351083;0.144999667333025;0.610937392013296
2020-06-21;"15";"152";0.167805185474484;0.00133282940899295;0.497542802778789
2020-06-28;"15";"152";0.414836637856934;0.104182815207489;0.742192499259109
2020-07-05;"15";"152";0.292974776440804;0.0853413160830833;0.536888143094707
2020-07-12;"15";"152";0.546370431243932;0.302341649200202;0.770366907961521
2020-07-19;"15";"152";0.238917462476636;0.0913272682919568;0.43588381352693
2020-07-26;"15";"152";0.351348594093208;0.102890495447766;0.646408515848381
2020-08-02;"15";"152";0.105350577825088;0.0193611885960708;0.229040171040717
2020-08-09;"15";"152";0.262830116769272;0.144395547801031;0.400588654229121
2020-08-16;"15";"152";0.346225243356073;0.138008135736489;0.608316822079149
2020-08-23;"15";"152";0.215392312618631;0.0357427365910817;0.495659751045319
2020-08-30;"15";"152";0.305393166270266;0.0504154865465727;0.680462149605658
2020-03-08;"01";"011";0.071382600563605;0.015270554646016;0.163751984479513
2020-03-15;"01";"011";0.071382600563605;0.015270554646016;0.163751984479513
2020-03-22;"01";"011";0.028201894895673;0.000148127276229545;0.125102535992048
2020-03-29;"01";"011";0.0279620944518814;0.000146863962791729;0.128573270424588
2020-04-05;"01";"011";0.0305736903655843;7.7265899497832e-05;0.146193629581031
2020-04-12;"01";"011";0.0596397140724095;0.00454480478911296;0.162897033006836
2020-04-19;"01";"011";0.092614959946257;0.0240558524341668;0.193573909420545
2020-04-26;"01";"011";0.186921291852593;0.115965410360819;0.269846357861445
2020-05-03;"01";"011";0.193338607532412;0.143377583854988;0.247493591428928
2020-05-10;"01";"011";0.126254224570917;0.0891391308485113;0.169989567368488
2020-05-17;"01";"011";0.146751322960375;0.120764538285436;0.174406548030397
2020-05-24;"01";"011";0.16987123727965;0.144711005213229;0.196817408412111
2020-05-31;"01";"011";0.232275552463773;0.203190965529781;0.262791201887176
2020-06-07;"01";"011";0.236698064602636;0.205881716211388;0.268616083344987
2020-06-14;"01";"011";0.310165437111183;0.27498798218431;0.34543445805806
2020-06-21;"01";"011";0.31099456139483;0.273861265224455;0.348955649142251
2020-06-28;"01";"011";0.328501646410871;0.287703612473264;0.370257437707053
2020-07-05;"01";"011";0.314389883075303;0.272563367304031;0.356951728105433
2020-07-12;"01";"011";0.360655147052594;0.31272814811701;0.408729149111298
2020-07-19;"01";"011";0.285798415678271;0.243015581260893;0.331391910746971
2020-07-26;"01";"011";0.311066630534387;0.270015494740043;0.354080635418538
2020-08-02;"01";"011";0.361501648104375;0.314498978868372;0.409690888647264
2020-08-09;"01";"011";0.259927979260192;0.199296003430652;0.317994465236369
2020-08-16;"01";"011";0.400695702873812;0.329181565642735;0.463372320345732
2020-08-23;"01";"011";0.337067149564287;0.218481249136628;0.458677436881723
2020-08-30;"01";"011";0.275274146749335;0.136963693102098;0.468510511741139
2020-03-08;"01";"014";0.0823724959306471;0.0186827658345553;0.189863416193609
2020-03-15;"01";"014";0.0823724959306471;0.0186827658345553;0.189863416193609
2020-03-22;"01";"014";0.0556757769330087;0.000255366728275119;0.262330364666519
2020-03-29;"01";"014";0.0429517900595595;0.000225078458235029;0.189300012521644
2020-04-05;"01";"014";0.0309429719227769;8.80226038795987e-05;0.163703209275157
2020-04-12;"01";"014";0.0229328705693031;7.54524256699702e-05;0.119467128247619
2020-04-19;"01";"014";0.0355856297887622;9.12790563099146e-05;0.154395603518609
2020-04-26;"01";"014";0.0717199041712449;0.000122500052323309;0.290174793606974
2020-05-03;"01";"014";0.02415873346113;6.99566999229309e-05;0.143586442508817
2020-05-10;"01";"014";0.19224324586967;0.0595739482097824;0.373454645121917
2020-05-17;"01";"014";0.0485716618002474;0.00359011798406166;0.137446462808959
2020-05-24;"01";"014";0.112378122648461;0.0497475650715621;0.193755998012037
2020-05-31;"01";"014";0.125694704069026;0.0666499414509766;0.198524258993304
2020-06-07;"01";"014";0.157161478132428;0.0991119284475032;0.226241636089805
2020-06-14;"01";"014";0.309400645713371;0.236986695285526;0.386839911569144
2020-06-21;"01";"014";0.234674757523961;0.160201206743742;0.318900864277154
2020-06-28;"01";"014";0.247875226409196;0.166084429853185;0.338762158271268
2020-07-05;"01";"014";0.413865019817895;0.336917317137123;0.494879565853691
2020-07-12;"01";"014";0.346362347320918;0.267913448144693;0.43164220097881
2020-07-19;"01";"014";0.319703792002772;0.236786582304179;0.405467970859229
2020-07-26;"01";"014";0.359380611415508;0.268528279113535;0.454853086090113
2020-08-02;"01";"014";0.673528167294533;0.591700904145807;0.750777906284781
