"fecha";"region";"servicio.salud";"r.estimado";"r.liminf";"r.lisup"
"2020-03-08";15;151011;3.49540731884018;0;3.99
"2020-03-09";15;151011;2.97739206199232;0;3.99
"2020-03-10";15;151011;2.74077350492209;0;3.99
"2020-03-11";15;151011;2.40611582239987;0;3.99
"2020-03-12";15;151011;2.2838658038315;0;3.99
"2020-03-13";15;151011;2.15367393677159;0;3.99
"2020-03-14";15;151011;2.04008427201721;0;3.99
"2020-03-15";15;151011;1.95919780595972;0;3.99
"2020-03-16";15;151011;1.93456705643484;0;3.99
"2020-03-17";15;151011;1.85585362500168;0;3.99
"2020-03-18";15;151011;1.88550933093703;0;3.99
"2020-03-19";15;151011;1.84306853859683;0;3.99
"2020-03-20";15;151011;1.84213390152441;0;3.99
"2020-03-21";15;151011;1.92237490931083;0;3.99
"2020-03-22";15;151011;1.95933094874431;0;3.99
"2020-03-23";15;151011;1.95629236281891;0;3.99
"2020-03-24";15;151011;2.00638657497235;0;3.99
"2020-03-25";15;151011;1.9958240272537;0.0766617925201822;3.91498626198722
"2020-03-26";15;151011;2.1085449891796;0.294883471159967;3.92220650719923
"2020-03-27";15;151011;2.08304620294741;0.409818832780848;3.75627357311398
"2020-03-28";15;151011;2.09647369827774;0.500381675616058;3.69256572093942
"2020-03-29";15;151011;2.0635637015206;0.636713624058544;3.49041377898267
"2020-03-30";15;151011;2.11628880567792;0.776739598416014;3.45583801293982
"2020-03-31";15;151011;2.03136494257875;0.791824768698204;3.2709051164593
"2020-04-01";15;151011;2.02925304938986;0.885786945864858;3.17271915291487
"2020-04-02";15;151011;1.96013291101844;0.906789083442107;3.01347673859477
"2020-04-03";15;151011;1.87885281474536;0.919938296985629;2.83776733250509
"2020-04-04";15;151011;1.84847262917762;0.938332761430365;2.75861249692489
"2020-04-05";15;151011;1.74803405689114;0.948967044559073;2.54710106922321
"2020-04-06";15;151011;1.60239247978751;0.911977502397572;2.29280745717744
"2020-04-07";15;151011;1.50420610456481;0.894942048052277;2.11347016107734
"2020-04-08";15;151011;1.40544768633866;0.866398949606411;1.94449642307091
"2020-04-09";15;151011;1.26901063595768;0.802588056737845;1.73543321517753
"2020-04-10";15;151011;1.16309168399402;0.755765542346652;1.57041782564138
"2020-04-11";15;151011;1.0406392680967;0.670921063231025;1.41035747296237
"2020-04-12";15;151011;0.964397059485339;0.607867736788217;1.32092638218246
"2020-04-13";15;151011;0.918537554712741;0.574186648838971;1.26288846058651
"2020-04-14";15;151011;0.869879872847604;0.526071219211687;1.21368852648352
"2020-04-15";15;151011;0.835098674217838;0.479221325834996;1.19097602260068
"2020-04-16";15;151011;0.863348581144151;0.495686380556599;1.2310107817317
"2020-04-17";15;151011;0.92740856366929;0.542681515565143;1.31213561177344
"2020-04-18";15;151011;0.983904926078498;0.614279081227122;1.35353077092988
"2020-04-19";15;151011;1.06174726981656;0.666548544036114;1.45694599559701
"2020-04-20";15;151011;1.14778273405775;0.724870878191471;1.57069458992403
"2020-04-21";15;151011;1.18584335824977;0.773749380947389;1.59793733555215
"2020-04-22";15;151011;1.19918998294866;0.796023140406977;1.60235682549034
"2020-04-23";15;151011;1.15578960000519;0.770852322909029;1.54072687710135
"2020-04-24";15;151011;1.08856405517284;0.726886672661878;1.45024143768379
"2020-04-25";15;151011;1.04512616254235;0.703058580764733;1.38719374431996
"2020-04-26";15;151011;0.992085099403938;0.653490209639616;1.33067998916826
"2020-04-27";15;151011;0.921926320833035;0.58366719344164;1.26018544822443
"2020-04-28";15;151011;0.909099544924462;0.571139160640014;1.24705992920891
"2020-04-29";15;151011;0.896870434459264;0.544163773874857;1.24957709504367
"2020-04-30";15;151011;0.913595100206957;0.558680389534892;1.26850981087902
"2020-05-01";15;151011;0.925828845889834;0.570865091061636;1.28079260071803
"2020-05-02";15;151011;0.920442621072911;0.561791913424864;1.27909332872096
"2020-05-03";15;151011;0.91889334089766;0.554513186710776;1.28327349508454
"2020-05-04";15;151011;0.919224312128515;0.551367315522669;1.28708130873436
"2020-05-05";15;151011;0.904769426919539;0.529601063223528;1.27993779061555
"2020-05-06";15;151011;0.900159450717967;0.510776273167341;1.28954262826859
"2020-05-07";15;151011;0.917327868271968;0.526616241659551;1.30803949488439
"2020-05-08";15;151011;0.941526203521308;0.557537943384314;1.3255144636583
"2020-05-09";15;151011;0.989907264015389;0.599202217311661;1.38061231071912
"2020-05-10";15;151011;1.04680344792134;0.657037005731042;1.43656989011164
"2020-05-11";15;151011;1.14741091782012;0.717714195123513;1.57710764051673
"2020-05-12";15;151011;1.20737024864313;0.746130727728637;1.66860976955762
"2020-05-13";15;151011;1.27306867526438;0.788954861684819;1.75718248884393
"2020-05-14";15;151011;1.31205619684043;0.821119251395614;1.80299314228525
"2020-05-15";15;151011;1.3342417213057;0.840108415723771;1.82837502688764
"2020-05-16";15;151011;1.37688613798782;0.893498003780739;1.8602742721949
"2020-05-17";15;151011;1.38310919505544;0.909104715953267;1.85711367415762
"2020-05-18";15;151011;1.39897630044779;0.930744061372999;1.86720853952259
"2020-05-19";15;151011;1.43640028234671;0.973820012423701;1.89898055226972
"2020-05-20";15;151011;1.39228583416664;0.958622615958174;1.82594905237511
"2020-05-21";15;151011;1.39111067281566;0.980666123798369;1.80155522183295
"2020-05-22";15;151011;1.38559583226642;0.985940460595103;1.78525120393773
"2020-05-23";15;151011;1.37158376516056;0.984219451389194;1.75894807893192
"2020-05-24";15;151011;1.32693445069135;0.961784901467284;1.69208399991542
"2020-05-25";15;151011;1.27002958207374;0.928918884545655;1.61114027960182
"2020-05-26";15;151011;1.21671257630184;0.910434566204221;1.52299058639946
"2020-05-27";15;151011;1.22758438802319;0.935045849181158;1.52012292686522
"2020-05-28";15;151011;1.22337131236274;0.927745074958961;1.51899754976652
"2020-05-29";15;151011;1.26094908904809;0.953361042695647;1.56853713540053
"2020-05-30";15;151011;1.28836288736731;0.975817421694576;1.60090835304005
"2020-05-31";15;151011;1.29884112885015;0.989069976588131;1.60861228111217
"2020-06-01";15;151011;1.39407010635834;1.07783928234299;1.71030093037368
"2020-06-02";15;151011;1.39582556046661;1.07237948649056;1.71927163444266
"2020-06-03";15;151011;1.35046299963947;1.03420852853199;1.66671747074694
"2020-06-04";15;151011;1.29921966849841;1.0025436860686;1.59589565092823
"2020-06-05";15;151011;1.21656020562737;0.953640995794863;1.47947941545987
"2020-06-06";15;151011;1.16649286626291;0.925945795631075;1.40703993689474
"2020-06-07";15;151011;1.12194177929623;0.903208309853186;1.34067524873927
"2020-06-08";15;151011;1.05223791186035;0.852702309371079;1.25177351434962
"2020-06-09";15;151011;1.0314801602858;0.838363370707592;1.224596949864
"2020-06-10";15;151011;1.06131655428588;0.865422911721171;1.2572101968506
"2020-06-11";15;151011;1.05252402404409;0.851397918263141;1.25365012982504
"2020-06-12";15;151011;1.05929329017608;0.863175882808257;1.25541069754391
"2020-06-13";15;151011;1.08565498256521;0.890782966447868;1.28052699868256
"2020-06-14";15;151011;1.10865124917434;0.915869626325366;1.30143287202331
"2020-06-15";15;151011;1.1017963419575;0.912736442970382;1.29085624094462
"2020-06-16";15;151011;1.08962990251876;0.895851002920976;1.28340880211654
"2020-06-17";15;151011;1.04624797267128;0.867178619258921;1.22531732608365
"2020-06-18";15;151011;1.04627953809523;0.866169149984031;1.22638992620643
"2020-06-19";15;151011;1.07436214151107;0.888877117726124;1.25984716529602
"2020-06-20";15;151011;1.03064416549369;0.849906311765205;1.21138201922217
"2020-06-21";15;151011;1.026106918683;0.847874987938305;1.20433884942769
"2020-06-22";15;151011;1.03757274454278;0.856101651056819;1.21904383802874
"2020-06-23";15;151011;1.0626158181614;0.881774777123816;1.24345685919899
"2020-06-24";15;151011;1.05240387517477;0.878760199718755;1.22604755063079
"2020-06-25";15;151011;1.07967767027728;0.903479873708522;1.25587546684603
"2020-06-26";15;151011;1.08271644045621;0.901964491065051;1.26346838984737
"2020-06-27";15;151011;1.13404499272636;0.940686337291252;1.32740364816147
"2020-06-28";15;151011;1.15605150447021;0.957576742094279;1.35452626684614
"2020-06-29";15;151011;1.1337259484303;0.946646396002904;1.32080550085769
"2020-06-30";15;151011;1.13984440659787;0.952673266626449;1.3270155465693
"2020-07-01";15;151011;1.20077325422483;1.01203760293557;1.38950890551408
"2020-07-02";15;151011;1.18048564093349;0.986865258384056;1.37410602348293
"2020-07-03";15;151011;1.17118317806997;0.976602573525471;1.36576378261447
"2020-07-04";15;151011;1.14799197917144;0.957244024253593;1.33873993408928
"2020-07-05";15;151011;1.15205302289634;0.961907375676639;1.34219867011604
"2020-07-06";15;151011;1.21487999299485;1.03191090583169;1.39784908015802
"2020-07-07";15;151011;1.19204278248401;1.01173374400895;1.37235182095907
"2020-07-08";15;151011;1.21251973913878;1.02993341371776;1.39510606455979
"2020-07-09";15;151011;1.24906888686145;1.06483586600319;1.4333019077197
"2020-07-10";15;151011;1.31993488817707;1.11948273598954;1.52038704036461
"2020-07-11";15;151011;1.30566479662185;1.09678260501826;1.51454698822543
"2020-07-12";15;151011;1.26911026372642;1.06134813077654;1.47687239667631
"2020-07-13";15;151011;1.23804901144799;1.03990998538652;1.43618803750946
"2020-07-14";15;151011;1.22043634288486;1.03688018242423;1.4039925033455
"2020-07-15";15;151011;1.19613014769308;1.02347256350401;1.36878773188215
"2020-07-16";15;151011;1.16719879819823;1.00827299635868;1.32612460003778
"2020-07-17";15;151011;1.12983471921203;0.985040950209935;1.27462848821412
"2020-07-18";15;151011;1.12923877101863;0.989101145841784;1.26937639619547
"2020-07-19";15;151011;1.10192252741072;0.971804031077919;1.23204102374351
"2020-07-20";15;151011;1.12306286812;0.992486467037446;1.25363926920255
"2020-07-21";15;151011;1.11744920707853;0.990067000083863;1.24483141407321
"2020-07-22";15;151011;1.11257091559392;0.984680164605373;1.24046166658246
"2020-07-23";15;151011;1.07764427230464;0.950657568076314;1.20463097653297
"2020-07-24";15;151011;1.01569337058548;0.895293088819251;1.13609365235171
"2020-07-25";15;151011;0.972987642522088;0.863266783175388;1.08270850186879
"2020-07-26";15;151011;0.96056857067177;0.855433017061562;1.06570412428198
"2020-07-27";15;151011;0.938945190099978;0.835955776920428;1.04193460327953
"2020-07-28";15;151011;0.925999290847031;0.818247812678659;1.0337507690154
"2020-07-29";15;151011;0.854690486647944;0.745527025421088;0.963853947874801
"2020-07-30";15;151011;0.86014206067893;0.740839680356234;0.979444441001626
"2020-07-31";15;151011;0.872297457917148;0.749185888191924;0.995409027642372
"2020-08-01";15;151011;0.896471003032092;0.777057683297128;1.01588432276706
"2020-08-02";15;151011;0.92813126771894;0.809783719345582;1.0464788160923
"2020-08-03";15;151011;0.911167481004461;0.795057136526975;1.02727782548195
"2020-08-04";15;151011;0.92752796195608;0.802058611839683;1.05299731207248
"2020-08-05";15;151011;0.99708910250102;0.870540942272567;1.12363726272947
"2020-08-06";15;151011;1.03090607317314;0.897857316562819;1.16395482978346
"2020-08-07";15;151011;1.02144726386491;0.892489221282192;1.15040530644763
"2020-08-08";15;151011;1.00452161116103;0.880165297076101;1.12887792524596
"2020-08-09";15;151011;0.987621093334575;0.869655418715638;1.10558676795351
"2020-08-10";15;151011;0.955585052922566;0.834303034580926;1.07686707126421
"2020-08-11";15;151011;0.957571248290609;0.822985184084434;1.09215731249678
"2020-08-12";15;151011;0.930532840796488;0.786705834944241;1.07435984664874
"2020-08-13";15;151011;0.888927434824795;0.728482521719505;1.04937234793009
"2020-08-14";15;151011;0.91231081796894;0.739377756728919;1.08524387920896
"2020-08-15";15;151011;0.9224246836271;0.747062055748588;1.09778731150561
"2020-08-16";15;151011;0.92886332130264;0.762390216834126;1.09533642577115
"2020-08-17";15;151011;0.962761032912623;0.792142640847161;1.13337942497809
"2020-08-18";15;151011;0.996810874137658;0.817759267292898;1.17586248098242
"2020-08-19";15;151011;0.99989949362698;0.820585969466562;1.1792130177874
"2020-08-20";15;151011;0.993433667628704;0.819392383954695;1.16747495130271
"2020-08-21";15;151011;0.962013368607445;0.788114935113045;1.13591180210185
"2020-08-22";15;151011;0.944373562072563;0.777094613079844;1.11165251106528
"2020-08-23";15;151011;0.933216319342714;0.775070509592304;1.09136212909312
"2020-08-24";15;151011;0.926079200809096;0.742666063688318;1.10949233792987
"2020-08-25";15;151011;0.894309713879975;0.672710847809329;1.11590857995062
"2020-08-26";15;151011;0.905320536973556;0.642639114951375;1.16800195899574
"2020-03-08";1;11011;3.18318702764407;0;3.99
"2020-03-09";1;11011;2.72970731611052;0;3.99
"2020-03-10";1;11011;2.54285840904111;0;3.99
"2020-03-11";1;11011;2.33027599311728;0;3.99
"2020-03-12";1;11011;2.1744614740182;0;3.99
"2020-03-13";1;11011;2.07823570480655;0;3.99
"2020-03-14";1;11011;2.07301701763436;0;3.99
"2020-03-15";1;11011;1.96931509776693;0;3.99
"2020-03-16";1;11011;1.93407478199428;0;3.99
"2020-03-17";1;11011;1.91375994954553;0;3.99
"2020-03-18";1;11011;1.96181441958187;0;3.99
"2020-03-19";1;11011;1.9174853776778;0;3.99
"2020-03-20";1;11011;1.86224898547804;0;3.77414848190749
"2020-03-21";1;11011;1.80543132708717;0;3.65453186089775
"2020-03-22";1;11011;1.79445636599703;0.0966816739645422;3.49223105802952
"2020-03-23";1;11011;1.76156699529313;0.14717538559404;3.37595860499222
"2020-03-24";1;11011;1.71973605767839;0.099282097225645;3.34019001813114
"2020-03-25";1;11011;1.66075798412562;0.154907134753176;3.16660883349806
"2020-03-26";1;11011;1.61763222436771;0.270010625745473;2.96525382298995
"2020-03-27";1;11011;1.57350977614386;0.323597267055835;2.82342228523188
"2020-03-28";1;11011;1.53165890572387;0.3740513771184;2.68926643432934
"2020-03-29";1;11011;1.47854734316592;0.38816512131442;2.56892956501741
"2020-03-30";1;11011;1.48609488465683;0.448819429146612;2.52337034016706
"2020-03-31";1;11011;1.48072140711763;0.483608436327943;2.47783437790731
