"fecha";"region";"provincia";"r.estimado";"r.liminf";"r.lisup"
"2020-03-08";16;163;3.63584437385391;0;3.99
"2020-03-09";16;163;3.42126142393004;0;3.99
"2020-03-10";16;163;3.19729305269084;0;3.99
"2020-03-11";16;163;2.87133103460526;0;3.99
"2020-03-12";16;163;2.82388503208298;0;3.99
"2020-03-13";16;163;2.83723821803237;0;3.99
"2020-03-14";16;163;2.6312111401238;0;3.99
"2020-03-15";16;163;2.63267527090909;0;3.99
"2020-03-16";16;163;2.52790970378526;0;3.99
"2020-03-17";16;163;2.44619430287847;0;3.99
"2020-03-18";16;163;2.38531499057924;0;3.99
"2020-03-19";16;163;2.42566895600693;0;3.99
"2020-03-20";16;163;2.23928422178515;0;3.99
"2020-03-21";16;163;2.19387761804962;0;3.99
"2020-03-22";16;163;2.11966566426868;0.0441781305273667;3.99
"2020-03-23";16;163;2.06531126823153;0.218041112116239;3.91258142434682
"2020-03-24";16;163;1.99836903676798;0.277987965379182;3.71875010815678
"2020-03-25";16;163;1.84612828585464;0.364991744961085;3.32726482674819
"2020-03-26";16;163;1.6777953697073;0.433235528216535;2.92235521119807
"2020-03-27";16;163;1.54607965852813;0.472435188117614;2.61972412893864
"2020-03-28";16;163;1.37594063551362;0.484792075434097;2.26708919559313
"2020-03-29";16;163;1.25070292687827;0.428059017414968;2.07334683634156
"2020-03-30";16;163;1.17142293501685;0.361790951807882;1.98105491822583
"2020-03-31";16;163;1.09735995931236;0.323366013632315;1.8713539049924
"2020-04-01";16;163;1.09145743076744;0.325893931035186;1.85702093049969
"2020-04-02";16;163;1.15222971994564;0.346085518800799;1.95837392109049
"2020-04-03";16;163;1.17058141824254;0.384056638160553;1.95710619832452
"2020-04-04";16;163;1.18630513568273;0.406847794018903;1.96576247734655
"2020-04-05";16;163;1.1779045322015;0.413436708926781;1.94237235547622
"2020-04-06";16;163;1.16018353175051;0.424721026939167;1.89564603656185
"2020-04-07";16;163;1.11582079384702;0.42181415142306;1.80982743627097
"2020-04-08";16;163;1.0898773670284;0.398842182987269;1.78091255106952
"2020-04-09";16;163;1.0033962377295;0.328047753344829;1.67874472211416
"2020-04-10";16;163;0.961896803510573;0.299391087479759;1.62440251954139
"2020-04-11";16;163;0.936277561661811;0.285505567872351;1.58704955545127
"2020-04-12";16;163;0.938953841884337;0.284710611166445;1.59319707260223
"2020-04-13";16;163;0.963638336633253;0.296939035244667;1.63033763802184
"2020-04-14";16;163;1.0041631388992;0.301527384070869;1.70679889372754
"2020-04-15";16;163;1.00975562256101;0.267139777816897;1.75237146730513
"2020-04-16";16;163;1.02703183343771;0.295561223862084;1.75850244301334
"2020-04-17";16;163;1.02582693949339;0.330559595911003;1.72109428307578
"2020-04-18";16;163;1.04122002876762;0.341743926763748;1.74069613077149
"2020-04-19";16;163;1.05255359979998;0.364194443425072;1.74091275617489
"2020-04-20";16;163;1.01453658752754;0.339257870311452;1.68981530474363
"2020-04-21";16;163;0.997388768247669;0.320022103069521;1.67475543342582
"2020-04-22";16;163;0.961738272897921;0.312222543972468;1.61125400182337
"2020-04-23";16;163;0.939838062421351;0.259601240440808;1.62007488440189
"2020-04-24";16;163;0.930796801146796;0.242383305639981;1.61921029665361
"2020-04-25";16;163;0.917662914588989;0.218244916319694;1.61708091285829
"2020-04-26";16;163;0.903190159722125;0.203902449421492;1.60247787002276
"2020-04-27";16;163;0.907336403544448;0.192683304834832;1.62198950225406
"2020-04-28";16;163;0.883790851231126;0.187157187241653;1.5804245152206
"2020-04-29";16;163;0.889778793459241;0.178752648836217;1.60080493808227
"2020-04-30";16;163;0.865099108794331;0.148389667794316;1.58180854979435
"2020-05-01";16;163;0.86669469019231;0.122662697239599;1.61072668314502
"2020-05-02";16;163;0.869321951248278;0.0996219235617016;1.63902197893486
"2020-05-03";16;163;0.869156166517054;0.082909943922393;1.65540238911171
"2020-05-04";16;163;0.865822779889992;0.0679253728461586;1.66372018693383
"2020-05-05";16;163;0.951218723805954;0.0531660166261968;1.84927143098571
"2020-05-06";16;163;1.02053896295916;0.107767127547136;1.93331079837119
"2020-05-07";16;163;1.10293932374911;0.15964978089017;2.04622886660805
"2020-05-08";16;163;1.18193503140409;0.212326096572613;2.15154396623557
"2020-05-09";16;163;1.24746024932332;0.20293253192188;2.29198796672475
"2020-05-10";16;163;1.32108909395414;0.229538320901773;2.4126398670065
"2020-05-11";16;163;1.42945382827556;0.262537055288979;2.59637060126213
"2020-05-12";16;163;1.44386012038171;0.309322937682576;2.57839730308084
"2020-05-13";16;163;1.41691797890846;0.37098564778815;2.46285031002876
"2020-05-14";16;163;1.50106245367713;0.436326391771018;2.56579851558324
"2020-05-15";16;163;1.53882403423678;0.452982052622787;2.62466601585077
"2020-05-16";16;163;1.57969568249446;0.516917670289236;2.64247369469968
"2020-05-17";16;163;1.59201615983925;0.568174882654876;2.61585743702362
"2020-05-18";16;163;1.51770624437217;0.566987335060081;2.46842515368425
"2020-05-19";16;163;1.46037515025607;0.574822907184699;2.34592739332744
"2020-05-20";16;163;1.45307998634632;0.637248604769749;2.2689113679229
