Fecha,Servicio salud,Codigo region,Region,Camas ocupadas intensivo,Camas totales intensivo,Camas ocupadas intermedio,Camas totales intermedio,Vmi covid19 confirmados,Vmi covid19 sospechosos,Vmi ocupados,Vmi totales
2020-08-01,SS METROPOLITANO NORTE,13,Metropolitana,182,216,150.0,198,101,1,143,217
2020-08-01,SS METROPOLITANO OCCIDENTE,13,Metropolitana,165,178,68.0,75,122,1,145,193
2020-08-01,SS METROPOLITANO ORIENTE,13,Metropolitana,386,506,378.0,455,211,16,267,470
2020-08-01,SS METROPOLITANO SUR,13,Metropolitana,118,126,102.0,114,68,1,95,126
2020-08-01,SS METROPOLITANO SUR ORIENTE,13,Metropolitana,164,185,63.0,148,116,1,136,206
2020-08-01,SS ÑUBLE,16,Ñuble,13,30,19.0,21,7,0,8,34
2020-08-01,SS OSORNO,10,Los Lagos,20,29,17.0,16,4,0,11,26
2020-08-01,SS TALCAHUANO,8,Bíobío,48,60,36.0,49,23,0,33,53
2020-08-01,SS VALDIVIA,14,Los Ríos,16,23,11.0,18,1,0,11,24
2020-08-01,SS VALPARAISO SAN ANTONIO,5,Valparaíso,35,45,40.0,56,13,0,26,45
2020-08-01,SS VIÑA DEL MAR QUILLOTA,5,Valparaíso,123,167,56.0,94,50,4,77,135
2020-08-02,SS ACONGAGUA,5,Valparaíso,20,28,10.0,14,8,0,15,28
2020-08-02,SS AISÉN,11,Aysén,4,8,4.0,6,1,0,3,17
2020-08-02,SS ANTOFAGASTA,2,Antofagasta,113,121,37.0,44,59,1,95,121
2020-08-02,SS ARAUCANÍA NORTE,9,Araucanía,9,9,13.0,13,3,1,6,8
2020-08-02,SS ARAUCANÍA SUR,9,Araucanía,51,60,57.0,67,8,0,41,69
2020-08-02,SS ARAUCO,8,Bíobío,6,6,5.0,5,5,1,6,6
2020-08-02,SS ARICA,15,Arica y Parinacota,27,36,88.0,111,21,0,23,43
2020-08-02,SS ATACAMA,3,Atacama,18,27,1.0,10,4,0,9,24
2020-08-02,SS BÍO BÍO,8,Bíobío,22,40,26.0,30,4,1,16,43
2020-08-02,SS CHILOÉ,10,Los Lagos,9,24,1.0,2,0,0,3,21
2020-08-02,SS CONCEPCIÓN,8,Bíobío,53,63,39.0,44,26,0,39,72
2020-08-02,SS COQUIMBO,4,Coquimbo,44,60,20.0,24,27,1,31,57
2020-08-02,SS DEL MAULE,7,Maule,66,101,22.0,32,20,1,36,119
2020-08-02,SS DEL RELONCAVÍ,10,Los Lagos,40,45,49.0,65,7,0,23,41
2020-08-02,SS IQUIQUE,1,Tarapacá,16,34,18.0,22,11,0,12,48
2020-08-02,SS LIBERTADOR B. O'HIGGINS,6,O’Higgins,90,117,31.0,41,40,4,61,137
2020-08-02,SS MAGALLANES,12,Magallanes,22,30,9.0,9,3,0,5,24
2020-08-02,SS METROPOLITANO CENTRAL,13,Metropolitana,248,289,141.0,181,136,5,180,304
2020-08-02,SS METROPOLITANO NORTE,13,Metropolitana,175,216,154.0,198,97,1,136,217
2020-08-02,SS METROPOLITANO OCCIDENTE,13,Metropolitana,158,177,72.0,81,115,0,140,193
2020-08-02,SS METROPOLITANO ORIENTE,13,Metropolitana,387,503,362.0,455,199,19,273,463
2020-08-02,SS METROPOLITANO SUR,13,Metropolitana,108,120,91.0,114,68,1,92,120
2020-08-02,SS METROPOLITANO SUR ORIENTE,13,Metropolitana,164,184,129.0,136,113,2,134,206
2020-08-02,SS ÑUBLE,16,Ñuble,14,30,15.0,21,8,0,9,34
2020-08-02,SS OSORNO,10,Los Lagos,16,29,17.0,16,3,0,11,26
2020-08-02,SS TALCAHUANO,8,Bíobío,48,60,39.0,49,23,0,33,53
2020-08-02,SS VALDIVIA,14,Los Ríos,17,23,16.0,18,2,0,15,24
2020-08-02,SS VALPARAISO SAN ANTONIO,5,Valparaíso,34,45,44.0,56,13,0,27,45
2020-08-02,SS VIÑA DEL MAR QUILLOTA,5,Valparaíso,121,165,57.0,94,55,5,82,135
2020-08-03,SS ACONGAGUA,5,Valparaíso,21,28,8.0,14,9,1,18,28
2020-08-03,SS AISÉN,11,Aysén,4,8,2.0,6,1,0,4,17
2020-08-03,SS ANTOFAGASTA,2,Antofagasta,115,123,37.0,42,60,0,92,121
2020-08-03,SS ARAUCANÍA NORTE,9,Araucanía,7,10,12.0,12,2,0,6,9
2020-08-03,SS ARAUCANÍA SUR,9,Araucanía,53,59,60.0,67,9,0,38,69
2020-08-03,SS ARAUCO,8,Bíobío,6,6,4.0,4,5,1,6,6
2020-08-03,SS ARICA,15,Arica y Parinacota,28,36,97.0,111,19,0,22,43
2020-08-03,SS ATACAMA,3,Atacama,21,27,0.0,10,3,1,8,24
2020-08-03,SS BÍO BÍO,8,Bíobío,22,42,22.0,28,5,0,17,43
2020-08-03,SS CHILOÉ,10,Los Lagos,9,24,0.0,2,0,0,3,21
2020-08-03,SS CONCEPCIÓN,8,Bíobío,55,63,37.0,44,21,0,42,72
2020-08-03,SS COQUIMBO,4,Coquimbo,46,60,20.0,24,24,1,29,57
2020-08-03,SS DEL MAULE,7,Maule,68,101,18.0,32,17,0,32,119
2020-08-03,SS DEL RELONCAVÍ,10,Los Lagos,41,45,49.0,73,7,0,27,41
2020-08-03,SS IQUIQUE,1,Tarapacá,19,34,17.0,22,12,2,14,48
2020-08-03,SS LIBERTADOR B. O'HIGGINS,6,O’Higgins,92,121,29.0,38,40,3,63,137
2020-08-03,SS MAGALLANES,12,Magallanes,22,30,8.0,14,4,0,4,24
2020-08-03,SS METROPOLITANO CENTRAL,13,Metropolitana,245,289,150.0,181,126,7,172,304
2020-08-03,SS METROPOLITANO NORTE,13,Metropolitana,181,216,153.0,198,89,1,137,217
2020-08-03,SS METROPOLITANO OCCIDENTE,13,Metropolitana,158,177,74.0,78,110,2,136,193
2020-08-03,SS METROPOLITANO ORIENTE,13,Metropolitana,383,499,362.0,451,190,13,253,463
2020-08-03,SS METROPOLITANO SUR,13,Metropolitana,107,120,91.0,114,65,0,88,120
2020-08-03,SS METROPOLITANO SUR ORIENTE,13,Metropolitana,164,183,128.0,135,117,1,134,204
2020-08-03,SS ÑUBLE,16,Ñuble,14,30,15.0,21,7,0,7,34
2020-08-03,SS OSORNO,10,Los Lagos,17,29,16.0,16,3,0,13,26
2020-08-03,SS TALCAHUANO,8,Bíobío,52,60,40.0,49,23,0,32,53
2020-08-03,SS VALDIVIA,14,Los Ríos,17,23,17.0,18,1,0,15,24
2020-08-03,SS VALPARAISO SAN ANTONIO,5,Valparaíso,35,45,41.0,56,13,0,26,45
2020-08-03,SS VIÑA DEL MAR QUILLOTA,5,Valparaíso,122,165,54.0,94,54,6,79,135
2020-08-04,SS ACONGAGUA,5,Valparaíso,21,28,6.0,14,8,1,16,28
2020-08-04,SS AISÉN,11,Aysén,4,8,4.0,6,1,1,4,17
2020-08-04,SS ANTOFAGASTA,2,Antofagasta,108,119,41.0,48,57,0,90,119
2020-08-04,SS ARAUCANÍA NORTE,9,Araucanía,6,10,10.0,12,2,0,6,9
2020-08-04,SS ARAUCANÍA SUR,9,Araucanía,48,54,66.0,72,9,0,37,69
2020-08-04,SS ARAUCO,8,Bíobío,6,6,4.0,4,5,0,6,6
2020-08-04,SS ARICA,15,Arica y Parinacota,28,36,89.0,111,18,0,21,43
2020-08-04,SS ATACAMA,3,Atacama,19,27,1.0,10,4,0,9,22
2020-08-04,SS BÍO BÍO,8,Bíobío,21,42,25.0,28,5,0,21,43
2020-08-04,SS CHILOÉ,10,Los Lagos,9,24,0.0,2,0,0,3,21
2020-08-04,SS CONCEPCIÓN,8,Bíobío,58,63,36.0,44,28,0,40,72
2020-08-04,SS COQUIMBO,4,Coquimbo,50,60,20.0,24,26,0,32,57
2020-08-04,SS DEL MAULE,7,Maule,56,101,24.0,32,15,2,25,119
2020-08-04,SS DEL RELONCAVÍ,10,Los Lagos,41,45,51.0,73,6,0,28,46
2020-08-04,SS IQUIQUE,1,Tarapacá,19,34,21.0,22,17,0,17,48
2020-08-04,SS LIBERTADOR B. O'HIGGINS,6,O’Higgins,91,121,32.0,41,38,2,61,137
2020-08-04,SS MAGALLANES,12,Magallanes,22,30,8.0,14,3,0,3,26
2020-08-04,SS METROPOLITANO CENTRAL,13,Metropolitana,241,283,149.0,181,132,2,175,298
2020-08-04,SS METROPOLITANO NORTE,13,Metropolitana,180,216,159.0,198,98,0,143,217
2020-08-04,SS METROPOLITANO OCCIDENTE,13,Metropolitana,157,176,76.0,82,113,1,133,193
2020-08-04,SS METROPOLITANO ORIENTE,13,Metropolitana,375,502,342.0,451,177,15,248,468
2020-08-04,SS METROPOLITANO SUR,13,Metropolitana,106,120,92.0,114,64,1,88,120
2020-08-04,SS METROPOLITANO SUR ORIENTE,13,Metropolitana,167,186,121.0,136,109,2,133,187
2020-08-04,SS ÑUBLE,16,Ñuble,15,30,18.0,21,9,0,9,34
2020-08-04,SS OSORNO,10,Los Lagos,17,28,13.0,17,3,0,14,26
2020-08-04,SS TALCAHUANO,8,Bíobío,54,60,40.0,49,23,0,33,53
2020-08-04,SS VALDIVIA,14,Los Ríos,17,23,15.0,18,1,0,14,24
2020-08-04,SS VALPARAISO SAN ANTONIO,5,Valparaíso,40,43,41.0,52,16,0,32,45
2020-08-04,SS VIÑA DEL MAR QUILLOTA,5,Valparaíso,119,167,59.0,94,52,3,82,135
2020-08-05,SS ACONGAGUA,5,Valparaíso,22,28,7.0,14,8,1,14,28
2020-08-05,SS AISÉN,11,Aysén,4,8,4.0,6,1,0,3,17
2020-08-05,SS ANTOFAGASTA,2,Antofagasta,115,119,36.0,44,56,0,91,119
2020-08-05,SS ARAUCANÍA NORTE,9,Araucanía,7,9,12.0,13,3,0,7,9
2020-08-05,SS ARAUCANÍA SUR,9,Araucanía,50,54,66.0,74,7,1,36,69
2020-08-05,SS ARAUCO,8,Bíobío,5,5,3.0,5,4,0,5,6
2020-08-05,SS ARICA,15,Arica y Parinacota,30,36,107.0,111,20,0,24,43
2020-08-05,SS ATACAMA,3,Atacama,21,28,2.0,10,4,1,10,24
2020-08-05,SS BÍO BÍO,8,Bíobío,24,42,27.0,28,7,0,20,43
2020-08-05,SS CHILOÉ,10,Los Lagos,7,24,2.0,2,0,0,1,21
2020-08-05,SS CONCEPCIÓN,8,Bíobío,63,73,31.0,34,27,0,38,72
2020-08-05,SS COQUIMBO,4,Coquimbo,48,60,14.0,24,25,0,29,57
2020-08-05,SS DEL MAULE,7,Maule,69,101,22.0,32,15,0,31,119
2020-08-05,SS DEL RELONCAVÍ,10,Los Lagos,38,45,64.0,73,9,0,20,46
2020-08-05,SS IQUIQUE,1,Tarapacá,20,34,29.0,22,17,1,18,48
2020-08-05,SS LIBERTADOR B. O'HIGGINS,6,O’Higgins,88,118,29.0,39,36,6,62,136
2020-08-05,SS MAGALLANES,12,Magallanes,20,30,8.0,14,2,0,2,26
2020-08-05,SS METROPOLITANO CENTRAL,13,Metropolitana,239,283,144.0,181,129,3,171,298
2020-08-05,SS METROPOLITANO NORTE,13,Metropolitana,176,216,146.0,198,96,1,131,217
2020-08-05,SS METROPOLITANO OCCIDENTE,13,Metropolitana,161,177,75.0,81,108,2,135,193
2020-08-05,SS METROPOLITANO ORIENTE,13,Metropolitana,384,507,326.0,443,164,13,230,481
2020-08-05,SS METROPOLITANO SUR,13,Metropolitana,108,120,92.0,114,66,1,89,120
2020-08-05,SS METROPOLITANO SUR ORIENTE,13,Metropolitana,169,187,123.0,135,111,2,135,186
2020-08-05,SS ÑUBLE,16,Ñuble,11,30,19.0,21,9,0,9,34
2020-08-05,SS OSORNO,10,Los Lagos,16,28,12.0,17,5,0,16,26
2020-08-05,SS TALCAHUANO,8,Bíobío,52,60,43.0,49,20,0,31,53
2020-08-05,SS VALDIVIA,14,Los Ríos,14,23,12.0,18,1,0,9,24
2020-08-05,SS VALPARAISO SAN ANTONIO,5,Valparaíso,42,43,41.0,52,15,0,34,45
2020-08-05,SS VIÑA DEL MAR QUILLOTA,5,Valparaíso,128,165,58.0,94,52,4,79,135
2020-08-06,SS ACONGAGUA,5,Valparaíso,20,28,11.0,14,9,1,14,28
2020-08-06,SS AISÉN,11,Aysén,4,8,3.0,6,1,0,4,17
2020-08-06,SS ANTOFAGASTA,2,Antofagasta,109,121,37.0,44,54,0,88,119
2020-08-06,SS ARAUCANÍA NORTE,9,Araucanía,7,10,11.0,12,3,0,7,9
2020-08-06,SS ARAUCANÍA SUR,9,Araucanía,45,54,72.0,77,6,1,33,69
2020-08-06,SS ARAUCO,8,Bíobío,5,5,2.0,5,5,0,5,6
2020-08-06,SS ARICA,15,Arica y Parinacota,28,36,103.0,111,21,0,23,43
2020-08-06,SS ATACAMA,3,Atacama,22,30,1.0,10,4,1,10,24
2020-08-06,SS BÍO BÍO,8,Bíobío,24,42,16.0,28,7,0,19,43
2020-08-06,SS CHILOÉ,10,Los Lagos,6,24,2.0,2,0,0,1,21
2020-08-06,SS CONCEPCIÓN,8,Bíobío,60,73,31.0,34,28,0,40,72
2020-08-06,SS COQUIMBO,4,Coquimbo,48,60,12.0,24,23,0,31,53
2020-08-06,SS DEL MAULE,7,Maule,67,101,23.0,32,17,0,34,119
2020-08-06,SS DEL RELONCAVÍ,10,Los Lagos,40,45,63.0,73,9,0,22,46
2020-08-06,SS IQUIQUE,1,Tarapacá,22,34,21.0,22,19,0,20,48
2020-08-06,SS LIBERTADOR B. O'HIGGINS,6,O’Higgins,88,120,28.0,38,37,3,65,136
2020-08-06,SS MAGALLANES,12,Magallanes,21,30,8.0,14,4,0,4,26
2020-08-06,SS METROPOLITANO CENTRAL,13,Metropolitana,237,283,148.0,181,129,6,177,298
2020-08-06,SS METROPOLITANO NORTE,13,Metropolitana,176,216,158.0,198,93,1,129,217
2020-08-06,SS METROPOLITANO OCCIDENTE,13,Metropolitana,163,174,71.0,84,105,0,135,193
2020-08-06,SS METROPOLITANO ORIENTE,13,Metropolitana,379,519,340.0,444,156,11,222,477
2020-08-06,SS METROPOLITANO SUR,13,Metropolitana,106,120,91.0,114,64,1,88,120
2020-08-06,SS METROPOLITANO SUR ORIENTE,13,Metropolitana,162,184,121.0,136,108,4,134,186
2020-08-06,SS ÑUBLE,16,Ñuble,13,29,19.0,22,9,0,9,34
2020-08-06,SS OSORNO,10,Los Lagos,16,28,17.0,17,4,0,16,26
2020-08-06,SS TALCAHUANO,8,Bíobío,52,60,43.0,49,21,0,32,53
2020-08-06,SS VALDIVIA,14,Los Ríos,16,23,10.0,18,2,0,10,24
2020-08-06,SS VALPARAISO SAN ANTONIO,5,Valparaíso,39,43,40.0,52,13,0,31,45
2020-08-06,SS VIÑA DEL MAR QUILLOTA,5,Valparaíso,129,165,60.0,94,46,4,74,125
2020-08-07,SS ACONGAGUA,5,Valparaíso,18,28,9.0,14,8,0,14,28
2020-08-07,SS AISÉN,11,Aysén,5,8,5.0,6,1,0,4,17
2020-08-07,SS ANTOFAGASTA,2,Antofagasta,105,121,38.0,44,50,1,83,119
2020-08-07,SS ARAUCANÍA NORTE,9,Araucanía,7,9,13.0,13,3,0,7,9
2020-08-07,SS ARAUCANÍA SUR,9,Araucanía,46,53,74.0,79,7,2,36,69
2020-08-07,SS ARAUCO,8,Bíobío,4,4,3.0,6,3,0,4,6
2020-08-07,SS ARICA,15,Arica y Parinacota,33,38,103.0,111,24,0,27,43
2020-08-07,SS ATACAMA,3,Atacama,21,30,1.0,10,4,0,8,24
2020-08-07,SS BÍO BÍO,8,Bíobío,24,42,20.0,28,7,0,18,43
2020-08-07,SS CHILOÉ,10,Los Lagos,6,24,2.0,2,0,0,2,21
2020-08-07,SS CONCEPCIÓN,8,Bíobío,61,73,27.0,34,31,0,43,72
2020-08-07,SS COQUIMBO,4,Coquimbo,47,60,16.0,24,27,0,29,57
2020-08-07,SS DEL MAULE,7,Maule,67,99,25.0,34,18,0,33,119
2020-08-07,SS DEL RELONCAVÍ,10,Los Lagos,40,45,60.0,73,7,0,25,46
2020-08-07,SS IQUIQUE,1,Tarapacá,24,34,20.0,22,20,0,21,48
2020-08-07,SS LIBERTADOR B. O'HIGGINS,6,O’Higgins,83,116,34.0,42,37,3,63,136
2020-08-07,SS MAGALLANES,12,Magallanes,21,30,7.0,14,3,0,5,26
2020-08-07,SS METROPOLITANO CENTRAL,13,Metropolitana,227,264,154.0,207,119,7,162,272
2020-08-07,SS METROPOLITANO NORTE,13,Metropolitana,171,216,157.0,198,93,0,129,217
2020-08-07,SS METROPOLITANO OCCIDENTE,13,Metropolitana,156,170,76.0,88,99,0,127,191
2020-08-07,SS METROPOLITANO ORIENTE,13,Metropolitana,350,466,372.0,432,151,11,218,459
2020-08-07,SS METROPOLITANO SUR,13,Metropolitana,112,120,94.0,114,63,0,94,120
2020-08-07,SS METROPOLITANO SUR ORIENTE,13,Metropolitana,167,186,119.0,131,105,4,137,186
2020-08-07,SS ÑUBLE,16,Ñuble,14,34,19.0,21,9,0,10,34
2020-08-07,SS OSORNO,10,Los Lagos,17,28,16.0,17,5,0,16,26
2020-08-07,SS TALCAHUANO,8,Bíobío,52,60,45.0,49,21,1,33,53
2020-08-07,SS VALDIVIA,14,Los Ríos,14,23,13.0,18,1,0,8,24
2020-08-07,SS VALPARAISO SAN ANTONIO,5,Valparaíso,39,43,48.0,52,12,0,30,45
2020-08-07,SS VIÑA DEL MAR QUILLOTA,5,Valparaíso,132,165,59.0,94,47,4,78,135
2020-08-08,SS ACONGAGUA,5,Valparaíso,17,28,6.0,14,8,0,13,28
2020-08-08,SS AISÉN,11,Aysén,5,8,5.0,6,1,0,3,17
2020-08-08,SS ANTOFAGASTA,2,Antofagasta,100,121,36.0,44,49,0,83,120
2020-08-08,SS ARAUCANÍA NORTE,9,Araucanía,7,10,12.0,12,3,0,7,9
2020-08-08,SS ARAUCANÍA SUR,9,Araucanía,39,52,65.0,74,6,1,29,69
2020-08-08,SS ARAUCO,8,Bíobío,5,5,6.0,6,4,0,5,6
2020-08-08,SS ARICA,15,Arica y Parinacota,32,38,102.0,111,20,0,24,43
2020-08-08,SS ATACAMA,3,Atacama,19,30,2.0,10,5,0,9,24
2020-08-08,SS BÍO BÍO,8,Bíobío,21,42,25.0,28,7,0,11,43
2020-08-08,SS CHILOÉ,10,Los Lagos,6,24,2.0,2,0,0,2,21
2020-08-08,SS CONCEPCIÓN,8,Bíobío,57,73,25.0,34,31,0,41,72
2020-08-08,SS COQUIMBO,4,Coquimbo,48,60,26.0,24,23,2,31,57
2020-08-08,SS DEL MAULE,7,Maule,56,98,32.0,35,17,1,35,119
2020-08-08,SS DEL RELONCAVÍ,10,Los Lagos,36,45,63.0,73,8,1,20,41
2020-08-08,SS IQUIQUE,1,Tarapacá,24,34,16.0,22,19,0,20,48
2020-08-08,SS LIBERTADOR B. O'HIGGINS,6,O’Higgins,85,117,28.0,42,39,6,64,136
2020-08-08,SS MAGALLANES,12,Magallanes,20,30,8.0,14,2,0,4,26
2020-08-08,SS METROPOLITANO CENTRAL,13,Metropolitana,226,277,158.0,187,112,5,158,298
2020-08-08,SS METROPOLITANO NORTE,13,Metropolitana,172,216,167.0,207,87,2,129,217
2020-08-08,SS METROPOLITANO OCCIDENTE,13,Metropolitana,153,168,76.0,90,99,0,124,189
2020-08-08,SS METROPOLITANO ORIENTE,13,Metropolitana,348,460,354.0,437,147,12,209,456
2020-08-08,SS METROPOLITANO SUR,13,Metropolitana,110,120,92.0,114,62,0,91,120
2020-08-08,SS METROPOLITANO SUR ORIENTE,13,Metropolitana,163,186,124.0,133,107,3,135,187
2020-08-08,SS ÑUBLE,16,Ñuble,16,28,17.0,21,8,0,9,34
2020-08-08,SS OSORNO,10,Los Lagos,18,28,15.0,17,5,0,14,26
2020-08-08,SS TALCAHUANO,8,Bíobío,46,60,39.0,49,17,0,27,53
2020-08-08,SS VALDIVIA,14,Los Ríos,17,23,13.0,18,1,0,11,24
2020-08-08,SS VALPARAISO SAN ANTONIO,5,Valparaíso,38,43,45.0,52,13,0,31,45
2020-08-08,SS VIÑA DEL MAR QUILLOTA,5,Valparaíso,127,162,64.0,94,47,4,75,135
2020-08-09,SS ACONGAGUA,5,Valparaíso,18,28,6.0,14,9,0,13,28
2020-08-09,SS AISÉN,11,Aysén,6,8,4.0,6,1,0,2,17
2020-08-09,SS ANTOFAGASTA,2,Antofagasta,103,121,38.0,44,49,1,81,120
2020-08-09,SS ARAUCANÍA NORTE,9,Araucanía,7,9,13.0,13,3,0,7,9
2020-08-09,SS ARAUCANÍA SUR,9,Araucanía,42,60,60.0,66,6,1,27,69
2020-08-09,SS ARAUCO,8,Bíobío,5,5,6.0,6,4,0,5,6
2020-08-09,SS ARICA,15,Arica y Parinacota,34,38,101.0,111,20,0,25,43
2020-08-09,SS ATACAMA,3,Atacama,18,30,2.0,10,5,0,10,24
2020-08-09,SS BÍO BÍO,8,Bíobío,23,42,18.0,28,7,1,17,43
2020-08-09,SS CHILOÉ,10,Los Lagos,9,24,1.0,2,0,0,3,21
2020-08-09,SS CONCEPCIÓN,8,Bíobío,58,73,24.0,34,28,0,40,72
2020-08-09,SS COQUIMBO,4,Coquimbo,50,60,20.0,24,21,4,35,57
2020-08-09,SS DEL MAULE,7,Maule,56,97,32.0,34,17,1,34,119
2020-08-09,SS DEL RELONCAVÍ,10,Los Lagos,36,45,61.0,73,7,0,23,41
2020-08-09,SS IQUIQUE,1,Tarapacá,24,34,17.0,22,18,1,19,48
2020-08-09,SS LIBERTADOR B. O'HIGGINS,6,O’Higgins,79,116,32.0,42,37,8,58,136
2020-08-09,SS MAGALLANES,12,Magallanes,19,30,8.0,14,1,0,1,26
2020-08-09,SS METROPOLITANO CENTRAL,13,Metropolitana,228,277,154.0,186,113,3,156,290
2020-08-09,SS METROPOLITANO NORTE,13,Metropolitana,166,216,161.0,207,83,1,122,217
2020-08-09,SS METROPOLITANO OCCIDENTE,13,Metropolitana,156,170,81.0,88,101,0,128,189
2020-08-09,SS METROPOLITANO ORIENTE,13,Metropolitana,362,458,340.0,439,149,10,214,457
2020-08-09,SS METROPOLITANO SUR,13,Metropolitana,110,120,92.0,114,61,0,92,120
2020-08-09,SS METROPOLITANO SUR ORIENTE,13,Metropolitana,162,184,124.0,135,99,3,128,186
2020-08-09,SS ÑUBLE,16,Ñuble,17,34,19.0,21,10,0,11,34
2020-08-09,SS OSORNO,10,Los Lagos,16,28,16.0,17,3,0,14,26
2020-08-09,SS TALCAHUANO,8,Bíobío,49,60,38.0,47,19,0,30,53
2020-08-09,SS VALDIVIA,14,Los Ríos,15,23,17.0,18,1,0,9,24
2020-08-09,SS VALPARAISO SAN ANTONIO,5,Valparaíso,38,43,47.0,52,17,0,29,45
2020-08-09,SS VIÑA DEL MAR QUILLOTA,5,Valparaíso,131,163,59.0,94,49,4,78,134
2020-08-10,SS ACONGAGUA,5,Valparaíso,17,28,6.0,14,10,0,14,28
2020-08-10,SS AISÉN,11,Aysén,5,8,4.0,6,0,0,3,17
2020-08-10,SS ANTOFAGASTA,2,Antofagasta,99,121,35.0,44,44,0,80,120
2020-08-10,SS ARAUCANÍA NORTE,9,Araucanía,7,10,11.0,12,3,0,7,9
2020-08-10,SS ARAUCANÍA SUR,9,Araucanía,41,59,60.0,67,4,0,28,68
2020-08-10,SS ARAUCO,8,Bíobío,5,5,5.0,6,3,0,5,6
2020-08-10,SS ARICA,15,Arica y Parinacota,33,38,99.0,111,20,0,26,43
2020-08-10,SS ATACAMA,3,Atacama,18,29,1.0,8,5,0,9,26
2020-08-10,SS BÍO BÍO,8,Bíobío,16,39,23.0,31,7,1,13,43
2020-08-10,SS CHILOÉ,10,Los Lagos,8,24,1.0,2,0,0,3,21
2020-08-10,SS CONCEPCIÓN,8,Bíobío,60,72,25.0,34,26,0,39,72
2020-08-10,SS COQUIMBO,4,Coquimbo,53,60,17.0,24,28,2,36,57
2020-08-10,SS DEL MAULE,7,Maule,68,98,27.0,35,20,0,34,119
2020-08-10,SS DEL RELONCAVÍ,10,Los Lagos,35,45,54.0,73,9,0,23,41
2020-08-10,SS IQUIQUE,1,Tarapacá,26,34,9.0,10,19,1,20,48
2020-08-10,SS LIBERTADOR B. O'HIGGINS,6,O’Higgins,82,106,28.0,42,33,7,55,136
2020-08-10,SS MAGALLANES,12,Magallanes,20,30,8.0,14,2,0,4,26
2020-08-10,SS METROPOLITANO CENTRAL,13,Metropolitana,222,280,157.0,186,99,3,144,290
2020-08-10,SS METROPOLITANO NORTE,13,Metropolitana,166,216,167.0,207,85,1,121,217
2020-08-10,SS METROPOLITANO OCCIDENTE,13,Metropolitana,153,165,84.0,104,93,1,124,189
2020-08-10,SS METROPOLITANO ORIENTE,13,Metropolitana,359,457,344.0,448,139,9,200,453
2020-08-10,SS METROPOLITANO SUR,13,Metropolitana,109,120,93.0,114,61,0,94,120
2020-08-10,SS METROPOLITANO SUR ORIENTE,13,Metropolitana,165,185,124.0,133,103,3,129,186
2020-08-10,SS ÑUBLE,16,Ñuble,18,34,20.0,21,9,0,10,34
2020-08-10,SS OSORNO,10,Los Lagos,18,28,17.0,17,4,0,12,26
2020-08-10,SS TALCAHUANO,8,Bíobío,47,60,37.0,47,19,0,29,53
2020-08-10,SS VALDIVIA,14,Los Ríos,15,23,16.0,18,1,0,10,24
2020-08-10,SS VALPARAISO SAN ANTONIO,5,Valparaíso,37,43,42.0,52,12,0,29,45
2020-08-10,SS VIÑA DEL MAR QUILLOTA,5,Valparaíso,104,152,64.0,94,51,1,77,132
2020-08-11,SS ACONGAGUA,5,Valparaíso,17,28,8.0,14,10,0,14,28
2020-08-11,SS AISÉN,11,Aysén,7,8,4.0,6,1,2,5,17
2020-08-11,SS ANTOFAGASTA,2,Antofagasta,99,121,32.0,44,44,0,81,120
2020-08-11,SS ARAUCANÍA NORTE,9,Araucanía,7,8,13.0,14,3,0,7,9
2020-08-11,SS ARAUCANÍA SUR,9,Araucanía,35,56,67.0,70,4,0,26,68
2020-08-11,SS ARAUCO,8,Bíobío,5,5,5.0,6,3,0,5,6
2020-08-11,SS ARICA,15,Arica y Parinacota,30,38,88.0,111,20,0,26,43
2020-08-11,SS ATACAMA,3,Atacama,23,28,5.0,8,5,0,10,26
2020-08-11,SS BÍO BÍO,8,Bíobío,21,39,20.0,31,7,1,16,43
2020-08-11,SS CHILOÉ,10,Los Lagos,7,24,1.0,2,0,0,2,21
2020-08-11,SS CONCEPCIÓN,8,Bíobío,54,73,22.0,34,26,0,41,72
2020-08-11,SS COQUIMBO,4,Coquimbo,54,60,10.0,24,30,1,39,57
2020-08-11,SS DEL MAULE,7,Maule,66,99,27.0,34,18,1,30,119
2020-08-11,SS DEL RELONCAVÍ,10,Los Lagos,32,45,80.0,85,8,0,26,42
2020-08-11,SS IQUIQUE,1,Tarapacá,29,34,10.0,10,19,1,20,48
2020-08-11,SS LIBERTADOR B. O'HIGGINS,6,O’Higgins,78,103,33.0,49,29,7,49,135
2020-08-11,SS MAGALLANES,12,Magallanes,19,30,8.0,14,4,0,6,26
2020-08-11,SS METROPOLITANO CENTRAL,13,Metropolitana,226,268,155.0,187,94,3,144,281
2020-08-11,SS METROPOLITANO NORTE,13,Metropolitana,168,216,154.0,208,83,1,119,217
2020-08-11,SS METROPOLITANO OCCIDENTE,13,Metropolitana,151,163,77.0,95,94,0,123,189
2020-08-11,SS METROPOLITANO ORIENTE,13,Metropolitana,337,452,351.0,447,140,7,197,460
2020-08-11,SS METROPOLITANO SUR,13,Metropolitana,107,120,95.0,114,59,1,91,120
2020-08-11,SS METROPOLITANO SUR ORIENTE,13,Metropolitana,175,187,128.0,133,98,3,132,186
2020-08-11,SS ÑUBLE,16,Ñuble,18,34,20.0,21,12,0,14,34
2020-08-11,SS OSORNO,10,Los Lagos,16,28,16.0,17,4,1,12,26
