Fecha,Servicio salud,Codigo region,Region,Camas ocupadas intensivo,Camas totales intensivo,Camas ocupadas intermedio,Camas totales intermedio,Vmi covid19 confirmados,Vmi covid19 sospechosos,Vmi ocupados,Vmi totales
2020-05-19,SS METROPOLITANO ORIENTE,13,Metropolitana,339,360,352.0,413,219,12,273,351
2020-05-19,SS METROPOLITANO SUR,13,Metropolitana,92,94,121.0,124,57,3,78,84
2020-05-19,SS METROPOLITANO SUR ORIENTE,13,Metropolitana,127,132,129.0,130,110,5,123,139
2020-05-19,SS ÑUBLE,16,Ñuble,8,17,14.0,24,7,0,8,21
2020-05-19,SS OSORNO,10,Los Lagos,17,30,9.0,12,3,0,9,33
2020-05-19,SS TALCAHUANO,8,Bíobío,14,34,24.0,42,2,0,10,33
2020-05-19,SS VALDIVIA,14,Los Ríos,16,23,13.0,14,0,0,7,23
2020-05-19,SS VALPARAISO SAN ANTONIO,5,Valparaíso,32,34,40.0,48,9,1,26,33
2020-05-19,SS VIÑA DEL MAR QUILLOTA,5,Valparaíso,82,114,63.0,73,36,9,54,113
2020-05-20,SS ACONGAGUA,5,Valparaíso,7,15,11.0,19,2,0,5,15
2020-05-20,SS AISÉN,11,Aysén,4,8,2.0,6,0,1,3,17
2020-05-20,SS ANTOFAGASTA,2,Antofagasta,83,99,28.0,44,42,1,65,97
2020-05-20,SS ARAUCANÍA NORTE,9,Araucanía,3,8,6.0,8,0,0,3,10
2020-05-20,SS ARAUCANÍA SUR,9,Araucanía,40,60,45.0,59,17,2,26,73
2020-05-20,SS ARAUCO,8,Bíobío,0,0,1.0,6,0,0,0,1
2020-05-20,SS ARICA,15,Arica y Parinacota,17,22,29.0,46,10,0,12,20
2020-05-20,SS ATACAMA,3,Atacama,14,24,9.0,10,3,0,9,22
2020-05-20,SS BÍO BÍO,8,Bíobío,18,39,15.0,25,7,0,12,39
2020-05-20,SS CHILOÉ,10,Los Lagos,8,12,0.0,0,2,0,6,12
2020-05-20,SS CONCEPCIÓN,8,Bíobío,34,54,14.0,33,10,1,23,53
2020-05-20,SS COQUIMBO,4,Coquimbo,29,39,21.0,28,0,2,17,45
2020-05-20,SS DEL MAULE,7,Maule,32,51,35.0,63,11,4,27,59
2020-05-20,SS DEL RELONCAVÍ,10,Los Lagos,31,41,52.0,70,2,0,18,40
2020-05-20,SS IQUIQUE,1,Tarapacá,28,32,8.0,12,16,2,24,28
2020-05-20,SS LIBERTADOR B. O'HIGGINS,6,O’Higgins,63,73,55.0,75,28,10,54,73
2020-05-20,SS MAGALLANES,12,Magallanes,18,35,11.0,13,4,2,14,32
2020-05-20,SS METROPOLITANO CENTRAL,13,Metropolitana,200,209,132.0,142,154,6,194,223
2020-05-20,SS METROPOLITANO NORTE,13,Metropolitana,162,173,170.0,204,123,9,145,170
2020-05-20,SS METROPOLITANO OCCIDENTE,13,Metropolitana,100,101,44.0,46,64,16,92,98
2020-05-20,SS METROPOLITANO ORIENTE,13,Metropolitana,360,382,343.0,422,227,24,289,355
2020-05-20,SS METROPOLITANO SUR,13,Metropolitana,87,94,118.0,124,59,3,81,93
2020-05-20,SS METROPOLITANO SUR ORIENTE,13,Metropolitana,117,121,130.0,131,107,3,117,123
2020-05-20,SS ÑUBLE,16,Ñuble,8,17,13.0,24,7,0,8,21
2020-05-20,SS OSORNO,10,Los Lagos,18,30,9.0,12,4,0,9,33
2020-05-20,SS TALCAHUANO,8,Bíobío,21,34,23.0,42,3,0,12,33
2020-05-20,SS VALDIVIA,14,Los Ríos,13,23,12.0,14,0,0,6,23
2020-05-20,SS VALPARAISO SAN ANTONIO,5,Valparaíso,31,34,38.0,48,10,9,27,33
2020-05-20,SS VIÑA DEL MAR QUILLOTA,5,Valparaíso,84,114,56.0,75,24,14,54,110
2020-05-21,SS ACONGAGUA,5,Valparaíso,7,15,13.0,19,2,0,6,15
2020-05-21,SS AISÉN,11,Aysén,3,8,2.0,6,0,0,2,17
2020-05-21,SS ANTOFAGASTA,2,Antofagasta,86,99,28.0,44,41,6,67,97
2020-05-21,SS ARAUCANÍA NORTE,9,Araucanía,4,8,7.0,8,0,0,3,10
2020-05-21,SS ARAUCANÍA SUR,9,Araucanía,42,59,42.0,60,16,2,27,72
2020-05-21,SS ARAUCO,8,Bíobío,0,0,2.0,6,0,0,0,1
2020-05-21,SS ARICA,15,Arica y Parinacota,15,22,17.0,46,8,0,11,20
2020-05-21,SS ATACAMA,3,Atacama,12,24,8.0,10,3,0,7,22
2020-05-21,SS BÍO BÍO,8,Bíobío,12,39,11.0,25,5,0,7,42
2020-05-21,SS CHILOÉ,10,Los Lagos,8,14,0.0,0,2,0,6,14
2020-05-21,SS CONCEPCIÓN,8,Bíobío,33,54,17.0,31,12,1,23,53
2020-05-21,SS COQUIMBO,4,Coquimbo,28,39,18.0,28,0,1,21,45
2020-05-21,SS DEL MAULE,7,Maule,35,51,41.0,63,13,4,32,59
2020-05-21,SS DEL RELONCAVÍ,10,Los Lagos,29,41,52.0,70,2,0,19,40
2020-05-21,SS IQUIQUE,1,Tarapacá,25,32,8.0,12,16,2,22,28
2020-05-21,SS LIBERTADOR B. O'HIGGINS,6,O’Higgins,61,72,53.0,68,28,13,48,76
2020-05-21,SS MAGALLANES,12,Magallanes,21,35,10.0,12,6,7,16,35
2020-05-21,SS METROPOLITANO CENTRAL,13,Metropolitana,203,220,141.0,148,165,9,202,235
2020-05-21,SS METROPOLITANO NORTE,13,Metropolitana,167,175,163.0,205,129,12,152,170
2020-05-21,SS METROPOLITANO OCCIDENTE,13,Metropolitana,104,105,43.0,45,74,18,103,106
2020-05-21,SS METROPOLITANO ORIENTE,13,Metropolitana,400,412,359.0,434,249,21,309,368
2020-05-21,SS METROPOLITANO SUR,13,Metropolitana,89,96,120.0,122,62,3,82,91
2020-05-21,SS METROPOLITANO SUR ORIENTE,13,Metropolitana,119,122,130.0,130,107,6,116,127
2020-05-21,SS ÑUBLE,16,Ñuble,8,23,16.0,18,7,0,8,27
2020-05-21,SS OSORNO,10,Los Lagos,16,24,7.0,11,4,0,8,33
2020-05-21,SS TALCAHUANO,8,Bíobío,21,34,21.0,42,3,0,10,33
2020-05-21,SS VALDIVIA,14,Los Ríos,14,23,10.0,14,0,0,6,23
2020-05-21,SS VALPARAISO SAN ANTONIO,5,Valparaíso,30,34,39.0,48,10,2,25,33
2020-05-21,SS VIÑA DEL MAR QUILLOTA,5,Valparaíso,90,114,55.0,75,29,11,60,111
2020-05-23,SS ACONGAGUA,5,Valparaíso,8,15,10.0,19,4,0,7,11
2020-05-23,SS AISÉN,11,Aysén,2,8,2.0,6,0,0,2,17
2020-05-23,SS ANTOFAGASTA,2,Antofagasta,98,113,21.0,40,44,8,77,111
2020-05-23,SS ARAUCANÍA NORTE,9,Araucanía,4,8,6.0,8,0,0,4,10
2020-05-23,SS ARAUCANÍA SUR,9,Araucanía,41,56,38.0,65,17,0,28,72
2020-05-23,SS ARAUCO,8,Bíobío,0,0,3.0,6,0,0,0,1
2020-05-23,SS ARICA,15,Arica y Parinacota,13,22,31.0,46,8,0,8,20
2020-05-23,SS ATACAMA,3,Atacama,11,24,7.0,10,3,1,6,22
2020-05-23,SS BÍO BÍO,8,Bíobío,17,39,22.0,25,7,0,9,42
2020-05-23,SS CHILOÉ,10,Los Lagos,9,14,0.0,0,2,0,7,14
2020-05-23,SS CONCEPCIÓN,8,Bíobío,39,62,22.0,33,14,0,31,59
2020-05-23,SS COQUIMBO,4,Coquimbo,25,39,19.0,28,0,1,18,45
2020-05-23,SS DEL MAULE,7,Maule,42,50,43.0,64,22,3,36,59
2020-05-23,SS DEL RELONCAVÍ,10,Los Lagos,29,41,46.0,70,2,1,22,40
2020-05-23,SS IQUIQUE,1,Tarapacá,19,32,9.0,12,13,0,17,28
2020-05-23,SS LIBERTADOR B. O'HIGGINS,6,O’Higgins,66,84,47.0,55,31,16,55,74
2020-05-23,SS MAGALLANES,12,Magallanes,21,35,12.0,12,5,0,14,35
2020-05-23,SS METROPOLITANO CENTRAL,13,Metropolitana,224,230,141.0,146,181,5,210,236
2020-05-23,SS METROPOLITANO NORTE,13,Metropolitana,173,183,167.0,204,148,5,165,180
2020-05-23,SS METROPOLITANO OCCIDENTE,13,Metropolitana,112,115,50.0,51,81,17,113,113
2020-05-23,SS METROPOLITANO ORIENTE,13,Metropolitana,393,426,375.0,449,294,17,345,393
2020-05-23,SS METROPOLITANO SUR,13,Metropolitana,90,96,106.0,114,68,10,85,90
2020-05-23,SS METROPOLITANO SUR ORIENTE,13,Metropolitana,122,122,131.0,131,108,2,120,132
2020-05-23,SS ÑUBLE,16,Ñuble,12,20,17.0,21,10,0,12,28
2020-05-23,SS OSORNO,10,Los Lagos,15,24,9.0,11,4,0,9,33
2020-05-23,SS TALCAHUANO,8,Bíobío,22,35,24.0,44,1,0,7,48
2020-05-23,SS VALDIVIA,14,Los Ríos,13,23,14.0,14,0,0,8,23
2020-05-23,SS VALPARAISO SAN ANTONIO,5,Valparaíso,33,34,44.0,48,13,3,30,33
2020-05-23,SS VIÑA DEL MAR QUILLOTA,5,Valparaíso,97,118,48.0,71,40,15,74,118
2020-05-24,SS ACONGAGUA,5,Valparaíso,11,15,15.0,19,6,0,10,14
2020-05-24,SS AISÉN,11,Aysén,2,8,2.0,6,0,0,2,17
2020-05-24,SS ANTOFAGASTA,2,Antofagasta,100,114,29.0,40,46,9,79,112
2020-05-24,SS ARAUCANÍA NORTE,9,Araucanía,4,8,8.0,8,0,0,5,10
2020-05-24,SS ARAUCANÍA SUR,9,Araucanía,38,59,47.0,61,17,1,28,72
2020-05-24,SS ARAUCO,8,Bíobío,0,0,5.0,6,0,0,0,1
2020-05-24,SS ARICA,15,Arica y Parinacota,14,22,31.0,46,7,0,7,20
2020-05-24,SS ATACAMA,3,Atacama,11,24,7.0,10,2,1,5,22
2020-05-24,SS BÍO BÍO,8,Bíobío,15,39,22.0,25,7,1,9,42
2020-05-24,SS CHILOÉ,10,Los Lagos,11,14,0.0,0,2,0,8,14
2020-05-24,SS CONCEPCIÓN,8,Bíobío,40,62,24.0,33,14,0,32,59
2020-05-24,SS COQUIMBO,4,Coquimbo,27,39,22.0,28,2,4,21,45
2020-05-24,SS DEL MAULE,7,Maule,42,50,48.0,64,27,3,44,59
2020-05-24,SS DEL RELONCAVÍ,10,Los Lagos,30,41,43.0,70,2,2,21,40
2020-05-24,SS IQUIQUE,1,Tarapacá,18,32,10.0,12,14,0,16,28
2020-05-24,SS LIBERTADOR B. O'HIGGINS,6,O’Higgins,78,86,46.0,53,33,15,64,76
2020-05-24,SS MAGALLANES,12,Magallanes,22,35,10.0,13,5,0,9,32
2020-05-24,SS METROPOLITANO CENTRAL,13,Metropolitana,222,232,139.0,148,187,2,219,242
2020-05-24,SS METROPOLITANO NORTE,13,Metropolitana,174,185,162.0,204,150,11,170,185
2020-05-24,SS METROPOLITANO OCCIDENTE,13,Metropolitana,116,119,50.0,50,90,14,112,119
2020-05-24,SS METROPOLITANO ORIENTE,13,Metropolitana,418,439,386.0,467,320,18,371,406
2020-05-24,SS METROPOLITANO SUR,13,Metropolitana,93,97,108.0,114,73,5,88,97
2020-05-24,SS METROPOLITANO SUR ORIENTE,13,Metropolitana,119,121,129.0,129,106,3,116,135
2020-05-24,SS ÑUBLE,16,Ñuble,13,20,16.0,21,11,0,12,28
2020-05-24,SS OSORNO,10,Los Lagos,15,24,10.0,11,4,0,10,33
2020-05-24,SS TALCAHUANO,8,Bíobío,19,34,27.0,42,1,0,4,33
2020-05-24,SS VALDIVIA,14,Los Ríos,13,23,12.0,14,1,0,9,24
2020-05-24,SS VALPARAISO SAN ANTONIO,5,Valparaíso,33,34,47.0,48,14,3,31,33
2020-05-24,SS VIÑA DEL MAR QUILLOTA,5,Valparaíso,105,126,47.0,71,44,15,81,119
2020-05-25,SS ACONGAGUA,5,Valparaíso,12,15,,19,7,0,11,14
2020-05-25,SS AISÉN,11,Aysén,2,8,,6,0,0,2,17
2020-05-25,SS ANTOFAGASTA,2,Antofagasta,94,111,,46,52,9,82,115
2020-05-25,SS ARAUCANÍA NORTE,9,Araucanía,5,8,,8,0,0,3,10
2020-05-25,SS ARAUCANÍA SUR,9,Araucanía,41,59,,60,16,2,30,72
2020-05-25,SS ARAUCO,8,Bíobío,0,0,,6,0,0,0,1
2020-05-25,SS ARICA,15,Arica y Parinacota,13,22,,46,8,0,9,20
2020-05-25,SS ATACAMA,3,Atacama,13,24,,10,2,1,6,22
2020-05-25,SS BÍO BÍO,8,Bíobío,13,39,,25,7,1,10,42
2020-05-25,SS CHILOÉ,10,Los Lagos,11,14,,0,2,0,7,14
2020-05-25,SS CONCEPCIÓN,8,Bíobío,44,63,,32,17,1,33,59
2020-05-25,SS COQUIMBO,4,Coquimbo,27,39,,28,2,3,23,40
2020-05-25,SS DEL MAULE,7,Maule,46,55,,59,31,4,41,59
2020-05-25,SS DEL RELONCAVÍ,10,Los Lagos,32,41,,70,2,1,21,40
2020-05-25,SS IQUIQUE,1,Tarapacá,18,32,,12,14,0,17,28
2020-05-25,SS LIBERTADOR B. O'HIGGINS,6,O’Higgins,84,99,,49,36,17,64,85
2020-05-25,SS MAGALLANES,12,Magallanes,21,35,,13,5,0,9,32
2020-05-25,SS METROPOLITANO CENTRAL,13,Metropolitana,223,238,,150,184,3,216,250
2020-05-25,SS METROPOLITANO NORTE,13,Metropolitana,180,185,,204,155,8,167,186
2020-05-25,SS METROPOLITANO OCCIDENTE,13,Metropolitana,129,130,,41,99,15,121,130
2020-05-25,SS METROPOLITANO ORIENTE,13,Metropolitana,449,465,,463,309,21,368,409
2020-05-25,SS METROPOLITANO SUR,13,Metropolitana,99,99,,114,74,6,93,95
2020-05-25,SS METROPOLITANO SUR ORIENTE,13,Metropolitana,123,123,,133,115,3,122,139
2020-05-25,SS ÑUBLE,16,Ñuble,13,24,,17,11,0,12,28
2020-05-25,SS OSORNO,10,Los Lagos,15,24,,11,4,0,11,33
2020-05-25,SS TALCAHUANO,8,Bíobío,19,34,,42,1,1,8,33
2020-05-25,SS VALDIVIA,14,Los Ríos,14,23,,14,1,0,8,23
2020-05-25,SS VALPARAISO SAN ANTONIO,5,Valparaíso,34,34,,48,16,3,32,33
2020-05-25,SS VIÑA DEL MAR QUILLOTA,5,Valparaíso,102,126,,71,46,13,80,116
2020-05-26,SS ACONGAGUA,5,Valparaíso,10,15,12.0,19,7,0,10,15
2020-05-26,SS AISÉN,11,Aysén,2,8,4.0,6,0,0,1,17
2020-05-26,SS ANTOFAGASTA,2,Antofagasta,106,119,28.0,38,53,9,86,115
2020-05-26,SS ARAUCANÍA NORTE,9,Araucanía,5,8,7.0,8,1,1,5,10
2020-05-26,SS ARAUCANÍA SUR,9,Araucanía,42,57,41.0,62,16,0,26,72
2020-05-26,SS ARAUCO,8,Bíobío,0,0,6.0,6,0,0,1,1
2020-05-26,SS ARICA,15,Arica y Parinacota,13,22,40.0,46,8,0,11,20
2020-05-26,SS ATACAMA,3,Atacama,12,24,7.0,10,2,1,6,22
2020-05-26,SS BÍO BÍO,8,Bíobío,12,39,15.0,25,8,0,11,42
2020-05-26,SS CHILOÉ,10,Los Lagos,11,14,0.0,0,2,0,8,14
2020-05-26,SS CONCEPCIÓN,8,Bíobío,40,62,17.0,33,13,1,30,57
2020-05-26,SS COQUIMBO,4,Coquimbo,26,39,20.0,28,2,1,18,40
2020-05-26,SS DEL MAULE,7,Maule,44,49,42.0,65,32,5,49,60
2020-05-26,SS DEL RELONCAVÍ,10,Los Lagos,30,41,60.0,70,1,2,24,40
2020-05-26,SS IQUIQUE,1,Tarapacá,19,32,6.0,12,15,1,18,28
2020-05-26,SS LIBERTADOR B. O'HIGGINS,6,O’Higgins,85,98,32.0,45,38,15,65,84
2020-05-26,SS MAGALLANES,12,Magallanes,21,35,11.0,13,5,0,8,32
2020-05-26,SS METROPOLITANO CENTRAL,13,Metropolitana,227,241,139.0,147,182,8,220,252
2020-05-26,SS METROPOLITANO NORTE,13,Metropolitana,181,188,159.0,201,162,6,177,189
2020-05-26,SS METROPOLITANO OCCIDENTE,13,Metropolitana,129,130,41.0,41,106,10,123,130
2020-05-26,SS METROPOLITANO ORIENTE,13,Metropolitana,452,468,383.0,464,321,18,375,413
2020-05-26,SS METROPOLITANO SUR,13,Metropolitana,97,99,112.0,114,69,7,88,96
2020-05-26,SS METROPOLITANO SUR ORIENTE,13,Metropolitana,125,126,130.0,131,118,3,125,142
2020-05-26,SS ÑUBLE,16,Ñuble,13,24,8.0,17,9,0,10,30
2020-05-26,SS OSORNO,10,Los Lagos,18,24,10.0,11,4,0,11,31
2020-05-26,SS TALCAHUANO,8,Bíobío,22,34,24.0,42,2,0,11,33
2020-05-26,SS VALDIVIA,14,Los Ríos,14,23,13.0,14,1,0,9,23
2020-05-26,SS VALPARAISO SAN ANTONIO,5,Valparaíso,37,38,33.0,44,14,2,28,33
2020-05-26,SS VIÑA DEL MAR QUILLOTA,5,Valparaíso,104,126,49.0,74,41,17,75,112
2020-05-27,SS ACONGAGUA,5,Valparaíso,10,15,11.0,19,7,0,10,13
2020-05-27,SS AISÉN,11,Aysén,4,8,4.0,6,0,2,3,17
2020-05-27,SS ANTOFAGASTA,2,Antofagasta,94,115,25.0,43,49,3,77,111
2020-05-27,SS ARAUCANÍA NORTE,9,Araucanía,5,8,5.0,8,1,0,4,10
2020-05-27,SS ARAUCANÍA SUR,9,Araucanía,37,56,50.0,63,18,2,25,72
2020-05-27,SS ARAUCO,8,Bíobío,0,0,4.0,6,0,0,1,1
2020-05-27,SS ARICA,15,Arica y Parinacota,13,22,35.0,46,8,0,9,20
2020-05-27,SS ATACAMA,3,Atacama,13,24,9.0,10,2,1,11,22
2020-05-27,SS BÍO BÍO,8,Bíobío,19,39,15.0,25,7,0,12,42
2020-05-27,SS CHILOÉ,10,Los Lagos,9,14,0.0,0,2,0,7,14
2020-05-27,SS CONCEPCIÓN,8,Bíobío,46,63,22.0,32,16,0,33,60
2020-05-27,SS COQUIMBO,4,Coquimbo,29,39,17.0,28,3,1,21,42
2020-05-27,SS DEL MAULE,7,Maule,45,56,36.0,64,33,6,45,59
2020-05-27,SS DEL RELONCAVÍ,10,Los Lagos,27,41,46.0,70,4,1,21,40
2020-05-27,SS IQUIQUE,1,Tarapacá,29,32,5.0,12,22,0,26,28
2020-05-27,SS LIBERTADOR B. O'HIGGINS,6,O’Higgins,82,98,30.0,45,38,12,66,89
2020-05-27,SS MAGALLANES,12,Magallanes,22,35,10.0,13,5,0,9,32
2020-05-27,SS METROPOLITANO CENTRAL,13,Metropolitana,244,253,133.0,141,200,7,228,257
2020-05-27,SS METROPOLITANO NORTE,13,Metropolitana,184,187,158.0,204,161,12,183,189
2020-05-27,SS METROPOLITANO OCCIDENTE,13,Metropolitana,121,135,48.0,49,109,5,117,136
2020-05-27,SS METROPOLITANO ORIENTE,13,Metropolitana,453,481,389.0,464,321,24,377,414
2020-05-27,SS METROPOLITANO SUR,13,Metropolitana,98,99,104.0,114,75,6,89,96
2020-05-27,SS METROPOLITANO SUR ORIENTE,13,Metropolitana,143,143,136.0,140,120,2,132,146
2020-05-27,SS ÑUBLE,16,Ñuble,15,24,11.0,17,10,0,11,30
2020-05-27,SS OSORNO,10,Los Lagos,19,24,11.0,11,5,0,12,31
2020-05-27,SS TALCAHUANO,8,Bíobío,24,37,28.0,39,3,3,13,33
2020-05-27,SS VALDIVIA,14,Los Ríos,15,23,12.0,14,2,0,11,24
2020-05-27,SS VALPARAISO SAN ANTONIO,5,Valparaíso,35,35,46.0,50,16,1,31,33
2020-05-27,SS VIÑA DEL MAR QUILLOTA,5,Valparaíso,108,129,53.0,71,46,21,82,118
2020-05-28,SS ACONGAGUA,5,Valparaíso,12,15,13.0,19,8,0,12,14
2020-05-28,SS AISÉN,11,Aysén,3,8,2.0,6,0,0,2,17
2020-05-28,SS ANTOFAGASTA,2,Antofagasta,92,110,29.0,43,42,5,75,107
2020-05-28,SS ARAUCANÍA NORTE,9,Araucanía,4,8,5.0,8,1,0,5,10
2020-05-28,SS ARAUCANÍA SUR,9,Araucanía,34,58,49.0,61,17,0,27,72
2020-05-28,SS ARAUCO,8,Bíobío,0,0,6.0,6,0,0,0,1
2020-05-28,SS ARICA,15,Arica y Parinacota,14,22,24.0,46,8,0,10,20
2020-05-28,SS ATACAMA,3,Atacama,10,24,8.0,10,2,1,4,22
2020-05-28,SS BÍO BÍO,8,Bíobío,17,39,13.0,25,5,0,12,42
2020-05-28,SS CHILOÉ,10,Los Lagos,9,14,0.0,0,1,0,6,14
2020-05-28,SS CONCEPCIÓN,8,Bíobío,43,62,24.0,39,20,1,38,58
2020-05-28,SS COQUIMBO,4,Coquimbo,34,40,11.0,28,2,2,19,42
2020-05-28,SS DEL MAULE,7,Maule,47,56,37.0,64,33,6,46,59
2020-05-28,SS DEL RELONCAVÍ,10,Los Lagos,29,41,52.0,70,4,1,23,40
2020-05-28,SS IQUIQUE,1,Tarapacá,27,34,7.0,11,23,0,25,35
2020-05-28,SS LIBERTADOR B. O'HIGGINS,6,O’Higgins,81,99,32.0,45,39,14,62,89
2020-05-28,SS MAGALLANES,12,Magallanes,25,33,8.0,10,7,0,12,30
2020-05-28,SS METROPOLITANO CENTRAL,13,Metropolitana,245,251,138.0,147,206,9,235,257
2020-05-28,SS METROPOLITANO NORTE,13,Metropolitana,182,186,163.0,205,164,5,179,189
2020-05-28,SS METROPOLITANO OCCIDENTE,13,Metropolitana,125,131,47.0,49,112,4,121,131
2020-05-28,SS METROPOLITANO ORIENTE,13,Metropolitana,478,500,398.0,460,329,20,376,412
2020-05-28,SS METROPOLITANO SUR,13,Metropolitana,105,107,111.0,114,83,2,96,104
2020-05-28,SS METROPOLITANO SUR ORIENTE,13,Metropolitana,139,141,141.0,142,127,3,133,149
2020-05-28,SS ÑUBLE,16,Ñuble,14,24,11.0,17,9,0,10,30
2020-05-28,SS OSORNO,10,Los Lagos,18,30,8.0,9,5,0,9,30
2020-05-28,SS TALCAHUANO,8,Bíobío,21,37,26.0,39,4,0,10,33
2020-05-28,SS VALDIVIA,14,Los Ríos,14,23,12.0,14,2,0,10,23
2020-05-28,SS VALPARAISO SAN ANTONIO,5,Valparaíso,34,38,47.0,60,13,1,28,35
2020-05-28,SS VIÑA DEL MAR QUILLOTA,5,Valparaíso,116,134,47.0,68,54,15,84,116
2020-05-29,SS ACONGAGUA,5,Valparaíso,14,16,12.0,19,9,1,13,16
2020-05-29,SS AISÉN,11,Aysén,3,8,1.0,6,0,1,2,17
2020-05-29,SS ANTOFAGASTA,2,Antofagasta,92,111,31.0,44,41,8,77,107
2020-05-29,SS ARAUCANÍA NORTE,9,Araucanía,5,8,6.0,8,1,1,6,10
2020-05-29,SS ARAUCANÍA SUR,9,Araucanía,35,60,50.0,59,15,0,28,72
2020-05-29,SS ARAUCO,8,Bíobío,0,0,5.0,6,0,0,1,1
2020-05-29,SS ARICA,15,Arica y Parinacota,14,22,29.0,46,8,0,9,20
2020-05-29,SS ATACAMA,3,Atacama,8,24,10.0,10,2,1,4,22
2020-05-29,SS BÍO BÍO,8,Bíobío,14,39,20.0,25,4,0,12,42
2020-05-29,SS CHILOÉ,10,Los Lagos,8,14,0.0,0,1,0,6,14
2020-05-29,SS CONCEPCIÓN,8,Bíobío,48,64,24.0,39,22,0,37,60
2020-05-29,SS COQUIMBO,4,Coquimbo,30,40,17.0,28,2,2,19,43
2020-05-29,SS DEL MAULE,7,Maule,51,56,36.0,64,33,5,45,64
2020-05-29,SS DEL RELONCAVÍ,10,Los Lagos,29,41,61.0,70,4,0,21,40
2020-05-29,SS IQUIQUE,1,Tarapacá,32,34,8.0,11,24,2,31,35
2020-05-29,SS LIBERTADOR B. O'HIGGINS,6,O’Higgins,84,98,34.0,46,46,10,65,90
2020-05-29,SS MAGALLANES,12,Magallanes,20,33,5.0,10,7,0,11,30
2020-05-29,SS METROPOLITANO CENTRAL,13,Metropolitana,249,252,156.0,158,204,7,230,254
2020-05-29,SS METROPOLITANO NORTE,13,Metropolitana,185,188,154.0,203,173,3,189,197
2020-05-29,SS METROPOLITANO OCCIDENTE,13,Metropolitana,130,132,45.0,47,122,0,127,130
2020-05-29,SS METROPOLITANO ORIENTE,13,Metropolitana,482,504,394.0,458,339,21,383,422
2020-05-29,SS METROPOLITANO SUR,13,Metropolitana,98,99,108.0,114,77,4,91,96
2020-05-29,SS METROPOLITANO SUR ORIENTE,13,Metropolitana,145,145,140.0,140,127,1,134,148
2020-05-29,SS ÑUBLE,16,Ñuble,13,24,13.0,17,8,0,9,30
2020-05-29,SS OSORNO,10,Los Lagos,17,30,5.0,9,5,0,9,30
2020-05-29,SS TALCAHUANO,8,Bíobío,21,34,30.0,42,4,0,11,33
2020-05-29,SS VALDIVIA,14,Los Ríos,13,23,14.0,14,2,0,9,24
2020-05-29,SS VALPARAISO SAN ANTONIO,5,Valparaíso,32,38,52.0,60,14,1,29,35
2020-05-29,SS VIÑA DEL MAR QUILLOTA,5,Valparaíso,113,132,44.0,68,62,16,83,115
2020-05-31,SS ACONGAGUA,5,Valparaíso,15,18,15.0,19,7,1,11,16
2020-05-31,SS AISÉN,11,Aysén,2,8,2.0,6,1,0,2,17
2020-05-31,SS ANTOFAGASTA,2,Antofagasta,99,111,31.0,44,50,11,82,107
2020-05-31,SS ARAUCANÍA NORTE,9,Araucanía,4,8,8.0,8,1,0,4,10
2020-05-31,SS ARAUCANÍA SUR,9,Araucanía,40,59,56.0,60,16,0,29,72
2020-05-31,SS ARAUCO,8,Bíobío,0,0,5.0,6,0,0,1,1
2020-05-31,SS ARICA,15,Arica y Parinacota,15,22,25.0,46,9,0,10,20
2020-05-31,SS ATACAMA,3,Atacama,10,24,6.0,10,0,1,3,22
2020-05-31,SS BÍO BÍO,8,Bíobío,16,39,13.0,25,4,1,12,44
2020-05-31,SS CHILOÉ,10,Los Lagos,9,14,0.0,0,1,0,6,14
2020-05-31,SS CONCEPCIÓN,8,Bíobío,54,66,22.0,35,27,0,44,63
2020-05-31,SS COQUIMBO,4,Coquimbo,27,40,18.0,28,3,2,21,43
2020-05-31,SS DEL MAULE,7,Maule,46,57,36.0,63,32,2,42,65
2020-05-31,SS DEL RELONCAVÍ,10,Los Lagos,30,41,53.0,70,5,0,23,40
2020-05-31,SS IQUIQUE,1,Tarapacá,31,37,4.0,6,25,1,28,35
2020-05-31,SS LIBERTADOR B. O'HIGGINS,6,O’Higgins,80,92,35.0,49,47,12,64,86
2020-05-31,SS MAGALLANES,12,Magallanes,22,33,9.0,12,7,0,11,30
2020-05-31,SS METROPOLITANO CENTRAL,13,Metropolitana,256,262,145.0,159,200,6,232,260
2020-05-31,SS METROPOLITANO NORTE,13,Metropolitana,180,184,164.0,207,178,4,187,197
2020-05-31,SS METROPOLITANO OCCIDENTE,13,Metropolitana,132,133,47.0,47,111,9,124,132
2020-05-31,SS METROPOLITANO ORIENTE,13,Metropolitana,502,519,393.0,455,369,14,410,445
2020-05-31,SS METROPOLITANO SUR,13,Metropolitana,103,105,110.0,114,87,2,96,105
2020-05-31,SS METROPOLITANO SUR ORIENTE,13,Metropolitana,144,145,138.0,139,127,1,137,149
2020-05-31,SS ÑUBLE,16,Ñuble,12,24,16.0,17,8,0,10,16
2020-05-31,SS OSORNO,10,Los Lagos,14,30,9.0,9,5,0,9,30
2020-05-31,SS TALCAHUANO,8,Bíobío,27,34,32.0,42,6,0,14,33
2020-05-31,SS VALDIVIA,14,Los Ríos,13,23,12.0,14,2,0,9,23
2020-05-31,SS VALPARAISO SAN ANTONIO,5,Valparaíso,35,38,53.0,60,16,1,31,34
2020-05-31,SS VIÑA DEL MAR QUILLOTA,5,Valparaíso,114,134,54.0,68,57,9,80,115
