Poblacion,Casos Confirmados,Fecha,Region ID,Region,Provincia ID,Provincia,Comuna ID,Comuna,Tasa
2515.0,0.0,2020/05/18,15.0,Arica y Parinacota,152.0,Parinacota,15201.0,Putre,0.0
2515.0,0.0,2020/05/11,15.0,Arica y Parinacota,152.0,Parinacota,15201.0,Putre,0.0
2515.0,3.0,2020/06/15,15.0,Arica y Parinacota,152.0,Parinacota,15201.0,Putre,119.28429423459245
2515.0,0.0,2020/05/04,15.0,Arica y Parinacota,152.0,Parinacota,15201.0,Putre,0.0
,-,2020/04/13,,,,,,,-
,-,2020/03/30,,,,,,,-
,-,2020/05/08,,,,,,,-
,-,2020/06/08,,,,,,,-
,-,2020/04/03,,,,,,,-
,11.0,2020/08/03,,,,,,,
,-,2020/05/01,,,,,,,-
,6.0,2020/07/24,,,,,,,
,19.0,2020/08/14,,,,,,,
,-,2020/04/06,,,,,,,-
,3.0,2020/07/10,,,,,,,
,-,2020/06/01,,,,,,,-
,6.0,2020/07/27,,,,,,,
,3.0,2020/07/13,,,,,,,
,5.0,2020/07/20,,,,,,,
,-,2020/04/15,,,,,,,-
,3.0,2020/07/05,,,,,,,
,2.0,2020/06/19,,,,,,,
,-,2020/04/27,,,,,,,-
,25.0,2020/08/21,,,,,,,
,25.0,2020/08/24,,,,,,,
,-,2020/04/20,,,,,,,-
,7.0,2020/07/31,,,,,,,
,-,2020/04/01,,,,,,,-
,-,2020/06/12,,,,,,,-
,-,2020/04/10,,,,,,,-
,23.0,2020/08/17,,,,,,,
,13.0,2020/08/07,,,,,,,
,18.0,2020/08/10,,,,,,,
,-,2020/04/08,,,,,,,-
,-,2020/04/24,,,,,,,-
,1.0,2020/07/01,,,,,,,
,3.0,2020/06/28,,,,,,,
,23.0,2020/08/28,,,,,,,
,-,2020/05/22,,,,,,,-
,5.0,2020/07/17,,,,,,,
,-,2020/05/15,,,,,,,-
,-,2020/05/29,,,,,,,-
,-,2020/05/25,,,,,,,-
,-,2020/04/17,,,,,,,-
,1.0,2020/06/23,,,,,,,
,-,2020/06/05,,,,,,,-
,-,2020/05/18,,,,,,,-
,-,2020/05/11,,,,,,,-
,-,2020/06/15,,,,,,,-
,-,2020/05/04,,,,,,,-
129999.0,14.0,2020/04/13,1.0,Tarapacá,11.0,Iquique,1107.0,Alto Hospicio,10.769313610104692
129999.0,0.0,2020/03/30,1.0,Tarapacá,11.0,Iquique,1107.0,Alto Hospicio,0.0
129999.0,161.0,2020/05/08,1.0,Tarapacá,11.0,Iquique,1107.0,Alto Hospicio,123.84710651620397
129999.0,1238.0,2020/06/08,1.0,Tarapacá,11.0,Iquique,1107.0,Alto Hospicio,952.3150178078292
129999.0,0.0,2020/04/03,1.0,Tarapacá,11.0,Iquique,1107.0,Alto Hospicio,0.0
129999.0,2595.0,2020/08/03,1.0,Tarapacá,11.0,Iquique,1107.0,Alto Hospicio,1996.1692013015486
129999.0,77.0,2020/05/01,1.0,Tarapacá,11.0,Iquique,1107.0,Alto Hospicio,59.23122485557581
129999.0,2371.0,2020/07/24,1.0,Tarapacá,11.0,Iquique,1107.0,Alto Hospicio,1823.8601835398733
129999.0,2864.0,2020/08/14,1.0,Tarapacá,11.0,Iquique,1107.0,Alto Hospicio,2203.0938699528456
129999.0,5.0,2020/04/06,1.0,Tarapacá,11.0,Iquique,1107.0,Alto Hospicio,3.8461834321802475
129999.0,2150.0,2020/07/10,1.0,Tarapacá,11.0,Iquique,1107.0,Alto Hospicio,1653.8588758375065
129999.0,919.0,2020/06/01,1.0,Tarapacá,11.0,Iquique,1107.0,Alto Hospicio,706.9285148347295
129999.0,2414.0,2020/07/27,1.0,Tarapacá,11.0,Iquique,1107.0,Alto Hospicio,1856.9373610566236
129999.0,2191.0,2020/07/13,1.0,Tarapacá,11.0,Iquique,1107.0,Alto Hospicio,1685.3975799813845
129999.0,2313.0,2020/07/20,1.0,Tarapacá,11.0,Iquique,1107.0,Alto Hospicio,1779.2444557265826
129999.0,15.0,2020/04/15,1.0,Tarapacá,11.0,Iquique,1107.0,Alto Hospicio,11.538550296540743
129999.0,2065.0,2020/07/05,1.0,Tarapacá,11.0,Iquique,1107.0,Alto Hospicio,1588.4737574904423
129999.0,1672.0,2020/06/19,1.0,Tarapacá,11.0,Iquique,1107.0,Alto Hospicio,1286.1637397210748
129999.0,55.0,2020/04/27,1.0,Tarapacá,11.0,Iquique,1107.0,Alto Hospicio,42.308017753982725
