Nombre de estacion,Independencia,La_Florida,Las_Condes,Santiago,Pudahuel,Cerrillos,El_Bosque,Cerro_Navia,Puente_Alto,Talagante,Quilicura,Talca_La_Florida,Padre_Las_Casas_II,Coyhaique_II,Valdivia
Region,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Maule,Araucanía,Aysén,Los Ríos
Codigo region,13,13,13,13,13,13,13,13,13,13,13,7,9,11,14
Comuna,Independencia,La Florida,Las Condes,Santiago,Pudahuel,Cerrillos,El Bosque,Cerro Navia,Puente Alto,Talagante,Quilicura,Talca,Padre las Casas,Coyhaique,Valdivia
Codigo comuna,13108,13110,13114,13101,13124,13102,13105,13103,13201,13601,13125,7101,9112,11101,14101
2016-01-01 06:00:00,21.6331005096436,17.609899520874,6.41874980926514,10.2709999084473,8.84000015258789,,,,15.4152002334595,,,,2.3692901134491,1.04956996440887,1.68148994445801
2016-01-01 07:00:00,23.1242008209229,21.609899520874,10.2896003723145,7.9303297996521,4.68272018432617,,,,13.9590997695923,,,,2.51183009147644,1,1.18060004711151
2016-01-01 08:00:00,13.7658004760742,10.2767000198364,2.98132991790771,11.3914003372192,4.11499977111816,,,,14.8760004043579,,,,2.20825004577637,1,1
2016-01-01 09:00:00,10.9512996673584,6.35999011993408,3.007080078125,10.2498998641968,1.9833300113678,,,,11.4783000946045,,,1.92692005634308,2.4421501159668,1,1
2016-01-01 10:00:00,10.2887001037598,4.86999988555908,2.75633001327515,9.8871603012085,1.42636001110077,,,,7.91882991790771,,,1.1966700553894,2.52221989631653,1,1
2016-01-01 11:00:00,,2.88000011444092,1.30957996845245,6.88023996353149,1.05555999279022,,,,4.61899995803833,,,1,2.63099002838135,1,1
2016-01-01 12:00:00,,1.97333002090454,1,3.21725010871887,,,,,3.6100800037384,,,1,3.0728600025177,2.01662993431091,1
2016-01-01 13:00:00,1.07489001750946,1.14666998386383,1,2.30150008201599,,,,,2.93475008010864,,,1,3.12430000305176,1.77955996990204,1
2016-01-01 14:00:00,1.40100002288818,1,1,1.20050001144409,,,,,2.34441995620728,,,1,3.09328007698059,2.29614996910095,1
2016-01-01 15:00:00,1,1,1,1.06683003902435,,,,,1.66674995422363,,,1,3.16446995735168,1.86731004714966,1
2016-01-01 16:00:00,1.05616998672485,1,1,1,,,,,1.83791995048523,,,1,3.08212995529175,1,1
2016-01-01 17:00:00,1.74832999706268,1.02999997138977,1,1,,,,,2.17617011070251,,,1,3.07224011421204,1,1
2016-01-01 18:00:00,2.49667000770569,1.23000001907349,1,1.20050001144409,,,,,3.02032995223999,,,1,3.05661988258362,1,1
2016-01-01 19:00:00,6.22857999801636,2.15000009536743,1,1.70116996765137,,,,,4.03216981887817,,,3.01082992553711,3.05516004562378,1.10813999176025,1
2016-01-01 20:00:00,7.61007976531982,3.88000011444092,1,2.71775007247925,,,,,4.79132986068726,,,5.78307008743286,3.21380996704102,3.04271006584167,1
2016-01-01 21:00:00,9.45940971374512,5.46332979202271,1,3.30049991607666,,,,,5.30015993118286,,,6.94883012771606,3.40627002716064,5.99240016937256,1
2016-01-01 22:00:00,8.60408020019531,4.54666996002197,1,4.29949998855591,,,,,5.72166013717651,,,4.02981996536255,3.54412007331848,8.98793029785156,1
2016-01-01 23:00:00,10.7027997970581,6.46332979202271,1,5.21525001525879,,,,,7.07000017166138,,,3.68300008773804,3.21391010284424,8.01935958862305,1
2016-01-02 00:00:00,,3.88000011444092,2.26307988166809,7.87924003601074,,,,,6.98382997512817,,,2.55749988555908,2.97734999656677,5.3388500213623,1
2016-01-02 01:00:00,5.49836015701294,5.54665994644165,3.57565999031067,5.13199996948242,,,,,5.71700000762939,,,1.69342005252838,2.93713998794556,4.38590002059937,1.74589002132416
2016-01-02 02:00:00,,5.43555021286011,4.74583005905151,4.54925012588501,,,,,7.40708017349243,,,1.51682996749878,2.76548004150391,1.9957400560379,1.80120003223419
2016-01-02 03:00:00,,4.4888801574707,4.49507999420166,5.13199996948242,,,,,6.81792020797729,,,1.9005800485611,3.00559997558594,1.70131003856659,2.11773991584778
2016-01-02 04:00:00,6.47832012176514,4.96000003814697,4.32790994644165,4.63250017166138,,,,,6.90291976928711,,,2.67549991607666,2.961669921875,1,1.14701998233795
2016-01-02 05:00:00,11.8337001800537,7.77665996551514,5.33091020584106,5.99449014663696,,,,,8.02600002288818,,,2.62757992744446,2.89282989501953,1,1
2016-01-02 06:00:00,13.9296998977661,7.77665996551514,4.53350019454956,10.1197996139526,,,,,8.83708000183105,,,2.56167006492615,2.99852991104126,1,1
2016-01-02 07:00:00,12.6871995925903,9.02665996551514,5.74457979202271,15.4630002975464,,,,,9.40816974639893,,,2.02325010299683,2.80138993263245,1,1.25909996032715
2016-01-02 08:00:00,15.0065002441406,10.4433002471924,3.71033000946045,20.7917003631592,,,,,9.63574028015137,,,1.05675005912781,2.63887000083923,1.93097996711731,1.40565001964569
2016-01-02 09:00:00,16.9953994750977,8.77665996551514,8.24942016601562,17.6872997283936,,,,,9.96757984161377,,,1.88467001914978,2.6261100769043,1.82230997085571,1.01496994495392
2016-01-02 10:00:00,20.3637008666992,8.60999011993408,10.6627998352051,11.1295003890991,,,,,4.88216018676758,,,1.65307998657227,2.93158006668091,2.29892992973328,1
2016-01-02 11:00:00,12.0282001495361,3.95000004768372,6.99849987030029,4.29949998855591,,,,,3.10474991798401,,,1.35025000572205,3.12321996688843,1.39206004142761,1
2016-01-02 12:00:00,6.39549016952515,2.10666990280151,2.4467499256134,2.8842499256134,,,,,2.68267011642456,,,1.1966700553894,3.41072010993958,1,1
2016-01-02 13:00:00,4.32341003417969,1.40332996845245,1,1.66832995414734,,,,,2.59824991226196,,,1.29324996471405,3.6944100856781,1.5892299413681,1
2016-01-02 14:00:00,2.52617001533508,1.37332999706268,1,1.66832995414734,,,,,2.34500002861023,,,1.30774998664856,3.44408011436462,1.24826002120972,1
2016-01-02 15:00:00,3.27449989318848,1,1,1.60150003433228,,,,,3.10474991798401,,,1.46692001819611,3.07557010650635,1.09765994548798,1
2016-01-02 16:00:00,6.47832012176514,1.34333002567291,1,3.21725010871887,,,,,3.52683997154236,,,1.37549996376038,3.15891003608704,1.21559000015259,1
2016-01-02 17:00:00,7.14099979400635,1.67999994754791,1,4.88224983215332,,,,,4.20334005355835,,,1.88707995414734,3.15546989440918,1.61992001533508,1
2016-01-02 18:00:00,7.30666017532349,4.61666011810303,1,4.46600008010864,,,,,4.79658985137939,,,3.72832989692688,3.39816999435425,1.78470003604889,1
2016-01-02 19:00:00,14.6220998764038,7.61666011810303,1.38492000102997,4.79899978637695,,,,,5.80901002883911,,,4.33466005325317,3.82639002799988,2.07280993461609,1.04902994632721
2016-01-02 20:00:00,16.8306999206543,10.8267002105713,3.15774989128113,5.88124990463257,,,,,6.31491994857788,,,4.4996600151062,4.26535987854004,3.76255011558533,3.19023990631104
2016-01-02 21:00:00,19.0662994384766,11.9567003250122,4.32791996002197,5.88124990463257,,,,,9.19034004211426,,,9.32699966430664,4.44269990921021,2.91012001037598,3.48229002952576
2016-01-02 22:00:00,17.6860008239746,9.92000007629395,9.25934028625488,5.96449995040894,,,,,9.35393047332764,1.40299999713898,,9.49808025360107,4.50856018066406,2.9533998966217,4.13253021240234
2016-01-02 23:00:00,17.3817005157471,12.9067001342773,10.9309997558594,5.21525001525879,,,,,9.86159038543701,1.55917000770569,,8.35391044616699,4.20586013793945,2.86473989486694,3.83343005180359
2016-01-03 00:00:00,11.9165000915527,15.7767000198364,10.8473997116089,5.29850006103516,,,,,9.01041984558105,1.60891997814178,,6.98008012771606,3.85361003875732,2.61163997650146,2.55338001251221
2016-01-03 01:00:00,16.1410007476807,13.9433002471924,10.5097999572754,6.13100004196167,,,,,12.1372995376587,1.2537499666214,,4.6707501411438,3.29234004020691,3.45542001724243,1
2016-01-03 02:00:00,12.8486003875732,13.582200050354,8.17273998260498,6.2975001335144,,,14.0166997909546,,9.26482963562012,,,6.33791017532349,3.01239991188049,1.35426998138428,1
2016-01-03 03:00:00,15.1381998062134,11.8044004440308,4.32790994644165,10.3034000396729,,,,,12.9856004714966,5.13853979110718,,12.2636995315552,2.85086989402771,3.02445006370544,1
2016-01-03 04:00:00,19.756799697876,9.60999011993408,2.6727499961853,10.6208000183105,,,,,13.2592000961304,4.00750017166138,,12.0367002487183,3.31366991996765,3.56118988990784,1
2016-01-03 05:00:00,19.1481990814209,10.0267000198364,2.33841991424561,11.9359998703003,,,8.9399995803833,,12.2311000823975,4.16925001144409,,10.9708003997803,4.22432994842529,2.7861499786377,1
2016-01-03 06:00:00,17.9057006835938,11.1933002471924,5.45483016967773,13.6983003616333,,,10.9833002090454,,11.0802001953125,3.75342988967896,,8.36349010467529,5.96551990509033,1.5202100276947,1
2016-01-03 07:00:00,18.6511993408203,10.7767000198364,4.41282987594604,13.9475002288818,,,1.57778000831604,,10.7477998733521,,,6.055419921875,4.65696001052856,1,1
2016-01-03 08:00:00,21.7987995147705,8.77665996551514,7.8386697769165,9.21574020385742,,,,,9.72366046905518,,,6.37925004959106,3.90533995628357,1,1
2016-01-03 09:00:00,12.9375,4.77665996551514,7.78390979766846,8.4184103012085,,,,,5.73216009140015,,,3.5623300075531,3.8548800945282,1,1
2016-01-03 10:00:00,8.96333026885986,4.52665996551514,1.3178299665451,6.13100004196167,,,,,3.52742004394531,,,1.39224994182587,4.31598997116089,1,1
2016-01-03 11:00:00,12.1659002304077,3.74000000953674,1,5.21525001525879,,,,,3.52742004394531,,,1.05067002773285,6.22783994674683,1,1
2016-01-03 12:00:00,7.96932983398438,3.70333003997803,1.46025002002716,5.13199996948242,,,,,2.93592000007629,,,1.09916996955872,2.21195006370544,1.15606999397278,1
2016-01-03 13:00:00,5.53924989700317,3.52999997138977,1.63566994667053,3.22716999053955,,,,,3.86508011817932,,,1.64300000667572,3.34062004089355,1,1
2016-01-03 14:00:00,4.57317018508911,1.35333001613617,1,1.68474996089935,,,,,2.68267011642456,,,1,3.90289998054504,1,1
2016-01-03 15:00:00,6.5332498550415,1.58667004108429,1,1.81842005252838,,,,,3.35800004005432,,,1,4.08183002471924,1,1
2016-01-03 16:00:00,6.86458015441895,1.72333002090454,1,2.13499999046326,,,,,3.27591991424561,,,1.61633002758026,3.95964002609253,1,1
2016-01-03 17:00:00,11.3924999237061,3.41000008583069,1.07533001899719,3.30049991607666,,,,,3.78065991401672,,,2.18542003631592,3.73802995681763,1,1
2016-01-03 18:00:00,14.1251001358032,3.25,1,4.79899978637695,,,,,4.87925004959106,,,2.46216988563538,3.67348003387451,1.21861004829407,1
2016-01-03 19:00:00,13.3804998397827,5.29665994644165,1.30957996845245,5.96449995040894,,,6.62180995941162,,6.82375001907349,,,5.21225023269653,4.13582992553711,2.09551000595093,1
2016-01-03 20:00:00,18.128999710083,10.5367002487183,3.57565999031067,8.37874031066895,,,8.93999004364014,,8.59416007995605,2.79924988746643,,9.61023998260498,4.51436996459961,2.4084300994873,2.757159948349
2016-01-03 21:00:00,23.8453998565674,12.9499998092651,6.91899013519287,10.0437002182007,,,16.4874992370605,,12.1401996612549,2.43600010871887,,8.64383029937744,4.89107990264893,3.09945011138916,5.92028999328613
2016-01-03 22:00:00,26.3556003570557,17.6933994293213,9.67724990844727,10.460000038147,,,21.0867004394531,,17.3798999786377,4.8345799446106,,4.83799982070923,5.47652006149292,1.91177999973297,4.9899001121521
2016-01-03 23:00:00,27.3495998382568,17.4433994293213,11.3486003875732,12.3150997161865,,,23.5466003417969,,21.8267993927002,4.66907978057861,,3.68849992752075,5.15173006057739,1,1.09305000305176
2016-01-04 00:00:00,21.4153003692627,16.6931991577148,6.75183010101318,17.6909999847412,15.9342002868652,,21.7133007049561,,19.6168003082275,1.58432996273041,,2.79874992370605,4.22346019744873,1,1
2016-01-04 01:00:00,23.5960006713867,15.3599996566772,6.25032997131348,17.6037998199463,8.61666965484619,,19.5466003417969,,13.4018001556396,1.18239998817444,,2.03574991226196,4.33449983596802,1,1
2016-01-04 02:00:00,28.0112991333008,15.2489004135132,3.34141993522644,15.4379997253418,4.95220994949341,,19.8521995544434,,9.17866992950439,,,1.52233004570007,3.94620990753174,1,1
