Nombre de estacion,Independencia,La_Florida,Las_Condes,Santiago,Pudahuel,Cerrillos,El_Bosque,Cerro_Navia,Puente_Alto,Talagante,Quilicura,Rancagua_I,Talca_La_Florida,Coyhaique_II
Region,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,O’Higgins,Maule,Aysén
Codigo region,13,13,13,13,13,13,13,13,13,13,13,6,7,11
Comuna,Independencia,La Florida,Las Condes,Santiago,Pudahuel,Cerrillos,El Bosque,Cerro Navia,Puente Alto,Talagante,Quilicura,Rancagua,Talca,Coyhaique
Codigo comuna,13108,13110,13114,13101,13124,13102,13105,13103,13201,13601,13125,6101,7101,11101
UTM_Este,346488,352504,358305,345673,337311,340277,345313,338984,352049,318945,337356,342015,256889,730152
UTM_Norte,6300681,6290304,6305906,6296019,6298809,6292747,6286825,6299360,6282013,6272298,6306788,6218523,6075395,4948488
2013-01-01 00:00:00,2.33852005004883,1,,1.04282999038696,,,1.96468997001648,,1,1.6637099981308,1.51345002651215,,,
2013-01-01 01:00:00,1.67036998271942,1,,1.03427004814148,,,2.84737992286682,,1,1.99556994438171,1.90583002567291,,,
2013-01-01 02:00:00,1.78173005580902,1,,1.03101003170013,,,1.48740994930267,,1,1,1.45739996433258,,,
2013-01-01 03:00:00,2.00445008277893,1,,1.0465099811554,,,1.71624004840851,,1,1,2.01794004440308,,,
2013-01-01 04:00:00,1.75389003753662,1,,1.0465099811554,,,1.97367000579834,,1,1,2.01794004440308,,,
2013-01-01 05:00:00,1.75389003753662,1,,1.0465099811554,,,1.88785994052887,,1,1,2.1020200252533,,,
2013-01-01 06:00:00,1.58685994148254,1,,1.0465099811554,,,1.19888997077942,,1,1.83333003520966,3.02691006660461,,,
2013-01-01 07:00:00,1.92093002796173,1,,1.0465099811554,,,1.01487004756927,,1,6.75,3.02691006660461,,,
2013-01-01 08:00:00,1.75389003753662,1,,1.0465099811554,,,1.01487004756927,,1,4.33333015441895,2.35425996780396,,,
2013-01-01 09:00:00,1.25277996063232,1,,1.0465099811554,,,1.00992000102997,,1,2.58332991600037,2.01794004440308,,,
2013-01-01 10:00:00,1.00223004817963,1,,1.0465099811554,,,1.00495994091034,,1.08185994625092,2,1.34528994560242,,,
2013-01-01 11:00:00,1.00223004817963,1,,1.13372004032135,,,1,,1.24558997154236,1,1.17712998390198,,,
2013-01-01 12:00:00,1.33630001544952,1,,1.0465099811554,,,1,,1,1,1.00897002220154,,,
2013-01-01 13:00:00,1.54888999462128,1,,1.0465099811554,,,1,,1,1.16666996479034,1.00897002220154,,,
2013-01-01 14:00:00,,1,,1.0465099811554,,,1,,1.16373002529144,2.25,1.00897002220154,,,
2013-01-01 15:00:00,,1,,1.0465099811554,,,1,,1,2.16666007041931,1.00897002220154,,,
2013-01-01 16:00:00,,1,,1.0465099811554,,,1.00992000102997,,1,1.16666996479034,1.00897002220154,,,
2013-01-01 17:00:00,,1,,1.0465099811554,,,1,,1,1,1.00897002220154,,,
2013-01-01 18:00:00,,1,,1.01549994945526,,,1,,1,1,1.00897002220154,,,
2013-01-01 19:00:00,1.00074005126953,1,,1.00775003433228,,,1,,1,1,1.00897002220154,,,
2013-01-01 20:00:00,1.0014899969101,1,,1,,,1,,1,1,1.00672996044159,,,
2013-01-01 21:00:00,1.00223004817963,1,,1,,,1,,1,1,1.00897002220154,,,
2013-01-01 22:00:00,1.00167000293732,1,,1,,,1,,1,1,1.00821995735168,,,
2013-01-01 23:00:00,1.00167000293732,1,,1,,,1,,1,1,1.00747001171112,,,
2013-01-02 00:00:00,1.00092995166779,1,,1,,,1,,1,1,1.00598001480103,,,
2013-01-02 01:00:00,1.0014899969101,1,,1,,,1,,1,1,1.00299000740051,,,
2013-01-02 02:00:00,1,1,,1,,,1.25571000576019,,1,1,1.0014899969101,,,
2013-01-02 03:00:00,1,1,,1,,,1.02740001678467,,1,1,1.00056004524231,,,
2013-01-02 04:00:00,1,1,,1,,,1.02740001678467,,1,1,1.00223994255066,,,
2013-01-02 05:00:00,1,1,,1,,,1.02740001678467,,1,1,1.00558996200562,,,
2013-01-02 06:00:00,1,1,,1,,,1.02740001678467,,1,1,1.00671005249023,,,
2013-01-02 07:00:00,1,1,,1,,,1.02740001678467,,1,1,1.00671005249023,,,
2013-01-02 08:00:00,1,1,,1.017009973526,,,1.02740001678467,,1,1,1.00671005249023,,,
2013-01-02 09:00:00,1,1,,1.02040994167328,,,1.02740001678467,,1,1.00074994564056,1.00671005249023,,,
2013-01-02 10:00:00,1,1,,1.01189994812012,,,1.02740001678467,,1,1.00299000740051,1.00671005249023,,,
2013-01-02 11:00:00,1,1,,1.01020002365112,,,1.02740001678467,,1,1,1.00671005249023,,,
2013-01-02 12:00:00,1,1,,1.00680005550385,,,1.02740001678467,,1,1.00448000431061,1.0050300359726,,,
2013-01-02 13:00:00,1,1,,1.02040994167328,,,1.02740001678467,,1,1.00373995304108,1.00615000724792,,,
2013-01-02 14:00:00,1,1,,1.00680005550385,,,1.02740001678467,,1,1.00747001171112,1.00671005249023,,,
2013-01-02 15:00:00,1,1,,1.01020002365112,,,1.0251100063324,,1,1.00672996044159,1.00558996200562,,,
2013-01-02 16:00:00,1,1,,1.01189994812012,,,1.0251100063324,,1,1.00598001480103,1.0050300359726,,,
2013-01-02 17:00:00,1,1,,1.00339996814728,,,1.0205500125885,,1,1.00373995304108,1.00558996200562,,,
2013-01-02 18:00:00,1,1,,1.01189994812012,,,1.02283000946045,,1,1,1.0050300359726,,,
2013-01-02 19:00:00,1,1,,1.00339996814728,,,1.0251100063324,,1,1.00074994564056,1.00446999073029,,,
2013-01-02 20:00:00,1,1,,1.00339996814728,,,1.0251100063324,,1,1.0014899969101,1.00278997421265,,,
2013-01-02 21:00:00,1,1,,1,,,1.01826000213623,,1,1,1.00446999073029,,,
2013-01-02 22:00:00,1,1,,1,,,1.01826000213623,,1,1.00074994564056,1.00446999073029,,,
2013-01-02 23:00:00,1,1,,1,,,1.00913000106812,,1,1.00074994564056,1.00223994255066,,,
2013-01-03 00:00:00,1,1,,1,,,1.10845005512238,,1,1,1.00056004524231,,,
2013-01-03 01:00:00,1,1,,1,,,1.01826000213623,,1,1,1,,,
2013-01-03 02:00:00,1.00445997714996,1,,1,,,1.12782001495361,,1,1,1,,,
2013-01-03 03:00:00,1.0040899515152,1,,1,,,1.87926995754242,,1,1,1.0014899969101,,,
2013-01-03 04:00:00,1.00372004508972,1,,1,,,1.87926995754242,,1,1.00037002563477,1,,,
2013-01-03 05:00:00,1.00445997714996,1,,1,,,1.11047995090485,,1,1.00056004524231,1.0014899969101,,,
2013-01-03 06:00:00,1.00445997714996,1,,1,,,1.02087998390198,,1,1.00056004524231,1,,,
2013-01-03 07:00:00,1.00445997714996,1,,1,,,1.02087998390198,,1,1,1.00074994564056,,,
2013-01-03 08:00:00,1.00445997714996,1,,1,,,1.01879000663757,,1,1,1.00223994255066,,,
2013-01-03 09:00:00,1.00445997714996,1,,1,,,1.02087998390198,,1,1,1.00448000431061,,,
2013-01-03 10:00:00,1.00445997714996,1,,1,,,1.0146199464798,,1,1.00019001960754,1.00747001171112,,,
2013-01-03 11:00:00,1.00445997714996,1,,1,,,1.01043999195099,,1,1.00037002563477,1.00672996044159,,,
2013-01-03 12:00:00,1.00445997714996,1,,1,,,1.01043999195099,,1,1.00056004524231,1.00747001171112,,,
2013-01-03 13:00:00,1.00445997714996,1,,1,,,1.01252996921539,,1,1.00037002563477,1.00747001171112,,,
2013-01-03 14:00:00,1.00445997714996,1,,1,,,1.0146199464798,,1,1,1.00299000740051,,,
2013-01-03 15:00:00,1.0040899515152,1,,1,,,1.00417995452881,,1,1.00019001960754,1.00223994255066,,,
2013-01-03 16:00:00,1.00334000587463,1,,1,,,1.0146199464798,,1,1.00056004524231,1.0014899969101,,,
