Nombre de estacion,Independencia,La_Florida,Las_Condes,Santiago,Pudahuel,Cerrillos,El_Bosque,Cerro_Navia,Puente_Alto,Talagante,Quilicura,Rancagua_I
Region,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,O’Higgins
Codigo region,13,13,13,13,13,13,13,13,13,13,13,6
Comuna,Independencia,La Florida,Las Condes,Santiago,Pudahuel,Cerrillos,El Bosque,Cerro Navia,Puente Alto,Talagante,Quilicura,Rancagua
Codigo comuna,13108,13110,13114,13101,13124,13102,13105,13103,13201,13601,13125,6101
UTM_Este,346488,352504,358305,345673,337311,340277,345313,338984,352049,318945,337356,342015
UTM_Norte,6300681,6290304,6305906,6296019,6298809,6292747,6286825,6299360,6282013,6272298,6306788,6218523
2012-01-01 00:00:00,1.60183000564575,1,,2.23018002510071,,,1.33221995830536,,1.42449998855591,1.6413300037384,1,5
2012-01-01 01:00:00,2.01385998725891,1,,1.98238003253937,,,1.44272005558014,,1.02577996253967,1.32067000865936,1,5.09999990463257
2012-01-01 02:00:00,1.19972002506256,1.20880997180939,,1.10915005207062,,,1,,1,1.69491004943848,1,5
2012-01-01 03:00:00,1.14979004859924,1,,1,,,1,,1,1.18039000034332,1,4.89999008178711
2012-01-01 04:00:00,1.44936001300812,1,,1,,,1,,1,1.18039000034332,1,5
2012-01-01 05:00:00,2.37340998649597,1,,1,,,1,,1,1.08958995342255,1,4.89999008178711
2012-01-01 06:00:00,1.83227002620697,1,,1,,,1.08259999752045,,1,1.08958995342255,1,4.80000019073486
2012-01-01 07:00:00,2.610759973526,1,,1,,,1.24778997898102,,1.09666001796722,1.08958995342255,1,4.89999008178711
2012-01-01 08:00:00,2.2943000793457,1.07829999923706,,1,,,1.74483001232147,,1.23199999332428,1.54358005523682,1,5.09999990463257
2012-01-01 09:00:00,1.68248999118805,1.39152002334595,,1.08185994625092,,,1.82705998420715,,2.15050005912781,2.72395992279053,1,5.39999008178711
2012-01-01 10:00:00,1.22467994689941,1,,1,,,1.16518998146057,,2.40100002288818,3.26875996589661,1,6.19999980926514
2012-01-01 11:00:00,1.14979004859924,1.15661001205444,,1.49118995666504,,,1,,1.81649994850159,3.26875996589661,1,6.30000019073486
2012-01-01 12:00:00,1.14979004859924,1,,1.16373002529144,,,1,,1.23199999332428,4.08594989776611,1,6.30000019073486
2012-01-01 13:00:00,1.07489001750946,1,,1.24558997154236,,,1,,1.48249995708466,5.26632976531982,1,5.69999980926514
2012-01-01 14:00:00,1.07489001750946,1,,1.08185994625092,,,1,,1.23199999332428,6.08352994918823,1,5.5
2012-01-01 15:00:00,1.07489001750946,1,,1,,,1,,1.23199999332428,5.4479398727417,1,5.39999008178711
2012-01-01 16:00:00,1.22467994689941,1,,1.4093199968338,,,1,,1.23199999332428,5.4479398727417,1,5.5
2012-01-01 17:00:00,1.07489001750946,1,,1.90050995349884,,,1,,1.21265995502472,5.4479398727417,1,5.5
2012-01-01 18:00:00,1.14979004859924,1,,1.90050995349884,,,1,,1.21265995502472,4.4491400718689,1,5.5
2012-01-01 19:00:00,1.07489001750946,1,,1,,,1,,1.13532996177673,4.26753997802734,1,5.09999990463257
2012-01-01 20:00:00,1.07489001750946,1,,1,,,1,,1.01933002471924,4.08594989776611,1,5.30000019073486
2012-01-01 21:00:00,1.07489001750946,1,,1,,,1,,1,3.35954999923706,1,5.30000019073486
2012-01-01 22:00:00,1,1,,1,,,1,,1.09666001796722,3.26875996589661,1,5.30000019073486
2012-01-01 23:00:00,1,1,,1,,,1,,3.73699998855591,2.99636006355286,1,5.30000019073486
2012-01-02 00:00:00,1.14979004859924,1,,1,,,2.24114990234375,,1.54666996002197,2.26996994018555,1,5.30000019073486
2012-01-02 01:00:00,1.2995799779892,1.41761994361877,,1,,,1.22025001049042,,1.02577996253967,2.30024003982544,1,5.19999980926514
2012-01-02 02:00:00,1.4012199640274,1.52435004711151,,1.97368001937866,,,1,,1.07732999324799,1.24715995788574,1,5.09999990463257
2012-01-02 03:00:00,1.30092000961304,1.15731000900269,,1.97368001937866,,,1.49796998500824,,1,1.02040994167328,1,5.09999990463257
2012-01-02 04:00:00,1.22569000720978,1,,1.97368001937866,,,1,,1,1.02040994167328,1,5
2012-01-02 05:00:00,1.37613999843597,1,,1.97368001937866,,,1,,1,1.02040994167328,1,4.89999008178711
2012-01-02 06:00:00,1.60183000564575,1,,1.97368001937866,,,1,,1.03866994380951,1.00510001182556,1,5.19999980926514
2012-01-02 07:00:00,1.45137000083923,1,,2.63158011436462,,,1,,1.23199999332428,1.017009973526,1,5.09999990463257
2012-01-02 08:00:00,1.45137000083923,1,,2.96053004264832,,,1.24889004230499,,1.23199999332428,1.02040994167328,1.72591996192932,5.5
2012-01-02 09:00:00,1.45137000083923,1,,2.71491003036499,,,1.1659300327301,,1.73300004005432,1.78570997714996,1.87109994888306,5.59999990463257
2012-01-02 10:00:00,1.37613999843597,1.23596000671387,,1.24342000484467,,,1,,1.39900004863739,2.89114999771118,1.36295998096466,5.69999980926514
2012-01-02 11:00:00,1.30092000961304,1,,1.893630027771,,,1,,1.23199999332428,3.0612199306488,1,5.80000019073486
2012-01-02 12:00:00,1.15046000480652,1,,2.71380996704102,,,1,,1.23199999332428,3.91156005859375,1,5.69999980926514
2012-01-02 13:00:00,1.07523000240326,1,,2.71380996704102,,,1,,1.23199999332428,4.931960105896,1,5.80000019073486
2012-01-02 14:00:00,1.15046000480652,1,,2.71380996704102,,,1,,1.21265995502472,6.03739976882935,1,5.89999008178711
2012-01-02 15:00:00,1,1,,2.79605007171631,,,1,,1.23199999332428,7.14284992218018,1,5.80000019073486
2012-01-02 16:00:00,1.67706000804901,1,,2.87828993797302,,,1,,1.23199999332428,6.88774013519287,1,5.80000019073486
2012-01-02 17:00:00,1.07523000240326,1,,2.87828993797302,,,1,,1.21265995502472,6.29250001907349,1,6
2012-01-02 18:00:00,1.07523000240326,1,,2.63158011436462,,,1,,1.05799996852875,5.01700019836426,1,6.19999980926514
2012-01-02 19:00:00,1,1,,2.54934000968933,,,1,,1.26365995407104,3.65646004676819,1,6.09999990463257
2012-01-02 20:00:00,1,1,,2.46709990501404,,,1,,1,2.80610990524292,1,6
2012-01-02 21:00:00,1,1,,2.38486003875732,,,1,,1,2.97618007659912,1,6
2012-01-02 22:00:00,1,1,,2.22039008140564,,,1,,1,2.2959098815918,1,5.89999008178711
2012-01-02 23:00:00,1,1,,1.97368001937866,,,1,,1.57833003997803,2.04081010818481,1,5.80000019073486
2012-01-03 00:00:00,1,1,,1.97368001937866,,,1.08296000957489,,2.15050005912781,1.8707400560379,1,5.39999008178711
2012-01-03 01:00:00,1,1,,1.97368001937866,,,1.33185994625092,,1.23199999332428,2.04081010818481,1,5.59999990463257
2012-01-03 02:00:00,1,1,,1.21733999252319,,,1.66666996479034,,1.77725005149841,1.85950005054474,1,5.39999008178711
2012-01-03 03:00:00,1,1,,1.73351001739502,,,1.41666996479034,,1.02211999893188,1.78787004947662,1,5.5
2012-01-03 04:00:00,1.45339000225067,1,,1.48900997638702,,,1,,1,1.07161998748779,1,5.30000019073486
2012-01-03 05:00:00,1.22669005393982,1,,1.32600998878479,,,1,,1,1,1,5.39999008178711
2012-01-03 06:00:00,1.52894997596741,1,,1.97801995277405,,,1.58333003520966,,1.01105999946594,1,1,5.5
2012-01-03 07:00:00,1.68008005619049,1.31322002410889,,2.96703004837036,,,1.75,,1.05528998374939,1,1,5.59999990463257
2012-01-03 08:00:00,1.990110039711,1.2349100112915,,3.13186001777649,,,3.08332991600037,,1.05528998374939,1,1,5.5
2012-01-03 09:00:00,1.91842997074127,1.94216001033783,,3.29670000076294,,,2.83332991600037,,1.06634998321533,1.42974996566772,1,5.69999980926514
2012-01-03 10:00:00,1.45339000225067,1.78304004669189,,2.55493998527527,,,2,,2.04382991790771,2.16940999031067,1.07291996479034,6.09999990463257
2012-01-03 11:00:00,1.30226004123688,1.93965005874634,,1.73351001739502,,,1.08333003520966,,1.5106600522995,2.71177005767822,1,6.5
2012-01-03 12:00:00,1.07555997371674,1,,1.32600998878479,,,1,,1.95497000217438,2.78924989700317,1,6.80000019073486
2012-01-03 13:00:00,1.07555997371674,1,,1.73351001739502,,,1,,1.86610996723175,3.7190101146698,1,7.19999980926514
2012-01-03 14:00:00,1,1,,1.48900997638702,,,1,,1.5106600522995,,1,7
2012-01-03 15:00:00,1,1,,1.65200996398926,,,1,,1.06634998321533,,1,7.09999990463257
2012-01-03 16:00:00,1,1,,1.16299998760223,,,1,,1.06081998348236,,1,6.89999008178711
2012-01-03 17:00:00,1,1,,1.32600998878479,,,1,,1.06081998348236,5.81093978881836,1,7.09999990463257
2012-01-03 18:00:00,1,1,,1.65200996398926,,,1,,1.00552999973297,5.81093978881836,1,7.30000019073486
2012-01-03 19:00:00,1.07555997371674,1,,1.57051002979279,,,1,,1,3.79648995399475,1,7.19999980926514
2012-01-03 20:00:00,1,1,,1.08150005340576,,,1,,1.64415001869202,1.87706005573273,1,7.19999980926514
2012-01-03 21:00:00,1,1,,1,,,1,,3.90995001792908,1,1,7
2012-01-03 22:00:00,1,1.15661001205444,,1,,,1,,1.57740998268127,1,1,6.80000019073486
2012-01-03 23:00:00,1,1,,1,,,1,,1.00552999973297,1,1,6.59999990463257
2012-01-04 00:00:00,1,1,,1,,,1,,1.18877995014191,1,1,6.19999980926514
2012-01-04 01:00:00,1,1,,1,,,1,,1,1,1,5.80000019073486
2012-01-04 02:00:00,1,1,,1.43660998344421,,,1,,1.04166996479034,1.02506005764008,1,5.59999990463257
2012-01-04 03:00:00,1.14979004859924,1,,1.16373002529144,,,1,,1.04166996479034,1.02506005764008,1,5.59999990463257
2012-01-04 04:00:00,1,1,,1.08185994625092,,,1,,1.04166996479034,1.02087998390198,1,5.59999990463257
2012-01-04 05:00:00,1,1,,1.57305002212524,,,1,,1.04166996479034,1.01670002937317,1,5.5
2012-01-04 06:00:00,1.5242600440979,1,,2.06498003005981,,,1,,1.12846994400024,1.00417995452881,1,5.39999008178711
2012-01-04 07:00:00,2.14029002189636,1,,2.39537000656128,,,1.33185994625092,,1.82290995121002,1,1.07291996479034,5.59999990463257
2012-01-04 08:00:00,2.610759973526,1,,2.23018002510071,,,1,,2.08332991600037,1,1.58333003520966,5.5
2012-01-04 09:00:00,2.610759973526,1,,1.98238003253937,,,1,,4.34027004241943,1.00835001468658,1.95311999320984,6
2012-01-04 10:00:00,1.528480052948,1,,1.57305002212524,,,1,,4.0798602104187,1.28131997585297,1.51041996479034,6.30000019073486
2012-01-04 11:00:00,1.22467994689941,1,,1.57305002212524,,,1,,2.86457991600037,2.30637001991272,1.07291996479034,6.39999008178711
2012-01-04 12:00:00,1.22467994689941,1,,1.24558997154236,,,1,,2.08332991600037,3.84396004676819,1,6.19999980926514
2012-01-04 13:00:00,1.14979004859924,1,,1.32746005058289,,,1,,1.99652004241943,6.06489992141724,1,6.30000019073486
2012-01-04 14:00:00,1.07489001750946,1,,1.65491998195648,,,1,,2.25693988800049,7.60248994827271,1,6.30000019073486
2012-01-04 15:00:00,1.45358002185822,1,,1.98238003253937,,,1,,2.43055009841919,8.20044040679932,1.58333003520966,6.59999990463257
2012-01-04 16:00:00,1.74893999099731,1,,2.06498003005981,,,1,,1.99652004241943,8.28586006164551,1.36458003520966,7.09999990463257
2012-01-04 17:00:00,1.67404997348785,1,,2.06498003005981,,,1,,1.90971994400024,8.20044040679932,1.07291996479034,7
2012-01-04 18:00:00,1.07489001750946,1,,1.90050995349884,,,1,,1.6492999792099,7.51706981658936,1,6.89999008178711
2012-01-04 19:00:00,1.14979004859924,1,,1.90050995349884,,,1,,1.5625,6.57743978500366,1,6.89999008178711
2012-01-04 20:00:00,1.14979004859924,1,,1.81865000724792,,,1,,1.04166996479034,5.21069002151489,1,6.80000019073486
2012-01-04 21:00:00,1.37446999549866,1,,1.57305002212524,,,1,,1.04166996479034,3.84396004676819,1,6.5
2012-01-04 22:00:00,1,1,,1.49118995666504,,,1,,2.34375,2.73347997665405,1,6.39999008178711
2012-01-04 23:00:00,,1,,1.32746005058289,,,1,,1.12846994400024,2.05011010169983,1,6.39999008178711
2012-01-05 00:00:00,,1.31450998783112,,1.98238003253937,,,1,,1.04166996479034,1.28131997585297,1,6.39999008178711
2012-01-05 01:00:00,,1.62723994255066,,1.65491998195648,,,1,,1.04166996479034,1.02506005764008,1,6.30000019073486
2012-01-05 02:00:00,,1.41761994361877,,1.97801995277405,,,1,,2.62556004524231,2.06895995140076,1,6.19999980926514
2012-01-05 03:00:00,,1.47233998775482,,1.40751004219055,,,1,,1.71232998371124,1.55172002315521,1,6
2012-01-05 04:00:00,,1.39152002334595,,1.16299998760223,,,1.24889004230499,,1.02740001678467,1.4655100107193,1,6
2012-01-05 05:00:00,,1.15661001205444,,1,,,1,,1.02740001678467,1.12068998813629,1,5.89999008178711
2012-01-05 06:00:00,,1.39152002334595,,1.89652001857758,,,1,,1.02740001678467,1.20688998699188,1,6.09999990463257
2012-01-05 07:00:00,,1.62894999980927,,1.97801995277405,,,1.74741005897522,,1.02740001678467,1.03447997570038,1,5.89999008178711
2012-01-05 08:00:00,,1.7880699634552,,1.73351001739502,,,1.99667000770569,,1.02740001678467,1.03447997570038,1,6.09999990463257
2012-01-05 09:00:00,,1.46982002258301,,1.89652001857758,,,1.33185994625092,,2.14039993286133,1.12068998813629,1,6
2012-01-05 10:00:00,2.47340989112854,1.15661001205444,,1.73351001739502,,,1,,3.85274004936218,2.06895995140076,1,6.30000019073486
2012-01-05 11:00:00,1.14979004859924,1,,1.81501996517181,,,1,,2.14039993286133,3.01724004745483,1,6.69999980926514
2012-01-05 12:00:00,1,1,,1.40751004219055,,,1,,2.65409994125366,3.96550011634827,1,6.69999980926514
2012-01-05 13:00:00,1,1,,1.57051002979279,,,1,,2.22602009773254,5.77584981918335,1,6.69999980926514
2012-01-05 14:00:00,1.07489001750946,1,,1.16299998760223,,,1,,2.31163001060486,7.15516996383667,1,6.59999990463257
2012-01-05 15:00:00,1.22467994689941,1,,1.73351001739502,,,1,,2.14039993286133,7.41379022598267,1.29036998748779,6.39999008178711
2012-01-05 16:00:00,1.2995799779892,1,,1.73351001739502,,,1,,2.3972499370575,7.41379022598267,1,6.09999990463257
2012-01-05 17:00:00,1.22467994689941,1,,1.89652001857758,,,1,,2.05479001998901,7.24138021469116,1,6.19999980926514
2012-01-05 18:00:00,1.07489001750946,1,,1.40751004219055,,,1,,1.36986005306244,6.55171012878418,1,6.09999990463257
2012-01-05 19:00:00,1.07489001750946,1,,1,,,1,,1.19862997531891,5.51723003387451,1,6
2012-01-05 20:00:00,1,1,,1,,,1,,1.28424000740051,4.39654016494751,1,5.89999008178711
2012-01-05 21:00:00,1,1,,1,,,1,,2.14040994644165,3.36206007003784,1,6
2012-01-05 22:00:00,1,1,,1,,,1,,1.79794001579285,2.58619999885559,1,5.89999008178711
2012-01-05 23:00:00,1.22467994689941,1,,1.08150005340576,,,1,,1.02740001678467,2.06895995140076,1,6.09999990463257
2012-01-06 00:00:00,1.14979004859924,1,,1.08150005340576,,,1,,1.02740001678467,2.06895995140076,1,5.80000019073486
2012-01-06 01:00:00,1.09985995292664,1,,1,,,1,,1.4840099811554,1.60918998718262,1,5.69999980926514
2012-01-06 02:00:00,1,1,,1.32600998878479,,,1,,1.02974998950958,2.05011010169983,1,5.69999980926514
2012-01-06 03:00:00,1,1.07864999771118,,1,,,1,,1.02974998950958,1.70843005180359,1,5.80000019073486
2012-01-06 04:00:00,1,1.07864999771118,,1,,,1,,1.02974998950958,1.45216000080109,1,5.80000019073486
2012-01-06 05:00:00,1,1,,1.32600998878479,,,1,,1.02974998950958,1.28131997585297,1,5.80000019073486
2012-01-06 06:00:00,1,1,,1.16299998760223,,,1,,1.02974998950958,1.28131997585297,1,5.80000019073486
2012-01-06 07:00:00,1,1,,1.16299998760223,,,1,,1.97367000579834,1.11047995090485,1,5.80000019073486
2012-01-06 08:00:00,1.15112996101379,1,,1.97801995277405,,,1,,2.05948996543884,1.02506005764008,1,5.89999008178711
2012-01-06 09:00:00,1,1,,1.81501996517181,,,1,,2.05948996543884,1.53758001327515,1,6.09999990463257
2012-01-06 10:00:00,1.07555997371674,1,,1.48900997638702,,,1,,2.91760993003845,2.1355299949646,1,6.39999008178711
2012-01-06 11:00:00,1.15112996101379,1,,1,,,1,,4.46223020553589,2.98974990844727,1,6.39999008178711
2012-01-06 12:00:00,1,1,,1,,,1,,3.00342011451721,3.50226998329163,1,6.69999980926514
2012-01-06 13:00:00,1,1,,1.16299998760223,,,1,,,3.16058993339539,1,6.69999980926514
2012-01-06 14:00:00,1,1,,1.40751004219055,,,1,,2.14529991149902,4.10023021697998,1,6.89999008178711
2012-01-06 15:00:00,1,1,,1.244500041008,,,1,,1.97367000579834,5.12526988983154,1,6.69999980926514
2012-01-06 16:00:00,1,1,,1.40751004219055,,,1,,1.28717994689941,4.10023021697998,1,6.69999980926514
2012-01-06 17:00:00,1,1,,1.48900997638702,,,1,,1.11556005477905,3.24601006507874,1,6.59999990463257
2012-01-06 18:00:00,1,1,,1.57051002979279,,,1,,2.14529991149902,2.64806008338928,1,
2012-01-06 19:00:00,1,1,,1.65200996398926,,,1,,1.45880997180939,1.79384994506836,1,
2012-01-06 20:00:00,1.07555997371674,1,,1.89652001857758,,,1,,1.02974998950958,1.02506005764008,1,
2012-01-06 21:00:00,1.22669005393982,1,,1.97801995277405,,,1,,1.80204999446869,1.00417995452881,1,
2012-01-06 22:00:00,1.07555997371674,1.07864999771118,,1.97801995277405,,,1.49448001384735,,1.37299001216888,1,1,
2012-01-06 23:00:00,1,1.15731000900269,,1.89652001857758,,,1,,1.02974998950958,1,1,6.19999980926514
2012-01-07 00:00:00,1,1,,1.97801995277405,,,1,,1.02974998950958,1,1,6.30000019073486
2012-01-07 01:00:00,1.10074996948242,1,,1.97801995277405,,,1,,1.14416003227234,1,1,6.09999990463257
2012-01-07 02:00:00,1,1,,1.54333996772766,,,1,,1.00897002220154,1,1,6.30000019073486
2012-01-07 03:00:00,1,1,,1.08150005340576,,,1,,1.00821995735168,1,1,6.19999980926514
