Nombre de estacion,Independencia,La_Florida,Las_Condes,Santiago,Pudahuel,Cerrillos,El_Bosque,Cerro_Navia,Puente_Alto,Talagante,Quilicura,Rancagua_I,Talca_La_Florida,Coyhaique_II,Valdivia
Region,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,O’Higgins,Maule,Aysén,Los Ríos
Codigo region,13,13,13,13,13,13,13,13,13,13,13,6,7,11,14
Comuna,Independencia,La Florida,Las Condes,Santiago,Pudahuel,Cerrillos,El Bosque,Cerro Navia,Puente Alto,Talagante,Quilicura,Rancagua,Talca,Coyhaique,Valdivia
Codigo comuna,13108,13110,13114,13101,13124,13102,13105,13103,13201,13601,13125,6101,7101,11101,14101
UTM_Este,346488,352504,358305,345673,337311,340277,345313,338984,352049,318945,337356,342015,256889,730152,651593
UTM_Norte,6300681,6290304,6305906,6296019,6298809,6292747,6286825,6299360,6282013,6272298,6306788,6218523,6075395,4948488,5589460
2017-01-01 00:00:00,,1,,,,,1,,3.04999995231628,1,,1,1,1.20833003520966,
2017-01-01 01:00:00,,1,,,,,1,,3.04999995231628,1,,1,1,1.15832996368408,
2017-01-01 02:00:00,,1,,,,,1,,3.48554992675781,1,,1,1,1.09167003631592,
2017-01-01 03:00:00,,1,,,,,1,,3.04999995231628,1,,1,1,1.09167003631592,
2017-01-01 04:00:00,,1,,,,,1.05666995048523,,3.04999995231628,1,,1,1,1.10000002384186,
2017-01-01 05:00:00,,1,,,,,1.16999995708466,,3.04999995231628,1,,1,1,1.05833005905151,
2017-01-01 06:00:00,,1,,,,,1.1416699886322,,2.6416699886322,1,,1,1,1.03332996368408,
2017-01-01 07:00:00,,1,,,,,1,,2.72333002090454,1,,1,1,1.05833005905151,
2017-01-01 08:00:00,,1,,,,,1,,2.96832990646362,1,,1,1,1.04999995231628,
2017-01-01 09:00:00,,1,,,,,1,,3.04999995231628,1,,1,1,1.15832996368408,
2017-01-01 10:00:00,,1,,,,,1,,4.11166000366211,1.14866995811462,,1,1,1.35000002384186,
2017-01-01 11:00:00,,1,,,,,1,,3.04999995231628,1.70566999912262,,1,1,1.34167003631592,
2017-01-01 12:00:00,,1,,,,,1,,3.04999995231628,1.16499996185303,,1,1,1.38332998752594,
2017-01-01 13:00:00,,1,,,,,1.02832996845245,,3.04999995231628,1.14666998386383,,1,1,1.58333003520966,
2017-01-01 14:00:00,,1,,,,,1,,3.04999995231628,1.09167003631592,,1.31666994094849,1.01111996173859,1.34167003631592,
2017-01-01 15:00:00,,1,,,,,1,,3.04999995231628,1.16499996185303,,1.70000004768372,1,1.45833003520966,
2017-01-01 16:00:00,,1,,,,,1,,3.04999995231628,1,,2.32500004768372,1,1.50832998752594,
2017-01-01 17:00:00,,1,,,,,1,,3.04999995231628,1,,2.25,1,1.46667003631592,
2017-01-01 18:00:00,,1,,,,,1,,2.6416699886322,1,,2.125,1,1.32500004768372,
2017-01-01 19:00:00,,1,,,,,1,,2.39667010307312,1,,1.29166996479034,1,1.41666996479034,
2017-01-01 20:00:00,,1,,,,,1.02832996845245,,2.6416699886322,1,,1.0166699886322,1,1.5,
2017-01-01 21:00:00,,1,,,,,1.16750001907349,,2.8050000667572,1,,1,1,1.45833003520966,
2017-01-01 22:00:00,,1,,,,,1,,2.96832990646362,1,,1,1,1.31666994094849,
2017-01-01 23:00:00,,1,,,,,1,,2.72333002090454,1,,1,1,1.29166996479034,
2017-01-02 00:00:00,,1,,,,,1.08500003814697,,2.0699999332428,1,,1,1,1.33333003520966,
2017-01-02 01:00:00,,1,,,,,1.3400000333786,,2.0699999332428,1,,1,1,1.25832998752594,
2017-01-02 02:00:00,,1,,,,,1.3400000333786,,2.0699999332428,1,,1.33333003520966,1,1.28332996368408,
2017-01-02 03:00:00,,1,,,,,1.22667002677917,,2.0699999332428,1,,1.00832998752594,1,1.2666699886322,
2017-01-02 04:00:00,,1,,,,,1,,2.0699999332428,1,,1,1,1.25832998752594,
2017-01-02 05:00:00,,1,,,,,1,,2.0699999332428,1,,1,1,1.22500002384186,
2017-01-02 06:00:00,,1,,,,,1.02832996845245,,2.0699999332428,1,,1,1,1.25,
2017-01-02 07:00:00,,1,,,,,1,,2.39667010307312,1.12832999229431,,1,1,1.28332996368408,
2017-01-02 08:00:00,,1,,,,,1.02832996845245,,2.88667011260986,1.05499994754791,,1,1,1.29166996479034,
2017-01-02 09:00:00,,1,,,,,1,,2.96832990646362,1,,1,1,1.34167003631592,
2017-01-02 10:00:00,,1,,,,,1.11333000659943,,3.62167000770569,1,,1,1,1.41666996479034,
2017-01-02 11:00:00,,1,,,,,1.05666995048523,,3.04999995231628,1.18333005905151,,1,1,1.56666994094849,
2017-01-02 12:00:00,,1,,,,,1.25250005722046,,3.94832992553711,1.22000002861023,,1,1,1.74167001247406,2.35500001907349
2017-01-02 13:00:00,,1,,,,,1.39417004585266,,4.92833995819092,1.22000002861023,,1.1083300113678,1,1.58333003520966,1.99741995334625
2017-01-02 14:00:00,,1,,,,,1.25499999523163,,4.11166000366211,1.12832999229431,,1.60000002384186,1,1.6416699886322,1.8270800113678
2017-01-02 15:00:00,,1,,,,,1.02832996845245,,3.37666988372803,1.09167003631592,,1.71667003631592,1.05080997943878,1.56666994094849,1.80282998085022
2017-01-02 16:00:00,,1,,,,,1.11333000659943,,3.04999995231628,1.03666996955872,,1.93333005905151,1,1.6083300113678,1.72133004665375
2017-01-02 17:00:00,,1,,,,,1.28332996368408,,3.21333003044128,1.03666996955872,,1.75,1,1.625,1.60617005825043
2017-01-02 18:00:00,,1,,,,,1.3400000333786,,4.35666990280151,1.14666998386383,,1.42499995231628,1,1.59167003631592,1.58266997337341
2017-01-02 19:00:00,,1,,,,,1.3400000333786,,,1,,1.25,1,1.66666996479034,1.49758005142212
2017-01-02 20:00:00,,1,,,,,1.28332996368408,,3.86666011810303,1,,1,1,1.55833005905151,1.28699994087219
2017-01-02 21:00:00,,1,,,,,1.05666995048523,,2.96832990646362,1,,1,1,1.54999995231628,1.07483005523682
2017-01-02 22:00:00,,1,,,,,1.05666995048523,,2.96832990646362,1,,1.03332996368408,1,1.53332996368408,1.59274995326996
2017-01-02 23:00:00,,1,,,,,1.16999995708466,,4.43833017349243,1,,1,1,1.47500002384186,4.38374996185303
2017-01-03 00:00:00,,1,,,,,1.05666995048523,,5.98999977111816,1,,1,1,1.47500002384186,3.40625
2017-01-03 01:00:00,,1,,,,,1.15111005306244,,3.59443998336792,1,,1,1,1.42499995231628,2.66866993904114
2017-01-03 02:00:00,,1,,,,,1.18888998031616,,3.04999995231628,1,,1.15832996368408,1,1.39999997615814,1.17791998386383
2017-01-03 03:00:00,,1,,,,,1.08500003814697,,2.39667010307312,1,,1.625,1,1.3583300113678,1
2017-01-03 04:00:00,,1,,,,,1,,2.47832989692688,1,,1.41666996479034,1,1.34167003631592,1
2017-01-03 05:00:00,,1,,,,,1,,2.6416699886322,1,,1,1,1.29999995231628,1
2017-01-03 06:00:00,,1,,,,,1,,3.29500007629395,1,,1,1,1.35000002384186,1
2017-01-03 07:00:00,,1,,,,,1.02832996845245,,3.86666011810303,1.0183299779892,,1,1,1.43333005905151,1.0039199590683
2017-01-03 08:00:00,,1,,,,,1.11333000659943,,3.29500007629395,1,,1,1,1.53332996368408,1.73591995239258
2017-01-03 09:00:00,,1,,,,,1.11333000659943,,3.21333003044128,1,,1,1,1.65832996368408,2.25792002677917
2017-01-03 10:00:00,,1,,,,,1.16999995708466,,3.29500007629395,1,,1,1,1.60000002384186,2.3126699924469
2017-01-03 11:00:00,,1,,,,,1.3400000333786,,3.13165998458862,1,,1,1,1.50832998752594,2.36083006858826
2017-01-03 12:00:00,,1,,,,,1.42250001430511,,3.13165998458862,1.18533003330231,,1,1,1.50832998752594,3.23933005332947
2017-01-03 13:00:00,,1,,,,,1.31166994571686,,3.21333003044128,1.12832999229431,,1,1,1.55833005905151,2.79632997512817
2017-01-03 14:00:00,,1,,,,,1.02832996845245,,3.37666988372803,1,,,1,1.4833300113678,2.15575003623962
2017-01-03 15:00:00,,1,,,,,1.08500003814697,,2.72333002090454,1.11000001430511,,1,1,1.59167003631592,1.78491997718811
2017-01-03 16:00:00,,1,,,,,1.1416699886322,,2.31500005722046,1.20167005062103,,1,1,1.52499997615814,3.73850011825562
2017-01-03 17:00:00,,1,,,,,1.3400000333786,,3.04999995231628,1.20167005062103,,1,1,1.54166996479034,2.117919921875
2017-01-03 18:00:00,,1,,,,,1.28332996368408,,3.37666988372803,1,,1,1,1.58333003520966,1.72017002105713
2017-01-03 19:00:00,,1,,,,,1.08500003814697,,3.04999995231628,1,,1,1,1.71667003631592,2.0846700668335
2017-01-03 20:00:00,,1,,,,,1.1983300447464,,3.04999995231628,1,,1,1,1.59167003631592,1.82867002487183
2017-01-03 21:00:00,,1,,,,,1.1416699886322,,3.04999995231628,1,,1,1,1.5,1.52783000469208
2017-01-03 22:00:00,,1,,,,,1.16999995708466,,3.04999995231628,1,,1,1,1.46667003631592,2.78682994842529
2017-01-03 23:00:00,,1,,,,,1.11333000659943,,3.13165998458862,1,,1,1,1.45000004768372,2.16266989707947
2017-01-04 00:00:00,,1,,,,,1.08500003814697,,3.04999995231628,1,,1,1,1.41666996479034,1.0625
2017-01-04 01:00:00,,1,,,,,1.03778004646301,,2.94110989570618,1,,1,1,1.375,2.15875005722046
2017-01-04 02:00:00,,1,,,,,1,,2.94110989570618,1,,1,1,1.39999997615814,1
2017-01-04 03:00:00,,1,,,,,1,,2.8050000667572,1,,1,1,1.35000002384186,1.10224997997284
2017-01-04 04:00:00,,1,,,,,1,,2.55999994277954,1,,1,1,1.38332998752594,1.20200002193451
2017-01-04 05:00:00,,1,,,,,1,,2.72333002090454,1,,1,1,1.38332998752594,1
2017-01-04 06:00:00,,1,,,,,1.08500003814697,,2.88667011260986,1,,1,1,1.34167003631592,1.29174995422363
2017-01-04 07:00:00,,1,,,,,1.22667002677917,,3.04999995231628,1,,1,1,1.4833300113678,1.78558003902435
2017-01-04 08:00:00,,1,,,,,1.1983300447464,,3.04999995231628,1,,1,1,1.54999995231628,1.21791994571686
2017-01-04 09:00:00,,1,,,,,1.30917000770569,,3.29500007629395,1.0183299779892,,1,1,1.50832998752594,3.41142010688782
2017-01-04 10:00:00,,1,,,,,1.28083002567291,,4.84667015075684,1.21249997615814,,1,1,1.50832998752594,4.08783006668091
2017-01-04 11:00:00,,1.06500005722046,,,,,1.66750001907349,,4.27500009536743,1.0733300447464,,1,1,1.46667003631592,1.40592002868652
2017-01-04 12:00:00,,1,,,,,1.83500003814697,,5.17332983016968,1.16499996185303,,1,1,1.45000004768372,1
2017-01-04 13:00:00,,1.34333002567291,,,,,1.58749997615814,,5.01000022888184,1.20167005062103,,1,1,1.5,1
2017-01-04 14:00:00,,1,,,,,1.42250001430511,,4.92833995819092,1.22000002861023,,1,1,1.45000004768372,1.64625000953674
