Nombre de estacion,Independencia,La_Florida,Las_Condes,Santiago,Pudahuel,Cerrillos,El_Bosque,Cerro_Navia,Puente_Alto,Talagante,Quilicura,Rancagua_I,Talca_La_Florida,Padre_Las_Casas_II,Las_Encinas,Coyhaique_II
2013-02-19 02:00:00,0.223943993449211,0.195079997181892,0.241171002388,0.102563999593258,0.204247996211052,0.100565999746323,0.239273995161057,0.20253099501133,0.18707400560379,0.200000002980232,0.101265996694565,,,,,
2013-02-19 03:00:00,0.229686006903648,0.237488999962807,0.206717997789383,0.182336002588272,0.217864006757736,0.100502997636795,0.220021992921829,0.20253099501133,0.124715998768806,0.244443997740746,0.15752400457859,,,,,
2013-02-19 04:00:00,0.287851989269257,0.20304499566555,0.207253992557526,0.20618499815464,0.142914995551109,0.20304499566555,0.251159995794296,0.258789986371994,0.215419992804527,0.200000002980232,0.214871004223824,,,,,
2013-02-19 05:00:00,0.397235006093979,0.211504995822906,0.250431001186371,0.214775994420052,0.245700001716614,0.279186993837357,0.491400003433228,0.227846994996071,0.382652014493942,0.200000002980232,0.373196989297867,,,,,
2013-02-19 06:00:00,0.604488015174866,0.414550989866257,0.354057013988495,0.326460003852844,0.45864000916481,0.609135985374451,1.326779961586,0.388184994459152,0.535713016986847,0.383332997560501,0.602203011512756,,,,,
2013-02-19 07:00:00,0.647666990756989,0.676816999912262,0.414505988359451,0.446734994649887,0.540539979934692,0.575294017791748,1.19573998451233,0.514766991138458,0.535712003707886,0.491665989160538,0.568275988101959,,,,,
2013-02-19 08:00:00,0.647666990756989,0.236885994672775,0.319514989852905,0.472508013248444,0.425879001617432,0.380710005760193,0.524159014225006,0.430379003286362,0.331631988286972,0.333332985639572,0.35623300075531,,,,,
2013-02-19 09:00:00,0.379963994026184,0.245345994830132,0.354057013988495,0.455325990915298,0.294840008020401,0.389169991016388,0.417690008878708,0.303797006607056,0.31462499499321,0.275000005960464,0.169634997844696,,,,,
2013-02-19 10:00:00,0.267702013254166,0.219964995980263,0.44904899597168,0.292095988988876,0.286650002002716,0.346868991851807,0.393119990825653,0.329113006591797,0.272107988595963,0.208333000540733,0.186598002910614,,,,,
2013-02-19 11:00:00,,0.211504995822906,0.423141986131668,0.231958001852036,0.204750001430511,0.262266010046005,0.204750001430511,0.244725003838539,0.229591995477676,0.216665998101234,0.110262997448444,,,,,
2013-02-19 12:00:00,,0.101522997021675,0.44904899597168,0.197594001889229,0.196559995412827,0.20304499566555,0.196559995412827,0.20253099501133,0.204081997275352,0.200000002980232,0.101781003177166,,,,,
2013-02-19 13:00:00,0.09999980032444,0.101522997021675,0.388599991798401,0.154639005661011,0.196559995412827,0.20304499566555,0.196559995412827,0.20253099501133,0.195577993988991,0.183332994580269,0.101484000682831,,,,,
2013-02-19 14:00:00,0.100905999541283,0.109982997179031,0.241796001791954,0.10309299826622,0.212940007448196,0.20304499566555,0.196559995412827,0.20253099501133,0.204081997275352,0.09999980032444,0.100593000650406,,,,,
2013-02-19 15:00:00,0.100603997707367,0.101522997021675,0.207253992557526,0.10309299826622,0.204750001430511,0.211504995822906,0.164372995495796,0.20253099501133,0.18707500398159,0.09999980032444,0.100296996533871,,,,,
2013-02-19 16:00:00,0.101511001586914,0.101522997021675,0.207253992557526,0.10309299826622,0.204750001430511,0.270727008581161,0.172419995069504,0.20253099501133,0.18707500398159,0.09999980032444,0.101186998188496,,,,,
2013-02-19 17:00:00,0.11226200312376,0.109982997179031,0.207253992557526,0.120274998247623,0.22112999856472,0.20304499566555,0.196559995412827,0.20253099501133,0.195577993988991,0.09999980032444,0.101781003177166,,,,,
2013-02-19 18:00:00,0.138169005513191,0.169203996658325,0.207253992557526,0.111684001982212,0.229320004582405,0.211504995822906,0.196559995412827,0.20253099501133,0.204081997275352,0.158333003520966,0.101781003177166,,,,,
2013-02-19 19:00:00,0.198617994785309,0.169203996658325,0.207253992557526,0.180411994457245,0.294840008020401,0.211504995822906,0.212940007448196,0.236285999417305,0.204081997275352,0.200000002980232,0.101781003177166,,,,,
2013-02-19 20:00:00,0.284972995519638,0.186124995350838,0.207253992557526,0.146047994494438,0.294840008020401,0.20304499566555,0.204750001430511,0.236285999417305,0.221088007092476,0.200000002980232,0.110262997448444,,,,,
2013-02-19 21:00:00,0.276338011026382,0.236885994672775,0.207253992557526,0.10309299826622,0.245700001716614,0.194584995508194,0.294840008020401,0.210969999432564,0.323128998279572,0.200000002980232,0.229007005691528,,,,,
2013-02-19 22:00:00,0.259066998958588,0.321487993001938,0.233160004019737,0.10309299826622,0.253890007734299,0.20304499566555,0.303030014038086,0.210969999432564,0.306122004985809,0.200000002980232,0.186598002910614,,,,,
2013-02-19 23:00:00,0.233160004019737,0.473771989345551,0.250431001186371,0.154639005661011,0.196559995412827,0.211504995822906,0.270269989967346,0.20253099501133,0.297618001699448,0.200000002980232,0.101781003177166,,,,,
2013-02-20 00:00:00,0.207253992557526,0.321487993001938,0.215889006853104,0.189003005623817,0.188512995839119,0.152283996343613,0.417690008878708,0.20253099501133,0.229591995477676,0.200000002980232,0.101781003177166,,,,,
2013-02-20 01:00:00,0.248704001307487,0.253805994987488,0.207253992557526,0.185565993189812,0.153643995523453,0.162435993552208,0.294840008020401,0.20253099501133,0.272107988595963,0.150000005960464,0.173028007149696,,,,,
2013-02-20 02:00:00,0.319514989852905,0.219964995980263,0.207253992557526,0.266321986913681,0.09999980032444,0.228425994515419,0.09999980032444,0.20253099501133,0.255102008581161,0.150000005960464,0.203562006354332,,,,,
2013-02-20 03:00:00,0.345421999692917,0.14596700668335,0.207253992557526,0.20618499815464,0.09999980032444,0.20304499566555,0.17510199546814,0.20253099501133,0.28344601392746,0.200000002980232,0.214871004223824,,,,,
2013-02-20 04:00:00,0.218768000602722,0.203562006354332,0.20779199898243,0.20618499815464,0.206971004605293,0.235689997673035,0.328406006097794,0.20253099501133,0.226180002093315,0.200000002980232,0.26936000585556,,,,,
2013-02-20 05:00:00,0.319514989852905,0.356234014034271,0.20779199898243,0.292095988988876,0.245096996426582,0.353534996509552,0.394088000059128,0.219409003853798,0.36471500992775,0.200000002980232,0.235689997673035,,,,,
2013-02-20 06:00:00,0.518132984638214,0.517386019229889,0.329003989696503,0.36082398891449,0.367646008729935,0.631310999393463,0.665023028850555,0.354429990053177,0.695501983165741,0.224999994039536,0.521884024143219,,,,,
2013-02-20 07:00:00,0.604488015174866,0.729430019855499,0.398268014192581,0.575600981712341,0.514705002307892,0.883836984634399,1.13300001621246,0.514766991138458,0.42408698797226,0.383332997560501,0.68181699514389,,,,,
2013-02-20 08:00:00,0.483590990304947,0.424088001251221,0.277056008577347,0.5154629945755,0.449344992637634,0.614476978778839,0.747125029563904,0.447255998849869,0.339269995689392,0.291666001081467,0.505050003528595,,,,,
2013-02-20 09:00:00,0.354057013988495,0.330787986516953,0.398268014192581,0.274913012981415,0.253266990184784,0.311446994543076,0.558290004730225,0.286918997764587,0.449532002210617,0.200000002980232,0.454544991254807,,,,,
2013-02-20 10:00:00,0.233160004019737,0.296860992908478,0.441556990146637,0.266321986913681,0.220587000250816,0.227272003889084,0.361247003078461,0.303797006607056,0.432568997144699,0.200000002980232,0.260942012071609,,,,,
2013-02-20 11:00:00,0.267702013254166,0.237488999962807,0.40692600607872,0.214775994420052,0.220587000250816,0.27777698636055,0.320196002721786,0.244725003838539,0.398642003536224,0.200000002980232,0.286195009946823,,,,,
2013-02-20 12:00:00,0.164076000452042,0.203562006354332,0.354977995157242,0.20618499815464,0.294115990400314,0.26936000585556,0.221673995256424,0.286918997764587,0.237488999962807,0.200000002980232,0.20202000439167,,,,,
2013-02-20 13:00:00,0.103626996278763,0.1441899985075,0.311686992645264,0.197594001889229,0.253266990184784,0.260942012071609,0.14852200448513,0.20253099501133,0.203562006354332,0.200000002980232,0.193601995706558,,,,,
2013-02-20 14:00:00,0.102417998015881,0.101781003177166,0.21645000576973,0.154639005661011,0.228756994009018,0.260942012071609,0.09999980032444,0.210969999432564,0.203562006354332,0.141665995121002,0.109426997601986,,,,,
2013-02-20 15:00:00,0.100302003324032,0.101781003177166,0.20779199898243,0.146047994494438,0.212418004870415,0.218854993581772,0.108087003231049,0.20253099501133,0.203562006354332,0.09999980032444,0.101010002195835,,,,,
2013-02-20 16:00:00,0.100302003324032,0.101781003177166,0.20779199898243,0.10309299826622,0.220587000250816,0.26936000585556,0.09999980032444,0.20253099501133,0.195079997181892,0.166666001081467,0.101010002195835,,,,,
2013-02-20 17:00:00,0.100905999541283,0.101781003177166,0.20779199898243,0.10309299826622,0.220587000250816,0.244106993079185,0.140434995293617,0.20253099501133,0.152670994400978,0.191666007041931,0.101010002195835,,,,,
2013-02-20 18:00:00,0.100905999541283,0.135708004236221,0.20779199898243,0.163230001926422,0.294115990400314,0.26936000585556,0.205254003405571,0.227846994996071,0.21204400062561,0.200000002980232,0.101010002195835,,,,,
2013-02-20 19:00:00,0.110449001193047,0.203562006354332,0.259739995002747,0.20618499815464,0.351305991411209,0.303030014038086,0.246305003762245,0.286918997764587,0.305343002080917,0.200000002980232,0.143096998333931,,,,,
2013-02-20 20:00:00,0.22452500462532,0.262933999300003,0.242423996329308,0.20618499815464,0.433005005121231,0.311446994543076,0.328406006097794,0.329113006591797,0.296860992908478,0.208333000540733,0.20202000439167,,,,,
2013-02-20 21:00:00,0.189982995390892,0.373196989297867,0.432898998260498,0.20618499815464,0.642700016498566,0.353534996509552,0.49261000752449,0.396623998880386,0.42408698797226,0.300000011920929,0.319864988327026,,,,,
2013-02-20 22:00:00,0.319516003131866,0.568275988101959,0.363635987043381,0.20618499815464,0.498364001512527,0.345117002725601,0.443347990512848,0.354429990053177,0.559794008731842,0.300000011920929,0.446126997470856,,,,,
2013-02-20 23:00:00,0.31088000535965,0.839691996574402,0.311688005924225,0.20618499815464,0.433005005121231,0.437709987163544,0.730704009532928,0.40506300330162,0.661575019359589,0.458332985639572,0.580806970596313,,,,,
2013-02-21 00:00:00,0.397235006093979,0.508903980255127,0.294371992349625,0.20618499815464,0.334966003894806,0.294611990451813,1.23973000049591,0.40506300330162,0.644612014293671,0.349999010562897,0.530301988124847,,,,,
2013-02-21 01:00:00,0.393781006336212,0.407124012708664,0.30129799246788,0.268041014671326,0.343136012554169,0.232323005795479,1.03995001316071,0.334176987409592,0.554139971733093,0.349999010562897,0.40404000878334,,,,,
2013-02-21 02:00:00,0.423141986131668,0.330787986516953,0.285714000463486,0.309278011322021,0.433005005121231,0.286195009946823,0.796386003494263,0.244725003838539,0.34775099158287,0.300000011920929,0.40404000878334,,,,,
2013-02-21 03:00:00,0.391478985548019,0.260107010602951,0.242423996329308,0.252003997564316,0.413942009210587,0.303030014038086,0.700600028038025,0.326299995183945,0.305343002080917,0.300000011920929,0.426485985517502,,,,,
2013-02-21 04:00:00,0.470856994390488,0.214324995875359,0.218201994895935,0.354184001684189,0.379402995109558,0.470191985368729,0.742559015750885,0.450069010257721,0.214871004223824,0.29925200343132,0.371306985616684,,,,,
2013-02-21 05:00:00,0.809644997119904,0.287647008895874,0.310077011585236,0.522705972194672,0.520323991775513,0.663305997848511,0.589680016040802,0.573837995529175,0.288379013538361,0.415627002716064,0.40506300330162,,,,,
2013-02-21 06:00:00,1.07665002346039,0.549914002418518,0.387596011161804,0.64267098903656,0.756094992160797,1.13349997997284,0.868139028549194,1.03796994686127,0.525866985321045,0.507064998149872,0.751052975654602,,,,,
2013-02-21 07:00:00,1.44702994823456,0.803719997406006,0.508180975914001,0.9254469871521,1.13821005821228,1.53652000427246,1.33496999740601,1.14768004417419,0.85665500164032,0.665003001689911,1.05484998226166,,,,,
2013-02-21 08:00:00,1.00775003433228,0.262266010046005,0.465115010738373,0.676946997642517,0.666665017604828,0.688495993614197,0.548729002475739,0.784807980060577,0.305343002080917,0.598501980304718,0.725736975669861,,,,,
2013-02-21 09:00:00,0.732125997543335,0.262266010046005,0.327302992343903,0.651239991188049,0.455283999443054,0.696892023086548,0.491400003433228,0.590714991092682,0.271416008472443,0.415627002716064,0.303797006607056,,,,,
2013-02-21 10:00:00,0.654605984687805,0.236885994672775,0.310077011585236,0.479862004518509,0.398373991250992,0.596135973930359,0.417690008878708,0.506328999996185,0.271416008472443,0.324189007282257,0.210969999432564,,,,,
2013-02-21 11:00:00,0.51679402589798,0.236885994672775,0.370368987321854,0.411309987306595,0.37398299574852,0.570946991443634,0.278459995985031,0.481011986732483,0.186598002910614,0.282626003026962,0.286918997764587,,,,,
2013-02-21 12:00:00,0.310077011585236,0.126902997493744,0.628766000270844,0.231362000107765,0.292681992053986,0.419813990592957,0.204750001430511,0.413500994443893,0.101781003177166,0.232750996947289,0.20253099501133,,,,,
2013-02-21 13:00:00,0.155037999153137,0.101522997021675,0.439274996519089,0.205654993653297,0.244104996323586,0.369437009096146,0.212940007448196,0.303797006607056,0.101781003177166,0.199500992894173,0.118142999708652,,,,,
2013-02-21 14:00:00,0.103078998625278,0.101522997021675,0.301463007926941,0.205654993653297,0.211585000157356,0.377833008766174,0.204750001430511,0.303797006607056,0.101781003177166,0.199500992894173,0.109705001115799,,,,,
2013-02-21 15:00:00,0.101958997547626,0.101522997021675,0.215331003069878,0.205654993653297,0.235771998763084,0.369437009096146,0.212940007448196,0.303797006607056,0.101781003177166,0.191209003329277,0.101265996694565,,,,,
2013-02-21 16:00:00,0.101678997278214,0.101522997021675,0.284236997365952,0.205654993653297,0.211382001638412,0.310663014650345,0.204750001430511,0.303797006607056,0.118744000792503,0.199500992894173,0.101265996694565,,,,,
2013-02-21 17:00:00,0.110572002828121,0.109982997179031,0.267010003328323,0.206052005290985,0.235771998763084,0.302266985177994,0.278459995985031,0.286918997764587,0.101781003177166,0.199500992894173,0.101265996694565,,,,,
2013-02-21 18:00:00,0.145864993333817,0.177663996815681,0.301463007926941,0.20618499815464,0.243901997804642,0.352643996477127,0.303030014038086,0.20253099501133,0.203562006354332,0.199500992894173,0.101265996694565,,,,,
2013-02-21 19:00:00,0.189491003751755,0.270727008581161,0.353143006563187,0.248676002025604,0.349593013525009,0.403021991252899,0.376740008592606,0.40506300330162,0.203562006354332,0.199500992894173,0.151897996664047,,,,,
2013-02-21 20:00:00,0.318690001964569,0.372249007225037,0.396209001541138,0.308483004570007,0.365853011608124,0.403021991252899,0.515968978404999,0.413500994443893,0.36471500992775,0.232750996947289,0.286918997764587,,,,,
2013-02-21 21:00:00,0.370368987321854,0.600676000118256,0.551247000694275,0.299912989139557,0.422762989997864,0.403021991252899,0.491400003433228,0.489450991153717,0.653092980384827,0.340813994407654,0.354429990053177,,,,,
2013-02-21 22:00:00,0.387596011161804,0.448390990495682,0.51679402589798,0.299912989139557,0.365853011608124,0.411417990922928,0.491400003433228,0.413500994443893,0.703984022140503,0.29925200343132,0.312234997749329,,,,,
2013-02-21 23:00:00,0.542634010314941,0.795260012149811,0.48234099149704,0.325621008872986,0.349593013525009,0.4617959856987,0.958229005336761,0.455695986747742,0.483458995819092,0.29925200343132,0.421939998865128,,,,,
2013-02-22 00:00:00,0.714899003505707,0.634517014026642,0.387596011161804,0.308483004570007,0.479674011468887,0.520569980144501,1.47420001029968,0.582276999950409,0.313823997974396,0.357439011335373,0.607594013214111,,,,,
2013-02-22 01:00:00,0.589146018028259,0.365480989217758,0.351419985294342,0.308483004570007,0.507315993309021,0.7153639793396,1.37592005729675,0.607594013214111,0.169634997844696,0.389025986194611,0.486075013875961,,,,,
2013-02-22 02:00:00,0.568473994731903,0.262266010046005,0.310077011585236,0.385603010654449,0.195325002074242,0.671702027320862,1.07289004325867,0.624471008777618,0.135708004236221,0.332500994205475,0.556960999965668,,,,,
2013-02-22 03:00:00,0.631637990474701,0.270727008581161,0.28710800409317,0.445585995912552,0.121137998998165,0.649312973022461,0.567839980125427,0.517579972743988,0.101781003177166,0.365750998258591,0.540082991123199,,,,,
2013-02-22 04:00:00,0.685515999794006,0.270727008581161,0.206717997789383,0.639814019203186,0.395060986280441,0.73887300491333,0.44004300236702,0.596341013908386,0.204603001475334,0.399001985788345,0.562587022781372,,,,,
2013-02-22 05:00:00,0.676948010921478,0.270727008581161,0.284236997365952,0.616963982582092,0.551437973976135,1.18387997150421,0.594057023525238,0.691981017589569,0.255753993988037,0.490440011024475,0.666665017604828,,,,,
2013-02-22 06:00:00,1.4224499464035,0.685277998447418,0.422048985958099,0.745499014854431,0.880657017230988,1.36020004749298,0.998349010944366,1.01265001296997,0.630859017372131,0.540314972400665,0.911390006542206,,,,,
2013-02-22 07:00:00,1.34532999992371,1.09136998653412,0.568473994731903,1.03684997558594,1.11933994293213,1.55331003665924,1.18812000751495,0.936707019805908,0.852513015270233,0.598501980304718,0.658226013183594,,,,,
2013-02-22 08:00:00,0.805481970310211,0.846022009849548,0.439274996519089,0.719792008399963,0.674894988536835,0.957177996635437,0.701318979263306,0.810123980045319,0.323954999446869,0.631752014160156,0.531643986701965,,,,,
2013-02-22 09:00:00,0.599826991558075,0.329948008060455,0.36175599694252,0.702654004096985,0.362138986587524,0.562551021575928,0.396039009094238,0.582276999950409,0.213128000497818,0.432251006364822,0.354429990053177,,,,,
2013-02-22 10:00:00,0.256832987070084,0.507611989974976,0.447887986898422,0.428447991609573,0.263374000787735,0.445003002882004,0.470295995473862,0.421939998865128,0.204603001475334,0.315876007080078,0.295358002185822,,,,,
2013-02-22 11:00:00,,0.4060899913311,0.542634010314941,0.291345000267029,0.214196994900703,0.411417990922928,0.247523993253708,0.371306985616684,0.204603001475334,0.324189007282257,0.236285999417305,,,,,
2013-02-22 12:00:00,,0.20304499566555,0.396209001541138,0.205654993653297,0.124485000967979,0.327455013990402,0.198266997933388,0.303797006607056,0.204603001475334,0.282626003026962,0.194092005491257,,,,,
2013-02-22 13:00:00,,0.152283996343613,0.241171002388,0.222792997956276,0.108126997947693,0.226699993014336,0.132672995328903,0.278479993343353,0.102301999926567,0.199500992894173,0.13502100110054,,,,,
2013-02-22 14:00:00,,0.160743996500969,0.206717997789383,0.205654993653297,0.09999980032444,0.209906995296478,0.165345996618271,0.20253099501133,0.102301999926567,0.199500992894173,0.101265996694565,,,,,
2013-02-22 15:00:00,,0.126902997493744,0.206717997789383,0.205654993653297,0.09999980032444,0.20151099562645,0.108167998492718,0.20253099501133,0.102301999926567,0.199500992894173,0.151897996664047,,,,,
2013-02-22 16:00:00,,0.152283996343613,0.206717997789383,0.205654993653297,0.09999980032444,0.20151099562645,0.108167998492718,0.210969999432564,0.102301999926567,0.199500992894173,0.143460005521774,,,,,
2013-02-22 17:00:00,,0.20304499566555,0.206717997789383,0.205654993653297,0.09999980032444,0.268680989742279,0.190181002020836,0.20253099501133,0.102301999926567,0.18291699886322,0.20253099501133,,,,,
2013-02-22 18:00:00,,0.287647008895874,0.232557997107506,0.205654993653297,0.09999980032444,0.302266985177994,0.35478401184082,0.20253099501133,0.119351997971535,0.199500992894173,0.20253099501133,,,,,
2013-02-22 19:00:00,0.100470997393131,0.380710005760193,0.465115010738373,0.205654993653297,0.124381996691227,0.319059014320374,0.404289990663528,0.295358002185822,0.161978006362915,0.232750996947289,0.253163993358612,,,,,
2013-02-22 20:00:00,0.119258999824524,0.253805994987488,0.525407016277313,0.205654993653297,0.246913000941277,0.310663014650345,0.264025986194611,0.312234997749329,0.204603001475334,0.29925200343132,0.371306985616684,,,,,
2013-02-22 21:00:00,0.214223995804787,0.524532973766327,0.456501990556717,0.205654993653297,0.320986986160278,0.319059014320374,0.371286004781723,0.354429990053177,0.204603001475334,0.29925200343132,0.430379003286362,,,,,
2013-02-22 22:00:00,0.205654993653297,0.626056015491486,0.51679402589798,0.299912989139557,0.20576100051403,0.352643996477127,0.693068981170654,0.354429990053177,0.272803992033005,0.29925200343132,0.396623998880386,,,,,
2013-02-22 23:00:00,0.265637010335922,0.617595970630646,0.568473994731903,0.282775014638901,0.222222000360489,0.327455013990402,0.429040998220444,0.312234997749329,0.28132900595665,0.307563990354538,0.270040988922119,,,,,
2013-02-23 00:00:00,0.368465006351471,0.566833972930908,0.542634010314941,0.308483004570007,0.181481003761292,0.352643996477127,0.404289990663528,0.312234997749329,0.383630990982056,0.29925200343132,0.303797006607056,,,,,
2013-02-23 01:00:00,0.33933100104332,0.700505971908569,0.423770993947983,0.298200011253357,,0.463474988937378,0.46204599738121,0.315048009157181,0.284170985221863,0.289276003837585,0.273416996002197,,,,,
2013-02-23 02:00:00,0.325621008872986,0.617595970630646,0.404821991920471,0.342759013175964,0.386830002069473,0.478588998317719,0.552803993225098,0.303797006607056,0.468881994485855,0.29925200343132,0.388184994459152,,,,,
2013-02-23 03:00:00,0.445585995912552,0.394809991121292,0.401950985193253,0.411311000585556,0.252400010824203,0.391826987266541,0.671064972877502,0.281293004751205,0.568341970443726,0.29925200343132,0.315048009157181,,,,,
2013-02-23 04:00:00,0.491286993026733,0.307691991329193,0.414507001638412,0.469644993543625,0.196559995412827,0.303797006607056,0.413942992687225,0.20253099501133,0.294784009456635,0.300000011920929,0.225604996085167,,,,,
2013-02-23 05:00:00,0.565550982952118,0.418801993131638,0.397235006093979,0.446734994649887,0.294840008020401,0.362868010997772,0.46568500995636,0.270040988922119,0.331631988286972,0.30833300948143,0.270727008581161,,,,,
2013-02-23 06:00:00,0.659808993339539,0.470084995031357,0.414507001638412,0.326460003852844,0.376740008592606,0.573837995529175,0.571895003318787,0.354429990053177,0.476188987493515,0.391665995121002,0.490693002939224,,,,,
2013-02-23 07:00:00,0.685515999794006,0.658118009567261,0.397235006093979,0.46391698718071,0.409500002861023,0.464134007692337,0.686272978782654,0.320674002170563,0.671766996383667,0.474999010562897,0.549912989139557,,,,,
2013-02-23 08:00:00,0.582687973976135,0.427350014448166,0.457684993743896,0.412371009588242,0.368550002574921,0.329113006591797,0.416666001081467,0.303797006607056,0.459181994199753,0.241666004061699,0.499152988195419,,,,,
2013-02-23 09:00:00,0.479862004518509,0.282050997018814,0.457684993743896,0.335051000118256,0.303030014038086,0.337552011013031,0.490195006132126,0.270040988922119,0.408163011074066,0.233333006501198,0.211504995822906,,,,,
2013-02-23 10:00:00,0.377034991979599,0.205127999186516,0.423141986131668,0.335051000118256,0.327600002288818,0.379745990037918,0.522875010967255,0.303797006607056,0.382652014493942,0.216665998101234,0.20304499566555,,,,,
2013-02-23 11:00:00,0.342759013175964,0.264955997467041,0.397235006093979,0.309278011322021,0.343980014324188,0.396623998880386,0.334966987371445,0.303797006607056,0.238095000386238,0.200000002980232,0.262266010046005,,,,,
2013-02-23 12:00:00,0.308483004570007,0.17093999683857,0.345421999692917,0.223367005586624,0.311219990253448,0.303797006607056,0.302287012338638,0.227846994996071,0.102040998637676,0.200000002980232,0.245345994830132,,,,,
2013-02-23 13:00:00,0.214223995804787,0.102563999593258,0.31088000535965,0.20618499815464,0.343980014324188,0.303797006607056,0.294117003679276,0.20253099501133,0.102040998637676,0.158333003520966,0.20304499566555,,,,,
2013-02-23 14:00:00,0.179948002099991,0.102563999593258,0.259066998958588,0.20618499815464,0.262080013751984,0.303797006607056,0.27777698636055,0.20253099501133,0.102040998637676,0.09999980032444,0.20304499566555,,,,,
2013-02-23 15:00:00,0.111396998167038,0.102563999593258,0.207253992557526,0.20618499815464,0.286650002002716,0.244725003838539,0.220587000250816,0.20253099501133,0.100680001080036,0.09999980032444,0.20304499566555,,,,,
2013-02-23 16:00:00,0.111396998167038,0.102563999593258,0.207253992557526,0.20618499815464,0.286650002002716,0.286918997764587,0.285946995019913,0.20253099501133,0.101020000874996,0.09999980032444,0.20304499566555,,,,,
2013-02-23 17:00:00,0.102828003466129,0.102563999593258,0.207253992557526,0.20618499815464,0.319409996271133,0.286918997764587,0.285946995019913,0.20253099501133,0.101700998842716,0.09999980032444,0.20304499566555,,,,,
2013-02-23 18:00:00,0.111396998167038,0.111111000180244,0.207253992557526,0.20618499815464,0.311219990253448,0.303797006607056,0.27777698636055,0.20253099501133,0.102040998637676,0.09999980032444,0.20304499566555,,,,,
2013-02-23 19:00:00,0.197086006402969,0.136751994490623,0.207253992557526,0.20618499815464,0.368550002574921,0.303797006607056,0.294117003679276,0.261602014303207,0.110544003546238,0.09999980032444,0.20304499566555,,,,,
2013-02-23 20:00:00,0.299912989139557,0.19658100605011,0.207253992557526,0.20618499815464,0.44225999712944,0.320674002170563,0.318626999855042,0.345990985631943,0.170066997408867,0.116665996611118,0.20304499566555,,,,,
2013-02-23 21:00:00,0.351327002048492,0.239316001534462,0.466320008039474,0.20618499815464,0.45864000916481,0.303797006607056,0.400326013565063,0.506327986717224,0.263604998588562,0.200000002980232,0.287647008895874,,,,,
2013-02-23 22:00:00,0.351327002048492,0.333332985639572,0.474956005811691,0.20618499815464,0.622439026832581,0.303797006607056,0.367646008729935,0.497889995574951,0.748296976089478,0.200000002980232,0.490693002939224,,,,,
2013-02-23 23:00:00,0.325621008872986,0.564100980758667,0.388599991798401,0.25773099064827,0.491400003433228,0.312234997749329,0.400326013565063,0.455695003271103,0.637753009796143,0.200000002980232,0.423011004924774,,,,,
2013-02-24 00:00:00,0.377034991979599,0.658118009567261,0.405871003866196,0.240548998117447,0.335790008306503,0.253163993358612,0.302287012338638,0.286918997764587,0.535712003707886,0.341666013002396,0.245345994830132,,,,,
2013-02-24 01:00:00,0.431876003742218,0.512818992137909,0.279792010784149,0.268041014671326,0.218591004610062,0.293669998645782,0.239650994539261,0.236285999417305,0.362810999155045,0.270000010728836,0.172588005661964,,,,,
2013-02-24 02:00:00,0.402740985155106,0.470084011554718,0.207253992557526,0.20618499815464,0.188800007104874,0.303797006607056,0.718953013420105,0.20253099501133,0.280611991882324,0.400000005960464,0.228425994515419,,,,,
2013-02-24 03:00:00,0.388460010290146,0.319088011980057,0.207253992557526,0.20618499815464,0.262080013751984,0.303797006607056,0.305009990930557,0.20253099501133,0.476188987493515,0.444444000720978,0.293287009000778,,,,,
2013-02-24 04:00:00,0.309278011322021,0.350578010082245,0.219336003065109,0.218201994895935,0.186693996191025,0.40404000878334,0.328406006097794,0.248165994882584,0.441051006317139,0.400000005960464,0.28200700879097,,,,,
2013-02-24 05:00:00,0.36082398891449,0.415605008602142,0.225107997655869,0.25839701294899,0.181275993585587,0.370370000600815,0.205254003405571,0.228425994515419,0.35623300075531,0.30833300948143,0.296106994152069,,,,,
2013-02-24 06:00:00,0.541235983371735,0.407124012708664,0.20779199898243,0.310077011585236,0.21399199962616,0.420875012874603,0.328406006097794,0.20304499566555,0.508903980255127,0.316666007041931,0.211504995822906,,,,,
2013-02-24 07:00:00,0.524055004119873,0.415605008602142,0.20779199898243,0.310077011585236,0.271604001522064,0.361952006816864,0.344826996326447,0.279186993837357,0.449532002210617,0.349999010562897,0.228425994515419,,,,,
2013-02-24 08:00:00,0.429553002119064,0.313823997974396,0.20779199898243,0.318690001964569,0.263374000787735,0.303030014038086,0.320196002721786,0.304567992687225,0.373196989297867,0.300000011920929,0.245345994830132,,,,,
2013-02-24 09:00:00,0.309278011322021,0.229007005691528,0.20779199898243,0.267010003328323,0.246913000941277,0.311446994543076,0.262724995613098,0.304567992687225,0.339269995689392,0.300000011920929,0.20304499566555,,,,,
2013-02-24 10:00:00,0.343641996383667,0.203562006354332,0.21645000576973,0.241171002388,0.222222000360489,0.303030014038086,0.287355005741119,0.304567992687225,0.305343002080917,0.266665995121002,0.20304499566555,,,,,
2013-02-24 11:00:00,0.335051000118256,0.195079997181892,0.233766004443169,0.206717997789383,0.255144000053406,0.311446994543076,0.254514992237091,0.304567992687225,0.288379013538361,0.200000002980232,0.253805994987488,,,,,
2013-02-24 12:00:00,0.300686985254288,0.203562006354332,0.20779199898243,0.198105007410049,0.21399199962616,0.294611990451813,0.197044000029564,0.279186993837357,0.203562006354332,0.208333000540733,0.287647008895874,,,,,
