Nombre de estacion,Independencia,La_Florida,Las_Condes,Santiago,Pudahuel,Cerrillos,El_Bosque,Cerro_Navia,Puente_Alto,Talagante,Quilicura,Rancagua_I,Talca_La_Florida,Coyhaique_II,Valdivia,Antofagasta
Region,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,O’Higgins,Maule,Aysén,Los Ríos,Antofagasta
Codigo region,13,13,13,13,13,13,13,13,13,13,13,6,7,11,14,2
Comuna,Independencia,La Florida,Las Condes,Santiago,Pudahuel,Cerrillos,El Bosque,Cerro Navia,Puente Alto,Talagante,Quilicura,Rancagua,Talca,Coyhaique,Valdivia,Antofagasta
Codigo comuna,13108,13110,13114,13101,13124,13102,13105,13103,13201,13601,13125,6101,7101,11101,14101,2101
UTM_Este,346488,352504,358305,345673,337311,340277,345313,338984,352049,318945,337356,342015,256889,730152,651593,358874
UTM_Norte,6300681,6290304,6305906,6296019,6298809,6292747,6286825,6299360,6282013,6272298,6306788,6218523,6075395,4948488,5589460,7387875
2018-01-01 00:00:00,,1,,,,,2.6966700553894,,5.32000017166138,1,,3.48045992851257,1,2.30801010131836,1.20946002006531,
2018-01-01 01:00:00,,1,,,,,2.77999997138977,,6.09778022766113,1,,3.59872007369995,1,2.24181008338928,1.20611000061035,
2018-01-01 02:00:00,,1,,,,,2.66888999938965,,3.54222011566162,1,,3.46058011054993,1,2.26355004310608,1.21573996543884,
2018-01-01 03:00:00,,1,,,,,2.77999997138977,,3.23667001724243,1,,3.45444011688232,1,2.16945004463196,1.46063005924225,
2018-01-01 04:00:00,,1,,,,,2.77999997138977,,3.0699999332428,1,,3.37949991226196,1,2.2405800819397,1.62644994258881,
2018-01-01 05:00:00,,1,,,,,2.77999997138977,,2.8199999332428,1,,3.3287398815155,1,2.25419998168945,1.57109999656677,
2018-01-01 06:00:00,,1,,,,,2.61332988739014,,3.3199999332428,1,,3.5385000705719,1,2.32795000076294,1.3320699930191,
2018-01-01 07:00:00,,1,,,,,2.77999997138977,,3.3199999332428,1,,3.09271001815796,1,2.26436996459961,1.22730004787445,
