Nombre de estacion,Independencia,La_Florida,Las_Condes,Santiago,Pudahuel,Cerrillos,El_Bosque,Cerro_Navia,Puente_Alto,Talagante,Quilicura
Region,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana
Codigo region,13,13,13,13,13,13,13,13,13,13,13
Comuna,Independencia,La Florida,Las Condes,Santiago,Pudahuel,Cerrillos,El Bosque,Cerro Navia,Puente Alto,Talagante,Quilicura
Codigo comuna,13108,13110,13114,13101,13124,13102,13105,13103,13201,13601,13125
UTM_Este,346488,352504,358305,345673,337311,340277,345313,338984,352049,318945,337356
UTM_Norte,6300681,6290304,6305906,6296019,6298809,6292747,6286825,6299360,6282013,6272298,6306788
2012-06-20 05:00:00,22.457799911499,19.2945003509521,15.4671001434326,18.5090999603271,16.1009998321533,13.2343997955322,25.5701007843018,16.5832996368408,17.9533996582031,8.89776992797852,20.6340999603271
2012-06-20 06:00:00,22.7453994750977,19.3549995422363,19.6196002960205,18.9188003540039,18.0543994903564,15.2260999679565,24.5870990753174,18.0832996368408,20.8292999267578,9.15756034851074,20.7569999694824
2012-06-20 07:00:00,24.7187995910645,21.5736999511719,24.1359996795654,23.243200302124,18.8833999633789,16.8672008514404,24.9694995880127,18.75,21.2490997314453,10.1855001449585,18.8274993896484
2012-06-20 08:00:00,27.0009002685547,22.6263008117676,29.681999206543,23.2726001739502,20.2686996459961,18.2252006530762,26.6728992462158,20.9167003631592,23.9307994842529,13.9815998077393,21.4866008758545
2012-06-20 09:00:00,28.9230003356934,24.6679000854492,27.4521007537842,24.9409008026123,22.1935997009277,20.1161994934082,27.7071990966797,22.0832996368408,26.0209007263184,11.4065999984741,20.2511005401611
2012-06-20 10:00:00,27.0338001251221,25.514799118042,27.8712005615234,29.7194995880127,20.9204998016357,21.2105007171631,30.9745006561279,20.75,22.5058002471924,10.4596996307373,17.5062007904053
2012-06-20 11:00:00,26.6501007080078,26.9957008361816,28.7884006500244,27.4139003753662,18.3505001068115,18.6473999023438,31.4470996856689,19.25,21.3115005493164,8.22511005401611,20.4717998504639
2012-06-20 12:00:00,30.5785999298096,24.3918991088867,30.7061004638672,31.6560001373291,22.6457004547119,22.1326999664307,30.5918006896973,24.5,19.0263996124268,7.72289991378784,24.0499000549316
2012-06-20 13:00:00,35.7378997802734,23.0018997192383,29.7980995178223,33.877799987793,25.5149993896484,24.8314990997314,31.7751007080078,26.3332996368408,18.6175994873047,5.45878982543945,24.3624000549316
2012-06-20 14:00:00,33.0097999572754,21.6154003143311,32.9648017883301,27.840799331665,17.9435997009277,14.6307001113892,31.5767993927002,20.0832996368408,15.7341995239258,5.71027994155884,25.0568008422852
2012-06-20 15:00:00,31.5795993804932,18.5419006347656,26.4881000518799,25.5884990692139,18.0895004272461,19.2206993103027,25.5739994049072,19.3332996368408,18.3509998321533,10.4956998825073,26.0233001708984
2012-06-20 16:00:00,25.716100692749,18.4559993743896,29.2219009399414,28.4563999176025,27.7985992431641,23.5512008666992,25.8327007293701,26.1667003631592,13.3171997070312,10.9224996566772,29.2752990722656
2012-06-20 17:00:00,29.702299118042,24.119499206543,25.2418994903564,27.630199432373,30.2884006500244,25.0273990631104,32.4672012329102,27.4167003631592,15.3145999908447,13.431300163269,26.5893993377686
2012-06-20 18:00:00,26.8414993286133,24.2493991851807,25.9118995666504,27.1345996856689,24.7844009399414,23.4650993347168,35.7344017028809,22.6667003631592,23.1438007354736,14.2536001205444,25.203800201416
2012-06-20 19:00:00,21.1427993774414,23.4377994537354,22.6650009155273,23.7360000610352,19.986499786377,21.0604000091553,30.6854991912842,20.5832996368408,19.703800201416,14.4455995559692,24.520299911499
2012-06-20 20:00:00,28.415599822998,19.7031993865967,27.0734996795654,22.4768009185791,25.0128002166748,21.6702995300293,21.8668994903564,23.9167003631592,12.3767004013062,2.53138995170593,20.7553005218506
2012-06-20 21:00:00,26.6574993133545,16.0821990966797,26.0006999969482,23.0487003326416,25.1669006347656,21.1721000671387,21.4342994689941,24.5,16.5506992340088,5.38411998748779,27.9013996124268
2012-06-20 22:00:00,25.1583995819092,20.4398994445801,21.8155994415283,28.1438007354736,26.4493007659912,21.4293994903564,26.2143001556396,25.9167003631592,8.10354995727539,16.6373996734619,33.1865997314453
2012-06-20 23:00:00,16.6079998016357,19.1965999603271,17.2341003417969,21.1658000946045,24.5140991210938,21.2141990661621,26.1769008636475,23.25,6.26613998413086,8.07695007324219,31.5193004608154
2012-06-21 00:00:00,25.107400894165,17.6376991271973,17.0669002532959,16.6201992034912,20.2665996551514,17.8472995758057,21.6765003204346,18.6000003814697,7.90866994857788,12.9441995620728,30.4897994995117
2012-06-21 01:00:00,21.8826999664307,13.979100227356,17.2325992584229,21.4783000946045,18.0207004547119,17.702299118042,18.5779991149902,17.25,1.50334000587463,15.4647998809814,22.6938991546631
2012-06-21 02:00:00,19.4127006530762,11.3466997146606,13.9439001083374,20.0100002288818,17.6566009521484,17.0256004333496,10.9734001159668,17,1,11.2152004241943,24.025899887085
2012-06-21 03:00:00,18.7448997497559,7.57533979415894,9.13138008117676,17.680700302124,14.8148002624512,16.1690998077393,7.24052000045776,14.3835000991821,1,9.08967971801758,17.1343002319336
2012-06-21 04:00:00,16.8255996704102,6.10072994232178,9.60464000701904,16.014799118042,15.5228996276855,14.3118000030518,9.93982982635498,13.617600440979,2.08332991600037,11.0880002975464,16.7467002868652
2012-06-21 05:00:00,19.0685997009277,7.26981019973755,10.5233001708984,13.7531003952026,10.2940998077393,13.3514995574951,14.6157999038696,14.0269002914429,6.50496006011963,13.3149995803833,17.5594997406006
2012-06-21 06:00:00,25.4647998809814,10.7707996368408,15.451000213623,15.6926002502441,10.8661003112793,15.1308002471924,18.8752002716064,17.7586002349854,20.0153999328613,16.300199508667,13.0090999603271
2012-06-21 07:00:00,26.7483997344971,19.4901008605957,21.9654998779297,46.0131988525391,23.5294990539551,22.4571990966797,21.4641990661621,25.0200996398926,25.5883007049561,15.2098999023438,13.1709003448486
2012-06-21 08:00:00,34.8134002685547,22.9811000823975,26.5590000152588,47.062198638916,24.42799949646,34.4933013916016,32.7394981384277,26.7910995483398,29.1529998779297,17.7252006530762,15.5549001693726
2012-06-21 09:00:00,42.160701751709,27.0401000976562,21.9654998779297,62.4280014038086,22.1404991149902,32.5808982849121,38.7528991699219,28.4827995300293,27.6590003967285,23.4272994995117,14.7833003997803
2012-06-21 10:00:00,28.5839004516602,28.8938999176025,24.136999130249,59.8874015808105,22.0587997436523,34.4037017822266,32.3218002319336,24.9428997039795,24.7014007568359,19.7987003326416,14.5395002365112
2012-06-21 11:00:00,32.9099998474121,25.5974006652832,24.6380996704102,53.3088989257812,25.4083995819092,30.9832000732422,35.1613998413086,28.315299987793,24.1180992126465,18.6093997955322,14.9279003143311
2012-06-21 12:00:00,32.0769996643066,28.4130001068115,36.3306007385254,32.8440017700195,33.1698989868164,30.5986003875732,37.7504997253418,31.1459999084473,20.0303001403809,18.4909000396729,22.2870006561279
2012-06-21 13:00:00,22.1828002929688,29.9037990570068,43.5133018493652,38.4067993164062,34.0195007324219,31.0305995941162,42.845100402832,30.1986999511719,29.2367992401123,15.4219999313354,25.5802001953125
2012-06-21 14:00:00,25.007999420166,40.1446990966797,50.0276985168457,36.3213996887207,31.2091007232666,36.2546997070312,45.1001014709473,31.4314002990723,31.4552993774414,15.0978002548218,25.599100112915
2012-06-21 15:00:00,29.7252998352051,43.7310981750488,54.7883987426758,34.2807006835938,29.0848999023438,34.9672012329102,46.6870002746582,29.988899230957,34.8806991577148,16.1105003356934,24.3983001708984
2012-06-21 16:00:00,41.0091018676758,45.546199798584,55.1223983764648,45.4366989135742,31.7810001373291,29.387300491333,52.0321998596191,33.1865005493164,33.9933013916016,15.2806997299194,33.8693008422852
2012-06-21 17:00:00,59.0761985778809,45.3606986999512,47.8563003540039,45.3353004455566,29.7385005950928,29.0104007720947,43.4299011230469,30.3852996826172,28.3889999389648,16.2169990539551,38.1697006225586
2012-06-21 18:00:00,52.7522010803223,34.3875007629395,47.9398002624512,37.5657997131348,31.5359001159668,30.8127994537354,37.4999008178711,30.7747993469238,29.252799987793,13.3642997741699,20.3069000244141
2012-06-21 19:00:00,53.184398651123,34.6678009033203,43.8470993041992,36.9754981994629,33.0063018798828,28.0482006072998,33.7415008544922,35.2420997619629,33.7218017578125,11.7629995346069,
2012-06-21 20:00:00,64.4122009277344,31.8967990875244,37.7504997253418,36.1540985107422,31.1273002624512,28.7742004394531,33.6576995849609,34.9273986816406,31.50119972229,17.3376998901367,
2012-06-21 21:00:00,51.9160003662109,26.9997997283936,37.7507019042969,35.0424995422363,29.5750007629395,29.0154991149902,29.4822006225586,30.1159992218018,29.8537006378174,13.4593000411987,
2012-06-21 22:00:00,54.1046981811523,25.0312004089355,35.2448997497559,73.4736022949219,27.2873001098633,26.8985996246338,28.4799003601074,28.8106002807617,27.7252006530762,12.5212001800537,16.1023998260498
2012-06-21 23:00:00,45.4359016418457,21.8052005767822,29.1480007171631,73.6974029541016,29.411600112915,31.4323997497559,25.5566997528076,27.7590007781982,26.6837997436523,13.4358997344971,9.66732978820801
2012-06-22 00:00:00,39.3869018554688,19.971399307251,26.4587993621826,50.2696990966797,24.6077995300293,39.8912010192871,26.0578994750977,23.6763000488281,25.5541000366211,13.2832002639771,5.44609022140503
2012-06-22 01:00:00,35.6689987182617,18.4304008483887,19.2928009033203,32.594799041748,22.3036994934082,35.9776000976562,22.6333999633789,22.5408000946045,22.9939002990723,19.4783000946045,5.21459007263184
2012-06-22 02:00:00,33.1721992492676,15.5,17.9286994934082,28.3824005126953,15.250599861145,27.828800201416,19.3763999938965,17.4608001708984,22.0823993682861,24.8097991943359,3.62702989578247
2012-06-22 03:00:00,26.5118999481201,13.9722003936768,16.1515998840332,23.8001003265381,12.6499004364014,21.4601993560791,17.4106006622314,13.3252000808716,19.4871006011963,23.7649002075195,
2012-06-22 04:00:00,25.0359001159668,11.7783002853394,14.3725996017456,19.5191993713379,13.6894998550415,19.4967002868652,14.9832000732422,13.664400100708,21.0527992248535,21.9134998321533,
2012-06-22 05:00:00,27.7259998321533,12.5577001571655,15.7903995513916,15.2912998199463,15.3318004608154,16.4269008636475,13.8114004135132,14.9490995407104,19.8997001647949,20.9549999237061,
2012-06-22 06:00:00,39.3852996826172,14.1166000366211,23.1826000213623,19.6714992523193,20.4843997955322,20.4922008514404,26.6180000305176,18.926700592041,23.9712009429932,19.9902992248535,
2012-06-22 07:00:00,53.8791999816895,23.6431007385254,28.8190002441406,25.2462997436523,28.5527000427246,30.779899597168,31.138500213623,23.7161998748779,30.1165008544922,18.6252002716064,
2012-06-22 08:00:00,36.8778991699219,28.4062995910645,31.7201995849609,37.714599609375,25.8470993041992,34.4301986694336,40.1786003112793,20.238899230957,41.3568000793457,20.9990997314453,5.34087991714478
2012-06-22 09:00:00,38.4488983154297,40.0979995727539,32.8936004638672,64.7176971435547,31.6802005767822,41.7309989929199,55.0779991149902,34.7769012451172,33.9203987121582,29.1315994262695,23.6551990509033
2012-06-22 10:00:00,53.712100982666,38.3660011291504,40.1179008483887,77.8450012207031,32.7061996459961,61.8084983825684,53.9062004089355,54.3403015136719,37.6559982299805,40.5686988830566,27.9221992492676
2012-06-22 11:00:00,79.0746002197266,32.9964981079102,46.3764991760254,49.3594017028809,38.8138008117676,64.6293029785156,53.3203010559082,59.103099822998,46.7421989440918,38.100700378418,36.8037986755371
2012-06-22 12:00:00,93.493896484375,32.7366981506348,39.5969009399414,49.4314994812012,40.3540992736816,53.6780014038086,44.1963996887207,49.907600402832,36.9827995300293,35.4701995849609,42.3563003540039
2012-06-22 13:00:00,99.4437026977539,38.5391998291016,41.9206008911133,70.4433975219727,38.2122001647949,47.4556999206543,73.9116973876953,41.1745986938477,47.8176002502441,28.5841007232666,33.562198638916
2012-06-22 14:00:00,82.5392990112305,49.0183982849121,53.9860000610352,83.9684982299805,35.0508003234863,33.3516998291016,78.8501968383789,43.9353981018066,44.6622009277344,26.5893993377686,37.3792991638184
2012-06-22 15:00:00,79.283203125,57.5056991577148,67.0384979248047,55.4528999328613,30.7705993652344,23.7278003692627,66.880500793457,31.1854991912842,48.5984001159668,25.1756992340088,47.1501007080078
2012-06-22 16:00:00,52.7075996398926,56.7262001037598,76.7360000610352,37.1953010559082,28.4885997772217,29.7012996673584,48.548999786377,27.9524993896484,21.1060009002686,20.7747001647949,39.5191993713379
2012-06-22 17:00:00,60.3255004882812,35.3348007202148,67.8160018920898,43.8639984130859,40.0644989013672,37.9146995544434,45.9542007446289,37.9474983215332,27.2439994812012,17.8595008850098,52.1092987060547
2012-06-22 18:00:00,70.2479019165039,33.4294013977051,65.0286026000977,40.8429985046387,32.6581001281738,34.845100402832,45.6192016601562,34.478401184082,37.3866004943848,19.3717994689941,33.4318008422852
2012-06-22 19:00:00,72.9484024047852,37.0670013427734,68.0897979736328,40.7882995605469,39.2569999694824,35.8405990600586,39.0903015136719,41.4426002502441,37.1183013916016,17.0041007995605,23.2082996368408
2012-06-22 20:00:00,71.4947967529297,36.6338005065918,55.4511985778809,44.2308006286621,41.3297996520996,40.486499786377,43.2756996154785,42.5974006652832,38.7397003173828,20.9384002685547,8.91971015930176
2012-06-22 21:00:00,71.1342010498047,34.1222991943359,49.6083984375,64.1072006225586,56.8662986755371,39.4912986755371,47.3773994445801,47.9040985107422,40.3664016723633,23.9598007202148,
2012-06-22 22:00:00,66.415901184082,30.8314990997314,45.6299018859863,67.5327987670898,49.9780006408691,38.8274993896484,33.7332992553711,48.2389984130859,37.6203994750977,20.2266998291016,
2012-06-22 23:00:00,59.8087997436523,32.9099998474121,40.5881996154785,62.5798988342285,46.1119995117188,31.6923999786377,28.2924003601074,36.2943000793457,34.3083992004395,20.2777004241943,
