Nombre de estacion,Independencia,La_Florida,Las_Condes,Santiago,Pudahuel,Cerrillos,El_Bosque,Cerro_Navia,Puente_Alto,Talagante,Quilicura,Viña_del_mar,Rengo,San_Fernando,Talca_La_Florida,Valdivia,Coyhaique_II
Region,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Valparaíso,O’Higgins,O’Higgins,Maule,Los Ríos,Aysén
Codigo region,13,13,13,13,13,13,13,13,13,13,13,5,6,6,7,14,11
Comuna,Independencia,La Florida,Las Condes,Santiago,Pudahuel,Cerrillos,El Bosque,Cerro Navia,Puente Alto,Talagante,Quilicura,Vina del mar,Rengo,San Fernando,Talca,Valdivia,Coyhaique
Codigo comuna,13108,13110,13114,13101,13124,13102,13105,13103,13201,13601,13125,5109,6115,6301,7101,14101,11101
UTM_Este,346488,352504,358305,345673,337311,340277,345313,338984,352049,318945,337356,261803,329665,317503,256889,651593,730152
UTM_Norte,6300681,6290304,6305906,6296019,6298809,6292747,6286825,6299360,6282013,6272298,6306788,6343569,6192542,6171746,6075395,5589460,4948488
2016-01-01 00:00:00,13.1726999282837,7.98599004745483,3.90465998649597,,7.20870018005371,,1.00999999046326,7.10249996185303,17.0709991455078,11.539999961853,10.1906995773315,1,,,,4.09999990463257,1.20632994174957
2016-01-01 01:00:00,13.6726999282837,3.8968300819397,2.39866995811462,,3.17616009712219,,1,2.26874995231628,14.3936996459961,8.78999042510986,6.10731983184814,1,,,,3.67499995231628,1
2016-01-01 02:00:00,1.25100004673004,1,3.5699999332428,,1.71254003047943,,1,1.15166997909546,6.77999019622803,7.62333011627197,3.60733008384705,1,,,,3.8583300113678,1.49716997146606
2016-01-01 03:00:00,1.04217004776001,1,2.39866995811462,,2.15385007858276,,1,3.50125002861023,12.6366996765137,6.03999996185303,1.35732996463776,1,,,,4,1.59249997138977
2016-01-01 04:00:00,1,1,3.54210996627808,,2.78339004516602,,1,1.76625001430511,10.2103004455566,5.40112018585205,1.02132999897003,4.24741983413696,,,,3.8916699886322,2.08366990089417
2016-01-01 05:00:00,1,1,4.54611015319824,,1,,1.03999996185303,3.16624999046326,5.60866022109985,9.28999042510986,1.35467004776001,6.18291997909546,,,,3.04167008399963,1
2016-01-01 06:00:00,2.42166996002197,1.24583005905151,5.24333000183105,,4.85838985443115,,2.3199999332428,4.84124994277954,7.53298997879028,11.3732995986938,4.85731983184814,5.96033000946045,,,,2.54999995231628,1.12100005149841
2016-01-01 07:00:00,9.83932018280029,7.40150022506714,11.6020002365112,,11.5247001647949,,12.0367002487183,11.4575004577637,17.5729999542236,13.3732995986938,9.19066047668457,6.9448299407959,,,,4.05000019073486,3.51957988739014
2016-01-01 08:00:00,21.2560005187988,19.9265003204346,26.327299118042,,19.1606998443604,,25.2866992950439,17.9899997711182,29.7047004699707,14.3732995986938,16.1072998046875,7.57458019256592,,,,4.86667013168335,4.961669921875
2016-01-01 09:00:00,30.2560005187988,31.2824993133545,35.2797012329102,,33.1876983642578,,36.7033004760742,27.2863006591797,44.2625999450684,18.5400009155273,24.0240001678467,9.71183967590332,17.4200000762939,17.4200000762939,18.9692001342773,5.68333005905151,7.0091700553894
2016-01-01 10:00:00,43.589298248291,44.9763984680176,48.7499008178711,,44.8077011108398,,49.6199989318848,39.2625007629395,61.0797004699707,26.9566993713379,33.273998260498,13.7742004394531,24.614200592041,24.614200592041,19.7007999420166,6.09167003631592,7.37416982650757
2016-01-01 11:00:00,58.6726989746094,53.3264999389648,62.7223014831543,,47.1316986083984,,48.7867012023926,42.5287017822266,62,32.7900009155273,41.773998260498,15.147500038147,28.4783000946045,28.4783000946045,22.0750007629395,8.75,7.61082983016968
