Nombre de estacion,Independencia,La_Florida,Las_Condes,Santiago,Pudahuel,Cerrillos,El_Bosque,Cerro_Navia,Puente_Alto,Talagante,Quilicura,Rancagua_I,Talca_La_Florida,Coyhaique_II,Valdivia
Region,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,O’Higgins,Maule,Aysén,Los Ríos
Codigo region,13,13,13,13,13,13,13,13,13,13,13,6,7,11,14
Comuna,Independencia,La Florida,Las Condes,Santiago,Pudahuel,Cerrillos,El Bosque,Cerro Navia,Puente Alto,Talagante,Quilicura,Rancagua,Talca,Coyhaique,Valdivia
Codigo comuna,13108,13110,13114,13101,13124,13102,13105,13103,13201,13601,13125,6101,7101,11101,14101
UTM_Este,346488,352504,358305,345673,337311,340277,345313,338984,352049,318945,337356,342015,256889,730152,651593
UTM_Norte,6300681,6290304,6305906,6296019,6298809,6292747,6286825,6299360,6282013,6272298,6306788,6218523,6075395,4948488,5589460
2016-01-01 00:00:00,,1.16957998275757,,,,,1.48000001907349,,1.45650005340576,1,,1,,1,3.26735997200012
2016-01-01 01:00:00,,1.12332999706268,,,,,1.48000001907349,,1.04149997234344,1,,1,,1,3.21251010894775
2016-01-01 02:00:00,,1.16444003582001,,,,,1.48000001907349,,1.16600000858307,1,,1,,1,2.72245001792908
2016-01-01 03:00:00,,1.16957998275757,,,,,1.48000001907349,,1.12450003623962,1,,1,,1,2.68874001502991
2016-01-01 04:00:00,,1.18499994277954,,,,,1.48000001907349,,1.04149997234344,1,,1,,1,3.27298998832703
2016-01-01 05:00:00,,1.18499994277954,,,,,1.44000005722046,,1,1,,1,,1,3.52378988265991
2016-01-01 06:00:00,,1.18499994277954,,,,,1.48000001907349,,1,1,,1,,1,3.35805010795593
2016-01-01 07:00:00,,1.18499994277954,,,,,1.39999997615814,,1.33200001716614,1,,1,,1,3.41878008842468
2016-01-01 08:00:00,,1.15417003631592,,,,,1.48000001907349,,1.37349998950958,1,,1,,1,3.0568699836731
2016-01-01 09:00:00,,1.0770800113678,,,,,1.48000001907349,,1.49800002574921,1,,1,1,1,2.29977989196777
2016-01-01 10:00:00,,1.0770800113678,,,,,1.32000005245209,,1.49800002574921,1,,1,1,1,2.20836997032166
2016-01-01 11:00:00,,1.09249997138977,,,,,1.39999997615814,,2.07840991020203,1,,1,1,1,2.63523006439209
2016-01-01 12:00:00,,1.15417003631592,,,,,1.39999997615814,,1.91258001327515,1,,1,1.25100004673004,1,3.72950005531311
2016-01-01 13:00:00,,1.18499994277954,,,,,1.48000001907349,,1.58091998100281,1,,1,1.02991998195648,1,3.6538200378418
2016-01-01 14:00:00,,1.16957998275757,,,,,1.48000001907349,,1.49800002574921,1,,1,1.09142005443573,1,3.49443006515503
2016-01-01 15:00:00,,1.15417003631592,,,,,1.48000001907349,,1.49800002574921,1,,1,1.06974995136261,1,3.99205994606018
2016-01-01 16:00:00,,1.10792005062103,,,,,1.48000001907349,,1.49800002574921,1,,1,1,1,2.00637006759644
2016-01-01 17:00:00,,1.12332999706268,,,,,1.48000001907349,,1.49800002574921,1,,1,1,1,2.50171995162964
2016-01-01 18:00:00,,1.0770800113678,,,,,1.44000005722046,,1.45650005340576,1,,1,1,1,4.48015022277832
2016-01-01 19:00:00,,1.06166994571686,,,,,1.48000001907349,,1.16600000858307,1,,1,1,1,2.62315988540649
2016-01-01 20:00:00,,1.10792005062103,,,,,1.48000001907349,,1,1,,1,1,1,1.75576996803284
2016-01-01 21:00:00,,1.0770800113678,,,,,1.44000005722046,,1,1,,1,1,1,2.51438999176025
2016-01-01 22:00:00,,1.0770800113678,,,,,1.44000005722046,,1,1,,1,1,1,2.37167000770569
2016-01-01 23:00:00,,1.06166994571686,,,,,1.44000005722046,,1.08299994468689,1,,1,1,1.03332996368408,2.79474997520447
2016-01-02 00:00:00,,1.01541996002197,,,,,1.39999997615814,,1.04149997234344,1,,1,1,1,3.75137996673584
2016-01-02 01:00:00,,1.06166994571686,,,,,1.37332999706268,,1,1,,1,1,1,3.86308002471924
2016-01-02 02:00:00,,1.08221995830536,,,,,1.37332999706268,,1,1,,1,1,1,4.47431993484497
2016-01-02 03:00:00,,1.0770800113678,,,,,1.48000001907349,,1,1,,1,1,1,4.38343000411987
2016-01-02 04:00:00,,1.03083002567291,,,,,1.36000001430511,,1,1,,1,1,1,4.11148977279663
2016-01-02 05:00:00,,1.04624998569489,,,,,1.39999997615814,,1,1,,1,1,1,3.85591006278992
2016-01-02 06:00:00,,1.13874995708466,,,,,1.48000001907349,,1,1,,1,1,1,4.45318984985352
2016-01-02 07:00:00,,1.06166994571686,,,,,1.4428299665451,,1.04149997234344,1,,1,1,1,4.34618997573853
2016-01-02 08:00:00,,1.09249997138977,,,,,1.24000000953674,,1,1,,1,1,1,4.82662010192871
2016-01-02 09:00:00,,1.12332999706268,,,,,1.27999997138977,,1.04149997234344,1,,1,1,1,4.37947988510132
2016-01-02 10:00:00,,1.03083002567291,,,,,1.36000001430511,,1.49800002574921,1,,1,1,1,5.10305976867676
2016-01-02 11:00:00,,1.04624998569489,,,,,1.32000005245209,,1.49800002574921,1,,1,1,1,4.78549003601074
2016-01-02 12:00:00,,1.01541996002197,,,,,1.32000005245209,,1.49800002574921,1,,1,1,1,4.50302982330322
2016-01-02 13:00:00,,1.09249997138977,,,,,1.20000004768372,,1.49800002574921,1,,1,1,1,4.3303599357605
2016-01-02 14:00:00,,1.09249997138977,,,,,1.39999997615814,,1.45650005340576,1,,1,1,1,4.75685977935791
2016-01-02 15:00:00,,1.09249997138977,,,,,1.39999997615814,,1.41499996185303,1,,1,1,1,3.97891998291016
2016-01-02 16:00:00,,1.10792005062103,,,,,1.44000005722046,,1.24899995326996,1,,1,1,1,4.02281999588013
2016-01-02 17:00:00,,1.0770800113678,,,,,1.39999997615814,,1.41499996185303,1,,1,1,1,5.8719801902771
2016-01-02 18:00:00,,1.0770800113678,,,,,1.44000005722046,,1.29050004482269,1,,1,1,1,5.05460977554321
2016-01-02 19:00:00,,1.06166994571686,,,,,1.44000005722046,,1.04149997234344,1,,1,1,1,6.13778018951416
2016-01-02 20:00:00,,1.10792005062103,,,,,1.48000001907349,,1,1,,1,1,1,9.80321025848389
2016-01-02 21:00:00,,1.06166994571686,,,,,1.48000001907349,,1.04149997234344,1,,1,1,1,4.69902992248535
2016-01-02 22:00:00,,1.09249997138977,,,,,1.48000001907349,,1.33200001716614,1,,1,1,1,4.44852018356323
2016-01-02 23:00:00,,1.0770800113678,,,,,1.39999997615814,,1.37349998950958,1,,1,1,1,4.05252981185913
2016-01-03 00:00:00,,1.06166994571686,,,,,1.48000001907349,,1.45650005340576,1,,1,1,1,3.95848989486694
2016-01-03 01:00:00,,1.10277998447418,,,,,1.48000001907349,,1.08299994468689,1,,1,1,1,3.54466009140015
2016-01-03 02:00:00,,1.12332999706268,,,,,1.48000001907349,,1,1,,1,1,1,3.39896011352539
2016-01-03 03:00:00,,1.06166994571686,,,,,1.32000005245209,,1,1,,1,1,1,3.83494997024536
2016-01-03 04:00:00,,1,,,,,1.24000000953674,,1,1,,1,1,1,3.34135007858276
2016-01-03 05:00:00,,1.0770800113678,,,,,1.39999997615814,,1,1,,1,1,1,3.41192007064819
2016-01-03 06:00:00,,1.12332999706268,,,,,1.36000001430511,,1,1,,1,1,1,4.052490234375
2016-01-03 07:00:00,,1.0770800113678,,,,,1.44000005722046,,1,1,,1,1,1,3.4998300075531
2016-01-03 08:00:00,,1.12332999706268,,,,,1.44000005722046,,1.04149997234344,1,,1,1.10525000095367,1,3.9216001033783
2016-01-03 09:00:00,,1.0770800113678,,,,,1.36000001430511,,1.24899995326996,1,,1,1.0533299446106,1,3.69474005699158
2016-01-03 10:00:00,,1.03083002567291,,,,,1.48000001907349,,1.45650005340576,1,,1,1,1,3.37252998352051
2016-01-03 11:00:00,,1.06166994571686,,,,,1.39999997615814,,1.49800002574921,1,,1,1,1,3.19489002227783
2016-01-03 12:00:00,,1.0770800113678,,,,,1.39999997615814,,1.49800002574921,1,,1,1,1,3.46949005126953
2016-01-03 13:00:00,,1.09249997138977,,,,,1.32000005245209,,1.41499996185303,1,,1,1,1,3.31193995475769
2016-01-03 14:00:00,,1.09249997138977,,,,,1.32000005245209,,1.49800002574921,1,,1,1,1,5.14578008651733
2016-01-03 15:00:00,,1.12332999706268,,,,,1.36000001430511,,1.45650005340576,1,,1,1,1,5.55979013442993
2016-01-03 16:00:00,,1.06166994571686,,,,,1.44000005722046,,1.45650005340576,1,,1,1,1,5.24887990951538
2016-01-03 17:00:00,,1.10792005062103,,,,,1.27999997138977,,1.49800002574921,1,,1,1.06200003623962,1,7.66792011260986
2016-01-03 18:00:00,,1.09249997138977,,,,,1.39999997615814,,1.49800002574921,1,,1,1,1,6.47824001312256
2016-01-03 19:00:00,,1.06166994571686,,,,,1.27999997138977,,1.20749998092651,1,,1,1,1,3.84155988693237
2016-01-03 20:00:00,,1.06166994571686,,,,,1.44000005722046,,1,1,,1,1,1,5.97351980209351
2016-01-03 21:00:00,,1.0770800113678,,,,,1.48000001907349,,1.33200001716614,1,,1,1,1,3.47709989547729
2016-01-03 22:00:00,,1.13874995708466,,,,,1.44000005722046,,1.49800002574921,1,,1,1,1,3.64351010322571
2016-01-03 23:00:00,,1.13874995708466,,,,,1.44000005722046,,1.45650005340576,1,,1,1,1,3.61614990234375
2016-01-04 00:00:00,,1.12332999706268,,,,,1.48000001907349,,1.12450003623962,1,,1,1,1,3.60948991775513
2016-01-04 01:00:00,,1.14389002323151,,,,,1.48000001907349,,1,1,,1,1,1,3.47373008728027
2016-01-04 02:00:00,,1.06166994571686,,,,,1.48000001907349,,1,1,,1,1,1,2.90192008018494
2016-01-04 03:00:00,,1.13874995708466,,,,,1.36000001430511,,1,1,,1,1,1,3.63403010368347
2016-01-04 04:00:00,,1.06166994571686,,,,,1.27999997138977,,1,1,,1,1,1,3.76641988754272
2016-01-04 05:00:00,,1.0770800113678,,,,,1.27999997138977,,1,1,,1,1,1,3.48651003837585
2016-01-04 06:00:00,,1.0770800113678,,,,,1.1599999666214,,1.08299994468689,1,,1,1,1,3.53282999992371
2016-01-04 07:00:00,,1.04624998569489,,,,,1.1599999666214,,1.16600000858307,1,,1,1.04425001144409,1,3.81677007675171
2016-01-04 08:00:00,,1.03083002567291,,,,,1.20000004768372,,1.16600000858307,1,,1,1,1,3.45272994041443
2016-01-04 09:00:00,,1.06166994571686,,,,,1.20000004768372,,1.37349998950958,1,,1,1.60025000572205,1,3.46401000022888
2016-01-04 10:00:00,,1,,,,,1.27999997138977,,1.49800002574921,1,,1,2.86508011817932,1,2.86837005615234
2016-01-04 11:00:00,,1.0770800113678,,,,,1.32000005245209,,1.49800002574921,1,,1,2.40967011451721,1,2.80732989311218
2016-01-04 12:00:00,,1.0770800113678,,,,,1.44000005722046,,1.82966995239258,1,,1,2.14516997337341,1,2.59648990631104
