Nombre de estacion,Independencia,La_Florida,Las_Condes,Santiago,Pudahuel,Cerrillos,El_Bosque,Cerro_Navia,Puente_Alto,Talagante,Quilicura,Talca_La_Florida,Padre_Las_Casas_II,Coyhaique_II,Valdivia
2017-01-01 06:00:00,17.6516990661621,18.6732997894287,,17.9899997711182,24.7975006103516,,17.2234001159668,14.4300003051758,9.26333999633789,7.22249984741211,,2.19017004966736,3.6670401096344,1,
2017-01-01 07:00:00,15.5908002853394,25.7567005157471,,17.7399997711182,20.0841999053955,,15.3066997528076,14.5124998092651,4.41084003448486,5.00583982467651,,1,4.667640209198,1,
2017-01-01 08:00:00,13.3408002853394,23.1732997894287,,13.3233003616333,17.3066997528076,,10.9732999801636,12.2025003433228,4.13416004180908,1.32749998569489,,1,3.02057003974915,1,
2017-01-01 09:00:00,16.9300003051758,15.1525001525879,,10.4899997711182,15.6232995986938,,10.1567001342773,7.48750019073486,1.79332995414734,1.00332999229431,,1,1,1.1948299407959,
2017-01-01 10:00:00,9.54181957244873,8.45666980743408,,8.39000034332275,14.4857997894287,,6.02334022521973,4.32000017166138,,1,,1,1,2.89949989318848,
2017-01-01 11:00:00,,2.6341700553894,,4.76666021347046,10.5733003616333,,2.49000000953674,1.3658299446106,,1,,1,1,3.26399993896484,
2017-01-01 12:00:00,,1,,1.7333300113678,5.8600001335144,,2.99000000953674,1,,,,1,1,4.42791986465454,
2017-01-01 13:00:00,,1,,1.1416699886322,5.01833009719849,,2.82332992553711,1,,,,1,1,6.48332977294922,
2017-01-01 14:00:00,,1,,1.07082998752594,4.68166017532349,,1.99000000953674,1,,,,1,1,2.18525004386902,
2017-01-01 15:00:00,,1,,1,4.17667007446289,,2.24000000953674,1,,,,1,1,3.45991992950439,
2017-01-01 16:00:00,,1,,1,6.1966700553894,,2.0550000667572,1,,,,1,1,2.74583005905151,
2017-01-01 17:00:00,,1,,1.21249997615814,8.04833984375,,3.49000000953674,1,,,,1,1,1.98224997520447,
2017-01-01 18:00:00,,1.13166999816895,,1,5.77582979202271,,3.65667009353638,1,,,,1,1,1,
2017-01-01 19:00:00,,3.15832996368408,,1.5791699886322,8.55333042144775,,4.07332992553711,1.11333000659943,,,,2.88005995750427,1,2.68341994285583,
2017-01-01 20:00:00,,6.87333011627197,,3.5166699886322,14.1492004394531,,6.57332992553711,3.57750010490417,,,,5.99565982818604,2.27813005447388,3.79608011245728,
2017-01-01 21:00:00,14.2283000946045,11.539999961853,,5.76667022705078,22.6474990844727,,10.5733003616333,11.4049997329712,5.29083013534546,1.00332999229431,,6.00547981262207,3.42371988296509,2.5770800113678,
2017-01-01 22:00:00,17.1175003051758,17.2233009338379,,9.76667976379395,23.6191997528076,,15.6400003433228,7.61999988555908,20.0925006866455,5.86583995819092,,9.2407398223877,5.88649988174438,1,
2017-01-01 23:00:00,18.7233009338379,21.3400001525879,,9.18332958221436,29.0058002471924,,17.5566997528076,13.8924999237061,18.8316993713379,2.30666995048523,,10.0403003692627,5.85832977294922,1,
2017-01-02 00:00:00,14.6750001907349,19.6732997894287,,13.9200000762939,28.4167003631592,,15.8900003433228,15.1724996566772,17.6016998291016,6.50250005722046,,10.6231002807617,4.783860206604,1,
2017-01-02 01:00:00,17.1450004577637,17.2567005157471,,16.2166996002197,23.9967002868652,,15.8066997528076,11.5825004577637,12.5841999053955,5.53332996368408,,6.98313999176025,4.4515700340271,1,
2017-01-02 02:00:00,14.9222002029419,16.1177997589111,,13.9921998977661,18.9321994781494,,14.917799949646,7.82667016983032,7.48443984985352,8.06916999816895,,4.40312004089355,3.88695001602173,1,
2017-01-02 03:00:00,,14.5621995925903,,16.0456008911133,22.8055992126465,,13.1400003433228,12.1332998275757,2.6800000667572,6.76417016983032,,4.21896982192993,2.19850993156433,1,
2017-01-02 04:00:00,17.5874996185303,14.4232997894287,,15.4067001342773,21.3465995788574,,13.0566997528076,11.2950000762939,4.36417007446289,5.99416017532349,,5.25220012664795,1.41422998905182,1,
2017-01-02 05:00:00,18.6025009155273,13.8400001525879,,15.4899997711182,20.4207992553711,,13.6400003433228,11.8725004196167,12.9708003997803,7.47916984558105,,4.4910101890564,1.01126003265381,1,
2017-01-02 06:00:00,17.1499996185303,16.2567005157471,,16.9067001342773,22.4407997131348,,12.8900003433228,12.3675003051758,8.89416980743408,5.87666988372803,,2.33499002456665,1.35404002666473,1,
2017-01-02 07:00:00,12.2108001708984,20.2567005157471,,16.073299407959,17.1382999420166,,12.7232999801636,11.3774995803833,7.74749994277954,5.71833992004395,,1,1.07093000411987,1.49308001995087,
2017-01-02 08:00:00,9.76834011077881,16.0067005157471,,13.4067001342773,14.1083002090454,,10.1400003433228,7.08750009536743,3.9591600894928,4.29333019256592,,1,1,3.12807989120483,
2017-01-02 09:00:00,6.9375,9.73165988922119,,12.6567001342773,12.0882997512817,,8.24001026153564,5.74499988555908,2.98200011253357,1.78666996955872,,1,1,2.27775001525879,
2017-01-02 10:00:00,5.54500007629395,6.28999996185303,,7.36667013168335,10.4891996383667,,2.90667009353638,3.1083300113678,,1,,1,1,2.9614999294281,
2017-01-02 11:00:00,,1.07249999046326,,2.2666699886322,7.038330078125,,3.40667009353638,1.2941700220108,,,,1,1,6.22891998291016,
2017-01-02 12:00:00,,1.32249999046326,,1.77917003631592,4.84999990463257,,4.35666990280151,1,,,,1,1,7.74982976913452,
2017-01-02 13:00:00,,1.33582997322083,,1.80417001247406,4.17667007446289,,3.77332997322083,1,,,,1,1,1.82992005348206,
2017-01-02 14:00:00,,1.17999994754791,,1.72082996368408,4.68166017532349,,3.49000000953674,,,,,1,1,1.72125005722046,
2017-01-02 15:00:00,1.26999998092651,1.02417004108429,,2.11249995231628,4.17667007446289,,3.07332992553711,,,,,1,1,1.17441999912262,
2017-01-02 16:00:00,,1.64499998092651,,1.1416699886322,4.76583003997803,,3.74000000953674,,,1,,1,1,1.50507998466492,
2017-01-02 17:00:00,,3.53999996185303,,2.4833300113678,5.77582979202271,,5.90667009353638,,,1,,1,1,1.5460000038147,
2017-01-02 18:00:00,,6.62333011627197,,5.59999990463257,7.54333019256592,,8.49001026153564,1.22167003154755,4.77833986282349,1.2608300447464,,1.82375001907349,1,1.57407999038696,
2017-01-02 19:00:00,15.1464004516602,10.9567003250122,,7.68333005905151,14.1083002090454,,11.8900003433228,4.37166976928711,15.7807998657227,1.00332999229431,,2.06174993515015,1.49483001232147,2.99957990646362,
2017-01-02 20:00:00,29.7467002868652,15.2067003250122,,10.2666997909546,23.7875003814697,,13.4067001342773,14.8699998855591,10.3832998275757,2.06582999229431,,3.73483991622925,3.2478199005127,2.96657991409302,
2017-01-02 21:00:00,27.3675003051758,22.7108001708984,,13.9333000183105,28.0799999237061,,17.2066993713379,13.6424999237061,8.60499954223633,1.08916997909546,,5.41601991653442,6.78390979766846,4.51424980163574,
2017-01-02 22:00:00,23.3066997528076,28.3150005340576,,13.6000003814697,27.659200668335,,23.6399993896484,15.210000038147,6.26082992553711,1.66332995891571,,4.98232984542847,7.76031017303467,3.11549997329712,
2017-01-02 23:00:00,,36.1733016967773,,15.3500003814697,21.7674999237061,,23.4734001159668,13.477499961853,21.8199996948242,3.41499996185303,,4.31998014450073,6.9539999961853,1,
2017-01-03 00:00:00,,31.8400001525879,,24.573299407959,21.7674999237061,,20.8899993896484,8.19748973846436,24.7824993133545,2.38582992553711,,1.89787995815277,2.93553996086121,1,
2017-01-03 01:00:00,,28.9232997894287,,13.6700000762939,20.3367004394531,,16.6567001342773,4.4850001335144,17.9333000183105,1.90750002861023,,1,1.74250996112823,1,
2017-01-03 02:00:00,,27.2289009094238,,10.7389001846313,16.2966995239258,,9.85111999511719,2.07889008522034,18.584400177002,2.54416990280151,,1,1.17515003681183,1,
2017-01-03 03:00:00,,21.8843994140625,,16.7122001647949,15.960000038147,,12.8956003189087,3.44000005722046,9.95221996307373,3.01917004585266,,1,1,1,
2017-01-03 04:00:00,12.6392002105713,15.5482997894287,,15.5733003616333,18.2325000762939,,11.8233003616333,8.39500045776367,15.1975002288818,8.13166999816895,,3.44723010063171,1.61895000934601,1,
2017-01-03 05:00:00,17.2374992370605,20.3400001525879,,15.9067001342773,21.8516998291016,,15.0566997528076,13.0275001525879,23.6107997894287,8.25166034698486,,3.80029988288879,3.09100008010864,1,
2017-01-03 06:00:00,19.1133003234863,25.5067005157471,,17.9899997711182,23.7033004760742,,15.1400003433228,13.3575000762939,29.1432991027832,5.75666999816895,,3.70500993728638,6.22906017303467,1.30299997329712,
2017-01-03 07:00:00,23.0433006286621,33.6733016967773,,21.7399997711182,18.7374992370605,,12.9732999801636,12.9449996948242,26.1907997131348,6.82667016983032,,1.50673997402191,3.20963001251221,5.2662501335144,
2017-01-03 08:00:00,24.0442008972168,38.0066986083984,,29.7399997711182,16.4650001525879,,12.4732999801636,12.2849998474121,24.3024997711182,4.68915987014771,,1,2.5971200466156,3.15024995803833,
2017-01-03 09:00:00,30.2257995605469,33.1733016967773,,31.573299407959,23.2824993133545,,11.2232999801636,16.7399997711182,17.2891998291016,4.62916994094849,,1,3.53938007354736,3.54500007629395,
2017-01-03 10:00:00,41.4900016784668,29.1732997894287,,21.9066009521484,28.2483997344971,,10.4067001342773,18.4724998474121,12.2375001907349,2.87916994094849,,1,2.37152004241943,1.99658000469208,
2017-01-03 11:00:00,31.778299331665,15.3900003433228,,21.7399997711182,16.9699993133545,,10.539999961853,13.5,2.65090990066528,1.33667004108429,,1,1.92659997940063,1.51341998577118,
2017-01-03 12:00:00,18.2049999237061,7.78999996185303,,11.6332998275757,11.7517004013062,,6.90667009353638,3.93333005905151,,1.00666999816895,,1,1.87363994121552,1.6450799703598,
2017-01-03 13:00:00,7.98000001907349,5.70666980743408,,4.01666021347046,8.13249015808105,,8.02332973480225,1.25250005722046,,,,1,1.52197003364563,1.43807995319366,
2017-01-03 14:00:00,16.3059997558594,3.70667004585266,,4.57000017166138,5.8600001335144,,7.67333984375,1,,,,1,1.01644003391266,1.83941996097565,
2017-01-03 15:00:00,14.5982999801636,2.93249988555908,10.2574996948242,4.01000022888184,5.8600001335144,,7.72334003448486,1,,1,,1,1,2.27257990837097,
2017-01-03 16:00:00,9.49833965301514,7.03998994827271,10.835000038147,3.2666699886322,7.79583978652954,,9.52332973480225,1.05666995048523,,1.01332998275757,,1,1.06546998023987,1.39750003814697,
2017-01-03 17:00:00,20.3092002868652,8.62333965301514,11.5775003433228,5.34999990463257,13.5192003250122,,14.3566999435425,1.50999999046326,,2.86083006858826,,1.14060997962952,1.27831995487213,1.61333000659943,
2017-01-03 18:00:00,13.3790998458862,13.3732995986938,12.2266998291016,8.43332958221436,12.4250001907349,,16.2233009338379,4.46500015258789,3.41454005241394,1.34333002567291,,1.8753000497818,1.31473004817963,2.44633007049561,
2017-01-03 19:00:00,17.6909999847412,17.6233997344971,12.3842000961304,12.4333000183105,18.3166999816895,,17.5566997528076,8.4450101852417,3.88915991783142,1,,2.96312999725342,2.77256989479065,4.73307991027832,
2017-01-03 20:00:00,29.0191993713379,21.9608001708984,12.75,16.1000003814697,30.8575000762939,,19.7234001159668,12.8999996185303,8.92833042144775,,,3.88414001464844,5.92918014526367,2.94057989120483,
2017-01-03 21:00:00,26.260799407959,30.1399993896484,18.8299999237061,18.2667007446289,31.1100006103516,,20.6399993896484,19.6650009155273,13.5333003997803,1,,5.03232002258301,7.67340993881226,3.66449999809265,
2017-01-03 22:00:00,21.1417007446289,28.1692008972168,22.6683006286621,20.2532997131348,27.7432994842529,,21.9734001159668,16.8600006103516,18.3292007446289,1.8841700553894,,5.1098198890686,7.55018997192383,1,
2017-01-03 23:00:00,22.4192008972168,23.3192005157471,25.8500003814697,19.1632995605469,24.4608001708984,,20.3899993896484,13.1999998092651,31.4650001525879,4.20666980743408,,4.90780019760132,8.47842025756836,1,
2017-01-04 00:00:00,,23.0067005157471,26.4274997711182,19.9066009521484,22.5249996185303,,18.9899997711182,12.4274997711182,27.94580078125,2.70250010490417,,1.46355998516083,7.14260005950928,1,
2017-01-04 01:00:00,14.3533000946045,22.4232997894287,22.6324996948242,18.1566009521484,16.7175006866455,,13.6567001342773,9.35249042510986,22.5333995819092,3.41499996185303,,1,5.63932991027832,1,
2017-01-04 02:00:00,11.9732999801636,20.451099395752,20.4599990844727,16.0456008911133,12.2566995620728,,6.40667009353638,4.86999988555908,22.0011005401611,3.33582997322083,,1,4.95952987670898,1,
2017-01-04 03:00:00,14.1921997070312,18.451099395752,13.5299997329712,14.3788995742798,15.0621995925903,,5.85110998153687,3.54999995231628,17.9200000762939,7.65417003631592,,1,4.19103002548218,1,
2017-01-04 04:00:00,14.3157997131348,18.4232997894287,13.227499961853,14.8299999237061,15.0341997146606,,10.0733003616333,5.88749980926514,15.6557998657227,7.32082986831665,,1,3.30323004722595,1,
2017-01-04 05:00:00,19.1182994842529,19.4232997894287,15.7025003433228,17.6566009521484,23.114200592041,,14.8233003616333,13.3050003051758,17.2399997711182,6.70666980743408,,3.08855009078979,3.67606997489929,1,
2017-01-04 06:00:00,20.4507999420166,23.5900001525879,15.9499998092651,19.6566009521484,25.8075008392334,,16.7234001159668,14.8424997329712,20.7332992553711,6.27250003814697,,4.27618980407715,4.6775598526001,2.24025011062622,
2017-01-04 07:00:00,19.4008007049561,26.9232997894287,25.7674999237061,24.7399997711182,21.5991992950439,,20.1399993896484,14.1824998855591,16.8283004760742,8.25166034698486,,1.87645995616913,11.1149997711182,3.67357993125916,
2017-01-04 08:00:00,26.6009006500244,30.5067005157471,23.4575004577637,32.073299407959,20,,20.8899993896484,14.5950002670288,25.8999996185303,3.14417004585266,,1,7.76512002944946,3.67108011245728,
2017-01-04 09:00:00,31.8791999816895,32.6733016967773,24.2000007629395,35.823299407959,21.2625007629395,,26.0566997528076,12.2025003433228,18.6158008575439,2.15083003044128,,1,5.2836799621582,2.42641997337341,
2017-01-04 10:00:00,36.4067001342773,30.8400001525879,28.8199996948242,31.4066009521484,23.5349998474121,,18.3899993896484,14.0174999237061,6.96000003814697,1.75250005722046,,1,1.84897005558014,1.98817002773285,
2017-01-04 11:00:00,34.2599983215332,18.8941993713379,30.4699993133545,25.2399997711182,15.1183004379272,,8.89000034332275,6.28999996185303,,1.00999999046326,,1,1.04658997058868,1.53949999809265,
2017-01-04 12:00:00,21.2450008392334,5.12334012985229,30.0575008392334,10.1866998672485,10.4049997329712,,6.55667018890381,1.72667002677917,,1,,1,1,1,
2017-01-04 13:00:00,12.9875001907349,4.274169921875,14.960000038147,6.34332990646362,8.30082988739014,,5.32332992553711,1,,1,,1,1.08583998680115,1.46008002758026,
2017-01-04 14:00:00,10.4482002258301,1.77666997909546,9.26749992370605,4.76666021347046,7.96415996551514,,7.22334003448486,1,,,,1,1,1.34658002853394,
2017-01-04 15:00:00,14.9200000762939,3.32500004768372,8.9375,4.43333005905151,8.55333042144775,,10.1567001342773,1,,,,1.02883994579315,1,1,
2017-01-04 16:00:00,14.5283002853394,4.18249988555908,10.2574996948242,4.34999990463257,7.038330078125,,9.00666999816895,1,,,,1,1.0152599811554,1,
2017-01-04 17:00:00,16.6933002471924,5.87333011627197,10.5874996185303,5.55666017532349,7.375,,10.0566997528076,1,,,,1,1,1.47582995891571,
2017-01-04 18:00:00,16.2858009338379,9.20666980743408,13.7224998474121,6.23666000366211,9.22667026519775,,12.0566997528076,1.3916699886322,,,,1.85322999954224,1.11066997051239,1.55725002288818,
2017-01-04 19:00:00,18.4090995788574,10.4567003250122,15.5733003616333,8.18332958221436,14.3607997894287,,17.2233009338379,3.40750002861023,3.69832992553711,1.09582996368408,,4.15648984909058,1.78112995624542,3.68158006668091,
2017-01-04 20:00:00,29.5149993896484,14.7067003250122,16.1900005340576,15.6000003814697,27.1541996002197,,13.1899995803833,14.4575004577637,10.3832998275757,3.25665998458862,,4.15005016326904,4.66431999206543,6.50083017349243,
2017-01-04 21:00:00,,24.885799407959,26.0974998474121,28.5932998657227,28.8374996185303,,11.1567001342773,13.9724998474121,33.3507995605469,13.2316999435425,,3.28948998451233,4.95077991485596,8.41324996948242,
2017-01-04 22:00:00,,38.5066986083984,31.0475006103516,29.1000003814697,21.7674999237061,,12.8233003616333,11.0024995803833,42.74169921875,8.16499042510986,,1.37609004974365,7.08766984939575,5.11157989501953,
2017-01-04 23:00:00,,38.0066986083984,20.7350006103516,14.9333000183105,14.9499998092651,,10.4899997711182,6.46500015258789,39.3250007629395,5.15667009353638,,1,8.77764987945557,4.67458009719849,
2017-01-05 00:00:00,,34.3400001525879,21.5599994659424,23.5932998657227,12.9300003051758,,9.07334995269775,4.56750011444092,24.57080078125,8.79833984375,,1,8.74016952514648,2.43108010292053,
2017-01-05 01:00:00,,30.0900001525879,17.1049995422363,27.323299407959,10.9099998474121,,7.74000978469849,3.49499988555908,22.0116996765137,4.36499977111816,,1,6.56784009933472,3.81474995613098,
2017-01-05 02:00:00,,26.1177997589111,12.539999961853,23.4988994598389,10.4610996246338,,7.51777982711792,2.33999991416931,22.6254997253418,5.47334003448486,,1,4.68747997283936,1.33241999149323,
2017-01-05 03:00:00,18.4333000183105,23.2289009094238,12.210000038147,21.8633003234863,15.0621995925903,,7.62889003753662,7.49666976928711,19.5877990722656,8.9591703414917,,1,4.40932989120483,1,
2017-01-05 04:00:00,21.9908008575439,21.6732997894287,14.7950000762939,23.073299407959,19.1583003997803,,13.2566995620728,8.90999984741211,16.0058002471924,15.6141996383667,,1,3.11202001571655,1,
2017-01-05 05:00:00,27.8183002471924,23.5067005157471,23.2099990844727,21.4899997711182,31.9517002105713,,22.2234001159668,16.9874992370605,26.2192001342773,14.9807996749878,,1,3.24616003036499,1.74842000007629,
2017-01-05 06:00:00,32.4617004394531,28.1732997894287,28.4074993133545,26.323299407959,35.5708999633789,,24.6399993896484,23.3400001525879,32.0932998657227,13.3183002471924,,1.39209997653961,6.73618984222412,3.08899998664856,
2017-01-05 07:00:00,31.471700668335,28.5900001525879,27.7474994659424,37.073299407959,32.625,,29.7234001159668,23.0925006866455,23.6567001342773,10.3100004196167,,1.09057998657227,5.00026988983154,3.21241998672485,
2017-01-05 08:00:00,25.3567008972168,31.8400001525879,22.7150001525879,40.573299407959,40.8734016418457,,32.1399993896484,23.9174995422363,25.4799995422363,5.87665987014771,,1,2.18025994300842,3.72416996955872,
2017-01-05 09:00:00,31.5224990844727,31.3400001525879,19.3325004577637,36.7400016784668,35.4866981506348,,30.6399993896484,20.4524993896484,18.6916999816895,6.51000022888184,,1,1.55932998657227,3.59999990463257,
2017-01-05 10:00:00,47.5708999633789,27.0067005157471,22.5499992370605,32.2400016784668,33.2141990661621,,29.6399993896484,20.2875003814697,14.6607999801636,5.39666986465454,,1,1.16954004764557,2.11417007446289,
2017-01-05 11:00:00,29.4183006286621,30.0900001525879,32.6150016784668,23.323299407959,19.5792007446289,,23.7234001159668,13.1400003433228,8.6899995803833,1.65332996845245,,1,1,1.8785799741745,
2017-01-05 12:00:00,18.9817008972168,23.8192005157471,38.3074989318848,12.0799999237061,11.3308000564575,,10.8066997528076,2.72166991233826,2.15000009536743,1.16499996185303,,1,1,1.90841996669769,
2017-01-05 13:00:00,21.6963996887207,6.28999996185303,20.8999996185303,6.40333986282349,8.97416973114014,,5.15667009353638,1.22667002677917,,1.30083000659943,,1,1,1.52991998195648,
2017-01-05 14:00:00,14.7174997329712,8.63582992553711,11.2475004196167,5.09999990463257,8.80583000183105,,6.77334022521973,1.22667002677917,,1,,1,1,1.89083003997803,
2017-01-05 15:00:00,12.6066999435425,2.18249988555908,10.0100002288818,5.65333986282349,9.14249992370605,,8.97334003448486,1.19582998752594,,1,,1,1,1,
2017-01-05 16:00:00,16.6758003234863,4.53999996185303,11.2475004196167,6.73667001724243,9.31083965301514,,10.7232999801636,1.42250001430511,,1,,1.5998899936676,1.13108003139496,1.25574994087219,
2017-01-05 17:00:00,16.9925003051758,13.7941999435425,13.3924999237061,7.26667022705078,11.414999961853,,12.1400003433228,1.75750005245209,8.8825101852417,1,,,1.60425996780396,1.12549996376038,
2017-01-05 18:00:00,19.8367004394531,14.789999961853,14.3824996948242,6.68333005905151,10.4891996383667,,12.6066999435425,2.22667002677917,8.71749973297119,1,,,1.79703998565674,1.78699994087219,
2017-01-05 19:00:00,26.7283000946045,20.0400009155273,13.8549995422363,7.76667022705078,15.2025003433228,,16.6067008972168,6.32583999633789,12.2650003433228,,,6.46474981307983,2.05654001235962,3.49766993522644,
2017-01-05 20:00:00,29.573299407959,23.3733997344971,16.8500003814697,8.683349609375,17.6432991027832,,17.7567005157471,9.76500034332275,14.2449998855591,1,,25.6025009155273,3.39474010467529,3.71341991424561,
2017-01-05 21:00:00,29.4608001708984,15.8732995986938,20.6200008392334,8.26667976379395,23.7033004760742,,17.2399997711182,10.6724996566772,13.5024995803833,1.7960000038147,,21.034200668335,6.3592700958252,2.33882999420166,
2017-01-05 22:00:00,27.6266994476318,16.8733997344971,25.6849994659424,11.8500003814697,25.3024997711182,,11.3233003616333,9.02250957489014,19.6075000762939,4.28584003448486,,12.3166999816895,4.94708013534546,1.64800000190735,
2017-01-05 23:00:00,,20.1233997344971,28.9025001525879,24.5932998657227,18.653299331665,,10.7399997711182,10.5900001525879,17.6275005340576,8.64000034332275,,12.2255001068115,5.40431022644043,1,
2017-01-06 00:00:00,24.6909999847412,29.0650005340576,27.3349990844727,17.6534004211426,22.8617000579834,,15.6567001342773,12.1575002670288,23.4025001525879,5.78999996185303,,9.45629978179932,4.88430976867676,1,
2017-01-06 01:00:00,26.9200000762939,29.0442008972168,23.4575004577637,20.1833000183105,22.2724990844727,,13.6567001342773,9.76500034332275,27.7749996185303,5.47334003448486,,4.91495990753174,3.73968005180359,1,
2017-01-06 02:00:00,20.5867004394531,24.6233997344971,19.7999992370605,19.0722007751465,23.591100692749,,12.295599937439,6.51999998092651,27.7199993133545,5.47334003448486,,4.32484006881714,3.55020999908447,,
2017-01-06 03:00:00,24.3267002105713,23.6455993652344,14.8500003814697,26.823299407959,24.9377994537354,,18.1622009277344,7.61999988555908,15.5100002288818,6.08750009536743,,8.82104015350342,3.7553699016571,1,
2017-01-06 04:00:00,19.6800003051758,20.2357997894287,13.8050003051758,24.9899997711182,28.8374996185303,,19.3066997528076,13.2299995422363,23.7325000762939,8.24666976928711,,8.5494499206543,5.42459011077881,1,
2017-01-06 05:00:00,29.8992004394531,22.4232997894287,15.8675003051758,25.9066009521484,32.7092018127441,,26.4734001159668,21.1124992370605,36.1074981689453,7.39750003814697,,5.23615980148315,5.84741020202637,1,
2017-01-06 06:00:00,33.3666000366211,31.5900001525879,28.6550006866455,28.573299407959,41.5466995239258,,28.3066997528076,25.6499996185303,39.6549987792969,7.30167007446289,,3.93537998199463,7.89607000350952,2.34217000007629,
2017-01-06 07:00:00,39.6458015441895,39.0066986083984,32.2024993896484,42.1567001342773,47.1859016418457,,27.0566997528076,31.0949993133545,33.5499992370605,10.7058000564575,,3.29086995124817,9.53950977325439,3.29366993904114,
2017-01-06 08:00:00,39.3325004577637,40.0900001525879,40.7825012207031,49.1567001342773,32.7933006286621,,24.7234001159668,26.0625,42.4599990844727,6.3516697883606,,1.9420200586319,3.90007996559143,4.4138298034668,
2017-01-06 09:00:00,43.5567016601562,32.5066986083984,40.7825012207031,37.2400016784668,29.510799407959,,33.3899993896484,28.2075004577637,41.8824996948242,5.73750019073486,,2.12639999389648,3.49882006645203,4.59466981887817,
2017-01-06 10:00:00,41.2075004577637,42.2566986083984,37.9775009155273,31.7399997711182,30.6891994476318,,28.5566997528076,19.2975006103516,33.3849983215332,3.71499991416931,,2.03926992416382,1.49063003063202,4.98616981506348,
2017-01-06 11:00:00,26.8075008392334,25.3358001708984,24.5300006866455,18.6567001342773,16.5492000579834,,17.1399993896484,9.49001026153564,17.0499992370605,1.59082996845245,,1.55204999446869,1,4.67008018493652,
2017-01-06 12:00:00,17.4582004547119,12.6358003616333,20.8174991607666,9.10334968566895,8.46916007995605,,10.5233001708984,2.27834010124207,6.49000978469849,1.00666999816895,,1.04528999328613,1,4.2550802230835,
2017-01-06 13:00:00,11.3708000183105,6.95666980743408,12.4849996566772,6.17000007629395,6.86999988555908,,9.34000015258789,1,5.17001008987427,1,,1,1,4.97067022323608,
2017-01-06 14:00:00,13.4075002670288,6.04416990280151,8.36001968383789,5.64666986465454,6.86999988555908,,13.7232999801636,1,5.82999992370605,1,,1.30618000030518,1,6.26550006866455,
2017-01-06 15:00:00,14.5482997894287,3.70667004585266,7.69999980926514,6.69333982467651,7.711669921875,,14.2399997711182,1,6.65501022338867,1.46249997615814,,1.42285001277924,1,6.00158023834229,
2017-01-06 16:00:00,15.5817003250122,3.26583003997803,10.0924997329712,6.72334003448486,8.21665954589844,,16.3066997528076,1.05666995048523,6.73751020431519,1,,1.05894994735718,1.23863005638123,7.4324197769165,
2017-01-06 17:00:00,18.6299991607666,10.9567003250122,13.4750003814697,5.76000022888184,8.63749980926514,,14.2733001708984,1.05666995048523,7.31501007080078,1,,1.31388998031616,1.28486001491547,10.8211002349854,
2017-01-06 18:00:00,21.6508007049561,13.3732995986938,12.3199996948242,7.10000991821289,10.5733003616333,,13.3566999435425,1.30917000770569,8.80000019073486,1,,2.41679000854492,1.31257998943329,6.48000001907349,
2017-01-06 19:00:00,26.5533008575439,17.2900009155273,12.9799995422363,9.26667976379395,14.3607997894287,,15.4067001342773,5.22749996185303,11.1925001144409,1.00332999229431,,4.14367008209229,1.45673000812531,16.4220008850098,
