Nombre de estacion,Independencia,La_Florida,Las_Condes,Santiago,Pudahuel,Cerrillos,El_Bosque,Cerro_Navia,Puente_Alto,Talagante,Quilicura,Rengo,San_Fernando
Region,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,O’Higgins,O’Higgins
Codigo region,13,13,13,13,13,13,13,13,13,13,13,6,6
Comuna,Independencia,La Florida,Las Condes,Santiago,Pudahuel,Cerrillos,El Bosque,Cerro Navia,Puente Alto,Talagante,Quilicura,Rengo,San Fernando
Codigo comuna,13108,13110,13114,13101,13124,13102,13105,13103,13201,13601,13125,6115,6301
UTM_Este,346488,352504,358305,345673,337311,340277,345313,338984,352049,318945,337356,329665,317503
UTM_Norte,6300681,6290304,6305906,6296019,6298809,6292747,6286825,6299360,6282013,6272298,6306788,6192542,6171746
2012-01-01 00:00:00,3.59083008766174,2.16700005531311,7.03364992141724,12.4652004241943,6.23224020004272,13.1990995407104,6.3814902305603,5.73023986816406,3.16650009155273,11.2610998153687,6.44540977478027,6.09999990463257,11.8999996185303
2012-01-01 01:00:00,7.09041023254395,1,3.89232993125916,9.85031032562256,4.97565984725952,10.6871004104614,3.10599994659424,3.03665995597839,2.88832998275757,12.0117998123169,6.84965991973877,8.5,10.5
2012-01-01 02:00:00,5.17183017730713,1,1.57766997814178,4.75533008575439,4.80699014663696,10.2262001037598,1.08466994762421,2.86999988555908,8.74497985839844,10.2601003646851,7.68131017684937,7.09999990463257,11.3999996185303
2012-01-01 03:00:00,1.33466994762421,1,1.24699997901917,8.57656955718994,2.1083300113678,10.456600189209,2.51799988746643,2.5460000038147,13.1999998092651,10.5937004089355,6.01799011230469,5.59999990463257,11.1000003814697
2012-01-01 04:00:00,5.33865976333618,1,2.12877988815308,11.6618995666504,5.39732980728149,11.5834999084473,3.24710988998413,3.17422008514404,8.24997997283936,8.61954021453857,2.35865998268127,8.19999980926514,8.29998970031738
2012-01-01 05:00:00,1.66832995414734,1.00232994556427,1.90832996368408,8.94452953338623,8.32085990905762,13.4274997711182,2.35021996498108,6.45065021514893,2.85999989509583,6.72876977920532,9.34465026855469,6.30000019073486,4
2012-01-01 06:00:00,5.42207002639771,4.27974987030029,4.80166006088257,12.6526002883911,8.68630981445312,12.9153003692627,6.38399982452393,9.5119800567627,4.12498998641968,9.34247970581055,10.1763000488281,8.09998989105225,3.29999995231628
2012-01-01 07:00:00,10.8440999984741,9.48256969451904,13.4815998077393,14.5207004547119,13.6619997024536,14.2982997894287,15.7919998168945,15.4160003662109,11.1374998092651,13.8470001220703,17.4950008392334,10.6999998092651,12.3000001907349
2012-01-01 08:00:00,21.5214996337891,23.4127006530762,28.444299697876,20.2101001739502,18.8062992095947,21.6742992401123,22.0919990539551,19.9260005950928,24.5025005340576,17.8509998321533,22.0690994262695,12.1999998092651,22
2012-01-01 09:00:00,33.8670997619629,36.7554016113281,47.7882995605469,28.5319995880127,25.8059997558594,29.4344997406006,30.996000289917,27.3880004882812,36.8773994445801,21.7714996337891,28.1403007507324,17.3999996185303,28.5
2012-01-01 10:00:00,47.1304016113281,47.4127998352051,61.5936012268066,42.1185989379883,36.4319000244141,38.8848991394043,38.9758987426758,39.6879005432129,47.2724990844727,25.1082000732422,38.2033996582031,21.2999992370605,32.7999992370605
2012-01-01 11:00:00,57.8911018371582,58.6576995849609,73.084098815918,48.2324981689453,38.2028999328613,44.9547996520996,41.9999008178711,45.1819000244141,55.5224990844727,27.6942005157471,47.1021995544434,22.6000003814697,34.0999984741211
2012-01-01 12:00:00,58.1413993835449,59.2450981140137,82.7562026977539,49.0816993713379,36.6848983764648,41.5741004943848,44.2678985595703,41.9019012451172,46.8599014282227,31.3644008636475,44.9398994445801,22.7999992370605,34.2999992370605
2012-01-01 13:00:00,53.6367988586426,55.3009986877441,80.2761001586914,46.2794990539551,33.7332992553711,38.423900604248,39.7318992614746,38.1299018859863,45.7050018310547,36.0358009338379,40.5321006774902,24.5,37.0999984741211
2012-01-01 14:00:00,48.6318016052246,50.5177993774414,75.7294998168945,43.3073997497559,34.323600769043,38.6543998718262,41.9160003662109,36.4898986816406,48.6749000549316,35.9524002075195,37.6212997436523,26.8999996185303,41.5
2012-01-01 15:00:00,49.1324005126953,52.2799987792969,69.0334014892578,43.9019012451172,34.5765991210938,39.2690010070801,42.7560005187988,39.6879997253418,47.1898994445801,29.5293006896973,39.3678016662598,27.6000003814697,43.4000015258789
2012-01-01 16:00:00,45.2952003479004,45.9863014221191,63.7430000305176,39.8259010314941,31.7092990875244,35.8884010314941,38.5559005737305,37.8018989562988,43.1473999023438,27.8610000610352,41.0311012268066,27.2999992370605,45.9000015258789
2012-01-01 17:00:00,37.5373992919922,41.0351982116699,54.4842987060547,34.4761009216309,26.4806995391846,31.4321002960205,32.0040016174316,33.2099990844727,37.7849006652832,27.277099609375,38.4528999328613,27.6000003814697,45.9000015258789
2012-01-01 18:00:00,29.9465007781982,34.7415008544922,41.7536010742188,29.9755992889404,24.2880001068115,28.2819995880127,29.0639991760254,28.8640003204346,33.2473983764648,25.9423999786377,31.5501003265381,22.1000003814697,39.5999984741211
2012-01-01 19:00:00,20.4370002746582,29.2029991149902,36.1323013305664,24.8805999755859,19.9025993347168,23.5951995849609,24.5279998779297,25.2560005187988,28.1324996948242,24.4409008026123,27.8076000213623,17.5,29.2000007629395
2012-01-01 20:00:00,16.0993995666504,23.4965991973877,27.3696002960205,20.1252002716064,15.0113000869751,19.9071006774902,20.1599998474121,17.7940006256104,27.3075008392334,19.1856002807617,22.4018001556396,15.1000003814697,21.1000003814697
2012-01-01 21:00:00,14.9315996170044,15.6084995269775,21.5830001831055,16.6436004638672,11.6379995346069,16.6800994873047,15.1199998855591,13.2840003967285,26.1525001525879,18.2681007385254,16.996000289917,13.5,16.7999992370605
2012-01-01 22:00:00,7.50749015808105,15.0211000442505,13.9776000976562,11.8882999420166,8.43332004547119,12.6848001480103,8.65198040008545,9.83998012542725,24.0074996948242,18.1012001037598,13.7524995803833,12.6000003814697,16
2012-01-01 23:00:00,5.83915996551514,12.9231996536255,8.27365016937256,9.42574024200439,13.5776996612549,18.9083003997803,7.05599021911621,15.2519998550415,12.6225004196167,13.7636003494263,16.3306999206543,11.3000001907349,17.2000007629395
2012-01-02 00:00:00,10.0934000015259,14.3496999740601,5.54565000534058,14.4357995986938,11.0476999282837,20.5217990875244,15.8760004043579,13.6940002441406,18.5625,11.4131002426147,23.0671005249023,11.8999996185303,14.8000001907349
2012-01-02 01:00:00,4.75474977493286,9.23081970214844,3.89232993125916,12.5677003860474,10.1199998855591,18.9850997924805,13.3559999465942,13.6940002441406,18.7275009155273,7.85631990432739,19.4078006744385,12.1999998092651,5.09999990463257
2012-01-02 02:00:00,10.0100002288818,5.28673982620239,7.61231994628906,10.6146001815796,9.78264999389648,16.3728008270264,10.9200000762939,13.0380001068115,7.177490234375,9.66930961608887,17.0790996551514,11,10.1999998092651
2012-01-02 03:00:00,7.92458009719849,2.26574993133545,4.22299003601074,8.06706047058105,11.7222995758057,14.2982997894287,7.22397994995117,13.6120004653931,6.84748983383179,6.82032012939453,18.576099395752,8.29998970031738,14
2012-01-02 04:00:00,3.89277005195618,0.559444010257721,3.45144009590149,5.66109991073608,12.4813003540039,14.5544004440308,3.91733002662659,12.5733003616333,5.60999011993408,7.36709976196289,13.3367004394531,6.59999990463257,6.89999008178711
2012-01-02 05:00:00,1.11222004890442,1,3.56166005134583,2.26444005966187,3.14843988418579,5.02710008621216,1.45155000686646,3.82843995094299,2.08999991416931,3.79866003990173,6.46155023574829,5.89999008178711,9.5
2012-01-02 06:00:00,2.75274991989136,1.50992000102997,4.71898984909058,3.31173992156982,3.12033009529114,3.61849999427795,2.43532991409302,2.46000003814697,3.21748995780945,3.10800004005432,3.60615992546082,6.89999008178711,10.3000001907349
2012-01-02 07:00:00,6.33966016769409,6.37765979766846,11.5803003311157,7.13298988342285,9.02365016937256,4.54049015045166,9.32398986816406,9.4299898147583,11.6324996948242,7.76998996734619,10.1763000488281,7.80000019073486,11
2012-01-02 08:00:00,17.0170001983643,15.9441995620728,27.452299118042,7.81232023239136,12.5656995773315,13.6836996078491,12.0959997177124,18.6140003204346,20.625,12.7772998809814,15.9147996902466,9.5,16
2012-01-02 09:00:00,18.1014003753662,24.7553997039795,38.6949005126953,22.5028991699219,20.1555995941162,25.7465000152588,21.7560005187988,23.9440002441406,32.0924987792969,20.8062992095947,19.2415008544922,12.8000001907349,23
2012-01-02 10:00:00,40.1234016418457,39.8604011535645,41.0096015930176,38.7219009399414,26.3120002746582,33.4296989440918,31.9200000762939,31.6520004272461,36.3824005126953,28.9216003417969,32.5480995178223,19.8999996185303,27.6000003814697
2012-01-02 11:00:00,51.5514984130859,49.2589988708496,58.0388984680176,43.3073997497559,31.3719005584717,42.1887016296387,40.9080009460449,39.6059989929199,47.1898994445801,34.964900970459,38.9519996643066,25.8999996185303,35
2012-01-02 12:00:00,53.5533981323242,54.4618988037109,73.5802001953125,44.9207992553711,34.9982986450195,46.5682983398438,43.3438987731934,42.8858985900879,47.2724990844727,38.2456016540527,41.2806015014648,30.2000007629395,36.2000007629395
2012-01-02 13:00:00,52.3856010437012,51.6926002502441,73.7454986572266,47.0438003540039,33.4803009033203,44.1865005493164,42.3358993530273,41.4919013977051,46.2000007629395,39.4542999267578,39.7835998535156,30.2999992370605,35.2000007629395
2012-01-02 14:00:00,50.1333999633789,47.4127998352051,,45.8549995422363,34.9982986450195,43.8791999816895,40.6558990478516,42.7219009399414,42.157398223877,40.8356018066406,40.5321006774902,29.3999996185303,33
2012-01-02 15:00:00,46.6299018859863,46.2379989624023,,45.9398994445801,36.8535995483398,42.8035011291504,41.915901184082,42.476001739502,45.8698997497559,41.6988983154297,40.1162986755371,29.8999996185303,36.5999984741211
2012-01-02 16:00:00,44.7112998962402,46.4897003173828,,45.3455009460449,38.5402984619141,44.1865005493164,41.9999008178711,43.1319999694824,46.6124000549316,33.1519012451172,42.1954002380371,28.7000007629395,42.0999984741211
2012-01-02 17:00:00,37.7042999267578,42.9653015136719,,39.8259010314941,35.9259986877441,37.3483009338379,35.8679008483887,38.621898651123,41.8274993896484,29.8712997436523,37.4550018310547,29.7000007629395,43
2012-01-02 18:00:00,28.0279998779297,32.3078994750977,,31.0795001983643,27.3239994049072,29.8955001831055,28.8959999084473,29.1100006103516,35.6399993896484,26.1590003967285,31.9659996032715,26.5,38.0999984741211
2012-01-02 19:00:00,19.3526000976562,28.0280990600586,,23.7765998840332,21.1676006317139,23.6720008850098,22.007999420166,22.3040008544922,29.9475002288818,22.0149993896484,21.5701007843018,22.7999992370605,31.1000003814697
2012-01-02 20:00:00,15.1817998886108,15.6923999786377,,18.9363994598389,16.7823009490967,18.6009998321533,16.5480003356934,17.4659996032715,24.75,20.0293006896973,18.8255996704102,16.7000007629395,21.3999996185303
2012-01-02 21:00:00,9.75973987579346,9.06299018859863,,18.596700668335,14.3367004394531,16.0655002593994,9.65999031066895,13.1199998855591,20.7900009155273,15.3673000335693,12.7545003890991,12.5,19
2012-01-02 22:00:00,11.3446998596191,2.600830078125,,17.4927997589111,11.0476999282837,16.9874992370605,1.42265999317169,10.5780000686646,18.3150005340576,11.1370000839233,9.59414958953857,10.5,16.7999992370605
2012-01-02 23:00:00,9.67632007598877,1.00117003917694,,12.0581998825073,10.0355997085571,17.6790008544922,1.08466994762421,5.65798997879028,13.5299997329712,9.66930961608887,15.2495002746582,9.89999008178711,16.8999996185303
2012-01-03 00:00:00,5.58891010284424,1.00057995319366,,13.1620998382568,8.01163959503174,15.835000038147,3.86265993118286,9.9219799041748,9.9824800491333,8.20164012908936,12.6712999343872,9.39999008178711,14.5
2012-01-03 01:00:00,4.50448989868164,1,,9.51064968109131,6.74666023254395,12.9153003692627,4.36800003051758,10.003999710083,7.25999021530151,6.12966012954712,11.8396997451782,8.29998970031738,12.3000001907349
2012-01-03 02:00:00,3.50349998474121,1,,5.09498977661133,5.98765993118286,6.2308201789856,6.04798984527588,8.93799018859863,7.42499017715454,8.28798007965088,11.4238004684448,9.59998989105225,11.6000003814697
