Nombre de estacion,Independencia,La_Florida,Las_Condes,Santiago,Pudahuel,Cerrillos,El_Bosque,Cerro_Navia,Puente_Alto,Talagante,Quilicura,San_Fernando,Talca_La_Florida,Los_Andes,Coyhaique_II
Region,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,O’Higgins,Maule,Valparaíso,Aysén
Codigo region,13,13,13,13,13,13,13,13,13,13,13,6,7,5,11
Comuna,Independencia,La Florida,Las Condes,Santiago,Pudahuel,Cerrillos,El Bosque,Cerro Navia,Puente Alto,Talagante,Quilicura,San Fernando,Talca,Los Andes,Coyhaique
Codigo comuna,13108,13110,13114,13101,13124,13102,13105,13103,13201,13601,13125,6301,7101,5301,11101
2019-01-01 20:00:00,18.8267002105713,18.7383003234863,30.4232997894287,24.9950008392334,13.2733001708984,,17.3134002685547,19.1975002288818,15.8042001724243,15.9617004394531,,22.6749992370605,12.083399772644,49.1002006530762,11.027099609375
2019-01-01 21:00:00,14.4499998092651,12.9017000198364,19.1732997894287,17.6849994659424,5.85666990280151,,10.2299995422363,13.4224996566772,9.49166965484619,12.6133003234863,,16.13330078125,9.9783296585083,46.2070007324219,9.70726013183594
2019-01-01 22:00:00,6.45416021347046,6.89333009719849,12.5900001525879,13.9449996948242,5.60666990280151,,6.64666986465454,10.8649997711182,2.78167009353638,10.4899997711182,,17.2082996368408,8.81258010864258,41.3884010314941,8.69359970092773
2019-01-01 23:00:00,5.86499977111816,5.09082984924316,10.6732997894287,12.2449998855591,2.5533299446106,,3.00584006309509,8.47249984741211,1,8.61166000366211,,19.4582996368408,12.8163995742798,34.9077987670898,9.52997970581055
2019-01-02 00:00:00,8.89500045776367,2.07249999046326,10.7566995620728,6.80499982833862,2.10666990280151,,1.03832995891571,6.82250022888184,1,7.71332979202271,,17.2000007629395,12.5546998977661,27.8083992004395,9.010009765625
2019-01-02 01:00:00,5.27582979202271,1,11.3400001525879,6.46500015258789,2.85666990280151,,1,5.25500011444092,1.04832994937897,6.48832988739014,,14.1999998092651,11.8821001052856,21.976900100708,9.64278984069824
2019-01-02 02:00:00,6.45416021347046,1,12.2566995620728,4.93499994277954,2.19000005722046,,6.4608302116394,4.51249980926514,9.49166965484619,5.59000015258789,,12.3166999816895,11.6372003555298,15.8726997375488,9.4426097869873
2019-01-02 03:00:00,4.93916988372803,1.03332996368408,14.8400001525879,2.38499999046326,2.19000005722046,,3.56333994865417,2.59332990646362,5.95666980743408,1.11167001724243,,11.1583003997803,12.0423002243042,13.4145002365112,9.62837028503418
2019-01-02 04:00:00,4.34999990463257,1,12.2011003494263,2.29999995231628,2.55111002922058,,5.34111022949219,4.53999996185303,2.55666995048523,1.33221995830536,,9.22500991821289,11.6941995620728,13.3534002304077,9.27974033355713
2019-01-02 05:00:00,1.32000005245209,1,13.0900001525879,2.29999995231628,1,,1,2.1055600643158,1,1.14889001846313,,7.39167022705078,11.4342002868652,6.84248018264771,10.0117998123169
2019-01-02 06:00:00,2.83500003814697,1.03332996368408,9.50666999816895,2.98000001907349,1,,2.52500009536743,2.45000004768372,1,1.72167003154755,,6.79166984558105,10.8296003341675,8.40927028656006,9.63939952850342
2019-01-02 07:00:00,4.77084016799927,3.46000003814697,16.5067005157471,8.59000015258789,1.22000002861023,,9.81332015991211,4.18249988555908,5.01833009719849,5.99834012985229,,8.25833034515381,10.8002004623413,18.9540004730225,9.52573013305664
2019-01-02 08:00:00,9.14750957489014,12.0432996749878,20.8400001525879,16.4099998474121,3.85666990280151,,16.5632991790771,12.6800003051758,13.1107997894287,11.0616998672485,,10.9250001907349,11.3964996337891,25.2481002807617,10.4435997009277
2019-01-02 09:00:00,17.9850006103516,22.9442005157471,28.7567005157471,26.0149993896484,10.8566999435425,,24.2299995422363,25.8799991607666,26.3250007629395,17.9216995239258,,16.75830078125,12.5798997879028,40.5461006164551,10.8116998672485
2019-01-02 10:00:00,34.7341995239258,38.5658988952637,30.1732997894287,38.8499984741211,19.8567008972168,,28.3134002685547,32.5625,40.5490989685059,26.4967002868652,,19.4750003814697,14.8249998092651,48.5381011962891,11.1254997253418
2019-01-02 11:00:00,42.9824981689453,41.2266998291016,45.5900001525879,43.3549995422363,22.3567008972168,,31.1466999053955,41.7200012207031,37.939998626709,30.4167003631592,,23.2166996002197,17.5053997039795,55.7798004150391,11.4266996383667
2019-01-02 12:00:00,43.6557998657227,39.6815986633301,67.2565994262695,48.9650001525879,23.9400005340576,,38.1467018127441,45.6800003051758,39.2867012023926,35.1533012390137,,26.7833003997803,19.1567001342773,63.2759017944336,11.9406995773315
2019-01-02 13:00:00,50.3050003051758,46.1192016601562,69.5065994262695,54.2350006103516,28.0233001708984,,42.8967018127441,48.5675010681152,39.8759002685547,35.7249984741211,,27.00830078125,20.7560005187988,,11.6302003860474
2019-01-02 14:00:00,53.5875015258789,41.5699996948242,67.6733016967773,53.9799995422363,25.6900005340576,,40.5633010864258,50.7125015258789,40.8858985900879,37.9300003051758,,30.5034008026123,21.6123008728027,81.5707015991211,
2019-01-02 15:00:00,48.4533996582031,40.4542007446289,59.3400001525879,53.2999992370605,26.8567008972168,,41.8967018127441,53.435001373291,41.5592002868652,38.0116996765137,,31.6457996368408,23.1840000152588,84.9832992553711,10.4376001358032
2019-01-02 16:00:00,43.2350006103516,41.6557998657227,58.5900001525879,53.6399993896484,12.3199996948242,,42.3133010864258,49.310001373291,39.2024993896484,36.2150001525879,,33.8919982910156,28.0659008026123,90.9971008300781,9.36118030548096
2019-01-02 17:00:00,41.1309013366699,41.9990997314453,55.9233016967773,49.814998626709,13.4033002853394,,39.9799995422363,40.7299995422363,41.1384010314941,35.4799995422363,,35.4244003295898,29.6098003387451,86.7649002075195,9.16182994842529
2019-01-02 18:00:00,31.4517002105713,40.2825012207031,51.3400001525879,44.2900009155273,20.8567008972168,,33.3967018127441,38.8325004577637,37.0983009338379,33.1934013366699,,35.7808990478516,26.7507991790771,78.9777984619141,9.33487987518311
2019-01-02 19:00:00,20.2574996948242,24.489200592041,45.1733016967773,31.2000007629395,13.6066999435425,,26.3966999053955,27.9424991607666,29.3549995422363,28.5382995605469,,34.9856986999512,22.2639007568359,65.7138977050781,8.79370021820068
2019-01-02 20:00:00,23.5400009155273,5.7108302116394,29.5067005157471,38.3400001525879,7.44000005722046,,37.0633010864258,35.1199989318848,26.7458000183105,20.8617000579834,,27.1634006500244,15.0631999969482,50.4016990661621,9.14657974243164
2019-01-02 21:00:00,19.1632995605469,2.34916996955872,16.0900001525879,31.3700008392334,16.4400005340576,,27.0634002685547,32.2324981689453,37.1824989318848,17.1049995422363,,23.5725994110107,15.7524995803833,47.8389015197754,8.50613021850586
2019-01-02 22:00:00,17.8166999816895,1,12.3400001525879,25.7600002288818,11.1899995803833,,22.0634002685547,24.3125,31.7957992553711,15.3900003433228,,21.3206996917725,14.8996000289917,42.5928993225098,8.52733993530273
2019-01-02 23:00:00,16.0492000579834,1,13.1732997894287,21.9349994659424,10.1066999435425,,20.4799995422363,19.0324993133545,22.4533004760742,18.5750007629395,,18.3365001678467,14.3562002182007,35.6882019042969,8.74958992004395
2019-01-03 00:00:00,14.7025003433228,1,15.1732997894287,16.1550006866455,9.02332973480225,,17.5634002685547,15.2375001907349,8.63749980926514,16.2882995605469,,15.8634996414185,13.3346996307373,41.1752014160156,8.8250904083252
2019-01-03 01:00:00,13.2716999053955,1.03332996368408,19.2567005157471,11.0550003051758,11.7733001708984,,17.1466999053955,17.0524997711182,1,13.1850004196167,,15.1098003387451,10.5712995529175,28.9174003601074,8.80811977386475
2019-01-03 02:00:00,12.9350004196167,1,15.2566995620728,9.01500034332275,9.35667037963867,,13.5633001327515,15.7325000762939,4.15165996551514,12.4499998092651,,13.6662998199463,9.68478012084961,24.5496997833252,9.05751037597656
2019-01-03 03:00:00,9.48416042327881,1,13.0900001525879,5.61500978469849,6.94000005722046,,9.72999954223633,10.8649997711182,5.5233302116394,10.8166999816895,,12.6815996170044,9.07843017578125,23.193000793457,9.03120040893555
2019-01-03 04:00:00,5.3600001335144,1,14.0900001525879,2.86666011810303,2.77332997322083,,5.56333017349243,8.82999992370605,1,1.54999995231628,,11.3726997375488,8.6381196975708,18.4270992279053,9.12450981140137
2019-01-03 05:00:00,1.32000005245209,1,13.0900001525879,2.29999995231628,1,,1,2.77999997138977,1,1.07444000244141,,8.14107036590576,7.62083005905151,17.8223991394043,8.87852001190186
2019-01-03 06:00:00,2.49833011627197,1,10.2566995620728,3.74499988555908,1,,1.11500000953674,2.274169921875,1,1.30499994754791,,7.80135011672974,7.69212007522583,11.4748001098633,8.54854965209961
2019-01-03 07:00:00,4.77084016799927,7.40832996368408,19.5900001525879,8.25,1,,5.64666986465454,5.25500011444092,12.5574998855591,7.71332979202271,,10.0958003997803,10.3606996536255,24.0494995117188,8.25759983062744
2019-01-03 08:00:00,9.82083034515381,16.7642002105713,42.8400001525879,15.3050003051758,1.5166699886322,,14.5633001327515,14.9075002670288,16.1408004760742,15.3900003433228,,13.5931997299194,12.9145002365112,48.2955017089844,7.97597980499268
2019-01-03 09:00:00,20.7625007629395,29.5533008575439,47.5900001525879,24.5699996948242,6.48667001724243,,18.0632991790771,21.0125007629395,30.3649997711182,24.9449996948242,,18.0273990631104,14.9188995361328,62.2360992431641,8.1456298828125
