Nombre de estacion,Independencia,La_Florida,Las_Condes,Santiago,Pudahuel,Cerrillos,El_Bosque,Cerro_Navia,Puente_Alto,Talagante,Quilicura,Rancagua_I,Talca_La_Florida,Padre_Las_Casas_II,Las_Encinas,Coyhaique_II,Valdivia
Region,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,O’Higgins,Maule,Araucanía,Araucanía,Aysén,Los Ríos
Codigo region,13,13,13,13,13,13,13,13,13,13,13,6,7,9,9,11,14
Comuna,Independencia,La Florida,Las Condes,Santiago,Pudahuel,Cerrillos,El Bosque,Cerro Navia,Puente Alto,Talagante,Quilicura,Rancagua,Talca,Padre las Casas,Temuco,Coyhaique,Valdivia
Codigo comuna,13108,13110,13114,13101,13124,13102,13105,13103,13201,13601,13125,6101,7101,9112,9101,11101,14101
UTM_Este,346488,352504,358305,345673,337311,340277,345313,338984,352049,318945,337356,342015,256889,708625,706767,730152,651593
UTM_Norte,6300681,6290304,6305906,6296019,6298809,6292747,6286825,6299360,6282013,6272298,6306788,6218523,6075395,5706593,5708420,4948488,5589460
2018-01-01 00:00:00,0.32600000500679,0.100000001490116,0.491667002439499,0.100000001490116,0.398333996534348,,0.661666989326477,0.552250981330872,0.40200001001358,0.100000001490116,,,1.05069005489349,0.440609008073807,0.260838001966476,,
2018-01-01 01:00:00,0.203600004315376,0.100000001490116,0.583334028720856,0.100000001490116,0.300000011920929,,0.569999992847443,0.504400014877319,0.405299991369247,,,,1.29695999622345,0.450910001993179,0.288625985383987,,
2018-01-01 02:00:00,0.116499997675419,0.100000001490116,0.583334028720856,0.100000001490116,0.298332989215851,,0.611667990684509,0.403750002384186,0.500999987125397,0.100000001490116,,,0.633103013038635,0.444294005632401,0.306847006082535,,
2018-01-01 03:00:00,0.117110997438431,0.109999999403954,0.533334016799927,0.100000001490116,0.306667000055313,,0.547778010368347,0.389999985694885,0.391000002622604,0.100000001490116,,,0.50434798002243,0.525363981723785,0.324070006608963,,
2018-01-01 04:00:00,0.122000001370907,0.100000001490116,0.533334016799927,0.163778007030487,0.262221992015839,,0.570001006126404,0.389999985694885,0.42399999499321,0.100000001490116,,,0.45897701382637,0.436839997768402,0.314002007246017,,
2018-01-01 05:00:00,0.291999995708466,0.100000001490116,0.600000023841858,0.190667003393173,0.264999985694885,,0.528334021568298,0.337749987840652,0.550499975681305,0.100000001490116,,,0.38162499666214,0.474193006753922,0.294865995645523,,
2018-01-01 06:00:00,0.334500014781952,0.100000001490116,0.683332979679108,0.28600001335144,0.189999997615814,,0.519999980926514,0.32124999165535,0.699000000953674,0.100000001490116,,,0.328651010990143,0.37754499912262,0.297944992780685,,
2018-01-01 07:00:00,0.283499985933304,0.100000001490116,0.699999988079071,0.175166994333267,0.140000000596046,,0.50333297252655,0.280000001192093,0.467999994754791,0.100000001490116,,,0.316998988389969,0.275620996952057,0.258673995733261,,
2018-01-01 08:00:00,0.130500003695488,0.100000001490116,0.683332979679108,0.181999996304512,0.133332997560501,,0.469999998807907,0.255250006914139,0.443250000476837,0.100000001490116,,,0.308899998664856,0.235588997602463,0.217490002512932,,
2018-01-01 09:00:00,0.130500003695488,0.100000001490116,0.600000023841858,0.181999996304512,0.140000000596046,,0.453332990407944,0.304749995470047,0.377249985933304,0.100000001490116,,,0.31104901432991,0.2308149933815,0.211750000715256,,
2018-01-01 10:00:00,0.122000001370907,0.100000001490116,0.541666984558105,0.181999996304512,0.140000000596046,,0.428333014249802,0.345999985933304,0.212249994277954,0.100000001490116,,,0.30501601099968,0.227883994579315,0.194527000188828,,
2018-01-01 11:00:00,0.122000001370907,0.100000001490116,0.5,0.106833003461361,0.140000000596046,,0.436666011810303,0.32124999165535,0.141833007335663,0.100000001490116,,,0.293610990047455,0.229559004306793,0.188454002141953,,
