Nombre de estacion,Independencia,La_Florida,Las_Condes,Santiago,Pudahuel,Cerrillos,El_Bosque,Cerro_Navia,Puente_Alto,Talagante,Quilicura,Rancagua_I,Las_Encinas
Region,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,O’Higgins,Araucanía
Codigo region,13,13,13,13,13,13,13,13,13,13,13,6,9
Comuna,Independencia,La Florida,Las Condes,Santiago,Pudahuel,Cerrillos,El Bosque,Cerro Navia,Puente Alto,Talagante,Quilicura,Rancagua,Temuco
Codigo comuna,13108,13110,13114,13101,13124,13102,13105,13103,13201,13601,13125,6101,9101
UTM_Este,346488,352504,358305,345673,337311,340277,345313,338984,352049,318945,337356,342015,706767
UTM_Norte,6300681,6290304,6305906,6296019,6298809,6292747,6286825,6299360,6282013,6272298,6306788,6218523,5708420
2012-01-01 00:00:00,0.795642971992493,1.08178997039795,0.676564991474152,0.55137699842453,0.740738987922668,0.345990985631943,0.835462987422943,0.722787976264954,1.19723999500275,0.351758003234863,0.983880996704102,3.21000003814697,
2012-01-01 01:00:00,0.536013007164001,1.44590997695923,0.782176971435547,0.467835009098053,0.40404000878334,0.394935995340347,1.05370998382568,0.612244009971619,1.10593998432159,0.251255989074707,0.620863020420074,3,
2012-01-01 02:00:00,0.636515021324158,1.16094994544983,0.899338006973267,0.576439023017883,0.420875012874603,0.40506300330162,0.878089010715485,0.4931960105896,0.645992994308472,0.29313200712204,0.568275988101959,2.95000004768372,
2012-01-01 03:00:00,0.703516006469727,0.938139975070953,0.913089990615845,0.434417992830276,0.471379995346069,0.326299995183945,0.602442979812622,0.46485099196434,0.344529986381531,0.290340006351471,0.565448999404907,2.22000002861023,
2012-01-01 04:00:00,0.379675000905991,0.949865996837616,0.702331006526947,0.300751000642776,0.45236000418663,0.302266985177994,0.52421498298645,0.362810999155045,0.493826001882553,0.290340006351471,0.668932974338531,2.6800000667572,
2012-01-01 05:00:00,0.402009010314941,0.686013996601105,0.732509016990662,0.300751000642776,0.339269995689392,0.277076989412308,0.53846001625061,0.306122004985809,0.577085971832275,0.326631993055344,0.484692990779877,2.5,
2012-01-01 06:00:00,0.402009010314941,0.536498010158539,0.716048002243042,0.208855003118515,0.364715993404388,0.302266985177994,0.418801993131638,0.306122004985809,0.732125997543335,0.284756988286972,0.425168991088867,2.9300000667572,
2012-01-01 07:00:00,0.402009010314941,0.536498010158539,0.806581974029541,0.325812995433807,0.322306007146835,0.302266985177994,0.333332985639572,0.238094002008438,0.723514020442963,0.242881000041962,0.331631988286972,2.17000007629395,
2012-01-01 08:00:00,0.368508011102676,0.501317977905273,0.584360003471375,0.350876003503799,0.305343002080917,0.302266985177994,0.410255998373032,0.221086993813515,0.645992994308472,0.276380985975266,0.306122004985809,2.78999996185303,
2012-01-01 09:00:00,0.360132992267609,0.386981993913651,0.444444000720978,0.300751000642776,0.305343002080917,0.344247996807098,0.324784994125366,0.272107988595963,0.422048985958099,0.242881000041962,0.306122004985809,2.66000008583069,
2012-01-01 10:00:00,0.301506996154785,0.316621989011765,0.4115209877491,0.300751000642776,0.373196989297867,0.403021991252899,0.307691991329193,0.289115011692047,0.206717997789383,0.20100499689579,0.306122004985809,3.28999996185303,
2012-01-01 11:00:00,0.326631993055344,0.290235996246338,0.395060986280441,0.300751000642776,0.390161007642746,0.386229008436203,0.307691991329193,0.306122004985809,0.18087799847126,0.209380000829697,0.374148994684219,3.6800000667572,
2012-01-01 12:00:00,0.309881985187531,0.307826995849609,0.395060986280441,0.300751000642776,0.381678998470306,0.344247996807098,0.307691991329193,0.306122004985809,0.103358998894691,0.226129993796349,0.306122004985809,2.29999995231628,
2012-01-01 13:00:00,0.301506996154785,0.281441986560822,0.337448000907898,0.300751000642776,0.381678998470306,0.310663014650345,0.307691991329193,0.306122004985809,0.129198998212814,0.20100499689579,0.289115011692047,3.32999992370605,
2012-01-01 14:00:00,0.29313200712204,0.272646009922028,0.296296000480652,0.300751000642776,0.322306007146835,0.302266985177994,0.299143999814987,0.289115011692047,0.206717997789383,0.20100499689579,0.229591995477676,3.17000007629395,
2012-01-01 15:00:00,0.284756988286972,0.272646009922028,0.296296000480652,0.300751000642776,0.322306007146835,0.302266985177994,0.29059699177742,0.306122004985809,0.206717997789383,0.20100499689579,0.204081997275352,3.66000008583069,
