Nombre de estacion,Independencia,La_Florida,Las_Condes,Santiago,Pudahuel,Cerrillos,El_Bosque,Cerro_Navia,Puente_Alto,Talagante,Quilicura,Arica,Alto_Hospicio,Antofagasta,Copiapó,Huasco,Coquimbo,La_Serena,Concón,Valparaíso,Viña_del_Mar,Rancagua_I,Rancagua_II,Rengo,San_Fernando,Curicó,Talca_La_Florida,UC_Maule,U_Talca,Linares,Nielol,Las_Encinas,Padre_las_Casas,Valdivia,Osorno,Mirasol,Alerce,Coyhaique_I,Coyhaique_II,Punta_Arenas,La_Unión,Vialidad
2017-01-18 13:00:00,29,22,23,21,17,,21,22,15,20,16,5.39874982833862,6.31099987030029,2.34200000762939,2.91808009147644,9.61999988555908,10.788800239563,2.74000000953674,,17.3367004394531,14.6999998092651,5.69399976730347,5.33799982070923,7.64799976348877,9.36666965484619,,4.31699991226196,5.22300004959106,4.05399990081787,7.24499988555908,,,4.09899997711182,1.35800004005432,1.45099997520447,1.77691996097565,,6.67999982833862,12.2200002670288,,,
2017-01-18 14:00:00,26,16,19,20,17,,16,15,12,30,19,8.84208965301514,3.92899990081787,1,8.59766960144043,2.85999989509583,10.9208002090454,3.34299993515015,,26.9249992370605,27.4699993133545,1,6.10799980163574,4.22399997711182,16.4258003234863,,6.84499979019165,4.06599998474121,4.05200004577637,4.41200017929077,,,3.84999990463257,1.35800004005432,1,2.3529999256134,,2.6159999370575,12.2200002670288,,,
2017-01-18 15:00:00,20,10,19,16,13,,18,17,17,28,18,7.92057991027832,4.94999980926514,1,8.34049987792969,4.8899998664856,12.2182998657227,3.37199997901917,,41.1124992370605,41.3800010681152,1,8.92000007629395,6.26000022888184,29.7099990844727,,6.90199995040894,1.35500001907349,2.65300011634827,2.83599996566772,,,4.07600021362305,,4.45499992370605,3.25833010673523,,2.27699995040894,12.2200002670288,,,
2017-01-18 16:00:00,23,21,18,16,19,,20,20,17,50,23,3.40383005142212,4.94999980926514,1,5.6564998626709,10.6400003433228,21.0067005157471,3.38700008392334,,33.1183013916016,21.7199993133545,2.91300010681152,8.82999992370605,6.98600006103516,17.2742004394531,,7.10400009155273,1.35500001907349,2.70300006866455,3.89199995994568,,,4.07600021362305,2.03699994087219,4.2039999961853,3.3216700553894,,4.98600006103516,10.6800003051758,1,,
2017-01-18 17:00:00,32,24,15,26,24,,37,24,28,54,27,8.40275955200195,5.63100004196167,1,11.9963998794556,10.3000001907349,20.3150005340576,3.04699993133545,,22.7516994476318,19,5.70100021362305,15.5200004577637,19.7399997711182,5.75874996185303,,6.8769998550415,2.71099996566772,4.05399990081787,7.60699987411499,,,1.39300000667572,1,4.2039999961853,1.19042003154755,,6.0019998550415,19.0100002288818,6.28000020980835,,
2017-01-18 18:00:00,43,40,26,47,37,,63,35,52,54,26,5.55692005157471,,3.84299993515015,11.1322002410889,7.59700012207031,14.0986003875732,8.42000007629395,,16.8043003082275,31.7800006866455,7.63399982452393,10.2200002670288,12.4300003051758,5.95367002487183,,5.53399991989136,6.77699995040894,1.96399998664856,7.29899978637695,,,3.3970000743866,1,4.20300006866455,2.85457992553711,,7.69399976730347,16.2999992370605,20.8507995605469,,
2017-01-18 19:00:00,93,68,55,95,92,,88,97,79,39,70,6.01592016220093,,1.1360000371933,12.3024997711182,8.94999980926514,16.7341995239258,32.0499992370605,,24.6924991607666,71.1600036621094,96.5,135.100006103516,182.100006103516,11.8275003433228,,5.61299991607666,12.1899995803833,4.05399990081787,7.22200012207031,,,4.0770001411438,1.35800004005432,5.32600021362305,3.83258008956909,,11.7600002288818,10.7299995422363,9.19999980926514,,
2017-01-18 20:00:00,116,89,75,100,71,,114,79,112,16,180,4.18892002105713,,1,13.1332998275757,8.94999980926514,18.3250007629395,47.9500007629395,,16.784200668335,60.4500007629395,319,314.299987792969,301.700012207031,17.4850006103516,,17.8600006103516,18.9799995422363,10.710000038147,10.6999998092651,,,6.11600017547607,2.01500010490417,,5.10941982269287,,9.39000034332275,16.2999992370605,3.00358009338379,,
2017-01-18 21:00:00,104,102,84,82,65,,118,73,122,12,99,4.9298300743103,,1.52199995517731,8.65316963195801,19.7800006866455,8.78400039672852,38.1100006103516,,27.4367008209229,,330.799987792969,346.299987792969,441.100006103516,26.1200008392334,,6.93499994277954,10.3699998855591,9.46000957489014,15.3299999237061,,,10.9399995803833,1,6.9539999961853,5.33416986465454,,10.0699996948242,17.5,1,,
2017-01-18 22:00:00,95,115,74,101,56,,122,55,104,17,73,5.52950000762939,,2.23099994659424,20.9500007629395,11.6599998474121,9.39050006866455,39.4500007629395,,19.8584003448486,,247,310.299987792969,450.799987792969,48.377498626709,,10.3400001525879,13.9399995803833,17.5699996948242,11.8900003433228,,,10.9899997711182,1,6.95599985122681,4.2093300819397,,7.69500017166138,14.2399997711182,1,,
2017-01-18 23:00:00,127,124,71,111,64,,104,68,105,13,68,8.06807994842529,,2.6489999294281,16.8080005645752,12.3299999237061,8.71350002288818,27.6399993896484,,6.00225019454956,,85.1999969482422,261.399993896484,369,50.4674987792969,,15.5699996948242,40.6599998474121,18.0699996948242,10.6899995803833,,,7.47800016403198,1,4.2039999961853,7.82767009735107,,6.34100008010864,12.8999996185303,1,,
2017-01-19 00:00:00,125,103,71,99,57,,95,65,99,12,66,5.46724987030029,,3.86199998855591,18.6574993133545,13.0100002288818,5.06166982650757,21.5900001525879,,17.676700592041,,44.8499984741211,296.700012207031,364.5,38.2792015075684,,48.8800010681152,58.9199981689453,43.25,13.3900003433228,,,6.82100009918213,4.07499980926514,4.20499992370605,5.4299201965332,,11.7600002288818,8.14999008178711,2.31708002090454,,
2017-01-19 01:00:00,106,98,62,108,42,,98,48,86,20,72,3.85008001327515,,3.39299988746643,15.7974996566772,13.6899995803833,13.3599996566772,12.4700002670288,,28.9008007049561,42.6300010681152,37.0900001525879,231.399993896484,327.799987792969,29.5025005340576,,61.1100006103516,40.6599998474121,54.0499992370605,8.47000026702881,,,5.42700004577637,7.83900022506714,6.95699977874756,10.456600189209,,9.05000019073486,8.14999008178711,4.57391977310181,,
2017-01-19 02:00:00,97,96,49,95,47,,96,49,76,18,68,8.66650009155273,,1,17.8950004577637,14.3599996566772,9.92500019073486,20.1800003051758,,18.5508003234863,24.25,30.0900001525879,131.100006103516,273.5,27.5725002288818,,40.8400001525879,21.6900005340576,41.8899993896484,11.3599996566772,,,4.19199991226196,6.10699987411499,5.07600021362305,2.41407990455627,,2.6159999370575,4.95699977874756,3.55725002288818,,
2017-01-19 03:00:00,109,89,48,74,46,,105,49,58,24,73,7.70574998855591,,1,13.5757999420166,13.6899995803833,10.9007997512817,24.2700004577637,,21.4766998291016,,25.0699996948242,179.899993896484,215.600006103516,28.9141998291016,,43.4099998474121,12.210000038147,33.7799987792969,8.64000034332275,,,9.52000045776367,3.39599990844727,4.20499992370605,5.07607984542847,,16.8400001525879,8.14999008178711,2.24392008781433,,
2017-01-19 04:00:00,117,72,42,73,45,,87,52,59,32,79,5.77841997146606,,3.0220000743866,18.7600002288818,12.3299999237061,10.4302997589111,22.7000007629395,,20.2807998657227,,14.5699996948242,124,174.100006103516,28.2791996002197,,27.1900005340576,14.9099998474121,14.9300003051758,15.3599996566772,,,5.43900012969971,6.11299991607666,4.20499992370605,3.56857991218567,,8.02999973297119,6.78999996185303,1.25125002861023,,
2017-01-19 05:00:00,100,80,48,75,46,,81,55,57,42,86,12.8267002105713,,1.83800005912781,16.6382999420166,11.6599998474121,14.8874998092651,16.2099990844727,,14.2517004013062,43.9099998474121,15.6300001144409,59.4799995422363,169.899993896484,25.1632995605469,,8.15999984741211,10.8400001525879,9.44999980926514,12.039999961853,,,7.47900009155273,10.3999996185303,5.57999992370605,4.0238299369812,,10.4099998474121,9.11999988555908,1,,
2017-01-19 06:00:00,117,82,49,95,56,,81,54,59,47,95,17.7124996185303,,1,17.3341999053955,9.97000026702881,17.2950000762939,16.3099994659424,,15.0916996002197,23.9699993133545,24.6399993896484,90.1999969482422,190.699996948242,21.1800003051758,,6.38399982452393,10.8400001525879,6.8289999961853,10.6700000762939,,,7.47900009155273,8.72000026702881,6.95599985122681,5.57474994659424,,14.1300001144409,12.2200002670288,1.54941999912262,,
2017-01-19 07:00:00,115,95,65,162,69,,85,68,76,62,106,15.0325002670288,,4.23199987411499,15.9778003692627,11.3199996948242,7.36458015441895,21.3099994659424,,9.78740978240967,13.3699998855591,25.0400009155273,66.4199981689453,183.5,15.8191995620728,,6.91499996185303,6.77699995040894,5.43200016021729,8.44999980926514,,,8.17000007629395,5.36499977111816,6.95499992370605,8.53958034515381,,28.6900005340576,19.6700000762939,4.20282983779907,,
2017-01-19 08:00:00,117,110,59,131,78,,94,81,93,57,89,20.1033000946045,,3.89100003242493,21.3950004577637,12.6700000762939,8.28275012969971,12.4700002670288,,2.88783001899719,9.13000011444092,52.3600006103516,69.8199005126953,151.600006103516,17.8924999237061,,5.48099994659424,5.37400007247925,6.75699996948242,4.52099990844727,,,11.5600004196167,6.27600002288818,6.9539999961853,4.75066995620728,,8.71000957489014,6.76700019836426,3.20832991600037,,
2017-01-19 09:00:00,114,123,71,106,91,,98,90,89,60,99,11.5451002120972,,1,16.1550006866455,8.60999965667725,22.5932998657227,7.61399984359741,,2.61925005912781,4.07299995422363,46.2599983215332,53.5400009155273,89.4000015258789,28.903299331665,,2.81599998474121,6.77699995040894,8.10999965667725,5.31300020217896,,,6.79699993133545,10.8699998855591,5.5770001411438,5.17700004577637,,6.0019998550415,8.14999008178711,2.02432990074158,,
2017-01-19 10:00:00,107,112,74,104,98,,110,100,90,72,100,9.51581954956055,1.54799997806549,1,12.6084003448486,7.59800004959106,22.5482997894287,15.1999998092651,,6.52017021179199,5.24200010299683,77.3100967407227,65.1699981689453,44.7900009155273,21.1516990661621,,4.10200023651123,8.13000011444092,9.47999954223633,7.97100019454956,,,5.43699979782104,26.4799995422363,6.95300006866455,13.0187997817993,,4.64799976348877,8.14999008178711,1,,
2017-01-19 11:00:00,100,104,96,90,71,,97,73,94,62,87,3.46041989326477,1.54799997806549,1,9.19682025909424,7.59800004959106,17.0858001708984,8.09000015258789,,8.96833992004395,4.75099992752075,50.939998626709,42.9599990844727,24.2299995422363,14.4549999237061,,6.87900018692017,5.42199993133545,9.46000957489014,7.94500017166138,,,4.0770001411438,3.84800004959106,6.95300006866455,10.9608001708984,,1.93900001049042,8.14999008178711,1,,
2017-01-19 12:00:00,81,92,87,69,60,,,55,51,70,65,5.35416984558105,1.54799997806549,1,14.1035003662109,6.24399995803833,12.7325000762939,4.3439998626709,,15.9541997909546,3.63299989700317,25.3500003814697,31.9300003051758,28.9699993133545,10.8083000183105,,8.19999980926514,4.41699981689453,10.8100004196167,10,,,2.03800010681152,3.08899998664856,2.82599997520447,8.73758029937744,,3.29299998283386,,1,,
2017-01-19 13:00:00,55,62,71,53,60,,52,55,50,61,61,8.34467029571533,3.58899998664856,1,18.7532997131348,10.3000001907349,13.1175003051758,16.2000007629395,,14.7170000076294,1,29.0900001525879,19.5400009155273,18.7999992370605,9.09482955932617,,6.92399978637695,7.58599996566772,6.75699996948242,,,,2.66100001335144,1.43700003623962,1,10.4869003295898,,4.30900001525879,8.14999008178711,1,,
2017-01-19 14:00:00,71,64,56,59,52,,58,51,50,59,49,7.13541984558105,3.58899998664856,2.51799988746643,16.9074993133545,10.3000001907349,7.87758016586304,12.2299995422363,,12.7742004394531,,16.3400001525879,29.3400001525879,14.0799999237061,5.66041994094849,,6.90100002288818,6.77699995040894,1.35099995136261,,,,4.07600021362305,1.39699995517731,1,8.35358047485352,,6.0019998550415,7.49200010299683,1,,
2017-01-19 15:00:00,72,73,61,89,59,,68,57,50,40,72,5.78308010101318,2.2279999256134,1,26.1608009338379,8.27000045776367,10.5271997451782,17.5699996948242,,15.8900003433228,,20.1399993896484,22.7299995422363,11.3199996948242,4.38649988174438,,3.28900003433228,6.77299976348877,2.00200009346008,1,,,4.07499980926514,1,1,3.80082988739014,,3.63199996948242,6.78999996185303,1,,
2017-01-19 16:00:00,99,80,66,78,58,,69,60,54,56,79,13.9645004272461,1.54799997806549,1,8.01099967956543,9.28999042510986,10.3937997817993,9.46000957489014,,21.3050003051758,12.1700000762939,18.9400005340576,21.5900001525879,13.5600004196167,15.5218000411987,,2.89400005340576,8.46000957489014,5.3289999961853,1,,,4.75500011444092,1,1.45099997520447,1,,1.93900001049042,,15.2142000198364,,
2017-01-19 17:00:00,74,81,67,79,51,,64,54,43,62,56,11.9294996261597,2.2279999256134,1,15.3895998001099,8.94999980926514,13.1489000320435,16.7800006866455,,15.2250003814697,8.02000045776367,6.74900007247925,9.44999980926514,9.99001026153564,14.9650001525879,,2.83699989318848,6.77699995040894,5.40299987792969,2.48200011253357,,,4.07499980926514,1,4.11100006103516,2.65858006477356,,1.93900001049042,1.35800004005432,9.75,,
2017-01-19 18:00:00,72,73,68,63,66,,74,65,63,55,61,11.4090995788574,1.54700005054474,1,23.9925003051758,8.94999980926514,9.14525032043457,9.46000957489014,,18.5925006866455,9.17000007629395,7.46999979019165,9.50998973846436,5.47800016403198,4.13325023651123,,1.65199995040894,5.42199993133545,3.07399988174438,3.95900011062622,,,4.07499980926514,1.35800004005432,2.82699990272522,10.1698999404907,,3.63199996948242,4.07399988174438,3.51500010490417,,
2017-01-19 19:00:00,74,81,58,74,78,,78,76,67,43,70,7.44000005722046,2.90899991989136,1.17499995231628,13.8002996444702,7.59700012207031,9.82874965667725,38.439998626709,,23.9566993713379,15.3800001144409,5.94899988174438,6.56899976730347,13.8100004196167,,,4.16800022125244,6.77299976348877,1.34500002861023,5.92799997329712,,,10.1899995803833,1,1.45099997520447,7.47424983978271,,1.93900001049042,4.7979998588562,6.36999988555908,,
2017-01-19 20:00:00,84,81,65,76,71,,78,75,74,41,74,6.57000017166138,3.92899990081787,1.17499995231628,13.8591003417969,9.97000026702881,12.7716999053955,42.7999992370605,,26.4225006103516,16.0200004577637,4.375,12.3500003814697,14.8000001907349,15.0537004470825,,6.9229998588562,6.8769998550415,1.35099995136261,6.60900020599365,,,10.1899995803833,1,1,10.9281997680664,,1.93900001049042,5.43200016021729,23.7124996185303,,
2017-01-19 21:00:00,82,90,71,67,62,,67,61,96,30,76,16.819299697876,4.26999998092651,4.81199979782104,8.71774005889893,7.59700012207031,9.58318042755127,24.8099994659424,,25.0932998657227,15.9899997711182,5.55499982833862,14.9200000762939,30.6299991607666,20.5433006286621,,12.289999961853,6.11299991607666,6.75699996948242,5.98400020599365,,,9,1,1.58899998664856,8.74932956695557,,3.63199996948242,7.4689998626709,5.46000003814697,,
2017-01-19 22:00:00,67,95,66,64,57,,38,59,84,25,55,24.3724994659424,4.94999980926514,3.86199998855591,1.78157997131348,8.27000045776367,5.92675018310547,18.25,,24.5641994476318,17.5300006866455,4.86999988555908,8.80000019073486,39.0800018310547,,,12.2399997711182,5.31099987030029,9.46000957489014,3.89199995994568,,,4.80200004577637,1,5.30200004577637,13.9967002868652,,4.30900001525879,5.79400014877319,,,
2017-01-19 23:00:00,70,90,69,59,50,,43,50,60,22,47,9.28299999237061,3.24900007247925,3.18300008773804,4.47275018692017,10.3000001907349,9.91417026519775,16.1200008392334,,27.2707996368408,21.6399993896484,4.82800006866455,8.60000991821289,42.3800010681152,,,16.3299999237061,6.77699995040894,9.46000957489014,6.0310001373291,,,8.15999984741211,2.08800005912781,2.82699990272522,13.6324996948242,,6.0019998550415,6.78999996185303,,,
2017-01-20 00:00:00,71,94,68,44,25,,88,33,45,28,86,17.2726001739502,1.54700005054474,1.9210000038147,3.15050005912781,8.27000045776367,16.6825008392334,8.78999042510986,,38.5550003051758,18.7800006866455,6.34600019454956,11.3999996185303,46.560001373291,14.4454002380371,,8.14999008178711,6.77699995040894,18.0200004577637,6.91200017929077,,,4.69000005722046,4.07499980926514,5.53399991989136,7.71341991424561,,1.60000002384186,7.44700002670288,1,,
2017-01-20 01:00:00,63,102,72,36,29,,84,32,58,39,56,12.2632999420166,1.54700005054474,3.86199998855591,6.06591987609863,11.6599998474121,13.6800003051758,11.8100004196167,,41.4249992370605,14.3900003433228,7.58099985122681,11.960000038147,43.1500015258789,,,10.8400001525879,10.789999961853,10.8199996948242,9.97000026702881,,,1,4.55600023269653,4.57100009918213,4.15716981887817,,1.93900001049042,4.07399988174438,1,,
2017-01-20 02:00:00,48,93,82,34,26,,72,32,57,35,63,7.74682998657227,1.54700005054474,4.72900009155273,9.17516994476318,14.3599996566772,14.4833002090454,17.0499992370605,,29.0300006866455,17.0699996948242,8.85999965667725,10.1499996185303,35.7000007629395,,,17.8099994659424,8.72999954223633,10.8100004196167,6.61100006103516,,,2.03900003433228,4.75400018692017,6.95599985122681,3.60942006111145,,1.93900001049042,1,1,,
2017-01-20 03:00:00,42,86,106,28,56,,69,45,65,36,73,5.18491983413696,2.2279999256134,2.51799988746643,5.47308015823364,8.94999980926514,11.5209999084473,11.6499996185303,,32.7016983032227,17.1100006103516,8.85000991821289,11.8900003433228,,,,6.89099979400635,6.77500009536743,8.10999965667725,4.90399980545044,,,4.61100006103516,4.56199979782104,6.95599985122681,7.84224987030029,,1.93900001049042,1,1,,
2017-01-20 04:00:00,37,87,95,23,69,,71,43,65,48,71,8.17599010467529,2.90899991989136,1,7.36891984939575,6.24499988555908,10.4130001068115,7.41699981689453,,30.6082992553711,16.8999996185303,8.5700101852417,18.2199993133545,43.1399993896484,3.5845799446106,,16.3500003814697,6.77699995040894,5.76599979400635,7.96299982070923,,,3.3989999294281,6.79099988937378,6.95699977874756,5.06091976165771,,2.27699995040894,3.39499998092651,1,,
2017-01-20 05:00:00,40,91,86,26,68,,76,44,68,47,78,9.80449962615967,2.2279999256134,1,9.63483047485352,7.59800004959106,10.5249004364014,5.06199979782104,,25.1991996765137,14.2700004577637,9.89000034332275,20.7399997711182,50.6500015258789,7.75850009918213,,9.42000007629395,6.77699995040894,8.07999992370605,10.6700000762939,,,8.34000015258789,5.36600017547607,6.95699977874756,10.3544998168945,,2.27699995040894,3.41799998283386,1,,
2017-01-20 06:00:00,56,82,106,36,83,,85,54,70,51,77,7.6324200630188,3.58899998664856,3.86199998855591,13.5516996383667,6.24499988555908,9.73283004760742,5.65299987792969,,19.6049995422363,21.1200008392334,14.8199996948242,14.0200004577637,41.1199989318848,13.1517000198364,,14.3000001907349,8.13000011444092,8.10999965667725,9.3200101852417,,,12.2399997711182,5.43300008773804,6.95699977874756,5.58766984939575,,1.2610000371933,8.14999008178711,1,,
2017-01-20 07:00:00,53,88,100,103,90,,100,77,72,43,79,7.26457977294922,4.94999980926514,5.875,14.5607995986938,8.27000045776367,4.61358022689819,9.46000957489014,,13.066499710083,23.6499996185303,18.3299999237061,22.1499996185303,38.4099998474121,13.1933002471924,,6.62200021743774,8.13000011444092,8.10999965667725,6.81199979782104,,,9.18000984191895,16.9799995422363,9.71000957489014,12.7200002670288,,3.97099995613098,9.50998973846436,1.15499997138977,,
2017-01-20 08:00:00,47,79,105,56,60,,53,58,42,32,58,1.02366995811462,5.96999979019165,4.35200023651123,6.31675004959106,8.27000045776367,14.3667001724243,13.7799997329712,,10.2510004043579,16.6399993896484,16.4200000762939,9.99001026153564,25.2199993133545,9.73367023468018,,11.8599996566772,8.13000011444092,8.10999965667725,7.6399998664856,,,6.83099985122681,30.5400009155273,6.95300006866455,17.3349990844727,,4.64799976348877,8.14999008178711,1.75499999523163,,
2017-01-20 09:00:00,52,77,88,45,34,,55,42,45,15,42,8.48073959350586,4.94999980926514,3.86100006103516,8.87516975402832,7.59800004959106,13.5349998474121,11.8000001907349,,14.7541999816895,16.6800003051758,10.8599996566772,15.6599998474121,15.1499996185303,8.16518020629883,,8.10999965667725,6.77699995040894,8.10999965667725,6.42999982833862,,,6.82000017166138,42.0999984741211,2.82599997520447,6.67733001708984,,2.6159999370575,4.07399988174438,1.6047500371933,,
2017-01-20 10:00:00,59,79,73,47,48,,59,51,59,26,45,10.1199998855591,3.58899998664856,1,6.98932981491089,6.9210000038147,8.64332962036133,15.1899995803833,,9.9591703414917,10.0900001525879,11.4700002670288,8.68000984191895,11.0299997329712,13.9350004196167,,6.84499979019165,6.92899990081787,8.0700101852417,3.89199995994568,,,9.50998973846436,1,1,1.69542002677917,,1.93900001049042,2.71600008010864,3.37625002861023,,
2017-01-20 11:00:00,74,89,80,75,54,,28,54,61,25,62,11.7433996200562,4.94999980926514,1,9.66800022125244,5.56799983978271,11.270299911499,8.28999042510986,,12.3090000152588,10.1300001144409,12.210000038147,8.75998973846436,9.5,27.69580078125,,6.06599998474121,6.77699995040894,5.40500020980835,5.28299999237061,,,5.44799995422363,1,2.82599997520447,7.00874996185303,,4.64799976348877,6.72200012207031,3.59682989120483,,
2017-01-20 12:00:00,49,89,88,27,26,,14,27,25,29,32,6.40574979782104,6.30999994277954,4.03900003433228,9.28592014312744,4.89099979400635,30.6825008392334,5.88399982452393,,16.2432994842529,9.17000007629395,,7.45599985122681,6.2960000038147,16.0249996185303,,5.45699977874756,5.42199993133545,5.35599994659424,5.65399980545044,,,4.07600021362305,1,1.12999999523163,7.46416997909546,,3.63199996948242,6.78999996185303,4.61016988754272,,
2017-01-20 13:00:00,36,75,99,23,35,,,35,24,48,24,4.26275014877319,4.94999980926514,3.86100006103516,9.00125026702881,3.53699994087219,8.38941955566406,3.73399996757507,,17.2817001342773,10.5699996948242,15.9099998474121,,4.41499996185303,6.56392002105713,,6.91300010681152,6.77699995040894,5.35799980163574,3.21399998664856,,,2.9210000038147,1.2960000038147,1.45099997520447,1.33899998664856,,1,8.14999008178711,5.62357997894287,,
2017-01-20 14:00:00,51,56,64,38,40,,,39,35,38,38,3.75399994850159,5.63000011444092,2.51799988746643,15.1850004196167,6.92000007629395,5.24383020401001,4.03999996185303,,17.8483009338379,11.7700004577637,9.52999973297119,,6.29400014877319,2.49550008773804,,6.09999990463257,6.77699995040894,8.10999965667725,1.86899995803833,,,4.07499980926514,3.99399995803833,1,2.98991990089417,,2.27699995040894,8.85000991821289,5.18367004394531,,
2017-01-20 15:00:00,63,65,69,51,52,,,48,31,78,45,8.20366954803467,5.63000011444092,3.5220000743866,24.9741992950439,7.59700012207031,13.2184000015259,2.66499996185303,,13.4441995620728,13.8199996948242,11.1000003814697,,5.65500020980835,,,14.0200004577637,6.77699995040894,,1,,1,6.19199991226196,4.7350001335144,1,5.70658016204834,,1,5.92999982833862,4.40242004394531,,
2017-01-20 16:00:00,64,62,80,57,45,,,48,29,108,40,18.7574996948242,3.58899998664856,3.19199991226196,23.8491992950439,6.24399995803833,9.89766979217529,2.31100010871887,,10.3677997589111,12.6099996566772,13.5100002288818,,7.01000022888184,,,13.6800003051758,6.77699995040894,,1,,1,4.77699995040894,2.2739999294281,1,1.58158004283905,,2.27699995040894,1.35800004005432,4.53450012207031,,
2017-01-20 17:00:00,63,49,88,65,81,,,75,55,82,68,16.3890991210938,4.26900005340576,2.08699989318848,22.7616996765137,6.92000007629395,9.27633953094482,1.94200003147125,,16.6849994659424,11.8599996566772,10.2200002670288,,5.66699981689453,14.4330997467041,,6.86499977111816,6.77699995040894,2.70300006866455,3.96099996566772,,1,4.59600019454956,3.39400005340576,1.45200002193451,4.8534197807312,,1,1,6.72524976730347,,
2017-01-20 18:00:00,116,108,72,122,126,,,126,116,59,124,7.25292015075684,2.90899991989136,3.19099998474121,20.5216999053955,8.27000045776367,13.9216995239258,10.8999996185303,,20.7049999237061,12.3999996185303,4.23699998855591,,8.27999973297119,18.9342002868652,9.4399995803833,8.32999992370605,6.77699995040894,5.40299987792969,3.89100003242493,,1.36199998855591,6.07999992370605,1.4539999961853,1.45099997520447,4.5363302230835,,1.93900001049042,1,8.10200977325439,,
2017-01-20 19:00:00,123,122,116,112,115,,,110,104,42,120,8.07306957244873,2.2279999256134,2.41100001335144,15.3933000564575,6.24399995803833,11.8175001144409,34.0499992370605,,24.3141994476318,13.1400003433228,7.18699979782104,,6.91800022125244,15.3866996765137,14.8299999237061,26.6599998474121,5.42199993133545,6.75699996948242,4.42399978637695,,4.08599996566772,6.11499977111816,1,1.45099997520447,6.20192003250122,,1,6.78999996185303,7.69191980361938,,
2017-01-20 20:00:00,102,103,121,98,87,,,90,90,33,116,3.36391997337341,9.02999973297119,2.51799988746643,2.10649991035461,8.94999980926514,15.1382999420166,56.7299995422363,,22.1650009155273,11.8800001144409,8.10999965667725,,33.2099990844727,26.409200668335,14.8400001525879,6.82100009918213,6.77699995040894,22.9699993133545,11.0200004577637,,1.36199998855591,6.81799983978271,1,6.95300006866455,1,,18.1900005340576,14.9399995803833,10.5142002105713,,
2017-01-20 21:00:00,82,109,119,84,67,,,67,89,25,85,4.54542016983032,6.31199979782104,3.86199998855591,1.77075004577637,13.0100002288818,11.8683004379272,44.6100006103516,,13.5367002487183,9.02999973297119,4.71299982070923,,16.9099998474121,14.9099998474121,17.9799995422363,13.5799999237061,6.77699995040894,13.5100002288818,10.2600002288818,,1,10.2399997711182,1,5.57800006866455,2.98842000961304,,18.1900005340576,12.2200002670288,10.7767000198364,,
2017-01-20 22:00:00,76,132,117,66,61,,,59,105,18,69,5.07775020599365,4.94999980926514,3.17799997329712,1,12,13.3832998275757,31.3799991607666,,9.61108016967773,7.66400003433228,7.06599998474121,,11.3800001144409,5.45107984542847,14.1700000762939,59.6800003051758,7.78900003433228,12.1599998474121,9.3200101852417,,2.72399997711182,7.52199983596802,2.86400008201599,4.20300006866455,6.43450021743774,,19.8899993896484,8.82999992370605,10.4342002868652,,
2017-01-20 23:00:00,72,120,114,74,56,,,60,104,20,64,8.39550971984863,6.31199979782104,3.86199998855591,6.45707988739014,13.0100002288818,12.6892004013062,38.6599998474121,,1.67233002185822,10.2799997329712,10.1599998474121,,25.5799999237061,,9.44999980926514,40.7400016784668,5.42399978637695,9.44999980926514,5.98400020599365,,2.04299998283386,8.03999042510986,7.47100019454956,8.32999992370605,4.65857982635498,,8.71000957489014,8.14999008178711,8.17642021179199,,
2017-01-21 00:00:00,71,108,107,58,52,,,63,83,19,93,1,14.4799995422363,3.86199998855591,4.96791982650757,6.9210000038147,23.2616996765137,32.9700012207031,,14.6866998672485,19.5300006866455,8.77000045776367,,31.3099994659424,7.28741979598999,12.210000038147,41.3300018310547,5.42199993133545,5.3600001335144,4.8769998550415,,2.04299998283386,4.72499990463257,4.75400018692017,7.48400020599365,12.9426002502441,,4.64799976348877,8.14999008178711,6.77258014678955,,
2017-01-21 01:00:00,78,94,89,39,49,,,50,77,12,87,2.81541991233826,19.9200000762939,2.82100009918213,2.96033000946045,6.9210000038147,20.028299331665,20.5599994659424,,31.4242000579834,16.2000007629395,7.43699979782104,,19.1599998474121,20.9617004394531,9.44999980926514,39.3499984741211,5.43499994277954,2.10999989509583,1.84800004959106,,3.40499997138977,19.4500007629395,4.07499980926514,8.32999992370605,11.756799697876,,8.71000957489014,5.72599983215332,1.54550004005432,,
2017-01-21 02:00:00,52,90,93,38,44,,,42,74,14,86,3.16033005714417,1.54700005054474,6.21400022506714,8.68157958984375,11.6599998474121,19.3649997711182,12.8100004196167,,25.4817008972168,21.9899997711182,14.8400001525879,,10.6899995803833,11.9437999725342,8.77999973297119,28.5300006866455,4.06599998474121,5.83099985122681,1,,1.36199998855591,1,2.71700000762939,9.71000957489014,11.9034996032715,,7.35799980163574,5.43200016021729,1.56067001819611,,
2017-01-21 03:00:00,62,86,80,36,43,,,37,79,15,97,5.50557994842529,2.90899991989136,5.87599992752075,8.75975036621094,6.24399995803833,16.9542007446289,18.6499996185303,,29.9225006103516,23.7600002288818,10.710000038147,,6.99100017547607,4.04974985122681,9.44999980926514,2.10400009155273,3.4539999961853,5.40500020980835,1,,2.72399997711182,4.8270001411438,4.07499980926514,9.71000957489014,13.2508001327515,,3.97099995613098,3.39499998092651,2.8030800819397,,
