filepath,name,VisMin,VisMax,VisColor,VisBrightness,VisScale,Temporal,Times,Latitude,Longitude,Zoom
./Data/Indonesia/Images/Indonesia_Landsat_Composite.tif,Visual Composite,,,,2,,,,,,
