Publicacion,Fecha,Total
Defunciones_2020-06-11,2020-04-22,5.0
Defunciones_2020-06-12,2020-04-22,5.0
Defunciones_2020-06-13,2020-04-22,5.0
Defunciones_2020-06-14,2020-04-22,5.0
Defunciones_2020-06-15,2020-04-22,5.0
Defunciones_2020-06-16,2020-04-22,5.0
Defunciones_2020-06-17,2020-04-22,5.0
Defunciones_2020-06-18,2020-04-22,5.0
Defunciones_2020-06-19,2020-04-22,5.0
Defunciones_2020-06-20,2020-04-22,5.0
Defunciones_2020-06-21,2020-04-22,5.0
Defunciones_2020-06-22,2020-04-22,5.0
Defunciones_2020-06-23,2020-04-22,5.0
Defunciones_2020-06-24,2020-04-22,5.0
Defunciones_2020-06-25,2020-04-22,5.0
Defunciones_2020-06-26,2020-04-22,5.0
Defunciones_2020-06-27,2020-04-22,5.0
Defunciones_2020-06-28,2020-04-22,5.0
Defunciones_2020-06-29,2020-04-22,5.0
Defunciones_2020-06-30,2020-04-22,5.0
Defunciones_2020-07-01,2020-04-22,5.0
Defunciones_2020-07-02,2020-04-22,5.0
Defunciones_2020-07-03,2020-04-22,5.0
Defunciones_2020-07-04,2020-04-22,5.0
Defunciones_2020-07-05,2020-04-22,5.0
Defunciones_2020-07-06,2020-04-22,5.0
Defunciones_2020-07-07,2020-04-22,5.0
Defunciones_2020-07-08,2020-04-22,5.0
Defunciones_2020-07-09,2020-04-22,5.0
Defunciones_2020-07-10,2020-04-22,5.0
Defunciones_2020-07-11,2020-04-22,5.0
Defunciones_2020-07-12,2020-04-22,5.0
Defunciones_2020-07-13,2020-04-22,5.0
Defunciones_2020-07-14,2020-04-22,5.0
Defunciones_2020-07-15,2020-04-22,5.0
Defunciones_2020-07-16,2020-04-22,5.0
Defunciones_2020-06-07,2020-04-23,7.0
Defunciones_2020-06-08,2020-04-23,7.0
Defunciones_2020-06-09,2020-04-23,7.0
Defunciones_2020-06-10,2020-04-23,7.0
Defunciones_2020-06-11,2020-04-23,7.0
Defunciones_2020-06-12,2020-04-23,7.0
Defunciones_2020-06-13,2020-04-23,7.0
Defunciones_2020-06-14,2020-04-23,7.0
Defunciones_2020-06-15,2020-04-23,7.0
Defunciones_2020-06-16,2020-04-23,7.0
Defunciones_2020-06-17,2020-04-23,7.0
Defunciones_2020-06-18,2020-04-23,7.0
Defunciones_2020-06-19,2020-04-23,7.0
Defunciones_2020-06-20,2020-04-23,7.0
Defunciones_2020-06-21,2020-04-23,7.0
Defunciones_2020-06-22,2020-04-23,7.0
Defunciones_2020-06-23,2020-04-23,7.0
Defunciones_2020-06-24,2020-04-23,7.0
Defunciones_2020-06-25,2020-04-23,7.0
Defunciones_2020-06-26,2020-04-23,7.0
Defunciones_2020-06-27,2020-04-23,7.0
Defunciones_2020-06-28,2020-04-23,7.0
Defunciones_2020-06-29,2020-04-23,7.0
Defunciones_2020-06-30,2020-04-23,7.0
Defunciones_2020-07-01,2020-04-23,7.0
Defunciones_2020-07-02,2020-04-23,7.0
Defunciones_2020-07-03,2020-04-23,7.0
Defunciones_2020-07-04,2020-04-23,7.0
Defunciones_2020-07-05,2020-04-23,7.0
Defunciones_2020-07-06,2020-04-23,7.0
Defunciones_2020-07-07,2020-04-23,7.0
Defunciones_2020-07-08,2020-04-23,7.0
Defunciones_2020-07-09,2020-04-23,7.0
Defunciones_2020-07-10,2020-04-23,7.0
Defunciones_2020-07-11,2020-04-23,7.0
Defunciones_2020-07-12,2020-04-23,7.0
Defunciones_2020-07-13,2020-04-23,7.0
Defunciones_2020-07-14,2020-04-23,7.0
Defunciones_2020-07-15,2020-04-23,7.0
Defunciones_2020-07-16,2020-04-23,7.0
Defunciones_2020-06-07,2020-04-24,5.0
Defunciones_2020-06-08,2020-04-24,6.0
Defunciones_2020-06-09,2020-04-24,6.0
Defunciones_2020-06-10,2020-04-24,6.0
Defunciones_2020-06-11,2020-04-24,6.0
Defunciones_2020-06-12,2020-04-24,6.0
Defunciones_2020-06-13,2020-04-24,6.0
Defunciones_2020-06-14,2020-04-24,6.0
Defunciones_2020-06-15,2020-04-24,6.0
Defunciones_2020-06-16,2020-04-24,6.0
Defunciones_2020-06-17,2020-04-24,6.0
Defunciones_2020-06-18,2020-04-24,6.0
Defunciones_2020-06-19,2020-04-24,6.0
Defunciones_2020-06-20,2020-04-24,6.0
Defunciones_2020-06-21,2020-04-24,6.0
Defunciones_2020-06-22,2020-04-24,6.0
Defunciones_2020-06-23,2020-04-24,6.0
Defunciones_2020-06-24,2020-04-24,6.0
Defunciones_2020-06-25,2020-04-24,6.0
Defunciones_2020-06-26,2020-04-24,6.0
Defunciones_2020-06-27,2020-04-24,6.0
Defunciones_2020-06-28,2020-04-24,6.0
Defunciones_2020-06-29,2020-04-24,6.0
Defunciones_2020-06-30,2020-04-24,6.0
Defunciones_2020-07-01,2020-04-24,6.0
Defunciones_2020-07-02,2020-04-24,6.0
Defunciones_2020-07-03,2020-04-24,6.0
Defunciones_2020-07-04,2020-04-24,6.0
Defunciones_2020-07-05,2020-04-24,6.0
Defunciones_2020-07-06,2020-04-24,6.0
Defunciones_2020-07-07,2020-04-24,6.0
Defunciones_2020-07-08,2020-04-24,6.0
Defunciones_2020-07-09,2020-04-24,6.0
Defunciones_2020-07-10,2020-04-24,6.0
Defunciones_2020-07-11,2020-04-24,6.0
Defunciones_2020-07-12,2020-04-24,6.0
Defunciones_2020-07-13,2020-04-24,6.0
Defunciones_2020-07-14,2020-04-24,6.0
Defunciones_2020-07-15,2020-04-24,6.0
Defunciones_2020-07-16,2020-04-24,6.0
Defunciones_2020-06-07,2020-04-25,7.0
Defunciones_2020-06-08,2020-04-25,7.0
Defunciones_2020-06-09,2020-04-25,7.0
Defunciones_2020-06-10,2020-04-25,7.0
Defunciones_2020-06-11,2020-04-25,7.0
Defunciones_2020-06-12,2020-04-25,7.0
Defunciones_2020-06-13,2020-04-25,7.0
Defunciones_2020-06-14,2020-04-25,7.0
Defunciones_2020-06-15,2020-04-25,7.0
Defunciones_2020-06-16,2020-04-25,7.0
Defunciones_2020-06-17,2020-04-25,7.0
Defunciones_2020-06-18,2020-04-25,7.0
Defunciones_2020-06-19,2020-04-25,7.0
Defunciones_2020-06-20,2020-04-25,7.0
Defunciones_2020-06-21,2020-04-25,7.0
Defunciones_2020-06-22,2020-04-25,7.0
Defunciones_2020-06-23,2020-04-25,7.0
Defunciones_2020-06-24,2020-04-25,7.0
Defunciones_2020-06-25,2020-04-25,7.0
Defunciones_2020-06-26,2020-04-25,7.0
Defunciones_2020-06-27,2020-04-25,7.0
Defunciones_2020-06-28,2020-04-25,7.0
Defunciones_2020-06-29,2020-04-25,7.0
Defunciones_2020-06-30,2020-04-25,7.0
Defunciones_2020-07-01,2020-04-25,7.0
Defunciones_2020-07-02,2020-04-25,7.0
Defunciones_2020-07-03,2020-04-25,7.0
Defunciones_2020-07-04,2020-04-25,7.0
Defunciones_2020-07-05,2020-04-25,7.0
Defunciones_2020-07-06,2020-04-25,7.0
Defunciones_2020-07-07,2020-04-25,7.0
Defunciones_2020-07-08,2020-04-25,7.0
Defunciones_2020-07-09,2020-04-25,7.0
Defunciones_2020-07-10,2020-04-25,7.0
Defunciones_2020-07-11,2020-04-25,7.0
Defunciones_2020-07-12,2020-04-25,7.0
Defunciones_2020-07-13,2020-04-25,7.0
Defunciones_2020-07-14,2020-04-25,7.0
Defunciones_2020-07-15,2020-04-25,7.0
Defunciones_2020-07-16,2020-04-25,7.0
Defunciones_2020-06-07,2020-04-26,9.0
Defunciones_2020-06-08,2020-04-26,9.0
Defunciones_2020-06-09,2020-04-26,9.0
Defunciones_2020-06-10,2020-04-26,9.0
Defunciones_2020-06-11,2020-04-26,9.0
Defunciones_2020-06-12,2020-04-26,9.0
Defunciones_2020-06-13,2020-04-26,9.0
Defunciones_2020-06-14,2020-04-26,9.0
Defunciones_2020-06-15,2020-04-26,9.0
Defunciones_2020-06-16,2020-04-26,9.0
Defunciones_2020-06-17,2020-04-26,9.0
Defunciones_2020-06-18,2020-04-26,9.0
Defunciones_2020-06-19,2020-04-26,9.0
Defunciones_2020-06-20,2020-04-26,9.0
Defunciones_2020-06-21,2020-04-26,9.0
Defunciones_2020-06-22,2020-04-26,9.0
Defunciones_2020-06-23,2020-04-26,9.0
Defunciones_2020-06-24,2020-04-26,9.0
Defunciones_2020-06-25,2020-04-26,9.0
Defunciones_2020-06-26,2020-04-26,9.0
Defunciones_2020-06-27,2020-04-26,9.0
Defunciones_2020-06-28,2020-04-26,9.0
Defunciones_2020-06-29,2020-04-26,9.0
Defunciones_2020-06-30,2020-04-26,9.0
Defunciones_2020-07-01,2020-04-26,9.0
Defunciones_2020-07-02,2020-04-26,9.0
Defunciones_2020-07-03,2020-04-26,9.0
Defunciones_2020-07-04,2020-04-26,9.0
Defunciones_2020-07-05,2020-04-26,9.0
Defunciones_2020-07-06,2020-04-26,9.0
Defunciones_2020-07-07,2020-04-26,9.0
Defunciones_2020-07-08,2020-04-26,9.0
Defunciones_2020-07-09,2020-04-26,9.0
Defunciones_2020-07-10,2020-04-26,9.0
Defunciones_2020-07-11,2020-04-26,9.0
Defunciones_2020-07-12,2020-04-26,9.0
Defunciones_2020-07-13,2020-04-26,9.0
Defunciones_2020-07-14,2020-04-26,9.0
Defunciones_2020-07-15,2020-04-26,9.0
Defunciones_2020-07-16,2020-04-26,9.0
Defunciones_2020-06-07,2020-04-27,11.0
Defunciones_2020-06-08,2020-04-27,11.0
Defunciones_2020-06-09,2020-04-27,11.0
Defunciones_2020-06-10,2020-04-27,11.0
Defunciones_2020-06-11,2020-04-27,11.0
Defunciones_2020-06-12,2020-04-27,11.0
Defunciones_2020-06-13,2020-04-27,11.0
Defunciones_2020-06-14,2020-04-27,11.0
Defunciones_2020-06-15,2020-04-27,11.0
Defunciones_2020-06-16,2020-04-27,11.0
Defunciones_2020-06-17,2020-04-27,11.0
Defunciones_2020-06-18,2020-04-27,11.0
Defunciones_2020-06-19,2020-04-27,11.0
Defunciones_2020-06-20,2020-04-27,11.0
Defunciones_2020-06-21,2020-04-27,11.0
Defunciones_2020-06-22,2020-04-27,11.0
Defunciones_2020-06-23,2020-04-27,11.0
Defunciones_2020-06-24,2020-04-27,11.0
Defunciones_2020-06-25,2020-04-27,11.0
Defunciones_2020-06-26,2020-04-27,11.0
Defunciones_2020-06-27,2020-04-27,12.0
Defunciones_2020-06-28,2020-04-27,12.0
Defunciones_2020-06-29,2020-04-27,12.0
Defunciones_2020-06-30,2020-04-27,12.0
Defunciones_2020-07-01,2020-04-27,12.0
Defunciones_2020-07-02,2020-04-27,12.0
Defunciones_2020-07-03,2020-04-27,12.0
Defunciones_2020-07-04,2020-04-27,12.0
Defunciones_2020-07-05,2020-04-27,12.0
Defunciones_2020-07-06,2020-04-27,12.0
Defunciones_2020-07-07,2020-04-27,12.0
Defunciones_2020-07-08,2020-04-27,12.0
Defunciones_2020-07-09,2020-04-27,12.0
Defunciones_2020-07-10,2020-04-27,12.0
Defunciones_2020-07-11,2020-04-27,12.0
Defunciones_2020-07-12,2020-04-27,12.0
Defunciones_2020-07-13,2020-04-27,12.0
Defunciones_2020-07-14,2020-04-27,12.0
Defunciones_2020-07-15,2020-04-27,12.0
Defunciones_2020-07-16,2020-04-27,12.0
Defunciones_2020-06-07,2020-04-28,6.0
Defunciones_2020-06-08,2020-04-28,7.0
Defunciones_2020-06-09,2020-04-28,7.0
Defunciones_2020-06-10,2020-04-28,7.0
Defunciones_2020-06-11,2020-04-28,7.0
Defunciones_2020-06-12,2020-04-28,7.0
Defunciones_2020-06-13,2020-04-28,7.0
Defunciones_2020-06-14,2020-04-28,7.0
Defunciones_2020-06-15,2020-04-28,7.0
Defunciones_2020-06-16,2020-04-28,7.0
Defunciones_2020-06-17,2020-04-28,7.0
Defunciones_2020-06-18,2020-04-28,7.0
Defunciones_2020-06-19,2020-04-28,7.0
Defunciones_2020-06-20,2020-04-28,7.0
Defunciones_2020-06-21,2020-04-28,7.0
Defunciones_2020-06-22,2020-04-28,7.0
Defunciones_2020-06-23,2020-04-28,7.0
Defunciones_2020-06-24,2020-04-28,7.0
Defunciones_2020-06-25,2020-04-28,7.0
Defunciones_2020-06-26,2020-04-28,7.0
Defunciones_2020-06-27,2020-04-28,7.0
Defunciones_2020-06-28,2020-04-28,7.0
Defunciones_2020-06-29,2020-04-28,7.0
Defunciones_2020-06-30,2020-04-28,7.0
Defunciones_2020-07-01,2020-04-28,7.0
Defunciones_2020-07-02,2020-04-28,7.0
Defunciones_2020-07-03,2020-04-28,7.0
Defunciones_2020-07-04,2020-04-28,7.0
Defunciones_2020-07-05,2020-04-28,7.0
Defunciones_2020-07-06,2020-04-28,7.0
Defunciones_2020-07-07,2020-04-28,7.0
Defunciones_2020-07-08,2020-04-28,7.0
Defunciones_2020-07-09,2020-04-28,7.0
Defunciones_2020-07-10,2020-04-28,7.0
Defunciones_2020-07-11,2020-04-28,7.0
Defunciones_2020-07-12,2020-04-28,7.0
Defunciones_2020-07-13,2020-04-28,7.0
Defunciones_2020-07-14,2020-04-28,7.0
Defunciones_2020-07-15,2020-04-28,7.0
Defunciones_2020-07-16,2020-04-28,7.0
Defunciones_2020-06-07,2020-04-29,6.0
Defunciones_2020-06-08,2020-04-29,6.0
Defunciones_2020-06-09,2020-04-29,6.0
Defunciones_2020-06-10,2020-04-29,6.0
Defunciones_2020-06-11,2020-04-29,6.0
Defunciones_2020-06-12,2020-04-29,6.0
Defunciones_2020-06-13,2020-04-29,6.0
Defunciones_2020-06-14,2020-04-29,6.0
Defunciones_2020-06-15,2020-04-29,6.0
Defunciones_2020-06-16,2020-04-29,6.0
Defunciones_2020-06-17,2020-04-29,6.0
Defunciones_2020-06-18,2020-04-29,6.0
Defunciones_2020-06-19,2020-04-29,6.0
Defunciones_2020-06-20,2020-04-29,6.0
Defunciones_2020-06-21,2020-04-29,6.0
Defunciones_2020-06-22,2020-04-29,6.0
Defunciones_2020-06-23,2020-04-29,6.0
Defunciones_2020-06-24,2020-04-29,6.0
Defunciones_2020-06-25,2020-04-29,6.0
Defunciones_2020-06-26,2020-04-29,6.0
Defunciones_2020-06-27,2020-04-29,7.0
Defunciones_2020-06-28,2020-04-29,7.0
Defunciones_2020-06-29,2020-04-29,7.0
Defunciones_2020-06-30,2020-04-29,7.0
Defunciones_2020-07-01,2020-04-29,7.0
Defunciones_2020-07-02,2020-04-29,7.0
Defunciones_2020-07-03,2020-04-29,7.0
Defunciones_2020-07-04,2020-04-29,7.0
Defunciones_2020-07-05,2020-04-29,7.0
Defunciones_2020-07-06,2020-04-29,7.0
Defunciones_2020-07-07,2020-04-29,7.0
Defunciones_2020-07-08,2020-04-29,7.0
Defunciones_2020-07-09,2020-04-29,7.0
Defunciones_2020-07-10,2020-04-29,7.0
Defunciones_2020-07-11,2020-04-29,7.0
Defunciones_2020-07-12,2020-04-29,7.0
Defunciones_2020-07-13,2020-04-29,7.0
Defunciones_2020-07-14,2020-04-29,7.0
Defunciones_2020-07-15,2020-04-29,7.0
Defunciones_2020-07-16,2020-04-29,7.0
Defunciones_2020-06-07,2020-04-30,8.0
Defunciones_2020-06-08,2020-04-30,8.0
Defunciones_2020-06-09,2020-04-30,8.0
Defunciones_2020-06-10,2020-04-30,8.0
Defunciones_2020-06-11,2020-04-30,8.0
Defunciones_2020-06-12,2020-04-30,8.0
Defunciones_2020-06-13,2020-04-30,8.0
Defunciones_2020-06-14,2020-04-30,8.0
Defunciones_2020-06-15,2020-04-30,8.0
Defunciones_2020-06-16,2020-04-30,8.0
Defunciones_2020-06-17,2020-04-30,8.0
Defunciones_2020-06-18,2020-04-30,8.0
Defunciones_2020-06-19,2020-04-30,8.0
Defunciones_2020-06-20,2020-04-30,8.0
Defunciones_2020-06-21,2020-04-30,8.0
Defunciones_2020-06-22,2020-04-30,8.0
Defunciones_2020-06-23,2020-04-30,8.0
Defunciones_2020-06-24,2020-04-30,8.0
Defunciones_2020-06-25,2020-04-30,8.0
Defunciones_2020-06-26,2020-04-30,8.0
Defunciones_2020-06-27,2020-04-30,8.0
Defunciones_2020-06-28,2020-04-30,8.0
Defunciones_2020-06-29,2020-04-30,8.0
Defunciones_2020-06-30,2020-04-30,8.0
Defunciones_2020-07-01,2020-04-30,8.0
Defunciones_2020-07-02,2020-04-30,8.0
Defunciones_2020-07-03,2020-04-30,8.0
Defunciones_2020-07-04,2020-04-30,8.0
Defunciones_2020-07-05,2020-04-30,8.0
Defunciones_2020-07-06,2020-04-30,8.0
Defunciones_2020-07-07,2020-04-30,8.0
Defunciones_2020-07-08,2020-04-30,8.0
Defunciones_2020-07-09,2020-04-30,8.0
Defunciones_2020-07-10,2020-04-30,8.0
Defunciones_2020-07-11,2020-04-30,8.0
Defunciones_2020-07-12,2020-04-30,8.0
Defunciones_2020-07-13,2020-04-30,8.0
Defunciones_2020-07-14,2020-04-30,8.0
Defunciones_2020-07-15,2020-04-30,8.0
Defunciones_2020-07-16,2020-04-30,8.0
Defunciones_2020-06-07,2020-05-01,10.0
Defunciones_2020-06-08,2020-05-01,10.0
Defunciones_2020-06-09,2020-05-01,10.0
Defunciones_2020-06-10,2020-05-01,10.0
Defunciones_2020-06-11,2020-05-01,10.0
Defunciones_2020-06-12,2020-05-01,10.0
Defunciones_2020-06-13,2020-05-01,10.0
Defunciones_2020-06-14,2020-05-01,10.0
Defunciones_2020-06-15,2020-05-01,10.0
Defunciones_2020-06-16,2020-05-01,10.0
Defunciones_2020-06-17,2020-05-01,10.0
Defunciones_2020-06-18,2020-05-01,10.0
Defunciones_2020-06-19,2020-05-01,10.0
Defunciones_2020-06-20,2020-05-01,10.0
Defunciones_2020-06-21,2020-05-01,10.0
Defunciones_2020-06-22,2020-05-01,10.0
Defunciones_2020-06-23,2020-05-01,10.0
Defunciones_2020-06-24,2020-05-01,10.0
Defunciones_2020-06-25,2020-05-01,10.0
Defunciones_2020-06-26,2020-05-01,10.0
Defunciones_2020-06-27,2020-05-01,10.0
Defunciones_2020-06-28,2020-05-01,10.0
Defunciones_2020-06-29,2020-05-01,10.0
Defunciones_2020-06-30,2020-05-01,10.0
Defunciones_2020-07-01,2020-05-01,10.0
Defunciones_2020-07-02,2020-05-01,10.0
Defunciones_2020-07-03,2020-05-01,10.0
Defunciones_2020-07-04,2020-05-01,10.0
Defunciones_2020-07-05,2020-05-01,10.0
Defunciones_2020-07-06,2020-05-01,10.0
Defunciones_2020-07-07,2020-05-01,10.0
Defunciones_2020-07-08,2020-05-01,10.0
Defunciones_2020-07-09,2020-05-01,10.0
Defunciones_2020-07-10,2020-05-01,10.0
Defunciones_2020-07-11,2020-05-01,10.0
Defunciones_2020-07-12,2020-05-01,10.0
Defunciones_2020-07-13,2020-05-01,10.0
Defunciones_2020-07-14,2020-05-01,10.0
Defunciones_2020-07-15,2020-05-01,10.0
Defunciones_2020-07-16,2020-05-01,10.0
Defunciones_2020-06-07,2020-05-02,7.0
Defunciones_2020-06-08,2020-05-02,7.0
Defunciones_2020-06-09,2020-05-02,7.0
Defunciones_2020-06-10,2020-05-02,7.0
Defunciones_2020-06-11,2020-05-02,7.0
Defunciones_2020-06-12,2020-05-02,7.0
Defunciones_2020-06-13,2020-05-02,7.0
Defunciones_2020-06-14,2020-05-02,7.0
Defunciones_2020-06-15,2020-05-02,7.0
Defunciones_2020-06-16,2020-05-02,7.0
Defunciones_2020-06-17,2020-05-02,7.0
Defunciones_2020-06-18,2020-05-02,7.0
Defunciones_2020-06-19,2020-05-02,7.0
Defunciones_2020-06-20,2020-05-02,7.0
Defunciones_2020-06-21,2020-05-02,7.0
Defunciones_2020-06-22,2020-05-02,7.0
Defunciones_2020-06-23,2020-05-02,7.0
Defunciones_2020-06-24,2020-05-02,7.0
Defunciones_2020-06-25,2020-05-02,7.0
Defunciones_2020-06-26,2020-05-02,7.0
Defunciones_2020-06-27,2020-05-02,7.0
Defunciones_2020-06-28,2020-05-02,7.0
Defunciones_2020-06-29,2020-05-02,7.0
Defunciones_2020-06-30,2020-05-02,7.0
Defunciones_2020-07-01,2020-05-02,7.0
Defunciones_2020-07-02,2020-05-02,7.0
Defunciones_2020-07-03,2020-05-02,7.0
Defunciones_2020-07-04,2020-05-02,7.0
Defunciones_2020-07-05,2020-05-02,7.0
Defunciones_2020-07-06,2020-05-02,7.0
Defunciones_2020-07-07,2020-05-02,7.0
Defunciones_2020-07-08,2020-05-02,7.0
Defunciones_2020-07-09,2020-05-02,7.0
Defunciones_2020-07-10,2020-05-02,7.0
Defunciones_2020-07-11,2020-05-02,7.0
Defunciones_2020-07-12,2020-05-02,7.0
Defunciones_2020-07-13,2020-05-02,7.0
Defunciones_2020-07-14,2020-05-02,7.0
Defunciones_2020-07-15,2020-05-02,7.0
Defunciones_2020-07-16,2020-05-02,7.0
Defunciones_2020-06-07,2020-05-03,19.0
Defunciones_2020-06-08,2020-05-03,19.0
Defunciones_2020-06-09,2020-05-03,19.0
Defunciones_2020-06-10,2020-05-03,19.0
Defunciones_2020-06-11,2020-05-03,19.0
Defunciones_2020-06-12,2020-05-03,19.0
Defunciones_2020-06-13,2020-05-03,19.0
Defunciones_2020-06-14,2020-05-03,19.0
Defunciones_2020-06-15,2020-05-03,19.0
Defunciones_2020-06-16,2020-05-03,19.0
Defunciones_2020-06-17,2020-05-03,19.0
Defunciones_2020-06-18,2020-05-03,19.0
Defunciones_2020-06-19,2020-05-03,19.0
Defunciones_2020-06-20,2020-05-03,19.0
Defunciones_2020-06-21,2020-05-03,19.0
Defunciones_2020-06-22,2020-05-03,19.0
Defunciones_2020-06-23,2020-05-03,19.0
Defunciones_2020-06-24,2020-05-03,19.0
Defunciones_2020-06-25,2020-05-03,19.0
Defunciones_2020-06-26,2020-05-03,19.0
Defunciones_2020-06-27,2020-05-03,19.0
Defunciones_2020-06-28,2020-05-03,19.0
Defunciones_2020-06-29,2020-05-03,19.0
Defunciones_2020-06-30,2020-05-03,19.0
Defunciones_2020-07-01,2020-05-03,19.0
Defunciones_2020-07-02,2020-05-03,19.0
Defunciones_2020-07-03,2020-05-03,19.0
Defunciones_2020-07-04,2020-05-03,19.0
Defunciones_2020-07-05,2020-05-03,19.0
Defunciones_2020-07-06,2020-05-03,19.0
Defunciones_2020-07-07,2020-05-03,19.0
Defunciones_2020-07-08,2020-05-03,19.0
Defunciones_2020-07-09,2020-05-03,19.0
Defunciones_2020-07-10,2020-05-03,19.0
Defunciones_2020-07-11,2020-05-03,19.0
Defunciones_2020-07-12,2020-05-03,19.0
Defunciones_2020-07-13,2020-05-03,19.0
Defunciones_2020-07-14,2020-05-03,19.0
Defunciones_2020-07-15,2020-05-03,19.0
Defunciones_2020-07-16,2020-05-03,19.0
Defunciones_2020-06-07,2020-05-04,11.0
Defunciones_2020-06-08,2020-05-04,12.0
Defunciones_2020-06-09,2020-05-04,12.0
Defunciones_2020-06-10,2020-05-04,12.0
Defunciones_2020-06-11,2020-05-04,12.0
Defunciones_2020-06-12,2020-05-04,12.0
Defunciones_2020-06-13,2020-05-04,12.0
Defunciones_2020-06-14,2020-05-04,12.0
Defunciones_2020-06-15,2020-05-04,12.0
Defunciones_2020-06-16,2020-05-04,12.0
Defunciones_2020-06-17,2020-05-04,12.0
Defunciones_2020-06-18,2020-05-04,12.0
Defunciones_2020-06-19,2020-05-04,12.0
Defunciones_2020-06-20,2020-05-04,12.0
Defunciones_2020-06-21,2020-05-04,12.0
Defunciones_2020-06-22,2020-05-04,12.0
Defunciones_2020-06-23,2020-05-04,12.0
Defunciones_2020-06-24,2020-05-04,12.0
Defunciones_2020-06-25,2020-05-04,12.0
Defunciones_2020-06-26,2020-05-04,12.0
Defunciones_2020-06-27,2020-05-04,13.0
Defunciones_2020-06-28,2020-05-04,13.0
Defunciones_2020-06-29,2020-05-04,13.0
Defunciones_2020-06-30,2020-05-04,13.0
Defunciones_2020-07-01,2020-05-04,13.0
Defunciones_2020-07-02,2020-05-04,13.0
Defunciones_2020-07-03,2020-05-04,13.0
Defunciones_2020-07-04,2020-05-04,13.0
Defunciones_2020-07-05,2020-05-04,13.0
Defunciones_2020-07-06,2020-05-04,13.0
Defunciones_2020-07-07,2020-05-04,13.0
Defunciones_2020-07-08,2020-05-04,13.0
Defunciones_2020-07-09,2020-05-04,13.0
Defunciones_2020-07-10,2020-05-04,13.0
Defunciones_2020-07-11,2020-05-04,13.0
Defunciones_2020-07-12,2020-05-04,13.0
Defunciones_2020-07-13,2020-05-04,13.0
Defunciones_2020-07-14,2020-05-04,13.0
Defunciones_2020-07-15,2020-05-04,13.0
Defunciones_2020-07-16,2020-05-04,13.0
Defunciones_2020-06-07,2020-05-05,11.0
Defunciones_2020-06-08,2020-05-05,11.0
Defunciones_2020-06-09,2020-05-05,11.0
Defunciones_2020-06-10,2020-05-05,11.0
Defunciones_2020-06-11,2020-05-05,11.0
Defunciones_2020-06-12,2020-05-05,11.0
Defunciones_2020-06-13,2020-05-05,11.0
Defunciones_2020-06-14,2020-05-05,11.0
Defunciones_2020-06-15,2020-05-05,11.0
Defunciones_2020-06-16,2020-05-05,11.0
Defunciones_2020-06-17,2020-05-05,11.0
Defunciones_2020-06-18,2020-05-05,11.0
Defunciones_2020-06-19,2020-05-05,11.0
Defunciones_2020-06-20,2020-05-05,11.0
Defunciones_2020-06-21,2020-05-05,11.0
Defunciones_2020-06-22,2020-05-05,11.0
Defunciones_2020-06-23,2020-05-05,11.0
Defunciones_2020-06-24,2020-05-05,11.0
Defunciones_2020-06-25,2020-05-05,11.0
Defunciones_2020-06-26,2020-05-05,11.0
Defunciones_2020-06-27,2020-05-05,11.0
Defunciones_2020-06-28,2020-05-05,11.0
Defunciones_2020-06-29,2020-05-05,11.0
Defunciones_2020-06-30,2020-05-05,11.0
Defunciones_2020-07-01,2020-05-05,11.0
Defunciones_2020-07-02,2020-05-05,11.0
Defunciones_2020-07-03,2020-05-05,11.0
Defunciones_2020-07-04,2020-05-05,11.0
Defunciones_2020-07-05,2020-05-05,11.0
Defunciones_2020-07-06,2020-05-05,11.0
Defunciones_2020-07-07,2020-05-05,11.0
Defunciones_2020-07-08,2020-05-05,11.0
Defunciones_2020-07-09,2020-05-05,11.0
Defunciones_2020-07-10,2020-05-05,11.0
Defunciones_2020-07-11,2020-05-05,11.0
Defunciones_2020-07-12,2020-05-05,11.0
Defunciones_2020-07-13,2020-05-05,11.0
Defunciones_2020-07-14,2020-05-05,11.0
Defunciones_2020-07-15,2020-05-05,12.0
Defunciones_2020-07-16,2020-05-05,12.0
Defunciones_2020-06-07,2020-05-06,14.0
Defunciones_2020-06-08,2020-05-06,14.0
Defunciones_2020-06-09,2020-05-06,14.0
Defunciones_2020-06-10,2020-05-06,14.0
Defunciones_2020-06-11,2020-05-06,14.0
Defunciones_2020-06-12,2020-05-06,14.0
Defunciones_2020-06-13,2020-05-06,14.0
Defunciones_2020-06-14,2020-05-06,14.0
Defunciones_2020-06-15,2020-05-06,14.0
Defunciones_2020-06-16,2020-05-06,14.0
Defunciones_2020-06-17,2020-05-06,14.0
Defunciones_2020-06-18,2020-05-06,14.0
Defunciones_2020-06-19,2020-05-06,14.0
Defunciones_2020-06-20,2020-05-06,14.0
Defunciones_2020-06-21,2020-05-06,14.0
Defunciones_2020-06-22,2020-05-06,14.0
Defunciones_2020-06-23,2020-05-06,14.0
Defunciones_2020-06-24,2020-05-06,14.0
Defunciones_2020-06-25,2020-05-06,14.0
Defunciones_2020-06-26,2020-05-06,14.0
Defunciones_2020-06-27,2020-05-06,15.0
Defunciones_2020-06-28,2020-05-06,15.0
Defunciones_2020-06-29,2020-05-06,15.0
Defunciones_2020-06-30,2020-05-06,15.0
Defunciones_2020-07-01,2020-05-06,15.0
Defunciones_2020-07-02,2020-05-06,15.0
