Serie,Publicacion,Fecha,Numero defunciones
sospechosos,2020-08-21,2020-05-29,52
confirmados,2020-08-22,2020-05-29,141
confirmados,2020-08-23,2020-05-29,141
confirmados,2020-08-24,2020-05-29,141
confirmados,2020-08-25,2020-05-29,141
confirmados,2020-08-26,2020-05-29,141
confirmados,2020-08-27,2020-05-29,141
confirmados,2020-08-28,2020-05-29,141
confirmados,2020-08-29,2020-05-29,141
confirmados,2020-06-18,2020-05-30,142
sospechosos,2020-06-18,2020-05-30,54
confirmados,2020-06-28,2020-05-30,150
sospechosos,2020-06-28,2020-05-30,46
confirmados,2020-07-03,2020-05-30,150
sospechosos,2020-07-03,2020-05-30,46
confirmados,2020-07-09,2020-05-30,150
sospechosos,2020-07-09,2020-05-30,47
confirmados,2020-07-17,2020-05-30,150
confirmados,2020-07-18,2020-05-30,150
sospechosos,2020-07-18,2020-05-30,48
confirmados,2020-07-19,2020-05-30,150
confirmados,2020-07-20,2020-05-30,150
confirmados,2020-07-21,2020-05-30,150
confirmados,2020-07-22,2020-05-30,150
confirmados,2020-07-23,2020-05-30,150
sospechosos,2020-07-24,2020-05-30,46
confirmados,2020-07-24,2020-05-30,150
confirmados,2020-07-25,2020-05-30,150
confirmados,2020-07-26,2020-05-30,150
confirmados,2020-07-27,2020-05-30,150
confirmados,2020-07-28,2020-05-30,150
confirmados,2020-07-29,2020-05-30,150
confirmados,2020-07-30,2020-05-30,150
confirmados,2020-07-31,2020-05-30,150
sospechosos,2020-08-01,2020-05-30,43
confirmados,2020-08-01,2020-05-30,150
confirmados,2020-08-02,2020-05-30,150
confirmados,2020-08-03,2020-05-30,150
confirmados,2020-08-04,2020-05-30,150
confirmados,2020-08-05,2020-05-30,150
confirmados,2020-08-06,2020-05-30,150
confirmados,2020-08-07,2020-05-30,150
sospechosos,2020-08-07,2020-05-30,43
confirmados,2020-08-08,2020-05-30,150
sospechosos,2020-08-08,2020-05-30,43
confirmados,2020-08-09,2020-05-30,150
confirmados,2020-08-10,2020-05-30,150
confirmados,2020-08-11,2020-05-30,150
confirmados,2020-08-12,2020-05-30,150
confirmados,2020-08-13,2020-05-30,150
sospechosos,2020-08-14,2020-05-30,43
confirmados,2020-08-14,2020-05-30,150
confirmados,2020-08-15,2020-05-30,150
confirmados,2020-08-16,2020-05-30,150
confirmados,2020-08-17,2020-05-30,150
confirmados,2020-08-18,2020-05-30,150
confirmados,2020-08-19,2020-05-30,150
confirmados,2020-08-20,2020-05-30,150
confirmados,2020-08-21,2020-05-30,150
sospechosos,2020-08-21,2020-05-30,43
confirmados,2020-08-22,2020-05-30,150
confirmados,2020-08-23,2020-05-30,150
confirmados,2020-08-24,2020-05-30,150
confirmados,2020-08-25,2020-05-30,150
confirmados,2020-08-26,2020-05-30,150
confirmados,2020-08-27,2020-05-30,150
confirmados,2020-08-28,2020-05-30,150
confirmados,2020-08-29,2020-05-30,150
confirmados,2020-06-18,2020-05-31,123
sospechosos,2020-06-18,2020-05-31,62
confirmados,2020-06-28,2020-05-31,128
sospechosos,2020-06-28,2020-05-31,63
confirmados,2020-07-03,2020-05-31,129
sospechosos,2020-07-03,2020-05-31,63
confirmados,2020-07-09,2020-05-31,131
sospechosos,2020-07-09,2020-05-31,62
confirmados,2020-07-17,2020-05-31,131
confirmados,2020-07-18,2020-05-31,131
sospechosos,2020-07-18,2020-05-31,62
confirmados,2020-07-19,2020-05-31,131
confirmados,2020-07-20,2020-05-31,131
confirmados,2020-07-21,2020-05-31,131
confirmados,2020-07-22,2020-05-31,131
confirmados,2020-07-23,2020-05-31,131
sospechosos,2020-07-24,2020-05-31,61
confirmados,2020-07-24,2020-05-31,131
confirmados,2020-07-25,2020-05-31,131
confirmados,2020-07-26,2020-05-31,131
confirmados,2020-07-27,2020-05-31,131
confirmados,2020-07-28,2020-05-31,131
confirmados,2020-07-29,2020-05-31,131
confirmados,2020-07-30,2020-05-31,131
confirmados,2020-07-31,2020-05-31,131
sospechosos,2020-08-01,2020-05-31,61
confirmados,2020-08-01,2020-05-31,131
confirmados,2020-08-02,2020-05-31,131
confirmados,2020-08-03,2020-05-31,131
confirmados,2020-08-04,2020-05-31,131
confirmados,2020-08-05,2020-05-31,131
confirmados,2020-08-06,2020-05-31,131
confirmados,2020-08-07,2020-05-31,131
sospechosos,2020-08-07,2020-05-31,60
confirmados,2020-08-08,2020-05-31,131
sospechosos,2020-08-08,2020-05-31,60
confirmados,2020-08-09,2020-05-31,131
confirmados,2020-08-10,2020-05-31,131
confirmados,2020-08-11,2020-05-31,131
confirmados,2020-08-12,2020-05-31,131
confirmados,2020-08-13,2020-05-31,131
sospechosos,2020-08-14,2020-05-31,58
confirmados,2020-08-14,2020-05-31,131
confirmados,2020-08-15,2020-05-31,131
confirmados,2020-08-16,2020-05-31,131
confirmados,2020-08-17,2020-05-31,131
confirmados,2020-08-18,2020-05-31,131
confirmados,2020-08-19,2020-05-31,131
confirmados,2020-08-20,2020-05-31,131
confirmados,2020-08-21,2020-05-31,131
sospechosos,2020-08-21,2020-05-31,58
confirmados,2020-08-22,2020-05-31,131
confirmados,2020-08-23,2020-05-31,131
confirmados,2020-08-24,2020-05-31,131
confirmados,2020-08-25,2020-05-31,131
confirmados,2020-08-26,2020-05-31,131
confirmados,2020-08-27,2020-05-31,131
confirmados,2020-08-28,2020-05-31,131
confirmados,2020-08-29,2020-05-31,131
confirmados,2020-06-18,2020-06-01,155
sospechosos,2020-06-18,2020-06-01,66
confirmados,2020-06-28,2020-06-01,158
sospechosos,2020-06-28,2020-06-01,62
confirmados,2020-07-03,2020-06-01,158
sospechosos,2020-07-03,2020-06-01,60
confirmados,2020-07-09,2020-06-01,158
sospechosos,2020-07-09,2020-06-01,62
confirmados,2020-07-17,2020-06-01,158
confirmados,2020-07-18,2020-06-01,158
sospechosos,2020-07-18,2020-06-01,60
confirmados,2020-07-19,2020-06-01,158
confirmados,2020-07-20,2020-06-01,158
confirmados,2020-07-21,2020-06-01,158
confirmados,2020-07-22,2020-06-01,158
confirmados,2020-07-23,2020-06-01,158
sospechosos,2020-07-24,2020-06-01,60
confirmados,2020-07-24,2020-06-01,158
confirmados,2020-07-25,2020-06-01,158
confirmados,2020-07-26,2020-06-01,158
confirmados,2020-07-27,2020-06-01,158
confirmados,2020-07-28,2020-06-01,158
confirmados,2020-07-29,2020-06-01,158
confirmados,2020-07-30,2020-06-01,158
confirmados,2020-07-31,2020-06-01,158
sospechosos,2020-08-01,2020-06-01,59
confirmados,2020-08-01,2020-06-01,158
confirmados,2020-08-02,2020-06-01,158
confirmados,2020-08-03,2020-06-01,158
confirmados,2020-08-04,2020-06-01,158
confirmados,2020-08-05,2020-06-01,158
confirmados,2020-08-06,2020-06-01,158
confirmados,2020-08-07,2020-06-01,158
sospechosos,2020-08-07,2020-06-01,59
confirmados,2020-08-08,2020-06-01,158
sospechosos,2020-08-08,2020-06-01,59
confirmados,2020-08-09,2020-06-01,158
confirmados,2020-08-10,2020-06-01,158
confirmados,2020-08-11,2020-06-01,158
confirmados,2020-08-12,2020-06-01,158
confirmados,2020-08-13,2020-06-01,158
sospechosos,2020-08-14,2020-06-01,58
confirmados,2020-08-14,2020-06-01,158
confirmados,2020-08-15,2020-06-01,158
confirmados,2020-08-16,2020-06-01,158
confirmados,2020-08-17,2020-06-01,158
confirmados,2020-08-18,2020-06-01,158
confirmados,2020-08-19,2020-06-01,158
confirmados,2020-08-20,2020-06-01,158
confirmados,2020-08-21,2020-06-01,158
sospechosos,2020-08-21,2020-06-01,57
confirmados,2020-08-22,2020-06-01,158
confirmados,2020-08-23,2020-06-01,158
confirmados,2020-08-24,2020-06-01,158
confirmados,2020-08-25,2020-06-01,158
confirmados,2020-08-26,2020-06-01,158
confirmados,2020-08-27,2020-06-01,158
confirmados,2020-08-28,2020-06-01,158
confirmados,2020-08-29,2020-06-01,158
confirmados,2020-06-18,2020-06-02,151
sospechosos,2020-06-18,2020-06-02,68
confirmados,2020-06-28,2020-06-02,156
sospechosos,2020-06-28,2020-06-02,60
confirmados,2020-07-03,2020-06-02,157
sospechosos,2020-07-03,2020-06-02,58
confirmados,2020-07-09,2020-06-02,157
sospechosos,2020-07-09,2020-06-02,58
confirmados,2020-07-17,2020-06-02,157
confirmados,2020-07-18,2020-06-02,157
sospechosos,2020-07-18,2020-06-02,60
confirmados,2020-07-19,2020-06-02,157
confirmados,2020-07-20,2020-06-02,157
confirmados,2020-07-21,2020-06-02,157
confirmados,2020-07-22,2020-06-02,157
confirmados,2020-07-23,2020-06-02,157
sospechosos,2020-07-24,2020-06-02,60
confirmados,2020-07-24,2020-06-02,157
confirmados,2020-07-25,2020-06-02,157
confirmados,2020-07-26,2020-06-02,157
confirmados,2020-07-27,2020-06-02,157
confirmados,2020-07-28,2020-06-02,157
confirmados,2020-07-29,2020-06-02,157
confirmados,2020-07-30,2020-06-02,157
confirmados,2020-07-31,2020-06-02,157
sospechosos,2020-08-01,2020-06-02,61
confirmados,2020-08-01,2020-06-02,157
confirmados,2020-08-02,2020-06-02,157
confirmados,2020-08-03,2020-06-02,157
confirmados,2020-08-04,2020-06-02,157
confirmados,2020-08-05,2020-06-02,157
confirmados,2020-08-06,2020-06-02,157
confirmados,2020-08-07,2020-06-02,157
sospechosos,2020-08-07,2020-06-02,59
confirmados,2020-08-08,2020-06-02,157
sospechosos,2020-08-08,2020-06-02,59
confirmados,2020-08-09,2020-06-02,157
confirmados,2020-08-10,2020-06-02,157
confirmados,2020-08-11,2020-06-02,157
confirmados,2020-08-12,2020-06-02,157
confirmados,2020-08-13,2020-06-02,157
sospechosos,2020-08-14,2020-06-02,58
confirmados,2020-08-14,2020-06-02,157
confirmados,2020-08-15,2020-06-02,157
confirmados,2020-08-16,2020-06-02,157
confirmados,2020-08-17,2020-06-02,157
confirmados,2020-08-18,2020-06-02,157
confirmados,2020-08-19,2020-06-02,157
confirmados,2020-08-20,2020-06-02,157
confirmados,2020-08-21,2020-06-02,157
sospechosos,2020-08-21,2020-06-02,58
confirmados,2020-08-22,2020-06-02,157
confirmados,2020-08-23,2020-06-02,157
confirmados,2020-08-24,2020-06-02,157
confirmados,2020-08-25,2020-06-02,157
confirmados,2020-08-26,2020-06-02,157
confirmados,2020-08-27,2020-06-02,157
confirmados,2020-08-28,2020-06-02,157
confirmados,2020-08-29,2020-06-02,157
confirmados,2020-06-18,2020-06-03,159
sospechosos,2020-06-18,2020-06-03,87
confirmados,2020-06-28,2020-06-03,166
sospechosos,2020-06-28,2020-06-03,79
confirmados,2020-07-03,2020-06-03,166
sospechosos,2020-07-03,2020-06-03,78
confirmados,2020-07-09,2020-06-03,167
sospechosos,2020-07-09,2020-06-03,78
confirmados,2020-07-17,2020-06-03,167
confirmados,2020-07-18,2020-06-03,167
sospechosos,2020-07-18,2020-06-03,76
confirmados,2020-07-19,2020-06-03,167
confirmados,2020-07-20,2020-06-03,167
confirmados,2020-07-21,2020-06-03,167
confirmados,2020-07-22,2020-06-03,167
confirmados,2020-07-23,2020-06-03,167
sospechosos,2020-07-24,2020-06-03,74
confirmados,2020-07-24,2020-06-03,167
confirmados,2020-07-25,2020-06-03,167
confirmados,2020-07-26,2020-06-03,167
confirmados,2020-07-27,2020-06-03,167
confirmados,2020-07-28,2020-06-03,167
confirmados,2020-07-29,2020-06-03,167
confirmados,2020-07-30,2020-06-03,167
confirmados,2020-07-31,2020-06-03,167
sospechosos,2020-08-01,2020-06-03,73
confirmados,2020-08-01,2020-06-03,167
confirmados,2020-08-02,2020-06-03,167
confirmados,2020-08-03,2020-06-03,167
confirmados,2020-08-04,2020-06-03,167
confirmados,2020-08-05,2020-06-03,167
confirmados,2020-08-06,2020-06-03,167
confirmados,2020-08-07,2020-06-03,167
sospechosos,2020-08-07,2020-06-03,73
confirmados,2020-08-08,2020-06-03,167
sospechosos,2020-08-08,2020-06-03,73
confirmados,2020-08-09,2020-06-03,167
confirmados,2020-08-10,2020-06-03,167
confirmados,2020-08-11,2020-06-03,167
confirmados,2020-08-12,2020-06-03,167
confirmados,2020-08-13,2020-06-03,167
sospechosos,2020-08-14,2020-06-03,73
confirmados,2020-08-14,2020-06-03,167
confirmados,2020-08-15,2020-06-03,167
confirmados,2020-08-16,2020-06-03,167
confirmados,2020-08-17,2020-06-03,167
confirmados,2020-08-18,2020-06-03,167
confirmados,2020-08-19,2020-06-03,167
confirmados,2020-08-20,2020-06-03,167
confirmados,2020-08-21,2020-06-03,167
sospechosos,2020-08-21,2020-06-03,73
confirmados,2020-08-22,2020-06-03,167
confirmados,2020-08-23,2020-06-03,167
confirmados,2020-08-24,2020-06-03,167
confirmados,2020-08-25,2020-06-03,167
confirmados,2020-08-26,2020-06-03,167
confirmados,2020-08-27,2020-06-03,167
confirmados,2020-08-28,2020-06-03,167
confirmados,2020-08-29,2020-06-03,167
confirmados,2020-06-18,2020-06-04,152
sospechosos,2020-06-18,2020-06-04,61
confirmados,2020-06-28,2020-06-04,165
sospechosos,2020-06-28,2020-06-04,50
confirmados,2020-07-03,2020-06-04,165
sospechosos,2020-07-03,2020-06-04,47
confirmados,2020-07-09,2020-06-04,165
sospechosos,2020-07-09,2020-06-04,47
confirmados,2020-07-17,2020-06-04,165
confirmados,2020-07-18,2020-06-04,165
sospechosos,2020-07-18,2020-06-04,48
confirmados,2020-07-19,2020-06-04,165
confirmados,2020-07-20,2020-06-04,165
confirmados,2020-07-21,2020-06-04,165
confirmados,2020-07-22,2020-06-04,165
confirmados,2020-07-23,2020-06-04,165
sospechosos,2020-07-24,2020-06-04,48
confirmados,2020-07-24,2020-06-04,165
confirmados,2020-07-25,2020-06-04,165
confirmados,2020-07-26,2020-06-04,165
confirmados,2020-07-27,2020-06-04,165
confirmados,2020-07-28,2020-06-04,165
confirmados,2020-07-29,2020-06-04,165
confirmados,2020-07-30,2020-06-04,165
confirmados,2020-07-31,2020-06-04,165
sospechosos,2020-08-01,2020-06-04,47
confirmados,2020-08-01,2020-06-04,165
confirmados,2020-08-02,2020-06-04,165
confirmados,2020-08-03,2020-06-04,165
confirmados,2020-08-04,2020-06-04,165
confirmados,2020-08-05,2020-06-04,165
confirmados,2020-08-06,2020-06-04,165
confirmados,2020-08-07,2020-06-04,165
sospechosos,2020-08-07,2020-06-04,47
confirmados,2020-08-08,2020-06-04,165
sospechosos,2020-08-08,2020-06-04,47
confirmados,2020-08-09,2020-06-04,165
confirmados,2020-08-10,2020-06-04,165
confirmados,2020-08-11,2020-06-04,165
confirmados,2020-08-12,2020-06-04,165
confirmados,2020-08-13,2020-06-04,165
sospechosos,2020-08-14,2020-06-04,47
confirmados,2020-08-14,2020-06-04,165
confirmados,2020-08-15,2020-06-04,165
confirmados,2020-08-16,2020-06-04,165
confirmados,2020-08-17,2020-06-04,165
confirmados,2020-08-18,2020-06-04,165
confirmados,2020-08-19,2020-06-04,165
confirmados,2020-08-20,2020-06-04,165
confirmados,2020-08-21,2020-06-04,165
sospechosos,2020-08-21,2020-06-04,47
confirmados,2020-08-22,2020-06-04,165
confirmados,2020-08-23,2020-06-04,165
confirmados,2020-08-24,2020-06-04,165
confirmados,2020-08-25,2020-06-04,165
confirmados,2020-08-26,2020-06-04,165
confirmados,2020-08-27,2020-06-04,165
confirmados,2020-08-28,2020-06-04,165
confirmados,2020-08-29,2020-06-04,165
confirmados,2020-06-18,2020-06-05,135
sospechosos,2020-06-18,2020-06-05,100
confirmados,2020-06-28,2020-06-05,168
sospechosos,2020-06-28,2020-06-05,73
confirmados,2020-07-03,2020-06-05,168
sospechosos,2020-07-03,2020-06-05,73
confirmados,2020-07-09,2020-06-05,169
sospechosos,2020-07-09,2020-06-05,75
confirmados,2020-07-17,2020-06-05,170
confirmados,2020-07-18,2020-06-05,170
sospechosos,2020-07-18,2020-06-05,74
confirmados,2020-07-19,2020-06-05,170
confirmados,2020-07-20,2020-06-05,170
confirmados,2020-07-21,2020-06-05,170
confirmados,2020-07-22,2020-06-05,170
confirmados,2020-07-23,2020-06-05,170
sospechosos,2020-07-24,2020-06-05,73
confirmados,2020-07-24,2020-06-05,171
confirmados,2020-07-25,2020-06-05,171
confirmados,2020-07-26,2020-06-05,171
confirmados,2020-07-27,2020-06-05,171
confirmados,2020-07-28,2020-06-05,171
confirmados,2020-07-29,2020-06-05,171
confirmados,2020-07-30,2020-06-05,171
confirmados,2020-07-31,2020-06-05,171
sospechosos,2020-08-01,2020-06-05,73
confirmados,2020-08-01,2020-06-05,171
confirmados,2020-08-02,2020-06-05,171
confirmados,2020-08-03,2020-06-05,171
confirmados,2020-08-04,2020-06-05,171
confirmados,2020-08-05,2020-06-05,171
confirmados,2020-08-06,2020-06-05,171
confirmados,2020-08-07,2020-06-05,171
sospechosos,2020-08-07,2020-06-05,74
confirmados,2020-08-08,2020-06-05,171
sospechosos,2020-08-08,2020-06-05,74
confirmados,2020-08-09,2020-06-05,171
confirmados,2020-08-10,2020-06-05,171
confirmados,2020-08-11,2020-06-05,171
confirmados,2020-08-12,2020-06-05,171
confirmados,2020-08-13,2020-06-05,171
sospechosos,2020-08-14,2020-06-05,74
confirmados,2020-08-14,2020-06-05,171
confirmados,2020-08-15,2020-06-05,171
confirmados,2020-08-16,2020-06-05,171
confirmados,2020-08-17,2020-06-05,171
confirmados,2020-08-18,2020-06-05,171
confirmados,2020-08-19,2020-06-05,171
confirmados,2020-08-20,2020-06-05,171
confirmados,2020-08-21,2020-06-05,171
sospechosos,2020-08-21,2020-06-05,74
confirmados,2020-08-22,2020-06-05,171
confirmados,2020-08-23,2020-06-05,171
confirmados,2020-08-24,2020-06-05,171
confirmados,2020-08-25,2020-06-05,171
confirmados,2020-08-26,2020-06-05,171
confirmados,2020-08-27,2020-06-05,171
confirmados,2020-08-28,2020-06-05,171
confirmados,2020-08-29,2020-06-05,171
confirmados,2020-06-18,2020-06-06,151
sospechosos,2020-06-18,2020-06-06,101
confirmados,2020-06-28,2020-06-06,177
sospechosos,2020-06-28,2020-06-06,74
confirmados,2020-07-03,2020-06-06,178
sospechosos,2020-07-03,2020-06-06,73
confirmados,2020-07-09,2020-06-06,179
sospechosos,2020-07-09,2020-06-06,74
confirmados,2020-07-17,2020-06-06,179
confirmados,2020-07-18,2020-06-06,179
sospechosos,2020-07-18,2020-06-06,75
confirmados,2020-07-19,2020-06-06,179
confirmados,2020-07-20,2020-06-06,179
confirmados,2020-07-21,2020-06-06,179
confirmados,2020-07-22,2020-06-06,179
confirmados,2020-07-23,2020-06-06,179
sospechosos,2020-07-24,2020-06-06,73
confirmados,2020-07-24,2020-06-06,179
confirmados,2020-07-25,2020-06-06,179
confirmados,2020-07-26,2020-06-06,179
confirmados,2020-07-27,2020-06-06,179
confirmados,2020-07-28,2020-06-06,179
confirmados,2020-07-29,2020-06-06,179
confirmados,2020-07-30,2020-06-06,179
confirmados,2020-07-31,2020-06-06,179
sospechosos,2020-08-01,2020-06-06,73
confirmados,2020-08-01,2020-06-06,179
confirmados,2020-08-02,2020-06-06,179
confirmados,2020-08-03,2020-06-06,179
confirmados,2020-08-04,2020-06-06,179
confirmados,2020-08-05,2020-06-06,179
confirmados,2020-08-06,2020-06-06,179
confirmados,2020-08-07,2020-06-06,179
sospechosos,2020-08-07,2020-06-06,73
confirmados,2020-08-08,2020-06-06,179
sospechosos,2020-08-08,2020-06-06,73
confirmados,2020-08-09,2020-06-06,179
confirmados,2020-08-10,2020-06-06,179
confirmados,2020-08-11,2020-06-06,179
confirmados,2020-08-12,2020-06-06,179
confirmados,2020-08-13,2020-06-06,179
sospechosos,2020-08-14,2020-06-06,72
confirmados,2020-08-14,2020-06-06,179
confirmados,2020-08-15,2020-06-06,179
confirmados,2020-08-16,2020-06-06,179
confirmados,2020-08-17,2020-06-06,178
confirmados,2020-08-18,2020-06-06,178
confirmados,2020-08-19,2020-06-06,178
confirmados,2020-08-20,2020-06-06,178
confirmados,2020-08-21,2020-06-06,178
sospechosos,2020-08-21,2020-06-06,72
confirmados,2020-08-22,2020-06-06,178
confirmados,2020-08-23,2020-06-06,178
confirmados,2020-08-24,2020-06-06,178
confirmados,2020-08-25,2020-06-06,178
confirmados,2020-08-26,2020-06-06,178
confirmados,2020-08-27,2020-06-06,178
confirmados,2020-08-28,2020-06-06,178
confirmados,2020-08-29,2020-06-06,178
confirmados,2020-06-18,2020-06-07,144
sospechosos,2020-06-18,2020-06-07,95
confirmados,2020-06-28,2020-06-07,163
sospechosos,2020-06-28,2020-06-07,73
confirmados,2020-07-03,2020-06-07,164
sospechosos,2020-07-03,2020-06-07,71
confirmados,2020-07-09,2020-06-07,164
sospechosos,2020-07-09,2020-06-07,70
confirmados,2020-07-17,2020-06-07,164
confirmados,2020-07-18,2020-06-07,164
sospechosos,2020-07-18,2020-06-07,70
confirmados,2020-07-19,2020-06-07,164
confirmados,2020-07-20,2020-06-07,164
confirmados,2020-07-21,2020-06-07,164
confirmados,2020-07-22,2020-06-07,164
confirmados,2020-07-23,2020-06-07,164
sospechosos,2020-07-24,2020-06-07,70
confirmados,2020-07-24,2020-06-07,164
confirmados,2020-07-25,2020-06-07,164
confirmados,2020-07-26,2020-06-07,164
confirmados,2020-07-27,2020-06-07,164
confirmados,2020-07-28,2020-06-07,164
confirmados,2020-07-29,2020-06-07,164
confirmados,2020-07-30,2020-06-07,164
confirmados,2020-07-31,2020-06-07,164
sospechosos,2020-08-01,2020-06-07,70
confirmados,2020-08-01,2020-06-07,164
confirmados,2020-08-02,2020-06-07,164
confirmados,2020-08-03,2020-06-07,164
confirmados,2020-08-04,2020-06-07,164
confirmados,2020-08-05,2020-06-07,164
confirmados,2020-08-06,2020-06-07,164
confirmados,2020-08-07,2020-06-07,164
sospechosos,2020-08-07,2020-06-07,69
confirmados,2020-08-08,2020-06-07,164
sospechosos,2020-08-08,2020-06-07,69
confirmados,2020-08-09,2020-06-07,164
confirmados,2020-08-10,2020-06-07,164
confirmados,2020-08-11,2020-06-07,164
confirmados,2020-08-12,2020-06-07,164
confirmados,2020-08-13,2020-06-07,164
sospechosos,2020-08-14,2020-06-07,69
confirmados,2020-08-14,2020-06-07,164
confirmados,2020-08-15,2020-06-07,164
confirmados,2020-08-16,2020-06-07,164
confirmados,2020-08-17,2020-06-07,164
confirmados,2020-08-18,2020-06-07,164
confirmados,2020-08-19,2020-06-07,164
confirmados,2020-08-20,2020-06-07,164
confirmados,2020-08-21,2020-06-07,164
sospechosos,2020-08-21,2020-06-07,68
confirmados,2020-08-22,2020-06-07,164
confirmados,2020-08-23,2020-06-07,164
confirmados,2020-08-24,2020-06-07,164
confirmados,2020-08-25,2020-06-07,164
confirmados,2020-08-26,2020-06-07,164
confirmados,2020-08-27,2020-06-07,164
confirmados,2020-08-28,2020-06-07,164
confirmados,2020-08-29,2020-06-07,164
confirmados,2020-06-18,2020-06-08,134
sospechosos,2020-06-18,2020-06-08,97
confirmados,2020-06-28,2020-06-08,151
sospechosos,2020-06-28,2020-06-08,76
confirmados,2020-07-03,2020-06-08,155
sospechosos,2020-07-03,2020-06-08,73
confirmados,2020-07-09,2020-06-08,155
sospechosos,2020-07-09,2020-06-08,73
confirmados,2020-07-17,2020-06-08,155
confirmados,2020-07-18,2020-06-08,155
sospechosos,2020-07-18,2020-06-08,74
confirmados,2020-07-19,2020-06-08,155
confirmados,2020-07-20,2020-06-08,155
confirmados,2020-07-21,2020-06-08,155
confirmados,2020-07-22,2020-06-08,155
confirmados,2020-07-23,2020-06-08,155
sospechosos,2020-07-24,2020-06-08,72
confirmados,2020-07-24,2020-06-08,155
confirmados,2020-07-25,2020-06-08,155
confirmados,2020-07-26,2020-06-08,155
confirmados,2020-07-27,2020-06-08,155
confirmados,2020-07-28,2020-06-08,155
confirmados,2020-07-29,2020-06-08,155
confirmados,2020-07-30,2020-06-08,155
confirmados,2020-07-31,2020-06-08,155
sospechosos,2020-08-01,2020-06-08,72
confirmados,2020-08-01,2020-06-08,155
confirmados,2020-08-02,2020-06-08,155
confirmados,2020-08-03,2020-06-08,155
confirmados,2020-08-04,2020-06-08,155
confirmados,2020-08-05,2020-06-08,155
confirmados,2020-08-06,2020-06-08,155
confirmados,2020-08-07,2020-06-08,155
sospechosos,2020-08-07,2020-06-08,70
confirmados,2020-08-08,2020-06-08,155
sospechosos,2020-08-08,2020-06-08,70
confirmados,2020-08-09,2020-06-08,155
confirmados,2020-08-10,2020-06-08,155
confirmados,2020-08-11,2020-06-08,155
confirmados,2020-08-12,2020-06-08,155
confirmados,2020-08-13,2020-06-08,155
sospechosos,2020-08-14,2020-06-08,70
confirmados,2020-08-14,2020-06-08,155
confirmados,2020-08-15,2020-06-08,155
confirmados,2020-08-16,2020-06-08,155
confirmados,2020-08-17,2020-06-08,155
confirmados,2020-08-18,2020-06-08,155
confirmados,2020-08-19,2020-06-08,155
confirmados,2020-08-20,2020-06-08,155
confirmados,2020-08-21,2020-06-08,155
sospechosos,2020-08-21,2020-06-08,70
confirmados,2020-08-22,2020-06-08,155
confirmados,2020-08-23,2020-06-08,155
confirmados,2020-08-24,2020-06-08,155
confirmados,2020-08-25,2020-06-08,155
confirmados,2020-08-26,2020-06-08,155
confirmados,2020-08-27,2020-06-08,155
confirmados,2020-08-28,2020-06-08,155
confirmados,2020-08-29,2020-06-08,155
confirmados,2020-06-18,2020-06-09,156
sospechosos,2020-06-18,2020-06-09,114
confirmados,2020-06-28,2020-06-09,185
sospechosos,2020-06-28,2020-06-09,84
confirmados,2020-07-03,2020-06-09,186
sospechosos,2020-07-03,2020-06-09,84
confirmados,2020-07-09,2020-06-09,187
sospechosos,2020-07-09,2020-06-09,84
confirmados,2020-07-17,2020-06-09,187
confirmados,2020-07-18,2020-06-09,187
sospechosos,2020-07-18,2020-06-09,84
confirmados,2020-07-19,2020-06-09,187
confirmados,2020-07-20,2020-06-09,187
confirmados,2020-07-21,2020-06-09,187
confirmados,2020-07-22,2020-06-09,187
confirmados,2020-07-23,2020-06-09,187
sospechosos,2020-07-24,2020-06-09,80
confirmados,2020-07-24,2020-06-09,187
confirmados,2020-07-25,2020-06-09,187
confirmados,2020-07-26,2020-06-09,187
confirmados,2020-07-27,2020-06-09,187
confirmados,2020-07-28,2020-06-09,187
confirmados,2020-07-29,2020-06-09,187
confirmados,2020-07-30,2020-06-09,187
confirmados,2020-07-31,2020-06-09,187
sospechosos,2020-08-01,2020-06-09,78
confirmados,2020-08-01,2020-06-09,187
confirmados,2020-08-02,2020-06-09,187
confirmados,2020-08-03,2020-06-09,187
confirmados,2020-08-04,2020-06-09,187
confirmados,2020-08-05,2020-06-09,187
confirmados,2020-08-06,2020-06-09,187
confirmados,2020-08-07,2020-06-09,187
sospechosos,2020-08-07,2020-06-09,78
confirmados,2020-08-08,2020-06-09,187
sospechosos,2020-08-08,2020-06-09,78
confirmados,2020-08-09,2020-06-09,187
confirmados,2020-08-10,2020-06-09,187
confirmados,2020-08-11,2020-06-09,187
confirmados,2020-08-12,2020-06-09,187
confirmados,2020-08-13,2020-06-09,187
sospechosos,2020-08-14,2020-06-09,77
confirmados,2020-08-14,2020-06-09,187
confirmados,2020-08-15,2020-06-09,187
confirmados,2020-08-16,2020-06-09,187
confirmados,2020-08-17,2020-06-09,187
confirmados,2020-08-18,2020-06-09,187
confirmados,2020-08-19,2020-06-09,187
confirmados,2020-08-20,2020-06-09,187
confirmados,2020-08-21,2020-06-09,187
sospechosos,2020-08-21,2020-06-09,76
confirmados,2020-08-22,2020-06-09,187
confirmados,2020-08-23,2020-06-09,187
confirmados,2020-08-24,2020-06-09,187
confirmados,2020-08-25,2020-06-09,187
confirmados,2020-08-26,2020-06-09,187
confirmados,2020-08-27,2020-06-09,187
confirmados,2020-08-28,2020-06-09,187
confirmados,2020-08-29,2020-06-09,187
confirmados,2020-06-18,2020-06-10,137
