Region,Codigo region,Poblacion,fecha,numero
Los Lagos,10,891440,2020-06-23,30
Aysén,11,107297,2020-06-23,1
Magallanes,12,178362,2020-06-23,2
Arica y Parinacota,15,252110,2020-06-24,14
Tarapacá,1,382773,2020-06-24,36
Antofagasta,2,691854,2020-06-24,79
Atacama,3,314709,2020-06-24,10
Coquimbo,4,836096,2020-06-24,26
Valparaíso,5,1960170,2020-06-24,121
Metropolitana,13,8125072,2020-06-24,1482
O’Higgins,6,991063,2020-06-24,68
Maule,7,1131939,2020-06-24,70
Ñuble,16,511551,2020-06-24,15
Biobío,8,1663696,2020-06-24,64
Araucanía,9,1014343,2020-06-24,19
Los Ríos,14,405835,2020-06-24,10
Los Lagos,10,891440,2020-06-24,30
Aysén,11,107297,2020-06-24,0
Magallanes,12,178362,2020-06-24,2
Arica y Parinacota,15,252110,2020-06-25,13
Tarapacá,1,382773,2020-06-25,37
Antofagasta,2,691854,2020-06-25,82
Atacama,3,314709,2020-06-25,9
Coquimbo,4,836096,2020-06-25,27
Valparaíso,5,1960170,2020-06-25,127
Metropolitana,13,8125072,2020-06-25,1495
O’Higgins,6,991063,2020-06-25,87
Maule,7,1131939,2020-06-25,59
Ñuble,16,511551,2020-06-25,13
Biobío,8,1663696,2020-06-25,68
Araucanía,9,1014343,2020-06-25,18
Los Ríos,14,405835,2020-06-25,9
Los Lagos,10,891440,2020-06-25,30
Aysén,11,107297,2020-06-25,1
Magallanes,12,178362,2020-06-25,3
Arica y Parinacota,15,252110,2020-06-26,13
Tarapacá,1,382773,2020-06-26,32
Antofagasta,2,691854,2020-06-26,87
Atacama,3,314709,2020-06-26,11
Coquimbo,4,836096,2020-06-26,30
Valparaíso,5,1960170,2020-06-26,133
Metropolitana,13,8125072,2020-06-26,1479
O’Higgins,6,991063,2020-06-26,89
Maule,7,1131939,2020-06-26,64
Ñuble,16,511551,2020-06-26,18
Biobío,8,1663696,2020-06-26,69
Araucanía,9,1014343,2020-06-26,18
Los Ríos,14,405835,2020-06-26,8
Los Lagos,10,891440,2020-06-26,31
Aysén,11,107297,2020-06-26,1
Magallanes,12,178362,2020-06-26,3
Arica y Parinacota,15,252110,2020-06-27,14
Tarapacá,1,382773,2020-06-27,31
Antofagasta,2,691854,2020-06-27,83
Atacama,3,314709,2020-06-27,11
Coquimbo,4,836096,2020-06-27,29
Valparaíso,5,1960170,2020-06-27,133
Metropolitana,13,8125072,2020-06-27,1498
O’Higgins,6,991063,2020-06-27,91
Maule,7,1131939,2020-06-27,56
Ñuble,16,511551,2020-06-27,17
Biobío,8,1663696,2020-06-27,72
Araucanía,9,1014343,2020-06-27,17
Los Ríos,14,405835,2020-06-27,8
Los Lagos,10,891440,2020-06-27,26
Aysén,11,107297,2020-06-27,1
Magallanes,12,178362,2020-06-27,3
Arica y Parinacota,15,252110,2020-06-28,15
Tarapacá,1,382773,2020-06-28,32
Antofagasta,2,691854,2020-06-28,84
Atacama,3,314709,2020-06-28,11
Coquimbo,4,836096,2020-06-28,30
Valparaíso,5,1960170,2020-06-28,137
Metropolitana,13,8125072,2020-06-28,1533
O’Higgins,6,991063,2020-06-28,94
Maule,7,1131939,2020-06-28,55
Ñuble,16,511551,2020-06-28,13
Biobío,8,1663696,2020-06-28,69
Araucanía,9,1014343,2020-06-28,17
Los Ríos,14,405835,2020-06-28,8
Los Lagos,10,891440,2020-06-28,27
Aysén,11,107297,2020-06-28,1
Magallanes,12,178362,2020-06-28,3
Arica y Parinacota,15,252110,2020-06-29,15
Tarapacá,1,382773,2020-06-29,32
Antofagasta,2,691854,2020-06-29,85
Atacama,3,314709,2020-06-29,11
Coquimbo,4,836096,2020-06-29,33
Valparaíso,5,1960170,2020-06-29,134
Metropolitana,13,8125072,2020-06-29,1496
O’Higgins,6,991063,2020-06-29,93
Maule,7,1131939,2020-06-29,58
Ñuble,16,511551,2020-06-29,14
Biobío,8,1663696,2020-06-29,65
Araucanía,9,1014343,2020-06-29,17
Los Ríos,14,405835,2020-06-29,8
Los Lagos,10,891440,2020-06-29,25
Aysén,11,107297,2020-06-29,1
Magallanes,12,178362,2020-06-29,3
Arica y Parinacota,15,252110,2020-06-30,14
Tarapacá,1,382773,2020-06-30,31
Antofagasta,2,691854,2020-06-30,92
Atacama,3,314709,2020-06-30,11
Coquimbo,4,836096,2020-06-30,34
Valparaíso,5,1960170,2020-06-30,135
Metropolitana,13,8125072,2020-06-30,1499
O’Higgins,6,991063,2020-06-30,95
Maule,7,1131939,2020-06-30,58
Ñuble,16,511551,2020-06-30,15
Biobío,8,1663696,2020-06-30,71
Araucanía,9,1014343,2020-06-30,17
Los Ríos,14,405835,2020-06-30,7
Los Lagos,10,891440,2020-06-30,23
Aysén,11,107297,2020-06-30,1
Magallanes,12,178362,2020-06-30,3
Arica y Parinacota,15,252110,2020-07-01,14
Tarapacá,1,382773,2020-07-01,30
Antofagasta,2,691854,2020-07-01,93
Atacama,3,314709,2020-07-01,12
Coquimbo,4,836096,2020-07-01,35
Valparaíso,5,1960170,2020-07-01,132
Metropolitana,13,8125072,2020-07-01,1474
O’Higgins,6,991063,2020-07-01,97
Maule,7,1131939,2020-07-01,52
Ñuble,16,511551,2020-07-01,15
Biobío,8,1663696,2020-07-01,70
Araucanía,9,1014343,2020-07-01,16
Los Ríos,14,405835,2020-07-01,7
Los Lagos,10,891440,2020-07-01,24
Aysén,11,107297,2020-07-01,1
Magallanes,12,178362,2020-07-01,3
Arica y Parinacota,15,252110,2020-07-02,13
Tarapacá,1,382773,2020-07-02,29
Antofagasta,2,691854,2020-07-02,97
Atacama,3,314709,2020-07-02,12
Coquimbo,4,836096,2020-07-02,35
Valparaíso,5,1960170,2020-07-02,131
Metropolitana,13,8125072,2020-07-02,1493
O’Higgins,6,991063,2020-07-02,105
Maule,7,1131939,2020-07-02,51
Ñuble,16,511551,2020-07-02,15
Biobío,8,1663696,2020-07-02,71
Araucanía,9,1014343,2020-07-02,15
Los Ríos,14,405835,2020-07-02,7
Los Lagos,10,891440,2020-07-02,20
Aysén,11,107297,2020-07-02,1
Magallanes,12,178362,2020-07-02,4
Arica y Parinacota,15,252110,2020-07-03,13
Tarapacá,1,382773,2020-07-03,29
Antofagasta,2,691854,2020-07-03,94
Atacama,3,314709,2020-07-03,12
Coquimbo,4,836096,2020-07-03,41
Valparaíso,5,1960170,2020-07-03,136
Metropolitana,13,8125072,2020-07-03,1498
O’Higgins,6,991063,2020-07-03,96
Maule,7,1131939,2020-07-03,58
Ñuble,16,511551,2020-07-03,15
Biobío,8,1663696,2020-07-03,70
Araucanía,9,1014343,2020-07-03,15
Los Ríos,14,405835,2020-07-03,6
Los Lagos,10,891440,2020-07-03,19
Aysén,11,107297,2020-07-03,1
Magallanes,12,178362,2020-07-03,4
Arica y Parinacota,15,252110,2020-07-04,11
Tarapacá,1,382773,2020-07-04,25
Antofagasta,2,691854,2020-07-04,88
Atacama,3,314709,2020-07-04,12
Coquimbo,4,836096,2020-07-04,40
Valparaíso,5,1960170,2020-07-04,136
Metropolitana,13,8125072,2020-07-04,1480
O’Higgins,6,991063,2020-07-04,98
Maule,7,1131939,2020-07-04,61
Ñuble,16,511551,2020-07-04,11
Biobío,8,1663696,2020-07-04,69
Araucanía,9,1014343,2020-07-04,16
Los Ríos,14,405835,2020-07-04,6
Los Lagos,10,891440,2020-07-04,19
Aysén,11,107297,2020-07-04,1
Magallanes,12,178362,2020-07-04,4
Arica y Parinacota,15,252110,2020-07-05,11
Tarapacá,1,382773,2020-07-05,24
Antofagasta,2,691854,2020-07-05,91
Atacama,3,314709,2020-07-05,10
Coquimbo,4,836096,2020-07-05,42
Valparaíso,5,1960170,2020-07-05,140
Metropolitana,13,8125072,2020-07-05,1485
O’Higgins,6,991063,2020-07-05,101
Maule,7,1131939,2020-07-05,59
Ñuble,16,511551,2020-07-05,11
Biobío,8,1663696,2020-07-05,66
Araucanía,9,1014343,2020-07-05,14
Los Ríos,14,405835,2020-07-05,6
Los Lagos,10,891440,2020-07-05,15
Aysén,11,107297,2020-07-05,1
Magallanes,12,178362,2020-07-05,2
Arica y Parinacota,15,252110,2020-07-06,11
Tarapacá,1,382773,2020-07-06,26
Antofagasta,2,691854,2020-07-06,81
Atacama,3,314709,2020-07-06,10
Coquimbo,4,836096,2020-07-06,44
Valparaíso,5,1960170,2020-07-06,145
Metropolitana,13,8125072,2020-07-06,1474
O’Higgins,6,991063,2020-07-06,100
Maule,7,1131939,2020-07-06,59
Ñuble,16,511551,2020-07-06,12
Biobío,8,1663696,2020-07-06,66
Araucanía,9,1014343,2020-07-06,14
Los Ríos,14,405835,2020-07-06,9
Los Lagos,10,891440,2020-07-06,15
Aysén,11,107297,2020-07-06,1
Magallanes,12,178362,2020-07-06,2
Arica y Parinacota,15,252110,2020-07-07,14
Tarapacá,1,382773,2020-07-07,26
Antofagasta,2,691854,2020-07-07,86
Atacama,3,314709,2020-07-07,10
Coquimbo,4,836096,2020-07-07,43
Valparaíso,5,1960170,2020-07-07,148
Metropolitana,13,8125072,2020-07-07,1453
O’Higgins,6,991063,2020-07-07,101
Maule,7,1131939,2020-07-07,62
Ñuble,16,511551,2020-07-07,11
Biobío,8,1663696,2020-07-07,65
Araucanía,9,1014343,2020-07-07,13
Los Ríos,14,405835,2020-07-07,11
Los Lagos,10,891440,2020-07-07,14
Aysén,11,107297,2020-07-07,1
Magallanes,12,178362,2020-07-07,2
Arica y Parinacota,15,252110,2020-07-08,14
Tarapacá,1,382773,2020-07-08,27
Antofagasta,2,691854,2020-07-08,89
Atacama,3,314709,2020-07-08,10
Coquimbo,4,836096,2020-07-08,39
Valparaíso,5,1960170,2020-07-08,153
Metropolitana,13,8125072,2020-07-08,1449
O’Higgins,6,991063,2020-07-08,98
Maule,7,1131939,2020-07-08,59
Ñuble,16,511551,2020-07-08,10
Biobío,8,1663696,2020-07-08,67
Araucanía,9,1014343,2020-07-08,10
Los Ríos,14,405835,2020-07-08,9
Los Lagos,10,891440,2020-07-08,16
Aysén,11,107297,2020-07-08,1
Magallanes,12,178362,2020-07-08,2
Arica y Parinacota,15,252110,2020-07-09,14
Tarapacá,1,382773,2020-07-09,27
Antofagasta,2,691854,2020-07-09,86
Atacama,3,314709,2020-07-09,10
Coquimbo,4,836096,2020-07-09,35
Valparaíso,5,1960170,2020-07-09,137
Metropolitana,13,8125072,2020-07-09,1424
O’Higgins,6,991063,2020-07-09,96
Maule,7,1131939,2020-07-09,57
Ñuble,16,511551,2020-07-09,10
Biobío,8,1663696,2020-07-09,67
Araucanía,9,1014343,2020-07-09,10
Los Ríos,14,405835,2020-07-09,8
Los Lagos,10,891440,2020-07-09,16
Aysén,11,107297,2020-07-09,1
Magallanes,12,178362,2020-07-09,1
Arica y Parinacota,15,252110,2020-07-10,16
Tarapacá,1,382773,2020-07-10,27
Antofagasta,2,691854,2020-07-10,82
Atacama,3,314709,2020-07-10,9
Coquimbo,4,836096,2020-07-10,34
Valparaíso,5,1960170,2020-07-10,135
Metropolitana,13,8125072,2020-07-10,1422
O’Higgins,6,991063,2020-07-10,95
Maule,7,1131939,2020-07-10,51
Ñuble,16,511551,2020-07-10,10
Biobío,8,1663696,2020-07-10,70
Araucanía,9,1014343,2020-07-10,10
Los Ríos,14,405835,2020-07-10,9
Los Lagos,10,891440,2020-07-10,17
Aysén,11,107297,2020-07-10,1
Magallanes,12,178362,2020-07-10,2
Arica y Parinacota,15,252110,2020-07-11,17
Tarapacá,1,382773,2020-07-11,26
Antofagasta,2,691854,2020-07-11,77
Atacama,3,314709,2020-07-11,9
Coquimbo,4,836096,2020-07-11,34
Valparaíso,5,1960170,2020-07-11,139
Metropolitana,13,8125072,2020-07-11,1424
O’Higgins,6,991063,2020-07-11,95
Maule,7,1131939,2020-07-11,55
Ñuble,16,511551,2020-07-11,10
Biobío,8,1663696,2020-07-11,73
Araucanía,9,1014343,2020-07-11,9
Los Ríos,14,405835,2020-07-11,7
Los Lagos,10,891440,2020-07-11,21
Aysén,11,107297,2020-07-11,1
Magallanes,12,178362,2020-07-11,2
Arica y Parinacota,15,252110,2020-07-12,17
Tarapacá,1,382773,2020-07-12,27
Antofagasta,2,691854,2020-07-12,74
Atacama,3,314709,2020-07-12,9
Coquimbo,4,836096,2020-07-12,31
Valparaíso,5,1960170,2020-07-12,139
Metropolitana,13,8125072,2020-07-12,1429
O’Higgins,6,991063,2020-07-12,89
Maule,7,1131939,2020-07-12,56
Ñuble,16,511551,2020-07-12,11
Biobío,8,1663696,2020-07-12,74
Araucanía,9,1014343,2020-07-12,9
Los Ríos,14,405835,2020-07-12,6
Los Lagos,10,891440,2020-07-12,21
Aysén,11,107297,2020-07-12,1
Magallanes,12,178362,2020-07-12,2
Arica y Parinacota,15,252110,2020-07-13,20
Tarapacá,1,382773,2020-07-13,27
Antofagasta,2,691854,2020-07-13,70
Atacama,3,314709,2020-07-13,7
Coquimbo,4,836096,2020-07-13,33
Valparaíso,5,1960170,2020-07-13,134
Metropolitana,13,8125072,2020-07-13,1378
O’Higgins,6,991063,2020-07-13,88
Maule,7,1131939,2020-07-13,54
Ñuble,16,511551,2020-07-13,10
Biobío,8,1663696,2020-07-13,74
Araucanía,9,1014343,2020-07-13,6
Los Ríos,14,405835,2020-07-13,6
Los Lagos,10,891440,2020-07-13,21
Aysén,11,107297,2020-07-13,1
Magallanes,12,178362,2020-07-13,2
Arica y Parinacota,15,252110,2020-07-14,20
Tarapacá,1,382773,2020-07-14,27
Antofagasta,2,691854,2020-07-14,72
Atacama,3,314709,2020-07-14,6
Coquimbo,4,836096,2020-07-14,34
Valparaíso,5,1960170,2020-07-14,131
Metropolitana,13,8125072,2020-07-14,1376
O’Higgins,6,991063,2020-07-14,84
Maule,7,1131939,2020-07-14,46
Ñuble,16,511551,2020-07-14,11
Biobío,8,1663696,2020-07-14,71
Araucanía,9,1014343,2020-07-14,7
Los Ríos,14,405835,2020-07-14,6
Los Lagos,10,891440,2020-07-14,21
Aysén,11,107297,2020-07-14,1
Magallanes,12,178362,2020-07-14,2
Arica y Parinacota,15,252110,2020-07-15,21
Tarapacá,1,382773,2020-07-15,27
Antofagasta,2,691854,2020-07-15,78
Atacama,3,314709,2020-07-15,6
Coquimbo,4,836096,2020-07-15,36
Valparaíso,5,1960170,2020-07-15,131
Metropolitana,13,8125072,2020-07-15,1336
O’Higgins,6,991063,2020-07-15,82
Maule,7,1131939,2020-07-15,48
Ñuble,16,511551,2020-07-15,8
Biobío,8,1663696,2020-07-15,68
Araucanía,9,1014343,2020-07-15,7
Los Ríos,14,405835,2020-07-15,6
Los Lagos,10,891440,2020-07-15,20
Aysén,11,107297,2020-07-15,1
Magallanes,12,178362,2020-07-15,3
Arica y Parinacota,15,252110,2020-07-16,21
Tarapacá,1,382773,2020-07-16,28
Antofagasta,2,691854,2020-07-16,84
Atacama,3,314709,2020-07-16,7
Coquimbo,4,836096,2020-07-16,31
Valparaíso,5,1960170,2020-07-16,133
Metropolitana,13,8125072,2020-07-16,1274
O’Higgins,6,991063,2020-07-16,80
Maule,7,1131939,2020-07-16,51
Ñuble,16,511551,2020-07-16,8
Biobío,8,1663696,2020-07-16,67
Araucanía,9,1014343,2020-07-16,8
Los Ríos,14,405835,2020-07-16,5
Los Lagos,10,891440,2020-07-16,19
Aysén,11,107297,2020-07-16,1
Magallanes,12,178362,2020-07-16,4
Arica y Parinacota,15,252110,2020-07-17,21
Tarapacá,1,382773,2020-07-17,30
Antofagasta,2,691854,2020-07-17,83
Atacama,3,314709,2020-07-17,7
Coquimbo,4,836096,2020-07-17,30
Valparaíso,5,1960170,2020-07-17,131
Metropolitana,13,8125072,2020-07-17,1260
O’Higgins,6,991063,2020-07-17,72
Maule,7,1131939,2020-07-17,49
Ñuble,16,511551,2020-07-17,9
Biobío,8,1663696,2020-07-17,69
Araucanía,9,1014343,2020-07-17,7
Los Ríos,14,405835,2020-07-17,4
Los Lagos,10,891440,2020-07-17,19
Aysén,11,107297,2020-07-17,1
Magallanes,12,178362,2020-07-17,4
Arica y Parinacota,15,252110,2020-07-18,23
Tarapacá,1,382773,2020-07-18,30
Antofagasta,2,691854,2020-07-18,84
Atacama,3,314709,2020-07-18,8
Coquimbo,4,836096,2020-07-18,33
Valparaíso,5,1960170,2020-07-18,131
Metropolitana,13,8125072,2020-07-18,1240
O’Higgins,6,991063,2020-07-18,73
Maule,7,1131939,2020-07-18,51
Ñuble,16,511551,2020-07-18,9
Biobío,8,1663696,2020-07-18,75
Araucanía,9,1014343,2020-07-18,8
Los Ríos,14,405835,2020-07-18,4
Los Lagos,10,891440,2020-07-18,19
Aysén,11,107297,2020-07-18,1
Magallanes,12,178362,2020-07-18,3
Arica y Parinacota,15,252110,2020-07-19,23
Tarapacá,1,382773,2020-07-19,31
Antofagasta,2,691854,2020-07-19,87
Atacama,3,314709,2020-07-19,8
Coquimbo,4,836096,2020-07-19,35
Valparaíso,5,1960170,2020-07-19,125
Metropolitana,13,8125072,2020-07-19,1223
O’Higgins,6,991063,2020-07-19,71
Maule,7,1131939,2020-07-19,50
Ñuble,16,511551,2020-07-19,10
Biobío,8,1663696,2020-07-19,70
Araucanía,9,1014343,2020-07-19,6
Los Ríos,14,405835,2020-07-19,3
Los Lagos,10,891440,2020-07-19,18
Aysén,11,107297,2020-07-19,1
Magallanes,12,178362,2020-07-19,3
Arica y Parinacota,15,252110,2020-07-20,22
Tarapacá,1,382773,2020-07-20,33
Antofagasta,2,691854,2020-07-20,86
Atacama,3,314709,2020-07-20,7
Coquimbo,4,836096,2020-07-20,36
Valparaíso,5,1960170,2020-07-20,120
Metropolitana,13,8125072,2020-07-20,1210
O’Higgins,6,991063,2020-07-20,75
Maule,7,1131939,2020-07-20,51
Ñuble,16,511551,2020-07-20,11
Biobío,8,1663696,2020-07-20,72
Araucanía,9,1014343,2020-07-20,7
Los Ríos,14,405835,2020-07-20,2
Los Lagos,10,891440,2020-07-20,19
Aysén,11,107297,2020-07-20,1
Magallanes,12,178362,2020-07-20,1
Arica y Parinacota,15,252110,2020-07-21,23
Tarapacá,1,382773,2020-07-21,32
Antofagasta,2,691854,2020-07-21,82
Atacama,3,314709,2020-07-21,8
Coquimbo,4,836096,2020-07-21,34
Valparaíso,5,1960170,2020-07-21,120
Metropolitana,13,8125072,2020-07-21,1185
O’Higgins,6,991063,2020-07-21,75
Maule,7,1131939,2020-07-21,54
Ñuble,16,511551,2020-07-21,12
Biobío,8,1663696,2020-07-21,72
Araucanía,9,1014343,2020-07-21,9
Los Ríos,14,405835,2020-07-21,2
Los Lagos,10,891440,2020-07-21,19
Aysén,11,107297,2020-07-21,1
Magallanes,12,178362,2020-07-21,0
Arica y Parinacota,15,252110,2020-07-22,23
Tarapacá,1,382773,2020-07-22,32
Antofagasta,2,691854,2020-07-22,80
Atacama,3,314709,2020-07-22,7
Coquimbo,4,836096,2020-07-22,38
Valparaíso,5,1960170,2020-07-22,117
Metropolitana,13,8125072,2020-07-22,1159
O’Higgins,6,991063,2020-07-22,63
Maule,7,1131939,2020-07-22,53
Ñuble,16,511551,2020-07-22,11
Biobío,8,1663696,2020-07-22,73
Araucanía,9,1014343,2020-07-22,9
Los Ríos,14,405835,2020-07-22,2
Los Lagos,10,891440,2020-07-22,20
Aysén,11,107297,2020-07-22,1
Magallanes,12,178362,2020-07-22,0
Arica y Parinacota,15,252110,2020-07-23,24
Tarapacá,1,382773,2020-07-23,29
Antofagasta,2,691854,2020-07-23,80
Atacama,3,314709,2020-07-23,6
Coquimbo,4,836096,2020-07-23,34
Valparaíso,5,1960170,2020-07-23,122
Metropolitana,13,8125072,2020-07-23,1134
O’Higgins,6,991063,2020-07-23,66
Maule,7,1131939,2020-07-23,52
Ñuble,16,511551,2020-07-23,11
Biobío,8,1663696,2020-07-23,75
Araucanía,9,1014343,2020-07-23,11
Los Ríos,14,405835,2020-07-23,2
Los Lagos,10,891440,2020-07-23,21
Aysén,11,107297,2020-07-23,1
Magallanes,12,178362,2020-07-23,2
Arica y Parinacota,15,252110,2020-07-24,23
Tarapacá,1,382773,2020-07-24,29
Antofagasta,2,691854,2020-07-24,84
Atacama,3,314709,2020-07-24,6
Coquimbo,4,836096,2020-07-24,36
Valparaíso,5,1960170,2020-07-24,115
Metropolitana,13,8125072,2020-07-24,1109
O’Higgins,6,991063,2020-07-24,64
Maule,7,1131939,2020-07-24,50
Ñuble,16,511551,2020-07-24,8
Biobío,8,1663696,2020-07-24,74
Araucanía,9,1014343,2020-07-24,13
Los Ríos,14,405835,2020-07-24,2
Los Lagos,10,891440,2020-07-24,20
Aysén,11,107297,2020-07-24,1
Magallanes,12,178362,2020-07-24,2
Arica y Parinacota,15,252110,2020-07-25,21
Tarapacá,1,382773,2020-07-25,26
Antofagasta,2,691854,2020-07-25,88
Atacama,3,314709,2020-07-25,5
Coquimbo,4,836096,2020-07-25,35
Valparaíso,5,1960170,2020-07-25,115
Metropolitana,13,8125072,2020-07-25,1096
O’Higgins,6,991063,2020-07-25,60
Maule,7,1131939,2020-07-25,47
Ñuble,16,511551,2020-07-25,9
Biobío,8,1663696,2020-07-25,74
Araucanía,9,1014343,2020-07-25,12
Los Ríos,14,405835,2020-07-25,2
Los Lagos,10,891440,2020-07-25,19
Aysén,11,107297,2020-07-25,1
Magallanes,12,178362,2020-07-25,2
Arica y Parinacota,15,252110,2020-07-26,18
Tarapacá,1,382773,2020-07-26,26
Antofagasta,2,691854,2020-07-26,82
Atacama,3,314709,2020-07-26,7
Coquimbo,4,836096,2020-07-26,34
Valparaíso,5,1960170,2020-07-26,119
Metropolitana,13,8125072,2020-07-26,1069
O’Higgins,6,991063,2020-07-26,64
Maule,7,1131939,2020-07-26,52
Ñuble,16,511551,2020-07-26,12
Biobío,8,1663696,2020-07-26,73
Araucanía,9,1014343,2020-07-26,11
Los Ríos,14,405835,2020-07-26,2
Los Lagos,10,891440,2020-07-26,20
Aysén,11,107297,2020-07-26,1
Magallanes,12,178362,2020-07-26,2
Arica y Parinacota,15,252110,2020-07-27,23
Tarapacá,1,382773,2020-07-27,26
Antofagasta,2,691854,2020-07-27,81
Atacama,3,314709,2020-07-27,7
Coquimbo,4,836096,2020-07-27,34
Valparaíso,5,1960170,2020-07-27,115
Metropolitana,13,8125072,2020-07-27,1040
O’Higgins,6,991063,2020-07-27,66
Maule,7,1131939,2020-07-27,52
Ñuble,16,511551,2020-07-27,8
Biobío,8,1663696,2020-07-27,69
Araucanía,9,1014343,2020-07-27,11
Los Ríos,14,405835,2020-07-27,1
Los Lagos,10,891440,2020-07-27,19
Aysén,11,107297,2020-07-27,1
Magallanes,12,178362,2020-07-27,2
Arica y Parinacota,15,252110,2020-07-28,23
Tarapacá,1,382773,2020-07-28,26
Antofagasta,2,691854,2020-07-28,80
Atacama,3,314709,2020-07-28,7
Coquimbo,4,836096,2020-07-28,34
Valparaíso,5,1960170,2020-07-28,112
Metropolitana,13,8125072,2020-07-28,1026
O’Higgins,6,991063,2020-07-28,59
Maule,7,1131939,2020-07-28,49
Ñuble,16,511551,2020-07-28,9
Biobío,8,1663696,2020-07-28,70
Araucanía,9,1014343,2020-07-28,10
Los Ríos,14,405835,2020-07-28,1
Los Lagos,10,891440,2020-07-28,20
Aysén,11,107297,2020-07-28,1
Magallanes,12,178362,2020-07-28,2
Arica y Parinacota,15,252110,2020-07-29,24
Tarapacá,1,382773,2020-07-29,28
Antofagasta,2,691854,2020-07-29,72
Atacama,3,314709,2020-07-29,7
Coquimbo,4,836096,2020-07-29,38
Valparaíso,5,1960170,2020-07-29,110
Metropolitana,13,8125072,2020-07-29,1001
O’Higgins,6,991063,2020-07-29,56
Maule,7,1131939,2020-07-29,44
Ñuble,16,511551,2020-07-29,8
Biobío,8,1663696,2020-07-29,63
Araucanía,9,1014343,2020-07-29,10
Los Ríos,14,405835,2020-07-29,1
Los Lagos,10,891440,2020-07-29,20
Aysén,11,107297,2020-07-29,1
Magallanes,12,178362,2020-07-29,2
Arica y Parinacota,15,252110,2020-07-30,26
Tarapacá,1,382773,2020-07-30,29
Antofagasta,2,691854,2020-07-30,82
Atacama,3,314709,2020-07-30,6
Coquimbo,4,836096,2020-07-30,38
Valparaíso,5,1960170,2020-07-30,110
Metropolitana,13,8125072,2020-07-30,979
O’Higgins,6,991063,2020-07-30,48
Maule,7,1131939,2020-07-30,38
Ñuble,16,511551,2020-07-30,7
Biobío,8,1663696,2020-07-30,64
Araucanía,9,1014343,2020-07-30,10
Los Ríos,14,405835,2020-07-30,1
Los Lagos,10,891440,2020-07-30,21
Aysén,11,107297,2020-07-30,1
Magallanes,12,178362,2020-07-30,3
Arica y Parinacota,15,252110,2020-07-31,25
Tarapacá,1,382773,2020-07-31,26
Antofagasta,2,691854,2020-07-31,81
Atacama,3,314709,2020-07-31,8
Coquimbo,4,836096,2020-07-31,40
Valparaíso,5,1960170,2020-07-31,112
Metropolitana,13,8125072,2020-07-31,953
O’Higgins,6,991063,2020-07-31,50
Maule,7,1131939,2020-07-31,36
Ñuble,16,511551,2020-07-31,8
Biobío,8,1663696,2020-07-31,68
Araucanía,9,1014343,2020-07-31,11
Los Ríos,14,405835,2020-07-31,2
Los Lagos,10,891440,2020-07-31,21
Aysén,11,107297,2020-07-31,1
Magallanes,12,178362,2020-07-31,3
Arica y Parinacota,15,252110,2020-08-01,25
Tarapacá,1,382773,2020-08-01,26
Antofagasta,2,691854,2020-08-01,81
Atacama,3,314709,2020-08-01,8
Coquimbo,4,836096,2020-08-01,40
Valparaíso,5,1960170,2020-08-01,112
Metropolitana,13,8125072,2020-08-01,953
O’Higgins,6,991063,2020-08-01,50
Maule,7,1131939,2020-08-01,36
Ñuble,16,511551,2020-08-01,8
Biobío,8,1663696,2020-08-01,68
Araucanía,9,1014343,2020-08-01,11
Los Ríos,14,405835,2020-08-01,2
Los Lagos,10,891440,2020-08-01,21
Aysén,11,107297,2020-08-01,1
Magallanes,12,178362,2020-08-01,3
Arica y Parinacota,15,252110,2020-08-02,26
Tarapacá,1,382773,2020-08-02,25
Antofagasta,2,691854,2020-08-02,79
Atacama,3,314709,2020-08-02,8
Coquimbo,4,836096,2020-08-02,45
Valparaíso,5,1960170,2020-08-02,110
Metropolitana,13,8125072,2020-08-02,950
O’Higgins,6,991063,2020-08-02,51
Maule,7,1131939,2020-08-02,34
Ñuble,16,511551,2020-08-02,8
Biobío,8,1663696,2020-08-02,66
Araucanía,9,1014343,2020-08-02,10
Los Ríos,14,405835,2020-08-02,2
Los Lagos,10,891440,2020-08-02,19
Aysén,11,107297,2020-08-02,1
Magallanes,12,178362,2020-08-02,3
Arica y Parinacota,15,252110,2020-08-03,25
Tarapacá,1,382773,2020-08-03,24
Antofagasta,2,691854,2020-08-03,78
Atacama,3,314709,2020-08-03,9
Coquimbo,4,836096,2020-08-03,39
Valparaíso,5,1960170,2020-08-03,106
Metropolitana,13,8125072,2020-08-03,945
O’Higgins,6,991063,2020-08-03,51
Maule,7,1131939,2020-08-03,32
Ñuble,16,511551,2020-08-03,8
Biobío,8,1663696,2020-08-03,67
Araucanía,9,1014343,2020-08-03,11
Los Ríos,14,405835,2020-08-03,3
Los Lagos,10,891440,2020-08-03,17
Aysén,11,107297,2020-08-03,1
Magallanes,12,178362,2020-08-03,3
Arica y Parinacota,15,252110,2020-08-04,25
Tarapacá,1,382773,2020-08-04,23
Antofagasta,2,691854,2020-08-04,79
Atacama,3,314709,2020-08-04,8
Coquimbo,4,836096,2020-08-04,38
Valparaíso,5,1960170,2020-08-04,103
Metropolitana,13,8125072,2020-08-04,939
O’Higgins,6,991063,2020-08-04,53
Maule,7,1131939,2020-08-04,30
Ñuble,16,511551,2020-08-04,7
Biobío,8,1663696,2020-08-04,66
Araucanía,9,1014343,2020-08-04,11
