Region,Arica y Parinacota,Tarapacá,Antofagasta,Atacama,Coquimbo,Valparaíso,Metropolitana,O’Higgins,Maule,Ñuble,Biobío,Araucanía,Los Ríos,Los Lagos,Aysén,Magallanes,Total
2020-04-28,3,1,4,0,0,10,100,1,12,14,7,32,4,9,0,10,207
2020-04-29,4,1,4,0,0,12,104,1,13,14,7,32,4,9,0,11,216
2020-04-30,4,1,5,0,0,12,110,1,13,14,7,35,4,10,0,11,227
2020-05-01,4,1,7,0,0,12,114,1,13,14,7,36,4,10,0,11,234
2020-05-02,4,1,7,0,0,13,122,3,13,16,7,36,4,10,0,11,247
2020-05-03,4,1,7,0,0,13,135,3,13,16,7,36,4,10,0,11,260
2020-05-04,4,1,7,0,0,13,143,3,13,17,8,36,4,10,0,11,270
2020-05-05,4,1,7,0,0,15,146,3,13,17,8,36,4,10,0,11,275
2020-05-06,5,1,7,0,0,16,150,3,13,17,8,36,4,10,0,11,281
2020-05-07,6,1,7,0,0,17,152,3,13,17,8,36,4,10,0,11,285
2020-05-08,6,1,9,0,0,18,157,3,13,18,8,36,4,10,0,11,294
2020-05-09,6,1,10,0,0,19,163,3,14,18,8,36,5,10,0,11,304
2020-05-10,6,1,10,0,1,20,166,3,14,18,8,37,5,10,0,13,312
2020-05-11,7,1,10,0,1,21,172,4,14,18,8,38,5,10,0,14,323
2020-05-12,7,1,10,0,1,23,178,4,14,19,9,39,5,11,0,14,335
2020-05-13,7,1,11,0,1,24,184,4,14,19,9,39,6,11,0,16,346
2020-05-14,7,1,11,0,1,25,202,4,14,20,9,41,6,11,0,16,368
2020-05-15,7,2,12,0,1,27,221,5,14,20,9,43,6,11,0,16,394
2020-05-16,7,2,12,0,2,28,246,5,14,20,9,43,6,11,0,16,421
2020-05-17,7,4,13,0,2,29,270,5,14,20,9,44,6,11,0,16,450
2020-05-18,7,4,14,0,2,30,294,6,14,21,9,44,6,11,0,16,478
2020-05-19,7,4,16,0,2,32,318,7,14,21,9,44,6,12,0,17,509
2020-05-20,7,4,17,0,2,35,348,7,14,21,9,44,6,12,0,18,544
2020-05-21,7,4,17,0,2,38,388,7,15,21,9,44,6,13,0,18,589
2020-05-22,7,5,17,0,2,40,423,8,15,21,10,45,6,13,0,18,630
2020-05-23,7,5,21,0,2,44,455,11,15,21,10,45,6,13,0,18,673
2020-05-24,7,7,21,0,2,48,494,11,15,21,10,45,6,13,0,18,718
2020-05-25,7,7,21,0,2,53,529,13,15,22,10,45,6,13,0,18,761
2020-05-26,7,8,23,0,2,57,567,13,15,22,10,45,6,13,0,18,806
2020-05-27,7,11,25,0,2,58,595,14,15,22,10,45,6,13,0,18,841
2020-05-28,7,12,28,0,2,60,638,14,15,22,10,45,6,13,0,18,890
2020-05-29,7,14,28,0,2,61,685,14,15,22,11,47,6,13,0,19,944
2020-05-30,7,18,29,0,2,63,728,16,15,23,11,47,6,13,0,19,997
2020-05-31,7,21,31,0,2,66,775,18,15,23,11,47,6,13,0,19,1054
2020-06-01,8,22,32,0,2,70,824,18,17,23,11,47,7,13,0,19,1113
2020-06-02,8,23,34,0,2,72,894,18,17,23,11,47,7,13,0,19,1188
2020-06-03,8,28,36,0,4,77,961,20,19,24,11,47,8,13,0,19,1275
2020-06-04,8,28,38,0,4,78,1034,21,21,24,13,47,8,13,0,19,1356
2020-06-05,9,28,42,0,5,88,1105,22,24,24,13,48,8,13,0,19,1448
2020-06-06,9,30,47,0,5,91,1184,25,24,24,13,49,8,13,0,19,1541
2020-06-07,8,35,44,0,4,83,1884,20,18,18,11,31,8,12,0,14,2190
2020-06-08,8,35,45,0,5,85,1950,22,18,18,11,32,8,12,0,15,2264
2020-06-09,8,35,45,0,5,85,1968,23,18,18,11,32,8,12,0,15,2283
2020-06-10,10,46,56,0,6,99,2115,26,18,20,11,33,8,12,0,15,2475
2020-06-11,10,46,57,0,7,107,2273,28,19,20,12,34,8,12,0,15,2648
2020-06-12,10,48,65,0,7,118,2468,30,19,20,14,35,9,12,0,15,2870
2020-06-13,10,52,67,0,8,120,2681,32,20,22,16,36,9,13,0,15,3101
2020-06-14,11,58,72,0,10,125,2878,33,23,22,18,36,9,13,0,15,3323
2020-06-15,11,58,72,0,10,126,2913,35,23,22,19,36,9,13,0,15,3362
2020-06-16,11,58,72,0,10,126,2934,35,23,22,19,36,9,13,0,15,3383
2020-06-17,11,67,81,0,12,141,3114,41,24,24,25,36,10,14,0,15,3615
2020-06-18,12,68,87,0,15,143,3319,44,25,24,28,37,10,14,0,15,3841
2020-06-19,12,71,93,0,16,150,3545,46,27,25,31,38,10,14,0,15,4093
2020-06-20,12,79,94,1,16,158,3715,50,32,27,32,39,10,15,0,15,4295
2020-06-21,12,80,100,2,17,170,3870,52,33,28,34,39,10,17,0,15,4479
2020-06-22,12,80,100,2,17,170,3892,52,33,28,35,39,10,17,0,15,4502
2020-06-23,12,80,100,2,17,170,3895,52,33,28,35,39,10,17,0,15,4505
2020-06-24,15,84,113,2,18,187,4065,59,36,29,40,40,10,18,0,15,4731
2020-06-25,16,85,122,2,22,195,4206,63,36,30,42,40,10,19,0,15,4903
2020-06-26,19,85,128,2,23,204,4342,65,39,31,45,40,10,20,0,15,5068
2020-06-27,20,88,142,2,23,217,4584,68,41,31,46,40,10,20,0,15,5347
2020-06-28,20,91,147,2,23,229,4711,69,48,32,50,41,10,21,0,15,5509
2020-06-29,20.0,91.0,147.0,2.0,23.0,229.0,4777.0,69.0,48.0,32.0,50.0,41.0,10.0,21.0,0.0,15.0,5575.0
2020-06-30,20.0,91.0,147.0,2.0,23.0,230.0,4889.0,69.0,48.0,32.0,50.0,41.0,10.0,21.0,0.0,15.0,5688.0
2020-07-01,20,91,147,2,23,230,4954,69,48,32,50,41,10,21,0,15,5753
2020-07-02,21,95,163,2,24,252,5055,77,53,33,58,41,10,21,0,15,5920
2020-07-03,22,96,171,3,24,266,5145,83,59,33,59,44,10,21,0,15,6051
2020-07-04,22,98,174,5,26,278,5251,89,65,33,61,44,10,21,0,15,6192
2020-07-05,22,102,183,5,26,292,5328,92,70,33,64,45,10,21,0,15,6308
2020-07-06,22,102,183,5,26,292,5401,92,73,33,64,45,10,21,0,15,6384
2020-07-07,22,102,183,5,26,292,5451,92,73,33,64,45,10,21,0,15,6434
2020-07-08,24,105,197,7,27,303,5533,104,78,35,65,46,11,21,0,17,6573
2020-07-09,24,107,203,7,29,312,5610,109,81,36,67,47,11,22,0,17,6682
2020-07-10,26,107,216,9,29,320,5673,113,86,37,68,47,11,22,0,17,6781
2020-07-11,26,108,218,9,31,326,5746,119,91,38,72,47,11,22,0,17,6881
2020-07-12,28,111,224,9,33,331,5814,123,94,40,73,48,11,23,0,17,6979
2020-07-13,28,111,225,9,33,331,5858,123,94,40,73,48,11,23,0,17,7024
2020-07-14,28,111,228,9,33,331,5898,123,94,40,75,48,11,23,0,17,7069
2020-07-15,31,115,232,10,42,347,5957,134,96,40,80,49,11,24,0,18,7186
2020-07-16,32,117,236,10,42,363,6027,139,99,40,82,49,11,25,0,18,7290
2020-07-17,34,139,271,9,49,407,6858,164,125,52,95,71,13,30,1,28,8347
2020-07-18,35,140,279,9,52,413,6924,172,127,53,95,71,13,32,1,28,8445
2020-07-19,36,141,280,9,53,414,6975,173,127,53,96,71,13,32,1,28,8503
2020-07-20,40,144,293,9,54,427,7053,183,131,54,99,71,13,32,1,28,8633
2020-07-21,40,144,293,9,54,427,7096,183,131,54,100,71,13,32,1,28,8677
2020-07-22,40,144,298,9,54,428,7133,183,131,54,102,71,13,32,1,28,8722
2020-07-23,41,150,305,9,59,441,7192,197,135,56,103,74,13,33,1,28,8838
2020-07-24,43,150,310,10,60,451,7241,201,136,59,103,74,13,33,1,28,8914
2020-07-25,46,153,316,10,62,460,7303,209,145,60,104,76,13,33,1,28,9020
2020-07-26,47,155,328,12,62,464,7353,218,154,60,105,77,13,34,1,28,9112
2020-07-27,51,159,332,12,63,470,7400,220,160,60,106,77,13,34,1,28,9187
2020-07-28,51,160,334,12,63,471,7444,220,164,60,107,77,13,34,1,28,9240
2020-07-29,51,160,335,12,63,471,7477,220,164,60,111,77,13,34,1,28,9278
2020-07-30,56,162,341,12,66,492,7515,228,174,61,114,77,13,36,1,28,9377
2020-07-31,58,166,347,12,69,497,7554,236,176,62,119,78,14,39,1,28,9457
2020-08-01,60,168,352,12,74,507,7599,238,178,62,120,78,14,41,1,28,9533
2020-08-02,63,170,353,13,74,513,7649,244,182,62,120,79,14,42,1,28,9608
2020-08-03,68,173,358,13,75,522,7700,252,193,63,124,79,14,42,1,29,9707
2020-08-04,68,173,358,14,75,522,7735,252,193,63,125,79,14,43,1,29,9745
2020-08-05,68,173,361,14,76,524,7774,252,193,63,127,79,14,43,1,29,9792
2020-08-06,73,177,367,16,80,542,7808,260,195,65,131,81,14,49,1,29,9889
2020-08-07,74,178,372,19,81,547,7847,263,197,68,132,82,15,51,1,30,9958
2020-08-08,76,180,376,19,83,551,7871,265,204,69,135,83,15,52,1,30,10011
2020-08-09,77,181,378,19,84,564,7909,270,203,69,139,83,15,54,1,30,10077
2020-08-10,78,182,381,21,86,569,7946,280,203,69,140,83,15,54,1,30,10139
2020-08-11,78,182,387,21,89,569,7972,281,203,69,143,83,15,54,1,30,10178
2020-08-12,78,182,388,21,89,573,7992,281,203,69,145,83,15,54,1,30,10205
2020-08-13,80,185,392,23,93,592,8023,290,215,70,152,83,15,54,1,30,10299
2020-08-14,81,185,394,24,94,595,8044,295,216,71,154,84,15,56,1,30,10340
2020-08-15,82,185,399,26,95,600,8074,299,218,73,156,85,15,56,1,30,10395
2020-08-16,85,186,403,29,98,607,8105,301,219,73,157,86,15,56,1,30,10452
2020-08-17,85,186,407,29,100,616,8138,304,225,73,160,86,15,57,1,30,10513
2020-08-18,85,186,410,29,101,617,8160,304,230,73,161,86,15,57,1,30,10546
2020-08-19,85,186,411,29,101,618,8187,304,230,73,164,86,15,57,1,30,10578
2020-08-20,93,191,415,36,106,628,8219,310,235,74,168,87,15,60,1,32,10671
2020-08-21,95,191,416,37,109,634,8250,313,235,75,170,88,15,61,1,32,10723
2020-08-22,97,193,417,39,112,641,8288,316,241,75,172,89,15,63,1,32,10792
2020-08-23,98,193,419,40,116,645,8318,320,246,75,180,90,15,63,1,32,10852
2020-08-24,100,196,422,40,119,651,8339,323,254,75,188,92,15,66,1,34,10916
2020-08-25,100,196,426,40,119,652,8373,324,254,75,190,92,15,66,1,34,10958
2020-08-26,100,196,428,40,119,652,8402,324,254,75,191,92,15,66,1,34,10990
2020-08-27,104,198,432,46,125,665,8431,329,256,76,199,93,15,66,1,35,11072
2020-08-28,106,199,437,46,126,674,8462,331,261,77,201,94,15,66,1,35,11132
2020-08-29,106,199,439,46,130,682,8483,335,261,80,204,94,15,67,1,38,11181
