fecha,region,servicio.salud,r.estimado,r.liminf,r.lisup
2020-03-08,15,151011,3.49540731884018,0.0,3.99
2020-03-09,15,151011,2.9773920619923198,0.0,3.99
2020-03-10,15,151011,2.7407735049220894,0.0,3.99
2020-03-11,15,151011,2.40611582239987,0.0,3.99
2020-03-12,15,151011,2.2838658038315,0.0,3.99
2020-03-13,15,151011,2.15367393677159,0.0,3.99
2020-03-14,15,151011,2.04008427201721,0.0,3.99
2020-03-15,15,151011,1.95919780595972,0.0,3.99
2020-03-16,15,151011,1.93456705643484,0.0,3.99
2020-03-17,15,151011,1.85585362500168,0.0,3.99
2020-03-18,15,151011,1.88550933093703,0.0,3.99
2020-03-19,15,151011,1.8430685385968302,0.0,3.99
2020-03-20,15,151011,1.84213390152441,0.0,3.99
2020-03-21,15,151011,1.92237490931083,0.0,3.99
2020-03-22,15,151011,1.9593309487443102,0.0,3.99
2020-03-23,15,151011,1.95629236281891,0.0,3.99
2020-03-24,15,151011,2.00638657497235,0.0,3.99
2020-03-25,15,151011,1.9958240272537,0.0766617925201822,3.91498626198722
2020-03-26,15,151011,2.1085449891796,0.294883471159967,3.9222065071992303
2020-03-27,15,151011,2.08304620294741,0.409818832780848,3.7562735731139796
2020-03-28,15,151011,2.0964736982777397,0.500381675616058,3.69256572093942
2020-03-29,15,151011,2.0635637015206,0.6367136240585439,3.4904137789826697
2020-03-30,15,151011,2.11628880567792,0.776739598416014,3.45583801293982
2020-03-31,15,151011,2.03136494257875,0.7918247686982042,3.2709051164593
2020-04-01,15,151011,2.02925304938986,0.8857869458648578,3.1727191529148704
2020-04-02,15,151011,1.9601329110184398,0.906789083442107,3.01347673859477
2020-04-03,15,151011,1.87885281474536,0.919938296985629,2.8377673325050896
2020-04-04,15,151011,1.8484726291776201,0.938332761430365,2.7586124969248904
2020-04-05,15,151011,1.7480340568911397,0.948967044559073,2.54710106922321
2020-04-06,15,151011,1.60239247978751,0.9119775023975719,2.2928074571774397
2020-04-07,15,151011,1.50420610456481,0.894942048052277,2.11347016107734
2020-04-08,15,151011,1.4054476863386598,0.8663989496064108,1.94449642307091
2020-04-09,15,151011,1.2690106359576798,0.802588056737845,1.73543321517753
2020-04-10,15,151011,1.16309168399402,0.755765542346652,1.5704178256413799
