Region,Codigo region,Provincia,Codigo provincia,fecha,r.estimado,r.liminf,r.lisup
Ñuble,16,Punilla,163,2020-03-08,3.63584437385391,0.0,3.99
Ñuble,16,Punilla,163,2020-03-09,3.42126142393004,0.0,3.99
Ñuble,16,Punilla,163,2020-03-10,3.19729305269084,0.0,3.99
Ñuble,16,Punilla,163,2020-03-11,2.87133103460526,0.0,3.99
Ñuble,16,Punilla,163,2020-03-12,2.8238850320829805,0.0,3.99
Ñuble,16,Punilla,163,2020-03-13,2.83723821803237,0.0,3.99
Ñuble,16,Punilla,163,2020-03-14,2.6312111401237996,0.0,3.99
Ñuble,16,Punilla,163,2020-03-15,2.6326752709090897,0.0,3.99
Ñuble,16,Punilla,163,2020-03-16,2.5279097037852596,0.0,3.99
Ñuble,16,Punilla,163,2020-03-17,2.44619430287847,0.0,3.99
Ñuble,16,Punilla,163,2020-03-18,2.38531499057924,0.0,3.99
Ñuble,16,Punilla,163,2020-03-19,2.42566895600693,0.0,3.99
Ñuble,16,Punilla,163,2020-03-20,2.23928422178515,0.0,3.99
Ñuble,16,Punilla,163,2020-03-21,2.19387761804962,0.0,3.99
Ñuble,16,Punilla,163,2020-03-22,2.11966566426868,0.0441781305273667,3.99
Ñuble,16,Punilla,163,2020-03-23,2.0653112682315298,0.218041112116239,3.91258142434682
Ñuble,16,Punilla,163,2020-03-24,1.9983690367679798,0.27798796537918197,3.71875010815678
Ñuble,16,Punilla,163,2020-03-25,1.84612828585464,0.364991744961085,3.32726482674819
Ñuble,16,Punilla,163,2020-03-26,1.6777953697073,0.433235528216535,2.92235521119807
Ñuble,16,Punilla,163,2020-03-27,1.5460796585281298,0.47243518811761404,2.61972412893864
Ñuble,16,Punilla,163,2020-03-28,1.3759406355136201,0.484792075434097,2.26708919559313
Ñuble,16,Punilla,163,2020-03-29,1.2507029268782701,0.42805901741496794,2.0733468363415604
Ñuble,16,Punilla,163,2020-03-30,1.1714229350168501,0.36179095180788207,1.9810549182258301
Ñuble,16,Punilla,163,2020-03-31,1.09735995931236,0.323366013632315,1.8713539049923997
Ñuble,16,Punilla,163,2020-04-01,1.0914574307674398,0.32589393103518605,1.8570209304996899
Ñuble,16,Punilla,163,2020-04-02,1.1522297199456397,0.346085518800799,1.95837392109049
Ñuble,16,Punilla,163,2020-04-03,1.17058141824254,0.38405663816055297,1.95710619832452
Ñuble,16,Punilla,163,2020-04-04,1.1863051356827299,0.4068477940189029,1.9657624773465499
Ñuble,16,Punilla,163,2020-04-05,1.1779045322015,0.41343670892678097,1.94237235547622
Ñuble,16,Punilla,163,2020-04-06,1.16018353175051,0.4247210269391671,1.89564603656185
Ñuble,16,Punilla,163,2020-04-07,1.11582079384702,0.42181415142306,1.80982743627097
Ñuble,16,Punilla,163,2020-04-08,1.0898773670284,0.39884218298726903,1.78091255106952
Ñuble,16,Punilla,163,2020-04-09,1.0033962377295,0.328047753344829,1.67874472211416
Ñuble,16,Punilla,163,2020-04-10,0.961896803510573,0.29939108747975895,1.62440251954139
Ñuble,16,Punilla,163,2020-04-11,0.9362775616618109,0.285505567872351,1.58704955545127
Ñuble,16,Punilla,163,2020-04-12,0.9389538418843371,0.284710611166445,1.59319707260223
Ñuble,16,Punilla,163,2020-04-13,0.9636383366332529,0.296939035244667,1.6303376380218402
Ñuble,16,Punilla,163,2020-04-14,1.0041631388992,0.30152738407086893,1.70679889372754
Ñuble,16,Punilla,163,2020-04-15,1.00975562256101,0.267139777816897,1.7523714673051298
Ñuble,16,Punilla,163,2020-04-16,1.02703183343771,0.295561223862084,1.7585024430133402
Ñuble,16,Punilla,163,2020-04-17,1.02582693949339,0.330559595911003,1.72109428307578
Ñuble,16,Punilla,163,2020-04-18,1.04122002876762,0.341743926763748,1.74069613077149
Ñuble,16,Punilla,163,2020-04-19,1.05255359979998,0.364194443425072,1.7409127561748898
Ñuble,16,Punilla,163,2020-04-20,1.01453658752754,0.339257870311452,1.68981530474363
Ñuble,16,Punilla,163,2020-04-21,0.9973887682476691,0.320022103069521,1.6747554334258201
Ñuble,16,Punilla,163,2020-04-22,0.9617382728979209,0.312222543972468,1.61125400182337
Ñuble,16,Punilla,163,2020-04-23,0.9398380624213509,0.259601240440808,1.62007488440189
