region_residencia,comuna_residencia,Fecha defunciones,confirmados,sospechosos,totales
Metropolitana de Santiago,El Bosque,2020-07-24,1.0,,1.0
Metropolitana de Santiago,El Bosque,2020-07-25,1.0,,1.0
Metropolitana de Santiago,El Bosque,2020-07-26,1.0,,1.0
Metropolitana de Santiago,El Bosque,2020-07-28,1.0,,1.0
Metropolitana de Santiago,El Bosque,2020-07-29,2.0,,2.0
Metropolitana de Santiago,El Bosque,2020-07-31,1.0,,1.0
Metropolitana de Santiago,El Bosque,2020-08-02,1.0,,1.0
Metropolitana de Santiago,El Bosque,2020-08-04,2.0,2.0,4.0
Metropolitana de Santiago,El Bosque,2020-08-05,,1.0,1.0
Metropolitana de Santiago,El Bosque,2020-08-06,1.0,,1.0
Metropolitana de Santiago,El Bosque,2020-08-07,2.0,,2.0
Metropolitana de Santiago,El Bosque,2020-08-08,1.0,,1.0
Metropolitana de Santiago,El Bosque,2020-08-09,1.0,,1.0
Metropolitana de Santiago,El Bosque,2020-08-10,1.0,,1.0
Metropolitana de Santiago,El Bosque,2020-08-13,,1.0,1.0
Metropolitana de Santiago,El Bosque,2020-08-15,,1.0,1.0
Metropolitana de Santiago,El Bosque,2020-08-16,2.0,1.0,3.0
Metropolitana de Santiago,El Bosque,2020-08-17,2.0,1.0,3.0
Metropolitana de Santiago,El Monte,2020-03-24,,1.0,1.0
Metropolitana de Santiago,El Monte,2020-05-08,,1.0,1.0
Metropolitana de Santiago,El Monte,2020-05-10,,1.0,1.0
Metropolitana de Santiago,El Monte,2020-05-19,1.0,1.0,2.0
Metropolitana de Santiago,El Monte,2020-05-20,1.0,,1.0
Metropolitana de Santiago,El Monte,2020-05-22,2.0,,2.0
Metropolitana de Santiago,El Monte,2020-05-24,1.0,,1.0
Metropolitana de Santiago,El Monte,2020-06-01,1.0,,1.0
Metropolitana de Santiago,El Monte,2020-06-06,,1.0,1.0
Metropolitana de Santiago,El Monte,2020-06-07,1.0,1.0,2.0
Metropolitana de Santiago,El Monte,2020-06-10,1.0,,1.0
Metropolitana de Santiago,El Monte,2020-06-11,1.0,1.0,2.0
Metropolitana de Santiago,El Monte,2020-06-12,,1.0,1.0
Metropolitana de Santiago,El Monte,2020-06-13,1.0,1.0,2.0
Metropolitana de Santiago,El Monte,2020-06-14,1.0,,1.0
Metropolitana de Santiago,El Monte,2020-06-15,1.0,,1.0
Metropolitana de Santiago,El Monte,2020-06-16,3.0,,3.0
Metropolitana de Santiago,El Monte,2020-06-17,,1.0,1.0
Metropolitana de Santiago,El Monte,2020-06-20,1.0,,1.0
Metropolitana de Santiago,El Monte,2020-06-21,3.0,,3.0
Metropolitana de Santiago,El Monte,2020-06-23,2.0,,2.0
Metropolitana de Santiago,El Monte,2020-06-27,1.0,,1.0
Metropolitana de Santiago,El Monte,2020-06-28,1.0,,1.0
Metropolitana de Santiago,El Monte,2020-06-29,1.0,,1.0
Metropolitana de Santiago,El Monte,2020-07-03,1.0,,1.0
Metropolitana de Santiago,El Monte,2020-07-04,1.0,,1.0
Metropolitana de Santiago,El Monte,2020-07-05,1.0,1.0,2.0
Metropolitana de Santiago,El Monte,2020-07-07,1.0,1.0,2.0
Metropolitana de Santiago,El Monte,2020-07-10,1.0,1.0,2.0
Metropolitana de Santiago,El Monte,2020-07-11,1.0,,1.0
Metropolitana de Santiago,El Monte,2020-07-12,1.0,,1.0
Metropolitana de Santiago,El Monte,2020-07-19,1.0,,1.0
Metropolitana de Santiago,El Monte,2020-07-22,1.0,,1.0
Metropolitana de Santiago,El Monte,2020-07-23,1.0,,1.0
Metropolitana de Santiago,El Monte,2020-07-25,1.0,,1.0
Metropolitana de Santiago,El Monte,2020-08-02,1.0,,1.0
Metropolitana de Santiago,El Monte,2020-08-08,,1.0,1.0
Metropolitana de Santiago,El Monte,2020-08-14,1.0,,1.0
Metropolitana de Santiago,El Monte,2020-08-15,,1.0,1.0
Metropolitana de Santiago,Estación Central,2020-03-21,,1.0,1.0
Metropolitana de Santiago,Estación Central,2020-04-21,1.0,,1.0
Metropolitana de Santiago,Estación Central,2020-04-26,1.0,,1.0
Metropolitana de Santiago,Estación Central,2020-04-27,1.0,,1.0
Metropolitana de Santiago,Estación Central,2020-04-29,1.0,,1.0
Metropolitana de Santiago,Estación Central,2020-05-02,1.0,,1.0
Metropolitana de Santiago,Estación Central,2020-05-03,1.0,1.0,2.0
Metropolitana de Santiago,Estación Central,2020-05-10,1.0,,1.0
Metropolitana de Santiago,Estación Central,2020-05-11,3.0,,3.0
Metropolitana de Santiago,Estación Central,2020-05-12,1.0,,1.0
Metropolitana de Santiago,Estación Central,2020-05-17,,1.0,1.0
Metropolitana de Santiago,Estación Central,2020-05-18,,2.0,2.0
Metropolitana de Santiago,Estación Central,2020-05-19,2.0,,2.0
Metropolitana de Santiago,Estación Central,2020-05-20,2.0,,2.0
Metropolitana de Santiago,Estación Central,2020-05-21,3.0,1.0,4.0
Metropolitana de Santiago,Estación Central,2020-05-22,2.0,,2.0
Metropolitana de Santiago,Estación Central,2020-05-23,2.0,3.0,5.0
Metropolitana de Santiago,Estación Central,2020-05-24,2.0,,2.0
Metropolitana de Santiago,Estación Central,2020-05-25,1.0,,1.0
Metropolitana de Santiago,Estación Central,2020-05-26,4.0,2.0,6.0
Metropolitana de Santiago,Estación Central,2020-05-27,7.0,1.0,8.0
Metropolitana de Santiago,Estación Central,2020-05-28,5.0,2.0,7.0
Metropolitana de Santiago,Estación Central,2020-05-29,1.0,1.0,2.0
Metropolitana de Santiago,Estación Central,2020-05-30,,1.0,1.0
Metropolitana de Santiago,Estación Central,2020-05-31,4.0,2.0,6.0
Metropolitana de Santiago,Estación Central,2020-06-01,2.0,3.0,5.0
Metropolitana de Santiago,Estación Central,2020-06-02,1.0,,1.0
Metropolitana de Santiago,Estación Central,2020-06-03,1.0,,1.0
Metropolitana de Santiago,Estación Central,2020-06-04,3.0,1.0,4.0
Metropolitana de Santiago,Estación Central,2020-06-05,1.0,5.0,6.0
Metropolitana de Santiago,Estación Central,2020-06-06,1.0,2.0,3.0
Metropolitana de Santiago,Estación Central,2020-06-07,1.0,,1.0
Metropolitana de Santiago,Estación Central,2020-06-08,1.0,4.0,5.0
Metropolitana de Santiago,Estación Central,2020-06-09,3.0,,3.0
Metropolitana de Santiago,Estación Central,2020-06-10,4.0,,4.0
Metropolitana de Santiago,Estación Central,2020-06-11,3.0,2.0,5.0
Metropolitana de Santiago,Estación Central,2020-06-12,1.0,4.0,5.0
Metropolitana de Santiago,Estación Central,2020-06-13,1.0,1.0,2.0
Metropolitana de Santiago,Estación Central,2020-06-14,5.0,3.0,8.0
Metropolitana de Santiago,Estación Central,2020-06-15,3.0,4.0,7.0
Metropolitana de Santiago,Estación Central,2020-06-16,4.0,1.0,5.0
Metropolitana de Santiago,Estación Central,2020-06-17,2.0,1.0,3.0
Metropolitana de Santiago,Estación Central,2020-06-18,2.0,1.0,3.0
Metropolitana de Santiago,Estación Central,2020-06-19,1.0,3.0,4.0
Metropolitana de Santiago,Estación Central,2020-06-20,1.0,1.0,2.0
Metropolitana de Santiago,Estación Central,2020-06-21,2.0,1.0,3.0
Metropolitana de Santiago,Estación Central,2020-06-22,1.0,,1.0
Metropolitana de Santiago,Estación Central,2020-06-23,1.0,1.0,2.0
Metropolitana de Santiago,Estación Central,2020-06-24,2.0,,2.0
Metropolitana de Santiago,Estación Central,2020-06-25,,2.0,2.0
Metropolitana de Santiago,Estación Central,2020-06-27,,2.0,2.0
Metropolitana de Santiago,Estación Central,2020-06-28,6.0,1.0,7.0
Metropolitana de Santiago,Estación Central,2020-06-29,4.0,,4.0
Metropolitana de Santiago,Estación Central,2020-06-30,3.0,,3.0
Metropolitana de Santiago,Estación Central,2020-07-01,1.0,2.0,3.0
Metropolitana de Santiago,Estación Central,2020-07-02,1.0,,1.0
Metropolitana de Santiago,Estación Central,2020-07-03,2.0,1.0,3.0
Metropolitana de Santiago,Estación Central,2020-07-04,,2.0,2.0
Metropolitana de Santiago,Estación Central,2020-07-06,2.0,1.0,3.0
Metropolitana de Santiago,Estación Central,2020-07-07,,2.0,2.0
Metropolitana de Santiago,Estación Central,2020-07-08,2.0,,2.0
Metropolitana de Santiago,Estación Central,2020-07-09,,1.0,1.0
Metropolitana de Santiago,Estación Central,2020-07-10,1.0,1.0,2.0
Metropolitana de Santiago,Estación Central,2020-07-11,1.0,,1.0
Metropolitana de Santiago,Estación Central,2020-07-12,,2.0,2.0
Metropolitana de Santiago,Estación Central,2020-07-13,2.0,1.0,3.0
Metropolitana de Santiago,Estación Central,2020-07-14,1.0,1.0,2.0
Metropolitana de Santiago,Estación Central,2020-07-15,3.0,,3.0
Metropolitana de Santiago,Estación Central,2020-07-16,2.0,2.0,4.0
Metropolitana de Santiago,Estación Central,2020-07-17,3.0,,3.0
Metropolitana de Santiago,Estación Central,2020-07-20,1.0,,1.0
Metropolitana de Santiago,Estación Central,2020-07-21,,1.0,1.0
Metropolitana de Santiago,Estación Central,2020-07-23,,3.0,3.0
Metropolitana de Santiago,Estación Central,2020-07-25,,1.0,1.0
Metropolitana de Santiago,Estación Central,2020-07-26,,1.0,1.0
Metropolitana de Santiago,Estación Central,2020-07-27,1.0,,1.0
Metropolitana de Santiago,Estación Central,2020-07-28,2.0,,2.0
Metropolitana de Santiago,Estación Central,2020-07-29,,1.0,1.0
Metropolitana de Santiago,Estación Central,2020-07-30,1.0,,1.0
Metropolitana de Santiago,Estación Central,2020-08-01,2.0,,2.0
Metropolitana de Santiago,Estación Central,2020-08-03,1.0,,1.0
Metropolitana de Santiago,Estación Central,2020-08-05,,1.0,1.0
Metropolitana de Santiago,Estación Central,2020-08-06,,1.0,1.0
Metropolitana de Santiago,Estación Central,2020-08-08,,1.0,1.0
Metropolitana de Santiago,Estación Central,2020-08-10,1.0,1.0,2.0
Metropolitana de Santiago,Estación Central,2020-08-14,1.0,,1.0
Metropolitana de Santiago,Estación Central,2020-08-15,,1.0,1.0
Metropolitana de Santiago,Estación Central,2020-08-16,,1.0,1.0
Metropolitana de Santiago,Estación Central,2020-08-17,,2.0,2.0
Metropolitana de Santiago,Huechuraba,2020-04-17,1.0,,1.0
Metropolitana de Santiago,Huechuraba,2020-04-19,1.0,,1.0
Metropolitana de Santiago,Huechuraba,2020-04-30,1.0,1.0,2.0
Metropolitana de Santiago,Huechuraba,2020-05-02,1.0,,1.0
Metropolitana de Santiago,Huechuraba,2020-05-07,2.0,,2.0
Metropolitana de Santiago,Huechuraba,2020-05-08,2.0,,2.0
Metropolitana de Santiago,Huechuraba,2020-05-09,1.0,,1.0
Metropolitana de Santiago,Huechuraba,2020-05-10,1.0,1.0,2.0
Metropolitana de Santiago,Huechuraba,2020-05-11,1.0,,1.0
Metropolitana de Santiago,Huechuraba,2020-05-13,3.0,,3.0
Metropolitana de Santiago,Huechuraba,2020-05-14,2.0,1.0,3.0
Metropolitana de Santiago,Huechuraba,2020-05-15,2.0,,2.0
Metropolitana de Santiago,Huechuraba,2020-05-17,1.0,,1.0
Metropolitana de Santiago,Huechuraba,2020-05-18,1.0,,1.0
Metropolitana de Santiago,Huechuraba,2020-05-19,1.0,,1.0
Metropolitana de Santiago,Huechuraba,2020-05-20,1.0,1.0,2.0
Metropolitana de Santiago,Huechuraba,2020-05-22,1.0,,1.0
Metropolitana de Santiago,Huechuraba,2020-05-23,2.0,1.0,3.0
Metropolitana de Santiago,Huechuraba,2020-05-24,5.0,,5.0
Metropolitana de Santiago,Huechuraba,2020-05-25,3.0,,3.0
Metropolitana de Santiago,Huechuraba,2020-05-27,1.0,,1.0
Metropolitana de Santiago,Huechuraba,2020-05-28,3.0,2.0,5.0
Metropolitana de Santiago,Huechuraba,2020-05-29,1.0,1.0,2.0
Metropolitana de Santiago,Huechuraba,2020-05-30,3.0,,3.0
Metropolitana de Santiago,Huechuraba,2020-05-31,3.0,,3.0
Metropolitana de Santiago,Huechuraba,2020-06-01,1.0,2.0,3.0
Metropolitana de Santiago,Huechuraba,2020-06-02,3.0,3.0,6.0
Metropolitana de Santiago,Huechuraba,2020-06-03,4.0,,4.0
Metropolitana de Santiago,Huechuraba,2020-06-04,,1.0,1.0
Metropolitana de Santiago,Huechuraba,2020-06-05,3.0,2.0,5.0
Metropolitana de Santiago,Huechuraba,2020-06-06,5.0,,5.0
Metropolitana de Santiago,Huechuraba,2020-06-08,1.0,1.0,2.0
Metropolitana de Santiago,Huechuraba,2020-06-09,2.0,1.0,3.0
Metropolitana de Santiago,Huechuraba,2020-06-10,2.0,1.0,3.0
Metropolitana de Santiago,Huechuraba,2020-06-11,5.0,,5.0
Metropolitana de Santiago,Huechuraba,2020-06-12,6.0,1.0,7.0
Metropolitana de Santiago,Huechuraba,2020-06-13,6.0,,6.0
Metropolitana de Santiago,Huechuraba,2020-06-14,1.0,,1.0
Metropolitana de Santiago,Huechuraba,2020-06-15,3.0,1.0,4.0
Metropolitana de Santiago,Huechuraba,2020-06-16,3.0,1.0,4.0
Metropolitana de Santiago,Huechuraba,2020-06-17,1.0,,1.0
Metropolitana de Santiago,Huechuraba,2020-06-18,4.0,3.0,7.0
Metropolitana de Santiago,Huechuraba,2020-06-19,2.0,,2.0
Metropolitana de Santiago,Huechuraba,2020-06-20,4.0,1.0,5.0
Metropolitana de Santiago,Huechuraba,2020-06-21,1.0,1.0,2.0
Metropolitana de Santiago,Huechuraba,2020-06-22,2.0,,2.0
Metropolitana de Santiago,Huechuraba,2020-06-24,2.0,,2.0
Metropolitana de Santiago,Huechuraba,2020-06-25,1.0,,1.0
Metropolitana de Santiago,Huechuraba,2020-06-26,2.0,,2.0
Metropolitana de Santiago,Huechuraba,2020-06-27,1.0,,1.0
Metropolitana de Santiago,Huechuraba,2020-06-29,1.0,,1.0
Metropolitana de Santiago,Huechuraba,2020-07-01,1.0,,1.0
Metropolitana de Santiago,Huechuraba,2020-07-03,1.0,1.0,2.0
Metropolitana de Santiago,Huechuraba,2020-07-04,3.0,,3.0
Metropolitana de Santiago,Huechuraba,2020-07-05,2.0,,2.0
Metropolitana de Santiago,Huechuraba,2020-07-07,1.0,,1.0
Metropolitana de Santiago,Huechuraba,2020-07-08,3.0,,3.0
Metropolitana de Santiago,Huechuraba,2020-07-09,,1.0,1.0
Metropolitana de Santiago,Huechuraba,2020-07-10,1.0,,1.0
Metropolitana de Santiago,Huechuraba,2020-07-12,2.0,,2.0
Metropolitana de Santiago,Huechuraba,2020-07-13,1.0,1.0,2.0
Metropolitana de Santiago,Huechuraba,2020-07-14,1.0,,1.0
Metropolitana de Santiago,Huechuraba,2020-07-17,,1.0,1.0
Metropolitana de Santiago,Huechuraba,2020-07-20,2.0,,2.0
Metropolitana de Santiago,Huechuraba,2020-07-27,2.0,,2.0
Metropolitana de Santiago,Huechuraba,2020-07-29,1.0,,1.0
Metropolitana de Santiago,Huechuraba,2020-07-30,1.0,,1.0
Metropolitana de Santiago,Huechuraba,2020-07-31,1.0,,1.0
Metropolitana de Santiago,Huechuraba,2020-08-02,1.0,,1.0
Metropolitana de Santiago,Huechuraba,2020-08-03,1.0,,1.0
Metropolitana de Santiago,Huechuraba,2020-08-05,1.0,,1.0
Metropolitana de Santiago,Huechuraba,2020-08-10,1.0,,1.0
Metropolitana de Santiago,Huechuraba,2020-08-16,1.0,,1.0
Metropolitana de Santiago,Huechuraba,2020-08-17,,1.0,1.0
Metropolitana de Santiago,Huechuraba,2020-08-18,1.0,,1.0
Metropolitana de Santiago,Independencia,2020-04-01,,1.0,1.0
Metropolitana de Santiago,Independencia,2020-04-03,1.0,,1.0
Metropolitana de Santiago,Independencia,2020-04-08,1.0,,1.0
Metropolitana de Santiago,Independencia,2020-04-13,1.0,,1.0
Metropolitana de Santiago,Independencia,2020-04-20,1.0,,1.0
Metropolitana de Santiago,Independencia,2020-04-23,1.0,1.0,2.0
Metropolitana de Santiago,Independencia,2020-04-24,,1.0,1.0
Metropolitana de Santiago,Independencia,2020-04-27,1.0,,1.0
Metropolitana de Santiago,Independencia,2020-04-30,1.0,,1.0
Metropolitana de Santiago,Independencia,2020-05-01,1.0,,1.0
Metropolitana de Santiago,Independencia,2020-05-03,2.0,,2.0
Metropolitana de Santiago,Independencia,2020-05-04,3.0,,3.0
Metropolitana de Santiago,Independencia,2020-05-07,3.0,,3.0
Metropolitana de Santiago,Independencia,2020-05-08,2.0,1.0,3.0
Metropolitana de Santiago,Independencia,2020-05-09,1.0,1.0,2.0
Metropolitana de Santiago,Independencia,2020-05-10,2.0,,2.0
Metropolitana de Santiago,Independencia,2020-05-11,,1.0,1.0
Metropolitana de Santiago,Independencia,2020-05-12,3.0,,3.0
Metropolitana de Santiago,Independencia,2020-05-13,2.0,1.0,3.0
Metropolitana de Santiago,Independencia,2020-05-14,2.0,2.0,4.0
Metropolitana de Santiago,Independencia,2020-05-15,2.0,,2.0
Metropolitana de Santiago,Independencia,2020-05-16,7.0,,7.0
Metropolitana de Santiago,Independencia,2020-05-17,2.0,,2.0
Metropolitana de Santiago,Independencia,2020-05-18,4.0,3.0,7.0
Metropolitana de Santiago,Independencia,2020-05-19,3.0,,3.0
Metropolitana de Santiago,Independencia,2020-05-20,1.0,2.0,3.0
Metropolitana de Santiago,Independencia,2020-05-21,1.0,1.0,2.0
Metropolitana de Santiago,Independencia,2020-05-22,4.0,,4.0
Metropolitana de Santiago,Independencia,2020-05-23,5.0,1.0,6.0
Metropolitana de Santiago,Independencia,2020-05-24,4.0,2.0,6.0
Metropolitana de Santiago,Independencia,2020-05-25,3.0,3.0,6.0
Metropolitana de Santiago,Independencia,2020-05-26,,2.0,2.0
Metropolitana de Santiago,Independencia,2020-05-27,2.0,2.0,4.0
Metropolitana de Santiago,Independencia,2020-05-28,7.0,1.0,8.0
Metropolitana de Santiago,Independencia,2020-05-29,10.0,,10.0
Metropolitana de Santiago,Independencia,2020-05-30,4.0,2.0,6.0
Metropolitana de Santiago,Independencia,2020-05-31,3.0,1.0,4.0
Metropolitana de Santiago,Independencia,2020-06-01,4.0,2.0,6.0
Metropolitana de Santiago,Independencia,2020-06-02,4.0,,4.0
Metropolitana de Santiago,Independencia,2020-06-03,5.0,1.0,6.0
Metropolitana de Santiago,Independencia,2020-06-04,3.0,,3.0
Metropolitana de Santiago,Independencia,2020-06-05,6.0,,6.0
Metropolitana de Santiago,Independencia,2020-06-06,3.0,,3.0
Metropolitana de Santiago,Independencia,2020-06-07,8.0,2.0,10.0
Metropolitana de Santiago,Independencia,2020-06-08,7.0,3.0,10.0
Metropolitana de Santiago,Independencia,2020-06-09,5.0,2.0,7.0
Metropolitana de Santiago,Independencia,2020-06-10,1.0,1.0,2.0
Metropolitana de Santiago,Independencia,2020-06-11,4.0,2.0,6.0
Metropolitana de Santiago,Independencia,2020-06-12,1.0,,1.0
Metropolitana de Santiago,Independencia,2020-06-13,1.0,,1.0
Metropolitana de Santiago,Independencia,2020-06-14,4.0,,4.0
Metropolitana de Santiago,Independencia,2020-06-15,5.0,,5.0
Metropolitana de Santiago,Independencia,2020-06-16,2.0,,2.0
Metropolitana de Santiago,Independencia,2020-06-17,6.0,2.0,8.0
Metropolitana de Santiago,Independencia,2020-06-18,2.0,1.0,3.0
Metropolitana de Santiago,Independencia,2020-06-19,6.0,2.0,8.0
Metropolitana de Santiago,Independencia,2020-06-20,3.0,1.0,4.0
Metropolitana de Santiago,Independencia,2020-06-21,1.0,2.0,3.0
Metropolitana de Santiago,Independencia,2020-06-22,4.0,2.0,6.0
Metropolitana de Santiago,Independencia,2020-06-23,4.0,1.0,5.0
Metropolitana de Santiago,Independencia,2020-06-24,,1.0,1.0
Metropolitana de Santiago,Independencia,2020-06-25,3.0,2.0,5.0
Metropolitana de Santiago,Independencia,2020-06-26,5.0,,5.0
Metropolitana de Santiago,Independencia,2020-06-27,1.0,,1.0
Metropolitana de Santiago,Independencia,2020-06-28,2.0,3.0,5.0
Metropolitana de Santiago,Independencia,2020-06-29,5.0,,5.0
Metropolitana de Santiago,Independencia,2020-06-30,2.0,3.0,5.0
Metropolitana de Santiago,Independencia,2020-07-01,2.0,,2.0
Metropolitana de Santiago,Independencia,2020-07-02,3.0,1.0,4.0
Metropolitana de Santiago,Independencia,2020-07-03,3.0,,3.0
Metropolitana de Santiago,Independencia,2020-07-05,2.0,,2.0
Metropolitana de Santiago,Independencia,2020-07-06,1.0,,1.0
Metropolitana de Santiago,Independencia,2020-07-07,4.0,,4.0
Metropolitana de Santiago,Independencia,2020-07-09,2.0,,2.0
Metropolitana de Santiago,Independencia,2020-07-10,,2.0,2.0
Metropolitana de Santiago,Independencia,2020-07-11,1.0,1.0,2.0
Metropolitana de Santiago,Independencia,2020-07-12,1.0,,1.0
Metropolitana de Santiago,Independencia,2020-07-13,2.0,,2.0
Metropolitana de Santiago,Independencia,2020-07-14,3.0,,3.0
Metropolitana de Santiago,Independencia,2020-07-16,4.0,2.0,6.0
Metropolitana de Santiago,Independencia,2020-07-18,2.0,1.0,3.0
Metropolitana de Santiago,Independencia,2020-07-19,1.0,1.0,2.0
Metropolitana de Santiago,Independencia,2020-07-20,,1.0,1.0
Metropolitana de Santiago,Independencia,2020-07-21,2.0,,2.0
Metropolitana de Santiago,Independencia,2020-07-24,2.0,,2.0
Metropolitana de Santiago,Independencia,2020-07-25,3.0,,3.0
Metropolitana de Santiago,Independencia,2020-07-26,2.0,,2.0
Metropolitana de Santiago,Independencia,2020-07-27,1.0,,1.0
Metropolitana de Santiago,Independencia,2020-07-29,3.0,,3.0
Metropolitana de Santiago,Independencia,2020-07-30,2.0,,2.0
Metropolitana de Santiago,Independencia,2020-07-31,1.0,,1.0
Metropolitana de Santiago,Independencia,2020-08-02,1.0,,1.0
Metropolitana de Santiago,Independencia,2020-08-06,1.0,,1.0
Metropolitana de Santiago,Independencia,2020-08-07,1.0,,1.0
Metropolitana de Santiago,Independencia,2020-08-11,1.0,,1.0
Metropolitana de Santiago,Independencia,2020-08-12,2.0,1.0,3.0
Metropolitana de Santiago,Independencia,2020-08-13,2.0,,2.0
Metropolitana de Santiago,Independencia,2020-08-14,1.0,,1.0
Metropolitana de Santiago,Independencia,2020-08-15,1.0,1.0,2.0
Metropolitana de Santiago,Independencia,2020-08-16,1.0,1.0,2.0
Metropolitana de Santiago,Independencia,2020-08-17,1.0,1.0,2.0
Metropolitana de Santiago,Independencia,2020-08-18,1.0,,1.0
Metropolitana de Santiago,Independencia,2020-08-19,1.0,,1.0
Metropolitana de Santiago,Isla de Maipo,2020-05-20,1.0,,1.0
Metropolitana de Santiago,Isla de Maipo,2020-05-27,1.0,,1.0
Metropolitana de Santiago,Isla de Maipo,2020-05-29,1.0,,1.0
Metropolitana de Santiago,Isla de Maipo,2020-05-30,1.0,,1.0
Metropolitana de Santiago,Isla de Maipo,2020-05-31,,1.0,1.0
Metropolitana de Santiago,Isla de Maipo,2020-06-02,1.0,,1.0
Metropolitana de Santiago,Isla de Maipo,2020-06-03,1.0,,1.0
Metropolitana de Santiago,Isla de Maipo,2020-06-04,1.0,,1.0
Metropolitana de Santiago,Isla de Maipo,2020-06-09,,1.0,1.0
Metropolitana de Santiago,Isla de Maipo,2020-06-10,1.0,1.0,2.0
Metropolitana de Santiago,Isla de Maipo,2020-06-11,1.0,,1.0
Metropolitana de Santiago,Isla de Maipo,2020-06-14,1.0,2.0,3.0
Metropolitana de Santiago,Isla de Maipo,2020-06-19,1.0,,1.0
Metropolitana de Santiago,Isla de Maipo,2020-07-02,1.0,,1.0
Metropolitana de Santiago,Isla de Maipo,2020-07-04,1.0,,1.0
Metropolitana de Santiago,Isla de Maipo,2020-07-05,1.0,1.0,2.0
Metropolitana de Santiago,Isla de Maipo,2020-07-08,1.0,,1.0
Metropolitana de Santiago,Isla de Maipo,2020-07-20,,1.0,1.0
Metropolitana de Santiago,Isla de Maipo,2020-07-31,1.0,,1.0
Metropolitana de Santiago,Isla de Maipo,2020-08-12,1.0,1.0,2.0
Metropolitana de Santiago,Isla de Maipo,2020-08-17,1.0,,1.0
Metropolitana de Santiago,La Cisterna,2020-03-31,,1.0,1.0
Metropolitana de Santiago,La Cisterna,2020-04-04,,1.0,1.0
Metropolitana de Santiago,La Cisterna,2020-04-17,,1.0,1.0
Metropolitana de Santiago,La Cisterna,2020-04-21,2.0,,2.0
Metropolitana de Santiago,La Cisterna,2020-05-01,1.0,,1.0
Metropolitana de Santiago,La Cisterna,2020-05-08,1.0,,1.0
Metropolitana de Santiago,La Cisterna,2020-05-09,1.0,,1.0
Metropolitana de Santiago,La Cisterna,2020-05-10,1.0,,1.0
Metropolitana de Santiago,La Cisterna,2020-05-13,,1.0,1.0
Metropolitana de Santiago,La Cisterna,2020-05-14,,1.0,1.0
Metropolitana de Santiago,La Cisterna,2020-05-18,,1.0,1.0
Metropolitana de Santiago,La Cisterna,2020-05-19,1.0,1.0,2.0
Metropolitana de Santiago,La Cisterna,2020-05-21,2.0,1.0,3.0
Metropolitana de Santiago,La Cisterna,2020-05-23,2.0,1.0,3.0
Metropolitana de Santiago,La Cisterna,2020-05-24,3.0,,3.0
Metropolitana de Santiago,La Cisterna,2020-05-25,1.0,,1.0
Metropolitana de Santiago,La Cisterna,2020-05-26,1.0,3.0,4.0
Metropolitana de Santiago,La Cisterna,2020-05-27,3.0,1.0,4.0
Metropolitana de Santiago,La Cisterna,2020-05-28,3.0,,3.0
Metropolitana de Santiago,La Cisterna,2020-05-29,6.0,,6.0
Metropolitana de Santiago,La Cisterna,2020-05-30,2.0,1.0,3.0
Metropolitana de Santiago,La Cisterna,2020-05-31,1.0,,1.0
Metropolitana de Santiago,La Cisterna,2020-06-01,2.0,,2.0
Metropolitana de Santiago,La Cisterna,2020-06-02,2.0,1.0,3.0
Metropolitana de Santiago,La Cisterna,2020-06-03,2.0,1.0,3.0
Metropolitana de Santiago,La Cisterna,2020-06-04,3.0,,3.0
Metropolitana de Santiago,La Cisterna,2020-06-05,1.0,,1.0
Metropolitana de Santiago,La Cisterna,2020-06-06,2.0,,2.0
Metropolitana de Santiago,La Cisterna,2020-06-07,1.0,2.0,3.0
Metropolitana de Santiago,La Cisterna,2020-06-08,1.0,1.0,2.0
Metropolitana de Santiago,La Cisterna,2020-06-09,3.0,,3.0
Metropolitana de Santiago,La Cisterna,2020-06-10,2.0,,2.0
Metropolitana de Santiago,La Cisterna,2020-06-11,3.0,,3.0
Metropolitana de Santiago,La Cisterna,2020-06-12,1.0,,1.0
Metropolitana de Santiago,La Cisterna,2020-06-13,2.0,,2.0
Metropolitana de Santiago,La Cisterna,2020-06-14,5.0,,5.0
Metropolitana de Santiago,La Cisterna,2020-06-15,3.0,,3.0
Metropolitana de Santiago,La Cisterna,2020-06-16,1.0,1.0,2.0
Metropolitana de Santiago,La Cisterna,2020-06-17,4.0,1.0,5.0
Metropolitana de Santiago,La Cisterna,2020-06-18,1.0,,1.0
Metropolitana de Santiago,La Cisterna,2020-06-19,3.0,,3.0
Metropolitana de Santiago,La Cisterna,2020-06-20,2.0,1.0,3.0
Metropolitana de Santiago,La Cisterna,2020-06-21,2.0,,2.0
Metropolitana de Santiago,La Cisterna,2020-06-22,2.0,,2.0
Metropolitana de Santiago,La Cisterna,2020-06-23,4.0,1.0,5.0
Metropolitana de Santiago,La Cisterna,2020-06-24,4.0,,4.0
Metropolitana de Santiago,La Cisterna,2020-06-25,3.0,,3.0
Metropolitana de Santiago,La Cisterna,2020-06-26,3.0,1.0,4.0
Metropolitana de Santiago,La Cisterna,2020-06-29,1.0,,1.0
Metropolitana de Santiago,La Cisterna,2020-06-30,1.0,,1.0
Metropolitana de Santiago,La Cisterna,2020-07-01,,1.0,1.0
Metropolitana de Santiago,La Cisterna,2020-07-02,1.0,,1.0
Metropolitana de Santiago,La Cisterna,2020-07-03,,1.0,1.0
