Region,Poblacion,Fecha,PCR Realizados,Region ID,Tasa
Aysén,107297,2020/07/31,96.0,11,89.47128065090357
Magallanes,178362,2020/07/31,419.0,12,234.9155089088483
Arica y Parinacota,252110,2020/08/01,438.0,15,173.73368767601445
Tarapacá,382773,2020/08/01,584.0,1,152.57084486105342
Antofagasta,691854,2020/08/01,826.0,2,119.38935093242216
Atacama,314709,2020/08/01,655.0,3,208.12877928499026
Coquimbo,836096,2020/08/01,856.0,4,102.38058787507656
Valparaíso,1960170,2020/08/01,1787.0,5,91.16556217062806
Metropolitana,8125072,2020/08/01,9440.0,13,116.18358581930106
O’Higgins,991063,2020/08/01,774.0,6,78.09796148176251
Maule,1131939,2020/08/01,1267.0,7,111.93182671504383
Ñuble,511551,2020/08/01,658.0,16,128.62842610023242
Biobío,1663696,2020/08/01,2378.0,8,142.9347669285735
Araucanía,1014343,2020/08/01,800.0,9,78.86878501650823
Los Ríos,405835,2020/08/01,270.0,14,66.52950090554043
Los Lagos,891440,2020/08/01,3089.0,10,346.5179933590595
Aysén,107297,2020/08/01,109.0,11,101.58718323904675
Magallanes,178362,2020/08/01,467.0,12,261.8270707886209
Arica y Parinacota,252110,2020/08/02,441.0,15,174.92364444091865
Tarapacá,382773,2020/08/02,588.0,1,153.61585064777296
Antofagasta,691854,2020/08/02,1113.0,2,160.87209151063664
Atacama,314709,2020/08/02,865.0,3,274.85709020078866
Coquimbo,836096,2020/08/02,757.0,4,90.53984231475812
Valparaíso,1960170,2020/08/02,2193.0,5,111.87805139350158
Metropolitana,8125072,2020/08/02,9627.0,13,118.48510388584866
O’Higgins,991063,2020/08/02,998.0,6,100.69995550232429
Maule,1131939,2020/08/02,1389.0,7,122.70979266550583
Ñuble,511551,2020/08/02,580.0,16,113.38067954123831
Biobío,1663696,2020/08/02,1785.0,8,107.29123589886613
Araucanía,1014343,2020/08/02,983.0,9,96.91001958903448
Los Ríos,405835,2020/08/02,262.0,14,64.55825643426516
Los Lagos,891440,2020/08/02,2496.0,10,279.996410302432
Aysén,107297,2020/08/02,151.0,11,140.73086852381707
Magallanes,178362,2020/08/02,671.0,12,376.2012087776544
Arica y Parinacota,252110,2020/08/03,546.0,15,216.57213121256592
Tarapacá,382773,2020/08/03,555.0,1,144.99455290733673
Antofagasta,691854,2020/08/03,1209.0,2,174.74785142530072
Atacama,314709,2020/08/03,1081.0,3,343.49192428560985
Coquimbo,836096,2020/08/03,876.0,4,104.77265768524188
Valparaíso,1960170,2020/08/03,1340.0,5,68.36141763214415
Metropolitana,8125072,2020/08/03,10415.0,13,128.18347948178183
O’Higgins,991063,2020/08/03,1066.0,6,107.56127511570908
Maule,1131939,2020/08/03,1202.0,7,106.1894678070108
Ñuble,511551,2020/08/03,532.0,16,103.99745088954963
Biobío,1663696,2020/08/03,2343.0,8,140.8310172050663
Araucanía,1014343,2020/08/03,663.0,9,65.36250558243118
Los Ríos,405835,2020/08/03,226.0,14,55.68765631352643
Los Lagos,891440,2020/08/03,1676.0,10,188.01041012294715
Aysén,107297,2020/08/03,62.0,11,57.78353542037522
Magallanes,178362,2020/08/03,477.0,12,267.43364618024015
Arica y Parinacota,252110,2020/08/04,387.0,15,153.5044226726429
Tarapacá,382773,2020/08/04,418.0,1,109.20310471219234
Antofagasta,691854,2020/08/04,1292.0,2,186.74460218485405
Atacama,314709,2020/08/04,189.0,3,60.055479824218565
Coquimbo,836096,2020/08/04,755.0,4,90.30063533374158
Valparaíso,1960170,2020/08/04,1392.0,5,71.0142487641378
Metropolitana,8125072,2020/08/04,8169.0,13,100.54064751672354
O’Higgins,991063,2020/08/04,857.0,6,86.4728074804528
Maule,1131939,2020/08/04,1138.0,7,100.53545288217828
Ñuble,511551,2020/08/04,354.0,16,69.20131130620408
Biobío,1663696,2020/08/04,1387.0,8,83.36859618584164
Araucanía,1014343,2020/08/04,652.0,9,64.2780597884542
Los Ríos,405835,2020/08/04,173.0,14,42.628161691327755
Los Lagos,891440,2020/08/04,1244.0,10,139.5494929552185
Aysén,107297,2020/08/04,21.0,11,19.571842642385157
Magallanes,178362,2020/08/04,429.0,12,240.5220843004676
Arica y Parinacota,252110,2020/08/05,490.0,15,194.35960493435405
Tarapacá,382773,2020/08/05,1515.0,1,395.7959417200273
Antofagasta,691854,2020/08/05,1424.0,2,205.82377206751715
Atacama,314709,2020/08/05,1371.0,3,435.6405441217124
Coquimbo,836096,2020/08/05,917.0,4,109.67640079608083
Valparaíso,1960170,2020/08/05,930.0,5,47.444864476040344
Metropolitana,8125072,2020/08/05,7727.0,13,95.1006957230656
O’Higgins,991063,2020/08/05,648.0,6,65.38433984519652
Maule,1131939,2020/08/05,599.0,7,52.91804593710439
Ñuble,511551,2020/08/05,484.0,16,94.61422223786094
Biobío,1663696,2020/08/05,1798.0,8,108.07262865331167
Araucanía,1014343,2020/08/05,598.0,9,58.9544167998399
Los Ríos,405835,2020/08/05,206.0,14,50.75954513533825
Los Lagos,891440,2020/08/05,2334.0,10,261.8235663645338
Aysén,107297,2020/08/05,151.0,11,140.73086852381707
Magallanes,178362,2020/08/05,206.0,12,115.4954530673574
Arica y Parinacota,252110,2020/08/06,497.0,15,197.13617071913055
Tarapacá,382773,2020/08/06,599.0,1,156.4896165612517
Antofagasta,691854,2020/08/06,1096.0,2,158.41492569241487
Atacama,314709,2020/08/06,534.0,3,169.68056204303022
Coquimbo,836096,2020/08/06,808.0,4,96.63962033067973
Valparaíso,1960170,2020/08/06,1718.0,5,87.6454593224057
Metropolitana,8125072,2020/08/06,8916.0,13,109.73441219967036
O’Higgins,991063,2020/08/06,1105.0,6,111.49644371750334
Maule,1131939,2020/08/06,1369.0,7,120.94291300149567
Ñuble,511551,2020/08/06,550.0,16,107.51616163393288
Biobío,1663696,2020/08/06,1867.0,8,112.22002096536869
Araucanía,1014343,2020/08/06,659.0,9,64.96816165734865
Los Ríos,405835,2020/08/06,330.0,14,81.31383444010497
Los Lagos,891440,2020/08/06,2245.0,10,251.83972000358972
Aysén,107297,2020/08/06,137.0,11,127.68297342889362
Magallanes,178362,2020/08/06,372.0,12,208.56460456823763
Arica y Parinacota,252110,2020/08/07,535.0,15,212.2089564079172
Tarapacá,382773,2020/08/07,659.0,1,172.16470336204486
Antofagasta,691854,2020/08/07,952.0,2,137.60128582041875
Atacama,314709,2020/08/07,689.0,3,218.93241057611954
Coquimbo,836096,2020/08/07,956.0,4,114.34093692590324
Valparaíso,1960170,2020/08/07,1629.0,5,83.10503680803195
Metropolitana,8125072,2020/08/07,9267.0,13,114.05437391816342
O’Higgins,991063,2020/08/07,1272.0,6,128.3470374739043
Maule,1131939,2020/08/07,1525.0,7,134.72457438077492
Ñuble,511551,2020/08/07,516.0,16,100.8697080056534
Biobío,1663696,2020/08/07,2719.0,8,163.43129994902915
Araucanía,1014343,2020/08/07,1122.0,9,110.61347098565278
Los Ríos,405835,2020/08/07,348.0,14,85.74913450047434
Los Lagos,891440,2020/08/07,2820.0,10,316.34209817822847
Aysén,107297,2020/08/07,141.0,11,131.4109434560146
Magallanes,178362,2020/08/07,93.0,12,52.14115114205941
Arica y Parinacota,252110,2020/08/08,623.0,15,247.1143548451073
Tarapacá,382773,2020/08/08,465.0,1,121.48192270614699
Antofagasta,691854,2020/08/08,1139.0,2,164.63010982085817
Atacama,314709,2020/08/08,334.0,3,106.12978974226984
Coquimbo,836096,2020/08/08,875.0,4,104.65305419473361
Valparaíso,1960170,2020/08/08,2230.0,5,113.76564277588167
Metropolitana,8125072,2020/08/08,10430.0,13,128.36809323043536
O’Higgins,991063,2020/08/08,1335.0,6,134.70384829218727
Maule,1131939,2020/08/08,1783.0,7,157.51732204650602
Ñuble,511551,2020/08/08,484.0,16,94.61422223786094
Biobío,1663696,2020/08/08,2299.0,8,138.18630326694299
Araucanía,1014343,2020/08/08,1090.0,9,107.45871958499245
Los Ríos,405835,2020/08/08,313.0,14,77.12493993864501
Los Lagos,891440,2020/08/08,2879.0,10,322.9606030691914
Aysén,107297,2020/08/08,146.0,11,136.07090598991584
Magallanes,178362,2020/08/08,612.0,12,343.1224139671006
Arica y Parinacota,252110,2020/08/09,747.0,15,296.2992344611479
Tarapacá,382773,2020/08/09,650.0,1,169.81344034192588
Antofagasta,691854,2020/08/09,1298.0,2,187.61183717952053
Atacama,314709,2020/08/09,605.0,3,192.24108620980016
Coquimbo,836096,2020/08/09,903.0,4,108.0019519289651
Valparaíso,1960170,2020/08/09,1961.0,5,100.04234326614528
Metropolitana,8125072,2020/08/09,10606.0,13,130.5342278813037
O’Higgins,991063,2020/08/09,1317.0,6,132.8876166298207
Maule,1131939,2020/08/09,1647.0,7,145.50254033123693
Ñuble,511551,2020/08/09,610.0,16,119.24519744854373
Biobío,1663696,2020/08/09,2942.0,8,176.83519104451773
Araucanía,1014343,2020/08/09,737.0,9,72.6578681964582
Los Ríos,405835,2020/08/09,335.0,14,82.54586223465202
Los Lagos,891440,2020/08/09,2973.0,10,333.5053396751324
Aysén,107297,2020/08/09,149.0,11,138.86688351025657
Magallanes,178362,2020/08/09,980.0,12,549.4443883786905
Arica y Parinacota,252110,2020/08/10,895.0,15,355.0037681964222
Tarapacá,382773,2020/08/10,474.0,1,123.83318572626595
Antofagasta,691854,2020/08/10,1745.0,2,252.22084428217514
Atacama,314709,2020/08/10,1361.0,3,432.4630055066744
Coquimbo,836096,2020/08/10,914.0,4,109.31759032455602
Valparaíso,1960170,2020/08/10,1980.0,5,101.01164694898911
Metropolitana,8125072,2020/08/10,9508.0,13,117.02050147986381
O’Higgins,991063,2020/08/10,1404.0,6,141.66606966459247
Maule,1131939,2020/08/10,1482.0,7,130.92578310315307
Ñuble,511551,2020/08/10,600.0,16,117.2903581461086
Biobío,1663696,2020/08/10,2128.0,8,127.90798318923649
Araucanía,1014343,2020/08/10,950.0,9,93.65668220710351
Los Ríos,405835,2020/08/10,213.0,14,52.48438404770411
Los Lagos,891440,2020/08/10,1752.0,10,196.53594184689942
Aysén,107297,2020/08/10,57.0,11,53.123572886473994
Magallanes,178362,2020/08/10,549.0,12,307.80098899989906
Arica y Parinacota,252110,2020/08/11,807.0,15,320.09836975923207
Tarapacá,382773,2020/08/11,716.0,1,187.05603582279835
Antofagasta,691854,2020/08/11,2053.0,2,296.7389073417224
Atacama,314709,2020/08/11,720.0,3,228.78278028273738
Coquimbo,836096,2020/08/11,785.0,4,93.88874004898959
Valparaíso,1960170,2020/08/11,1692.0,5,86.31904375640889
Metropolitana,8125072,2020/08/11,8587.0,13,105.68521731253581
O’Higgins,991063,2020/08/11,1014.0,6,102.31438364665011
Maule,1131939,2020/08/11,1048.0,7,92.58449439413255
Ñuble,511551,2020/08/11,508.0,16,99.30583656370527
Biobío,1663696,2020/08/11,1738.0,8,104.46620055587078
Araucanía,1014343,2020/08/11,493.0,9,48.60288876642319
Los Ríos,405835,2020/08/11,310.0,14,76.3857232619168
Los Lagos,891440,2020/08/11,1347.0,10,151.10383200215384
Aysén,107297,2020/08/11,17.0,11,15.843872615264173
Magallanes,178362,2020/08/11,414.0,12,232.11222121303868
Arica y Parinacota,252110,2020/08/12,452.0,15,179.28681924556741
Tarapacá,382773,2020/08/12,455.0,1,118.86940823934813
Antofagasta,691854,2020/08/12,1059.0,2,153.0669765586381
Atacama,314709,2020/08/12,724.0,3,230.0537957287526
Coquimbo,836096,2020/08/12,678.0,4,81.09116656460502
Valparaíso,1960170,2020/08/12,1471.0,5,75.04451144543584
Metropolitana,8125072,2020/08/12,7168.0,13,88.22075668990995
O’Higgins,991063,2020/08/12,871.0,6,87.88543210673791
Maule,1131939,2020/08/12,1052.0,7,92.93787032693457
Ñuble,511551,2020/08/12,401.0,16,78.38905602764925
Biobío,1663696,2020/08/12,1349.0,8,81.08452505746243
Araucanía,1014343,2020/08/12,1208.0,9,119.09186537492741
Los Ríos,405835,2020/08/12,225.0,14,55.44125075461702
Los Lagos,891440,2020/08/12,1990.0,10,223.23431750874985
Aysén,107297,2020/08/12,103.0,11,95.99522819836528
Magallanes,178362,2020/08/12,142.0,12,79.61337056099394
Arica y Parinacota,252110,2020/08/13,482.0,15,191.18638689460948
Tarapacá,382773,2020/08/13,637.0,1,166.41717153508736
Antofagasta,691854,2020/08/13,1000.0,2,144.53916577775078
Atacama,314709,2020/08/13,452.0,3,143.62474539971848
Coquimbo,836096,2020/08/13,902.0,4,107.88234843845683
Valparaíso,1960170,2020/08/13,1844.0,5,94.07347321915955
Metropolitana,8125072,2020/08/13,8680.0,13,106.82982255418783
O’Higgins,991063,2020/08/13,1152.0,6,116.23882639146049
Maule,1131939,2020/08/13,1586.0,7,140.1135573560059
Ñuble,511551,2020/08/13,505.0,16,98.71938477297475
Biobío,1663696,2020/08/13,2689.0,8,161.62808590030872
Araucanía,1014343,2020/08/13,725.0,9,71.47483642121057
Los Ríos,405835,2020/08/13,335.0,14,82.54586223465202
Los Lagos,891440,2020/08/13,2201.0,10,246.90388584761732
Aysén,107297,2020/08/13,97.0,11,90.40327315768381
Magallanes,178362,2020/08/13,341.0,12,191.18422085421784
Arica y Parinacota,252110,2020/08/14,480.0,15,190.39308238467336
Tarapacá,382773,2020/08/14,669.0,1,174.77721782884373
Antofagasta,691854,2020/08/14,1033.0,2,149.30895824841656
Atacama,314709,2020/08/14,639.0,3,203.04471750092944
Coquimbo,836096,2020/08/14,680.0,4,81.33037354562155
Valparaíso,1960170,2020/08/14,1941.0,5,99.02202359999387
Metropolitana,8125072,2020/08/14,11730.0,13,144.36795144707642
O’Higgins,991063,2020/08/14,1219.0,6,122.99924424582494
Maule,1131939,2020/08/14,1528.0,7,134.98960633037646
Ñuble,511551,2020/08/14,590.0,16,115.33551884367346
Biobío,1663696,2020/08/14,2480.0,8,149.065694694223
Araucanía,1014343,2020/08/14,845.0,9,83.3051541736868
Los Ríos,405835,2020/08/14,367.0,14,90.4308401197531
Los Lagos,891440,2020/08/14,2753.0,10,308.8261688952706
Aysén,107297,2020/08/14,176.0,11,164.0306811933232
Magallanes,178362,2020/08/14,488.0,12,273.6008791110214
Arica y Parinacota,252110,2020/08/15,718.0,15,284.7963190670739
Tarapacá,382773,2020/08/15,559.0,1,146.03955869405627
Antofagasta,691854,2020/08/15,1006.0,2,145.4064007724173
Atacama,314709,2020/08/15,801.0,3,254.52084306454535
Coquimbo,836096,2020/08/15,1299.0,4,155.36493417023883
Valparaíso,1960170,2020/08/15,2364.0,5,120.6017845390961
Metropolitana,8125072,2020/08/15,10335.0,13,127.19887282229621
O’Higgins,991063,2020/08/15,1237.0,6,124.81547590819152
Maule,1131939,2020/08/15,1900.0,7,167.8535680809655
Ñuble,511551,2020/08/15,435.0,16,85.03550965592873
Biobío,1663696,2020/08/15,2695.0,8,161.9887287100528
Araucanía,1014343,2020/08/15,1096.0,9,108.05023547261627
Los Ríos,405835,2020/08/15,354.0,14,87.22756785393078
Los Lagos,891440,2020/08/15,3020.0,10,338.77770797810285
Aysén,107297,2020/08/15,123.0,11,114.63507833397018
Magallanes,178362,2020/08/15,557.0,12,312.2862493131945
Arica y Parinacota,252110,2020/08/16,547.0,15,216.96878346753402
Tarapacá,382773,2020/08/16,687.0,1,179.4797438690817
Antofagasta,691854,2020/08/16,1086.0,2,156.96953403463735
Atacama,314709,2020/08/16,784.0,3,249.1190274189807
Coquimbo,836096,2020/08/16,1068.0,4,127.73652786282916
Valparaíso,1960170,2020/08/16,3034.0,5,154.78249335516816
Metropolitana,8125072,2020/08/16,10984.0,13,135.18649434737316
O’Higgins,991063,2020/08/16,1687.0,6,170.22126746735574
Maule,1131939,2020/08/16,1700.0,7,150.18477144086384
Ñuble,511551,2020/08/16,650.0,16,127.06455465828432
Biobío,1663696,2020/08/16,3287.0,8,197.57215260480282
Araucanía,1014343,2020/08/16,860.0,9,84.78394389274634
Los Ríos,405835,2020/08/16,302.0,14,74.41447879064152
Los Lagos,891440,2020/08/16,3175.0,10,356.16530557300547
Aysén,107297,2020/08/16,150.0,11,139.79887601703683
Magallanes,178362,2020/08/16,881.0,12,493.93929200165957
Arica y Parinacota,252110,2020/08/17,755.0,15,299.4724525008925
Tarapacá,382773,2020/08/17,748.0,1,195.41608211655475
Antofagasta,691854,2020/08/17,910.0,2,131.53064085775324
Atacama,314709,2020/08/17,734.0,3,233.23133434379062
Coquimbo,836096,2020/08/17,778.0,4,93.05151561543171
Valparaíso,1960170,2020/08/17,2274.0,5,116.01034604141478
Metropolitana,8125072,2020/08/17,10405.0,13,128.06040364934614
O’Higgins,991063,2020/08/17,1024.0,6,103.32340123685377
Maule,1131939,2020/08/17,1213.0,7,107.1612516222164
Ñuble,511551,2020/08/17,539.0,16,105.36583840125424
Biobío,1663696,2020/08/17,2665.0,8,160.18551466133235
Araucanía,1014343,2020/08/17,916.0,9,90.30475884390191
Los Ríos,405835,2020/08/17,230.0,14,56.673278549164074
Los Lagos,891440,2020/08/17,1496.0,10,167.81836130306021
Aysén,107297,2020/08/17,59.0,11,54.98755790003449
Magallanes,178362,2020/08/17,543.0,12,304.4370437649275
Arica y Parinacota,252110,2020/08/18,473.0,15,187.61651659989687
Tarapacá,382773,2020/08/18,532.0,1,138.98576963369933
Antofagasta,691854,2020/08/18,2261.0,2,326.80305382349457
Atacama,314709,2020/08/18,874.0,3,277.71687495432286
Coquimbo,836096,2020/08/18,812.0,4,97.11803429271279
Valparaíso,1960170,2020/08/18,1884.0,5,96.11411255146237
Metropolitana,8125072,2020/08/18,8307.0,13,102.23909400433621
O’Higgins,991063,2020/08/18,1026.0,6,103.5252047548945
Maule,1131939,2020/08/18,1720.0,7,151.95165110487403
Ñuble,511551,2020/08/18,572.0,16,111.8168080992902
Biobío,1663696,2020/08/18,1634.0,8,98.21505852030658
Araucanía,1014343,2020/08/18,703.0,9,69.3059448332566
Los Ríos,405835,2020/08/18,204.0,14,50.26673401751944
Los Lagos,891440,2020/08/18,1736.0,10,194.74109306290944
Aysén,107297,2020/08/18,30.0,11,27.959775203407364
Magallanes,178362,2020/08/18,431.0,12,241.64339937879143
Arica y Parinacota,252110,2020/08/19,213.0,15,84.48693030819881
Tarapacá,382773,2020/08/19,292.0,1,76.28542243052671
Antofagasta,691854,2020/08/19,1162.0,2,167.95451063374642
Atacama,314709,2020/08/19,566.0,3,179.8486856111519
Coquimbo,836096,2020/08/19,626.0,4,74.87178505817513
Valparaíso,1960170,2020/08/19,2252.0,5,114.88799440864824
Metropolitana,8125072,2020/08/19,6376.0,13,78.47315076100249
O’Higgins,991063,2020/08/19,865.0,6,87.28002155261572
Maule,1131939,2020/08/19,1548.0,7,136.75648599438662
Ñuble,511551,2020/08/19,302.0,16,59.036146933541325
Biobío,1663696,2020/08/19,1633.0,8,98.15495138534925
Araucanía,1014343,2020/08/19,995.0,9,98.0930513642821
Los Ríos,405835,2020/08/19,231.0,14,56.91968410807348
Los Lagos,891440,2020/08/19,1876.0,10,210.4460199228215
Aysén,107297,2020/08/19,158.0,11,147.25481607127878
Magallanes,178362,2020/08/19,180.0,12,100.91835704914725
Arica y Parinacota,252110,2020/08/20,622.0,15,246.71770259013923
Tarapacá,382773,2020/08/20,481.0,1,125.66194585302516
Antofagasta,691854,2020/08/20,907.0,2,131.09702336041997
Atacama,314709,2020/08/20,416.0,3,132.1856063855816
Coquimbo,836096,2020/08/20,709.0,4,84.7988747703613
Valparaíso,1960170,2020/08/20,2614.0,5,133.35578036598866
Metropolitana,8125072,2020/08/20,9347.0,13,115.03898057764904
O’Higgins,991063,2020/08/20,1158.0,6,116.84423694558268
Maule,1131939,2020/08/20,2208.0,7,195.063514906722
Ñuble,511551,2020/08/20,686.0,16,134.10197614705083
Biobío,1663696,2020/08/20,2893.0,8,173.8899414316077
Araucanía,1014343,2020/08/20,903.0,9,89.02314108738366
Los Ríos,405835,2020/08/20,415.0,14,102.25830694740472
Los Lagos,891440,2020/08/20,2406.0,10,269.90038589248854
Aysén,107297,2020/08/20,82.0,11,76.42338555598013
Magallanes,178362,2020/08/20,431.0,12,241.64339937879143
Arica y Parinacota,252110,2020/08/21,560.0,15,222.1252627821189
Tarapacá,382773,2020/08/21,645.0,1,168.50718310852648
Antofagasta,691854,2020/08/21,925.0,2,133.6987283444195
Atacama,314709,2020/08/21,692.0,3,219.88567216063095
Coquimbo,836096,2020/08/21,716.0,4,85.63609920391917
Valparaíso,1960170,2020/08/21,2886.0,5,147.23212782564778
Metropolitana,8125072,2020/08/21,10534.0,13,129.64808188776666
O’Higgins,991063,2020/08/21,1228.0,6,123.90736007700822
Maule,1131939,2020/08/21,1588.0,7,140.29024532240695
Ñuble,511551,2020/08/21,638.0,16,124.71874749536214
Biobío,1663696,2020/08/21,3142.0,8,188.85661803598734
Araucanía,1014343,2020/08/21,896.0,9,88.3330392184892
Los Ríos,405835,2020/08/21,384.0,14,94.61973462121306
Los Lagos,891440,2020/08/21,3023.0,10,339.11424212510093
Aysén,107297,2020/08/21,153.0,11,142.59485353737756
Magallanes,178362,2020/08/21,659.0,12,369.4733183077113
Arica y Parinacota,252110,2020/08/22,581.0,15,230.45496013644836
Tarapacá,382773,2020/08/22,612.0,1,159.88588536809024
Antofagasta,691854,2020/08/22,1000.0,2,144.53916577775078
Atacama,314709,2020/08/22,762.0,3,242.12844246589708
Coquimbo,836096,2020/08/22,1044.0,4,124.86604409063074
Valparaíso,1960170,2020/08/22,2782.0,5,141.92646556166048
Metropolitana,8125072,2020/08/22,11483.0,13,141.3279783859146
O’Higgins,991063,2020/08/22,1414.0,6,142.6750872547961
Maule,1131939,2020/08/22,1945.0,7,171.82904732498835
Ñuble,511551,2020/08/22,682.0,16,133.3200404260768
Biobío,1663696,2020/08/22,2751.0,8,165.35472826766429
Araucanía,1014343,2020/08/22,892.0,9,87.93869529340667
Los Ríos,405835,2020/08/22,377.0,14,92.89489570884719
Los Lagos,891440,2020/08/22,2864.0,10,321.27793233420084
Aysén,107297,2020/08/22,134.0,11,124.8869959085529
Magallanes,178362,2020/08/22,404.0,12,226.50564582141936
Arica y Parinacota,252110,2020/08/23,668.0,15,264.96370631867046
Tarapacá,382773,2020/08/23,742.0,1,193.84857343647542
Antofagasta,691854,2020/08/23,1184.0,2,171.13437228085695
Atacama,314709,2020/08/23,757.0,3,240.53967315837806
Coquimbo,836096,2020/08/23,1249.0,4,149.38475964482546
Valparaíso,1960170,2020/08/23,2972.0,5,151.6195023900988
Metropolitana,8125072,2020/08/23,11671.0,13,143.64180403570577
O’Higgins,991063,2020/08/23,1614.0,6,162.8554390588691
Maule,1131939,2020/08/23,1860.0,7,164.31980875294516
Ñuble,511551,2020/08/23,457.0,16,89.33615612128605
Biobío,1663696,2020/08/23,3080.0,8,185.12997566863177
Araucanía,1014343,2020/08/23,1022.0,9,100.75487285858927
Los Ríos,405835,2020/08/23,277.0,14,68.2543398179063
Los Lagos,891440,2020/08/23,3557.0,10,399.0173202907655
Aysén,107297,2020/08/23,231.0,11,215.2902690662367
Magallanes,178362,2020/08/23,640.0,12,358.82082506363463
Arica y Parinacota,252110,2020/08/24,628.0,15,249.09761611994762
Tarapacá,382773,2020/08/24,850.0,1,222.06372967790307
Antofagasta,691854,2020/08/24,1176.0,2,169.97805895463495
Atacama,314709,2020/08/24,807.0,3,256.4273662335682
Coquimbo,836096,2020/08/24,950.0,4,113.62331598285364
Valparaíso,1960170,2020/08/24,2859.0,5,145.8546962763434
Metropolitana,8125072,2020/08/24,10206.0,13,125.61119458387567
O’Higgins,991063,2020/08/24,1537.0,6,155.086003614301
Maule,1131939,2020/08/24,1576.0,7,139.23011752400086
Ñuble,511551,2020/08/24,595.0,16,116.31293849489104
Biobío,1663696,2020/08/24,2728.0,8,163.9722641636453
Araucanía,1014343,2020/08/24,753.0,9,74.23524389678838
Los Ríos,405835,2020/08/24,348.0,14,85.74913450047434
Los Lagos,891440,2020/08/24,1549.0,10,173.76379790002693
Aysén,107297,2020/08/24,185.0,11,172.41861375434542
Magallanes,178362,2020/08/24,707.0,12,396.3848801874839
Arica y Parinacota,252110,2020/08/25,613.0,15,243.1478322954266
Tarapacá,382773,2020/08/25,517.0,1,135.06699793350106
Antofagasta,691854,2020/08/25,2625.0,2,379.4153101665958
Atacama,314709,2020/08/25,607.0,3,192.87659393280776
Coquimbo,836096,2020/08/25,1008.0,4,120.56031843233313
Valparaíso,1960170,2020/08/25,2337.0,5,119.2243529897917
Metropolitana,8125072,2020/08/25,9031.0,13,111.1497842726809
O’Higgins,991063,2020/08/25,1218.0,6,122.89834248680458
Maule,1131939,2020/08/25,1146.0,7,101.24220474778235
Ñuble,511551,2020/08/25,436.0,16,85.23099358617225
Biobío,1663696,2020/08/25,1689.0,8,101.52095094296074
Araucanía,1014343,2020/08/25,910.0,9,89.7132429562781
Los Ríos,405835,2020/08/25,281.0,14,69.23996205354392
Los Lagos,891440,2020/08/25,1427.0,10,160.07807592210355
Aysén,107297,2020/08/25,29.0,11,27.02778269662712
Magallanes,178362,2020/08/25,629.0,12,352.6535921328534
Arica y Parinacota,252110,2020/08/26,226.0,15,89.64340962278371
Tarapacá,382773,2020/08/26,517.0,1,135.06699793350106
Antofagasta,691854,2020/08/26,1337.0,2,193.24886464485283
Atacama,314709,2020/08/26,403.0,3,128.05480618603218
Coquimbo,836096,2020/08/26,765.0,4,91.49667023882425
Valparaíso,1960170,2020/08/26,2171.0,5,110.75569976073504
Metropolitana,8125072,2020/08/26,6983.0,13,85.9438537898495
O’Higgins,991063,2020/08/26,841.0,6,84.85837933612697
Maule,1131939,2020/08/26,1527.0,7,134.90126234717596
Ñuble,511551,2020/08/26,556.0,16,108.68906521539397
Biobío,1663696,2020/08/26,1596.0,8,95.93098739192737
Araucanía,1014343,2020/08/26,836.0,9,82.41788034225108
Los Ríos,405835,2020/08/26,364.0,14,89.69162344302488
Los Lagos,891440,2020/08/26,1753.0,10,196.64811989589876
Aysén,107297,2020/08/26,107.0,11,99.72319822548626
Magallanes,178362,2020/08/26,275.0,12,154.1808232695305
Arica y Parinacota,252110,2020/08/27,404.0,15,160.2475110071001
Tarapacá,382773,2020/08/27,593.0,1,154.9221078811724
Antofagasta,691854,2020/08/27,1513.0,2,218.68775782173697
Atacama,314709,2020/08/27,304.0,3,96.59717389715578
Coquimbo,836096,2020/08/27,1258.0,4,150.46119105939988
Valparaíso,1960170,2020/08/27,2076.0,5,105.90918134651587
Metropolitana,8125072,2020/08/27,10147.0,13,124.88504717250507
O’Higgins,991063,2020/08/27,1053.0,6,106.24955224844435
Maule,1131939,2020/08/27,1611.0,7,142.32215693601862
Ñuble,511551,2020/08/27,482.0,16,94.22325437737392
Biobío,1663696,2020/08/27,3311.0,8,199.01472384377914
Araucanía,1014343,2020/08/27,835.0,9,82.31929436098046
Los Ríos,405835,2020/08/27,367.0,14,90.4308401197531
Los Lagos,891440,2020/08/27,2284.0,10,256.2146639145652
Aysén,107297,2020/08/27,150.0,11,139.79887601703683
Magallanes,178362,2020/08/27,631.0,12,353.77490721117726
Arica y Parinacota,252110,2020/08/28,519.0,15,205.86252032842805
Tarapacá,382773,2020/08/28,578.0,1,151.00333618097412
Antofagasta,691854,2020/08/28,865.0,2,125.02637839775446
Atacama,314709,2020/08/28,597.0,3,189.69905531776976
Coquimbo,836096,2020/08/28,1202.0,4,143.76339559093694
Valparaíso,1960170,2020/08/28,3096.0,5,157.9454843202375
Metropolitana,8125072,2020/08/28,11225.0,13,138.15262190907356
O’Higgins,991063,2020/08/28,1718.0,6,173.34922199698707
Maule,1131939,2020/08/28,1610.0,7,142.23381295281814
Ñuble,511551,2020/08/28,947.0,16,185.12328194060808
Biobío,1663696,2020/08/28,3155.0,8,189.63801079043287
Araucanía,1014343,2020/08/28,920.0,9,90.69910276898446
Los Ríos,405835,2020/08/28,522.0,14,128.6237017507115
