Region,Codigo region,Provincia,Codigo provincia,fecha,prob48.estimado,prob48.linf,prob48.lsup
Tarapacá,1,Iquique,11,2020-04-26,0.186921291852593,0.115965410360819,0.269846357861445
Tarapacá,1,Iquique,11,2020-05-03,0.193338607532412,0.143377583854988,0.247493591428928
Tarapacá,1,Iquique,11,2020-05-10,0.12625422457091698,0.0891391308485113,0.16998956736848803
Tarapacá,1,Iquique,11,2020-05-17,0.14675132296037502,0.120764538285436,0.17440654803039699
Tarapacá,1,Iquique,11,2020-05-24,0.16987123727965,0.144711005213229,0.19681740841211104
Tarapacá,1,Iquique,11,2020-05-31,0.23227555246377302,0.20319096552978103,0.26279120188717603
Tarapacá,1,Iquique,11,2020-06-07,0.23669806460263604,0.205881716211388,0.268616083344987
Tarapacá,1,Iquique,11,2020-06-14,0.310165437111183,0.27498798218431,0.34543445805805995
Tarapacá,1,Iquique,11,2020-06-21,0.31099456139483,0.273861265224455,0.348955649142251
Tarapacá,1,Iquique,11,2020-06-28,0.32850164641087104,0.287703612473264,0.370257437707053
Tarapacá,1,Iquique,11,2020-07-05,0.31438988307530297,0.27256336730403097,0.35695172810543296
Tarapacá,1,Iquique,11,2020-07-12,0.360655147052594,0.31272814811701,0.40872914911129793
Tarapacá,1,Iquique,11,2020-07-19,0.28579841567827097,0.243015581260893,0.331391910746971
Tarapacá,1,Iquique,11,2020-07-26,0.311066630534387,0.270015494740043,0.3540806354185379
Tarapacá,1,Iquique,11,2020-08-02,0.361501648104375,0.31449897886837197,0.40969088864726394
Tarapacá,1,Iquique,11,2020-08-09,0.259927979260192,0.19929600343065199,0.317994465236369
Tarapacá,1,Iquique,11,2020-08-16,0.400695702873812,0.329181565642735,0.46337232034573206
Tarapacá,1,Iquique,11,2020-08-23,0.337067149564287,0.21848124913662803,0.45867743688172297
Tarapacá,1,Iquique,11,2020-08-30,0.275274146749335,0.13696369310209802,0.468510511741139
Tarapacá,1,Tamarugal,14,2020-03-08,0.0823724959306471,0.0186827658345553,0.18986341619360897
Tarapacá,1,Tamarugal,14,2020-03-15,0.0823724959306471,0.0186827658345553,0.18986341619360897
Tarapacá,1,Tamarugal,14,2020-03-22,0.0556757769330087,0.000255366728275119,0.262330364666519
Tarapacá,1,Tamarugal,14,2020-03-29,0.0429517900595595,0.000225078458235029,0.18930001252164397
Tarapacá,1,Tamarugal,14,2020-04-05,0.0309429719227769,8.80226038795987e-05,0.163703209275157
Tarapacá,1,Tamarugal,14,2020-04-12,0.0229328705693031,7.54524256699702e-05,0.11946712824761901
Tarapacá,1,Tamarugal,14,2020-04-19,0.0355856297887622,9.12790563099146e-05,0.154395603518609
Tarapacá,1,Tamarugal,14,2020-04-26,0.0717199041712449,0.000122500052323309,0.290174793606974
Tarapacá,1,Tamarugal,14,2020-05-03,0.02415873346113,6.99566999229309e-05,0.14358644250881697
Tarapacá,1,Tamarugal,14,2020-05-10,0.19224324586967004,0.0595739482097824,0.37345464512191706
Tarapacá,1,Tamarugal,14,2020-05-17,0.0485716618002474,0.00359011798406166,0.13744646280895903
Tarapacá,1,Tamarugal,14,2020-05-24,0.11237812264846099,0.0497475650715621,0.19375599801203697
Tarapacá,1,Tamarugal,14,2020-05-31,0.125694704069026,0.0666499414509766,0.198524258993304
Tarapacá,1,Tamarugal,14,2020-06-07,0.157161478132428,0.0991119284475032,0.226241636089805
Tarapacá,1,Tamarugal,14,2020-06-14,0.30940064571337106,0.236986695285526,0.386839911569144
Tarapacá,1,Tamarugal,14,2020-06-21,0.23467475752396103,0.160201206743742,0.318900864277154
Tarapacá,1,Tamarugal,14,2020-06-28,0.247875226409196,0.166084429853185,0.338762158271268
Tarapacá,1,Tamarugal,14,2020-07-05,0.413865019817895,0.336917317137123,0.49487956585369103
Tarapacá,1,Tamarugal,14,2020-07-12,0.346362347320918,0.267913448144693,0.43164220097880995
Tarapacá,1,Tamarugal,14,2020-07-19,0.319703792002772,0.236786582304179,0.405467970859229
Tarapacá,1,Tamarugal,14,2020-07-26,0.35938061141550803,0.268528279113535,0.454853086090113
Tarapacá,1,Tamarugal,14,2020-08-02,0.6735281672945329,0.591700904145807,0.7507779062847809
Tarapacá,1,Tamarugal,14,2020-08-09,0.483737895228805,0.38127656649359704,0.5872191087361031
Tarapacá,1,Tamarugal,14,2020-08-16,0.42065467136047496,0.303468620715229,0.537413058693944
Tarapacá,1,Tamarugal,14,2020-08-23,0.505379908202039,0.286969438845596,0.7061944479944999
Tarapacá,1,Tamarugal,14,2020-08-30,0.387246126348925,0.158974074939325,0.686791796524779
Antofagasta,2,Antofagasta,21,2020-03-08,0.0599852316389305,0.0124483431880278,0.13719910252913903
Antofagasta,2,Antofagasta,21,2020-03-15,0.0599852316389305,0.0124483431880278,0.13719910252913903
Antofagasta,2,Antofagasta,21,2020-03-22,0.0220819415437684,0.000138995146424466,0.0944359080677517
Antofagasta,2,Antofagasta,21,2020-03-29,0.0155379892904017,0.00010499409289742,0.0729013158000957
Antofagasta,2,Antofagasta,21,2020-04-05,0.0626398370328556,0.0152124470230473,0.134889520830442
Antofagasta,2,Antofagasta,21,2020-04-12,0.0821918234941379,0.032678225107567,0.14935701091750597
Antofagasta,2,Antofagasta,21,2020-04-19,0.109067051952986,0.0624097753299509,0.16610117268580601
Antofagasta,2,Antofagasta,21,2020-04-26,0.210659086999967,0.15892912002762802,0.267343137834907
Antofagasta,2,Antofagasta,21,2020-05-03,0.28475048788295804,0.236696263053572,0.33666553760717494
Antofagasta,2,Antofagasta,21,2020-05-10,0.10968619106504598,0.0802163782177528,0.142817676125363
Antofagasta,2,Antofagasta,21,2020-05-17,0.115949928029658,0.08636316986385999,0.148617195612719
Antofagasta,2,Antofagasta,21,2020-05-24,0.0996276797309453,0.0696999130579741,0.133047339296887
Antofagasta,2,Antofagasta,21,2020-05-31,0.116349811063268,0.0862619390487357,0.15056810484293698
Antofagasta,2,Antofagasta,21,2020-06-07,0.0854322307039445,0.0630240269731438,0.11106299078914698
Antofagasta,2,Antofagasta,21,2020-06-14,0.14388408439342498,0.11768691090521302,0.17301643362180497
Antofagasta,2,Antofagasta,21,2020-06-21,0.13813916359206102,0.11490390491962699,0.16432811594873098
Antofagasta,2,Antofagasta,21,2020-06-28,0.11828472846682199,0.0972249646642344,0.14133653906723
Antofagasta,2,Antofagasta,21,2020-07-05,0.16636835120132298,0.143423676135921,0.191144426670138
Antofagasta,2,Antofagasta,21,2020-07-12,0.262301933703086,0.23169601010638102,0.29426082492259903
Antofagasta,2,Antofagasta,21,2020-07-19,0.28509711935203197,0.24988522361910998,0.32179065334437396
Antofagasta,2,Antofagasta,21,2020-07-26,0.291432439936329,0.25536250208664896,0.328374006540285
Antofagasta,2,Antofagasta,21,2020-08-02,0.27303712477986897,0.240025178410638,0.307317654300257
Antofagasta,2,Antofagasta,21,2020-08-09,0.272450327763243,0.22882410407112602,0.313943695006108
Antofagasta,2,Antofagasta,21,2020-08-16,0.270529163507041,0.21833035919761104,0.31871173709010303
Antofagasta,2,Antofagasta,21,2020-08-23,0.285018461081441,0.190423192457355,0.38824387703487107
Antofagasta,2,Antofagasta,21,2020-08-30,0.303087956545815,0.164495499953057,0.4933230966751961
Antofagasta,2,El Loa,22,2020-03-08,0.0760460157652984,0.0172647445789981,0.173507739174273
Antofagasta,2,El Loa,22,2020-03-15,0.0760460157652984,0.0172647445789981,0.173507739174273
Antofagasta,2,El Loa,22,2020-03-22,0.0326101753896452,0.000191009551066961,0.148559653378448
Antofagasta,2,El Loa,22,2020-03-29,0.0549555664625877,0.000253248777619072,0.215024107525236
Antofagasta,2,El Loa,22,2020-04-05,0.0165005567477716,5.697499935226601e-05,0.0913260649899002
Antofagasta,2,El Loa,22,2020-04-12,0.0645165488246698,0.00526345326634087,0.17586428828577697
Antofagasta,2,El Loa,22,2020-04-19,0.0252476231983922,6.90798498994477e-05,0.12240981335618199
Antofagasta,2,El Loa,22,2020-04-26,0.125572420749455,0.0532956183212288,0.21948550798649102
Antofagasta,2,El Loa,22,2020-05-03,0.0499076106084239,0.0119137726898309,0.11107474945325199
Antofagasta,2,El Loa,22,2020-05-10,0.0500880770073858,0.0165842725830483,0.099545104064985
Antofagasta,2,El Loa,22,2020-05-17,0.0152819298090351,0.00329453329564315,0.0349403737453389
Antofagasta,2,El Loa,22,2020-05-24,0.0189651476772478,0.00477294616473399,0.0396373891197507
Antofagasta,2,El Loa,22,2020-05-31,0.0184983863641475,0.0067645448016432,0.0355011147704899
Antofagasta,2,El Loa,22,2020-06-07,0.0345583310952301,0.0226034166042219,0.0490063898087413
Antofagasta,2,El Loa,22,2020-06-14,0.0702277856896398,0.0551037547680869,0.0870491780701613
Antofagasta,2,El Loa,22,2020-06-21,0.19549690402554198,0.17044849974656698,0.22192719621769297
Antofagasta,2,El Loa,22,2020-06-28,0.28568962186569,0.253507538627241,0.31865172980780704
Antofagasta,2,El Loa,22,2020-07-05,0.31835194787906396,0.283830088374457,0.35326908234941706
Antofagasta,2,El Loa,22,2020-07-12,0.331652885336354,0.289950046386674,0.373278870827409
Antofagasta,2,El Loa,22,2020-07-19,0.37358439170047497,0.32782660098622496,0.420863638365295
Antofagasta,2,El Loa,22,2020-07-26,0.37890941277540996,0.32367736061991803,0.435398386156395
Antofagasta,2,El Loa,22,2020-08-02,0.556980275322173,0.49193659767706,0.6215791784144039
Antofagasta,2,El Loa,22,2020-08-09,0.527039748079805,0.44421705550174395,0.602384164449616
Antofagasta,2,El Loa,22,2020-08-16,0.447140035667438,0.349948245526239,0.5359467475725139
Antofagasta,2,El Loa,22,2020-08-23,0.440481951085224,0.300877299516533,0.572460549638672
Antofagasta,2,El Loa,22,2020-08-30,0.45070063187151393,0.248857856229637,0.694052659075159
Antofagasta,2,Tocopilla,23,2020-03-08,0.0911440367482883,0.0200418839317171,0.20684109547690696
Antofagasta,2,Tocopilla,23,2020-03-15,0.0911440367482883,0.0200418839317171,0.20684109547690696
Antofagasta,2,Tocopilla,23,2020-03-22,0.0542417819690225,0.000263666328962659,0.249991864349173
Antofagasta,2,Tocopilla,23,2020-03-29,0.104382054975542,0.000594676280827155,0.36885277181592896
Antofagasta,2,Tocopilla,23,2020-04-05,0.0395136001000489,8.31725820782705e-05,0.272112992994277
Antofagasta,2,Tocopilla,23,2020-04-12,0.11427035916911801,0.0124944863557688,0.279484275234598
Antofagasta,2,Tocopilla,23,2020-04-19,0.0322738391824246,7.88199002209057e-05,0.17246145991962197
Antofagasta,2,Tocopilla,23,2020-04-26,0.093668594662234,0.0188747305572958,0.21248106509723802
Antofagasta,2,Tocopilla,23,2020-05-03,0.0679796335068785,0.0198455546192984,0.14102442872824802
Antofagasta,2,Tocopilla,23,2020-05-10,0.0134350597183249,0.000127859373319276,0.0548932217465134
Antofagasta,2,Tocopilla,23,2020-05-17,0.0120672358056279,9.651046123913058e-05,0.0570711141016583
Antofagasta,2,Tocopilla,23,2020-05-24,0.009929254734142929,5.0016512726388504e-05,0.0595746769661869
Antofagasta,2,Tocopilla,23,2020-05-31,0.0463140020688264,0.00263085131739942,0.14705614647991902
Antofagasta,2,Tocopilla,23,2020-06-07,0.0219670542178424,7.65515394303366e-05,0.0979951508391377
Antofagasta,2,Tocopilla,23,2020-06-14,0.0637507074897283,0.00484530446866702,0.168895492441969
Antofagasta,2,Tocopilla,23,2020-06-21,0.108221665499638,0.0516055057272174,0.18093872624626503
Antofagasta,2,Tocopilla,23,2020-06-28,0.0820339763688829,0.0335984447632109,0.14835579898505402
Antofagasta,2,Tocopilla,23,2020-07-05,0.21835752588834803,0.130090614771393,0.321287570063177
Antofagasta,2,Tocopilla,23,2020-07-12,0.34106759314296803,0.194023986576619,0.503534647312821
Antofagasta,2,Tocopilla,23,2020-07-19,0.373775597770445,0.23980453909425697,0.51485503448639
Antofagasta,2,Tocopilla,23,2020-07-26,0.440249992283682,0.255828800809163,0.6295456740702939
Antofagasta,2,Tocopilla,23,2020-08-02,0.42013310715007,0.253365172088409,0.5932471067291121
Antofagasta,2,Tocopilla,23,2020-08-09,0.50077815676636,0.308013842380952,0.69299070550649
Antofagasta,2,Tocopilla,23,2020-08-16,0.359189246501815,0.167704432964088,0.5844943241891519
Antofagasta,2,Tocopilla,23,2020-08-23,0.456634072188636,0.24218494088991602,0.682445521252241
Antofagasta,2,Tocopilla,23,2020-08-30,0.210507091710005,0.0444767495223776,0.479662535248135
Atacama,3,Copiapó,31,2020-03-08,0.0879487996043517,0.019200247797948,0.199341418520544
Atacama,3,Copiapó,31,2020-03-15,0.0879487996043517,0.019200247797948,0.199341418520544
Atacama,3,Copiapó,31,2020-03-22,0.110625741719793,0.00042778413839666203,0.432231402921177
Atacama,3,Copiapó,31,2020-03-29,0.0520460025284575,0.000263530744073286,0.21988561192634803
Atacama,3,Copiapó,31,2020-04-05,0.144181002253621,0.000255357927425559,0.4898787204739729
Atacama,3,Copiapó,31,2020-04-12,0.0436383424499776,0.00010588968813250301,0.20805469054619197
Atacama,3,Copiapó,31,2020-04-19,0.19205260656496398,0.000803546949165085,0.5286636253640979
Atacama,3,Copiapó,31,2020-04-26,0.0906510529819943,0.000261630080356473,0.276894797043264
Atacama,3,Copiapó,31,2020-05-03,0.235997250613769,0.0949527095375935,0.41444204686552794
Atacama,3,Copiapó,31,2020-05-10,0.301333169510234,0.17433520357688098,0.438184089656313
Atacama,3,Copiapó,31,2020-05-17,0.35466135005439403,0.197504036912204,0.5305275224787371
Atacama,3,Copiapó,31,2020-05-24,0.39295899173206605,0.248569863912823,0.5446858711323951
Atacama,3,Copiapó,31,2020-05-31,0.28534910833030797,0.192970276074982,0.388005119173626
Atacama,3,Copiapó,31,2020-06-07,0.252325652020574,0.185785203689486,0.32574319720537603
Atacama,3,Copiapó,31,2020-06-14,0.117002526066996,0.0694880377153088,0.172739002447733
Atacama,3,Copiapó,31,2020-06-21,0.180390143810228,0.126531583339046,0.24100387355140102
Atacama,3,Copiapó,31,2020-06-28,0.22986022806857803,0.17230383183507,0.292128921063271
Atacama,3,Copiapó,31,2020-07-05,0.31187717316560903,0.25037976953091,0.37688428105580607
Atacama,3,Copiapó,31,2020-07-12,0.323944189943995,0.265463951169496,0.38589137546880103
Atacama,3,Copiapó,31,2020-07-19,0.315275270660416,0.26793175788843104,0.36457434761775503
Atacama,3,Copiapó,31,2020-07-26,0.25974624134333,0.225460932801781,0.295330142820455
Atacama,3,Copiapó,31,2020-08-02,0.222017439444601,0.19300491432625,0.252985827457451
Atacama,3,Copiapó,31,2020-08-09,0.26833534960871497,0.229375125566642,0.304561370845613
Atacama,3,Copiapó,31,2020-08-16,0.284732335676257,0.19731485331202897,0.36014129062664896
Atacama,3,Copiapó,31,2020-08-23,0.29320353220582,0.185582014507928,0.39681495591315596
Atacama,3,Copiapó,31,2020-08-30,0.38601355499553497,0.20132803854618803,0.618335665507074
Atacama,3,Chañaral,32,2020-03-08,0.117648569202145,0.0284638020361443,0.25338558909494696
Atacama,3,Chañaral,32,2020-03-15,0.117648569202145,0.0284638020361443,0.25338558909494696
Atacama,3,Chañaral,32,2020-03-22,0.10916644131347801,0.0005830142792223519,0.44156284067104207
Atacama,3,Chañaral,32,2020-03-29,0.261389179812836,0.0312974122982688,0.595770598937962
Atacama,3,Chañaral,32,2020-04-05,0.108856918141526,0.000179784245015202,0.464109027469832
Atacama,3,Chañaral,32,2020-04-12,0.24448321332796,0.00395462992110578,0.6489173081520799
Atacama,3,Chañaral,32,2020-04-19,0.11087164687048699,0.000172097718086781,0.46167150420723996
Atacama,3,Chañaral,32,2020-04-26,0.258728688835016,0.00151671102117985,0.686668538209106
Atacama,3,Chañaral,32,2020-05-03,0.13363687662128698,0.000272912593972121,0.455039654164732
Atacama,3,Chañaral,32,2020-05-10,0.24283521445208703,0.0019012115738661,0.629849384338423
Atacama,3,Chañaral,32,2020-05-17,0.20283736977006,0.0291201147042388,0.45965106480596296
Atacama,3,Chañaral,32,2020-05-24,0.255035771467531,0.0526854883217279,0.540204565648946
Atacama,3,Chañaral,32,2020-05-31,0.197322868695345,0.0361127114819161,0.43409162756622904
Atacama,3,Chañaral,32,2020-06-07,0.137602508807829,0.00400725717334264,0.367567832238638
Atacama,3,Chañaral,32,2020-06-14,0.16738929297357502,0.0475512510598237,0.337384425476795
Atacama,3,Chañaral,32,2020-06-21,0.169099092137504,0.0430773752268912,0.345487108775245
Atacama,3,Chañaral,32,2020-06-28,0.227337303708262,0.0629023836637161,0.455723127456621
Atacama,3,Chañaral,32,2020-07-05,0.304959583821997,0.14252788399251598,0.5011268450714
Atacama,3,Chañaral,32,2020-07-12,0.15194753969892802,0.0396076221064065,0.314663894572014
Atacama,3,Chañaral,32,2020-07-19,0.249955367833659,0.0830084770340527,0.4746696602143571
Atacama,3,Chañaral,32,2020-07-26,0.127419670934274,0.0313625671371542,0.27404439575545897
Atacama,3,Chañaral,32,2020-08-02,0.173050218543014,0.0371063454063483,0.356252619401322
Atacama,3,Chañaral,32,2020-08-09,0.15688850856169698,0.0561923400370431,0.297785679568013
Atacama,3,Chañaral,32,2020-08-16,0.18728887929732896,0.101061880413204,0.289447939920405
Atacama,3,Chañaral,32,2020-08-23,0.0901433830441154,0.0223666211773957,0.214450433510907
Atacama,3,Chañaral,32,2020-08-30,0.37765237432236404,0.140648136374529,0.668640241238001
Atacama,3,Huasco,33,2020-03-08,0.10394346443217099,0.0228459760293611,0.23620138643315802
Atacama,3,Huasco,33,2020-03-15,0.10394346443217099,0.0228459760293611,0.23620138643315802
Atacama,3,Huasco,33,2020-03-22,0.11721114059254199,0.000596374888830641,0.45495002258032397
Atacama,3,Huasco,33,2020-03-29,0.125309694341215,0.000773379545611058,0.44449865313074605
Atacama,3,Huasco,33,2020-04-05,0.11380873321691802,0.000249562079668662,0.417168107032711
Atacama,3,Huasco,33,2020-04-12,0.13830515831739001,0.000506883772577557,0.441523812659082
Atacama,3,Huasco,33,2020-04-19,0.11107065981053699,0.000659294976349082,0.339736705856634
Atacama,3,Huasco,33,2020-04-26,0.20343587810046102,0.0373026723118125,0.422728393612773
Atacama,3,Huasco,33,2020-05-03,0.297994738504902,0.119704179657047,0.5156689315423879
Atacama,3,Huasco,33,2020-05-10,0.36654500096593395,0.18584850908070497,0.578961572487406
Atacama,3,Huasco,33,2020-05-17,0.17832631329495002,0.0139506807444449,0.42339694185979904
Atacama,3,Huasco,33,2020-05-24,0.312921098470109,0.118104544654001,0.542987726441807
Atacama,3,Huasco,33,2020-05-31,0.136668857198841,0.0409262992323348,0.27395623477463
Atacama,3,Huasco,33,2020-06-07,0.27490312851602194,0.16296134145222002,0.402369680296184
Atacama,3,Huasco,33,2020-06-14,0.10244504101979303,0.0402080411128291,0.184669389411816
Atacama,3,Huasco,33,2020-06-21,0.232854212650489,0.15176720375080402,0.32512460796769804
Atacama,3,Huasco,33,2020-06-28,0.263048441691729,0.169886598690762,0.36766335921866106
Atacama,3,Huasco,33,2020-07-05,0.476463071707519,0.37952486475185404,0.5744251266192939
Atacama,3,Huasco,33,2020-07-12,0.646875840657689,0.548890651528785,0.7399311061542689
Atacama,3,Huasco,33,2020-07-19,0.542357097018896,0.409179031606007,0.670772935935156
Atacama,3,Huasco,33,2020-07-26,0.34048125041003,0.229011577432132,0.46142289936728204
Atacama,3,Huasco,33,2020-08-02,0.19907086179294,0.11110849307375001,0.30717230657552397
Atacama,3,Huasco,33,2020-08-09,0.19738981188025304,0.112674639498651,0.29787507673259
Atacama,3,Huasco,33,2020-08-16,0.32766345921525397,0.20912501050350302,0.440886272523169
Atacama,3,Huasco,33,2020-08-23,0.254920384269964,0.13905424253517001,0.37848270306892207
Atacama,3,Huasco,33,2020-08-30,0.17577311901294101,0.0513492655781268,0.36939088067584297
Coquimbo,4,Elqui,41,2020-03-08,0.0764700624557357,0.0165080944952497,0.16937240837944897
Coquimbo,4,Elqui,41,2020-03-15,0.0764700624557357,0.0165080944952497,0.16937240837944897
Coquimbo,4,Elqui,41,2020-03-22,0.0706146619037905,0.0008614714012678361,0.22480360801147897
Coquimbo,4,Elqui,41,2020-03-29,0.0586684119127427,0.000510669247316438,0.196434018330385
Coquimbo,4,Elqui,41,2020-04-05,0.0746968027532245,0.000261453653253498,0.25931471017004104
Coquimbo,4,Elqui,41,2020-04-12,0.0421829716852773,0.000134070844656692,0.18309768085949696
Coquimbo,4,Elqui,41,2020-04-19,0.174877267471712,0.0432607543837429,0.358007669172363
Coquimbo,4,Elqui,41,2020-04-26,0.0573638607798937,0.00371015317865566,0.173543956626813
Coquimbo,4,Elqui,41,2020-05-03,0.140155444934383,0.0602285744880807,0.24493220452422199
Coquimbo,4,Elqui,41,2020-05-10,0.0583874499327961,0.0152148402336558,0.10934218438125301
Coquimbo,4,Elqui,41,2020-05-17,0.0414733659953333,0.0132046964315243,0.0830710778417166
Coquimbo,4,Elqui,41,2020-05-24,0.0783079654738578,0.0397259468004696,0.12642974278407
Coquimbo,4,Elqui,41,2020-05-31,0.0799610753735933,0.0493639211776123,0.115918269922333
Coquimbo,4,Elqui,41,2020-06-07,0.116622439808929,0.0801925028633651,0.15868536007541298
Coquimbo,4,Elqui,41,2020-06-14,0.22084954697588102,0.17673000221802695,0.269291018929344
Coquimbo,4,Elqui,41,2020-06-21,0.26692969992706,0.22356605662705,0.313365930688574
Coquimbo,4,Elqui,41,2020-06-28,0.294806510720102,0.25118533187199305,0.338963149393386
Coquimbo,4,Elqui,41,2020-07-05,0.19673421186239398,0.16142197170059902,0.234120969485697
Coquimbo,4,Elqui,41,2020-07-12,0.206429426569096,0.174795170685636,0.239299712688791
Coquimbo,4,Elqui,41,2020-07-19,0.158593969958995,0.13206273362772,0.18745080608815598
