Region,Codigo region,Provincia,Codigo provincia,fecha,prob48.estimado,prob48.linf,prob48.lsup
Arica y Parinacota,15,Arica,151,2020-03-08,0.0789772675312741,0.0171934877755128,0.17803685032823605
Arica y Parinacota,15,Arica,151,2020-03-15,0.0789772675312741,0.0171934877755128,0.17803685032823605
Arica y Parinacota,15,Arica,151,2020-03-22,0.105491037243078,0.0007890145510045571,0.330136656617253
Arica y Parinacota,15,Arica,151,2020-03-29,0.0389274397857121,0.000271465076258734,0.151749459881406
Arica y Parinacota,15,Arica,151,2020-04-05,0.1604796517213,0.0878342944127004,0.244792131539793
Arica y Parinacota,15,Arica,151,2020-04-12,0.35181915610372105,0.249680166136037,0.461952625415354
Arica y Parinacota,15,Arica,151,2020-04-19,0.17523915124692302,0.0933864566444261,0.27493638790812797
Arica y Parinacota,15,Arica,151,2020-04-26,0.25406114716571,0.163823001941924,0.355396381468205
Arica y Parinacota,15,Arica,151,2020-05-03,0.23883063534265803,0.143128721754652,0.350512973994468
Arica y Parinacota,15,Arica,151,2020-05-10,0.306672009394458,0.19497660156810398,0.42894395277454495
Arica y Parinacota,15,Arica,151,2020-05-17,0.263462278653619,0.184656938532997,0.35041176550463105
Arica y Parinacota,15,Arica,151,2020-05-24,0.298073678258819,0.227722145812887,0.371791750764676
Arica y Parinacota,15,Arica,151,2020-05-31,0.274005248549533,0.21465105992162303,0.33723629475452305
Arica y Parinacota,15,Arica,151,2020-06-07,0.36092376797932396,0.305278281683476,0.417313036356055
Arica y Parinacota,15,Arica,151,2020-06-14,0.35168470914878597,0.297890122657825,0.40863692168720395
Arica y Parinacota,15,Arica,151,2020-06-21,0.416362922951902,0.36178608729747797,0.472045422977129
Arica y Parinacota,15,Arica,151,2020-06-28,0.362429552558733,0.31299418042476695,0.41275349655319105
Arica y Parinacota,15,Arica,151,2020-07-05,0.371297136981308,0.3269684327195119,0.416235783747971
Arica y Parinacota,15,Arica,151,2020-07-12,0.34759066163038105,0.31200175669133196,0.38460251139974294
Arica y Parinacota,15,Arica,151,2020-07-19,0.311167290055104,0.27913747327494703,0.345059511816091
Arica y Parinacota,15,Arica,151,2020-07-26,0.295755708567035,0.263285817257004,0.329156287165615
Arica y Parinacota,15,Arica,151,2020-08-02,0.237668437999341,0.20414527185592898,0.27329114431109197
Arica y Parinacota,15,Arica,151,2020-08-09,0.262051364913495,0.22234469673479101,0.301021018772717
Arica y Parinacota,15,Arica,151,2020-08-16,0.372518091907253,0.29764026814417893,0.43680244280984903
Arica y Parinacota,15,Arica,151,2020-08-23,0.38667019177535994,0.271478886715339,0.489416897695305
Arica y Parinacota,15,Arica,151,2020-08-30,0.328633029952351,0.186385328651103,0.507949713613761
Arica y Parinacota,15,Parinacota,152,2020-03-08,0.0999571959653718,0.0219957640064078,0.222346000836808
Arica y Parinacota,15,Parinacota,152,2020-03-15,0.0999571959653718,0.0219957640064078,0.222346000836808
Arica y Parinacota,15,Parinacota,152,2020-03-22,0.103464700934974,0.0005172320007316361,0.38502461609967703
Arica y Parinacota,15,Parinacota,152,2020-03-29,0.10818477932497501,0.00049146304095312,0.388006705828628
Arica y Parinacota,15,Parinacota,152,2020-04-05,0.101697662474901,0.00033667920169184,0.40909005104296103
Arica y Parinacota,15,Parinacota,152,2020-04-12,0.14367220696973498,0.000344218071099377,0.4341900300617871
Arica y Parinacota,15,Parinacota,152,2020-04-19,0.136782490589727,0.000630570183217881,0.5463218232834229
Arica y Parinacota,15,Parinacota,152,2020-04-26,0.145734179826233,0.000933343744523474,0.38823487990050204
Arica y Parinacota,15,Parinacota,152,2020-05-03,0.16107437231295998,0.000837996604566581,0.54308406690242
Arica y Parinacota,15,Parinacota,152,2020-05-10,0.11129583118728699,0.00154911090089119,0.3893115778161161
Arica y Parinacota,15,Parinacota,152,2020-05-17,0.19121619607014304,0.00043316038885663903,0.602135850134872
Arica y Parinacota,15,Parinacota,152,2020-05-24,0.0794848288475139,0.00032907660610011604,0.307688657251957
Arica y Parinacota,15,Parinacota,152,2020-05-31,0.21279498113272,0.00067706763703291,0.620263961858385
Arica y Parinacota,15,Parinacota,152,2020-06-07,0.148641438931845,0.000839775826854878,0.39663519773361294
Arica y Parinacota,15,Parinacota,152,2020-06-14,0.35899950335108294,0.144999667333025,0.610937392013296
Arica y Parinacota,15,Parinacota,152,2020-06-21,0.167805185474484,0.00133282940899295,0.49754280277878904
Arica y Parinacota,15,Parinacota,152,2020-06-28,0.414836637856934,0.104182815207489,0.742192499259109
Arica y Parinacota,15,Parinacota,152,2020-07-05,0.29297477644080394,0.0853413160830833,0.536888143094707
Arica y Parinacota,15,Parinacota,152,2020-07-12,0.546370431243932,0.30234164920020196,0.770366907961521
Arica y Parinacota,15,Parinacota,152,2020-07-19,0.23891746247663603,0.0913272682919568,0.43588381352693
Arica y Parinacota,15,Parinacota,152,2020-07-26,0.351348594093208,0.102890495447766,0.646408515848381
Arica y Parinacota,15,Parinacota,152,2020-08-02,0.10535057782508801,0.0193611885960708,0.229040171040717
Arica y Parinacota,15,Parinacota,152,2020-08-09,0.26283011676927204,0.144395547801031,0.40058865422912104
Arica y Parinacota,15,Parinacota,152,2020-08-16,0.34622524335607296,0.138008135736489,0.6083168220791488
Arica y Parinacota,15,Parinacota,152,2020-08-23,0.215392312618631,0.0357427365910817,0.495659751045319
Arica y Parinacota,15,Parinacota,152,2020-08-30,0.30539316627026597,0.0504154865465727,0.6804621496056579
Tarapacá,1,Iquique,11,2020-03-08,0.071382600563605,0.015270554646016002,0.163751984479513
Tarapacá,1,Iquique,11,2020-03-15,0.071382600563605,0.015270554646016002,0.163751984479513
Tarapacá,1,Iquique,11,2020-03-22,0.028201894895673,0.000148127276229545,0.12510253599204801
Tarapacá,1,Iquique,11,2020-03-29,0.0279620944518814,0.000146863962791729,0.128573270424588
Tarapacá,1,Iquique,11,2020-04-05,0.0305736903655843,7.7265899497832e-05,0.146193629581031
Tarapacá,1,Iquique,11,2020-04-12,0.0596397140724095,0.00454480478911296,0.162897033006836
Tarapacá,1,Iquique,11,2020-04-19,0.09261495994625699,0.0240558524341668,0.19357390942054503
