Region,Codigo region,fecha,prob48.estimado,prob48.linf,prob48.lsup
Tarapacá,1,2020-03-08,0.0706731054962991,0.0156746759111315,0.163308430494436
Tarapacá,1,2020-03-15,0.0706731054962991,0.0156746759111315,0.163308430494436
Tarapacá,1,2020-03-22,0.0230532203153155,0.000129529263014187,0.105000456734325
Tarapacá,1,2020-03-29,0.0256112289719338,0.0001392479911017,0.11547267687782599
Tarapacá,1,2020-04-05,0.0211450504230494,6.64025411655816e-05,0.10325268188758699
Tarapacá,1,2020-04-12,0.0422943510360269,0.0031515750910376603,0.11844378721524401
Tarapacá,1,2020-04-19,0.0844936437678786,0.023195871527342003,0.169626979661072
Tarapacá,1,2020-04-26,0.181477561580754,0.111894991584886,0.261791148681583
Tarapacá,1,2020-05-03,0.183614806157295,0.13626870802648,0.23742068234772898
Tarapacá,1,2020-05-10,0.13074911323152302,0.0944456650763444,0.17561111107363
Tarapacá,1,2020-05-17,0.14258140999686802,0.11743817284746301,0.16936550731004202
Tarapacá,1,2020-05-24,0.16594028084750598,0.141565937484478,0.191198470031873
Tarapacá,1,2020-05-31,0.22141248061138702,0.19377765106778397,0.24966849990349
Tarapacá,1,2020-06-07,0.22498299980063602,0.196949966178819,0.255175991465679
Tarapacá,1,2020-06-14,0.31282091246297,0.28037765439174106,0.34535588396412603
Tarapacá,1,2020-06-21,0.30092947558851896,0.266796456406385,0.336256333163521
Tarapacá,1,2020-06-28,0.316287102453597,0.279451805087454,0.35417004672126795
Tarapacá,1,2020-07-05,0.34208864252356497,0.304822582306069,0.380766093452584
Tarapacá,1,2020-07-12,0.3598844386080539,0.31849140956481,0.40208956504044
Tarapacá,1,2020-07-19,0.291766864912034,0.253039425147777,0.33085064306077505
Tarapacá,1,2020-07-26,0.320539459593965,0.283132191214904,0.360010643744164
Tarapacá,1,2020-08-02,0.442030610912257,0.39964947599360295,0.484523392426132
Tarapacá,1,2020-08-09,0.310973702437248,0.258116660456085,0.361123246441851
Tarapacá,1,2020-08-16,0.40245171628169,0.330581522378021,0.465929641941785
Tarapacá,1,2020-08-23,0.36685481269014597,0.234634622802659,0.502842940769456
Tarapacá,1,2020-08-30,0.294766226981824,0.148150422257606,0.497646002257961
Antofagasta,2,2020-03-08,0.0571673863085829,0.012337339242196002,0.13176526462554597
Antofagasta,2,2020-03-15,0.0571673863085829,0.012337339242196002,0.13176526462554597
Antofagasta,2,2020-03-22,0.0180701236822801,0.00010963979590443399,0.0803057291828053
Antofagasta,2,2020-03-29,0.0145766518381849,0.000100251047422509,0.0678836559640984
Antofagasta,2,2020-04-05,0.0478466381217365,0.0114492206307858,0.105166638358004
Antofagasta,2,2020-04-12,0.0795239720467886,0.0374038093603271,0.13561213678574302
Antofagasta,2,2020-04-19,0.0922281109478663,0.0530533142083658,0.14050920044512
Antofagasta,2,2020-04-26,0.194838011711659,0.149706254625301,0.24390749270789702
Antofagasta,2,2020-05-03,0.231139561612196,0.190907816032026,0.272636387921254
