Date_Name,Cidade de Deus,Galeao Airport,Santos Dumont Airport,Industrial Area,Pedra de Guaratiba,Copacabana,Ipanema,Centro,Cidade Nova,Barra da Tijuca,Campo Grande
"Feb 2, 2019",0.168,0.022,0.27,0.08,-0.009,0.243,0.223,0.069,0.078,-0.014,0.07
"Feb 3, 2019",-0.086,0.433,,0.194,-0.176,-0.306,0.002,,0.146,0.035,0.069
"Feb 4, 2019",,,,,,,,,,,
"Feb 5, 2019",,,,,,,,,,,
"Feb 6, 2019",,,,,0.054,,,,,,0.008
"Feb 7, 2019",,,,,,,,,,-0.05,
"Feb 8, 2019",0.272,0.554,0.066,0.206,0.183,-0.095,0.238,0.126,0.193,-0.046,0.266
"Feb 9, 2019",0.087,0.097,-0.051,-0.111,0.186,-0.009,0.252,0.006,0.262,-0.032,0.022
"Feb 10, 2019",-0.002,-0.091,0.126,-0.01,-0.158,0.16,0.166,0.119,0.131,0.009,-0.038
"Feb 11, 2019",-0.197,-0.435,-0.059,,0.025,0.349,0.343,0.26,0.17,-0.101,-0.226
"Feb 12, 2019",-0.062,,,-0.195,-0.199,0.065,0.154,-0.061,-0.102,-0.101,-0.199
"Feb 13, 2019",,,,,,,,,,,
"Feb 14, 2019",-0.008,0.143,-0.173,0.952,,-0.254,-0.035,0.052,-0.164,-0.118,0.27
"Feb 15, 2019",,0.034,,-0.056,-0.013,,,,,,-0.036
"Feb 16, 2019",,,,,,,,,,,
"Feb 17, 2019",,,,,,,,,,,
"Feb 18, 2019",,,,,,,,,,,
"Feb 19, 2019",,,,,,,,,,,
"Feb 20, 2019",-0.287,,0.067,0.272,,,,-0.123,0.176,-0.159,-0.213
"Feb 21, 2019",,,,,,,,,,,
"Feb 22, 2019",,,,,,,,,,,-0.145
"Feb 23, 2019",,,,,,,,,,,
"Feb 24, 2019",,,,,,,0.133,,,0.092,0.061
"Feb 25, 2019",,,,-0.055,-0.112,,,,,,-0.008
"Feb 26, 2019",,,,,,,,,,,
"Feb 27, 2019",,,,,,,,,,,
"Feb 28, 2019",,,,,,,,,,,
"Mar 1, 2019",,,,,,,,,,,
"Mar 2, 2019",,,,,,,,,,,
"Mar 3, 2019",,,,,,,,,,,
"Mar 4, 2019",,,,,,,,,,,
"Mar 5, 2019",,,,,,,,,,,
"Mar 6, 2019",0.231,-0.158,0.302,0.026,0.221,0.109,0.092,0.068,0.493,-0.054,0.067
"Mar 7, 2019",,0.12,-0.271,-0.187,0.063,-0.279,0.141,-0.058,1.222,0.065,0.101
"Mar 8, 2019",-0.006,-0.211,-0.057,-0.329,-0.134,-0.113,0.064,-0.057,0.428,-0.089,-0.181
"Mar 9, 2019",-0.249,-0.411,0.053,-0.623,-0.15,0.125,0.165,0.053,0.158,-0.009,-0.228
"Mar 10, 2019",-0.025,-0.409,0.085,-0.28,-0.098,0.131,-0.024,0.195,0.124,-0.055,-0.227
"Mar 11, 2019",,,,-0.184,-0.352,-0.854,0.118,-0.055,,-0.165,-0.575
"Mar 12, 2019",,,,,,,,,,,
"Mar 13, 2019",-0.094,1.016,-0.276,0.206,-0.028,-0.197,-0.219,0.029,0.181,-0.008,0.024
"Mar 14, 2019",-0.132,-0.03,-0.196,,,,,-0.008,0.706,0.036,
"Mar 15, 2019",,,,,,,,,,,
"Mar 16, 2019",,,,,,,,,,,
"Mar 17, 2019",,,,,,,,,,,
"Mar 18, 2019",,,,,,,,,,,
"Mar 19, 2019",,,,-0.317,0.011,,,,,0.112,0.013
"Mar 20, 2019",,,,,,,,,,,
"Mar 21, 2019",,,,,,,,,,,
"Mar 22, 2019",,,,,,,,,,,
"Mar 23, 2019",,-0.04,,,,,,,,,
"Mar 24, 2019",-0.043,-0.212,0.16,,,0.119,0.124,0.023,0.107,0.07,-0.023
"Mar 25, 2019",0.037,-0.309,-0.207,-0.18,-0.135,0.11,0.209,0.073,0.158,0.009,-0.084
"Mar 26, 2019",,-0.371,0.023,-0.31,-0.043,0.046,0.124,0.037,0.176,,
"Mar 27, 2019",-0.095,-0.223,-0.394,-0.24,0.014,0.09,-0.092,0.047,-0.024,-0.022,-0.07
"Mar 28, 2019",-0.028,-0.029,-0.085,,0.011,-0.057,-0.599,-0.06,-0.129,0.026,0.022
"Mar 29, 2019",,,,0.722,,,,,,,-0.01
"Mar 30, 2019",-0.022,-0.183,-0.196,-0.089,0.149,-0.212,-0.354,0.055,0.159,0.106,-0.021
"Mar 31, 2019",0.048,-0.388,,,,,,,,0.088,-0.106
"Apr 1, 2019",0.036,-0.037,0.04,0.017,0.156,0.002,0.044,0.04,0.104,-0.041,-0.025
"Apr 2, 2019",0.197,-0.075,0.526,-0.022,0.604,-0.058,0.336,-0.033,0.114,0.081,0.212
"Apr 3, 2019",-0.168,-0.057,,,,,,,,-0.051,
"Apr 4, 2019",-0.173,-0.151,-0.226,-0.181,-0.042,-0.291,-0.144,-0.054,0.205,-0.007,-0.098
"Apr 5, 2019",-0.131,-0.375,-0.139,-0.385,-0.062,0.224,0.542,0.188,0.016,0.017,-0.245
"Apr 6, 2019",,,,,,,,,,,
"Apr 7, 2019",0.008,0.211,0.057,0.171,,-0.048,0.149,0.044,0.017,0.052,0.134
"Apr 8, 2019",0.091,0.322,-0.374,1.331,-0.386,-0.318,-0.119,-0.091,0.001,0.037,0.069
"Apr 9, 2019",,,,,,,,,,,
"Apr 10, 2019",-0.508,,,-0.257,-0.583,0.09,-0.141,,,-0.241,-0.216
"Apr 11, 2019",-0.292,-0.273,-0.413,-0.098,-0.297,-0.338,-0.047,-0.329,-0.511,-0.416,-0.244
"Apr 12, 2019",0.003,-0.24,-0.273,0.103,0.142,-0.074,-0.066,0.016,0.052,-0.053,-0.009
"Apr 13, 2019",,,,,,,,,,,
"Apr 14, 2019",,,,,,,,,,,
"Apr 16, 2019",-0.029,-0.151,-0.048,-0.284,,0.153,0.162,0.214,0.162,0.056,-0.274
"Apr 17, 2019",,,,,,,,,,,
"Apr 18, 2019",0.154,-0.034,0.072,0.217,0.257,0.23,-0.114,-0.004,-0.575,-0.07,-0.037
"Apr 19, 2019",0.215,-0.041,0.173,-0.097,0.357,-0.043,0.309,0.103,0.032,-0.008,0.102
"Apr 20, 2019",0.001,-0.011,-0.233,-0.271,0.063,0.199,0.241,-0.478,-0.396,0.038,-0.1
"Apr 21, 2019",-0.071,0.011,,,,,,,,0.075,-0.068
"Apr 22, 2019",,-0.318,0.033,,,0.168,,0.108,-0.174,,-0.009
"Apr 23, 2019",0.095,0.206,-0.031,0.113,-0.074,0.117,0.186,-0.055,0.057,0.013,0.149
"Apr 24, 2019",,0.269,,0.158,,-0.276,-0.153,-0.035,0.008,,0.057
"Apr 25, 2019",-0.043,-0.322,-0.162,0.04,0.018,0.031,0.002,-0.162,-0.302,-0.073,-0.055
"Apr 26, 2019",-0.222,-0.225,0.132,-0.336,-0.178,0.088,0.009,0.102,0.356,-0.027,-0.168
"Apr 27, 2019",-0.092,-0.205,-0.072,-0.318,-0.013,0.308,0.3,0.102,0.297,0.023,-0.179
"Apr 28, 2019",0.062,-0.112,-0.673,-0.154,0.217,0.026,0.079,0.066,0.203,-0.007,-0.041
"Apr 29, 2019",,,,0.112,,,,,,,
"Apr 30, 2019",-0.009,0.357,,-0.013,,,0.089,,,-0.045,0.011
"May 1, 2019",-0.041,-0.038,0.127,-0.087,-0.353,-0.064,0.15,0.169,0.245,-0.087,0.004
"May 2, 2019",-0.205,-0.158,-0.114,-0.244,-0.268,0.291,0.088,0.238,0.311,-0.074,-0.211
"May 3, 2019",,,,,,,,,,,-0.059
"May 4, 2019",,,,0.269,,,,,,,
"May 5, 2019",-0.027,-0.272,-0.143,0.158,-0.549,-0.264,0.066,-0.12,-0.019,0.037,-0.035
"May 6, 2019",-0.036,-0.215,0.018,,,0.014,-0.146,0.056,0.153,-0.117,
"May 7, 2019",,0.099,0.263,-0.076,-0.568,-0.124,-0.147,-0.245,-0.576,-0.062,-0.032
"May 8, 2019",,,,,,,,,,,
"May 9, 2019",-0.02,0.161,,,,,0.622,,,0.023,0.049
"May 10, 2019",0.114,0.098,0.296,0.161,-0.012,-0.134,0.139,-0.063,0.386,0.056,0.132
"May 11, 2019",-0.07,-0.126,0.166,-0.336,-0.216,0.002,0.224,0.069,0.029,-0.086,-0.133
"May 12, 2019",,,,-0.507,-0.037,,0.313,,,,-0.086
"May 13, 2019",,,,,,0.085,,,,,
"May 14, 2019",-0.236,0.013,0.307,0.053,0.005,0.013,-0.457,0.107,-0.162,-0.184,-0.012
"May 15, 2019",,,,-0.128,-0.519,,,,,,-0.011
"May 16, 2019",,,,,,,,,,,
"May 17, 2019",,,,,,,,,,,
"May 18, 2019",,,,,,,,,,,
"May 19, 2019",0.069,-0.259,-0.009,-0.211,-0.117,0.199,0.105,0.002,-0.273,-0.072,-0.242
"May 20, 2019",0.279,-0.033,0.102,-0.016,-0.478,-0.045,-0.128,0.046,0.271,0.041,0.117
"May 21, 2019",0.208,0.085,-0.321,-0.076,0.154,-0.346,-0.099,-0.277,0.129,-0.009,0.071
"May 22, 2019",-0.016,-0.101,-0.009,-0.353,0.118,-0.16,-0.145,0.017,-0.118,-0.101,-0.136
"May 23, 2019",-0.129,-0.29,-0.009,-0.415,0.022,0.295,0.203,0.228,0.259,-0.074,-0.212
"May 24, 2019",,,,,,,,,,,
"May 25, 2019",,,,,,,,,,-0.066,-0.011
"May 26, 2019",0.312,0.054,-0.313,0.212,-0.101,-0.295,-0.164,-0.38,-0.555,0.021,0.145
"May 27, 2019",0.127,-0.157,-0.214,-0.277,0.147,0.03,0.1,-0.102,0.19,-0.008,-0.039
"May 28, 2019",-0.081,-0.246,0.319,-0.338,0.027,-0.015,-0.046,0.114,-0.096,0.041,-0.072
"May 29, 2019",0.011,,,-0.429,-0.01,,,,,0.04,-0.144
"May 30, 2019",-0.16,0.137,,0.047,0.016,0.102,0.024,-0.553,0.632,0.038,0.196
"May 31, 2019",,,,,,,,,,,
"Jun 1, 2019",,0.2,,0.105,0.12,,,,,0.008,0.039
"Jun 2, 2019",-0.053,-0.389,-0.555,-0.485,-0.252,-0.688,-0.636,-0.553,-0.619,-0.435,-0.263
"Jun 3, 2019",-0.266,-0.309,-0.191,-0.556,-0.19,-0.15,-0.01,0,-0.089,-0.135,-0.321
"Jun 4, 2019",,,,-0.089,,,,,,0.185,-0.011
"Jun 5, 2019",,0.892,,-0.017,-0.287,-0.009,-0.102,0.068,0.053,-0.163,-0.068
"Jun 6, 2019",,0.021,,0.02,-0.015,-0.731,,0.271,,0.421,-0.013
"Jun 7, 2019",0.059,-0.232,-0.126,-0.524,-0.067,0.142,0.082,0.047,0.24,-0.036,-0.215
"Jun 8, 2019",-0.03,-0.444,-0.269,-0.568,0.004,0.258,0.282,0.195,0.141,-0.012,-0.241
"Jun 9, 2019",-0.018,-0.304,-0.154,-0.32,0.097,-0.012,0.204,0.103,-0.007,-0.042,-0.043
"Jun 10, 2019",0.144,0.204,0.049,0.104,,0.066,-0.008,-0.067,-0.237,-0.037,-0.023
"Jun 11, 2019",0.358,0.031,-0.61,-0.11,0.217,-0.403,-0.123,0.083,-0.44,0.008,0.179
"Jun 12, 2019",0.006,-0.186,0.25,-0.33,0.151,-0.061,0.102,-0.018,-0.035,-0.082,-0.118
"Jun 13, 2019",-0.027,-0.278,-0.019,-0.482,,0.106,-0.101,0.078,-0.026,-0.01,-0.204
"Jun 14, 2019",-0.003,-0.26,0.144,-0.001,,,,0.113,0.231,,-0.056
"Jun 15, 2019",0.213,-0.108,0.544,-0.235,0.315,0.105,0.092,0.264,0.113,0.021,-0.037
"Jun 16, 2019",0.394,0.036,-0.05,0.077,0.278,0.321,0.277,0.079,0.217,0.03,0.266
"Jun 17, 2019",-0.026,-0.094,-0.387,0.089,0.227,-0.185,0.089,-0.102,-0.299,-0.068,0.055
"Jun 18, 2019",0.004,-0.195,-0.064,-0.051,-0.301,0.193,-0.079,0.145,0.127,-0.056,-0.116
"Jun 19, 2019",0.009,-0.288,-0.178,-0.328,0.165,0.282,-0.138,0.22,0.061,0.057,-0.116
"Jun 20, 2019",0.5,-0.1,-0.635,-0.048,0.182,-0.025,0.033,0.101,0.231,-0.021,-0.011
"Jun 21, 2019",-0.445,-0.098,0.001,0.086,-0.233,-0.039,0.099,-0.318,0.233,0.116,0.01
"Jun 22, 2019",0.258,0.01,0.382,-0.047,0.433,0.029,0.297,0.089,0.092,0.01,0.087
"Jun 23, 2019",0.172,-0.241,0.055,-0.337,0.057,-0.044,0.079,0.054,0.104,-0.009,-0.09
"Jun 24, 2019",0.031,-0.317,-0.225,-0.409,0.132,0.403,0.332,0.145,0.14,-0.036,-0.196
"Jun 25, 2019",-0.075,-0.349,0.037,-0.361,0.064,0.255,-0.101,0.144,0.028,-0.09,-0.133
"Jun 26, 2019",0.195,-0.087,0.195,-0.161,0.408,0.06,-0.116,0.086,-0.061,-0.019,0.055
"Jun 27, 2019",0.095,0.126,0.123,0.013,-0.566,-0.229,-0.048,0.028,-0.029,0.006,0.086
"Jun 28, 2019",-0.137,-0.063,-0.262,0.038,-0.197,-0.463,-0.536,-0.462,-0.495,-0.104,0.008
"Jun 29, 2019",0.145,-0.378,-0.622,-0.57,-0.035,0.288,0.311,0.104,0.032,-0.072,-0.21
"Jun 30, 2019",0.024,-0.351,-0.375,-0.54,0.267,0.26,-0.069,0.132,0.339,-0.022,-0.079
"Jul 1, 2019",0.029,-0.221,0.067,-0.36,0.303,0.057,-0.169,0.152,-0.086,-0.104,-0.028
"Jul 2, 2019",0.115,0.435,,0.874,0.393,0.041,0.091,,-0.021,-0.146,0.021
"Jul 3, 2019",,,,,,,,,,,
"Jul 4, 2019",-0.108,-0.173,,-0.455,-0.193,0.045,0.221,0.09,0.116,-0.072,-0.05
"Jul 5, 2019",,,,,,,,,,,
"Jul 6, 2019",,0.056,,0.054,,,-0.386,0.137,0.715,,0.03
"Jul 7, 2019",,0.365,0.1,0.234,,0.031,0.228,0.119,0.222,0.025,0.027
"Jul 8, 2019",-0.013,0.056,,0.038,-0.144,-0.621,-0.37,,,-0.012,0.126
"Jul 9, 2019",0.172,-0.161,-0.535,-0.506,0.268,0.027,0.256,0.013,0.229,-0.025,-0.12
"Jul 10, 2019",0.058,-0.385,0.102,-0.539,-0.04,0.322,-0.154,0.329,-0.046,0.021,-0.163
"Jul 11, 2019",0.164,-0.186,0.189,-0.444,0.282,0.344,-0.074,0.333,0.128,-0.024,-0.101
"Jul 12, 2019",0.33,-0.006,0.603,-0.133,0.628,0.059,0.259,0.168,0.219,0.085,0.068
"Jul 13, 2019",0.317,0.165,0.124,-0.013,0.638,-0.165,-0.132,-0.032,0.307,0.089,0.178
"Jul 14, 2019",0.167,-0.022,0.107,-0.149,0.015,-0.016,0.108,0.109,0.006,0.034,0.089
"Jul 15, 2019",-0.083,-0.098,0.247,-0.37,0.215,0.137,0.217,0.241,-0.067,0.02,-0.105
"Jul 16, 2019",-0.027,-0.054,,-0.131,-0.096,0.042,0.012,0.099,0.007,-0.003,0.016
"Jul 17, 2019",0.228,-0.193,0.376,-0.274,0.372,0.131,0.359,0.12,0.03,0.036,0.057
"Jul 18, 2019",0.209,-0.173,,0.016,-0.228,0.107,0.114,0.12,0.209,0.074,0.069
"Jul 19, 2019",0.282,-0.087,0.269,-0.258,0.539,0.109,-0.001,0.121,0.255,0.068,0.066
"Jul 20, 2019",0.085,-0.385,0.269,-0.324,0.107,0.088,0.255,0.23,0,0.047,-0.052
"Jul 21, 2019",0.144,-0.323,0.698,-0.452,0.274,0.374,0.13,0.471,0.266,0.046,-0.069
"Jul 22, 2019",0.034,-0.168,0.025,-0.082,0.154,0.221,-0.029,0.192,-0.129,-0.017,-0.024
"Jul 23, 2019",0.338,-0.07,0.092,-0.08,0.547,0.161,0.011,0.074,0.033,0.023,0.179
"Jul 24, 2019",0.31,-0.041,-0.118,-0.285,0.309,-0.137,0.198,0.035,0.025,-0.021,0.038
"Jul 25, 2019",0.086,-0.224,-0.552,-0.396,-0.154,0.003,0.125,-0.022,-0.074,0.007,-0.07
"Jul 26, 2019",,-0.247,-0.231,-0.333,0.317,0.105,0.145,0.145,0.069,,-0.067
"Jul 27, 2019",0.053,-0.225,0.155,-0.141,0.022,0.229,0.088,0.294,-0.086,0.007,-0.006
"Jul 28, 2019",0.213,-0.012,-0.085,-0.272,,0.107,0.109,-0.019,0.184,-0.615,0.013
"Jul 29, 2019",-0.694,0.122,0.025,0.009,0.043,-0.331,-0.102,-0.115,-0.135,0.023,0.117
"Jul 30, 2019",0.182,-0.009,-0.38,-0.257,0.228,-0.103,0.198,-0.051,-0.024,-0.022,-0.023
"Jul 31, 2019",,,,,,,,,,,-0.066
"Aug 1, 2019",0.067,-0.197,0.03,-0.274,0.062,0.11,-0.049,0.1,-0.041,0.053,-0.147
"Aug 2, 2019",0.132,-0.114,0.284,-0.149,0.333,0.237,0.293,0.157,0.099,0.03,0.071
"Aug 3, 2019",,0.1,,,,,,,,,
"Aug 4, 2019",,,,,,,,,,,
"Aug 5, 2019",,,,,,,,,,,
"Aug 6, 2019",,,,,,,,,,,
"Aug 7, 2019",0.182,-0.3,-0.256,-0.321,0.162,0.27,0.318,0.093,0.216,-0.057,-0.04
"Aug 8, 2019",0.241,-0.051,-0.384,-0.168,0.332,0.161,0.182,-0.018,0.002,-0.023,0.132
"Aug 9, 2019",0.213,0.109,-0.055,-0.195,0.335,-0.194,0.285,-0.028,0.223,-0.008,0.022
"Aug 10, 2019",0.249,-0.178,-0.143,-0.384,0.313,0.018,-0.228,0.173,0.105,-0.025,-0.092
"Aug 11, 2019",-0.157,-0.295,-0.281,-0.414,0.038,0.324,0.26,0.067,0.097,0.007,-0.164
"Aug 12, 2019",,-0.081,-0.459,-0.101,-0.031,-0.345,-0.423,-0.271,-0.329,-0.29,0.035
"Aug 13, 2019",0.221,-0.017,-0.384,-0.151,0.365,0.205,-0.098,0.112,-0.026,0.041,0.085
"Aug 14, 2019",,0.134,0.127,0.023,0.115,0.078,0.092,0.111,0.085,0.106,
"Aug 15, 2019",0.054,0.047,-0.581,-0.086,-0.092,0.125,,-0.524,-0.248,-0.036,-0.064
"Aug 16, 2019",-0.083,-0.029,0.664,-0.41,0.117,0.044,0.331,0.253,0.112,0.148,-0.132
"Aug 17, 2019",0.035,-0.103,0.064,-0.365,0.14,0.418,-0.015,0.349,0.29,0.109,-0.071
"Aug 18, 2019",,,,,,,,,,,
"Aug 19, 2019",,,,,,0.247,-0.449,,,,
"Aug 20, 2019",,,,,,,,,,,
"Aug 21, 2019",,-0.2,-0.384,-0.037,-0.525,0.043,0.077,-0.605,-0.641,-0.004,0.009
"Aug 22, 2019",,,,-0.023,-0.441,-0.192,-0.408,,,-0.24,0.006
"Aug 23, 2019",0.027,0.085,0.676,0.005,0.152,,-0.459,0.161,,-0.245,-0.085
"Aug 24, 2019",0.089,0.181,-0.191,0.046,-0.019,0.148,0.102,0.034,-0.02,-0.241,0.105
"Aug 25, 2019",,,,0.04,,,,,,,0.026
"Aug 26, 2019",,-0.349,-0.388,-0.509,-0.64,0.061,0.087,-0.531,0.08,0.058,
"Aug 27, 2019",-0.066,,,-0.439,0.109,0.331,0.44,,,0.015,0.038
"Aug 28, 2019",,,,,,,,,,,
"Aug 29, 2019",0.168,0.009,0.389,,,0.233,0.248,0.137,-0.128,0.147,0.133
"Aug 30, 2019",,,,0.197,,,,,,,
"Aug 31, 2019",0.188,-0.039,0.1,-0.333,0.152,-0.021,0.042,0.041,-0.028,-0.026,-0.039
"Sep 1, 2019",-0.066,-0.267,,-0.26,,0.195,0.112,,,0.255,0.144
"Sep 2, 2019",,,,,,,,,,,
"Sep 3, 2019",-0.826,-0.464,-0.927,-0.572,,-0.897,-0.85,-0.836,-0.816,-0.776,-0.762
"Sep 4, 2019",,0.138,0.002,0.366,,,-0.509,-0.438,0.076,0.1,0.037
"Sep 5, 2019",,0.238,,0.344,,,-0.63,,,,0.134
"Sep 6, 2019",,-0.653,-0.844,,,-0.923,-0.937,-0.875,-0.879,-0.678,0.019
"Sep 7, 2019",0.03,,,-0.071,0.3,,,,,0.013,0.012
"Sep 8, 2019",0.041,,-0.286,0.099,-0.047,0.207,0.269,-0.026,-0.162,-0.04,0.038
"Sep 9, 2019",0.081,0.237,-0.168,0.242,0.001,0.028,-0.075,-0.113,-0.187,0.01,0.21
"Sep 10, 2019",0.127,0.19,0.041,-0.022,0.287,-0.143,-0.118,-0.015,0.073,0.048,0.117
"Sep 11, 2019",-0.121,-0.019,,-0.084,-0.019,-0.008,0.004,0.032,-0.061,-0.075,-0.089
"Sep 12, 2019",-0.157,-0.175,0.08,-0.071,0.121,0.066,0.011,0.297,-0.063,0.038,-0.15
"Sep 13, 2019",,-0.147,0.509,0.068,-0.415,-0.083,-0.024,0.138,0.113,-0.434,0.273
"Sep 14, 2019",,-0.043,0.424,0.117,-0.513,-0.446,-0.651,0.101,-0.699,-0.367,
"Sep 15, 2019",,-0.088,-0.448,0.149,0.062,-0.545,-0.579,-0.613,-0.677,-0.307,0.178
"Sep 16, 2019",-0.081,-0.043,0.013,-0.015,0.038,-0.173,-0.284,-0.2,-0.339,-0.007,-0.042
"Sep 17, 2019",0.011,-0.177,-0.28,-0.399,-0.233,0.167,-0.216,0.323,0.043,0.042,-0.205
"Sep 18, 2019",,-0.141,-0.264,0.102,-0.396,-0.042,-0.241,0.018,-0.097,-0.364,-0.121
"Sep 19, 2019",-0.268,0.123,-0.113,0.113,-0.41,-0.25,-0.192,-0.297,-0.261,-0.245,-0.049
"Sep 20, 2019",-0.428,-0.083,-0.253,0.108,,0.046,0.093,-0.502,-0.441,-0.411,-0.148
"Sep 21, 2019",-0.31,0.038,-0.29,0.039,0.095,-0.433,-0.304,-0.352,-0.411,-0.284,-0.118
"Sep 22, 2019",,0.071,0.224,-0.084,0.087,0.122,0.093,0.11,0.08,0.071,
"Sep 23, 2019",0.054,0.238,0.224,0.15,,0.124,0.093,0.096,0.08,0.091,0.066
"Sep 24, 2019",,-0.188,0.424,0.118,0.095,0.142,0.099,0.108,0.08,0.136,
"Sep 25, 2019",,,,0.319,,,,,,,
"Sep 26, 2019",,,,,,,,,,,
"Sep 27, 2019",,,,,,,,,,,
"Sep 28, 2019",0.054,-0.137,-0.749,-0.007,-0.362,-0.119,-0.622,0.08,-0.025,-0.358,-0.098
"Sep 29, 2019",,-0.117,0.424,-0.03,0.087,0.074,0.093,-0.715,-0.718,-0.023,
"Sep 30, 2019",,-0.254,-0.888,-0.196,-0.493,-0.911,-0.854,-0.783,-0.738,-0.644,0.065
"Oct 1, 2019",,-0.009,-0.282,-0.6,0.308,-0.458,-0.537,-0.475,-0.449,-0.15,0.159
"Oct 2, 2019",-0.027,-0.158,0.089,-0.357,0.109,0.068,-0.048,0.078,0.004,0.012,-0.07
"Oct 3, 2019",-0.126,-0.402,-0.16,-0.533,0.03,0.25,0.293,0.153,-0.068,0.007,-0.179
"Oct 4, 2019",-0.099,-0.061,-0.64,-0.308,0.121,-0.196,-0.151,-0.076,-0.255,0.012,-0.106
"Oct 5, 2019",0.131,-0.206,-0.016,-0.176,0.212,0.384,0.432,0.065,-0.003,0.054,0.055
"Oct 6, 2019",0.293,0.21,0.609,0.173,-0.308,0.294,-0.107,-0.119,0.018,0.151,0.29
"Oct 7, 2019",,-0.504,-0.604,-0.439,-0.843,-0.781,-0.849,-0.63,-0.721,-0.726,
"Oct 8, 2019",,,,,,,,,,,
"Oct 9, 2019",,,,,,,,,,,
"Oct 10, 2019",,,,,,,,,,,
"Oct 11, 2019",,,,,,,,,,,
"Oct 12, 2019",0.071,-0.087,0.301,-0.23,-0.408,-0.283,0.515,-0.055,0.14,0.07,0.071
"Oct 13, 2019",-0.012,-0.231,-0.284,-0.443,-0.076,-0.119,-0.141,0.055,0.055,0.076,-0.147
"Oct 14, 2019",-0.022,-0.273,-0.079,-0.421,-0.142,0.406,-0.179,0.141,-0.032,0.096,-0.152
"Oct 15, 2019",,-0.143,0.269,-0.022,-0.328,0.159,-0.129,0.242,-0.081,-0.34,0.041
"Oct 16, 2019",-0.262,-0.177,-0.137,-0.042,-0.368,-0.409,-0.347,-0.397,-0.296,0.023,-0.023
