Date_Name,Cidade de Deus,Galeao Airport,Santos Dumont Airport,Industrial Area,Pedra de Guaratiba,Copacabana,Ipanema,Centro,Cidade Nova,Barra da Tijuca,Campo Grande
"Feb 4, 2020",,,,,,,,,,,
"Feb 5, 2020",,,,,,,,,,,
"Feb 6, 2020",,,,,,,,,,,
"Feb 7, 2020",,,,,,,,,,,
"Feb 8, 2020",770,170.561,930,66.986,302,811,581,1293,1377,615.008,217.533
"Feb 9, 2020",956,154.984,700,59.392,299,1057,1146,1419,1853,536.859,213
"Feb 10, 2020",,,,,,,,,,,
"Feb 11, 2020",,,,,,,,,,,
"Feb 12, 2020",,,,171.333,381,,,,,691,268.333
"Feb 13, 2020",,,,125,278,,,,,,
"Feb 14, 2020",583,202,646,71.329,184,732,378,932,2073,476.393,229.873
"Feb 15, 2020",1039,,,83.853,268,754,11,,,567.832,233
"Feb 16, 2020",985,239,1457,108.329,411,543,776,1245,2781,387.636,420.882
"Feb 17, 2020",778,226.169,507,78.982,349,486,609,1055,2213,522,296.75
"Feb 18, 2020",715,162.551,439,45.5,367,608,783,1317,1295,546,267.069
"Feb 19, 2020",,,,,,,6,,,736,
"Feb 20, 2020",802,172.532,1214,41.595,268,627,912,1369,1874,555.007,256.634
"Feb 21, 2020",989,230.973,1444,44.691,284,735,1021,1224,1700,507.455,313.825
"Feb 22, 2020",,,,,,,,,,,
"Feb 23, 2020",873,124,,81.255,84,351,,1121,1848,381,164.05
"Feb 24, 2020",,260,1096,57.111,148,516,902,1111,1145,422.202,311
"Feb 25, 2020",,,,,,,,,,,508
"Feb 26, 2020",,,,,,,,,,,
"Feb 27, 2020",,,,,,,,,,,
"Feb 28, 2020",,,,,,,,,,,
"Feb 29, 2020",,,,,,,,,,,
"Mar 1, 2020",,,,,,,,,,,
"Mar 2, 2020",,,,,,,,,,,
"Mar 3, 2020",,,,,,,,,,,
"Mar 4, 2020",,,,86.556,,,,,,,
"Mar 5, 2020",764,137.26,826,28.913,260,629,925,970,994,457,226.854
"Mar 6, 2020",757,,,54.16,,1088,4,889,,462.5,270
"Mar 7, 2020",,,,118.681,337,,,,,121,251
"Mar 8, 2020",1127,212.473,1121,67.138,370,525,653,1124,1290,517.307,348.515
"Mar 9, 2020",,,,,,,,,,,
"Mar 10, 2020",884,219.848,1121,70.753,350,836,852,1006,1305,536.342,268.346
"Mar 11, 2020",845,163.123,853,54.974,295,951,409,1218,1351,563.5,273.062
"Mar 12, 2020",1005,173.454,674,43.413,397,663,1004,1339,1325,506,269.456
"Mar 13, 2020",947,213,556,86.246,353,646,897,1097,1045,634.073,314.725
"Mar 14, 2020",969,263,801,87.529,500,655,675,1078,1765,643.701,434.105
"Mar 15, 2020",529,180.715,539,87.087,116,504,891,1001,1236,456.043,293.05
"Mar 16, 2020",675,214.2,1376,,403,595,439,1262,961,530.385,260.429
"Mar 17, 2020",,,,89,512,,,,,,
"Mar 18, 2020",747,169,1252,38.911,260,644,491,1247,1139,523,269
"Mar 19, 2020",989,220.855,1079,97,283,888,,1001,1293,425.444,282.399
"Mar 20, 2020",,,,51.013,,,,,,,595
"Mar 21, 2020",,,,,,,,,,,
"Mar 22, 2020",832,,,70.436,355,,,,,1080,310.5
"Mar 23, 2020",994,71,,59.354,308,,,,,554.82,308.464
"Mar 24, 2020",482,229.799,642,119.898,362,502,486,707,1093,441.75,292.521
"Mar 25, 2020",1176,269.88,254,88.995,434,529,703,1045,1447,420,362.833
"Mar 26, 2020",955,223,625,49,296,592,682.5,1120,1537,472,293.5
"Mar 27, 2020",950,355,741,33.865,277,744,487,1101,1571,481.575,270.513
"Mar 28, 2020",906,221,542,36.839,292,827,1043,1485,1454,507.453,243.855
"Mar 29, 2020",1007,139,315,59.186,419,629,533,1181,1270,490.333,300.145
"Mar 30, 2020",,,,,,,,,,,
"Mar 31, 2020",,,557,693,,657,,615,1099,402,
"Apr 1, 2020",769,139,491,56.892,310,677,708,960,1455,530.25,278.75
"Apr 2, 2020",843,180.404,840,78.172,261,835,859,1349,1407,469.314,242.226
"Apr 3, 2020",934,198.946,572,41.298,306,663,663,1150,1294,485.718,253.857
"Apr 4, 2020",965,219,572,74.757,373,616,787,812,1019,530.302,425.333
"Apr 5, 2020",,245,336,51.554,288,603,243,415,555,236.271,445
"Apr 6, 2020",,269.271,412,57.2,193,272,774,412,492,339.218,489.62
"Apr 7, 2020",843,169,577,,320,627,827,1170,1424,470,246
"Apr 8, 2020",,,,,,,,,,,
"Apr 9, 2020",,,,57.625,317,334,277,,,309.601,246
"Apr 10, 2020",,268.314,928,76.864,,827,11,1197,1378,266.667,
"Apr 11, 2020",,266,464,100.201,215,314,659,478,554,283.993,352
"Apr 12, 2020",,232.41,,61.659,317,,5,1316,614,616.5,209
"Apr 13, 2020",662,205.33,747,74.407,168,396,268,844,1278,412.144,259.747
"Apr 14, 2020",1012,238,1708,83.373,89,511,507,1096,1136,522.5,260.75
"Apr 15, 2020",,,,99,,,,,,,
"Apr 16, 2020",,,,,,,,,,,
"Apr 17, 2020",,85,754,38,317,727,902,521,1378,89.729,864
"Apr 18, 2020",,,,24,,,,,,,
"Apr 19, 2020",820,85,454,155,134,385,425,613,797,421,320.4
"Apr 20, 2020",1157,510,,115.2,421,,8,1962,1962,493,338.695
"Apr 21, 2020",1098,241.344,314,49.393,419,569,727,1102,1586,494,356
"Apr 22, 2020",908,176.143,1369,52,309,606,789,1062,1354,482.608,288.565
"Apr 23, 2020",930,70,,65,205,733,609,,,493.474,354.543
"Apr 24, 2020",932,166,674,84.264,328,602,601,1166,1179,506.415,269.145
"Apr 25, 2020",1017,189,1481,51.711,427,520,813,1327,1450,581.776,390.173
"Apr 26, 2020",1302,211,1001,51.47,370,463,715,1002,1239,440.833,354
"Apr 27, 2020",1024,219,135,51.051,210,536,509,1124,1191,387.909,551
"Apr 28, 2020",740,168,160,33.227,259,677,485,1425,1627,465.181,299
"Apr 29, 2020",743,154,461,30.368,315,729,592,1374,1376,520.315,290.634
"Apr 30, 2020",1000,168.947,1310,59.928,400,626,524,1119,1443,444,316.003
"May 1, 2020",1267,262.026,1726,126.525,,424,598,873,1410,515.713,380.142
"May 2, 2020",803,193,1012,64,391,456,736,926,1224,426.4,40
"May 3, 2020",,,,,,,,1001,2077,,875
"May 4, 2020",451,193.615,651,44.532,306,554,594,1062,929,410.684,299.611
"May 5, 2020",831,197,902,50.176,364,572,728,1265,1306,524.26,299.135
"May 6, 2020",1017,234.028,1683,72.545,386,590,628,1015,1679,520.75,337.333
"May 7, 2020",,,,,,,,,,,
"May 8, 2020",,,,51.438,225,,,,,396,146.5
"May 9, 2020",812,157.882,1175,53.654,321,864,988,1193,1478,570.525,260.001
"May 10, 2020",893,224.992,1044,51.296,299,628,835,1236,1901,507.521,291.57
"May 11, 2020",1061,239,1497,60.268,423,467,653,1035,1371,467.718,315.627
"May 12, 2020",1142,225.322,889,58.287,474,462,617,996,1623,565.865,318.431
"May 13, 2020",898,235,1216,44,,679,4,658,1309,570.75,342
"May 14, 2020",,67,,,,,,,,,307
"May 15, 2020",,,,,,,,,,,
"May 16, 2020",,,,,,,,,,,
"May 17, 2020",1167,238.753,1267,82,530,607,721,941,1317,508,362
"May 18, 2020",709,200.537,452,56.2,124,345,567,373,632,514,219.6
"May 19, 2020",736,177,739,83.368,298,631,577,1235,1287,441,356
"May 20, 2020",873,133.333,121,89.851,393,846,686,1691,1959,438.278,241.498
"May 21, 2020",939,143,1452,33.717,332,652,534,1285,1284,513.75,283.698
"May 22, 2020",,71,946,,,864,,967,1445,760,
"May 23, 2020",1148,234.384,615,,532,560,868,1142,1268,411,420
"May 24, 2020",,,,,,,,,,,
"May 25, 2020",,,,,,,,,,,
"May 26, 2020",890,100,304,34.044,383,600,838,1158,1455,484.125,260
"May 27, 2020",1073,213,288,37.948,473,746,809,1100,1832,505.671,347.127
"May 28, 2020",1187,305.598,1252,85.59,421,386,633,891,1285,521.275,442.5
"May 29, 2020",982,209,434,33.678,350,487,616,1026,1308,549,265.167
"May 30, 2020",821,150.357,517,34.727,460,687,738,1341,1003,473.336,275.758
"May 31, 2020",1008,141.964,272,37.06,282,895,720,1358,1449,443.373,276.699
"Jun 1, 2020",1031,176.074,1481,50.98,382,671,460,1247,1096,537.07,341.25
"Jun 2, 2020",1247,206.577,463,59.424,616,689,862,979,1585,467,349.6
"Jun 3, 2020",846,250.986,,,421,,,,,310,111
"Jun 4, 2020",696,260,1040,67.701,253,687,486,1072,945,428.124,279
"Jun 5, 2020",916,257.09,364,50.914,301,333,12,668,810,421.409,320
"Jun 6, 2020",,,,,,,,,,,
"Jun 7, 2020",1189,150,271,70.535,369,579,579,989,1819,530.773,340.25
"Jun 8, 2020",947,130.953,717,59.895,168,301,279,852,1063,343.838,221
"Jun 9, 2020",,172.611,672,37.859,269,426,735,679,670,444.112,188
"Jun 10, 2020",,,,,,,,,,,
"Jun 11, 2020",,,,,,,,,,,
"Jun 12, 2020",933,,,118.991,402,,579,,,412.683,265.286
"Jun 13, 2020",840,251,,77.47,330,374,707,902,1216,475.667,304
"Jun 14, 2020",1053,187,303,51.279,264,600,598,1013,1913,495,298
"Jun 15, 2020",,,,45,251,711,773,,305,465,44
"Jun 16, 2020",,,,146,186,,,,,,611
"Jun 17, 2020",345,218.223,1043,109,156,556,260,1267,722,391,201
"Jun 18, 2020",1245,260.976,905,81.199,422,636,795,1039,1874,468.5,408.667
"Jun 19, 2020",,89,,106,,,,,,,252
"Jun 20, 2020",845,179,1202,33.856,325,718,900,1118,1151,560.982,252
"Jun 21, 2020",741,198,248,71.659,257,776,590,932,1208,580.166,261
"Jun 22, 2020",1016,136.217,794,32.751,353,701,484,1134,1322,593.529,286
"Jun 23, 2020",,190,,49.458,400,504,725,,1324,,554
"Jun 24, 2020",,,1325,36.2,446,,19,786,,764,83.656
"Jun 25, 2020",,100,962,73,,,,962,1453,405,187
"Jun 26, 2020",985,416,1222.5,45.651,434,720,2,1223,1189,465.611,243
"Jun 27, 2020",861,260,223,49,27,199,198,401,776,211,491
"Jun 28, 2020",1054,262,1153,84,100,477,545,1022,1453,361.893,227
"Jun 29, 2020",,345,,48,362,725,762,,,781,357.477
