Date,PM10,Policy,New Cases,New Deaths,Mobility_Santiago,Mobility_Met,Mobility_Met_int,Mobility_Met_ext
2020-03-27,46.9142857142857,0,192,0,6.50559514407163,7.08029548088757,3.36130102683313,3.72205786495144
2020-03-28,60.5601851851852,0,146,0,5.36068934304756,5.96306783047022,2.96815724260686,2.99761569673889
2020-03-29,56.1214953271028,0,83,0,4.84619343846229,5.3280843471657,2.73925396444936,2.59132687451441
2020-03-30,69.7083333333333,0,128,0,6.97404314605944,7.14304557675997,3.39789899748621,3.7482433447026
2020-03-31,72.2268518518519,0,125,1,7.29866799187129,7.48344230055733,3.55593054206546,3.93075255016288
2020-04-01,83.462962962963,0,101,1,7.42988099780809,7.39526479150745,3.51100896473239,3.88745567797439
2020-04-02,91.1759259259259,0,115,1,7.26308269809295,7.19976580658341,3.42644040841907,3.77644817556548
2020-04-03,100.75,0,106,2,7.64322415185425,7.50532253408038,3.51678606533651,3.99174158505715
2020-04-04,87.4583333333333,0,215,1,6.16724200662011,6.46118776608899,3.19710902572136,3.2669925105269
2020-04-05,49.9953703703704,0,145,1,5.32639079929362,5.6641587531638,2.89251801382364,2.77427691239713
2020-04-06,71.0138888888889,0,142,0,7.64077488973883,7.3377102792371,3.47468744394969,3.86618958390483
2020-04-07,77.1666666666667,0,106,2,7.71250454799578,7.42412738553637,3.52207708889105,3.90526023507334
2020-04-08,88.5324074074074,0,198,2,7.396283510964,7.15693883691825,3.37388578838723,3.78612792888444
2020-04-09,76.2037037037037,0,284,7,7.59051177154419,7.48532388821052,3.48870161299452,3.9998017960183
2020-04-10,57.2546296296296,0,361,8,5.3199215526192,5.58508190540718,2.81207400362268,2.77557076005785
2020-04-11,55.4511627906977,0,255,3,5.32765980104183,5.68968308593937,2.87789913887603,2.81440679682066
2020-04-12,48.5607476635514,0,151,3,5.01005439846655,5.52770721621971,2.86772657136014,2.66259422357751
2020-04-13,59.5601851851852,0,204,1,8.32347783,7.70271056542984,3.55416573054171,4.15178401812058
2020-04-14,72.0138888888889,0,283,4,8.32373493,7.72500620073854,3.57493140986235,4.15333289965506
2020-04-15,74.2777777777778,0,248,1,8.501078902,7.70523822534958,3.54745922118454,4.16101207520675
2020-04-16,92.4675925925926,0,348,7,8.120800316,7.36273696602833,3.39601183787196,3.96982017372569
2020-04-17,95.1121495327103,0,233,3,8.60592983,7.89344170223334,3.62489208626861,4.27185325790653
2020-04-18,77.6851851851852,0,277,7,6.723819406,6.73505311454677,3.25148340813283,3.48653303206464
2020-04-19,50.7685185185185,0,189,5,5.652960783,5.8661391116964,2.94790649035993,2.92091927423993
2020-04-20,68.7685185185185,0,262,4,8.765001331,7.84675747040372,3.62553982453623,4.22452187779791
2020-04-21,78.5648148148148,0,145,2,8.757802529,7.88792071011824,3.6398234793778,4.25141448047858
2020-04-22,84.6296296296296,0,295,9,8.79113372,7.89362089642995,3.60653806438317,4.29036974637995
2020-04-23,66.8287037037037,0,351,7,8.897444609,8.19478592407489,3.72607988146561,4.47210190449756
2020-04-24,52.2916666666667,0,327,1,9.04192568,8.43012887489527,3.86857092117526,4.5650836786322
2020-04-25,52.3009259259259,0,404,3,6.734388056,6.82818286491102,3.30168647912847,3.5295054654487
2020-04-26,34.7777777777778,0,331,2,5.521573453,5.82629702205077,2.91046730969983,2.91848224386214
2020-04-27,33.75,0,362,4,8.76867419,7.88858777069921,3.61213936392038,4.27974042596598
2020-04-28,53.6296296296296,0,442,5,8.453350106,7.682663137105,3.47713198082382,4.20870013278365
2020-04-29,78.3472222222222,0,589,4,8.741458308,7.86088266850183,3.52660280200199,4.33749392943694
2020-04-30,97.3842592592593,0,736,6,8.947744406,8.16781200508134,3.62180029776626,4.54931253126901
2020-05-01,91.9768518518518,0,891,4,5.331365293,5.80924600935747,2.83344787405069,2.97838047322453
2020-05-02,65.3564814814815,0,1145,8,6.480813905,6.85073624309728,3.27054369118038,3.58317324884305
2020-05-03,58.4490740740741,0,995,13,5.253170136,5.82887830541047,2.86677330454626,2.96471771088184
2020-05-04,71.4,0,872,8,9.043036719,8.24178394798348,3.72812947684996,4.51705220062337
2020-05-05,83.5083333333333,0,1179,3,9.090921612,8.37031860743524,3.77674146570566,4.59701917541706
2020-05-06,100.573221757322,0,875,4,8.335065698,8.29335346831301,3.77857430294838,4.51822286931624
2020-05-07,104.791666666667,0,1246,2,5.991497333,6.24130498941417,2.72636760336591,3.51742213357081
2020-05-08,112.393305439331,0,1151,5,8.58873167,8.75915346385541,3.90608796125096,4.85662541958933
2020-05-09,84.6583333333333,0,978,6,6.100259855,6.67316524867228,3.23950016725801,3.4366174859562
2020-05-10,52.3625,0,1396,3,5.254088351,6.06367216730086,3.03281410073342,3.03362210199079
2020-05-11,62.7029288702929,0,964,6,7.789738033,7.32901151380765,3.40439886823981,3.92771533458607
2020-05-12,83.6041666666667,0,1392,6,7.743221281,7.30794554668975,3.39773067432795,3.913311484535
2020-05-13,101.958333333333,0,2256,6,8.029979707,7.66254999864684,3.58760501665931,4.07821464137982
2020-05-14,92.9541666666667,0,2251,18,8.220187867,7.84106142147407,3.6176708959745,4.22668758582579
2020-05-15,99.5232067510549,0,2060,19,8.540369306,8.25893259906183,3.80350184925615,4.45889717249498
2020-05-16,79.3791666666667,0,1518,25,5.487470961,5.76890348276444,2.87240139092503,2.8991199312395
2020-05-17,61.4291666666667,0,1890,24,4.763118991,5.0862125668146,2.60624978852825,2.48233805323065
2020-05-18,66.1291666666667,0,1767,24,7.105163121,6.61053530162457,3.1386691676707,3.47472664339883
2020-05-19,57.1166666666667,0,3140,24,7.172817174,6.75491652056074,3.17864257412234,3.57917088677063
2020-05-20,51.8095238095238,0,3588,30,7.314479326,7.0609106000107,3.29774292030181,3.76617316514225
2020-05-21,34.4398148148148,0,3462,40,4.995739484,5.47278390474357,2.7363406972771,2.73893704424033
2020-05-22,75.2612612612613,0,3709,35,7.418678322,7.05017339892806,3.3363688504829,3.71684523670703
2020-05-23,81.4208333333333,0,3049,32,5.701258872,6.04799774511479,2.95809293020827,3.09260075141356
2020-05-24,63.9291666666667,0,3145,39,4.788884094,5.31445839130773,2.66824657231446,2.64864359637121
2020-05-25,82.8708333333333,0,4386,35,7.625083787,7.12345661225029,3.32699487432313,3.7994938830976
2020-05-26,75.125,0,3355,38,7.575077819,7.12292678420495,3.3274830800291,3.79847629397735
2020-05-27,63.6583333333333,0,3726,28,7.533666339,7.16166124216764,3.33206771154213,3.83263029894412
2020-05-28,79.6125,0,3904,43,7.421313598,6.9608667420182,3.24344844384167,3.72037430104182
2020-05-29,83.4549356223176,0,2995,47,7.763945385,7.23530247361871,3.35262448373281,3.88573349316051
2020-05-30,86.6833333333333,0,3341,43,6.049601954,6.25010098368438,3.02619196480286,3.22666701927414
2020-05-31,79.25,0,4253,47,5.035461449,5.50145759156631,2.74020705893819,2.76374789323803
2020-06-01,64.225,0,4735,49,7.846171504,7.20901667907556,3.35357622002259,3.85849682963693
2020-06-02,82.6291666666667,0,2955,70,7.70753946,7.22639242358627,3.37270628287891,3.85675994619084
2020-06-03,30.0291666666667,0,3997,67,7.690368847,7.14907898821561,3.34957636779136,3.80255534567702
2020-06-04,54.3916666666667,0,3699,73,7.719770079,7.13934221495525,3.32530194167063,3.81707087531224
2020-06-05,82.3375,0,3176,71,7.954732019,7.32102247242728,3.37898847414676,3.94511352927033
2020-06-06,75.5708333333333,0,4128,79,6.098322422,6.26889707393976,3.02283793712552,3.24881408039906
2020-06-07,66.4708333333333,0,5268,700,4.999788811,5.35625100849862,2.67103861449917,2.68764671598633
2020-06-08,93.2773109243697,0,3674,66,7.460264262,6.86031395744621,3.16974883647837,3.69345395574663
2020-06-09,86.0541666666667,0,2990,18,7.570780574,7.04790984193233,3.2793389076989,3.77155964675368
2020-06-10,99.1708333333333,0,4620,147,7.698641961,7.17031003835099,3.34122678053227,3.83212837334661
2020-06-11,98.8,0,4389,158,7.635670802,7.26381183306064,3.37084981706354,3.89603412933246
2020-06-12,33.8205128205128,0,5559,195,7.830268027,7.51558029428716,3.50905185322777,4.00972650858676
2020-06-13,80.9623430962343,0,5057,213,6.22931492,6.50992232632635,3.14414973669155,3.36863809393253
2020-06-14,55.3125,0,5647,197,5.172238699,5.68019825189399,2.83190723783554,2.85087194795865
2020-06-15,55.4208333333333,0,3882,35,7.744782245,7.11666465993365,3.31795429250623,3.80173427323544
2020-06-16,91.1041666666667,0,4022,21,7.829239626,7.22632856493617,3.38711837377605,3.84229713156341
2020-06-17,31.7,0,3539,180,7.675769234,7.19627189614183,3.41378123750914,3.78560189895965
2020-06-18,84.7291666666667,0,3021,205,7.830470034,7.31791307035289,3.44667143551358,3.87438285063474
2020-06-19,53.075,0,4421,226,8.112187463,7.53426614669325,3.56619221726017,3.97132407321024
2020-06-20,62.6791666666667,0,3603,170,6.188775744,6.52269605596893,3.22897242684773,3.29666643878644
2020-06-21,70.4958333333333,0,3789,155,5.323174819,5.86257239309127,3.01110318766347,2.85421345429657
2020-06-22,56.1392405063291,0,3026,22,7.691140147,7.21977203896572,3.44303958919746,3.77987035528121
2020-06-23,13.2368421052632,0,2469,3,7.794705574,7.38878607434336,3.54864586342174,3.84337436372706
2020-06-24,16.5131578947368,0,2350,170,8.001257954,7.52468020865041,3.61526116276818,3.91271390990676
2020-06-25,65.3347280334728,0,3035,141,8.008273114,7.56799820928406,3.60823754777542,3.96304912424133
2020-06-26,61.2796610169492,0,2616,136,8.392839762,7.99682817296672,3.78430063113921,4.2159764646364
2020-06-27,97.6666666666667,0,2957,242,6.474046664,6.73304605708818,3.31919948540565,3.41687161211035
2020-06-28,69.725,0,2569,127,5.342852158,5.8003018533902,2.96244772409983,2.84055403470292
2020-06-29,22.5063829787234,0,2508,66,5.343118441,6.07094561493344,3.10908996574861,2.96468920076144
2020-06-30,56.4041666666667,0,2255,112,8.637479685,7.87837783000892,3.70423218459614,4.17752159551085
2020-07-01,45.3765690376569,0,1316,65,8.283664044,7.84137824642916,3.70551094510587,4.13924441718902
2020-07-02,72.046218487395,0,1353,101,8.596564041,8.05127456175335,3.77615568594698,4.27856037566884
2020-07-03,76.5416666666667,0,2072,90,9.008245567,8.35987127487254,3.91107353318939,4.4523622025664
2020-07-04,21.9469026548673,0,2236,106,6.202181678,6.64969628143895,3.31964355700534,3.33307816961945
2020-07-05,17.6858407079646,0,2080,77,5.869411516,6.25857124642755,3.15979800077418,3.10165301126276
2020-07-06,64.3037974683544,0,1648,73,9.008025196,8.24207767937188,3.84205524486835,4.40352399350851
2020-07-07,81.8625,0,1315,50,8.934393565,8.23013195573146,3.8598438424003,4.37380588478565
2020-07-08,51.0375,0,987,82,8.885608822,8.28053630487038,3.86757266020219,4.41648845976602
2020-07-09,90.9416666666667,0,1687,77,8.805861882,8.17138546055588,3.82446163301372,4.3504093522628
2020-07-10,115.579166666667,0,1525,63,9.039997429,8.33135080979861,3.86204292715465,4.47282765794452
2020-07-11,99.9375,0,1329,73,6.832242188,7.06274814630451,3.44939932984548,3.61649251791061
2020-07-12,96.8093220338983,0,1661,68,5.600640914,6.07779062291274,3.07918988076654,3.00140704349049
2020-07-13,119.5625,0,1431,44,9.037766167,8.21201832855053,3.8400263721575,4.37549166646022
2020-07-14,105.95670995671,0,864,40,9.101214798,8.35509971736303,3.8873094737921,4.47133304633585
2020-07-15,116.676855895197,0,690,59,9.315966834,8.44276758466849,3.91626442460782,4.53007235141239
2020-07-16,109.929166666667,0,1193,70,6.11919344,6.52371302587888,3.21195593254552,3.3146843945293
2020-07-17,106.577405857741,0,1501,831,8.891696585,8.06908036533314,3.76340544905494,4.30910479581039
2020-07-18,78.9458333333333,0,1086,66,6.791638738,6.9112753304054,3.35916022955893,3.55517656052698
2020-07-19,40.8375,0,828,51,5.691332972,6.11835188132329,3.08505181553056,3.03611170972793
2020-07-20,32.5732217573222,0,965,78,9.123793696,8.23096993685822,3.83813513787728,4.39633278503415
2020-07-21,16.4102564102564,0,685,43,8.552838661,7.90135255984623,3.71275310771704,4.1919831679161
2020-07-22,32.1651785714286,0,714,37,9.243308511,8.34761902062972,3.91826879509325,4.43292124363179
2020-07-23,64.9059405940594,0,1013,59,9.00851185,8.22693951918506,3.8588996792854,4.37155675035956
2020-07-24,69.9018691588785,0,1066,49,9.348563453,8.51296749010861,3.97472821895967,4.54186174495669
2020-07-25,99.0694444444445,0,886,62,7.075155867,7.13627690056485,3.46541676239896,3.67401843771163
2020-07-26,109.532407407407,0,802,50,5.744359867,6.04951611023126,3.05748812607118,2.99481450707722
2020-07-27,93,0,912,47,9.345753716,8.19467379620791,3.82795155900553,4.37021094252174
2020-07-28,101.5,1,658,44,9.203182532,8.34901814039331,3.91202220372708,4.44056126204218
2020-07-29,113.106481481481,1,661,33,9.41002874,8.57118613981791,3.99708118579684,4.57774779991046
2020-07-30,64.3661971830986,1,684,38,9.515412232,8.6424665132365,4.02382948577827,4.62230425130401
2020-07-31,130.120930232558,1,825,39,9.969074531,8.99372840321426,4.17595387206551,4.82158039777533
2020-08-01,83.2268518518518,1,771,45,7.590274271,7.56550562348523,3.66777163791141,3.90107670650564
2020-08-02,74.125,1,773,50,6.161798599,6.55402526033154,3.29396246356194,3.26306483689289
2020-08-03,77.412037037037,1,687,51,9.88014544519636,8.70572562538248,4.06310103706997,4.64632760327404
2020-08-04,88.9351851851852,1,497,35,9.79666137162901,8.75884935266711,4.09676474742865,4.66581830051583
2020-08-05,38.837962962963,1,664,39,9.80711983619051,8.75238965697304,4.09231440438373,4.66380489192843
2020-08-06,46.5302325581395,1,702,34,9.73275363383437,8.79901483398875,4.1133421093397,4.68942152814514
2020-08-07,88.3287037037037,1,728,39,10.210923081161,9.23201857970165,4.28621268957775,4.94971224381114
2020-08-08,94.1157407407408,1,700,24,7.76757233235696,7.83587570355213,3.78584522012573,4.05348081394102
2020-08-09,59.2083333333333,1,695,38,6.12204908775377,6.63165980721761,3.30148933798137,3.33317936916325
2020-08-10,56.1209302325581,1,591,37,10.1086339721046,8.98292404344152,4.15848250163595,4.82823148519618
2020-08-11,60.0138888888889,1,446,26,9.79196011275675,8.809474933735,4.09316354933171,4.72004179763321
2020-08-12,71.6388888888889,1,463,20,9.99050566079315,8.95491976869337,4.12247511897794,4.83620177682225
2020-08-13,71.5138888888889,1,603,31,10.1279715720753,9.20105836014136,4.22344997997483,4.9814575333927
2020-08-14,57.7083333333333,1,764,21,10.588630666532,9.62347220768916,4.38437550148555,5.24309252317465
2020-08-15,66.5767195767196,1,524,30,7.59461742587713,7.97673724671319,3.80702636134437,4.17318051987861
2020-08-16,60.4166666666667,1,649,31,6.34611182017685,7.11618376915158,3.47850639296067,3.64084760530887
2020-08-17,63.4537037037037,2,494,33,12.0121663437612,9.29954905938118,4.25420258550721,5.04922365430334
2020-08-18,49.6574074074074,2,339,22,11.4448198922016,9.01595883559612,4.13013896387933,4.88958398347205
2020-08-19,47.6222222222222,2,322,27,11.8175232078746,9.2895156842856,4.27361473749042,5.01979581900446
2020-08-20,,2,595,32,12.0415767581515,9.50213282051689,4.35388095248407,5.15221989298732
2020-08-21,108.604166666667,2,544,31,12.5500197416144,9.9769571022027,4.53564050217904,5.44545027636753
2020-08-22,82.7777777777778,2,627,38,8.29794228102877,8.22473405747554,3.88867798657488,4.33960012078607
2020-08-23,28.4766355140187,2,553,30,6.30483807285115,6.88632915753965,3.38544231662672,3.50397225361507
2020-08-24,31.2592592592593,2,509,21,12.7005334826962,9.65586644660951,4.40033991798,5.2595368951952
2020-08-25,39.4444444444444,2,453,34,12.1860302827183,9.60453933461244,4.39582676769647,5.21271882030237
2020-08-26,,2,357,29,12.6297758638104,9.95245475743965,4.57706703690692,5.37955915204844
2020-08-27,,2,468,29,12.7276024497966,9.92677966623125,4.56452843548424,5.36641123487556
2020-08-28,,2,541,31,13.070491336645,10.1828252389727,4.63367951692246,5.55336874885206
2020-08-29,,2,559,21,8.46704068608997,8.59762632914026,4.05945489361095,4.54187112748123
2020-08-30,,2,641,34,6.62769151661509,7.27905176245106,3.5463285984969,3.73595520463908
2020-08-31,,2,482,21,13.6492879245595,10.1547837923118,4.64479825493834,5.51421869753226
2020-09-01,,2,424,21,12.9343752008595,9.88708543245207,4.53051594878179,5.36069848961641
2020-09-02,64.6339869281046,2,465,21,13.3200620713085,10.2318730514086,4.69173403003577,5.54441495769587
2020-09-03,62.1805555555556,2,526,28,13.3996896434573,10.2971664275758,4.70852539832774,5.59293226883028
2020-09-04,65.3725490196078,2,569,30,14.2455489546127,11.0588374962427,5.02837496931757,6.03504526990237
2020-09-05,46.7135922330097,2,573,33,8.88132994206066,9.13422860372058,4.31471802425649,4.82344291224461
2020-09-06,46.7815533980582,2,619,22,6.62747114510546,7.43754283498168,3.62842393779324,3.81242575763956
2020-09-07,56.2268518518519,2,476,26,14.1101857548183,10.6702165606069,4.87108795043096,5.80356800545432
2020-09-08,51.2777777777778,2,350,22,13.3341750300715,10.2738652300907,4.70239118113127,5.57575969796002
2020-09-09,49.3703703703704,2,513,20,14.2788617811527,10.94330746368,5.01576595610432,5.93211275899408
2020-09-10,,2,469,30,14.1251251067424,11.0493779612267,5.05233990256953,6.00164264271237
2020-09-11,,2,407,27,14.5061749933429,11.59683048521,5.31651632851315,6.28515950494883
2020-09-12,63.0518518518519,2,538,20,9.34812271020228,9.54971773764325,4.51012214582347,5.04370601133235
2020-09-13,52.7222222222222,2,480,25,7.14890686549074,8.00165194534475,3.89373092239847,4.11146967795886
2020-09-14,70.5925925925926,2,463,30,15.4542224099461,11.5833581748591,5.2439652827909,6.34417211899925
2020-09-15,61.4953703703704,2,322,21,14.7889300044993,11.4212558982611,5.18396302582437,6.24201741471849
2020-09-16,73.5092592592593,2,377,18,15.3207231858375,11.9563798534708,5.474416388916,6.48695271921741
2020-09-17,76.5162790697674,2,456,14,14.0856051493476,11.7013423580006,5.44346334414758,6.26284005863678
2020-09-18,52.8981481481481,2,383,28,6.81867097615397,8.33568417432191,4.11261560873274,4.22681670696966
2020-09-19,50.875,2,417,24,6.41533602064147,7.94451474438929,3.9102208113715,4.03785761652831
2020-09-20,50.8194444444444,2,453,10,6.68443718034653,7.70329480495932,3.80798765103808,3.89877766452791
2020-09-21,58.4537037037037,2,198,12,14.7694914009201,11.297877479407,5.20476388172767,6.09785709737314
2020-09-22,61.7638888888889,2,223,21,15.0233961086064,11.5239864286393,5.33156771650413,6.19727777786904
2020-09-23,69.3051643192488,2,332,23,15.2113821884727,11.6937143827892,5.39619650781802,6.30243584186922
2020-09-24,70.787037037037,2,401,32,15.3602431432323,11.6988790250399,5.34027736945522,6.36346865909199
2020-09-25,29.3657407407407,2,434,25,15.3330456260846,11.8376713824504,5.39544327440132,6.44714538846785
2020-09-26,26.4305555555556,2,501,30,9.60525035121709,9.76786092240725,4.6726397569242,5.09947969973359
2020-09-27,37.4722222222222,2,417,24,7.39185727271893,8.20786368857909,4.01143650868764,4.2000831090139
2020-09-28,53.1658767772512,3,430,34,15.2874470878823,11.2660804146314,5.1677367245358,6.10305344410699
2020-09-29,36.9166666666667,3,296,21,14.9829854830268,11.2799324376225,5.18563955263838,6.0990189552131
2020-09-30,36.3055555555556,3,466,16,15.1742036783678,10.8998608255708,4.9553705106966,5.94900652330061
2020-10-01,32.9111111111111,3,417,16,15.3673133958331,11.4216956167381,5.23207887291128,6.19438513776275
2020-10-02,46.544776119403,3,468,24,16.4607417337729,12.293565201015,5.60693937127315,6.69173586274143
2020-10-03,31.1944444444444,3,321,20,11.1349867317987,10.041542831495,4.73767892113023,5.30818171978369
2020-10-04,28.9212962962963,3,357,28,8.25782548412866,8.44451308208723,4.09702308155288,4.35122393125139
2020-10-05,51.1327014218009,3,363,23,16.1999412342641,11.6942497131731,5.37345805426042,6.32568890251764
2020-10-06,51.9953703703704,3,242,27,15.7316517762862,11.773495139591,5.40807752121973,6.3703464133462
2020-10-07,61.0469483568075,3,287,20,15.8249515641786,11.866244013512,5.41416114541263,6.45701720754667
2020-10-08,58.0558139534884,3,308,22,15.7056387560028,11.9852127390304,5.43518075967917,6.55498547558187
2020-10-09,70.2222222222222,3,424,22,16.0396117788572,12.0361256882998,5.40142615411124,6.63962226726352
2020-10-10,65.1527777777778,3,336,22,11.3551929628031,10.0723104195413,4.68935860514325,5.38722558581459
2020-10-11,53.0277777777778,3,369,22,8.37537532022735,8.62789911180109,4.14840662382975,4.4832732484433
2020-10-12,46.9205607476636,3,312,25,8.50841543702425,8.48141859161822,4.03599548483002,4.44910141838533
2020-10-13,64.3148148148148,3,267,14,15.7621089553472,11.8279945288678,5.36565954607715,6.46722511901816
2020-10-14,59.5348837209302,3,251,13,15.9840414298438,11.894011885412,5.41516697412575,6.48378016742226
2020-10-15,75.3827751196172,3,237,19,15.9788167886362,12.0464009676787,5.47823135449994,6.57316234471152
2020-10-16,57.0231481481481,3,383,18,16.6284077240214,12.6763041986553,5.72764049989206,6.95388373593973
2020-10-17,63.5138888888889,3,371,20,11.676558898877,10.4088460764062,4.86963352807455,5.54365061808356
2020-10-18,43.3209302325581,3,374,13,8.88574655439963,8.47329115048339,4.13973878301045,4.33732522827813
2020-10-19,55.7175925925926,3,388,16,15.6162413802602,11.8182917497743,5.3737713693689,6.44941790955838
2020-10-20,54.8657407407407,3,243,20,15.6723810223402,11.8260949983744,5.39995881360878,6.43105758054092
2020-10-21,57.4537037037037,3,248,16,16.0516036618399,11.9909411380794,5.44626845510404,6.54963628427149
2020-10-22,64.4418604651163,3,353,20,16.2650885618004,12.1791649919055,5.52004649753601,6.6641493352426
2020-10-23,64.4212962962963,3,341,19,16.7075761888584,12.7221013296891,5.74437240685788,6.98296420907512
2020-10-24,51.0509259259259,3,357,22,12.1111682444655,10.835810219799,5.04793759488761,5.79247319680661
2020-10-25,25.2916666666667,3,343,22,9.84329749235586,10.5298925624716,5.24897366273041,5.28570269119222
2020-10-26,51.2268518518519,3,334,25,16.17132048445,11.8693965645592,5.39395098813396,6.48036149680938
