Region,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,
Codigo region,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,
Comuna,Alhué,Buin,Calera de Tango,Cerrillos,Cerro Navia,Colina,Conchalí,Curacaví,El Bosque,El Monte,Estación Central,Huechuraba,Independencia,Isla de Maipo,La Cisterna,La Florida,La Granja,La Pintana,La Reina,Lampa,Las Condes,Lo Barnechea,Lo Espejo,Lo Prado,Macul,Maipú,María Pinto,Melipilla,Padre Hurtado,Paine,Pedro Aguirre Cerda,Peñaflor,Peñalolén,Pirque,Providencia,Pudahuel,Puente Alto,Quilicura,Quinta Normal,Recoleta,Renca,San Bernardo,San Joaquín,San José de Maipo,San Miguel,San Pedro,San Ramón,Santiago,Talagante,Tiltil,Vitacura,Ñuñoa,
Codigo comuna,13502,13402,13403,13102,13103,13301,13104,13503,13105,13602,13106,13107,13108,13603,13109,13110,13111,13112,13113,13302,13114,13115,13116,13117,13118,13119,13504,13501,13604,13404,13121,13605,13122,13202,13123,13124,13201,13125,13126,13127,13128,13401,13129,13203,13130,13505,13131,13101,13601,13303,13132,13120,
Superficie_km2,844.43,217.03,73.22,16.82,11.05,970.86,10.94,694.1,14.25,115.97,14.37,44.98,7.35,189.62,10.01,71.04,10.05,30.47,23.39,449.52,99.06,1023.61,8.25,6.54,12.81,136.8,394.3,1352.65,80.64,677.52,8.73,69.42,53.89,444.71,14.44,198.57,88.39,57.32,11.8,15.61,23.68,153.85,9.94,4982.37,9.63,793.11,6.31,23.18,125.23,654.65,28.59,16.89,
Poblacion,7405,109641,28525,88956,142465,180353,139195,36430,172000,40014,206792,112528,142065,40171,100434,402433,122557,189335,100252,126898,330759,124076,103865,104403,134635,578605,14926,141612,74188,82766,107803,101058,266798,30433,157749,253139,645909,254694,136368,190075,160847,334836,103485,18644,133059,11953,86510,503147,81838,21477,96774,250192,645909
2020-02-26,0.171965317919075,8.32842522551677,8.17861962598805,12.3397403579531,8.66214499591689,8.42552256930987,10.3343706040326,7.53111495246327,6.50012955045991,8.38585358303668,16.4645381925835,11.9065313082444,9.51508967223253,7.82243097720243,12.4973534971645,10.6480009142409,10.7334298917167,6.58171844971172,14.2291103007489,6.48433286843329,18.31706223806,9.68537735849057,10.0281058454179,7.69212767340571,10.1214459269364,6.87125748502994,8.07187070151307,6.37663308237378,6.98180045498862,6.67055259776024,9.74605103280681,6.33761956325573,9.06747846747847,5.89994479712945,24.2604609929078,9.92259457591985,5.21558939195321,7.87367590444992,9.67370297735782,10.7738592240096,8.7138839502182,7.93407508325764,12.2169074904501,6.71522896698616,10.1719590674122,4.67303240740741,8.83859610518209,18.1711821239362,7.53868461370103,11.7648440120765,17.3086953309693,12.6491302323613,
2020-02-27,0.167630057803468,8.09336191901622,7.87054173896279,12.7686538946307,8.37600943653026,8.35906777252409,10.7012234110576,7.88018582541054,6.36261173727167,8.44822782850952,16.6253222060587,12.1204742832216,9.84990723562152,7.96162217894375,12.8142722117202,10.8367753416159,11.3201600110352,6.71320467648943,14.7175234286162,6.5071129707113,18.9774087272238,9.97104952830189,9.86275975482135,7.85262952610024,10.5840828679824,6.93902486289557,8.40233837689133,6.39528897254207,6.93038674033149,6.65861942353589,9.8681652490887,6.73344161703664,9.38158598158598,5.67775324316864,25.0092863475177,10.503644843669,5.1992941413734,7.78465364290667,9.78566589409877,10.7876098443932,8.85505091320511,8.12072358462004,12.0459226042186,6.03833865814696,10.3950838696065,4.89959490740741,8.82748377159204,18.460425781146,7.71388706500328,11.6420664206642,18.1026521867612,12.9434545223685,
2020-02-28,0.187861271676301,8.42376926499737,8.97561210719105,13.6838921099067,8.48393975138372,8.93344185205281,10.9697770578456,8.38828867761452,6.37440082912294,9.22163751741217,18.1901589975244,12.0072966649483,10.0871985157699,8.31034482758621,13.4063327032136,11.9661241082069,11.7003241602869,6.86414958360026,15.4930008234325,6.63212459321246,18.7276496559761,10.0258549528302,9.91276722978024,8.08593902359748,10.973528283388,7.43974187547236,8.63720770288858,6.75503764393268,7.57426064348391,7.0372682210391,10.1786148238153,6.75830175058654,9.90830610830611,5.96563621308308,25.6597517730496,10.648419416134,5.51896742966623,8.04330360345281,10.2999465145302,10.4845415000146,9.10606109584613,8.72429609445958,12.8391463212091,6.90095846645368,10.9768962970778,5.16608796296296,8.9932335790516,19.1396966819598,8.27402057342963,13.0466286481047,18.3511007683215,13.5451813603081,
2020-02-29,0.169075144508671,8.26301525019214,9.96828609986505,12.2053188807663,8.16033027855911,7.88135286670284,8.71179504667718,8.86268366464996,6.34700090685322,9.70159418046742,15.4361840594135,8.78554149978189,8.91323438466296,9.08855539007905,11.2345935727788,11.0677354578551,11.1602179460652,6.7918802049968,14.0875191153982,5.76225011622501,13.0588874694637,8.59516509433962,8.80796830617432,7.84736397321719,9.15486593631442,7.0197662926574,9.14546079779917,7.09499557130204,7.31881702957426,7.07205801358546,8.85578675577157,7.30585634362028,9.88104148104148,6.86654706044714,15.6630097517731,8.59017101399205,5.67916708682061,6.07104086463738,8.46739169192369,9.43181619128252,6.95577824470664,8.18552830759915,10.1807839229364,10.8947816826411,9.19692653936773,5.2265625,7.98619210034107,13.1224631057709,8.50689428759028,11.7853069439785,13.5745050236407,11.2457146484954,
2020-03-01,0.144508670520231,7.22215929776304,8.87487950645845,10.8314217292664,7.62203974231013,6.95623078314343,7.1939980391321,7.80088591184097,5.81267003497862,8.57839343754837,12.2090957813337,7.66788277749137,7.54495980210266,8.45217092450453,9.60883742911153,9.75300801593392,9.74294778950272,6.31097853939782,12.5319766302004,4.90046490004649,11.6912077814384,8.56370872641509,8.45836447899537,7.31892348696613,7.80536254742316,6.56562602949441,7.92812929848693,6.14340677590788,7.58134546636334,6.44937580319442,7.24567132442284,6.66562894784335,9.17620037620038,6.22219155396081,12.3783687943262,7.8463983416825,5.07532519915297,4.95406613902107,7.34277054733464,7.72262283595597,6.03753030547923,6.63616409324856,7.30518186347783,10.8025559105431,7.75408798396455,4.56944444444445,7.01914402024425,9.70747291169345,7.51636025388488,11.1157329755116,12.0911643026005,9.634105049308,
