Region,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago
2020-03-02,0,3.80000809028761,2.86668594563331,3.21659944542475,1.54378005625624,5.8153114745627,2.58246302058911,3.37132670700086,1.71434123591139,2.15462002785946,5.64984814843172,5.06808898758774,2.72764378478664,2.64360178714629,3.44853497164461,5.18418689696831,1.08083316090765,1.35333920563741,5.07552052699682,2.27880055788006,12.4905645576996,6.95153301886792,1.52190162954104,1.33842553468114,3.00392173579436,4.08241768889406,0.616574965612105,5.66339127546501,2.12401689957751,3.66265834404259,1.57244835965978,3.59461288576069,4.72127512127512,2.58680651393872,12.9397828014184,3.96341337018483,3.50266209539175,4.05793739987088,2.91841683009449,3.59416693428313,2.47105220623889,4.66597033000303,1.54168742733765,2.54781682641108,3.57270457502549,2.46846064814815,1.05138078996589,11.3566249877981,3.71569271175312,3.80006709158001,9.26691784869976,5.2645067084268
2020-03-03,0,3.9044132518911,3.24252940042414,3.10826821275523,1.58275111151438,5.88548691315919,2.70113815593162,3.3330812445981,1.78996631688043,2.13774957436929,5.42403593395095,5.23932267914502,2.71663574520717,2.72413793103448,3.58227788279773,5.19683933848138,1.0051727705359,1.30100896860987,5.2821628827981,2.47907949790795,13.0255160357695,7.07449882075472,1.47615488114815,1.39491646622895,2.87863932818961,4.23188574307695,0.584594222833562,5.38925487156776,2.28066298342541,3.60606756012484,1.56318347509113,3.73831438368526,4.88658548658549,2.31438034777808,13.7586436170213,3.92655035411988,3.57338912977715,4.21871786901318,2.87352469245855,3.88348465827811,2.55422660417003,4.6640629730548,1.52375020760671,2.59382321618743,3.60259521046524,2.73032407407407,1.05138078996589,11.5628954537791,3.7292077040928,3.22408587722241,9.87533244680851,5.4230752952131
2020-03-04,0,4.03515229966425,2.98004626951995,2.80860852029241,1.60511750294892,5.93168488230887,2.74687753101155,3.4019014693172,2.20462495141858,2.14657173812103,5.3792461016257,5.39889756910021,2.7469387755102,2.27586206896552,3.28941398865784,5.73198047442574,0.984274777570867,1.26521460602178,5.51789985491903,2.66341236634124,13.0964723548264,7.09607900943396,1.48131260278069,1.52057466033934,2.99138923227759,4.62356839718621,0.616918844566712,5.52123007085917,2.18973025674358,3.9065540664586,1.60176184690158,4.0516152319076,5.07900207900208,2.73709632900911,13.763475177305,3.96137502159268,3.69493798527781,4.34805480500227,2.94252094847566,3.72198055644761,2.74869888475836,4.92714199212837,1.47218070088025,2.56762513312034,3.80891092590639,2.93431712962963,1.09896578281439,11.6326018085493,4.198019260232,3.36732640053673,10.1329048463357,5.62703686460406
2020-03-05,0,3.95380445774847,2.85097358781569,2.79083690446181,1.59382088739679,6.01224711262693,2.7381388806002,3.40136127917027,2.12796346677031,2.10137749574369,5.43187096444887,5.42511004481104,2.86765615337044,1.99152251116966,3.41776937618147,5.65874324522881,1.18456445272088,1.33111787315823,5.54479865113908,2.73919107391911,13.1158587148972,7.11981132075472,1.49387053371206,1.72651628420984,2.95882177415917,4.5059686452338,0.646492434662999,5.3983337023915,1.94728631784205,3.97016706443914,1.59682563791009,4.16468146543945,5.07824967824968,2.6795473364615,13.992420212766,3.92383831404388,3.56367853181406,4.19585853996796,2.87202709930469,3.64616237993752,2.64286406982382,4.81418407508326,1.45781431655871,2.60724174653887,3.78485775574076,2.81857638888889,1.07162504125866,11.8440281487661,4.03873933026921,3.38376383763838,10.2222222222222,5.96662716383798
2020-03-06,0,3.97257392500303,3.01349527665317,2.86160826821275,1.60525360675075,6.24085988166292,2.79990621936144,3.49340968020743,1.93020468972665,2.21761337254295,5.9604420284307,5.31899115675933,2.84978354978355,2.18616107228778,3.88799621928166,5.61386381075213,1.07945375543141,1.45059256886611,5.62118182174646,2.49888423988842,13.1423720836415,7.54330778301887,1.46389594857228,1.75895469024248,2.99565198857581,4.60988702207236,0.633768913342503,5.7968334809566,1.99330516737082,3.91834955021113,1.65666767922236,4.2657913733983,5.18796158796159,3.15815622412365,14.2788785460993,4.18609431680774,3.57407482101442,4.22675211018388,2.95681939739704,3.66268648001635,2.69988685954421,4.82939751740842,1.65122072745391,2.80511182108626,3.90790167739213,3.08709490740741,1.1008911871493,11.8280192036349,4.35341431385424,3.94867494129487,10.3159352836879,6.07645913573454
2020-03-07,0,3.62444884915659,3.25294004241373,2.85196622132594,1.53384447872244,5.72260548277911,2.57189138496952,4.14379861711322,1.9309496048711,2.3796625909302,4.72704999617181,3.93758179006226,2.24910327767471,2.36911444609921,3.23000945179584,5.48862912836922,0.769777226015587,1.27478379244074,4.81131631572756,2.1604370060437,8.6388534032587,6.66058372641509,1.37957841231873,1.62400052005461,2.38808133339017,4.1071449334341,0.597317744154058,5.7565600088574,1.97465063373416,3.64682393978337,1.57609356014581,4.48551705468327,5.05351945351945,3.28898702732542,8.12562056737589,3.03770944895491,3.4839669254815,3.44004208412042,2.27220538420396,3.23846086474177,2.20924519153063,4.11597033000303,1.36804517522006,4.77103301384452,3.08168934838415,2.53385416666667,0.962372098140609,7.51848926672997,3.99097176625082,2.9510231465951,7.68424940898345,5.10674228636729
2020-03-08,0,3.01816269568383,2.65018315018315,2.22397277539702,1.5277651755739,5.25339120998372,2.2671469372096,3.4699654278306,1.81250809690374,2.08806686271475,3.77594875328586,3.35218305111631,2.02560296846011,2.18971245274373,2.75741965973535,4.71843011770852,0.721429064073384,1.16736066623959,4.28224130494452,1.87364016736402,7.32709159774984,6.29003537735849,1.31140678726267,1.60774881362543,2.1896926552709,3.58364823750557,0.568431911966988,5.09446966341896,1.79239519012025,3.36708279787039,1.41251518833536,4.35237321783072,4.63556083556084,2.80678995307756,7.61309840425532,2.71326653998964,3.01360290410406,2.87114129265202,1.99397397040471,2.55960061892389,2.02634556327784,3.59756282167726,1.20312240491613,4.47646432374867,2.70492668002954,2.27199074074074,0.856419848168115,7.63763344485167,3.42498358502955,2.47936933914794,6.38730053191489,4.45801413636941
2020-03-09,0,3.84025727114599,2.43628301523038,2.77590118477439,1.59463751020779,6.41348215900576,2.6884777697259,3.55952895419188,1.89655395776655,2.11128308311407,5.58785697879182,4.95399928619582,2.69703153988868,2.05143773628136,3.70099243856333,5.38830751146883,1.06917718463342,1.40550928891736,5.487785750696,2.51999070199907,13.3028306326901,7.44345518867925,1.38839886380625,1.557823571475,3.15230828253549,4.37839854272039,0.819463548830811,5.54760850310009,1.91927201819954,3.64053607490362,1.60540704738761,4.207453528244,4.95398475398475,2.87413745514767,13.7827792553192,4.00927621350838,3.54158515680145,4.24710073886325,2.92052059190586,3.47703850757598,2.66436075642476,4.76881622767181,1.58835741571168,2.39446219382322,3.72366986672293,2.86400462962963,1.05149081307074,11.81347449129,4.28846574742832,3.87688695068769,10.0817080378251,5.8107673424472
2020-03-10,0,3.88576513895069,2.74792751108541,2.81528863120746,1.660421014427,6.14203033356587,2.78997399718658,3.33805099394987,1.91663427905169,2.10571119021823,5.42245361508818,5.1094896300115,2.83487940630798,2.24939855653569,3.9171550094518,5.32579628752878,1.24491344230637,1.37780269058296,5.67090146257303,2.62696420269642,13.6742531208678,7.5109375,1.51330542682015,1.34115582136124,3.25235517285477,4.52476600197663,0.744497936726272,5.51140389725421,2.04842378940526,3.48728657976868,1.63882138517618,4.7404349395416,5.14430254430254,2.61357990615512,14.4394281914894,4.00082915874935,3.61795906019966,4.22118074651491,3.02207167052951,3.51723936589496,2.65766930661064,4.85460187708144,1.63087526988872,2.50649627263046,3.81422090937863,2.88454861111111,0.870997909561008,12.0380789265843,4.22833223900197,3.33512244213351,10.6443927304965,5.77972235154696
2020-03-11,0,3.61441689252053,2.85617890881049,2.76367532140156,1.60616096542963,5.95933131798569,2.64670275800333,3.80347882454624,1.91281254048452,2.05092091007584,5.3494882984968,5.34623468295198,2.65924551638837,3.00985221674877,3.82712665406427,5.10884364847436,1.24422373956825,1.30509288917361,5.57938281770772,2.51343561134356,13.4029225217956,7.35798938679245,1.44767528778592,1.41818890983553,3.46468306406923,4.30895490572254,0.705295735900963,5.38056355181577,1.9899252518687,3.37199375803194,1.6181652490887,4.60214762678217,5.25175725175725,2.6116478056859,13.9295212765957,4.10095007773363,3.41208026620954,4.0057148322613,2.93431984310929,3.31133039441801,2.59650880879263,4.33183469573115,1.64540773957814,2.10415335463259,3.62031859900833,2.70428240740741,0.826823632962922,11.4344068082388,4.14242722696433,3.08587722240859,10.6285830378251,5.59878528801795
2020-03-12,0,4.50256866631609,3.32629651050704,3.13467355684396,1.95286271663188,7.45425419218149,2.96687838356281,5.02841400172861,2.16083689597098,2.53521126760563,5.86557946048031,6.31581869373835,3.46499690785405,3.23656776263031,4.01285444234405,5.82541263285064,1.52500172425685,1.68497757847534,6.32702035054699,2.57954439795444,15.1670588762635,8.08979952830189,1.82284347436089,1.66560488851329,3.68856302485187,4.69008584772203,1.35419532324622,6.33337023914969,2.18615534611635,3.81251147420598,2.05103280680437,4.96187511279552,5.83647163647164,2.93996687827767,16.1079787234043,4.6878390050095,3.82735706362811,4.78776212907391,3.69759315385987,3.40291361340612,2.83394213673832,4.62503784438389,1.77927254608869,2.86815761448349,4.21904560959314,4.1880787037037,0.87193310595225,12.8063308101201,5.24381702779602,5.22811137202281,11.7422798463357,6.1476065518263
2020-03-13,0,4.17924032199345,3.27809909388857,3.18364003024956,1.90617911260321,7.58104022943958,3.01743467325973,3.62856525496975,2.04145614716932,2.6420058814425,5.99798381951356,6.0496490462783,3.44508348794063,3.43441402222477,3.99083175803403,5.71913212414086,1.40209669632388,1.52894778987828,6.38289612986707,2.54128312412831,14.4283489096573,8.31824882075472,1.72873374196442,1.65793408307872,3.36561660769854,4.89415344069143,1.03679504814305,6.55403011514615,2.12213194670133,3.54713603818616,1.84652187120292,4.96282259519942,6.00572220572221,2.96287606955562,15.4435283687943,4.78308861634134,3.63213673489967,4.79694411898329,3.58545195221965,3.33526990336613,2.75965734604816,4.65658492279746,1.72969606377678,3.02449414270501,4.06962759784787,3.9134837962963,0.95258004180878,12.2482007685004,4.95589844604946,5.30426031533043,11.2696882387707,6.60686925974521
2020-03-14,0,3.73941183609077,3.44331983805668,2.85240736072599,1.83812721168678,7.43634860346743,2.85408585191185,3.62391961970614,1.58200544111932,2.67605633802817,4.87879947936605,4.39017329579252,2.93747680890538,3.24916943521595,3.28501890359168,5.22145854080616,1.33050555210704,1.3679131966688,5.45053523114928,2.26936308693631,9.19214908447074,7.13994693396226,1.62744804903573,1.59318728466489,2.5772198303423,4.2856907544135,0.897180192572215,6.13634853852967,1.95729606759831,3.37860290067927,1.85221749696233,5.10580220176863,5.76107316107316,3.40035881865857,8.91409574468085,3.55904301261012,3.52877886457598,3.89933287104565,2.86493136031378,2.97136017283158,2.35277194116696,3.85187708144111,1.4225211758844,5.28796592119276,3.18802967964272,2.98321759259259,0.94306304323908,7.55681666918101,4.50399430947691,4.03924857430393,7.85213504728132,5.78740424091082
2020-03-15,0,3.28081388293354,3.05918642760748,2.29852533400555,1.86802468015607,6.19647055783789,2.52286968753996,3.52819792566984,1.26904391760591,2.49249342207089,4.05739734068346,3.8006503549193,2.68515769944341,3.10493756444037,2.89352551984877,4.886536169657,0.608524725843162,1.236066623959,5.05669921185743,1.99669920966992,7.77898428920415,6.6778891509434,1.32172223052773,1.5566534486121,2.29097574491666,3.69123888146038,0.876891334250344,5.45770593445527,1.81501462463438,3.15375436019827,1.73253341433779,4.79322324490164,5.46090486090486,3.01366271046094,6.37063386524823,3.34095698738988,3.10870222849652,3.54761961693886,2.56512747370298,2.35447989957084,2.25117181186358,3.31151983045716,1.27553562531141,5.54376996805112,2.77620705418996,2.68865740740741,0.875838926174497,5.4377079876117,3.96640402713942,3.76920496477692,6.82084810874705,4.91808100901511
2020-03-16,0,3.61842158488734,3.12193946404473,2.62326695235694,1.76331548861265,6.59411415135778,2.65211645850207,3.49038461538462,1.38745303795828,2.30475158644173,5.2016690911875,5.53666177578618,3.29226963512678,2.97628594340703,3.88322306238185,5.01412175730168,0.955445203117456,1.39193625880846,5.62769085989884,2.78981868898187,11.7239404737892,7.61196933962264,1.21109283898939,1.51218877982188,2.95217187433394,4.08030540860028,1.14099037138927,5.52969995571302,1.84549886252844,3.02115843583624,1.76473268529769,4.34700415087529,5.32466092466092,2.71253105161468,12.3939494680851,4.25348073933322,3.18112332358576,4.69799861313694,3.25683722588697,3.10139257875223,2.48876676903184,4.03502876173176,1.4626307922272,2.46837060702875,3.63308365861378,3.19270833333333,0.848993288590604,10.5540301898178,4.12847450207923,4.41831600134183,9.32535460992908,5.90432555974098
2020-03-17,0,3.46458476598843,3.04010025062657,2.35373077892614,1.63288267852282,6.30271555176601,2.5342938744192,2.94533275713051,1.48782225676901,2.16220399318991,4.54829900722252,4.75377721378435,3.10890538033395,2.93836636499026,3.61294896030246,4.49608998742919,1.44313400924202,1.3265935297886,5.29341646080853,2.32477917247792,9.97310562764742,7.20126768867925,1.33801764090298,1.49138659559254,2.77270983417878,3.76552719803112,0.872077028885832,5.09333480956599,1.72564185895353,2.81801909307876,1.64694714459295,4.21593575166937,5.07054747054747,2.81106817554513,10.0722960992908,4.01558127483158,2.93807603105778,4.46964443700533,3.09491888037083,2.77613639681196,2.27932762243414,3.82496215561611,1.30792227204783,2.25686900958466,3.2737630551746,3.05092592592593,0.749972494223787,8.93660315741834,3.90927992996279,3.78530694397853,8.62825059101655,5.27094002624117
2020-03-18,0,3.47376724242547,3.13263929053403,2.26462062011596,1.46683604028673,6.41355967237682,2.57052730295409,3.30434312878133,1.46116724964374,2.22798328432131,4.35209146823878,4.61787682912321,3.07056277056277,3.0557910413564,3.48690926275992,4.46334057107407,1.51369059935168,1.40462844330557,5.35372309140101,2.28512319851232,9.51002935968982,7.33664504716981,1.66706533114068,1.47383475264903,2.76478110746409,3.87176133170552,0.828060522696011,5.24296944198406,1.8630484237894,3.01624747567468,1.72668590522479,4.27855982674608,5.14640134640135,3,8.9699024822695,4.18219036102954,2.98477362105475,4.12730446426436,3.09249420574077,2.79160949405891,2.38396638112171,3.65986981531941,1.28765985716658,2.30607028753994,3.241199845272,2.96064814814815,0.738255033557047,8.35276473772485,3.89439702341869,3.90841999329084,8.18221778959811,5.25170355948703
2020-03-19,0,3.17636826989199,3.00404858299595,1.96666246533905,1.30959078123582,6.12187685709118,2.39259985506629,3.65719533275713,1.4827050136028,2.1557034514781,3.88722149911952,4.27207835983662,2.88756957328386,2.69526864474739,3.41819470699433,4.14371540985748,2.04214083729912,2.03679532351057,4.98184527310513,2.30869363086936,8.66808982720366,6.70380306603774,1.73232172223053,1.50744328154456,2.89347372010742,3.65331472976377,0.891334250343879,5.00132860938884,1.72473188170296,2.82701487057096,1.74263365735115,3.89040786861577,4.87749727749728,3.47805685895667,7.76668882978723,3.92737951286924,2.90581829182212,3.88893139810143,3.08636120520592,2.60780077657431,2.27137546468401,3.4899485316379,1.3181365221724,2.21725239616613,3.0066111052502,2.84461805555556,0.540158433270987,7.47197103481324,3.4881812212738,3.19355920831936,7.54100177304964,5.05648199094257
2020-03-20,0,3.02313822256381,2.86042028147291,1.32184270229393,1.14780872879049,5.87179288427254,2.40453557270131,3.31525496974935,1.4521634926804,2.05479028014239,3.78444733685527,4.04322480866082,2.83642547928262,2.70420437621721,3.32986767485822,4.20430019754135,1.33188495758328,1.77286194746957,5.07014860996746,2.08135750813575,8.42168134651158,6.5983195754717,1.59373598445209,1.38568549697718,2.70821433138667,3.735344844292,0.869669876203576,4.99147475642161,1.77699057523562,3.00706811088673,1.53447752126367,3.72094387294712,4.91343431343431,3.38600607231576,7.33215868794326,3.73631024356538,2.83481899768075,3.82095119676717,2.92615439472277,2.56701602779319,2.30389526426378,3.35116560702392,1.2295299784089,2.25857294994675,3.02218940113233,2.58130787037037,0.622235669490593,7.01925687967556,3.55066754213176,2.9020462931902,7.23489213947991,4.89478139416769
2020-03-21,0,2.54686299097933,2.66984769616349,0.852470380640282,1.12267489338536,5.23512389220474,2.19126987510124,2.95624459809853,1.34411840912035,2.06113604705154,2.88267871270704,3.35483998889638,2.36524427952999,2.62263718639019,2.61488657844991,3.7845166767342,1.12759500655218,1.26789718129404,4.36172215033526,1.77805671780567,6.82877249602187,5.67889150943396,1.4480490357303,1.2907755314308,2.21130482970289,3.20899947677461,0.844222833562586,4.57099756421612,1.5230419239519,3.03942537176427,1.39330194410693,3.40931239848403,4.78204138204138,3.06776152359923,4.7677304964539,3.03675937122128,2.64340022184128,2.90499988044284,2.43020146193617,2.22129448515458,2.02780022628091,2.75373902512867,1.02864972595914,2.27689030883919,2.25776277385097,2.10908564814815,0.555066563978435,4.64561129500297,3.13285182753338,1.92821200939282,5.57457890070922,4.06079908579168
2020-03-22,0,2.25468225395413,2.45941777520725,0.678031257877489,1.08946556573814,4.68942975996693,1.89931369623599,2.62197493517718,1.23960357559269,1.88933601609658,2.55646581425618,3.0702304001269,2.25238095238095,2.31126131286516,2.19891304347826,3.27799454720585,1.32036692185668,1.10253843689942,4.15468768380191,1.53310088331009,6.31458571460589,5.32446933962264,1.37232770219764,1.24956120392641,1.94594825013854,2.82396372303936,0.839752407152682,3.77449623560673,1.39863503412415,2.75881219019644,1.25022782503038,3.12434578595921,4.41677061677062,2.88338393596467,4.15855496453901,2.64228709621696,2.28058888776848,2.42151072427728,2.08914244963452,1.81911073482615,1.86364958784548,2.37803511958825,0.944693572496263,1.9346112886049,1.98129197876007,1.73929398148148,0.487787435361426,3.8059403480437,2.6883344276647,1.58839315665884,5.12256205673759,3.68586786303805
2020-03-23,0,2.90720440111646,2.77299016772701,1.24867658179985,1.19449233281916,5.5587163785753,2.19003367577476,3.02106741573034,1.34295245498122,1.95109116235877,3.29395401066789,3.75980489352421,2.65949288806432,2.55802497422385,2.90009451795841,3.78229637732029,1.76267328781295,1.26657591287636,4.87605379759244,2.0186889818689,8.11044622246128,6.29985259433962,1.52548960980715,1.2860950399792,2.57555735538599,3.36103521113114,0.883081155433287,4.52524357838795,1.80825479363016,3.20667339820084,1.37834143377886,3.29128316188414,4.61423621423621,3.19279602539332,6.25507535460993,3.41115909483503,2.74409599677322,3.33124506826714,2.64817257978249,2.27734796952092,2.14119928883142,3.16924008477142,1.10538116591928,2.01938232161874,2.70485634912262,2.41087962962963,0.449004290901089,6.04503625085414,3.20879842416284,2.56893659845689,6.74911347517731,4.59694417403818
2020-03-24,0,2.92601431980907,2.7361673414305,1.19101336022183,1.23074131204065,5.50877192982456,2.19045995140458,3.03338375108038,1.32099365202746,1.91611205695713,3.27611464155374,3.65249633183963,2.64638218923933,2.51002405773857,2.75042533081285,3.71069172122182,1.53514035450721,1.21796925048046,4.83405873818766,2.01078568107857,7.78421748582442,6.32514740566038,1.5305725818508,1.26964831307287,2.46361737499467,3.26913163963335,0.899931224209078,4.4252380425155,1.7337666558336,3.1363594639251,1.34029465370595,3.23465980869879,4.604455004455,3.33521943141043,6.11405141843972,3.3744688201762,2.59149944539679,3.28311135553908,2.59315385986807,2.21942603567571,2.10728947793761,3.17879200726612,1.11052981232353,2.03088391906283,2.60027429053698,2.47771990740741,0.636153592254373,5.88476931678011,3.18576274896038,2.56591747735659,6.80145537825059,4.5824480467262
