Region,Codigo region,Comuna,Codigo comuna,Nacimientos,Fecha
Tarapacá,1,Iquique,1101,39,2016-01-04
Tarapacá,1,Iquique,1101,23,2016-01-05
Tarapacá,1,Iquique,1101,29,2016-01-06
Tarapacá,1,Iquique,1101,16,2016-01-07
Tarapacá,1,Iquique,1101,23,2016-01-08
Tarapacá,1,Iquique,1101,31,2016-01-11
Tarapacá,1,Iquique,1101,24,2016-01-12
Tarapacá,1,Iquique,1101,21,2016-01-13
Tarapacá,1,Iquique,1101,16,2016-01-14
Tarapacá,1,Iquique,1101,23,2016-01-15
Tarapacá,1,Iquique,1101,30,2016-01-18
Tarapacá,1,Iquique,1101,16,2016-01-19
Tarapacá,1,Iquique,1101,14,2016-01-20
Tarapacá,1,Iquique,1101,16,2016-01-21
Tarapacá,1,Iquique,1101,28,2016-01-22
Tarapacá,1,Iquique,1101,27,2016-01-25
Tarapacá,1,Iquique,1101,20,2016-01-26
Tarapacá,1,Iquique,1101,14,2016-01-27
Tarapacá,1,Iquique,1101,13,2016-01-28
Tarapacá,1,Iquique,1101,26,2016-01-29
Tarapacá,1,Iquique,1101,37,2016-02-01
Tarapacá,1,Iquique,1101,30,2016-02-02
Tarapacá,1,Iquique,1101,16,2016-02-03
Tarapacá,1,Iquique,1101,15,2016-02-04
Tarapacá,1,Iquique,1101,17,2016-02-05
Tarapacá,1,Iquique,1101,43,2016-02-08
Tarapacá,1,Iquique,1101,21,2016-02-09
Tarapacá,1,Iquique,1101,14,2016-02-10
Tarapacá,1,Iquique,1101,23,2016-02-11
Tarapacá,1,Iquique,1101,10,2016-02-12
Tarapacá,1,Iquique,1101,29,2016-02-15
Tarapacá,1,Iquique,1101,16,2016-02-16
Tarapacá,1,Iquique,1101,20,2016-02-17
Tarapacá,1,Iquique,1101,16,2016-02-18
Tarapacá,1,Iquique,1101,17,2016-02-19
Tarapacá,1,Iquique,1101,43,2016-02-22
Tarapacá,1,Iquique,1101,19,2016-02-23
Tarapacá,1,Iquique,1101,12,2016-02-24
Tarapacá,1,Iquique,1101,16,2016-02-25
Tarapacá,1,Iquique,1101,22,2016-02-26
Tarapacá,1,Iquique,1101,37,2016-02-29
Tarapacá,1,Iquique,1101,15,2016-03-01
Tarapacá,1,Iquique,1101,16,2016-03-02
Tarapacá,1,Iquique,1101,14,2016-03-03
Tarapacá,1,Iquique,1101,16,2016-03-04
Tarapacá,1,Iquique,1101,23,2016-03-07
Tarapacá,1,Iquique,1101,11,2016-03-08
Tarapacá,1,Iquique,1101,20,2016-03-09
Tarapacá,1,Iquique,1101,17,2016-03-10
Tarapacá,1,Iquique,1101,23,2016-03-11
