Region,Codigo region,Comuna,Codigo comuna,Nacimientos,Fecha
Tarapacá,1,Iquique,1101,31,2014-01-02
Tarapacá,1,Iquique,1101,19,2014-01-03
Tarapacá,1,Iquique,1101,27,2014-01-06
Tarapacá,1,Iquique,1101,22,2014-01-07
Tarapacá,1,Iquique,1101,14,2014-01-08
Tarapacá,1,Iquique,1101,17,2014-01-09
Tarapacá,1,Iquique,1101,17,2014-01-10
Tarapacá,1,Iquique,1101,35,2014-01-13
Tarapacá,1,Iquique,1101,17,2014-01-14
Tarapacá,1,Iquique,1101,11,2014-01-15
Tarapacá,1,Iquique,1101,18,2014-01-16
Tarapacá,1,Iquique,1101,17,2014-01-17
Tarapacá,1,Iquique,1101,32,2014-01-20
Tarapacá,1,Iquique,1101,27,2014-01-21
Tarapacá,1,Iquique,1101,19,2014-01-22
Tarapacá,1,Iquique,1101,21,2014-01-23
Tarapacá,1,Iquique,1101,24,2014-01-24
Tarapacá,1,Iquique,1101,29,2014-01-27
Tarapacá,1,Iquique,1101,20,2014-01-28
Tarapacá,1,Iquique,1101,18,2014-01-29
Tarapacá,1,Iquique,1101,14,2014-01-30
Tarapacá,1,Iquique,1101,13,2014-01-31
Tarapacá,1,Iquique,1101,32,2014-02-03
Tarapacá,1,Iquique,1101,26,2014-02-04
Tarapacá,1,Iquique,1101,19,2014-02-05
Tarapacá,1,Iquique,1101,18,2014-02-06
Tarapacá,1,Iquique,1101,18,2014-02-07
Tarapacá,1,Iquique,1101,21,2014-02-10
Tarapacá,1,Iquique,1101,25,2014-02-11
Tarapacá,1,Iquique,1101,23,2014-02-12
Tarapacá,1,Iquique,1101,11,2014-02-13
Tarapacá,1,Iquique,1101,21,2014-02-14
Tarapacá,1,Iquique,1101,50,2014-02-17
Tarapacá,1,Iquique,1101,21,2014-02-18
Tarapacá,1,Iquique,1101,25,2014-02-19
Tarapacá,1,Iquique,1101,19,2014-02-20
Tarapacá,1,Iquique,1101,16,2014-02-21
Tarapacá,1,Iquique,1101,35,2014-02-24
Tarapacá,1,Iquique,1101,26,2014-02-25
Tarapacá,1,Iquique,1101,20,2014-02-26
Tarapacá,1,Iquique,1101,15,2014-02-27
Tarapacá,1,Iquique,1101,17,2014-02-28
Tarapacá,1,Iquique,1101,34,2014-03-03
Tarapacá,1,Iquique,1101,23,2014-03-04
Tarapacá,1,Iquique,1101,14,2014-03-05
Tarapacá,1,Iquique,1101,26,2014-03-06
Tarapacá,1,Iquique,1101,13,2014-03-07
Tarapacá,1,Iquique,1101,35,2014-03-10
Tarapacá,1,Iquique,1101,18,2014-03-11
Tarapacá,1,Iquique,1101,18,2014-03-12
Tarapacá,1,Iquique,1101,17,2014-03-13
Tarapacá,1,Iquique,1101,16,2014-03-14
Tarapacá,1,Iquique,1101,34,2014-03-17
Tarapacá,1,Iquique,1101,25,2014-03-18
Tarapacá,1,Iquique,1101,19,2014-03-19
Tarapacá,1,Iquique,1101,15,2014-03-20
Tarapacá,1,Iquique,1101,10,2014-03-21
Tarapacá,1,Iquique,1101,35,2014-03-24
Tarapacá,1,Iquique,1101,29,2014-03-25
Tarapacá,1,Iquique,1101,19,2014-03-26
Tarapacá,1,Iquique,1101,23,2014-03-27
Tarapacá,1,Iquique,1101,23,2014-03-28
Tarapacá,1,Iquique,1101,26,2014-03-31
Tarapacá,1,Iquique,1101,17,2014-04-01
Tarapacá,1,Iquique,1101,1,2014-04-04
Tarapacá,1,Iquique,1101,44,2014-04-07
Tarapacá,1,Iquique,1101,31,2014-04-08
Tarapacá,1,Iquique,1101,20,2014-04-09
Tarapacá,1,Iquique,1101,27,2014-04-10
Tarapacá,1,Iquique,1101,27,2014-04-11
Tarapacá,1,Iquique,1101,32,2014-04-14
Tarapacá,1,Iquique,1101,28,2014-04-15
Tarapacá,1,Iquique,1101,13,2014-04-16
Tarapacá,1,Iquique,1101,26,2014-04-17
Tarapacá,1,Iquique,1101,36,2014-04-21
Tarapacá,1,Iquique,1101,28,2014-04-22
Tarapacá,1,Iquique,1101,20,2014-04-23
Tarapacá,1,Iquique,1101,21,2014-04-24
Tarapacá,1,Iquique,1101,23,2014-04-25
Tarapacá,1,Iquique,1101,35,2014-04-28
Tarapacá,1,Iquique,1101,22,2014-04-29
Tarapacá,1,Iquique,1101,9,2014-04-30
Tarapacá,1,Iquique,1101,26,2014-05-02
Tarapacá,1,Iquique,1101,41,2014-05-05
Tarapacá,1,Iquique,1101,28,2014-05-06
Tarapacá,1,Iquique,1101,17,2014-05-07
Tarapacá,1,Iquique,1101,17,2014-05-08
Tarapacá,1,Iquique,1101,21,2014-05-09
Tarapacá,1,Iquique,1101,32,2014-05-12
Tarapacá,1,Iquique,1101,18,2014-05-13
Tarapacá,1,Iquique,1101,24,2014-05-14
Tarapacá,1,Iquique,1101,15,2014-05-15
Tarapacá,1,Iquique,1101,23,2014-05-16
Tarapacá,1,Iquique,1101,33,2014-05-19
Tarapacá,1,Iquique,1101,23,2014-05-20
Tarapacá,1,Iquique,1101,13,2014-05-22
Tarapacá,1,Iquique,1101,28,2014-05-23
Tarapacá,1,Iquique,1101,34,2014-05-26
Tarapacá,1,Iquique,1101,23,2014-05-27
Tarapacá,1,Iquique,1101,19,2014-05-28
Tarapacá,1,Iquique,1101,17,2014-05-29
Tarapacá,1,Iquique,1101,14,2014-05-30
Tarapacá,1,Iquique,1101,38,2014-06-02
Tarapacá,1,Iquique,1101,23,2014-06-03
Tarapacá,1,Iquique,1101,10,2014-06-04
Tarapacá,1,Iquique,1101,24,2014-06-05
Tarapacá,1,Iquique,1101,15,2014-06-06
Tarapacá,1,Iquique,1101,36,2014-06-09
Tarapacá,1,Iquique,1101,16,2014-06-10
Tarapacá,1,Iquique,1101,26,2014-06-11
Tarapacá,1,Iquique,1101,14,2014-06-12
Tarapacá,1,Iquique,1101,18,2014-06-13
Tarapacá,1,Iquique,1101,38,2014-06-16
Tarapacá,1,Iquique,1101,22,2014-06-17
Tarapacá,1,Iquique,1101,19,2014-06-18
Tarapacá,1,Iquique,1101,22,2014-06-19
Tarapacá,1,Iquique,1101,21,2014-06-20
Tarapacá,1,Iquique,1101,22,2014-06-23
Tarapacá,1,Iquique,1101,30,2014-06-24
Tarapacá,1,Iquique,1101,22,2014-06-25
Tarapacá,1,Iquique,1101,13,2014-06-26
Tarapacá,1,Iquique,1101,17,2014-06-27
Tarapacá,1,Iquique,1101,33,2014-06-30
Tarapacá,1,Iquique,1101,15,2014-07-01
Tarapacá,1,Iquique,1101,11,2014-07-02
Tarapacá,1,Iquique,1101,21,2014-07-03
Tarapacá,1,Iquique,1101,17,2014-07-04
Tarapacá,1,Iquique,1101,27,2014-07-07
Tarapacá,1,Iquique,1101,20,2014-07-08
Tarapacá,1,Iquique,1101,14,2014-07-09
Tarapacá,1,Iquique,1101,21,2014-07-10
Tarapacá,1,Iquique,1101,18,2014-07-11
Tarapacá,1,Iquique,1101,28,2014-07-14
Tarapacá,1,Iquique,1101,20,2014-07-15
Tarapacá,1,Iquique,1101,21,2014-07-17
Tarapacá,1,Iquique,1101,19,2014-07-18
Tarapacá,1,Iquique,1101,32,2014-07-21
Tarapacá,1,Iquique,1101,27,2014-07-22
Tarapacá,1,Iquique,1101,26,2014-07-23
Tarapacá,1,Iquique,1101,12,2014-07-24
Tarapacá,1,Iquique,1101,16,2014-07-25
Tarapacá,1,Iquique,1101,42,2014-07-28
Tarapacá,1,Iquique,1101,18,2014-07-29
Tarapacá,1,Iquique,1101,27,2014-07-30
Tarapacá,1,Iquique,1101,20,2014-07-31
Tarapacá,1,Iquique,1101,17,2014-08-01
Tarapacá,1,Iquique,1101,25,2014-08-04
Tarapacá,1,Iquique,1101,21,2014-08-05
Tarapacá,1,Iquique,1101,30,2014-08-06
Tarapacá,1,Iquique,1101,14,2014-08-07
Tarapacá,1,Iquique,1101,15,2014-08-08
Tarapacá,1,Iquique,1101,38,2014-08-11
Tarapacá,1,Iquique,1101,16,2014-08-12
Tarapacá,1,Iquique,1101,13,2014-08-13
Tarapacá,1,Iquique,1101,22,2014-08-14
Tarapacá,1,Iquique,1101,41,2014-08-18
Tarapacá,1,Iquique,1101,23,2014-08-19
Tarapacá,1,Iquique,1101,18,2014-08-20
Tarapacá,1,Iquique,1101,18,2014-08-21
Tarapacá,1,Iquique,1101,16,2014-08-22
Tarapacá,1,Iquique,1101,34,2014-08-25
Tarapacá,1,Iquique,1101,16,2014-08-26
Tarapacá,1,Iquique,1101,16,2014-08-27
Tarapacá,1,Iquique,1101,17,2014-08-28
Tarapacá,1,Iquique,1101,17,2014-08-29
Tarapacá,1,Iquique,1101,34,2014-09-01
Tarapacá,1,Iquique,1101,19,2014-09-02
Tarapacá,1,Iquique,1101,15,2014-09-03
Tarapacá,1,Iquique,1101,24,2014-09-04
Tarapacá,1,Iquique,1101,21,2014-09-05
Tarapacá,1,Iquique,1101,30,2014-09-08
Tarapacá,1,Iquique,1101,17,2014-09-09
Tarapacá,1,Iquique,1101,13,2014-09-10
Tarapacá,1,Iquique,1101,22,2014-09-11
Tarapacá,1,Iquique,1101,22,2014-09-12
Tarapacá,1,Iquique,1101,46,2014-09-15
Tarapacá,1,Iquique,1101,20,2014-09-16
Tarapacá,1,Iquique,1101,16,2014-09-17
Tarapacá,1,Iquique,1101,50,2014-09-22
Tarapacá,1,Iquique,1101,22,2014-09-23
Tarapacá,1,Iquique,1101,18,2014-09-24
Tarapacá,1,Iquique,1101,19,2014-09-25
Tarapacá,1,Iquique,1101,24,2014-09-26
Tarapacá,1,Iquique,1101,42,2014-09-29
Tarapacá,1,Iquique,1101,23,2014-09-30
Tarapacá,1,Iquique,1101,21,2014-10-01
Tarapacá,1,Iquique,1101,17,2014-10-02
Tarapacá,1,Iquique,1101,19,2014-10-03
Tarapacá,1,Iquique,1101,34,2014-10-06
Tarapacá,1,Iquique,1101,21,2014-10-07
Tarapacá,1,Iquique,1101,14,2014-10-08
Tarapacá,1,Iquique,1101,14,2014-10-09
Tarapacá,1,Iquique,1101,27,2014-10-10
Tarapacá,1,Iquique,1101,40,2014-10-13
Tarapacá,1,Iquique,1101,24,2014-10-14
Tarapacá,1,Iquique,1101,14,2014-10-15
Tarapacá,1,Iquique,1101,14,2014-10-16
Tarapacá,1,Iquique,1101,17,2014-10-17
Tarapacá,1,Iquique,1101,33,2014-10-20
Tarapacá,1,Iquique,1101,25,2014-10-21
Tarapacá,1,Iquique,1101,20,2014-10-22
Tarapacá,1,Iquique,1101,12,2014-10-23
Tarapacá,1,Iquique,1101,25,2014-10-24
Tarapacá,1,Iquique,1101,36,2014-10-27
Tarapacá,1,Iquique,1101,19,2014-10-28
Tarapacá,1,Iquique,1101,19,2014-10-29
Tarapacá,1,Iquique,1101,20,2014-10-30
Tarapacá,1,Iquique,1101,38,2014-11-03
Tarapacá,1,Iquique,1101,28,2014-11-04
Tarapacá,1,Iquique,1101,26,2014-11-05
Tarapacá,1,Iquique,1101,23,2014-11-06
Tarapacá,1,Iquique,1101,20,2014-11-07
Tarapacá,1,Iquique,1101,28,2014-11-10
Tarapacá,1,Iquique,1101,14,2014-11-11
Tarapacá,1,Iquique,1101,28,2014-11-12
Tarapacá,1,Iquique,1101,11,2014-11-13
Tarapacá,1,Iquique,1101,19,2014-11-14
Tarapacá,1,Iquique,1101,30,2014-11-17
Tarapacá,1,Iquique,1101,20,2014-11-18
Tarapacá,1,Iquique,1101,13,2014-11-19
Tarapacá,1,Iquique,1101,28,2014-11-20
Tarapacá,1,Iquique,1101,14,2014-11-21
Tarapacá,1,Iquique,1101,34,2014-11-24
Tarapacá,1,Iquique,1101,3,2014-11-25
Tarapacá,1,Iquique,1101,15,2014-11-26
Tarapacá,1,Iquique,1101,19,2014-11-27
Tarapacá,1,Iquique,1101,21,2014-11-28
Tarapacá,1,Iquique,1101,50,2014-12-01
Tarapacá,1,Iquique,1101,17,2014-12-02
Tarapacá,1,Iquique,1101,21,2014-12-03
Tarapacá,1,Iquique,1101,13,2014-12-04
Tarapacá,1,Iquique,1101,30,2014-12-05
Tarapacá,1,Iquique,1101,35,2014-12-09
Tarapacá,1,Iquique,1101,28,2014-12-10
Tarapacá,1,Iquique,1101,24,2014-12-11
Tarapacá,1,Iquique,1101,18,2014-12-12
Tarapacá,1,Iquique,1101,39,2014-12-15
Tarapacá,1,Iquique,1101,22,2014-12-16
Tarapacá,1,Iquique,1101,17,2014-12-17
Tarapacá,1,Iquique,1101,20,2014-12-18
Tarapacá,1,Iquique,1101,16,2014-12-19
Tarapacá,1,Iquique,1101,28,2014-12-22
Tarapacá,1,Iquique,1101,21,2014-12-23
Tarapacá,1,Iquique,1101,12,2014-12-24
Tarapacá,1,Iquique,1101,24,2014-12-26
Tarapacá,1,Iquique,1101,39,2014-12-29
Tarapacá,1,Iquique,1101,22,2014-12-30
Tarapacá,1,Iquique,1101,13,2014-12-31
Tarapacá,1,Alto Hospicio,1107,1,2014-01-14
Tarapacá,1,Alto Hospicio,1107,1,2014-01-27
Tarapacá,1,Alto Hospicio,1107,1,2014-02-17
Tarapacá,1,Alto Hospicio,1107,1,2014-02-25
Tarapacá,1,Alto Hospicio,1107,1,2014-03-12
Tarapacá,1,Alto Hospicio,1107,1,2014-03-14
Tarapacá,1,Alto Hospicio,1107,1,2014-03-19
Tarapacá,1,Alto Hospicio,1107,1,2014-03-21
Tarapacá,1,Alto Hospicio,1107,1,2014-03-25
Tarapacá,1,Alto Hospicio,1107,1,2014-03-28
Tarapacá,1,Alto Hospicio,1107,1,2014-03-31
Tarapacá,1,Alto Hospicio,1107,1,2014-04-07
Tarapacá,1,Alto Hospicio,1107,1,2014-04-09
Tarapacá,1,Alto Hospicio,1107,2,2014-04-14
Tarapacá,1,Alto Hospicio,1107,1,2014-04-16
