Region,Codigo region,Comuna,Codigo comuna,Nacimientos,Fecha
Tarapacá,1,Iquique,1101,33,2013-01-02
Tarapacá,1,Iquique,1101,21,2013-01-03
Tarapacá,1,Iquique,1101,25,2013-01-04
Tarapacá,1,Iquique,1101,35,2013-01-07
Tarapacá,1,Iquique,1101,17,2013-01-08
Tarapacá,1,Iquique,1101,19,2013-01-09
Tarapacá,1,Iquique,1101,14,2013-01-10
Tarapacá,1,Iquique,1101,13,2013-01-11
Tarapacá,1,Iquique,1101,44,2013-01-14
Tarapacá,1,Iquique,1101,18,2013-01-15
Tarapacá,1,Iquique,1101,14,2013-01-16
Tarapacá,1,Iquique,1101,14,2013-01-17
Tarapacá,1,Iquique,1101,18,2013-01-18
Tarapacá,1,Iquique,1101,34,2013-01-21
Tarapacá,1,Iquique,1101,19,2013-01-22
Tarapacá,1,Iquique,1101,32,2013-01-23
Tarapacá,1,Iquique,1101,20,2013-01-24
Tarapacá,1,Iquique,1101,20,2013-01-25
Tarapacá,1,Iquique,1101,32,2013-01-28
Tarapacá,1,Iquique,1101,7,2013-01-29
Tarapacá,1,Iquique,1101,12,2013-01-30
Tarapacá,1,Iquique,1101,26,2013-01-31
Tarapacá,1,Iquique,1101,21,2013-02-01
Tarapacá,1,Iquique,1101,37,2013-02-04
Tarapacá,1,Iquique,1101,20,2013-02-05
Tarapacá,1,Iquique,1101,20,2013-02-06
Tarapacá,1,Iquique,1101,16,2013-02-07
Tarapacá,1,Iquique,1101,19,2013-02-08
Tarapacá,1,Iquique,1101,34,2013-02-11
Tarapacá,1,Iquique,1101,28,2013-02-12
Tarapacá,1,Iquique,1101,21,2013-02-13
Tarapacá,1,Iquique,1101,18,2013-02-14
Tarapacá,1,Iquique,1101,21,2013-02-15
Tarapacá,1,Iquique,1101,27,2013-02-18
Tarapacá,1,Iquique,1101,27,2013-02-19
Tarapacá,1,Iquique,1101,15,2013-02-20
Tarapacá,1,Iquique,1101,20,2013-02-21
Tarapacá,1,Iquique,1101,14,2013-02-22
Tarapacá,1,Iquique,1101,24,2013-02-25
Tarapacá,1,Iquique,1101,19,2013-02-26
Tarapacá,1,Iquique,1101,22,2013-02-27
Tarapacá,1,Iquique,1101,16,2013-02-28
Tarapacá,1,Iquique,1101,20,2013-03-01
Tarapacá,1,Iquique,1101,36,2013-03-04
Tarapacá,1,Iquique,1101,15,2013-03-05
Tarapacá,1,Iquique,1101,17,2013-03-06
Tarapacá,1,Iquique,1101,31,2013-03-07
Tarapacá,1,Iquique,1101,20,2013-03-08
Tarapacá,1,Iquique,1101,38,2013-03-11
Tarapacá,1,Iquique,1101,18,2013-03-12
Tarapacá,1,Iquique,1101,13,2013-03-13
Tarapacá,1,Iquique,1101,19,2013-03-14
Tarapacá,1,Iquique,1101,25,2013-03-15
Tarapacá,1,Iquique,1101,35,2013-03-18
Tarapacá,1,Iquique,1101,16,2013-03-19
Tarapacá,1,Iquique,1101,20,2013-03-20
Tarapacá,1,Iquique,1101,14,2013-03-21
Tarapacá,1,Iquique,1101,16,2013-03-22
Tarapacá,1,Iquique,1101,38,2013-03-25
Tarapacá,1,Iquique,1101,29,2013-03-26
Tarapacá,1,Iquique,1101,13,2013-03-27
Tarapacá,1,Iquique,1101,12,2013-03-28
Tarapacá,1,Iquique,1101,43,2013-04-01
Tarapacá,1,Iquique,1101,22,2013-04-02
Tarapacá,1,Iquique,1101,23,2013-04-03
Tarapacá,1,Iquique,1101,16,2013-04-04
Tarapacá,1,Iquique,1101,27,2013-04-05
Tarapacá,1,Iquique,1101,33,2013-04-08
