Region,Codigo region,Comuna,Codigo comuna,Nacimientos,Fecha
Tarapacá,1,Iquique,1101,31,2017-01-03
Tarapacá,1,Iquique,1101,12,2017-01-04
Tarapacá,1,Iquique,1101,17,2017-01-05
Tarapacá,1,Iquique,1101,24,2017-01-06
Tarapacá,1,Iquique,1101,43,2017-01-09
Tarapacá,1,Iquique,1101,13,2017-01-10
Tarapacá,1,Iquique,1101,15,2017-01-11
Tarapacá,1,Iquique,1101,24,2017-01-12
Tarapacá,1,Iquique,1101,21,2017-01-13
Tarapacá,1,Iquique,1101,28,2017-01-16
Tarapacá,1,Iquique,1101,20,2017-01-17
Tarapacá,1,Iquique,1101,10,2017-01-18
Tarapacá,1,Iquique,1101,15,2017-01-19
Tarapacá,1,Iquique,1101,21,2017-01-20
Tarapacá,1,Iquique,1101,31,2017-01-23
Tarapacá,1,Iquique,1101,18,2017-01-24
Tarapacá,1,Iquique,1101,14,2017-01-25
Tarapacá,1,Iquique,1101,30,2017-01-26
Tarapacá,1,Iquique,1101,14,2017-01-27
Tarapacá,1,Iquique,1101,38,2017-01-30
Tarapacá,1,Iquique,1101,20,2017-01-31
Tarapacá,1,Iquique,1101,10,2017-02-01
Tarapacá,1,Iquique,1101,12,2017-02-02
Tarapacá,1,Iquique,1101,16,2017-02-03
Tarapacá,1,Iquique,1101,31,2017-02-06
Tarapacá,1,Iquique,1101,15,2017-02-07
Tarapacá,1,Iquique,1101,19,2017-02-08
Tarapacá,1,Iquique,1101,16,2017-02-09
Tarapacá,1,Iquique,1101,18,2017-02-10
Tarapacá,1,Iquique,1101,29,2017-02-13
Tarapacá,1,Iquique,1101,22,2017-02-14
Tarapacá,1,Iquique,1101,11,2017-02-15
Tarapacá,1,Iquique,1101,10,2017-02-16
Tarapacá,1,Iquique,1101,19,2017-02-17
Tarapacá,1,Iquique,1101,35,2017-02-20
Tarapacá,1,Iquique,1101,14,2017-02-21
Tarapacá,1,Iquique,1101,21,2017-02-22
Tarapacá,1,Iquique,1101,17,2017-02-23
Tarapacá,1,Iquique,1101,14,2017-02-24
Tarapacá,1,Iquique,1101,17,2017-02-27
Tarapacá,1,Iquique,1101,18,2017-02-28
Tarapacá,1,Iquique,1101,16,2017-03-01
Tarapacá,1,Iquique,1101,13,2017-03-02
Tarapacá,1,Iquique,1101,18,2017-03-03
Tarapacá,1,Iquique,1101,35,2017-03-06
Tarapacá,1,Iquique,1101,16,2017-03-07
Tarapacá,1,Iquique,1101,20,2017-03-08
Tarapacá,1,Iquique,1101,20,2017-03-09
Tarapacá,1,Iquique,1101,14,2017-03-10
Tarapacá,1,Iquique,1101,30,2017-03-13
Tarapacá,1,Iquique,1101,21,2017-03-14
Tarapacá,1,Iquique,1101,16,2017-03-15
Tarapacá,1,Iquique,1101,11,2017-03-16
Tarapacá,1,Iquique,1101,15,2017-03-17
Tarapacá,1,Iquique,1101,38,2017-03-20
Tarapacá,1,Iquique,1101,26,2017-03-21
Tarapacá,1,Iquique,1101,13,2017-03-22
Tarapacá,1,Iquique,1101,15,2017-03-23
Tarapacá,1,Iquique,1101,16,2017-03-24
Tarapacá,1,Iquique,1101,32,2017-03-27
Tarapacá,1,Iquique,1101,10,2017-03-28
Tarapacá,1,Iquique,1101,16,2017-03-29
Tarapacá,1,Iquique,1101,12,2017-03-30
Tarapacá,1,Iquique,1101,10,2017-03-31
Tarapacá,1,Iquique,1101,33,2017-04-03
Tarapacá,1,Iquique,1101,15,2017-04-04
Tarapacá,1,Iquique,1101,15,2017-04-05
Tarapacá,1,Iquique,1101,14,2017-04-06
Tarapacá,1,Iquique,1101,16,2017-04-07
Tarapacá,1,Iquique,1101,36,2017-04-10
Tarapacá,1,Iquique,1101,24,2017-04-11
Tarapacá,1,Iquique,1101,26,2017-04-12
Tarapacá,1,Iquique,1101,15,2017-04-13
Tarapacá,1,Iquique,1101,37,2017-04-17
Tarapacá,1,Iquique,1101,23,2017-04-18
Tarapacá,1,Iquique,1101,18,2017-04-20
Tarapacá,1,Iquique,1101,21,2017-04-21
Tarapacá,1,Iquique,1101,37,2017-04-24
Tarapacá,1,Iquique,1101,17,2017-04-25
Tarapacá,1,Iquique,1101,28,2017-04-26
Tarapacá,1,Iquique,1101,14,2017-04-27
Tarapacá,1,Iquique,1101,22,2017-04-28
Tarapacá,1,Iquique,1101,37,2017-05-02
Tarapacá,1,Iquique,1101,18,2017-05-03
Tarapacá,1,Iquique,1101,20,2017-05-04
Tarapacá,1,Iquique,1101,8,2017-05-05
Tarapacá,1,Iquique,1101,34,2017-05-08
Tarapacá,1,Iquique,1101,19,2017-05-09
Tarapacá,1,Iquique,1101,19,2017-05-10
Tarapacá,1,Iquique,1101,16,2017-05-11
Tarapacá,1,Iquique,1101,21,2017-05-12
Tarapacá,1,Iquique,1101,32,2017-05-15
Tarapacá,1,Iquique,1101,13,2017-05-16
Tarapacá,1,Iquique,1101,12,2017-05-17
Tarapacá,1,Iquique,1101,13,2017-05-18
Tarapacá,1,Iquique,1101,14,2017-05-19
Tarapacá,1,Iquique,1101,27,2017-05-22
Tarapacá,1,Iquique,1101,13,2017-05-23
Tarapacá,1,Iquique,1101,16,2017-05-24
Tarapacá,1,Iquique,1101,20,2017-05-25
Tarapacá,1,Iquique,1101,14,2017-05-26
Tarapacá,1,Iquique,1101,23,2017-05-29
Tarapacá,1,Iquique,1101,26,2017-05-30
Tarapacá,1,Iquique,1101,14,2017-05-31
Tarapacá,1,Iquique,1101,9,2017-06-01
Tarapacá,1,Iquique,1101,18,2017-06-02
Tarapacá,1,Iquique,1101,34,2017-06-05
Tarapacá,1,Iquique,1101,16,2017-06-06
