Fecha,Comuna,Transacciones
2020-04-19,Lo Espejo,3123
2020-04-19,Lo Prado,11604
2020-04-19,Macul,3263
2020-04-19,Maipu,13256
2020-04-19,Nunoa,10441
2020-04-19,Pedro Aguirre Cerda,4630
2020-04-19,Penalolen,6996
2020-04-19,Providencia,11693
2020-04-19,Pudahuel,9130
2020-04-19,Puente Alto,14314
2020-04-19,Quilicura,7809
2020-04-19,Quinta Normal,5628
2020-04-19,Recoleta,11419
2020-04-19,Renca,3662
2020-04-19,San Bernardo,4068
2020-04-19,San Joaquin,2249
2020-04-19,San Miguel,5895
2020-04-19,San Ramon,2614
2020-04-19,Santiago,36250
2020-04-19,Vitacura,2491
2020-04-19,-,10
2020-04-20,Cerrillos,18882
2020-04-20,Cerro Navia,15674
2020-04-20,Conchali,18028
2020-04-20,El Bosque,6206
2020-04-20,Estacion Central,54185
2020-04-20,Huechuraba,6746
2020-04-20,Independencia,17234
2020-04-20,La Cisterna,45732
2020-04-20,La Florida,51799
2020-04-20,La Granja,6953
2020-04-20,La Pintana,4646
2020-04-20,La Reina,13577
2020-04-20,Las Condes,62417
2020-04-20,Lo Barnechea,6289
2020-04-20,Lo Espejo,8822
2020-04-20,Lo Prado,52772
2020-04-20,Macul,12306
2020-04-20,Maipu,47091
2020-04-20,Nunoa,38359
2020-04-20,Pedro Aguirre Cerda,15214
2020-04-20,Penalolen,23593
2020-04-20,Providencia,64764
2020-04-20,Pudahuel,34954
2020-04-20,Puente Alto,57407
2020-04-20,Quilicura,33085
2020-04-20,Quinta Normal,19681
2020-04-20,Recoleta,44111
2020-04-20,Renca,14409
2020-04-20,San Bernardo,12987
2020-04-20,San Joaquin,9487
2020-04-20,San Miguel,22876
2020-04-20,San Ramon,10934
2020-04-20,Santiago,132078
2020-04-20,Vitacura,10216
2020-04-20,-,6
2020-04-21,Cerrillos,17959
2020-04-21,Cerro Navia,14737
2020-04-21,Conchali,17226
2020-04-21,El Bosque,5903
2020-04-21,Estacion Central,50310
2020-04-21,Huechuraba,6739
2020-04-21,Independencia,16429
2020-04-21,La Cisterna,43175
2020-04-21,La Florida,49438
2020-04-21,La Granja,6685
2020-04-21,La Pintana,4352
2020-04-21,La Reina,12826
2020-04-21,Las Condes,59300
2020-04-21,Lo Barnechea,5607
2020-04-21,Lo Espejo,8683
2020-04-21,Lo Prado,50286
2020-04-21,Macul,11740
2020-04-21,Maipu,45301
2020-04-21,Nunoa,37211
2020-04-21,Pedro Aguirre Cerda,15308
2020-04-21,Penalolen,22567
2020-04-21,Providencia,62182
2020-04-21,Pudahuel,33419
2020-04-21,Puente Alto,55315
2020-04-21,Quilicura,31891
2020-04-21,Quinta Normal,19502
2020-04-21,Recoleta,41858
2020-04-21,Renca,14481
2020-04-21,San Bernardo,12715
2020-04-21,San Joaquin,8969
2020-04-21,San Miguel,21464
2020-04-21,San Ramon,10239
2020-04-21,Santiago,125226
2020-04-21,Vitacura,9494
2020-04-21,-,8
2020-04-22,Cerrillos,18202
2020-04-22,Cerro Navia,14871
2020-04-22,Conchali,17114
2020-04-22,El Bosque,6254
2020-04-22,Estacion Central,51556
2020-04-22,Huechuraba,5975
2020-04-22,Independencia,17147
2020-04-22,La Cisterna,44154
2020-04-22,La Florida,50348
2020-04-22,La Granja,6831
2020-04-22,La Pintana,4367
2020-04-22,La Reina,12965
2020-04-22,Las Condes,61107
2020-04-22,Lo Barnechea,5909
2020-04-22,Lo Espejo,8533
2020-04-22,Lo Prado,51150
2020-04-22,Macul,11879
2020-04-22,Maipu,45087
2020-04-22,Nunoa,38205
2020-04-22,Pedro Aguirre Cerda,15899
2020-04-22,Penalolen,22388
2020-04-22,Providencia,64358
2020-04-22,Pudahuel,33435
2020-04-22,Puente Alto,56408
2020-04-22,Quilicura,30572
2020-04-22,Quinta Normal,20519
2020-04-22,Recoleta,42600
2020-04-22,Renca,14584
2020-04-22,San Bernardo,12869
2020-04-22,San Joaquin,9162
2020-04-22,San Miguel,21953
2020-04-22,San Ramon,10339
2020-04-22,Santiago,128208
2020-04-22,Vitacura,8832
2020-04-22,-,11
2020-04-23,Cerrillos,17822
2020-04-23,Cerro Navia,14753
2020-04-23,Conchali,17034
2020-04-23,El Bosque,6074
2020-04-23,Estacion Central,51428
2020-04-23,Huechuraba,6142
2020-04-23,Independencia,16734
2020-04-23,La Cisterna,43425
2020-04-23,La Florida,49446
2020-04-23,La Granja,6273
2020-04-23,La Pintana,4066
2020-04-23,La Reina,12706
2020-04-23,Las Condes,61969
2020-04-23,Lo Barnechea,5609
2020-04-23,Lo Espejo,8353
2020-04-23,Lo Prado,51557
2020-04-23,Macul,11699
2020-04-23,Maipu,44427
2020-04-23,Nunoa,37791
2020-04-23,Pedro Aguirre Cerda,15570
2020-04-23,Penalolen,22305
2020-04-23,Providencia,64287
2020-04-23,Pudahuel,32686
2020-04-23,Puente Alto,55552
2020-04-23,Quilicura,29969
2020-04-23,Quinta Normal,19314
2020-04-23,Recoleta,42025
2020-04-23,Renca,13549
2020-04-23,San Bernardo,13196
2020-04-23,San Joaquin,9111
2020-04-23,San Miguel,21510
2020-04-23,San Ramon,10083
2020-04-23,Santiago,127322
2020-04-23,Vitacura,9254
2020-04-23,-,6
2020-04-24,Cerrillos,18335
2020-04-24,Cerro Navia,11327
2020-04-24,Conchali,16001
2020-04-24,El Bosque,5960
2020-04-24,Estacion Central,51973
2020-04-24,Huechuraba,5969
2020-04-24,Independencia,15600
2020-04-24,La Cisterna,44774
2020-04-24,La Florida,51316
2020-04-24,La Granja,6208
2020-04-24,La Pintana,3641
2020-04-24,La Reina,12917
2020-04-24,Las Condes,65875
2020-04-24,Lo Barnechea,6502
2020-04-24,Lo Espejo,6942
2020-04-24,Lo Prado,53241
2020-04-24,Macul,12072
2020-04-24,Maipu,46053
2020-04-24,Nunoa,39833
2020-04-24,Pedro Aguirre Cerda,11469
2020-04-24,Penalolen,23111
2020-04-24,Providencia,65703
2020-04-24,Pudahuel,31399
2020-04-24,Puente Alto,55756
2020-04-24,Quilicura,29529
2020-04-24,Quinta Normal,13457
2020-04-24,Recoleta,41518
2020-04-24,Renca,12948
2020-04-24,San Bernardo,13645
2020-04-24,San Joaquin,9079
2020-04-24,San Miguel,21295
2020-04-24,San Ramon,10219
2020-04-24,Santiago,126001
2020-04-24,Vitacura,9625
2020-04-24,-,17
2020-04-25,Cerrillos,9313
2020-04-25,Cerro Navia,8144
2020-04-25,Conchali,9414
2020-04-25,El Bosque,3606
2020-04-25,Estacion Central,29550
2020-04-25,Huechuraba,2870
2020-04-25,Independencia,9330
2020-04-25,La Cisterna,24292
2020-04-25,La Florida,27738
2020-04-25,La Granja,3906
2020-04-25,La Pintana,2434
2020-04-25,La Reina,7007
2020-04-25,Las Condes,33183
2020-04-25,Lo Barnechea,3641
2020-04-25,Lo Espejo,4982
2020-04-25,Lo Prado,24270
2020-04-25,Macul,6090
2020-04-25,Maipu,27150
2020-04-25,Nunoa,21829
2020-04-25,Pedro Aguirre Cerda,6615
2020-04-25,Penalolen,13109
2020-04-25,Providencia,29172
2020-04-25,Pudahuel,18105
2020-04-25,Puente Alto,30552
2020-04-25,Quilicura,14863
2020-04-25,Quinta Normal,7773
2020-04-25,Recoleta,23230
2020-04-25,Renca,6639
2020-04-25,San Bernardo,7191
2020-04-25,San Joaquin,4497
2020-04-25,San Miguel,11273
2020-04-25,San Ramon,5625
2020-04-25,Santiago,72558
2020-04-25,Vitacura,5012
2020-04-25,-,6
2020-04-26,Cerrillos,4572
2020-04-26,Cerro Navia,4678
2020-04-26,Conchali,5061
2020-04-26,El Bosque,2197
2020-04-26,Estacion Central,15667
2020-04-26,Huechuraba,1432
2020-04-26,Independencia,5267
2020-04-26,La Cisterna,11616
2020-04-26,La Florida,14679
2020-04-26,La Granja,2062
2020-04-26,La Pintana,1332
2020-04-26,La Reina,3657
2020-04-26,Las Condes,15256
2020-04-26,Lo Barnechea,1790
2020-04-26,Lo Espejo,3047
2020-04-26,Lo Prado,11936
2020-04-26,Macul,3351
2020-04-26,Maipu,14203
2020-04-26,Nunoa,11590
2020-04-26,Pedro Aguirre Cerda,3575
2020-04-26,Penalolen,7359
2020-04-26,Providencia,12523
2020-04-26,Pudahuel,9774
2020-04-26,Puente Alto,15670
2020-04-26,Quilicura,7308
2020-04-26,Quinta Normal,4244
2020-04-26,Recoleta,11559
2020-04-26,Renca,3541
2020-04-26,San Bernardo,4456
2020-04-26,San Joaquin,2300
2020-04-26,San Miguel,6341
2020-04-26,San Ramon,2659
2020-04-26,Santiago,38038
2020-04-26,Vitacura,2263
2020-04-26,-,2
2020-04-27,Cerrillos,19040
2020-04-27,Cerro Navia,14747
2020-04-27,Conchali,17507
2020-04-27,El Bosque,6735
2020-04-27,Estacion Central,56386
2020-04-27,Huechuraba,6459
2020-04-27,Independencia,16038
2020-04-27,La Cisterna,46670
2020-04-27,La Florida,52397
2020-04-27,La Granja,6926
2020-04-27,La Pintana,4291
2020-04-27,La Reina,13424
2020-04-27,Las Condes,67335
2020-04-27,Lo Barnechea,6289
2020-04-27,Lo Espejo,8347
2020-04-27,Lo Prado,53418
2020-04-27,Macul,12327
2020-04-27,Maipu,47056
2020-04-27,Nunoa,40494
2020-04-27,Pedro Aguirre Cerda,12707
2020-04-27,Penalolen,22825
2020-04-27,Providencia,69989
2020-04-27,Pudahuel,34399
2020-04-27,Puente Alto,59706
2020-04-27,Quilicura,31522
2020-04-27,Quinta Normal,14520
2020-04-27,Recoleta,43178
2020-04-27,Renca,13532
2020-04-27,San Bernardo,14091
2020-04-27,San Joaquin,9323
2020-04-27,San Miguel,22300
2020-04-27,San Ramon,11553
2020-04-27,Santiago,132807
2020-04-27,Vitacura,9963
2020-04-27,-,7
2020-04-28,Cerrillos,18502
2020-04-28,Cerro Navia,14003
2020-04-28,Conchali,17226
2020-04-28,El Bosque,6755
2020-04-28,Estacion Central,53865
2020-04-28,Huechuraba,6049
2020-04-28,Independencia,16321
2020-04-28,La Cisterna,44919
2020-04-28,La Florida,51629
2020-04-28,La Granja,6752
2020-04-28,La Pintana,4256
2020-04-28,La Reina,12907
2020-04-28,Las Condes,66142
2020-04-28,Lo Barnechea,6043
2020-04-28,Lo Espejo,8270
2020-04-28,Lo Prado,52629
2020-04-28,Macul,11766
2020-04-28,Maipu,46421
2020-04-28,Nunoa,39648
2020-04-28,Pedro Aguirre Cerda,12724
2020-04-28,Penalolen,22492
2020-04-28,Providencia,68905
2020-04-28,Pudahuel,33166
2020-04-28,Puente Alto,57516
2020-04-28,Quilicura,30287
2020-04-28,Quinta Normal,14618
2020-04-28,Recoleta,42704
2020-04-28,Renca,13856
2020-04-28,San Bernardo,13875
2020-04-28,San Joaquin,9287
2020-04-28,San Miguel,21573
2020-04-28,San Ramon,11093
2020-04-28,Santiago,131001
2020-04-28,Vitacura,9805
2020-04-28,-,12
2020-04-29,Cerrillos,16175
2020-04-29,Cerro Navia,19627
2020-04-29,Conchali,14340
2020-04-29,El Bosque,5468
2020-04-29,Estacion Central,53543
2020-04-29,Huechuraba,14412
2020-04-29,Independencia,14117
2020-04-29,La Cisterna,47884
2020-04-29,La Florida,54523
2020-04-29,La Granja,4492
2020-04-29,La Pintana,7130
2020-04-29,La Reina,12027
2020-04-29,Las Condes,69487
2020-04-29,Lo Barnechea,6549
2020-04-29,Lo Espejo,8207
2020-04-29,Lo Prado,51265
2020-04-29,Macul,9873
2020-04-29,Maipu,64119
2020-04-29,Nunoa,32695
2020-04-29,Pedro Aguirre Cerda,11296
2020-04-29,Penalolen,40760
2020-04-29,Providencia,62081
2020-04-29,Pudahuel,45008
2020-04-29,Puente Alto,70097
2020-04-29,Quilicura,38883
2020-04-29,Quinta Normal,9367
2020-04-29,Recoleta,44786
2020-04-29,Renca,15996
2020-04-29,San Bernardo,22832
2020-04-29,San Joaquin,8729
2020-04-29,San Miguel,19827
2020-04-29,San Ramon,11135
2020-04-29,Santiago,107929
2020-04-29,Vitacura,7472
2020-04-29,-,789
2020-04-30,Cerrillos,17685
2020-04-30,Cerro Navia,21422
2020-04-30,Conchali,15361
2020-04-30,El Bosque,5921
2020-04-30,Estacion Central,56412
2020-04-30,Huechuraba,14835
2020-04-30,Independencia,15329
2020-04-30,La Cisterna,51790
2020-04-30,La Florida,56498
2020-04-30,La Granja,5061
2020-04-30,La Pintana,6675
2020-04-30,La Reina,13370
2020-04-30,Las Condes,76150
2020-04-30,Lo Barnechea,7553
2020-04-30,Lo Espejo,8958
2020-04-30,Lo Prado,54026
2020-04-30,Macul,10480
2020-04-30,Maipu,67218
2020-04-30,Nunoa,34961
2020-04-30,Pedro Aguirre Cerda,12349
2020-04-30,Penalolen,42765
2020-04-30,Providencia,65662
2020-04-30,Pudahuel,48039
2020-04-30,Puente Alto,73674
2020-04-30,Quilicura,40778
2020-04-30,Quinta Normal,10447
2020-04-30,Recoleta,48767
2020-04-30,Renca,15969
2020-04-30,San Bernardo,24889
2020-04-30,San Joaquin,8649
2020-04-30,San Miguel,21413
2020-04-30,San Ramon,11921
2020-04-30,Santiago,116294
2020-04-30,Vitacura,7423
2020-04-30,-,211
2020-05-01,Cerrillos,4599
2020-05-01,Cerro Navia,5332
2020-05-01,Conchali,5630
2020-05-01,El Bosque,2523
2020-05-01,Estacion Central,11559
2020-05-01,Huechuraba,1390
2020-05-01,Independencia,4469
2020-05-01,La Cisterna,13754
2020-05-01,La Florida,15384
2020-05-01,La Granja,2166
2020-05-01,La Pintana,1190
2020-05-01,La Reina,3567
2020-05-01,Las Condes,16487
2020-05-01,Lo Barnechea,2034
2020-05-01,Lo Espejo,3325
2020-05-01,Lo Prado,13418
2020-05-01,Macul,3230
2020-05-01,Maipu,12350
2020-05-01,Nunoa,12209
2020-05-01,Pedro Aguirre Cerda,4348
2020-05-01,Penalolen,6926
2020-05-01,Providencia,14435
2020-05-01,Pudahuel,11135
2020-05-01,Puente Alto,16196
2020-05-01,Quilicura,8374
2020-05-01,Quinta Normal,5175
2020-05-01,Recoleta,13210
2020-05-01,Renca,3951
2020-05-01,San Bernardo,4005
2020-05-01,San Joaquin,2335
2020-05-01,San Miguel,6654
2020-05-01,San Ramon,2560
2020-05-01,Santiago,42580
2020-05-01,Vitacura,2595
2020-05-01,-,4
2020-05-02,Cerrillos,8871
2020-05-02,Cerro Navia,8444
2020-05-02,Conchali,9408
2020-05-02,El Bosque,3837
2020-05-02,Estacion Central,21354
2020-05-02,Huechuraba,2927
2020-05-02,Independencia,7898
2020-05-02,La Cisterna,24064
2020-05-02,La Florida,28511
2020-05-02,La Granja,3677
2020-05-02,La Pintana,2353
2020-05-02,La Reina,6821
2020-05-02,Las Condes,31352
2020-05-02,Lo Barnechea,3535
2020-05-02,Lo Espejo,5140
2020-05-02,Lo Prado,23193
2020-05-02,Macul,5942
2020-05-02,Maipu,26366
2020-05-02,Nunoa,22468
2020-05-02,Pedro Aguirre Cerda,7643
2020-05-02,Penalolen,13281
2020-05-02,Providencia,28234
2020-05-02,Pudahuel,18420
2020-05-02,Puente Alto,29220
2020-05-02,Quilicura,15169
2020-05-02,Quinta Normal,9176
2020-05-02,Recoleta,25492
2020-05-02,Renca,7350
2020-05-02,San Bernardo,7241
2020-05-02,San Joaquin,4501
2020-05-02,San Miguel,12805
2020-05-02,San Ramon,5460
2020-05-02,Santiago,75100
2020-05-02,Vitacura,4842
2020-05-03,Cerrillos,5096
2020-05-03,Cerro Navia,5662
2020-05-03,Conchali,5761
2020-05-03,El Bosque,2650
2020-05-03,Estacion Central,12868
2020-05-03,Huechuraba,1659
2020-05-03,Independencia,4794
2020-05-03,La Cisterna,13141
2020-05-03,La Florida,16696
2020-05-03,La Granja,2305
2020-05-03,La Pintana,1362
2020-05-03,La Reina,3999
2020-05-03,Las Condes,16883
2020-05-03,Lo Barnechea,1932
2020-05-03,Lo Espejo,3670
2020-05-03,Lo Prado,12763
2020-05-03,Macul,3600
2020-05-03,Maipu,15375
2020-05-03,Nunoa,12561
2020-05-03,Pedro Aguirre Cerda,4481
2020-05-03,Penalolen,8037
2020-05-03,Providencia,13359
2020-05-03,Pudahuel,10811
2020-05-03,Puente Alto,18090
2020-05-03,Quilicura,8574
2020-05-03,Quinta Normal,5570
2020-05-03,Recoleta,13093
2020-05-03,Renca,4269
2020-05-03,San Bernardo,5218
2020-05-03,San Joaquin,2464
2020-05-03,San Miguel,7366
2020-05-03,San Ramon,2739
2020-05-03,Santiago,42225
2020-05-03,Vitacura,2536
2020-05-03,-,3
2020-05-04,Cerrillos,21801
2020-05-04,Cerro Navia,16273
2020-05-04,Conchali,18919
2020-05-04,El Bosque,7928
2020-05-04,Estacion Central,48261
2020-05-04,Huechuraba,6899
2020-05-04,Independencia,14853
2020-05-04,La Cisterna,51968
2020-05-04,La Florida,58727
2020-05-04,La Granja,6896
2020-05-04,La Pintana,4566
2020-05-04,La Reina,14883
2020-05-04,Las Condes,76260
2020-05-04,Lo Barnechea,6873
2020-05-04,Lo Espejo,9568
2020-05-04,Lo Prado,57922
2020-05-04,Macul,14309
2020-05-04,Maipu,52534
2020-05-04,Nunoa,42889
2020-05-04,Pedro Aguirre Cerda,15167
2020-05-04,Penalolen,25175
2020-05-04,Providencia,77847
2020-05-04,Pudahuel,37774
2020-05-04,Puente Alto,67982
2020-05-04,Quilicura,35698
2020-05-04,Quinta Normal,17600
2020-05-04,Recoleta,52905
2020-05-04,Renca,16055
2020-05-04,San Bernardo,15196
2020-05-04,San Joaquin,10272
2020-05-04,San Miguel,25967
2020-05-04,San Ramon,11654
2020-05-04,Santiago,148065
2020-05-04,Vitacura,10784
2020-05-04,-,3
2020-05-05,Cerrillos,20817
2020-05-05,Cerro Navia,15423
2020-05-05,Conchali,18126
2020-05-05,El Bosque,7500
2020-05-05,Estacion Central,45726
2020-05-05,Huechuraba,6233
2020-05-05,Independencia,14299
2020-05-05,La Cisterna,49686
2020-05-05,La Florida,55930
2020-05-05,La Granja,6669
2020-05-05,La Pintana,4303
2020-05-05,La Reina,13979
2020-05-05,Las Condes,73880
2020-05-05,Lo Barnechea,6393
2020-05-05,Lo Espejo,9251
2020-05-05,Lo Prado,54894
2020-05-05,Macul,14048
2020-05-05,Maipu,51241
2020-05-05,Nunoa,42002
2020-05-05,Pedro Aguirre Cerda,14905
2020-05-05,Penalolen,23967
2020-05-05,Providencia,75457
2020-05-05,Pudahuel,36963
2020-05-05,Puente Alto,65388
2020-05-05,Quilicura,33186
2020-05-05,Quinta Normal,17177
2020-05-05,Recoleta,49142
2020-05-05,Renca,15178
2020-05-05,San Bernardo,14778
2020-05-05,San Joaquin,9945
2020-05-05,San Miguel,25046
2020-05-05,San Ramon,10890
2020-05-05,Santiago,141403
2020-05-05,Vitacura,10681
2020-05-05,-,3
2020-05-06,Cerrillos,14890
2020-05-06,Cerro Navia,14758
2020-05-06,Conchali,16442
2020-05-06,El Bosque,7246
2020-05-06,Estacion Central,43510
2020-05-06,Huechuraba,5489
2020-05-06,Independencia,13298
2020-05-06,La Cisterna,46852
2020-05-06,La Florida,55512
2020-05-06,La Granja,6516
2020-05-06,La Pintana,4458
2020-05-06,La Reina,13573
2020-05-06,Las Condes,71464
2020-05-06,Lo Barnechea,6585
2020-05-06,Lo Espejo,8660
2020-05-06,Lo Prado,52931
2020-05-06,Macul,14031
2020-05-06,Maipu,48180
2020-05-06,Nunoa,39325
2020-05-06,Pedro Aguirre Cerda,13787
2020-05-06,Penalolen,23848
2020-05-06,Providencia,73367
2020-05-06,Pudahuel,35278
2020-05-06,Puente Alto,68156
2020-05-06,Quilicura,23176
2020-05-06,Quinta Normal,16416
2020-05-06,Recoleta,29241
2020-05-06,Renca,14235
2020-05-06,San Bernardo,14503
2020-05-06,San Joaquin,9578
2020-05-06,San Miguel,23659
2020-05-06,San Ramon,10291
2020-05-06,Santiago,121258
2020-05-06,Vitacura,9860
2020-05-06,-,19
2020-05-07,Cerrillos,15510
2020-05-07,Cerro Navia,16172
2020-05-07,Conchali,16945
2020-05-07,El Bosque,7452
2020-05-07,Estacion Central,43964
2020-05-07,Huechuraba,5568
2020-05-07,Independencia,13327
2020-05-07,La Cisterna,49262
2020-05-07,La Florida,59037
2020-05-07,La Granja,6402
2020-05-07,La Pintana,4672
2020-05-07,La Reina,13953
2020-05-07,Las Condes,71563
2020-05-07,Lo Barnechea,6284
2020-05-07,Lo Espejo,9549
2020-05-07,Lo Prado,54123
2020-05-07,Macul,14535
2020-05-07,Maipu,48965
2020-05-07,Nunoa,40103
2020-05-07,Pedro Aguirre Cerda,14315
2020-05-07,Penalolen,25297
2020-05-07,Providencia,74464
2020-05-07,Pudahuel,36101
2020-05-07,Puente Alto,68853
2020-05-07,Quilicura,22948
2020-05-07,Quinta Normal,17102
2020-05-07,Recoleta,30324
2020-05-07,Renca,15084
2020-05-07,San Bernardo,14852
2020-05-07,San Joaquin,10131
2020-05-07,San Miguel,24696
2020-05-07,San Ramon,10810
2020-05-07,Santiago,122189
2020-05-07,Vitacura,10077
2020-05-07,-,1
2020-05-08,Cerrillos,15767
2020-05-08,Cerro Navia,16101
2020-05-08,Conchali,17497
2020-05-08,El Bosque,7420
2020-05-08,Estacion Central,44816
2020-05-08,Huechuraba,5861
2020-05-08,Independencia,13935
2020-05-08,La Cisterna,49135
2020-05-08,La Florida,57628
2020-05-08,La Granja,6582
2020-05-08,La Pintana,4583
2020-05-08,La Reina,14492
2020-05-08,Las Condes,74159
2020-05-08,Lo Barnechea,6725
2020-05-08,Lo Espejo,9274
2020-05-08,Lo Prado,55100
2020-05-08,Macul,14462
2020-05-08,Maipu,48448
2020-05-08,Nunoa,43060
2020-05-08,Pedro Aguirre Cerda,14028
2020-05-08,Penalolen,26154
2020-05-08,Providencia,76752
2020-05-08,Pudahuel,35668
2020-05-08,Puente Alto,67075
2020-05-08,Quilicura,23981
2020-05-08,Quinta Normal,16701
2020-05-08,Recoleta,30498
2020-05-08,Renca,15037
2020-05-08,San Bernardo,14586
2020-05-08,San Joaquin,9723
2020-05-08,San Miguel,25170
2020-05-08,San Ramon,11348
2020-05-08,Santiago,123487
2020-05-08,Vitacura,10324
2020-05-08,-,13
2020-05-09,Cerrillos,6576
2020-05-09,Cerro Navia,4463
2020-05-09,Conchali,5616
2020-05-09,El Bosque,3243
2020-05-09,Estacion Central,23728
2020-05-09,Huechuraba,2001
2020-05-09,Independencia,8159
2020-05-09,La Cisterna,19357
2020-05-09,La Florida,18055
2020-05-09,La Granja,1902
2020-05-09,La Pintana,1532
2020-05-09,La Reina,6698
2020-05-09,Las Condes,32418
2020-05-09,Lo Barnechea,2779
2020-05-09,Lo Espejo,2947
2020-05-09,Lo Prado,20123
2020-05-09,Macul,3745
2020-05-09,Maipu,19483
2020-05-09,Nunoa,21431
2020-05-09,Pedro Aguirre Cerda,6514
2020-05-09,Penalolen,7985
2020-05-09,Providencia,33079
2020-05-09,Pudahuel,14240
2020-05-09,Puente Alto,25167
2020-05-09,Quilicura,9773
2020-05-09,Quinta Normal,7657
2020-05-09,Recoleta,15851
2020-05-09,Renca,3907
2020-05-09,San Bernardo,6518
2020-05-09,San Joaquin,3109
2020-05-09,San Miguel,8642
2020-05-09,San Ramon,3916
2020-05-09,Santiago,65257
2020-05-09,Vitacura,3819
2020-05-10,Cerrillos,3493
2020-05-10,Cerro Navia,3442
2020-05-10,Conchali,3375
2020-05-10,El Bosque,2349
2020-05-10,Estacion Central,12186
2020-05-10,Huechuraba,1384
2020-05-10,Independencia,4688
2020-05-10,La Cisterna,8578
2020-05-10,La Florida,10497
2020-05-10,La Granja,1444
2020-05-10,La Pintana,1260
2020-05-10,La Reina,3578
2020-05-10,Las Condes,15363
2020-05-10,Lo Barnechea,1782
2020-05-10,Lo Espejo,2023
2020-05-10,Lo Prado,9911
2020-05-10,Macul,2228
2020-05-10,Maipu,13598
2020-05-10,Nunoa,11256
2020-05-10,Pedro Aguirre Cerda,3471
2020-05-10,Penalolen,5075
2020-05-10,Providencia,12851
2020-05-10,Pudahuel,9038
2020-05-10,Puente Alto,13905
2020-05-10,Quilicura,5590
2020-05-10,Quinta Normal,4544
2020-05-10,Recoleta,7951
2020-05-10,Renca,2502
2020-05-10,San Bernardo,3996
2020-05-10,San Joaquin,1569
2020-05-10,San Miguel,4586
2020-05-10,San Ramon,1886
2020-05-10,Santiago,31979
2020-05-10,Vitacura,2539
2020-05-10,-,1
2020-05-11,Cerrillos,15215
2020-05-11,Cerro Navia,10504
2020-05-11,Conchali,11896
2020-05-11,El Bosque,6827
2020-05-11,Estacion Central,42995
2020-05-11,Huechuraba,5475
2020-05-11,Independencia,12886
2020-05-11,La Cisterna,34083
2020-05-11,La Florida,34970
2020-05-11,La Granja,4409
2020-05-11,La Pintana,3570
2020-05-11,La Reina,12154
2020-05-11,Las Condes,60710
2020-05-11,Lo Barnechea,5347
2020-05-11,Lo Espejo,6148
2020-05-11,Lo Prado,44965
2020-05-11,Macul,9736
2020-05-11,Maipu,45396
2020-05-11,Nunoa,38909
2020-05-11,Pedro Aguirre Cerda,12217
2020-05-11,Penalolen,14619
2020-05-11,Providencia,62335
2020-05-11,Pudahuel,30978
2020-05-11,Puente Alto,50163
2020-05-11,Quilicura,23678
2020-05-11,Quinta Normal,14635
2020-05-11,Recoleta,28116
2020-05-11,Renca,9987
2020-05-11,San Bernardo,12599
2020-05-11,San Joaquin,6433
2020-05-11,San Miguel,15829
2020-05-11,San Ramon,7921
2020-05-11,Santiago,112042
2020-05-11,Vitacura,8619
2020-05-12,Cerrillos,15038
2020-05-12,Cerro Navia,10228
2020-05-12,Conchali,11756
2020-05-12,El Bosque,6532
2020-05-12,Estacion Central,39823
2020-05-12,Huechuraba,5225
2020-05-12,Independencia,12805
2020-05-12,La Cisterna,33740
2020-05-12,La Florida,33949
2020-05-12,La Granja,4331
2020-05-12,La Pintana,3553
2020-05-12,La Reina,11807
2020-05-12,Las Condes,58625
2020-05-12,Lo Barnechea,5038
2020-05-12,Lo Espejo,6034
2020-05-12,Lo Prado,44276
2020-05-12,Macul,9879
2020-05-12,Maipu,42433
2020-05-12,Nunoa,37521
2020-05-12,Pedro Aguirre Cerda,12002
2020-05-12,Penalolen,14570
2020-05-12,Providencia,60679
2020-05-12,Pudahuel,29656
2020-05-12,Puente Alto,48264
2020-05-12,Quilicura,22782
2020-05-12,Quinta Normal,14295
2020-05-12,Recoleta,27730
2020-05-12,Renca,10004
2020-05-12,San Bernardo,12005
2020-05-12,San Joaquin,6466
2020-05-12,San Miguel,15661
2020-05-12,San Ramon,7731
2020-05-12,Santiago,109446
2020-05-12,Vitacura,8026
2020-05-12,-,11
2020-05-13,Cerrillos,14911
2020-05-13,Cerro Navia,10455
2020-05-13,Conchali,11799
2020-05-13,El Bosque,6373
2020-05-13,Estacion Central,39950
2020-05-13,Huechuraba,4871
2020-05-13,Independencia,12675
2020-05-13,La Cisterna,33697
2020-05-13,La Florida,34061
2020-05-13,La Granja,4294
2020-05-13,La Pintana,3541
2020-05-13,La Reina,12108
2020-05-13,Las Condes,58701
2020-05-13,Lo Barnechea,5064
2020-05-13,Lo Espejo,6206
2020-05-13,Lo Prado,43603
2020-05-13,Macul,10247
2020-05-13,Maipu,43264
2020-05-13,Nunoa,37678
2020-05-13,Pedro Aguirre Cerda,12068
2020-05-13,Penalolen,14498
2020-05-13,Providencia,61157
2020-05-13,Pudahuel,30562
2020-05-13,Puente Alto,48311
2020-05-13,Quilicura,22386
2020-05-13,Quinta Normal,14089
2020-05-13,Recoleta,27719
2020-05-13,Renca,10099
2020-05-13,San Bernardo,12006
2020-05-13,San Joaquin,6543
2020-05-13,San Miguel,15366
2020-05-13,San Ramon,7957
2020-05-13,Santiago,108158
2020-05-13,Vitacura,7974
2020-05-14,Cerrillos,15525
