Fecha,Comuna,Transacciones
2020-05-14,Cerro Navia,10823
2020-05-14,Conchali,12034
2020-05-14,El Bosque,6651
2020-05-14,Estacion Central,40973
2020-05-14,Huechuraba,4947
2020-05-14,Independencia,12982
2020-05-14,La Cisterna,33671
2020-05-14,La Florida,35278
2020-05-14,La Granja,4228
2020-05-14,La Pintana,3293
2020-05-14,La Reina,12232
2020-05-14,Las Condes,59758
2020-05-14,Lo Barnechea,5073
2020-05-14,Lo Espejo,6230
2020-05-14,Lo Prado,44448
2020-05-14,Macul,10284
2020-05-14,Maipu,45963
2020-05-14,Nunoa,38896
2020-05-14,Pedro Aguirre Cerda,12482
2020-05-14,Penalolen,15062
2020-05-14,Providencia,63641
2020-05-14,Pudahuel,32106
2020-05-14,Puente Alto,49425
2020-05-14,Quilicura,23246
2020-05-14,Quinta Normal,14751
2020-05-14,Recoleta,28621
2020-05-14,Renca,10100
2020-05-14,San Bernardo,12389
2020-05-14,San Joaquin,6539
2020-05-14,San Miguel,15955
2020-05-14,San Ramon,8329
2020-05-14,Santiago,111500
2020-05-14,Vitacura,8362
2020-05-14,-,8
2020-05-15,Cerrillos,15439
2020-05-15,Cerro Navia,11625
2020-05-15,Conchali,11479
2020-05-15,El Bosque,6577
2020-05-15,Estacion Central,41915
2020-05-15,Huechuraba,4924
2020-05-15,Independencia,14410
2020-05-15,La Cisterna,35870
2020-05-15,La Florida,36461
2020-05-15,La Granja,4821
2020-05-15,La Pintana,3522
2020-05-15,La Reina,12639
2020-05-15,Las Condes,61566
2020-05-15,Lo Barnechea,5197
2020-05-15,Lo Espejo,6546
2020-05-15,Lo Prado,45202
2020-05-15,Macul,10849
2020-05-15,Maipu,45174
2020-05-15,Nunoa,40293
2020-05-15,Pedro Aguirre Cerda,12848
2020-05-15,Penalolen,15733
2020-05-15,Providencia,66222
2020-05-15,Pudahuel,32987
2020-05-15,Puente Alto,46714
2020-05-15,Quilicura,24115
2020-05-15,Quinta Normal,15497
2020-05-15,Recoleta,28917
2020-05-15,Renca,10709
2020-05-15,San Bernardo,12573
2020-05-15,San Joaquin,6570
2020-05-15,San Miguel,16984
2020-05-15,San Ramon,8708
2020-05-15,Santiago,115580
2020-05-15,Vitacura,8362
2020-05-15,-,7
