date;comuna;region;IM_interno;IM_externo;IM
20200413;Ñiquén;R16;0.627423823;5.817174515;6.444598338
20200414;Ñiquén;R16;0.720221607;5.371191136;6.091412742
20200415;Ñiquén;R16;0.724376731;5.915512465;6.639889197
20200416;Ñiquén;R16;0.639889197;5.713296399;6.353185596
20200417;Ñiquén;R16;0.756232687;6.28531856;7.041551247
20200418;Ñiquén;R16;0.774238227;5.047091413;5.82132964
20200419;Ñiquén;R16;0.650969529;4.685595568;5.336565097
20200420;Ñiquén;R16;0.699445983;5.77700831;6.476454294
20200421;Ñiquén;R16;0.793628809;6.072022161;6.86565097
20200422;Ñiquén;R16;0.612188366;6.477839335;7.090027701
20200423;Ñiquén;R16;0.752077562;6.534626039;7.286703601
20200424;Ñiquén;R16;0.657894737;6.139889197;6.797783934
20200425;Ñiquén;R16;0.671745152;5.307479224;5.979224377
20200426;Ñiquén;R16;0.797783934;4.494459834;5.292243767
20200427;Ñiquén;R16;0.749307479;4.686980609;5.436288089
20200428;Ñiquén;R16;0.824099723;5.566481994;6.390581717
20200430;Ñiquén;R16;0.732686981;6.639889197;7.372576177
20200501;Ñiquén;R16;0.731301939;4.885041551;5.61634349
20200502;Ñiquén;R16;0.717451524;4.72299169;5.440443213
20200503;Ñiquén;R16;0.655124654;4.64265928;5.297783934
20200504;Ñiquén;R16;0.645429363;6.373961219;7.019390582
20200505;Ñiquén;R16;0.646814404;6.353185596;7
20200506;Ñiquén;R16;0.721606648;6.594182825;7.315789474
20200507;Ñiquén;R16;0.494459834;4.891966759;5.386426593
20200508;Ñiquén;R16;0.793628809;7.61634349;8.409972299
20200509;Ñiquén;R16;0.851800554;6.498614958;7.350415512
20200510;Ñiquén;R16;0.721606648;5.382271468;6.103878116
20200511;Ñiquén;R16;0.774238227;6.675900277;7.450138504
20200512;Ñiquén;R16;0.684210526;6.700831025;7.385041551
20200513;Ñiquén;R16;0.681440443;6.606648199;7.288088643
20200514;Ñiquén;R16;0.630193906;7.002770083;7.632963989
20200515;Ñiquén;R16;0.70498615;7.925207756;8.630193906
20200516;Ñiquén;R16;1.308864266;7.045706371;8.354570637
20200517;Ñiquén;R16;0.745152355;5.274238227;6.019390582
;;;;;
20200413;Ñuñoa;R13;4.051527087;4.687738103;8.73926519
20200414;Ñuñoa;R13;4.076451217;4.706119111;8.782570328
20200415;Ñuñoa;R13;4.133359161;4.700415402;8.833774564
20200416;Ñuñoa;R13;3.944254321;4.48518112;8.42943544
20200417;Ñuñoa;R13;4.021587999;4.796345322;8.81793332
20200418;Ñuñoa;R13;3.725985235;3.864746777;7.590732012
20200419;Ñuñoa;R13;3.490088461;3.468005424;6.958093885
20200420;Ñuñoa;R13;4.140784744;4.974839112;9.115623857
20200421;Ñuñoa;R13;4.185230624;5.012849487;9.19808011
20200422;Ñuñoa;R13;4.344697703;5.313617873;9.658315577
20200423;Ñuñoa;R13;4.23512193;5.401820882;9.636942812
20200424;Ñuñoa;R13;4.34837821;5.561244915;9.909623125
20200425;Ñuñoa;R13;3.98857106;4.410667011;8.399238071
20200426;Ñuñoa;R13;3.573405652;3.781773961;7.355179613
20200427;Ñuñoa;R13;4.144702008;5.263661996;9.408364004
20200428;Ñuñoa;R13;3.778308689;4.947698069;8.726006758
20200430;Ñuñoa;R13;3.704741611;5.128042875;8.832784486
20200501;Ñuñoa;R13;3.018639289;3.489292094;6.507931383
20200502;Ñuñoa;R13;3.406685177;4.118335809;7.525020985
20200503;Ñuñoa;R13;3.014097846;3.450808205;6.46490605
20200504;Ñuñoa;R13;3.837734874;5.232431502;9.070166376
20200505;Ñuñoa;R13;3.855577796;5.321968963;9.17754676
20200506;Ñuñoa;R13;3.863606035;5.255181765;9.118787801
20200507;Ñuñoa;R13;2.799896688;3.990680356;6.790577043
20200508;Ñuñoa;R13;4.162975399;5.85628807;10.01926347
20200509;Ñuñoa;R13;3.956587245;4.409461699;8.366048944
20200510;Ñuñoa;R13;3.525128602;3.883558253;7.408686856
20200511;Ñuñoa;R13;4.114612255;5.056929468;9.171541723
20200512;Ñuñoa;R13;4.108155227;5.05443275;9.162587977
20200513;Ñuñoa;R13;4.3604959;5.4429952;9.8034911
20200514;Ñuñoa;R13;4.407998106;5.581950453;9.989948559
20200515;Ñuñoa;R13;4.636146445;5.934224403;10.57037085
20200516;Ñuñoa;R13;3.305223736;3.486989088;6.792212824
20200517;Ñuñoa;R13;3.026861238;3.137685371;6.164546609
;;;;;
20200413;Algarrobo;R05;4.32991429;2.025432064;6.355346354
20200414;Algarrobo;R05;4.232260784;2.062385837;6.294646621
20200415;Algarrobo;R05;4.184768863;2.024026978;6.208795841
20200416;Algarrobo;R05;4.163552058;2.07854433;6.242096389
20200417;Algarrobo;R05;4.309821554;2.199803288;6.509624842
20200418;Algarrobo;R05;4.082197555;1.933679921;6.015877476
20200419;Algarrobo;R05;3.790642124;1.817057749;5.607699874
20200420;Algarrobo;R05;4.416327104;2.133623718;6.549950822
20200421;Algarrobo;R05;4.300688492;2.104819446;6.405507939
20200422;Algarrobo;R05;4.419137277;2.050021076;6.469158353
20200423;Algarrobo;R05;4.495714486;2.186314458;6.682028945
20200424;Algarrobo;R05;4.56976254;2.29577069;6.86553323
20200425;Algarrobo;R05;4.302796122;2.173528172;6.476324294
20200426;Algarrobo;R05;3.859491359;1.890543768;5.750035127
20200427;Algarrobo;R05;4.422368976;2.125474217;6.547843192
20200428;Algarrobo;R05;4.362793312;2.16341155;6.526204862
20200430;Algarrobo;R05;4.44470985;2.141351693;6.586061543
20200501;Algarrobo;R05;3.841506253;1.883939862;5.725446115
20200502;Algarrobo;R05;4.112547422;1.970914711;6.083462133
20200503;Algarrobo;R05;3.907123788;1.843051848;5.750175636
20200504;Algarrobo;R05;4.671490797;2.236054517;6.907545314
20200505;Algarrobo;R05;4.547562175;2.327244626;6.874806801
20200506;Algarrobo;R05;4.601236476;2.309962063;6.911198539
20200507;Algarrobo;R05;3.307713924;1.710833216;5.018547141
20200508;Algarrobo;R05;4.722214416;2.217928903;6.940143319
20200509;Algarrobo;R05;4.513137558;2.035970212;6.54910777
20200510;Algarrobo;R05;4.241112828;1.991569482;6.23268231
20200511;Algarrobo;R05;4.405226921;2.11170437;6.516931291
20200512;Algarrobo;R05;4.281719826;2.074048054;6.35576788
20200513;Algarrobo;R05;4.658001967;2.122102009;6.780103976
20200514;Algarrobo;R05;4.723197977;2.197274132;6.920472109
20200515;Algarrobo;R05;4.840522692;2.205002108;7.0455248
20200516;Algarrobo;R05;4.225235352;1.909793452;6.135028804
20200517;Algarrobo;R05;3.916818884;1.741042574;5.657861458
;;;;;
20200413;Alhué;R13;0;0.074229692;0.074229692
20200414;Alhué;R13;0;0.085434174;0.085434174
20200415;Alhué;R13;0;0.043417367;0.043417367
