date,comuna,IM_interno,IM_externo,IM
2020-02-26,Punta Arenas,"6,5450164342187085","0,14528737674335968","6,690303810962068"
2020-02-27,Punta Arenas,"6,425335346895265","0,11743803855378876","6,5427733854490535"
2020-02-28,Punta Arenas,"6,802278582215511","0,14095673802967043","6,943235320245181"
2020-02-29,Punta Arenas,"6,3857821799769034","0,15659145420627163","6,542373634183175"
2020-03-01,Punta Arenas,"5,51174824553611","0,17899973349915607","5,690747979035266"
2020-03-02,Punta Arenas,"7,005152349649107","0,11141956116194368","7,11657191081105"
2020-03-03,Punta Arenas,"6,99604690414853","0,11837079150750644","7,114417695656036"
2020-03-04,Punta Arenas,"7,090210535666697","0,1292307008972195","7,219441236563916"
2020-03-05,Punta Arenas,"7,519143643954872","0,12674335968730568","7,645887003642178"
2020-03-06,Punta Arenas,"7,324598027893755","0,14293328595540553","7,46753131384916"
2020-03-07,Punta Arenas,"6,272186195256285","0,13500488584880518","6,407191081105091"
2020-03-08,Punta Arenas,"5,596362263480501","0,16638536022030737","5,7627476237008075"
2020-03-09,Punta Arenas,"7,349049480323354","0,12252376299191614","7,47157324331527"
2020-03-10,Punta Arenas,"7,368859376388025","0,13449409256462647","7,5033534689526515"
2020-03-11,Punta Arenas,"7,001421337834237","0,10986497290574754","7,111286310739985"
2020-03-12,Punta Arenas,"7,018743892688994","0,12094696633206005","7,139690859021053"
2020-03-13,Punta Arenas,"7,550257617482456","0,14004619347961267","7,690303810962068"
2020-03-14,Punta Arenas,"6,444656658079417","0,1335169228035889","6,578173580883006"
2020-03-15,Punta Arenas,"5,4114550946078","0,13755885226969886","5,549013946877499"
2020-03-16,Punta Arenas,"6,701052678333482","0,10122590388202896","6,802278582215511"
2020-03-17,Punta Arenas,"5,844652216398686","0,09882739628675491","5,94347961268544"
2020-03-18,Punta Arenas,"5,546815314915164","0,085080394421249","5,631895709336413"
2020-03-19,Punta Arenas,"5,270031980101271","0,08499156080660922","5,35502354090788"
2020-03-20,Punta Arenas,"5,226836634982678","0,08758994403482277","5,314426579017501"
2020-03-21,Punta Arenas,"4,252265257173314","0,07615261614995114","4,328417873323265"
2020-03-22,Punta Arenas,"3,7854224038376123","0,08941103313493826","3,8748334369725503"
2020-03-23,Punta Arenas,"4,675513014124545","0,07513102958159368","4,750644043706139"
2020-03-24,Punta Arenas,"4,719974238251755","0,08383672381629209","4,803810962068047"
