date,comuna,region,IM_interno,IM_externo,IM
20200813,Huara,R01,1.5959271168274385,1.962486602357985,3.558413719185423
20200814,Huara,R01,1.8853161843515545,2.302250803858521,4.187566988210075
20200815,Huara,R01,1.2658092175777065,1.3847802786709542,2.65058949624866
20200816,Huara,R01,1.0878885316184352,1.4062165058949625,2.494105037513398
20200817,Huara,R01,1.7438370846730975,2.2647374062165055,4.008574490889604
20200818,Huara,R01,2.0814576634512325,2.712754555198285,4.794212218649519
20200819,Huara,R01,2.2015005359056805,3.004287245444802,5.205787781350481
20200820,Huara,R01,2.039657020364416,2.3633440514469446,4.403001071811361
20200821,Huara,R01,2.172561629153269,2.4823151125401934,4.654876741693462
20200822,Huara,R01,1.572347266881029,1.7834941050375137,3.3558413719185425
20200823,Huara,R01,0.9689174705251876,1.3440514469453375,2.312968917470525
20200813,Alto Hospicio,R01,4.031178549158178,1.44024111411349,5.471419663271669
20200814,Alto Hospicio,R01,4.214466846809395,1.5220120557056744,5.736478902515068
20200815,Alto Hospicio,R01,4.017917272916233,1.3780918727915197,5.396009145707753
20200816,Alto Hospicio,R01,3.7363957597173134,1.2727915194346289,5.009187279151943
20200817,Alto Hospicio,R01,4.147994180004157,1.4942007898565786,5.6421949698607365
20200818,Alto Hospicio,R01,4.021159842028683,1.4143421326127623,5.435501974641447
20200819,Alto Hospicio,R01,4.121180627728123,1.4832675119517766,5.604448139679898
20200820,Alto Hospicio,R01,4.078736229474122,1.4759925171482018,5.554728746622324
20200821,Alto Hospicio,R01,4.2083142797755135,1.5183537726044485,5.726668052379964
20200822,Alto Hospicio,R01,4.0482643940968615,1.3203491997505716,5.368613593847433
20200823,Alto Hospicio,R01,2.7157763458740387,0.8628143837040116,3.5785907295780506
20200813,Iquique,R01,6.3532719614399245,0.7770637022884189,7.130335663728343
20200814,Iquique,R01,6.6290112466889575,0.8168830604889488,7.445894307177906
20200815,Iquique,R01,5.684311086021973,0.7325328933084372,6.41684397933041
20200816,Iquique,R01,5.206717616917799,0.6763862955404056,5.883103912458204
20200817,Iquique,R01,6.542077380693907,0.8054409657388509,7.347518346432759
20200818,Iquique,R01,6.3696860480264,0.7651873724434408,7.134873420469843
20200819,Iquique,R01,6.562464718398541,0.8014677146206957,7.3639324330192375
20200820,Iquique,R01,6.54976334187329,0.794910764688002,7.344674106561293
20200821,Iquique,R01,6.687958660818968,0.8169916192626687,7.504950280081637
20200822,Iquique,R01,6.005254244648053,0.7041339181032611,6.7093881627513134
20200823,Iquique,R01,4.299405097920014,0.4601155065352382,4.759520604455251
20200813,Camiña,R01,0.6025316455696202,0.7392405063291139,1.3417721518987342
20200814,Camiña,R01,0.5455696202531646,0.9632911392405064,1.5088607594936707
20200815,Camiña,R01,0.3987341772151899,0.5544303797468355,0.9531645569620254
20200816,Camiña,R01,0.4493670886075949,0.5556962025316456,1.0050632911392403
20200817,Camiña,R01,0.6645569620253164,0.9379746835443038,1.6025316455696204
