date,comuna,region,IM_interno,IM_externo,IM
20200803,Huara,R01,1.7920685959271168,1.9335476956055733,3.72561629153269
20200804,Huara,R01,2.0868167202572345,2.697749196141479,4.784565916398714
20200805,Huara,R01,2.3965702036441585,2.7717041800643094,5.168274383708468
20200806,Huara,R01,1.6452304394426582,2.039657020364416,3.6848874598070736
20200807,Huara,R01,1.9249732047159698,2.3322615219721334,4.257234726688103
20200808,Huara,R01,1.3944265809217578,1.714898177920686,3.109324758842444
20200809,Huara,R01,1.0793140407288315,1.5166130760986063,2.595927116827438
20200810,Huara,R01,2.0182207931404075,2.2861736334405145,4.304394426580922
20200811,Huara,R01,2.097534833869239,2.6012861736334405,4.69882100750268
20200812,Huara,R01,2.0868167202572345,2.4919614147909974,4.578778135048231
20200803,Alto Hospicio,R01,3.7967574308875496,1.4117647058823528,5.208522136769902
20200804,Alto Hospicio,R01,3.743587611723135,1.381750155892746,5.125337767615879
20200805,Alto Hospicio,R01,3.7740594471003943,1.3961338599043858,5.17019330700478
20200806,Alto Hospicio,R01,3.7679484514653923,1.3701933070047807,5.138141758470173
20200807,Alto Hospicio,R01,3.972978590729578,1.4079401371856164,5.380918727915192
20200808,Alto Hospicio,R01,3.8509249636250265,1.228684265225525,5.079609228850551
20200809,Alto Hospicio,R01,3.5151943462897526,1.1099979214300562,4.625192267719809
20200810,Alto Hospicio,R01,3.8655165246310537,1.4087299937642899,5.274246518395344
20200811,Alto Hospicio,R01,3.8742049469964654,1.4281438370401165,5.3023487840365835
20200812,Alto Hospicio,R01,3.995011432134692,1.4218665558096029,5.416877987944296
20200803,Iquique,R01,6.077337270398194,0.7585218637370272,6.835859134135221
20200804,Iquique,R01,6.055777497937384,0.7477962568934822,6.8035737548308655
20200805,Iquique,R01,6.021364366668114,0.7561118589604412,6.777476225628555
20200806,Iquique,R01,5.975140040818099,0.7363758738981285,6.711515914716228
20200807,Iquique,R01,6.2456033696643365,0.7583264579443311,7.003929827608667
20200808,Iquique,R01,5.552759564027965,0.6564983281948846,6.209257892222849
20200809,Iquique,R01,4.874397498805854,0.5906899995657648,5.465087498371618
20200810,Iquique,R01,6.140214512136871,0.7575231230188024,6.897737635155673
20200811,Iquique,R01,6.103369664336272,0.7713535107907421,6.8747231751270155
20200812,Iquique,R01,6.18159711667897,0.7690954882973642,6.950692604976335
20200803,Camiña,R01,0.6392405063291139,0.8518987341772152,1.4911392405063293
20200804,Camiña,R01,0.5949367088607594,1.0759493670886076,1.6708860759493671
20200805,Camiña,R01,0.5164556962025316,1.1860759493670887,1.7025316455696204
20200806,Camiña,R01,0.5620253164556962,0.7974683544303798,1.3594936708860759
20200807,Camiña,R01,0.6430379746835443,0.940506329113924,1.5835443037974684
20200808,Camiña,R01,0.4,0.6974683544303797,1.0974683544303798
20200809,Camiña,R01,0.459493670886076,0.6924050632911393,1.1518987341772151
20200810,Camiña,R01,0.6582278481012658,1.0316455696202531,1.689873417721519
20200811,Camiña,R01,0.5658227848101266,1.1936708860759495,1.7594936708860758
20200812,Camiña,R01,0.579746835443038,1.0037974683544304,1.5835443037974684
20200803,Pozo Almonte,R01,0.8010481366459627,1.1944875776397517,1.9955357142857144
20200804,Pozo Almonte,R01,0.8555900621118012,1.4272127329192543,2.2828027950310563
20200805,Pozo Almonte,R01,1.1479037267080745,1.4871894409937891,2.6350931677018634
20200806,Pozo Almonte,R01,0.7453416149068323,1.1995341614906831,1.9448757763975155
20200807,Pozo Almonte,R01,0.8132763975155279,1.2614518633540373,2.0747282608695654
20200808,Pozo Almonte,R01,0.6110248447204969,0.9576863354037268,1.5687111801242235
20200809,Pozo Almonte,R01,0.5333850931677019,0.7762034161490683,1.3095885093167705
20200810,Pozo Almonte,R01,0.7323369565217391,1.269409937888199,2.0017468944099384
20200811,Pozo Almonte,R01,0.7670807453416149,1.4435170807453417,2.2105978260869565
20200812,Pozo Almonte,R01,0.8416149068322981,1.4446816770186337,2.286296583850932
20200803,Colchane,R01,0.0078125,0.0625,0.0703125
20200804,Colchane,R01,0.015625,0.0859375,0.1015625
20200805,Colchane,R01,0.0,0.015625,0.015625
20200806,Colchane,R01,0.0078125,0.0546875,0.0625
20200807,Colchane,R01,0.015625,0.140625,0.15625
20200808,Colchane,R01,0.0,0.0625,0.0625
20200809,Colchane,R01,0.0,0.03125,0.03125
20200810,Colchane,R01,0.0,0.0625,0.0625
20200811,Colchane,R01,0.0078125,0.09375,0.1015625
20200812,Colchane,R01,0.03125,0.0234375,0.0546875
20200803,Pica,R01,2.2443306510607166,2.6108266276517917,4.855157278712508
20200804,Pica,R01,2.232626188734455,3.004389173372348,5.237015362106803
20200805,Pica,R01,2.2816386247256766,3.2187271397220187,5.500365764447697
20200806,Pica,R01,2.2472567666422822,2.626188734455011,4.873445501097294
20200807,Pica,R01,1.9070958302852965,2.719092904169715,4.626188734455011
20200808,Pica,R01,1.9458668617410388,2.18727139722019,4.133138258961229
20200809,Pica,R01,1.5237746891002195,1.8112655449890267,3.3350402340892464
20200810,Pica,R01,1.9809802487198245,2.7439648866130213,4.724945135332844
20200811,Pica,R01,2.0870519385515727,3.1470373079736653,5.234089246525238
20200812,Pica,R01,2.199707388441844,3.084125822970007,5.283833211411852
20200803,Antofagasta,R02,6.966294859359845,0.12524733268671193,7.091542192046558
20200804,Antofagasta,R02,6.947720659553832,0.14077594568380214,7.0884966052376335
