date;comuna;region;IM_interno;IM_externo;IM
20200518;Ñiquén;R16;0.62465374;6.249307479;6.873961219
20200519;Ñiquén;R16;0.570637119;5.868421053;6.439058172
20200520;Ñiquén;R16;0.55401662;6.495844875;7.049861496
20200521;Ñiquén;R16;0.601108033;5.441828255;6.042936288
20200522;Ñiquén;R16;0.626038781;5.973684211;6.599722992
20200523;Ñiquén;R16;0.716066482;5.076177285;5.792243767
20200524;Ñiquén;R16;0.677285319;4.915512465;5.592797784
20200525;Ñiquén;R16;0.721606648;6.716066482;7.43767313
20200526;Ñiquén;R16;0.596952909;6.70498615;7.301939058
20200527;Ñiquén;R16;0.671745152;6.444598338;7.11634349
20200528;Ñiquén;R16;0.630193906;6.286703601;6.916897507
20200529;Ñiquén;R16;0.581717452;6.675900277;7.257617729
20200530;Ñiquén;R16;0.673130194;5.608033241;6.281163435
20200531;Ñiquén;R16;0.655124654;5.153739612;5.808864266
20200601;Ñiquén;R16;0.648199446;6.279778393;6.927977839
20200602;Ñiquén;R16;0.66066482;6.498614958;7.159279778
20200603;Ñiquén;R16;0.638504155;6.308864266;6.947368421
20200604;Ñiquén;R16;0.58033241;6.760387812;7.340720222
20200605;Ñiquén;R16;0.666204986;6.952908587;7.619113573
20200606;Ñiquén;R16;0.657894737;5.556786704;6.21468144
20200607;Ñiquén;R16;0.653739612;4.63434903;5.288088643
20200608;Ñiquén;R16;0.594182825;6.001385042;6.595567867
20200609;Ñiquén;R16;0.655124654;6.382271468;7.037396122
20200610;Ñiquén;R16;0.628808864;6.560941828;7.189750693
20200611;Ñiquén;R16;0.614958449;6.126038781;6.74099723
20200612;Ñiquén;R16;0.691135734;6.322714681;7.013850416
20200613;Ñiquén;R16;0.666204986;5.565096953;6.231301939
20200614;Ñiquén;R16;0.570637119;5.037396122;5.608033241
20200518;Ñuñoa;R13;3.578635845;4.241535912;7.820171757
20200519;Ñuñoa;R13;3.64032199;4.333957513;7.974279503
20200520;Ñuñoa;R13;3.834592454;4.457781795;8.292374249
20200521;Ñuñoa;R13;3.321387831;3.389466434;6.710854265
20200522;Ñuñoa;R13;4.00903984;4.570349325;8.579389165
20200523;Ñuñoa;R13;3.566281397;3.778674587;7.344955985
20200524;Ñuñoa;R13;3.26305934;3.312756936;6.575816276
20200525;Ñuñoa;R13;3.844816082;4.593508534;8.438324616
20200526;Ñuñoa;R13;3.946621898;4.584705452;8.53132735
20200527;Ñuñoa;R13;3.953939864;4.617313446;8.571253309
20200528;Ñuñoa;R13;3.808355395;4.506274079;8.314629474
20200529;Ñuñoa;R13;3.839865694;4.654721164;8.494586858
20200530;Ñuñoa;R13;3.422246615;3.829642065;7.251888681
20200531;Ñuñoa;R13;3.163190633;3.327156109;6.490346742
20200601;Ñuñoa;R13;3.807214653;4.492456038;8.299670692
20200602;Ñuñoa;R13;3.800262586;4.472869719;8.273132305
20200603;Ñuñoa;R13;3.78993134;4.455758593;8.245689933
20200604;Ñuñoa;R13;3.877833021;4.523901767;8.401734788
20200605;Ñuñoa;R13;3.875121069;4.735886012;8.611007081
20200606;Ñuñoa;R13;3.45491918;3.844837606;7.299756785
