date;comuna;region;IM_interno;IM_externo;IM
20200615;Huara;R01;1.753483387;1.993569132;3.747052519
20200616;Huara;R01;2.201500536;2.350482315;4.551982851
20200617;Huara;R01;2.261521972;2.396570204;4.658092176
20200618;Huara;R01;1.622722401;1.77920686;3.40192926
20200619;Huara;R01;1.763129689;1.956055734;3.719185423
20200620;Huara;R01;1.269024652;1.175777063;2.444801715
20200621;Huara;R01;1.096463023;1.150053591;2.246516613
20200622;Huara;R01;1.569131833;1.833869239;3.403001072
20200623;Huara;R01;1.946409432;2.214362272;4.160771704
20200624;Huara;R01;2.017148982;2.211146838;4.22829582
20200625;Huara;R01;1.607717042;2.002143623;3.609860665
20200626;Huara;R01;1.610932476;2.026795284;3.63772776
20200627;Huara;R01;1.446945338;1.588424437;3.035369775
20200628;Huara;R01;0.79528403;1.101822079;1.897106109
20200629;Huara;R01;1.491961415;1.665594855;3.15755627
20200630;Huara;R01;1.817792069;2.068595927;3.886387996
20200701;Huara;R01;1.873526259;2.295819936;4.169346195
20200702;Huara;R01;1.545551983;1.768488746;3.314040729
20200703;Huara;R01;1.593783494;1.984994641;3.578778135
20200704;Huara;R01;1.154340836;1.382636656;2.536977492
20200705;Huara;R01;0.892818864;1.279742765;2.172561629
20200615;Alto Hospicio;R01;3.108875494;1.087632509;4.196508002
20200616;Alto Hospicio;R01;3.239575972;1.139181043;4.378757015
20200617;Alto Hospicio;R01;3.294824361;1.162627312;4.457451673
20200618;Alto Hospicio;R01;3.220328414;1.153398462;4.373726876
20200619;Alto Hospicio;R01;3.28143837;1.158012887;4.439451258
20200620;Alto Hospicio;R01;3.227395552;1.026065267;4.253460819
20200621;Alto Hospicio;R01;3.017252131;0.921263771;3.938515901
20200622;Alto Hospicio;R01;3.207773852;1.137476616;4.345250468
20200623;Alto Hospicio;R01;3.197256288;1.13731033;4.334566618
20200624;Alto Hospicio;R01;3.258033673;1.173144876;4.431178549
20200625;Alto Hospicio;R01;3.388443151;1.15007275;4.538515901
20200626;Alto Hospicio;R01;3.449677822;1.200374143;4.650051964
20200627;Alto Hospicio;R01;3.252255248;1.034836832;4.287092081
20200628;Alto Hospicio;R01;2.927083766;0.886094367;3.813178133
20200629;Alto Hospicio;R01;3.026106838;0.942548327;3.968655165
20200630;Alto Hospicio;R01;3.36138017;1.202203284;4.563583455
20200701;Alto Hospicio;R01;3.322219913;1.229972979;4.552192891
20200702;Alto Hospicio;R01;3.764123883;1.332280191;5.096404074
20200703;Alto Hospicio;R01;3.491249221;1.228975265;4.720224486
20200704;Alto Hospicio;R01;3.251922677;1.066680524;4.318603201
20200705;Alto Hospicio;R01;3.019704843;0.893203076;3.912907919
20200615;Iquique;R01;4.797364193;0.584936385;5.382300578
20200616;Iquique;R01;4.952755222;0.613552477;5.566307699
20200617;Iquique;R01;5.024946806;0.626514395;5.651461201
20200618;Iquique;R01;5.061639672;0.618763298;5.68040297
20200619;Iquique;R01;5.106821833;0.620956186;5.727778019
20200620;Iquique;R01;4.462395241;0.546311173;5.008706414
20200621;Iquique;R01;4.087411525;0.489317817;4.576729341
20200622;Iquique;R01;4.925224717;0.613226801;5.538451518
20200623;Iquique;R01;4.999652612;0.615615094;5.615267706
20200624;Iquique;R01;5.039819358;0.632311433;5.672130792
20200625;Iquique;R01;5.195405793;0.619262669;5.814668462
20200626;Iquique;R01;5.149398584;0.646098398;5.795496982
20200627;Iquique;R01;4.524642842;0.552064788;5.07670763
20200628;Iquique;R01;3.978635633;0.471383907;4.450019541
20200629;Iquique;R01;4.215771419;0.504060098;4.719831517
20200630;Iquique;R01;5.240327413;0.649268314;5.889595727
20200701;Iquique;R01;5.244344088;0.662990143;5.907334231
20200702;Iquique;R01;5.312562421;0.71516349;6.027725911
20200703;Iquique;R01;5.437556993;0.661557167;6.09911416
20200704;Iquique;R01;4.763580703;0.568999957;5.332580659
20200705;Iquique;R01;5.429328238;0.476355899;5.905684137
20200615;Camiña;R01;0.63164557;0.851898734;1.483544304
20200616;Camiña;R01;0.541772152;0.867088608;1.408860759
20200617;Camiña;R01;0.549367089;0.846835443;1.396202532
20200618;Camiña;R01;0.589873418;0.653164557;1.243037975
20200619;Camiña;R01;0.643037975;0.787341772;1.430379747
20200620;Camiña;R01;0.588607595;0.482278481;1.070886076
20200621;Camiña;R01;0.525316456;0.508860759;1.034177215
20200622;Camiña;R01;0.635443038;0.698734177;1.334177215
20200623;Camiña;R01;0.578481013;0.967088608;1.54556962
20200624;Camiña;R01;0.546835443;0.920253165;1.467088608
20200625;Camiña;R01;0.663291139;0.85443038;1.517721519
20200626;Camiña;R01;0.52278481;0.87721519;1.4
20200627;Camiña;R01;0.43164557;0.725316456;1.156962025
20200628;Camiña;R01;0.560759494;0.589873418;1.150632911
20200629;Camiña;R01;0.558227848;0.816455696;1.374683544
20200630;Camiña;R01;0.565822785;0.843037975;1.408860759
20200701;Camiña;R01;0.637974684;0.864556962;1.502531646
20200702;Camiña;R01;0.53164557;0.721518987;1.253164557
20200703;Camiña;R01;0.539240506;0.925316456;1.464556962
20200704;Camiña;R01;0.34556962;0.537974684;0.883544304
20200705;Camiña;R01;0.540506329;0.54556962;1.086075949
20200615;Pozo Almonte;R01;0.645768634;1.105201863;1.750970497
20200616;Pozo Almonte;R01;0.73136646;1.194099379;1.925465839
20200617;Pozo Almonte;R01;0.698951863;1.208074534;1.907026398
20200618;Pozo Almonte;R01;0.588121118;0.976125776;1.564246894
20200619;Pozo Almonte;R01;0.664013975;1.023874224;1.687888199
20200620;Pozo Almonte;R01;0.469526398;0.68128882;1.150815217
20200621;Pozo Almonte;R01;0.387810559;0.572399068;0.960209627
20200622;Pozo Almonte;R01;0.669060559;1.020962733;1.690023292
20200623;Pozo Almonte;R01;0.765333851;1.158967391;1.924301242
20200624;Pozo Almonte;R01;0.759704969;1.112771739;1.872476708
20200625;Pozo Almonte;R01;0.604619565;1.022515528;1.627135093
20200626;Pozo Almonte;R01;0.597631988;1.054153727;1.651785714
20200627;Pozo Almonte;R01;0.470302795;0.793478261;1.263781056
20200628;Pozo Almonte;R01;0.382375776;0.606948758;0.989324534
20200629;Pozo Almonte;R01;0.472826087;0.847049689;1.319875776
20200630;Pozo Almonte;R01;0.64382764;1.272515528;1.916343168
20200701;Pozo Almonte;R01;0.787849379;1.327251553;2.115100932
20200702;Pozo Almonte;R01;0.693322981;1.141692547;1.835015528
20200703;Pozo Almonte;R01;0.725931677;1.101902174;1.827833851
20200704;Pozo Almonte;R01;0.583074534;0.814829193;1.397903727
20200705;Pozo Almonte;R01;0.634899068;0.819487578;1.454386646
20200615;Colchane;R01;0.03125;0.0703125;0.1015625
20200616;Colchane;R01;0;0.0703125;0.0703125
20200617;Colchane;R01;0.0078125;0;0.0078125
20200618;Colchane;R01;0.0078125;0;0.0078125
20200619;Colchane;R01;0;0.0234375;0.0234375
20200620;Colchane;R01;0.0078125;0.0859375;0.09375
20200621;Colchane;R01;0;0.015625;0.015625
20200622;Colchane;R01;0;0.046875;0.046875
20200623;Colchane;R01;0;0.015625;0.015625
20200624;Colchane;R01;0.015625;0.03125;0.046875
20200625;Colchane;R01;0;0.015625;0.015625
20200626;Colchane;R01;0;0.0078125;0.0078125
20200627;Colchane;R01;0;0.0546875;0.0546875
20200628;Colchane;R01;0;0.0390625;0.0390625
20200629;Colchane;R01;0.0078125;0.046875;0.0546875
20200630;Colchane;R01;0;0.015625;0.015625
20200701;Colchane;R01;0;0.03125;0.03125
20200702;Colchane;R01;0.046875;0.0234375;0.0703125
20200703;Colchane;R01;0.0078125;0.046875;0.0546875
20200704;Colchane;R01;0;0.0234375;0.0234375
20200705;Colchane;R01;0.015625;0.03125;0.046875
20200615;Pica;R01;1.912948061;2.557425018;4.47037308
20200616;Pica;R01;1.945135333;2.511338698;4.456474031
20200617;Pica;R01;1.842721287;2.510607169;4.353328456
20200618;Pica;R01;1.759326993;2.114850037;3.87417703
20200619;Pica;R01;1.814191661;2.290416971;4.104608632
20200620;Pica;R01;1.484272129;1.567666423;3.051938552
20200621;Pica;R01;1.306510607;1.354791514;2.661302121
20200622;Pica;R01;1.708119971;2.136795903;3.844915874
20200623;Pica;R01;1.866861741;2.458668617;4.325530358
20200624;Pica;R01;1.706656913;2.327724945;4.034381858
20200625;Pica;R01;1.80102414;2.231163131;4.032187271
20200626;Pica;R01;1.827359181;2.23189466;4.059253841
20200627;Pica;R01;1.605705925;1.786393563;3.392099488
