date,comuna,IM_interno,IM_externo,IM
2020-02-26,Providencia,"12,050731382978723","12,209729609929077","24,260460992907802"
2020-02-27,Providencia,"12,294547872340425","12,714738475177306","25,00928634751773"
2020-02-28,Providencia,"12,64882535460993","13,010926418439716","25,659751773049646"
2020-02-29,Providencia,"7,643882978723404","8,019126773049646","15,66300975177305"
2020-03-01,Providencia,"6,001307624113475","6,377061170212766","12,378368794326242"
2020-03-02,Providencia,"12,93978280141844","12,961679964539007","25,901462765957447"
2020-03-03,Providencia,"13,758643617021276","13,575398936170213","27,334042553191487"
2020-03-04,Providencia,"13,763475177304965","13,707380319148935","27,4708554964539"
2020-03-05,Providencia,"13,992420212765957","14,129432624113475","28,121852836879434"
2020-03-06,Providencia,"14,27887854609929","14,503679078014184","28,782557624113473"
2020-03-07,Providencia,"8,125620567375886","8,61757535460993","16,743195921985816"
2020-03-08,Providencia,"7,613098404255319","7,958687943262412","15,57178634751773"
2020-03-09,Providencia,"13,782779255319149","13,670035460992906","27,452814716312055"
2020-03-10,Providencia,"14,439428191489363","14,458067375886525","28,897495567375888"
2020-03-11,Providencia,"13,929521276595745","13,941356382978725","27,870877659574468"
2020-03-12,Providencia,"16,107978723404255","15,419946808510637","31,527925531914892"
2020-03-13,Providencia,"15,443528368794325","15,170279255319148","30,613807624113473"
2020-03-14,Providencia,"8,914095744680852","8,885239361702128","17,79933510638298"
2020-03-15,Providencia,"6,370633865248227","6,503900709219858","12,874534574468084"
2020-03-16,Providencia,"12,393949468085106","11,740913120567376","24,13486258865248"
2020-03-17,Providencia,"10,07229609929078","9,458156028368794","19,530452127659572"
2020-03-18,Providencia,"8,969902482269504","8,620811170212766","17,590713652482272"
2020-03-19,Providencia,"7,766688829787234","7,546742021276596","15,31343085106383"
2020-03-20,Providencia,"7,332158687943262","7,228789893617021","14,560948581560282"
2020-03-21,Providencia,"4,7677304964539005","4,295811170212765","9,063541666666666"
2020-03-22,Providencia,"4,158554964539007","3,4428413120567374","7,601396276595745"
2020-03-23,Providencia,"6,255075354609929","5,985460992907802","12,24053634751773"
2020-03-24,Providencia,"6,114051418439717","5,800908687943263","11,91496010638298"
2020-03-25,Providencia,"6,603235815602837","6,165625","12,768860815602837"
