date;comuna;region;IM_interno;IM_externo;IM
20200720;Huara;R01;1.707395498;2.065380493;3.772775991
20200721;Huara;R01;2.101822079;2.591639871;4.693461951
20200722;Huara;R01;2.233654877;2.920685959;5.154340836
20200723;Huara;R01;2.072883173;2.45659164;4.529474812
20200724;Huara;R01;2.024651661;2.365487674;4.390139335
20200725;Huara;R01;1.272240086;1.526259378;2.798499464
20200726;Huara;R01;1.145766345;1.381564845;2.52733119
20200720;Alto Hospicio;R01;3.577260445;1.331240906;4.908501351
20200721;Alto Hospicio;R01;3.597048431;1.347869466;4.944917896
20200722;Alto Hospicio;R01;3.577842444;1.349241322;4.927083766
20200723;Alto Hospicio;R01;3.487050509;1.335855332;4.822905841
20200724;Alto Hospicio;R01;3.640033257;1.403658283;5.04369154
20200725;Alto Hospicio;R01;3.444439825;1.167574309;4.612014134
20200726;Alto Hospicio;R01;3.13639576;1.006817709;4.143213469
20200720;Iquique;R01;5.735377133;0.718094576;6.45347171
20200721;Iquique;R01;5.813452603;0.726735855;6.540188458
20200722;Iquique;R01;5.860154588;0.729580095;6.589734682
20200723;Iquique;R01;5.885557341;0.7188762;6.60443354
20200724;Iquique;R01;6.06459247;0.754049242;6.818641713
20200725;Iquique;R01;5.226106214;0.624864302;5.850970515
20200726;Iquique;R01;4.663163837;0.535976378;5.199140215
20200720;Camiña;R01;0.574683544;0.955696203;1.530379747
20200721;Camiña;R01;0.560759494;1.13164557;1.692405063
20200722;Camiña;R01;0.507594937;1.239240506;1.746835443
20200723;Camiña;R01;0.506329114;1.029113924;1.535443038
20200724;Camiña;R01;0.493670886;1.073417722;1.567088608
20200725;Camiña;R01;0.406329114;0.611392405;1.017721519
20200726;Camiña;R01;0.526582278;0.713924051;1.240506329
20200720;Pozo Almonte;R01;0.732531056;1.201475155;1.934006211
20200721;Pozo Almonte;R01;0.830163043;1.35947205;2.189635093
20200722;Pozo Almonte;R01;0.864712733;1.398680124;2.263392857
20200723;Pozo Almonte;R01;0.721273292;1.25951087;1.980784161
20200724;Pozo Almonte;R01;0.726902174;1.186529503;1.913431677
20200725;Pozo Almonte;R01;0.59064441;0.878299689;1.468944099
20200726;Pozo Almonte;R01;0.508540373;0.690993789;1.199534161
20200720;Colchane;R01;0.015625;0.109375;0.125
20200721;Colchane;R01;0.0078125;0.03125;0.0390625
20200722;Colchane;R01;0;0.0234375;0.0234375
20200723;Colchane;R01;0.0078125;0.046875;0.0546875
20200724;Colchane;R01;0.0078125;0.046875;0.0546875
20200725;Colchane;R01;0.015625;0.03125;0.046875
20200726;Colchane;R01;0.015625;0.078125;0.09375
20200720;Pica;R01;2.187271397;2.705925384;4.893196781
20200721;Pica;R01;2.209217264;3.023408925;5.232626189
20200722;Pica;R01;2.072421361;2.877834674;4.950256035
20200723;Pica;R01;2.038771031;2.694952451;4.733723482
20200724;Pica;R01;2.105340161;2.565471836;4.670811997
20200725;Pica;R01;1.779078274;2.014630578;3.793708851
20200726;Pica;R01;1.427212875;1.698610095;3.12582297
20200720;Antofagasta;R02;6.559078565;0.129301649;6.688380213
20200721;Antofagasta;R02;6.645974782;0.146605238;6.792580019
20200722;Antofagasta;R02;6.608777886;0.155809893;6.764587779
20200723;Antofagasta;R02;6.433258972;0.109233754;6.542492726
20200724;Antofagasta;R02;6.659922405;0.097119302;6.757041707
20200725;Antofagasta;R02;5.962027158;0.066479146;6.028506305
20200726;Antofagasta;R02;5.404345296;0.078671193;5.483016489
20200720;Calama;R02;4.840056451;0.086881101;4.926937551
20200721;Calama;R02;4.963953899;0.099494296;5.063448195
20200722;Calama;R02;4.921527696;0.097171586;5.018699283
20200723;Calama;R02;4.880101141;0.085881454;4.965982594
20200724;Calama;R02;4.972098083;0.083588145;5.055686228
20200725;Calama;R02;4.4915324;0.060155239;4.55168764
20200726;Calama;R02;4.079383747;0.047277431;4.126661178
20200720;Mejillones;R02;4.037964619;1.926455973;5.964420592
20200721;Mejillones;R02;4.225004969;2.096799841;6.32180481
20200722;Mejillones;R02;4.058040151;2.161399324;6.219439475
20200723;Mejillones;R02;4.078910753;1.755118267;5.83402902
20200724;Mejillones;R02;3.791691513;1.627708209;5.419399722
20200725;Mejillones;R02;3.179089644;1.106936991;4.286026635
20200726;Mejillones;R02;2.764460346;1.255813953;4.020274299
20200720;Taltal;R02;0;0.386078686;0.386078686
20200721;Taltal;R02;0;0.583225249;0.583225249
20200722;Taltal;R02;0;0.652399481;0.652399481
20200723;Taltal;R02;0;0.213143104;0.213143104
20200724;Taltal;R02;0;0.081712062;0.081712062
20200725;Taltal;R02;0;0.053177691;0.053177691
20200726;Taltal;R02;0;0.05793342;0.05793342
20200720;Sierra Gorda;R02;3.14626506;0.893855422;4.040120482
20200721;Sierra Gorda;R02;3.32;1.095662651;4.415662651
20200722;Sierra Gorda;R02;3.332891566;1.126746988;4.459638554
20200723;Sierra Gorda;R02;2.797228916;0.788433735;3.585662651
20200724;Sierra Gorda;R02;2.704698795;0.760120482;3.464819277
20200725;Sierra Gorda;R02;2.605542169;0.566746988;3.172289157
20200726;Sierra Gorda;R02;2.73939759;0.59626506;3.335662651
20200720;Tocopilla;R02;3.569932359;0.303294785;3.873227144
20200721;Tocopilla;R02;3.690377482;0.361553568;4.05193105
20200722;Tocopilla;R02;3.752345625;0.343879555;4.09622518
20200723;Tocopilla;R02;3.728125682;0.335151647;4.063277329
20200724;Tocopilla;R02;3.675103644;0.303294785;3.978398429
20200725;Tocopilla;R02;3.372463452;0.245036003;3.617499455
20200726;Tocopilla;R02;2.947414357;0.267728562;3.215142919
20200720;Ollagüe;R02;0.382352941;0.529411765;0.911764706
20200721;Ollagüe;R02;0.176470588;0.352941176;0.529411765
20200722;Ollagüe;R02;0.117647059;0.529411765;0.647058824
20200723;Ollagüe;R02;0.235294118;0.176470588;0.411764706
20200724;Ollagüe;R02;1.176470588;0.794117647;1.970588235
20200725;Ollagüe;R02;0.176470588;0.205882353;0.382352941
20200726;Ollagüe;R02;0.029411765;0.029411765;0.058823529
20200720;María Elena;R02;1.594954128;1.103211009;2.698165138
20200721;María Elena;R02;2.005045872;1.428440367;3.433486239
20200722;María Elena;R02;2.186238532;1.399082569;3.585321101
20200723;María Elena;R02;1.952293578;1.18440367;3.136697248
20200724;María Elena;R02;1.881192661;1.11559633;2.996788991
20200725;María Elena;R02;1.597247706;0.928899083;2.526146789
20200726;María Elena;R02;1.472477064;0.69266055;2.165137615
20200720;San Pedro de Atacama;R02;0.176416819;0.077696527;0.254113346
20200721;San Pedro de Atacama;R02;0.237659963;0.085923218;0.323583181
20200722;San Pedro de Atacama;R02;0.294332724;0.091407678;0.385740402
