date,comuna,IM_interno,IM_externo,IM
2020-02-26,Puerto Montt,"5,559963771333179","1,1503134490045996","6,710277220337779"
2020-02-27,Puerto Montt,"5,558667353353815","1,14019073327532","6,698858086629135"
2020-02-28,Puerto Montt,"5,7641229643573855","1,1706831945159744","6,93480615887336"
2020-02-29,Puerto Montt,"4,849455682040171","1,1379530803246372","5,987408762364808"
2020-03-01,Puerto Montt,"3,961533680228738","1,060061446660392","5,02159512688913"
2020-03-02,Puerto Montt,"5,799552469409863","1,08749933403186","6,887051803441723"
2020-03-03,Puerto Montt,"5,845229004244437","1,0754231117583335","6,9206521160027705"
2020-03-04,Puerto Montt,"6,1300147400948335","1,1228578024827294","7,252872542577563"
2020-03-05,Puerto Montt,"5,888632367827523","1,0705393453977161","6,959171713225239"
2020-03-06,Puerto Montt,"6,050045285833526","1,1404393613809516","7,190484647214477"
2020-03-07,Puerto Montt,"4,690564563391288","1,016551528174892","5,70711609156618"
2020-03-08,Puerto Montt,"3,8142392867925197","0,9381626382993837","4,752401925091903"
2020-03-09,Puerto Montt,"5,818288373084232","1,0592978031930953","6,877586176277327"
2020-03-10,Puerto Montt,"6,084977534674741","1,0774831732049939","7,162460707879735"
2020-03-11,Puerto Montt,"5,83061322346339","1,0454456658793443","6,876058889342734"
2020-03-12,Puerto Montt,"5,8426361682857095","1,027935143582731","6,87057131186844"
2020-03-13,Puerto Montt,"6,038377524019251","1,0869665595197926","7,125344083539043"
2020-03-14,Puerto Montt,"4,719796124953382","1,0057006872791205","5,725496812232503"
2020-03-15,Puerto Montt,"3,6076115718624022","0,9205100427995525","4,528121614661955"
2020-03-16,Puerto Montt,"5,0647321032161825","1,0212399438810849","6,085972047097267"
2020-03-17,Puerto Montt,"4,569411639347174","0,9545898524214602","5,524001491768634"
2020-03-18,Puerto Montt,"4,424408176312845","0,945213021009075","5,36962119732192"
2020-03-19,Puerto Montt,"4,081230353939867","0,9208652258075973","5,002095579747465"
2020-03-20,Puerto Montt,"4,094407643538333","0,9178284110888135","5,012236054627147"
2020-03-21,Puerto Montt,"3,076701770587295","0,796551172991884","3,873252943579179"
2020-03-22,Puerto Montt,"2,4831732049938733","0,6628602887637856","3,146033493757659"
2020-03-23,Puerto Montt,"3,462696904580085","0,7196007742989575","4,182297678879042"
2020-03-24,Puerto Montt,"3,6145553996696798","0,7735530732209771","4,388108472890657"
2020-03-25,Puerto Montt,"3,7210037471807347","0,8114866184801719","4,532490365660907"
2020-03-26,Puerto Montt,"3,759168161395159","0,8152515583654478","4,5744197197606065"
2020-03-27,Puerto Montt,"3,8264575822692644","0,8061943916603029","4,632651973929567"
2020-03-28,Puerto Montt,"3,129215578326733","0,7095490951712871","3,8387646734980203"
2020-03-29,Puerto Montt,"2,647658456019464","0,6546910795787529","3,302349535598217"
2020-03-30,Puerto Montt,"3,9226944182990287","0,8161750341863645","4,738869452485393"
2020-03-31,Puerto Montt,"4,046777602159513","0,8167433269992364","4,863520929158749"
2020-04-01,Puerto Montt,"4,014562503329841","0,8356035447264203","4,850166048056261"
2020-04-02,Puerto Montt,"3,8097639808911543","0,7809586389387132","4,590722619829868"
2020-04-03,Puerto Montt,"3,9889360492994017","0,7864994938642136","4,775435543163615"
2020-04-04,Puerto Montt,"3,4347440018469517","0,7221403328064786","4,15688433465343"
