filepath,name,VisMin,VisMax,VisColor,VisBrightness,VisScale,Temporal,Times,Latitude,Longitude,Zoom
./Data/Chile/Images/Chile_Landsat_Composite.tif,Visual Composite,,,,,,,,,,
