Date,New Cases,New Deaths,New Hospitalizations,Est. Net Cases,Est. Net Hospitalizations,Est. Newly Recovered,Est. Current Cases,Cumulative Cases,Recovered Population,Accumulative Deaths,Hospitalized Population,Measured Current Infected,Measured Unhospitalized Infected,Hospitalization Likelihood,Death likelihood,Susceptible Population,True Unhospitalized Infected,True Current Infected,True Infection Rate,Measured Infection Rate,Hospitalization Rate,Closure Policy,nat_retail_recreation_mob,nat_grocery__pharmacy_mob,nat_parks_mob,nat_transit_mob,nat_workplaces_mob,nat_residential_mob,loc_retail_recreation_mob,loc_grocery__pharmacy_mob,loc_parks_mob,loc_transit_mob,loc_workplaces_mob,loc_residential_mob
2020-09-03 00:00:00,111,8,23,19,-1,84,1418,7201,5040,743,304,1418,1114,0.214386459802539,0.103180113873073,2031171,1077,1381,-28,19,-1,Starting to Re-Open,-29,-9,-32,-41,-34,13,-27,-11,-30,-22,-31,13
2020-09-04 00:00:00,123,9,24,30,2,84,1448,7324,5124,752,306,1448,1142,0.211325966850829,0.102676133260513,2031048,1065,1371,-10,30,2,Starting to Re-Open,-32,-9,-34,-41,-30,14,-29,-8,-36,-26,-28,14
2020-09-05 00:00:00,58,12,20,2,2,44,1450,7382,5168,764,308,1450,1142,0.212413793103448,0.103494987808182,2030990,1016,1324,-47,2,2,Starting to Re-Open,-32,-7,-34,-34,-10,8,-26,-5,-31,-14,-6,7
2020-09-06 00:00:00,47,6,17,15,5,26,1465,7429,5194,770,313,1465,1152,0.213651877133106,0.103647866469242,2030943,999,1312,-12,15,5,Starting to Re-Open,-34,-12,-36,-35,-4,7,-27,-11,-33,-24,2,5
2020-09-07 00:00:00,113,17,24,-31,-14,127,1434,7542,5321,787,299,1434,1135,0.208507670850767,0.10434897905065,2030830,1545.73935600514,1844.73935600514,532.73935600514,-31,-14,Starting to Re-Open,-31,-11,-34,-40,-33,13,-30,-11,-29,-25,-30,13
2020-09-08 00:00:00,114,7,21,-9,0,116,1425,7656,5437,794,299,1425,1126,0.209824561403509,0.103709508881923,2030716,1165.17978767775,1464.17978767775,-380.559568327389,-9,0,Starting to Re-Open,-31,-13,-33,-42,-35,13,-30,-12,-32,-19,-31,13
2020-09-09 00:00:00,109,10,26,-27,-5,126,1398,7765,5563,804,294,1398,1104,0.210300429184549,0.103541532517708,2030607,850,1144,-320.179787677751,-27,-5,Starting to Re-Open,-31,-12,-34,-42,-34,13,-30,-14,-33,-24,-31,13
2020-09-10 00:00:00,70,14,14,-42,-15,98,1356,7835,5661,818,279,1356,1077,0.20575221238938,0.104403318442884,2030537,825,1104,-40,-42,-15,Scenario C: Containment,-31,-12,-35,-41,-34,13,-29,-13,-32,-22,-31,13
2020-09-11 00:00:00,94,12,29,-11,1,93,1345,7929,5754,830,280,1345,1065,0.20817843866171,0.104679026358936,2030443,787,1067,-37,-11,1,Scenario C: Containment,-32,-10,-33,-40,-30,13,-29,-8,-34,-23,-28,13
2020-09-12 00:00:00,35,7,18,-46,3,74,1299,7964,5828,837,283,1299,1016,0.217859892224788,0.1050979407333,2030408,800,1083,16,-46,3,Scenario C: Containment,-31,-7,-30,-32,-8,7,-27,-6,-27,-7,-5,5
2020-09-13 00:00:00,41,10,17,-20,-3,51,1279,8005,5879,847,280,1279,999,0.218921032056294,0.10580886945659,2030367,799,1079,-4,-20,-3,Scenario C: Containment,-32,-10,-31,-32,-2,5,-27,-10,-28,-19,4,4
2020-09-14 00:00:00,106,10,19,-30,-9,126,1249,8111,6005,857,271,1249,978,0.21697357886309,0.105658981629885,2030261,816,1087,8,-30,-9,Scenario C: Containment,-27,-5,-31,-37,-30,12,-26,-5,-24,-25,-28,12
2020-09-15 00:00:00,76,6,17,-77,-9,147,1172,8187,6152,863,262,1172,910,0.223549488054607,0.105411017466716,2030185,806,1068,-19,-77,-9,Scenario C: Containment,-24,1,-27,-40,-31,9,-27,4,-22,-15,-30,8
2020-09-16 00:00:00,33,6,8,-77,-17,104,1095,8220,6256,869,245,1095,850,0.223744292237443,0.105717761557178,2030152,825,1070,2,-77,-17,Scenario C: Containment,-41,-20,-38,-62,-61,20,-42,-24,-35,-48,-68,23
2020-09-17 00:00:00,82,4,20,-23,2,101,1072,8302,6357,873,247,1072,825,0.230410447761194,0.10515538424476,2030070,856,1103,33,-23,2,Scenario C: Containment,-30,-11,-35,-41,-34,13,-30,-13,-30,-22,-32,13
2020-09-18 00:00:00,78,7,18,-40,-2,111,1032,8380,6468,880,245,1032,787,0.237403100775194,0.105011933174224,2029992,966.626484463582,1211.62648446358,108.626484463583,-40,-2,Scenario C: Containment,-33,-12,-37,-41,-30,15,-30,-10,-35,-25,-28,14
2020-09-19 00:00:00,61,9,10,3,-10,49,1035,8441,6517,889,235,1035,800,0.227053140096618,0.105319274967421,2029931,876,1111,-100.626484463583,3,-10,Scenario C: Containment,-31,-7,-34,-33,-9,8,-28,-8,-32,-19,-6,7
2020-09-20 00:00:00,45,4,16,-3,-2,44,1032,8486,6561,893,233,1032,799,0.22577519379845,0.105232147065755,2029886,876,1109,-2,-3,-2,Scenario C: Containment,-33,-12,-34,-32,-2,6,-28,-12,-31,-17,4,5
2020-09-21 00:00:00,120,8,15,11,-6,101,1043,8606,6662,901,227,1043,816,0.217641418983701,0.104694399256333,2029766,934.062074050727,1161.06207405073,52.0620740507268,11,-6,Scenario C: Containment,-32,-12,-37,-39,-31,13,-31,-12,-30,-24,-29,13
2020-09-22 00:00:00,107,11,23,-8,2,104,1035,8713,6766,912,229,1035,806,0.221256038647343,0.104671180993917,2029659,957.274703478666,1186.27470347867,25.2126294279394,-8,2,Scenario C: Containment,-33,-13,-38,-41,-33,14,-31,-13,-35,-16,-30,13
2020-09-23 00:00:00,118,8,15,7,-12,103,1042,8831,6869,920,217,1042,825,0.208253358925144,0.104178462235307,2029541,1020,1237,50.7252965213338,7,-12,Scenario C: Containment,-34,-12,-40,-42,-32,14,-32,-12,-36,-18,-29,13
2020-09-24 00:00:00,93,6,7,22,-9,65,1064,8924,6934,926,208,1064,856,0.195488721804511,0.103765127745406,2029448,1174.15037683069,1382.15037683069,145.150376830693,22,-9,Scenario C: Containment,-34,-13,-42,-42,-33,14,-32,-15,-37,-18,-29,14
2020-09-25 00:00:00,90,3,19,5,0,82,1069,9014,7016,929,208,1069,861,0.194574368568756,0.103061903705347,2029358,1398.26975598118,1606.26975598118,224.119379150485,5,0,Scenario C: Containment,-35,-12,-42,-40,-28,14,-32,-9,-40,-21,-26,14
2020-09-26 00:00:00,45,3,13,13,-2,29,1082,9059,7045,932,206,1082,876,0.190388170055453,0.102881112705597,2029313,1336.86994767287,1542.86994767287,-63.3998083083043,13,-2,Scenario C: Containment,-33,-7,-39,-32,-6,8,-30,-7,-36,-13,-3,6
2020-09-27 00:00:00,39,7,16,-2,-2,34,1080,9098,7079,939,204,1080,876,0.188888888888889,0.103209496592658,2029274,1080,1284,-258.869947672873,-2,-2,Scenario C: Containment,-35,-12,-39,-32,-2,6,-30,-11,-36,-10,5,4
2020-09-28 00:00:00,132,9,15,23,-7,100,1103,9230,7179,948,197,1103,906,0.178603807796918,0.102708559046587,2029142,1319.36527026365,1516.36527026365,232.365270263651,23,-7,Scenario C: Containment,-34,-11,-42,-40,-30,13,-33,-11,-35,-22,-27,13
2020-09-29 00:00:00,114,6,18,40,3,68,1143,9344,7247,954,200,1143,943,0.174978127734033,0.102097602739726,2029028,1087,1287,-229.365270263651,40,3,Scenario C: Containment,-33,-12,-42,-42,-33,14,-31,-11,-39,-15,-29,13
2020-09-30 00:00:00,120,10,18,80,3,30,1223,9464,7277,964,203,1223,1020,0.165985282093213,0.101859678782756,2028908,1084,1287,0,80,3,Scenario C: Containment,-29,-4,-39,-38,-32,12,-27,-4,-35,-12,-28,12
2020-10-01 00:00:00,128,7,20,45,-1,76,1268,9592,7353,971,202,1268,1066,0.159305993690852,0.101230191826522,2028780,1112,1314,27,45,-1,Scenario C: Containment,-29,-4,-39,-37,-31,12,-28,-6,-35,-11,-28,12
2020-10-02 00:00:00,106,7,18,30,2,69,1298,9698,7422,978,204,1298,1094,0.157164869029276,0.100845535161889,2028674,1240.74034180271,1444.74034180271,130.74034180271,30,2,Scenario C: Containment,-31,-5,-39,-35,-27,12,-28,-4,-40,0,-25,12
2020-10-03 00:00:00,57,6,19,-4,8,55,1294,9755,7477,984,212,1294,1082,0.163833075734158,0.100871348026653,2028617,1222,1434,-10.74034180271,-4,8,Scenario C: Containment,-30,-3,-37,-27,-7,6,-26,-3,-34,10,-4,5
2020-10-04 00:00:00,45,6,18,-1,1,40,1293,9800,7517,990,213,1293,1080,0.164733178654292,0.101020408163265,2028572,1249,1462,28,-1,1,Scenario C: Containment,-31,-8,-35,-25,-1,4,-25,-7,-32,9,5,3
2020-10-05 00:00:00,118,7,14,-6,-5,117,1287,9918,7634,997,208,1287,1079,0.161616161616162,0.100524299253882,2028454,1726.34858844887,1934.34858844887,472.348588448872,-6,-5,Scenario C: Containment,-31,-7,-39,-36,-30,11,-30,-7,-34,-1,-27,11
2020-10-06 00:00:00,110,4,18,6,-2,100,1293,10028,7734,1001,206,1293,1087,0.159319412219644,0.09982050259274,2028344,1322,1528,-406.348588448872,6,-2,Scenario C: Containment,-32,-9,-38,-38,-32,12,-30,-10,-38,9,-28,12
2020-10-07 00:00:00,116,8,16,-5,-2,113,1288,10144,7847,1009,204,1288,1084,0.158385093167702,0.099467665615142,2028228,1253,1457,-71,-5,-2,Scenario C: Containment,-35,-12,-40,-40,-33,13,-30,-10,-36,-2,-27,12
2020-10-08 00:00:00,132,4,18,36,8,92,1324,10276,7939,1013,212,1324,1112,0.16012084592145,0.09857921370183,2028096,1663.1467069171,1875.1467069171,418.146706917098,36,8,Scenario C: Containment,-32,-11,-38,-39,-31,13,-30,-12,-36,0,-27,13
2020-10-09 00:00:00,163,2,20,76,4,85,1400,10439,8024,1015,216,1400,1184,0.154285714285714,0.0972315355877,2027933,1598.0209410992,1814.0209410992,-61.125765817897,76,4,Scenario C: Containment,-34,-11,-38,-38,-27,13,-29,-7,-37,-4,-24,13
2020-10-10 00:00:00,82,3,11,37,-1,42,1437,10521,8066,1018,215,1437,1222,0.149617258176757,0.096758863225929,2027851,1387.71769332121,1602.71769332121,-211.30324777799,37,-1,Scenario C: Containment,-32,-7,-35,-29,-4,7,-28,-6,-34,1,-1,6
2020-10-11 00:00:00,64,5,14,26,-1,33,1463,10585,8099,1023,214,1463,1249,0.146274777853725,0.096646197449221,2027787,1360.49739508171,1574.49739508171,-28.2202982394972,26,-1,Scenario C: Containment,-34,-12,-34,-29,1,5,-28,-11,-34,-2,8,4
2020-10-12 00:00:00,174,7,24,38,5,129,1501,10759,8228,1030,219,1501,1282,0.145902731512325,0.095733804256901,2027613,1368.71755001291,1587.71755001291,13.2201549311917,38,5,Scenario C: Containment,-34,-11,-39,-38,-30,13,-34,-16,-43,-9,-27,13
2020-10-13 00:00:00,146,4,10,29,-11,113,1530,10905,8341,1034,208,1530,1322,0.135947712418301,0.09481889041724,2027467,1253,1461,-126.717550012905,29,-11,Scenario C: Containment,-32,-12,-38,-38,-31,13,-30,-10,-36,5,-27,12
2020-10-14 00:00:00,33,2,0,-87,-18,118,1443,10938,8459,1036,190,1443,1253,0.131670131670132,0.094715670140794,2027434,1407.85194023155,1597.85194023155,136.851940231548,-87,-18,Scenario C: Containment,-30,-7,-37,-36,-30,13,-28,-8,-35,6,-26,12
