Nombre de estacion,Independencia,La_Florida,Las_Condes,Santiago,Pudahuel,Cerrillos,El_Bosque,Cerro_Navia,Puente_Alto,Talagante,Quilicura,Rancagua_I,Talca_La_Florida,Padre_Las_Casas_II,Las_Encinas,Coyhaique_II,Valdivia
Region,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,O’Higgins,Maule,Araucanía,Araucanía,Aysén,Los Ríos
Codigo region,13,13,13,13,13,13,13,13,13,13,13,6,7,9,9,11,14
Comuna,Independencia,La Florida,Las Condes,Santiago,Pudahuel,Cerrillos,El Bosque,Cerro Navia,Puente Alto,Talagante,Quilicura,Rancagua,Talca,Padre las Casas,Temuco,Coyhaique,Valdivia
Codigo comuna,13108,13110,13114,13101,13124,13102,13105,13103,13201,13601,13125,6101,7101,9112,9101,11101,14101
UTM_Este,346488,352504,358305,345673,337311,340277,345313,338984,352049,318945,337356,342015,256889,708625,706767,730152,651593
UTM_Norte,6300681,6290304,6305906,6296019,6298809,6292747,6286825,6299360,6282013,6272298,6306788,6218523,6075395,5706593,5708420,4948488,5589460
2019-01-01 00:00:00,0.794583022594452,1.91974997520447,0.538334012031555,0.497750997543335,1.11333000659943,,,0.108499996364117,1.77425003051758,0.130167007446289,,,0.382622003555298,0.100000001490116,0.269549012184143,0.372083008289337,0.102068997919559
2019-01-01 01:00:00,0.80316698551178,1.16569995880127,0.535556018352509,0.595099985599518,,,,,2.05970001220703,0.220699995756149,,,0.391986012458801,0.100000001490116,0.228843003511429,0.31216698884964,0.100000001490116
2019-01-01 02:00:00,0.665834009647369,0.938000977039337,0.455000013113022,1.08350002765656,,,,,1.82375001907349,0.275667011737823,,,0.353783994913101,0.100000001490116,0.176837995648384,0.309583008289337,0.100000001490116
2019-01-01 03:00:00,0.806600987911224,1.04799997806549,0.402222007513046,0.990000009536743,,,,,1.64499998092651,0.394223004579544,,,0.362401992082596,0.100000001490116,0.158561006188393,0.253583014011383,0.100000001490116
2019-01-01 04:00:00,,0.949000000953674,0.291110992431641,0.791999995708466,,,,,0.699000000953674,0.555889010429382,,,0.420657992362976,0.100000001490116,0.142527997493744,0.209083005785942,0.100000001490116
2019-01-01 05:00:00,0.614333987236023,0.962750017642975,0.280000001192093,0.67925101518631,,,,,0.924499988555908,0.332249999046326,,,0.365633994340897,0.100000001490116,0.139454007148743,0.238916993141174,0.100000001490116
2019-01-01 06:00:00,0.751667976379395,0.929750025272369,0.280000001192093,0.489500999450684,,,,,0.627501010894775,0.372667014598846,,,0.302074998617172,0.100000001490116,0.134635999798775,0.144082993268967,0.100000001490116
2019-01-01 07:00:00,0.588584005832672,0.484250009059906,0.204999998211861,0.563750982284546,,,,,0.627501010894775,0.291833013296127,,,0.289397001266479,0.100000001490116,0.134220004081726,0.145750001072884,0.100000001490116
2019-01-01 08:00:00,0.356833010911942,0.269749999046326,0.180000007152557,0.522500991821289,,,,,0.536750018596649,0.210999995470047,,,0.294618010520935,0.100000001490116,0.133638992905617,0.188082993030548,0.100000001490116
2019-01-01 09:00:00,0.296750009059906,0.269749999046326,0.180000007152557,0.431751012802124,,,,,0.536750018596649,0.210999995470047,,,0.288071006536484,0.100000001490116,0.129982993006706,0.235499992966652,0.100000001490116
2019-01-01 10:00:00,0.23666700720787,0.145999997854233,0.280000001192093,0.390500009059906,,,,,0.60275000333786,0.202916994690895,,,0.285171002149582,0.100000001490116,0.139204993844032,,0.100000001490116
2019-01-01 11:00:00,0.202333003282547,0.154249995946884,0.238333001732826,0.374000012874603,,,,,0.454250007867813,0.122083000838757,,,0.285750985145569,0.100000001490116,0.139287993311882,0.152500003576279,0.100000001490116
2019-01-01 12:00:00,0.219500005245209,0.127416998147964,0.180000007152557,0.374000012874603,,,,,0.247999995946884,0.114000000059605,,,0.284258991479874,0.100000001490116,0.150670006871223,0.308750003576279,0.100000001490116
